Name,Goals,Headed goals,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past,Big chances created,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %,Goals conceded inside the box,Aerial duels won %,Total duels won %,Fouls,Appearances,Age Range,Position,League,Level
Jonathan Mensah,0.07,0.07,0.7,0.97,0.0,3.97,0.0,0.33,0.0,55.27,88.84,3.9,55.68,0.97,56.62,52.58,0.87,30.0,3.0,2.0,EEUU MLS,4.0
Matt Hedges,0.03,0.03,1.07,0.97,0.03,4.53,0.0,0.47,0.03,51.93,84.79,1.73,40.1,0.73,56.99,57.58,0.43,30.0,3.0,2.0,EEUU MLS,4.0
Dave Romney,0.09,0.06,0.56,0.81,0.0,3.47,0.03,0.09,0.13,45.63,84.73,2.56,45.79,1.0,69.42,67.3,0.28,32.0,2.0,2.0,EEUU MLS,4.0
Justen Glad,0.11,0.07,0.81,1.33,0.04,4.07,0.0,0.41,0.04,48.74,85.79,3.11,50.67,0.96,61.36,58.02,1.0,27.0,2.0,2.0,EEUU MLS,4.0
Henry Kessler,0.05,0.05,0.95,0.73,0.14,3.86,0.0,0.23,0.0,53.27,90.44,1.41,56.78,1.05,59.77,63.45,0.68,22.0,2.0,2.0,EEUU MLS,4.0
Antônio Carlos,0.0,0.0,1.14,1.59,0.0,4.45,0.0,0.27,0.0,41.91,86.66,3.27,57.53,1.18,72.41,65.04,0.86,22.0,2.0,2.0,EEUU MLS,4.0
Marcelo Silva,0.06,0.03,1.25,1.66,0.06,3.5,0.0,0.22,0.0,39.5,89.32,1.44,51.38,1.09,63.3,61.66,0.63,32.0,3.0,2.0,EEUU MLS,4.0
Shaq Moore,0.0,0.0,2.67,1.0,0.08,1.25,0.0,0.42,0.17,28.5,77.19,5.5,31.03,0.92,72.22,65.31,0.83,12.0,2.0,2.0,EEUU MLS,4.0
Giorgio Chiellini,0.0,0.0,0.85,1.08,0.0,3.15,0.0,0.08,0.08,34.85,82.56,4.92,50.7,0.46,64.29,68.33,0.62,13.0,3.0,2.0,EEUU MLS,4.0
Andrew Brody,0.06,0.0,1.31,1.43,0.0,2.03,0.0,0.49,0.23,38.23,82.88,10.94,52.0,1.09,45.1,53.39,0.31,35.0,2.0,2.0,EEUU MLS,4.0
Olivier Mbaizo,0.0,0.0,1.27,0.77,0.0,1.0,0.0,0.55,0.32,24.45,78.44,6.27,43.9,0.36,36.36,48.7,0.91,22.0,2.0,2.0,EEUU MLS,4.0
Lalas Abubakar,0.13,0.0,1.03,1.53,0.06,2.97,0.06,0.28,0.03,39.56,86.57,1.97,45.52,1.09,67.89,57.69,1.31,32.0,2.0,2.0,EEUU MLS,4.0
João Moutinho,0.07,0.03,2.45,1.07,0.03,1.52,0.0,0.38,0.03,48.62,80.0,8.9,39.87,1.31,65.57,58.57,1.38,29.0,2.0,2.0,EEUU MLS,4.0
Daniel Steres,0.11,0.0,1.0,1.11,0.06,4.0,0.0,0.11,0.0,52.44,90.78,2.44,71.54,1.44,58.62,56.31,1.0,18.0,3.0,2.0,EEUU MLS,4.0
Maxime Chanot,0.04,0.0,0.88,0.88,0.0,3.21,0.0,0.25,0.0,36.5,86.07,2.21,53.13,0.83,64.15,64.15,0.5,24.0,3.0,2.0,EEUU MLS,4.0
Robin Jansson,0.05,0.0,1.09,1.09,0.0,3.05,0.0,0.23,0.05,46.18,86.52,6.0,62.11,1.18,48.78,61.47,0.59,22.0,3.0,2.0,EEUU MLS,4.0
Guzmán Corujo,0.04,0.0,1.76,1.6,0.0,4.36,0.04,0.8,0.0,48.32,85.51,2.04,40.11,1.04,49.28,55.25,0.84,25.0,2.0,2.0,EEUU MLS,4.0
Damion Lowe,0.03,0.03,2.1,1.93,0.07,3.76,0.03,0.55,0.1,43.93,81.0,3.07,38.94,1.31,63.38,58.7,1.41,29.0,2.0,2.0,EEUU MLS,4.0
Alistair Johnston,0.11,0.03,1.49,0.94,0.0,1.2,0.0,0.6,0.2,39.37,85.2,8.66,52.85,1.11,48.08,50.21,1.37,35.0,2.0,2.0,EEUU MLS,4.0
Gabriele Corbo,0.0,0.0,1.5,0.93,0.0,2.0,0.0,0.36,0.14,47.64,85.91,6.79,50.57,1.0,56.52,58.46,0.79,14.0,1.0,2.0,EEUU MLS,4.0
Carlos Teran,0.05,0.05,1.27,1.73,0.0,2.73,0.0,0.36,0.0,35.0,79.61,2.59,43.51,1.0,61.22,56.67,0.91,22.0,1.0,2.0,EEUU MLS,4.0
Thiago Martins,0.0,0.0,0.62,0.79,0.0,3.76,0.03,0.17,0.0,53.21,89.24,2.59,58.59,0.72,70.0,63.72,0.38,29.0,2.0,2.0,EEUU MLS,4.0
Andrew Gutman,0.16,0.04,2.0,0.96,0.0,1.28,0.0,0.68,0.12,34.08,78.87,7.08,39.02,1.32,58.18,57.69,1.36,25.0,2.0,2.0,EEUU MLS,4.0
Ranko Veselinović,0.03,0.0,1.32,1.06,0.1,5.74,0.0,0.32,0.0,34.68,85.4,1.52,49.7,1.32,52.63,55.8,0.71,31.0,1.0,2.0,EEUU MLS,4.0
Andreu Fontàs,0.07,0.0,1.32,1.04,0.0,3.43,0.04,0.43,0.04,66.29,87.23,7.75,51.91,1.29,56.72,57.96,0.71,28.0,3.0,2.0,EEUU MLS,4.0
Steve Birnbaum,0.06,0.06,0.72,1.91,0.0,3.81,0.0,0.25,0.13,43.66,81.96,2.5,49.33,1.78,79.56,67.63,1.41,32.0,3.0,2.0,EEUU MLS,4.0
Mamadou Fall,0.06,0.0,1.38,1.13,0.0,3.0,0.0,0.69,0.06,46.19,81.19,3.5,40.91,0.88,65.85,53.57,1.13,16.0,1.0,2.0,EEUU MLS,4.0
Rayan Raveloson,0.14,0.05,1.27,0.68,0.0,1.32,0.0,0.95,0.05,38.95,86.11,9.27,62.03,0.91,45.16,50.86,0.91,22.0,2.0,2.0,EEUU MLS,4.0
Aimé Mabika,0.0,0.0,1.19,0.94,0.06,3.5,0.0,0.31,0.06,26.5,87.03,0.81,52.17,1.06,61.54,61.19,0.5,16.0,2.0,2.0,EEUU MLS,4.0
Kamal Miller,0.07,0.03,0.93,1.07,0.03,2.0,0.0,0.41,0.14,58.59,84.81,10.79,53.53,1.17,61.97,59.63,0.62,29.0,2.0,2.0,EEUU MLS,4.0
Miguel Navarro,0.0,0.0,2.08,2.2,0.08,2.24,0.0,0.8,0.08,40.0,77.3,8.0,32.03,1.44,69.23,63.47,1.56,25.0,1.0,2.0,EEUU MLS,4.0
Keegan Rosenberry,0.06,0.0,1.06,1.24,0.09,2.15,0.0,0.56,0.09,38.85,81.98,6.32,57.64,1.44,54.0,53.61,0.56,34.0,2.0,2.0,EEUU MLS,4.0
Nouhou Tolo,0.03,0.0,1.77,1.43,0.07,2.67,0.03,0.3,0.13,38.77,85.73,6.43,45.87,1.17,52.0,59.39,0.8,30.0,2.0,2.0,EEUU MLS,4.0
Julian Araujo,0.03,0.03,2.09,1.31,0.06,2.26,0.03,0.6,0.17,45.97,85.27,11.17,46.08,1.17,50.82,49.64,1.2,35.0,1.0,2.0,EEUU MLS,4.0
Josh Williams,0.0,0.0,0.43,1.3,0.0,2.91,0.0,0.13,0.09,32.43,86.86,1.74,50.0,0.74,64.71,65.96,0.22,23.0,3.0,2.0,EEUU MLS,4.0
D.J. Taylor,0.04,0.0,1.59,1.67,0.04,2.48,0.0,0.56,0.11,35.22,76.97,7.07,35.37,1.11,32.61,51.28,0.78,27.0,2.0,2.0,EEUU MLS,4.0
Zac McGraw,0.05,0.0,0.73,1.32,0.0,3.55,0.0,0.27,0.0,20.0,81.14,0.86,51.72,0.59,71.93,65.26,0.5,22.0,2.0,2.0,EEUU MLS,4.0
Javain Brown,0.04,0.0,1.41,0.78,0.0,2.11,0.0,0.48,0.04,33.15,78.99,3.85,39.09,1.11,50.0,52.12,0.7,27.0,2.0,2.0,EEUU MLS,4.0
DeJuan Jones,0.03,0.0,1.26,1.03,0.0,1.87,0.0,0.55,0.16,50.61,85.79,10.81,51.89,1.23,34.55,45.9,0.65,31.0,2.0,2.0,EEUU MLS,4.0
Andrew Farrell,0.0,0.0,1.34,0.84,0.13,3.16,0.03,0.22,0.0,54.13,84.64,4.94,50.17,1.09,50.0,62.99,0.5,32.0,3.0,2.0,EEUU MLS,4.0
Jaylin Lindsey,0.0,0.0,0.96,1.0,0.0,1.15,0.0,0.23,0.15,33.81,86.01,6.58,59.7,0.96,48.39,51.24,0.81,26.0,1.0,2.0,EEUU MLS,4.0
José Antonio Martinez,0.0,0.0,0.85,1.15,0.03,4.42,0.0,0.48,0.0,63.88,85.34,3.58,42.45,0.76,58.33,55.84,0.61,33.0,2.0,2.0,EEUU MLS,4.0
George Campbell,0.0,0.0,1.05,1.0,0.0,3.2,0.0,0.5,0.1,48.15,85.98,3.75,50.0,0.85,52.46,48.28,0.95,20.0,1.0,2.0,EEUU MLS,4.0
Tom Edwards,0.0,0.0,0.95,1.45,0.0,1.95,0.0,0.4,0.05,35.15,63.02,6.2,33.18,0.85,68.0,57.58,1.0,20.0,1.0,2.0,EEUU MLS,4.0
Xavier Arreaga,0.04,0.04,1.0,1.67,0.04,2.85,0.0,0.48,0.0,45.26,88.54,2.89,56.14,0.85,50.0,53.44,0.67,27.0,2.0,2.0,EEUU MLS,4.0
Boris Sekulić,0.0,0.0,1.76,1.09,0.0,1.27,0.0,0.42,0.06,35.15,83.45,7.82,44.23,1.12,46.67,52.91,1.03,33.0,3.0,2.0,EEUU MLS,4.0
Miloš Degenek,0.0,0.0,1.11,1.29,0.07,3.57,0.0,0.18,0.0,44.93,84.42,3.18,47.31,0.89,54.55,58.08,0.93,28.0,2.0,2.0,EEUU MLS,4.0
Nicolas Isimat-Mirin,0.0,0.0,1.29,0.93,0.04,3.64,0.0,0.29,0.0,49.68,88.07,2.71,54.17,1.29,63.24,58.49,0.89,28.0,3.0,2.0,EEUU MLS,4.0
Sami Guediri,0.0,0.0,1.85,0.77,0.0,1.08,0.0,0.38,0.08,26.0,79.29,4.92,42.22,1.38,44.44,59.72,0.69,13.0,2.0,2.0,EEUU MLS,4.0
Sean Nealis,0.0,0.0,1.5,1.26,0.0,3.91,0.0,0.53,0.03,35.21,72.35,2.0,29.69,1.03,66.22,60.98,1.44,34.0,2.0,2.0,EEUU MLS,4.0
Alexander Ring,0.11,0.03,1.7,0.81,0.0,1.3,0.03,1.51,0.11,40.95,81.52,10.38,52.27,1.27,41.18,39.74,1.43,37.0,3.0,2.0,EEUU MLS,4.0
Marcos López,0.06,0.0,1.59,1.82,0.0,1.94,0.0,0.18,0.0,43.0,79.62,8.47,44.59,1.65,57.5,62.42,1.41,17.0,1.0,2.0,EEUU MLS,4.0
Steven Moreira,0.03,0.0,1.5,0.81,0.03,1.44,0.0,0.56,0.13,46.06,83.79,11.19,57.14,1.0,34.78,43.89,1.03,32.0,2.0,2.0,EEUU MLS,4.0
Michael Boxall,0.0,0.0,1.34,1.47,0.03,4.34,0.0,0.34,0.0,37.56,85.44,2.97,44.36,1.13,62.34,56.35,1.0,32.0,3.0,2.0,EEUU MLS,4.0
Aaron Long,0.13,0.1,0.73,0.9,0.0,2.57,0.0,0.33,0.07,34.77,76.22,2.8,33.1,0.83,65.88,61.29,0.83,30.0,3.0,2.0,EEUU MLS,4.0
Malte Amundsen,0.0,0.0,1.78,1.37,0.0,1.33,0.0,0.3,0.19,38.44,77.65,8.0,44.14,0.93,46.51,47.7,1.07,27.0,2.0,2.0,EEUU MLS,4.0
Franco Escobar,0.05,0.0,1.4,0.7,0.0,0.9,0.0,0.55,0.05,28.2,80.85,5.85,43.4,0.4,44.83,53.85,0.5,20.0,2.0,2.0,EEUU MLS,4.0
Donovan Pines,0.0,0.0,1.76,1.62,0.05,3.52,0.05,0.43,0.0,26.86,79.61,1.48,43.04,1.29,68.18,68.31,0.62,21.0,2.0,2.0,EEUU MLS,4.0
Marco Farfan,0.03,0.0,1.53,0.88,0.06,1.71,0.0,0.59,0.12,39.24,84.63,7.09,43.68,0.74,41.77,53.38,0.76,34.0,2.0,2.0,EEUU MLS,4.0
Danny Wilson,0.0,0.0,0.96,0.46,0.0,4.0,0.08,0.38,0.04,48.0,81.65,4.27,55.38,1.42,70.0,63.31,0.81,26.0,3.0,2.0,EEUU MLS,4.0
Brent Kallman,0.1,0.1,0.76,0.95,0.0,4.67,0.0,0.05,0.0,28.62,78.54,1.95,46.34,1.19,60.98,65.93,0.67,21.0,3.0,2.0,EEUU MLS,4.0
Nick Hagglund,0.03,0.0,1.18,1.26,0.03,4.0,0.0,0.41,0.06,34.91,75.82,3.79,39.13,1.09,72.5,63.53,1.0,34.0,3.0,2.0,EEUU MLS,4.0
Rudy Camacho,0.03,0.03,1.27,1.8,0.03,2.4,0.03,0.3,0.03,64.2,88.21,5.47,53.74,1.27,68.29,60.77,1.1,30.0,3.0,2.0,EEUU MLS,4.0
Bakaye Dibassy,0.04,0.04,1.08,1.42,0.0,3.77,0.0,0.31,0.0,36.23,81.74,3.08,44.93,1.15,39.74,47.62,1.04,26.0,3.0,2.0,EEUU MLS,4.0
Tayvon Gray,0.0,0.0,1.33,0.48,0.0,1.78,0.0,0.19,0.07,32.56,82.37,5.3,40.79,0.74,57.14,62.5,0.52,27.0,1.0,2.0,EEUU MLS,4.0
Sega Coulibaly,0.03,0.0,1.41,0.97,0.0,2.24,0.03,0.45,0.0,51.83,91.55,2.07,51.03,1.24,57.14,58.64,1.14,29.0,2.0,2.0,EEUU MLS,4.0
Tim Parker,0.0,0.0,0.89,0.71,0.04,4.0,0.0,0.18,0.07,45.89,88.56,2.29,46.72,1.32,66.67,62.0,0.61,28.0,2.0,2.0,EEUU MLS,4.0
Derrick Williams,0.0,0.0,0.54,0.79,0.11,3.39,0.0,0.46,0.07,51.0,87.75,4.82,52.73,1.14,64.52,55.3,0.82,28.0,2.0,2.0,EEUU MLS,4.0
Joel Waterman,0.09,0.0,0.94,1.28,0.06,2.53,0.09,0.47,0.09,64.78,88.42,7.53,56.44,1.25,62.07,54.95,1.0,32.0,2.0,2.0,EEUU MLS,4.0
Ruben Gabrielsen,0.06,0.03,0.39,1.0,0.0,2.64,0.03,0.22,0.03,55.67,88.62,4.11,59.26,1.28,57.26,55.08,0.42,36.0,3.0,2.0,EEUU MLS,4.0
Héctor Jimenez,0.0,0.0,0.71,0.93,0.0,0.64,0.0,0.5,0.21,29.64,85.3,7.0,56.67,0.57,36.36,48.15,0.71,14.0,3.0,2.0,EEUU MLS,4.0
Nick Lima,0.0,0.0,1.16,1.05,0.03,1.3,0.0,0.86,0.19,31.78,85.2,5.62,59.87,1.05,54.39,49.54,0.49,37.0,2.0,2.0,EEUU MLS,4.0
Adam Lundqvist,0.0,0.0,2.29,1.32,0.0,1.52,0.0,1.03,0.06,39.87,81.88,5.06,40.4,1.39,54.76,58.85,0.9,31.0,2.0,2.0,EEUU MLS,4.0
Dylan Nealis,0.0,0.0,2.93,1.34,0.0,2.14,0.0,1.28,0.03,22.66,65.45,4.17,33.33,0.79,59.29,55.36,1.55,29.0,2.0,2.0,EEUU MLS,4.0
Tanner Beason,0.0,0.0,1.36,1.61,0.0,2.89,0.04,0.57,0.0,45.07,87.08,2.82,60.63,1.57,57.89,65.68,0.21,28.0,2.0,2.0,EEUU MLS,4.0
Geoff Cameron,0.0,0.0,1.15,1.56,0.04,4.0,0.04,0.22,0.04,31.48,79.76,2.44,47.32,1.19,54.55,55.83,0.85,27.0,3.0,2.0,EEUU MLS,4.0
Jack Maher,0.07,0.07,0.86,0.89,0.04,2.86,0.0,0.36,0.0,36.11,88.53,1.86,57.14,0.75,70.0,62.6,0.54,28.0,1.0,2.0,EEUU MLS,4.0
Christian Fuchs,0.12,0.0,1.38,1.5,0.0,2.54,0.04,0.92,0.04,52.54,80.67,7.12,53.09,1.12,57.65,47.06,1.31,26.0,3.0,2.0,EEUU MLS,4.0
Larrys Mabiala,0.0,0.0,0.9,0.71,0.0,4.24,0.05,0.38,0.0,39.95,84.39,3.24,57.58,0.95,69.23,58.33,0.9,21.0,3.0,2.0,EEUU MLS,4.0
Kyle Smith,0.07,0.03,1.52,0.41,0.0,2.1,0.0,0.9,0.0,23.55,77.31,3.86,43.01,0.62,46.0,50.0,0.76,29.0,3.0,2.0,EEUU MLS,4.0
Tristan Blackmon,0.04,0.0,0.96,1.14,0.07,2.79,0.0,0.18,0.0,40.39,80.64,4.21,44.89,1.18,56.45,61.54,0.5,28.0,2.0,2.0,EEUU MLS,4.0
Jackson Ragen,0.0,0.0,0.91,0.57,0.04,3.52,0.04,0.17,0.0,35.96,87.55,2.26,59.7,0.78,61.4,58.18,0.83,23.0,2.0,2.0,EEUU MLS,4.0
Harrison Afful,0.0,0.0,0.62,0.62,0.05,1.29,0.0,0.38,0.0,42.38,87.87,7.14,54.21,0.62,51.85,45.56,0.81,21.0,3.0,2.0,EEUU MLS,4.0
Robert Voloder,0.08,0.0,0.83,1.0,0.0,1.33,0.0,0.17,0.0,41.75,84.43,3.75,45.45,1.0,60.0,65.85,0.42,12.0,1.0,2.0,EEUU MLS,4.0
Eddie Segura,0.0,0.0,0.93,0.53,0.0,2.2,0.0,0.33,0.0,38.47,86.66,3.13,47.3,0.6,41.94,46.15,0.67,15.0,2.0,2.0,EEUU MLS,4.0
William Sands,0.0,0.0,1.08,0.58,0.0,1.42,0.0,0.0,0.0,19.25,80.95,3.42,21.43,0.67,64.29,69.23,0.25,12.0,1.0,2.0,EEUU MLS,4.0
Auston Trusty,0.0,0.0,1.44,1.31,0.0,1.63,0.06,0.25,0.06,46.81,83.04,5.44,39.25,1.38,60.0,61.74,1.13,16.0,2.0,2.0,EEUU MLS,4.0
Chris Mavinga,0.0,0.0,2.05,1.0,0.0,2.42,0.05,0.42,0.0,40.63,89.12,3.05,51.92,1.53,64.29,68.8,0.63,19.0,3.0,2.0,EEUU MLS,4.0
Ryan Hollingshead,0.18,0.03,1.7,1.06,0.0,1.33,0.0,0.91,0.09,30.64,80.91,6.39,33.33,0.88,58.41,54.1,0.85,33.0,3.0,2.0,EEUU MLS,4.0
Ryan Sailor,0.0,0.0,1.0,0.78,0.0,3.13,0.0,0.3,0.0,32.39,87.38,0.74,47.83,1.09,51.92,59.38,0.26,23.0,2.0,2.0,EEUU MLS,4.0
Alvas Powell,0.0,0.0,1.7,0.87,0.0,1.4,0.0,0.73,0.1,20.3,70.94,4.43,42.16,1.1,56.67,56.97,0.87,30.0,2.0,2.0,EEUU MLS,4.0
Nkosi Tafari,0.0,0.0,0.63,0.74,0.0,2.41,0.0,0.04,0.0,31.81,85.45,2.0,48.28,0.63,51.22,59.49,0.33,27.0,2.0,2.0,EEUU MLS,4.0
Rodrigo Schlegel,0.03,0.0,1.67,1.27,0.1,3.53,0.0,0.77,0.0,39.87,87.29,3.13,46.38,1.17,45.0,52.31,1.33,30.0,2.0,2.0,EEUU MLS,4.0
Luís Martins,0.0,0.0,0.33,0.5,0.0,0.83,0.0,0.17,0.08,14.75,77.4,2.5,19.05,0.33,62.5,48.15,0.42,12.0,3.0,2.0,EEUU MLS,4.0
Carlos Salcedo,0.0,0.0,1.08,2.0,0.0,4.08,0.0,0.69,0.08,61.46,83.1,4.15,46.81,1.77,66.67,57.65,0.77,13.0,2.0,2.0,EEUU MLS,4.0
Lukas MacNaughton,0.0,0.0,0.52,1.04,0.0,3.48,0.0,0.12,0.0,39.08,84.75,2.68,47.86,1.16,62.34,56.69,0.76,25.0,2.0,2.0,EEUU MLS,4.0
Raheem Edwards,0.03,0.0,2.81,1.16,0.03,1.25,0.0,1.28,0.13,39.19,82.14,8.88,56.82,1.06,62.07,50.46,1.75,32.0,2.0,2.0,EEUU MLS,4.0
Taylor Washington,0.0,0.0,0.21,0.64,0.0,0.57,0.0,0.43,0.14,16.36,79.04,2.43,37.93,0.36,66.67,47.06,0.36,14.0,2.0,2.0,EEUU MLS,4.0
Jon Gallagher,0.03,0.0,1.17,0.94,0.03,0.86,0.0,0.54,0.11,37.86,84.08,7.97,54.97,1.17,65.0,54.87,0.74,35.0,2.0,2.0,EEUU MLS,4.0
Christopher McVey,0.03,0.0,1.63,1.34,0.03,2.51,0.0,0.66,0.06,43.09,84.08,4.83,50.76,1.54,58.82,49.32,1.43,35.0,2.0,2.0,EEUU MLS,4.0
Andy Najar,0.0,0.0,1.13,2.22,0.0,1.87,0.0,0.61,0.0,34.78,78.38,7.04,43.22,1.13,50.0,51.47,0.91,23.0,2.0,2.0,EEUU MLS,4.0
Kortne Ford,0.0,0.0,0.79,1.0,0.07,2.0,0.0,0.14,0.0,32.64,81.4,2.57,50.0,1.07,57.45,57.5,0.79,14.0,2.0,2.0,EEUU MLS,4.0
Sam Junqua,0.0,0.0,0.93,0.47,0.0,1.2,0.0,0.13,0.07,18.27,85.4,3.27,50.0,0.73,76.47,75.47,0.2,15.0,2.0,2.0,EEUU MLS,4.0
Zeca,0.0,0.0,1.5,0.4,0.0,0.95,0.0,0.4,0.0,30.15,83.25,8.6,37.21,1.1,31.25,54.74,0.3,20.0,2.0,2.0,EEUU MLS,4.0
Žan Kolmanič,0.0,0.0,0.77,0.5,0.05,0.68,0.05,0.45,0.14,29.32,80.78,5.41,18.92,0.5,23.53,42.47,0.45,22.0,1.0,2.0,EEUU MLS,4.0
Joseph Mora,0.0,0.0,1.7,1.09,0.0,1.22,0.0,0.74,0.09,37.43,79.91,5.83,33.94,1.22,40.48,51.63,0.65,23.0,2.0,2.0,EEUU MLS,4.0
Sebastien Ibeagha,0.0,0.0,0.79,0.68,0.05,3.05,0.0,0.21,0.0,32.32,82.74,1.16,33.82,1.0,64.81,59.41,0.68,19.0,3.0,2.0,EEUU MLS,4.0
Mauricio Pineda,0.04,0.0,1.3,0.85,0.0,1.48,0.0,1.15,0.07,35.48,85.59,6.0,72.83,1.07,72.41,47.65,0.96,27.0,2.0,2.0,EEUU MLS,4.0
Andres Reyes,0.0,0.0,1.15,0.92,0.08,1.15,0.0,0.15,0.0,22.31,76.21,2.46,32.5,0.54,65.63,55.95,1.62,13.0,1.0,2.0,EEUU MLS,4.0
Alan Benítez,0.08,0.0,1.25,0.33,0.0,1.58,0.0,1.08,0.17,20.58,78.54,6.67,37.93,0.83,40.0,41.51,0.67,12.0,2.0,2.0,EEUU MLS,4.0
Shane O'Neill,0.0,0.0,1.42,1.19,0.08,2.65,0.0,0.38,0.08,39.27,83.84,3.81,37.8,1.46,59.57,62.67,1.0,26.0,2.0,2.0,EEUU MLS,4.0
Tommy Thompson,0.04,0.0,0.85,0.78,0.0,0.48,0.0,0.41,0.07,24.81,84.03,5.93,46.67,0.89,44.44,57.94,0.33,27.0,2.0,2.0,EEUU MLS,4.0
Aiden McFadden,0.0,0.0,1.64,0.36,0.0,1.73,0.0,0.73,0.18,20.91,75.22,4.0,41.18,1.0,48.0,48.84,0.91,11.0,2.0,2.0,EEUU MLS,4.0
Brendan Hines-Ike,0.0,0.0,1.3,0.9,0.1,3.95,0.0,0.7,0.0,47.25,80.63,4.2,50.0,1.6,49.18,54.97,1.0,20.0,2.0,2.0,EEUU MLS,4.0
Ruan,0.06,0.0,1.09,0.56,0.03,0.97,0.03,0.44,0.16,32.09,82.28,8.19,52.46,1.25,20.0,58.82,0.28,32.0,2.0,2.0,EEUU MLS,4.0
Ben Sweat,0.0,0.0,1.05,0.95,0.0,1.95,0.0,1.05,0.25,36.7,81.47,6.95,41.67,0.9,50.0,42.04,1.1,20.0,3.0,2.0,EEUU MLS,4.0
Eric Miller,0.0,0.0,0.63,0.58,0.0,1.38,0.0,0.29,0.0,24.88,82.08,3.17,32.39,0.5,65.38,55.84,0.63,24.0,2.0,2.0,EEUU MLS,4.0
DeAndre Yedlin,0.0,0.0,1.54,1.17,0.0,2.23,0.0,0.77,0.09,37.37,82.42,8.63,34.34,1.54,50.0,50.23,1.03,35.0,2.0,2.0,EEUU MLS,4.0
Anton Walkes,0.0,0.0,1.0,0.65,0.0,3.0,0.0,0.39,0.0,52.87,88.32,2.61,40.63,1.22,45.28,51.0,0.26,23.0,2.0,2.0,EEUU MLS,4.0
Anton Tinnerholm,0.0,0.0,1.08,0.15,0.0,1.08,0.08,0.31,0.15,28.69,82.31,7.54,57.14,1.15,50.0,50.0,0.62,13.0,3.0,2.0,EEUU MLS,4.0
Nanú,0.0,0.0,0.69,0.41,0.0,0.86,0.0,0.14,0.1,19.97,78.76,3.07,32.69,0.48,46.15,51.52,0.59,29.0,2.0,2.0,EEUU MLS,4.0
Ema Twumasi,0.0,0.0,1.52,0.61,0.0,1.3,0.0,0.42,0.0,32.97,84.56,4.97,28.24,0.73,42.5,51.23,0.88,33.0,2.0,2.0,EEUU MLS,4.0
Doneil Henry,0.0,0.0,0.42,0.33,0.0,1.5,0.0,0.08,0.0,14.0,85.12,0.42,36.36,0.17,72.73,62.5,0.25,12.0,2.0,2.0,EEUU MLS,4.0
Griffin Dorsey,0.04,0.0,1.3,0.7,0.04,1.52,0.0,0.48,0.15,22.63,82.0,4.48,40.32,1.11,34.21,46.95,0.7,27.0,1.0,2.0,EEUU MLS,4.0
John Nelson,0.0,0.0,0.71,0.63,0.0,1.21,0.0,0.0,0.04,20.33,77.46,3.67,25.64,0.92,33.33,54.55,0.13,24.0,2.0,2.0,EEUU MLS,4.0
Christian Makoun,0.0,0.0,0.81,0.81,0.1,2.62,0.0,0.24,0.0,34.24,86.23,2.33,44.0,1.05,42.31,45.95,0.81,21.0,1.0,2.0,EEUU MLS,4.0
Kemar Lawrence,0.04,0.0,0.75,1.11,0.0,3.11,0.0,0.25,0.04,30.18,78.46,4.71,26.44,1.25,64.15,57.48,0.46,28.0,3.0,2.0,EEUU MLS,4.0
Ian Murphy,0.04,0.0,0.54,0.68,0.0,2.14,0.0,0.25,0.0,25.43,77.81,2.57,32.08,0.79,36.36,43.9,0.36,28.0,1.0,2.0,EEUU MLS,4.0
Ronald Hernández,0.0,0.0,0.77,0.92,0.0,1.15,0.0,0.46,0.0,32.77,84.98,7.23,61.11,1.15,33.33,48.33,0.69,13.0,2.0,2.0,EEUU MLS,4.0
Kayden Pierre,0.0,0.0,1.47,0.21,0.05,0.84,0.0,0.42,0.05,24.74,86.6,4.11,45.0,0.84,43.48,63.55,0.26,19.0,1.0,2.0,EEUU MLS,4.0
Lucas Esteves,0.03,0.0,1.57,0.9,0.03,1.33,0.0,0.87,0.2,28.0,77.5,5.93,35.42,1.17,55.81,47.44,1.4,30.0,1.0,2.0,EEUU MLS,4.0
Omar Gonzalez,0.0,0.0,0.65,0.76,0.06,2.41,0.06,0.18,0.0,22.47,84.82,0.94,48.84,0.88,66.67,65.52,0.29,17.0,3.0,2.0,EEUU MLS,4.0
Steven Beitashour,0.0,0.0,1.16,0.84,0.0,1.11,0.0,0.26,0.11,27.74,83.49,4.21,48.08,1.05,56.25,65.43,0.74,19.0,3.0,2.0,EEUU MLS,4.0
Dario Župarić,0.0,0.0,0.67,0.73,0.0,3.23,0.0,0.23,0.0,29.57,83.31,1.53,49.28,1.1,50.56,55.19,0.6,30.0,3.0,2.0,EEUU MLS,4.0
Jonathan Bell,0.07,0.0,0.67,1.27,0.0,3.0,0.0,0.27,0.0,35.53,80.3,2.33,37.88,1.33,52.17,50.0,0.67,15.0,2.0,2.0,EEUU MLS,4.0
Justin Haak,0.0,0.0,1.18,0.71,0.0,1.12,0.0,0.47,0.06,24.06,87.78,3.35,52.17,0.94,47.37,50.0,0.65,17.0,1.0,2.0,EEUU MLS,4.0
Nick DePuy,0.0,0.0,0.67,0.61,0.0,3.61,0.0,0.22,0.0,37.61,85.82,1.33,41.67,1.06,61.11,52.22,1.06,18.0,2.0,2.0,EEUU MLS,4.0
