Name,Goals,Headed goals,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past,Big chances created,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %,Goals conceded inside the box,Aerial duels won %,Total duels won %,Fouls,Appearances,Age Range,Position,League,Level
Anthony Stewart,0.05,0.05,1.29,1.1,0.05,6.95,0.0,0.29,0.0,0.49290000000000006,0.7681,0.00181,0.31939999999999996,1.43,0.5657,0.6011,0.81,21.0,3.0,2.0,Escocia Premiership,3.0
Loick Ayina,0.0,0.0,2.25,1.33,0.08,5.67,0.0,0.92,0.0,0.3533,0.7570999999999999,0.0028299999999999996,0.3875,1.58,0.3922,0.5366,0.92,12.0,1.0,2.0,Escocia Premiership,3.0
Calum Butcher,0.0,0.0,0.77,1.46,0.0,4.31,0.0,0.15,0.0,0.26080000000000003,0.6667000000000001,0.002,0.3429,0.62,0.5652,0.5185000000000001,1.15,13.0,3.0,2.0,Escocia Premiership,3.0
Nicky Devlin,0.05,0.0,1.55,1.0,0.0,2.5,0.0,0.45,0.11,0.3024,0.6249000000000001,0.005,0.3333,1.39,0.6436,0.6222000000000001,0.66,38.0,2.0,2.0,Escocia Premiership,3.0
Liam Gordon,0.06,0.03,1.28,1.69,0.03,4.69,0.0,0.13,0.0,0.2859,0.576,0.00178,0.27130000000000004,1.0,0.6653,0.6369,1.13,32.0,2.0,2.0,Escocia Premiership,3.0
James Hill,0.0,0.0,1.79,1.5,0.0,4.29,0.07,0.36,0.0,0.4371000000000001,0.6944,0.00393,0.3274,1.29,0.6267,0.6357,1.07,14.0,1.0,2.0,Escocia Premiership,3.0
Stephen Kingsley,0.0,0.0,0.81,0.86,0.0,2.14,0.0,0.33,0.05,0.4314,0.7936,0.00414,0.40679999999999994,1.19,0.625,0.6026,0.43,21.0,2.0,2.0,Escocia Premiership,3.0
Ash Taylor,0.13,0.06,0.66,1.75,0.03,4.81,0.0,0.06,0.03,0.2906,0.6258,0.00209,0.38299999999999995,1.28,0.7302,0.6679,1.09,32.0,3.0,2.0,Escocia Premiership,3.0
George Harmon,0.07,0.03,1.57,1.27,0.0,2.03,0.0,0.53,0.1,0.2087,0.5607,0.0045000000000000005,0.2692,1.07,0.371,0.5196,0.67,30.0,1.0,2.0,Escocia Premiership,3.0
Christopher Cadden,0.03,0.0,1.03,0.51,0.0,1.24,0.0,0.49,0.14,0.3005,0.7842,0.00892,0.40399999999999997,1.14,0.5740999999999999,0.5134000000000001,0.59,37.0,2.0,2.0,Escocia Premiership,3.0
Alex Cochrane,0.06,0.0,1.68,0.94,0.03,1.82,0.0,0.62,0.12,0.3971,0.7532999999999999,0.00524,0.307,1.03,0.4942999999999999,0.5709000000000001,0.76,34.0,1.0,2.0,Escocia Premiership,3.0
Scott McMann,0.0,0.0,1.47,1.57,0.0,3.17,0.03,0.2,0.0,0.31299999999999994,0.6890000000000001,0.00597,0.3367,1.43,0.5699,0.6189,0.93,30.0,2.0,2.0,Escocia Premiership,3.0
Joe Shaughnessy,0.05,0.0,0.59,0.82,0.0,3.73,0.0,0.32,0.09,0.16269999999999998,0.6089,0.00105,0.3776,1.27,0.5972000000000001,0.6,0.18,22.0,3.0,2.0,Escocia Premiership,3.0
Marijan Čabraja,0.0,0.0,1.56,0.92,0.08,1.44,0.0,0.32,0.12,0.33880000000000005,0.7544,0.0068,0.46210000000000007,1.04,0.49119999999999997,0.5161,0.6,25.0,2.0,2.0,Escocia Premiership,3.0
Keith Watson,0.0,0.0,0.68,0.64,0.04,4.25,0.0,0.07,0.0,0.24,0.625,0.00296,0.3908,0.93,0.6,0.6128999999999999,0.64,28.0,3.0,2.0,Escocia Premiership,3.0
Andy Considine,0.03,0.03,1.22,2.22,0.03,4.31,0.0,0.44,0.03,0.37810000000000005,0.6751999999999999,0.00294,0.3106,1.22,0.6273,0.5911,1.03,32.0,3.0,2.0,Escocia Premiership,3.0
Alex Mitchell,0.03,0.0,1.38,1.17,0.0,4.62,0.0,0.45,0.03,0.23620000000000002,0.6029,0.00248,0.33520000000000005,0.97,0.6132,0.5949,0.76,29.0,1.0,2.0,Escocia Premiership,3.0
Cristian Montano,0.13,0.03,1.87,1.35,0.03,1.71,0.03,0.55,0.13,0.19519999999999998,0.5982999999999999,0.00484,0.30079999999999996,0.97,0.513,0.5242,1.26,31.0,3.0,2.0,Escocia Premiership,3.0
Ryan Edwards,0.0,0.0,0.56,0.59,0.03,5.53,0.0,0.34,0.0,0.31880000000000003,0.7293999999999999,0.002779999999999999,0.3519,1.47,0.6812,0.6509,0.38,32.0,2.0,2.0,Escocia Premiership,3.0
Jeriel Dorsett,0.09,0.0,1.73,1.27,0.0,2.64,0.09,0.55,0.0,0.23,0.6324,0.00191,0.3469,1.0,0.6552,0.6026,0.91,11.0,1.0,2.0,Escocia Premiership,3.0
CJ Egan-Riley,0.0,0.0,1.5,1.5,0.07,3.07,0.0,0.43,0.0,0.3743,0.7575999999999999,0.00471,0.4474,1.07,0.4565000000000001,0.5124000000000001,0.71,14.0,1.0,2.0,Escocia Premiership,3.0
Ben Chrisene,0.0,0.0,2.15,1.69,0.0,1.31,0.0,0.38,0.08,0.32380000000000003,0.7126,0.00731,0.2,1.08,0.5714,0.5590999999999999,1.15,13.0,1.0,2.0,Escocia Premiership,3.0
Lewis Mayo,0.0,0.0,1.76,1.44,0.0,3.03,0.0,0.38,0.0,0.3097,0.6134999999999999,0.004679999999999999,0.3529,1.12,0.6149,0.5878999999999999,0.71,34.0,1.0,2.0,Escocia Premiership,3.0
Luke Chambers,0.0,0.0,2.07,0.64,0.0,1.71,0.0,0.36,0.0,0.24,0.6964,0.006999999999999999,0.3636,1.29,0.3125,0.5378000000000001,0.5,14.0,1.0,2.0,Escocia Premiership,3.0
Nathaniel Atkinson,0.06,0.0,2.17,0.94,0.0,2.11,0.0,0.78,0.11,0.235,0.6809000000000001,0.00422,0.24489999999999998,0.83,0.3953,0.5198,0.78,18.0,1.0,2.0,Escocia Premiership,3.0
Declan Gallagher,0.07,0.07,0.81,0.7,0.07,3.48,0.0,0.26,0.04,0.2107,0.6467,0.00267,0.3642,0.96,0.6481,0.6034,0.59,27.0,3.0,2.0,Escocia Premiership,3.0
Richard Taylor,0.0,0.0,1.18,1.27,0.0,2.73,0.0,0.64,0.0,0.1855,0.7108,0.00291,0.4643,1.0,0.5,0.5156000000000001,0.64,11.0,1.0,2.0,Escocia Premiership,3.0
Aziz Behich,0.1,0.0,1.45,0.61,0.0,1.55,0.0,0.55,0.1,0.3035,0.7354,0.0070999999999999995,0.31579999999999997,1.52,0.3143,0.49080000000000007,0.48,31.0,3.0,2.0,Escocia Premiership,3.0
Scott Tanser,0.0,0.0,1.0,0.87,0.07,1.97,0.0,0.63,0.03,0.21400000000000002,0.5826,0.00497,0.3675,1.0,0.4746000000000001,0.4892,0.63,30.0,2.0,2.0,Escocia Premiership,3.0
Alexander Gogić,0.07,0.03,1.23,0.97,0.07,2.57,0.0,0.4,0.07,0.20170000000000002,0.6727,0.0027300000000000002,0.4537,1.3,0.4854,0.4646,1.37,30.0,2.0,2.0,Escocia Premiership,3.0
Lewis Miller,0.0,0.0,0.42,0.08,0.0,1.0,0.0,0.33,0.08,0.0975,0.7179000000000001,0.0025,0.44439999999999996,0.42,0.5652,0.6225999999999999,0.0,12.0,1.0,2.0,Escocia Premiership,3.0
Rocky Bushiri Kiranga,0.0,0.0,1.07,1.33,0.13,2.8,0.0,0.0,0.0,0.386,0.8187000000000001,0.0027300000000000002,0.3582,1.8,0.7115,0.7170000000000001,1.07,15.0,1.0,2.0,Escocia Premiership,3.0
Marcus Fraser,0.0,0.0,1.59,0.82,0.09,3.15,0.03,0.59,0.03,0.2915,0.67,0.00515,0.3333,1.26,0.625,0.5733,0.94,34.0,2.0,2.0,Escocia Premiership,3.0
Toby Sibbick,0.0,0.0,1.09,0.69,0.0,2.66,0.03,0.31,0.06,0.44689999999999996,0.8140000000000001,0.00209,0.4078,1.22,0.6716,0.589,0.41,32.0,1.0,2.0,Escocia Premiership,3.0
Ayo Obileye,0.04,0.04,0.44,0.48,0.0,4.92,0.04,0.08,0.04,0.2492,0.6132,0.00188,0.33159999999999995,1.28,0.6214,0.585,0.6,25.0,2.0,2.0,Escocia Premiership,3.0
Callum Johnson,0.0,0.0,1.89,0.5,0.0,1.22,0.0,0.33,0.06,0.2906,0.6730000000000002,0.00428,0.2651,1.17,0.5057,0.5587,1.17,18.0,2.0,2.0,Escocia Premiership,3.0
Adam Montgomery,0.0,0.0,1.36,0.82,0.0,2.04,0.0,0.79,0.04,0.2636,0.7221999999999998,0.00486,0.28,0.86,0.3913,0.5297,0.86,28.0,1.0,2.0,Escocia Premiership,3.0
Bevis Mugabi,0.08,0.0,0.77,0.46,0.08,1.46,0.0,0.0,0.0,0.14380000000000004,0.7219,0.00031,0.2917,0.92,0.7353000000000001,0.7273000000000001,0.38,13.0,2.0,2.0,Escocia Premiership,3.0
Dylan Smith,0.0,0.0,1.0,0.92,0.08,2.54,0.0,0.23,0.0,0.1346,0.5771000000000001,0.00077,0.4222000000000001,0.77,0.5806,0.6071,0.31,13.0,1.0,2.0,Escocia Premiership,3.0
James Brown,0.04,0.0,1.15,0.81,0.04,2.38,0.0,0.42,0.04,0.24119999999999997,0.6954,0.00469,0.32789999999999997,1.15,0.7143,0.6358,0.65,26.0,2.0,2.0,Escocia Premiership,3.0
Jack Fitzwater,0.04,0.0,1.0,0.96,0.07,4.68,0.04,0.25,0.0,0.2893,0.6111,0.00211,0.34450000000000003,1.32,0.5729,0.5868000000000001,0.54,28.0,2.0,2.0,Escocia Premiership,3.0
Morgan Boyes,0.05,0.05,0.73,0.73,0.0,3.77,0.0,0.27,0.0,0.25730000000000003,0.5795,0.0027700000000000003,0.3271,0.86,0.6176,0.6098,0.5,22.0,1.0,2.0,Escocia Premiership,3.0
Liam Smith,0.04,0.0,1.18,1.36,0.0,3.21,0.0,0.39,0.0,0.37070000000000003,0.738,0.006750000000000001,0.2961,1.54,0.44870000000000004,0.48879999999999996,0.79,28.0,2.0,2.0,Escocia Premiership,3.0
Matt Penney,0.0,0.0,1.63,1.44,0.0,1.19,0.0,0.44,0.13,0.3106,0.67,0.00563,0.40259999999999996,1.44,0.45159999999999995,0.49310000000000004,0.94,16.0,2.0,2.0,Escocia Premiership,3.0
Ben Purrington,0.0,0.0,1.73,1.09,0.0,3.36,0.0,1.0,0.0,0.3336,0.6049,0.005730000000000001,0.2273,1.45,0.6970000000000001,0.5806,0.82,11.0,2.0,2.0,Escocia Premiership,3.0
Christopher Stokes,0.13,0.07,0.27,0.73,0.07,1.87,0.0,0.27,0.0,0.1993,0.602,0.002799999999999999,0.2561,0.8,0.4792,0.4925,0.27,15.0,3.0,2.0,Escocia Premiership,3.0
Lewis Stevenson,0.04,0.0,0.96,0.75,0.07,1.43,0.0,0.21,0.07,0.2657,0.754,0.0068200000000000005,0.3429,1.11,0.4032,0.48950000000000005,0.68,28.0,3.0,2.0,Escocia Premiership,3.0
Ross Graham,0.0,0.0,0.8,0.87,0.07,3.87,0.0,0.27,0.0,0.414,0.7262,0.00413,0.35480000000000006,1.6,0.5517,0.5435000000000001,0.6,15.0,1.0,2.0,Escocia Premiership,3.0
Alexandro Bernabei,0.07,0.0,1.33,0.93,0.07,0.47,0.0,0.93,0.2,0.528,0.8169,0.01773,0.4545,0.93,0.4889,0.4,1.0,15.0,1.0,2.0,Escocia Premiership,3.0
Hayden Coulson,0.0,0.0,0.96,0.71,0.04,1.18,0.04,0.39,0.04,0.2064,0.6765000000000001,0.00357,0.23809999999999998,0.82,0.5357,0.5118,0.61,28.0,2.0,2.0,Escocia Premiership,3.0
Charles Dunne,0.0,0.0,0.76,1.12,0.0,3.61,0.0,0.36,0.0,0.24850000000000003,0.5598,0.00321,0.32689999999999997,1.18,0.6304000000000001,0.5568,0.97,33.0,2.0,2.0,Escocia Premiership,3.0
James Penrice,0.1,0.0,1.07,0.52,0.07,1.86,0.0,0.59,0.03,0.13899999999999998,0.5509000000000001,0.00252,0.11109999999999999,0.83,0.38,0.4481,0.62,29.0,2.0,2.0,Escocia Premiership,3.0
Jack Mackenzie,0.0,0.0,0.78,0.5,0.06,1.94,0.06,0.39,0.06,0.1839,0.7885,0.0028899999999999998,0.2391,1.28,0.35480000000000006,0.5238,0.39,18.0,1.0,2.0,Escocia Premiership,3.0
Ross McCrorie,0.06,0.0,1.12,0.88,0.06,2.42,0.03,0.42,0.06,0.3488,0.755,0.0044800000000000005,0.2598,1.3,0.604,0.5328,0.97,33.0,2.0,2.0,Escocia Premiership,3.0
Ryan Alebiosu,0.0,0.0,1.57,0.7,0.04,1.26,0.0,0.26,0.0,0.15779999999999997,0.7631,0.00322,0.4,1.13,0.325,0.48479999999999995,0.65,23.0,1.0,2.0,Escocia Premiership,3.0
Thierry Small,0.0,0.0,1.29,0.21,0.0,1.0,0.0,0.64,0.0,0.10710000000000001,0.5932999999999999,0.0016399999999999989,0.1,0.57,0.5,0.47950000000000004,0.36,14.0,1.0,2.0,Escocia Premiership,3.0
Mika Mármol,0.03,0.0,1.54,2.05,0.0,2.35,0.0,0.49,0.05,0.9249,0.9001000000000002,0.01016,0.4664,0.68,0.39289999999999997,0.5032,1.59,37.0,1.0,2.0,España La Liga 2,2.0
Miguel Rubio,0.03,0.0,1.38,1.84,0.03,3.31,0.0,0.09,0.03,0.4891,0.8268000000000001,0.0035299999999999997,0.4043,0.44,0.6707,0.652,0.94,32.0,2.0,2.0,España La Liga 2,2.0
Eric Curbelo,0.03,0.0,1.03,1.53,0.0,1.68,0.03,0.15,0.03,0.6826000000000001,0.9212,0.00488,0.6374000000000001,0.5,0.7031000000000001,0.6375,0.88,34.0,2.0,2.0,España La Liga 2,2.0
Rubén Duarte,0.0,0.0,1.92,1.38,0.0,1.7,0.0,0.73,0.24,0.31810000000000005,0.7273000000000001,0.0067800000000000004,0.4131,0.59,0.6132,0.6,1.46,37.0,2.0,2.0,España La Liga 2,2.0
Nacho Martínez,0.06,0.0,1.81,1.33,0.0,0.97,0.0,1.19,0.25,0.3586,0.7636999999999999,0.008579999999999999,0.47659999999999997,0.69,0.4,0.5095000000000001,0.78,36.0,3.0,2.0,España La Liga 2,2.0
José Ángel,0.0,0.0,1.58,1.03,0.0,1.58,0.0,0.58,0.45,0.3727,0.7602,0.00712,0.4177,0.85,0.6111,0.6,0.76,33.0,3.0,2.0,España La Liga 2,2.0
Imanol García de Albéniz,0.0,0.0,1.15,1.15,0.0,1.37,0.0,0.41,0.15,0.3652,0.8215,0.00759,0.5612,0.52,0.5817999999999999,0.5541,0.67,27.0,1.0,2.0,España La Liga 2,2.0
Álex Muñoz,0.0,0.0,2.15,1.09,0.0,2.15,0.0,0.38,0.09,0.4044,0.8210999999999999,0.00697,0.38410000000000005,0.44,0.5929000000000001,0.5920000000000001,1.41,34.0,2.0,2.0,España La Liga 2,2.0
Carlos Izquierdoz,0.03,0.03,1.62,1.53,0.12,4.18,0.0,0.53,0.06,0.43060000000000004,0.8019,0.00356,0.48719999999999997,0.74,0.6467,0.625,0.88,34.0,3.0,2.0,España La Liga 2,2.0
Jair Amador,0.08,0.06,0.89,1.11,0.0,4.94,0.0,0.08,0.03,0.49420000000000003,0.8572,0.00136,0.4299,0.72,0.6736,0.6542,0.56,36.0,3.0,2.0,España La Liga 2,2.0
Anaitz Arbilla,0.0,0.0,1.11,1.66,0.0,2.46,0.0,0.51,0.0,0.652,0.851,0.01031,0.5991,0.66,0.6154,0.5870000000000001,0.6,35.0,3.0,2.0,España La Liga 2,2.0
Rúben Vezo,0.0,0.0,1.41,1.3,0.04,4.22,0.0,0.41,0.0,0.5044,0.8480000000000001,0.00404,0.5606,0.59,0.6145,0.6,1.15,27.0,2.0,2.0,España La Liga 2,2.0
David Costas,0.05,0.0,0.91,1.55,0.05,4.05,0.0,0.09,0.05,0.31909999999999994,0.7706999999999999,0.00268,0.5448000000000001,0.73,0.6667000000000001,0.6,1.27,22.0,2.0,2.0,España La Liga 2,2.0
Gabriel Fuentes,0.0,0.0,2.18,0.77,0.0,1.27,0.0,0.32,0.14,0.3232,0.7947,0.006679999999999999,0.5281,0.64,0.6078,0.6089,1.14,22.0,2.0,2.0,España La Liga 2,2.0
Adrián de la Fuente,0.06,0.03,0.83,1.37,0.03,4.49,0.03,0.31,0.06,0.6331,0.8271999999999999,0.005690000000000001,0.48369999999999996,1.03,0.5588000000000001,0.6067999999999999,1.0,35.0,1.0,2.0,España La Liga 2,2.0
Álvaro Tejero,0.06,0.0,1.23,0.69,0.0,1.31,0.0,0.4,0.29,0.38909999999999995,0.7959,0.00957,0.5,0.63,0.5,0.5816,0.6,35.0,2.0,2.0,España La Liga 2,2.0
Sergi Cardona,0.0,0.0,2.97,1.56,0.08,1.92,0.03,0.85,0.13,0.5172,0.8106,0.00985,0.345,0.51,0.5814,0.5872999999999999,1.21,39.0,1.0,2.0,España La Liga 2,2.0
Álvaro Rodríguez,0.14,0.0,2.0,0.94,0.03,1.49,0.0,0.6,0.06,0.298,0.7334999999999999,0.0066300000000000005,0.5,0.77,0.5,0.5329,1.34,35.0,2.0,2.0,España La Liga 2,2.0
Pedro Alcalá,0.06,0.06,0.75,0.72,0.03,4.03,0.0,0.13,0.0,0.4316,0.7848999999999999,0.00244,0.49380000000000007,0.69,0.6315999999999999,0.5990000000000001,0.97,32.0,3.0,2.0,España La Liga 2,2.0
Zé Ricardo,0.0,0.0,2.63,1.5,0.03,1.83,0.03,1.1,0.1,0.2057,0.7082999999999999,0.0027300000000000002,0.43799999999999994,1.0,0.6042000000000001,0.541,1.67,30.0,2.0,2.0,España La Liga 2,2.0
Ignasi Miquel,0.0,0.0,1.58,1.42,0.0,3.06,0.0,0.36,0.0,0.5409,0.8234999999999999,0.00388,0.41200000000000003,0.45,0.6,0.5768,1.27,33.0,3.0,2.0,España La Liga 2,2.0
Dani Calvo,0.06,0.06,1.0,0.61,0.06,4.25,0.0,0.25,0.03,0.3547,0.7753,0.00231,0.43560000000000004,0.67,0.7378,0.6943,0.72,36.0,2.0,2.0,España La Liga 2,2.0
Alex Suárez,0.03,0.0,1.73,0.73,0.0,1.83,0.0,0.28,0.03,0.45880000000000004,0.8620999999999998,0.005730000000000001,0.4886,0.5,0.5714,0.6148,0.73,40.0,2.0,2.0,España La Liga 2,2.0
Fran García Solsona,0.0,0.0,2.07,0.96,0.0,1.68,0.0,0.46,0.07,0.2532,0.7518,0.006889999999999999,0.3889,0.29,0.5179,0.5602,1.04,28.0,3.0,2.0,España La Liga 2,2.0
Róber Pier,0.0,0.0,1.12,1.24,0.0,2.79,0.03,0.35,0.06,0.5135,0.8584999999999999,0.00485,0.5589,0.56,0.51,0.5174,1.0,34.0,2.0,2.0,España La Liga 2,2.0
Saúl Coco,0.03,0.03,1.14,0.5,0.03,2.44,0.0,0.22,0.03,0.6278,0.8946999999999999,0.00294,0.4213,0.56,0.6570999999999999,0.6476000000000001,0.78,36.0,1.0,2.0,España La Liga 2,2.0
Carlos Nieto,0.0,0.0,1.79,1.83,0.04,2.0,0.0,1.13,0.21,0.32539999999999997,0.7836,0.00458,0.48979999999999996,0.75,0.5645,0.5091,1.21,24.0,2.0,2.0,España La Liga 2,2.0
Jeremy Mellot,0.02,0.02,1.73,1.37,0.0,1.39,0.0,0.76,0.05,0.3283,0.7548,0.0072699999999999996,0.3889,0.68,0.5,0.5814,0.63,41.0,2.0,2.0,España La Liga 2,2.0
Ricard Sánchez,0.09,0.0,1.06,1.0,0.03,1.33,0.0,0.3,0.18,0.3206,0.759,0.00745,0.32519999999999993,0.45,0.5,0.5202,1.12,33.0,1.0,2.0,España La Liga 2,2.0
Fran Gámez,0.03,0.0,2.32,1.32,0.0,1.21,0.0,0.76,0.06,0.3371,0.7696,0.0074399999999999996,0.4615000000000001,0.68,0.4808,0.5353,0.88,34.0,3.0,2.0,España La Liga 2,2.0
Álex Petxa,0.0,0.0,1.92,1.31,0.0,0.92,0.0,0.54,0.08,0.4208,0.8281999999999999,0.00746,0.46,0.62,0.75,0.7037,0.77,13.0,2.0,2.0,España La Liga 2,2.0
Alexandru Paşcanu,0.06,0.03,1.61,0.97,0.0,4.03,0.0,0.31,0.14,0.4622,0.8522,0.00197,0.3383,1.08,0.6032,0.632,0.61,36.0,2.0,2.0,España La Liga 2,2.0
Dani Tasende,0.08,0.0,1.32,1.13,0.03,1.79,0.0,0.63,0.21,0.36760000000000004,0.7631,0.00771,0.3798,1.0,0.4627000000000001,0.5492,0.71,38.0,1.0,2.0,España La Liga 2,2.0
Alvaro Mantilla,0.0,0.0,1.14,0.86,0.0,3.79,0.0,0.43,0.14,0.1736,0.6502,0.0025700000000000002,0.4643,0.43,0.45159999999999995,0.5570999999999999,0.43,14.0,1.0,2.0,España La Liga 2,2.0
Nikola Šipčić,0.03,0.03,1.1,1.03,0.0,3.43,0.0,0.3,0.03,0.3347,0.8018000000000001,0.0027300000000000002,0.4788,0.53,0.6404000000000001,0.6012,0.8,30.0,2.0,2.0,España La Liga 2,2.0
Kenneth Omeruo,0.05,0.05,0.91,1.09,0.0,4.0,0.0,0.32,0.05,0.31679999999999997,0.7776000000000001,0.00209,0.36840000000000006,0.82,0.5735,0.5897,0.55,22.0,2.0,2.0,España La Liga 2,2.0
Carlos Neva,0.07,0.0,0.96,0.85,0.0,2.07,0.0,0.26,0.11,0.3822,0.78,0.00822,0.3497,0.48,0.3333,0.4899,0.19,27.0,2.0,2.0,España La Liga 2,2.0
Juan Berrocal,0.03,0.03,0.94,1.03,0.03,2.7,0.0,0.24,0.03,0.5164,0.8662000000000001,0.0027300000000000002,0.5083,0.61,0.6183,0.5682,1.12,33.0,1.0,2.0,España La Liga 2,2.0
Mamadou Fall,0.12,0.12,0.96,1.32,0.0,4.16,0.0,0.4,0.0,0.44400000000000006,0.8198000000000001,0.0026,0.4096,0.8,0.5932000000000001,0.5645,0.64,25.0,1.0,2.0,España La Liga 2,2.0
Pol Moreno,0.0,0.0,1.48,1.0,0.0,3.03,0.0,0.42,0.03,0.27759999999999996,0.7828,0.002029999999999999,0.42210000000000003,0.55,0.5246000000000001,0.5681,0.52,33.0,2.0,2.0,España La Liga 2,2.0
Adrià Vilanova,0.0,0.0,0.48,0.26,0.0,1.44,0.0,0.15,0.07,0.7126,0.9174,0.00911,0.5725,0.63,0.5484,0.5385,0.59,27.0,2.0,2.0,España La Liga 2,2.0
Víctor Díaz,0.03,0.03,1.52,1.24,0.0,2.72,0.0,0.52,0.0,0.46210000000000007,0.8164,0.00428,0.4337,0.48,0.4810000000000001,0.5535,0.45,29.0,3.0,2.0,España La Liga 2,2.0
Andrei Rațiu,0.05,0.03,1.82,0.89,0.0,2.13,0.0,0.82,0.08,0.2597,0.7264,0.00434,0.4195999999999999,0.74,0.6061,0.546,0.71,38.0,2.0,2.0,España La Liga 2,2.0
Sergio Postigo,0.0,0.0,0.67,1.05,0.0,2.95,0.05,0.1,0.0,0.43760000000000004,0.8672,0.0037099999999999998,0.5755,0.48,0.4688000000000001,0.5,0.86,21.0,3.0,2.0,España La Liga 2,2.0
Lluís López,0.03,0.03,1.42,0.84,0.03,3.13,0.0,0.16,0.0,0.5952,0.8493,0.0037099999999999998,0.4932000000000001,0.71,0.5301,0.5489,1.16,31.0,2.0,2.0,España La Liga 2,2.0
Lucas Ahijado,0.0,0.0,2.63,0.85,0.0,1.68,0.0,0.78,0.18,0.2913,0.7459,0.00515,0.41379999999999995,0.68,0.40739999999999993,0.5304000000000001,1.0,40.0,2.0,2.0,España La Liga 2,2.0
Alberto Escassi,0.06,0.03,1.26,1.12,0.03,2.26,0.0,0.41,0.0,0.4134999999999999,0.8306999999999999,0.00247,0.3956,0.65,0.5771999999999999,0.5714,1.18,34.0,3.0,2.0,España La Liga 2,2.0
Aitor Córdoba Querejeta,0.0,0.0,1.2,1.12,0.02,4.44,0.02,0.29,0.0,0.3246,0.8024,0.00188,0.3921,0.68,0.5664,0.5568,0.98,41.0,2.0,2.0,España La Liga 2,2.0
Nahuel Tenaglia,0.09,0.06,1.82,1.26,0.0,2.06,0.0,0.65,0.03,0.24089999999999998,0.6239,0.004469999999999999,0.2237,0.62,0.5949,0.5596,1.21,34.0,2.0,2.0,España La Liga 2,2.0
Kiko Olivas,0.04,0.0,0.96,1.52,0.0,2.76,0.04,0.52,0.0,0.5823999999999999,0.9272,0.0026,0.6831999999999999,1.0,0.5714,0.6049,0.52,25.0,3.0,2.0,España La Liga 2,2.0
Grego Sierra,0.04,0.0,1.28,1.16,0.0,3.04,0.0,0.2,0.0,0.282,0.7545999999999999,0.00256,0.37670000000000003,0.52,0.6269,0.6194,0.92,25.0,2.0,2.0,España La Liga 2,2.0
Rubén,0.0,0.0,1.23,1.26,0.0,3.77,0.03,0.26,0.0,0.3097,0.7757999999999999,0.0016299999999999989,0.36589999999999995,0.71,0.5346,0.6315999999999999,0.46,35.0,2.0,2.0,España La Liga 2,2.0
Cristian Gutiérrez,0.08,0.0,1.92,0.62,0.0,1.08,0.0,0.65,0.19,0.2385,0.75,0.00623,0.31880000000000003,0.54,0.2727,0.5145000000000001,0.27,26.0,1.0,2.0,España La Liga 2,2.0
Miguel Loureiro,0.03,0.0,2.63,1.68,0.05,2.78,0.0,0.73,0.05,0.31629999999999997,0.6522,0.004349999999999999,0.3528,1.1,0.5926,0.5899,1.13,40.0,2.0,2.0,España La Liga 2,2.0
Carlos Pomares Rayo,0.0,0.0,1.2,0.47,0.0,2.2,0.0,0.07,0.0,0.19330000000000003,0.6103000000000001,0.0042,0.30910000000000004,0.6,0.7188,0.6667000000000001,0.53,15.0,3.0,2.0,España La Liga 2,2.0
Nikola Maraš,0.0,0.0,1.05,0.55,0.1,3.7,0.0,0.25,0.0,0.33399999999999996,0.8262999999999999,0.00145,0.4253,0.7,0.5616,0.595,0.75,20.0,2.0,2.0,España La Liga 2,2.0
Sidnei,0.05,0.0,0.89,0.53,0.0,2.32,0.0,0.26,0.0,0.5158,0.9388,0.002319999999999999,0.5532,0.42,0.5870000000000001,0.5843,0.53,19.0,3.0,2.0,España La Liga 2,2.0
Alberto Rodríguez,0.08,0.08,0.83,0.89,0.03,4.83,0.03,0.22,0.0,0.36579999999999996,0.7987999999999998,0.002029999999999999,0.3632,1.08,0.5862,0.5903,0.67,36.0,2.0,2.0,España La Liga 2,2.0
Martín Pascual,0.0,0.0,1.06,1.03,0.0,5.03,0.03,0.18,0.0,0.3653,0.7794,0.00212,0.3689,1.18,0.6534,0.636,0.94,34.0,1.0,2.0,España La Liga 2,2.0
Sergio González,0.03,0.03,0.94,0.67,0.03,3.15,0.0,0.3,0.0,0.4506,0.8218000000000001,0.00333,0.5019,0.76,0.5036,0.5495,0.64,33.0,3.0,2.0,España La Liga 2,2.0
Saúl García,0.04,0.0,1.46,1.0,0.0,1.32,0.0,0.54,0.04,0.2775,0.7503,0.0037099999999999998,0.4060000000000001,0.54,0.6897,0.585,0.61,28.0,2.0,2.0,España La Liga 2,2.0
Pablo Íñiguez,0.11,0.0,1.05,1.0,0.11,2.16,0.0,0.26,0.0,0.5826,0.878,0.0030499999999999998,0.3333,0.89,0.4648,0.4925,0.74,19.0,2.0,2.0,España La Liga 2,2.0
Pablo Insua,0.06,0.03,1.42,1.03,0.0,3.03,0.0,0.58,0.08,0.4078,0.8112999999999999,0.00253,0.381,0.83,0.6281,0.6082,0.75,36.0,2.0,2.0,España La Liga 2,2.0
Juanfran,0.0,0.0,1.22,0.94,0.06,1.56,0.0,0.33,0.06,0.2961,0.8105000000000001,0.006719999999999999,0.4058,0.89,0.5,0.5870000000000001,0.39,18.0,3.0,2.0,España La Liga 2,2.0
