Name,Goals,Headed goals,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past,Big chances created,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %,Goals conceded inside the box,Aerial duels won %,Total duels won %,Fouls,Appearances,Age Range,Position,League,Level
Gabriel Suazo,0.12,0.0,2.58,1.46,0.04,0.88,0.0,1.12,0.23,0.44350000000000006,0.784,0.012849999999999999,0.5309,0.42,0.47370000000000007,0.4952,1.46,26.0,2.0,2.0,Chile Primera,3.0
Rafael Caroca,0.04,0.04,1.19,2.52,0.0,2.63,0.0,0.52,0.04,0.3811,0.8805,0.00133,0.6555,0.78,0.5647,0.5924,0.56,27.0,3.0,2.0,Chile Primera,3.0
Marcelo Herrera,0.11,0.06,1.94,1.5,0.0,4.44,0.0,0.5,0.06,0.3306,0.7042,0.0028899999999999998,0.4351,1.44,0.6835,0.6441,1.56,18.0,3.0,2.0,Chile Primera,3.0
Erick Wiemberg,0.0,0.0,1.5,1.86,0.0,2.71,0.0,0.71,0.0,0.5214,0.7767000000000001,0.00886,0.5089,0.93,0.6176,0.5357,0.86,14.0,2.0,2.0,Chile Primera,3.0
Matías Zaldivia,0.1,0.05,1.1,1.24,0.05,1.9,0.0,0.24,0.0,0.379,0.7462000000000001,0.0035199999999999997,0.4205,0.33,0.6875,0.6667000000000001,0.67,21.0,3.0,2.0,Chile Primera,3.0
Jovany Campusano,0.04,0.0,2.43,1.57,0.0,1.22,0.0,0.87,0.17,0.4335,0.7884,0.00796,0.3986,0.74,0.5882,0.5690999999999999,0.87,23.0,2.0,2.0,Chile Primera,3.0
Guillermo Pacheco,0.07,0.0,1.79,0.86,0.0,0.9,0.0,0.9,0.34,0.4103,0.7765000000000001,0.00976,0.4471,1.07,0.4211,0.47009999999999996,0.9,29.0,3.0,2.0,Chile Primera,3.0
Diego Oyarzún,0.0,0.0,1.2,1.68,0.04,3.12,0.0,0.24,0.0,0.38,0.7968000000000001,0.002799999999999999,0.4915,0.56,0.629,0.6351,0.76,25.0,2.0,2.0,Chile Primera,3.0
Nicolás Vargas,0.12,0.0,0.92,1.44,0.0,3.6,0.0,0.16,0.0,0.43479999999999996,0.8169,0.0034799999999999996,0.6022,0.96,0.6032,0.5778,0.64,25.0,3.0,2.0,Chile Primera,3.0
Branco Ampuero,0.0,0.0,0.95,1.81,0.0,3.43,0.05,0.24,0.0,0.48479999999999995,0.9077,0.0028599999999999997,0.6818000000000001,0.9,0.6727,0.6609999999999999,0.62,21.0,2.0,2.0,Chile Primera,3.0
Matías Cahais,0.12,0.04,1.32,1.68,0.08,4.92,0.0,0.72,0.0,0.3164,0.775,0.0013999999999999991,0.511,0.72,0.6711,0.5987,0.76,25.0,3.0,2.0,Chile Primera,3.0
Bernardo Cerezo,0.12,0.04,3.04,1.64,0.0,1.32,0.0,1.48,0.04,0.4692,0.7323000000000001,0.008640000000000002,0.45709999999999995,0.84,0.5357,0.537,1.16,25.0,2.0,2.0,Chile Primera,3.0
Maximiliano Falcón,0.0,0.0,0.84,1.64,0.0,2.8,0.0,0.04,0.0,0.3428,0.7362999999999998,0.00208,0.4292,0.44,0.5570999999999999,0.6125,0.96,25.0,2.0,2.0,Chile Primera,3.0
Fernando Cordero,0.0,0.0,0.96,1.2,0.0,0.44,0.0,0.68,0.08,0.35840000000000005,0.7857,0.007039999999999999,0.5705,0.76,0.47830000000000006,0.5203,0.28,25.0,3.0,2.0,Chile Primera,3.0
Ronald de la Fuente,0.0,0.0,1.59,1.04,0.04,1.37,0.04,0.56,0.15,0.36589999999999995,0.8047,0.00641,0.4646,0.7,0.5455,0.5122,0.59,27.0,3.0,2.0,Chile Primera,3.0
Rodrigo Brito,0.0,0.0,1.44,2.13,0.06,4.06,0.0,0.25,0.06,0.2938,0.7787000000000001,0.0016299999999999989,0.5625,1.19,0.4,0.6,0.5,16.0,3.0,2.0,Chile Primera,3.0
Fabián Hormazábal,0.04,0.0,2.15,1.88,0.0,1.46,0.0,0.85,0.12,0.2685,0.7479,0.00623,0.402,0.85,0.48650000000000004,0.5634999999999999,1.0,26.0,2.0,2.0,Chile Primera,3.0
Jose Bizama,0.04,0.04,1.63,2.41,0.07,3.3,0.0,0.52,0.0,0.3396,0.7852,0.00267,0.49200000000000005,1.11,0.5517,0.5495,1.37,27.0,2.0,2.0,Chile Primera,3.0
Stefano Magnasco,0.0,0.0,2.83,1.17,0.0,2.21,0.0,0.96,0.04,0.4063000000000001,0.8195,0.00929,0.5179,1.17,0.5517,0.5539999999999999,0.92,24.0,3.0,2.0,Chile Primera,3.0
Felipe Campos,0.0,0.0,2.24,2.18,0.0,1.35,0.0,0.35,0.06,0.2529,0.807,0.003,0.5735,0.65,0.6897,0.6381,0.88,17.0,2.0,2.0,Chile Primera,3.0
Alex Ibacache,0.0,0.0,1.21,0.37,0.0,1.47,0.0,0.32,0.0,0.25049999999999994,0.7038,0.00511,0.4598,0.58,0.65,0.6495000000000001,0.58,19.0,1.0,2.0,Chile Primera,3.0
Manuel Fernández,0.08,0.04,1.84,2.16,0.08,3.92,0.0,0.6,0.04,0.3932,0.8077,0.002759999999999999,0.5706,1.36,0.7362999999999998,0.6095,1.56,25.0,3.0,2.0,Chile Primera,3.0
Francisco Alarcón,0.09,0.05,1.73,2.05,0.0,3.05,0.0,1.0,0.0,0.3732,0.8391999999999998,0.00145,0.5072,0.82,0.6093999999999999,0.5176000000000001,1.41,22.0,3.0,2.0,Chile Primera,3.0
Simón Ramírez,0.0,0.0,1.85,1.15,0.0,1.2,0.0,0.7,0.1,0.365,0.7068000000000001,0.0089,0.4298,0.9,0.6,0.5724,0.55,20.0,2.0,2.0,Chile Primera,3.0
Antonio Díaz,0.0,0.0,1.62,1.88,0.0,0.81,0.0,0.42,0.04,0.2177,0.7437999999999999,0.005,0.4932000000000001,0.85,0.44439999999999996,0.5096,1.23,26.0,1.0,2.0,Chile Primera,3.0
Antonio Castillo,0.0,0.0,2.47,1.71,0.06,1.47,0.0,0.59,0.0,0.28650000000000003,0.7618,0.00482,0.4268,0.76,0.5115999999999999,0.5616,0.94,17.0,2.0,2.0,Chile Primera,3.0
Cristián Suárez,0.04,0.04,1.11,2.11,0.07,3.32,0.0,0.68,0.0,0.4143,0.8,0.00307,0.5579,1.07,0.5094,0.5255,0.71,28.0,3.0,2.0,Chile Primera,3.0
Christian Vilches,0.08,0.08,0.64,1.12,0.0,2.96,0.0,0.12,0.0,0.45880000000000004,0.8762000000000001,0.002759999999999999,0.5667,1.0,0.5143,0.6125,0.28,25.0,3.0,2.0,Chile Primera,3.0
Juan Cornejo,0.0,0.0,1.32,1.89,0.05,1.74,0.0,0.53,0.16,0.3226,0.69,0.005370000000000001,0.4239,0.89,0.47220000000000006,0.5333,1.0,19.0,3.0,2.0,Chile Primera,3.0
Luis Mago,0.0,0.0,1.36,1.82,0.09,2.91,0.0,0.36,0.0,0.38730000000000003,0.7864,0.00345,0.4828,0.82,0.6,0.5581,1.0,11.0,2.0,2.0,Chile Primera,3.0
Óscar Opazo,0.0,0.0,1.65,1.38,0.04,0.88,0.0,0.58,0.08,0.3588,0.7663,0.008039999999999999,0.5118,0.23,0.4681,0.48550000000000004,1.04,26.0,3.0,2.0,Chile Primera,3.0
Brayan Véjar,0.04,0.0,1.71,1.21,0.0,0.79,0.0,1.14,0.14,0.31679999999999997,0.7373000000000001,0.00736,0.534,1.0,0.47370000000000007,0.4608,0.96,28.0,2.0,2.0,Chile Primera,3.0
Brian Torrealba,0.0,0.0,1.29,1.18,0.0,2.47,0.0,0.18,0.0,0.24,0.7402,0.00265,0.40590000000000004,0.53,0.4474,0.5823999999999999,0.59,17.0,2.0,2.0,Chile Primera,3.0
Carlos Labrín,0.04,0.0,2.08,1.54,0.0,2.92,0.0,0.63,0.0,0.2854,0.6672,0.0027900000000000004,0.4502000000000001,0.96,0.6429,0.6389,1.04,24.0,3.0,2.0,Chile Primera,3.0
Julio Barroso,0.0,0.0,0.67,1.3,0.07,4.3,0.0,0.15,0.0,0.36589999999999995,0.833,0.00196,0.5061999999999999,0.81,0.6984,0.6364,0.59,27.0,3.0,2.0,Chile Primera,3.0
Jonathan Villagra,0.08,0.04,1.83,1.04,0.04,2.71,0.0,0.5,0.0,0.3667,0.8135999999999999,0.0025,0.41980000000000006,1.17,0.5342,0.5820000000000001,0.83,24.0,1.0,2.0,Chile Primera,3.0
Fausto Grillo,0.04,0.0,1.46,1.14,0.04,4.39,0.04,0.29,0.0,0.39289999999999997,0.7418,0.0030399999999999997,0.4311999999999999,0.79,0.5122,0.5488000000000001,1.25,28.0,2.0,2.0,Chile Primera,3.0
Marcelo Jorquera,0.0,0.0,2.04,1.92,0.08,1.85,0.0,0.81,0.04,0.4058,0.7393000000000001,0.00835,0.3927000000000001,1.08,0.4545,0.5455,0.73,26.0,3.0,2.0,Chile Primera,3.0
Thomas Galdames,0.0,0.0,0.95,0.8,0.0,1.85,0.0,0.2,0.0,0.21850000000000003,0.8352,0.0020499999999999997,0.475,0.5,0.56,0.6119,0.45,20.0,2.0,2.0,Chile Primera,3.0
Enzo Ferrario,0.0,0.0,2.31,1.54,0.0,2.62,0.0,0.46,0.0,0.2431,0.7721999999999999,0.00131,0.3696,1.62,0.4,0.7023999999999999,0.46,13.0,1.0,2.0,Chile Primera,3.0
José Ignacio Castro,0.0,0.0,2.79,1.14,0.0,1.57,0.0,0.29,0.07,0.21789999999999998,0.741,0.00471,0.5,1.21,0.6,0.6279,0.43,14.0,1.0,2.0,Chile Primera,3.0
Benjamín Gazzolo,0.0,0.0,1.88,1.54,0.08,3.5,0.0,0.38,0.0,0.3771,0.8397999999999999,0.00208,0.5704,1.21,0.549,0.5705,1.13,24.0,2.0,2.0,Chile Primera,3.0
Mario Larenas,0.0,0.0,1.38,1.38,0.06,2.06,0.0,0.56,0.31,0.3625,0.7328,0.00819,0.4018,1.13,0.5769,0.5204,0.94,16.0,2.0,2.0,Chile Primera,3.0
Nicolás Berardo,0.06,0.06,0.94,1.17,0.0,3.0,0.0,0.44,0.06,0.3,0.637,0.00311,0.35710000000000003,0.89,0.4615000000000001,0.5238,0.56,18.0,3.0,2.0,Chile Primera,3.0
Pablo Alvarado,0.05,0.05,1.05,1.36,0.05,2.73,0.0,0.23,0.0,0.2618,0.7639,0.00377,0.5793,1.09,0.6326999999999999,0.6038,0.45,22.0,3.0,2.0,Chile Primera,3.0
Moisés González,0.12,0.12,1.65,1.18,0.0,3.24,0.06,0.41,0.0,0.2982,0.8047,0.002,0.4409,0.82,0.34090000000000004,0.5289,1.0,17.0,1.0,2.0,Chile Primera,3.0
Lucas Alarcón,0.0,0.0,1.16,1.32,0.16,3.96,0.0,0.8,0.04,0.30920000000000003,0.7606999999999999,0.00256,0.48460000000000003,1.64,0.5318999999999999,0.5108,0.76,25.0,1.0,2.0,Chile Primera,3.0
Vicente Fernández,0.0,0.0,1.9,1.45,0.0,1.6,0.0,0.95,0.2,0.3245,0.7519,0.0079,0.42700000000000005,0.8,0.6225999999999999,0.5078,1.45,20.0,1.0,2.0,Chile Primera,3.0
Oliver Rojas,0.07,0.07,2.07,1.14,0.0,0.86,0.0,0.43,0.07,0.1557,0.6697,0.00393,0.1429,0.43,0.7059000000000001,0.5714,0.43,14.0,1.0,2.0,Chile Primera,3.0
Federico Pereyra,0.0,0.0,1.14,1.05,0.05,4.95,0.0,0.67,0.0,0.32189999999999996,0.6908,0.0028100000000000004,0.4484,1.19,0.6429,0.5918,0.76,21.0,3.0,2.0,Chile Primera,3.0
Gerardo Gordillo,0.0,0.0,1.0,1.45,0.09,2.45,0.0,0.45,0.0,0.2327,0.7227,0.00136,0.46549999999999997,0.73,0.7317,0.6667000000000001,0.64,11.0,2.0,2.0,Chile Primera,3.0
Dylan Escobar,0.0,0.0,1.84,0.84,0.0,1.21,0.0,0.84,0.05,0.2,0.7053,0.0034699999999999996,0.44780000000000003,0.53,0.5832999999999999,0.5556,0.84,19.0,1.0,2.0,Chile Primera,3.0
Jens Buss,0.0,0.0,1.72,1.17,0.0,1.56,0.0,0.56,0.06,0.1972,0.6873,0.00428,0.39289999999999997,1.28,0.44439999999999996,0.5238,0.72,18.0,2.0,2.0,Chile Primera,3.0
Gonzalo Jara,0.0,0.0,1.25,1.25,0.0,1.75,0.0,0.42,0.0,0.3958,0.8105000000000001,0.00483,0.5625,1.17,0.5556,0.5536,0.92,12.0,3.0,2.0,Chile Primera,3.0
Víctor González,0.07,0.0,2.27,1.93,0.0,3.47,0.0,0.6,0.0,0.3653,0.7646,0.0026,0.4825,1.67,0.5893,0.5735,1.67,15.0,2.0,2.0,Chile Primera,3.0
John Salas,0.0,0.0,0.59,0.71,0.0,0.94,0.0,0.24,0.12,0.2535,0.8004999999999999,0.00394,0.47539999999999993,0.53,0.5832999999999999,0.6304000000000001,0.12,17.0,2.0,2.0,Chile Primera,3.0
Osvaldo Bosso,0.04,0.0,1.22,1.74,0.0,0.78,0.0,0.44,0.0,0.2933,0.7639,0.00493,0.4656,1.19,0.5,0.5503,0.7,27.0,2.0,2.0,Chile Primera,3.0
Nicolás Baeza,0.0,0.0,2.17,1.38,0.0,1.38,0.0,0.96,0.17,0.2504,0.6772,0.005,0.3861,1.25,0.48150000000000004,0.5366,0.42,24.0,2.0,2.0,Chile Primera,3.0
Bastian Tapia,0.11,0.05,1.26,1.53,0.05,3.05,0.0,0.42,0.0,0.25630000000000003,0.7495,0.00111,0.42719999999999997,1.58,0.5660000000000001,0.5413,0.79,19.0,1.0,2.0,Chile Primera,3.0
Jeyson Rojas,0.0,0.0,1.92,0.75,0.0,1.25,0.0,0.83,0.08,0.2083,0.768,0.004669999999999999,0.4,0.42,0.5625,0.5128,0.75,12.0,1.0,2.0,Chile Primera,3.0
Ignacio Tapia,0.0,0.0,0.85,1.55,0.05,3.65,0.0,0.0,0.0,0.3775,0.7828,0.0022,0.48239999999999994,1.65,0.6842,0.6429,0.7,20.0,1.0,2.0,Chile Primera,3.0
Henry Sanhueza,0.0,0.0,1.79,1.75,0.0,2.54,0.0,0.58,0.0,0.3433,0.767,0.00292,0.3765,0.96,0.4,0.5235,1.04,24.0,2.0,2.0,Chile Primera,3.0
Andrés Robles,0.0,0.0,1.23,1.92,0.08,4.0,0.08,0.62,0.0,0.4046,0.7053,0.00362,0.45510000000000006,1.15,0.5938000000000001,0.5455,1.38,13.0,2.0,2.0,Chile Primera,3.0
Raúl Osorio,0.0,0.0,1.31,1.0,0.0,2.13,0.0,0.31,0.0,0.27190000000000003,0.7517,0.0034999999999999996,0.4643,1.19,0.68,0.6479,0.63,16.0,2.0,2.0,Chile Primera,3.0
Osvaldo González,0.0,0.0,1.32,1.64,0.08,3.2,0.08,0.52,0.0,0.3336,0.8034,0.00196,0.5227,1.0,0.6032,0.6127000000000001,0.48,25.0,3.0,2.0,Chile Primera,3.0
Joaquín Gutiérrez,0.08,0.0,0.84,0.76,0.0,0.6,0.0,0.32,0.12,0.23559999999999998,0.7691,0.0052,0.36230000000000007,0.8,0.47370000000000007,0.4314,0.48,25.0,1.0,2.0,Chile Primera,3.0
Roberto Cereceda,0.0,0.0,1.6,1.2,0.0,1.0,0.0,0.5,0.05,0.365,0.8068000000000001,0.0092,0.5347000000000001,1.25,0.5294,0.5378000000000001,0.85,20.0,3.0,2.0,Chile Primera,3.0
Renzo Malanca,0.0,0.0,0.92,1.42,0.08,2.33,0.0,0.58,0.0,0.22579999999999997,0.738,0.00133,0.44439999999999996,0.58,0.68,0.5686,0.33,12.0,1.0,2.0,Chile Primera,3.0
Diego Céspedes,0.0,0.0,0.89,1.0,0.05,2.95,0.0,0.47,0.05,0.3053,0.7897,0.0013700000000000001,0.35090000000000005,1.0,0.5106,0.5109,0.63,19.0,2.0,2.0,Chile Primera,3.0
Yonathan Andía,0.04,0.0,1.09,1.48,0.04,1.39,0.0,0.22,0.0,0.2722,0.7492,0.00513,0.33980000000000005,1.3,0.4839,0.5852,0.65,23.0,3.0,2.0,Chile Primera,3.0
Augusto Barrios,0.0,0.0,1.76,0.82,0.0,1.71,0.12,0.47,0.0,0.3812,0.7423000000000001,0.00588,0.4667,1.35,0.6326999999999999,0.5535,1.41,17.0,3.0,2.0,Chile Primera,3.0
Leandro Díaz,0.0,0.0,2.16,1.47,0.0,1.47,0.0,0.84,0.0,0.32049999999999995,0.6585,0.00642,0.4103,1.63,0.6296,0.5466,1.21,19.0,1.0,2.0,Chile Primera,3.0
Juan Córdova,0.0,0.0,1.25,0.95,0.0,0.95,0.0,0.3,0.1,0.2455,0.7617,0.005,0.47370000000000007,1.15,0.32,0.5102,0.45,20.0,2.0,2.0,Chile Primera,3.0
Tomás Astaburuaga,0.0,0.0,0.82,1.24,0.06,1.88,0.0,0.18,0.0,0.3276,0.8294,0.0025900000000000003,0.5244,1.12,0.6667000000000001,0.6,0.71,17.0,2.0,2.0,Chile Primera,3.0
Pablo Cárdenas,0.0,0.0,0.86,0.71,0.0,0.36,0.0,0.36,0.0,0.09,0.7937000000000001,0.00157,0.5,0.43,0.6,0.5179,0.36,14.0,1.0,2.0,Chile Primera,3.0
Nicolás Fernández,0.04,0.0,1.17,1.0,0.04,1.33,0.0,0.46,0.08,0.2871,0.7286,0.0075,0.3478,1.17,0.2667,0.46980000000000005,0.67,24.0,1.0,2.0,Chile Primera,3.0
Iván Villalba,0.05,0.05,0.95,1.14,0.05,2.55,0.05,0.36,0.0,0.26230000000000003,0.7591,0.00127,0.3981,1.09,0.7581,0.632,0.91,22.0,2.0,2.0,Chile Primera,3.0
Sebastián Pereira,0.0,0.0,0.56,0.5,0.0,1.61,0.0,0.22,0.0,0.16279999999999997,0.7644999999999998,0.00156,0.45,0.56,0.4286,0.5614,0.5,18.0,1.0,2.0,Chile Primera,3.0
Pedro Henrique,0.0,0.0,2.29,0.93,0.0,3.21,0.0,0.79,0.0,0.37929999999999997,0.8022999999999999,0.0034999999999999996,0.4343,1.14,0.5517,0.5435000000000001,1.14,14.0,1.0,2.0,Chile Primera,3.0
Joaquin Gonzalez,0.0,0.0,1.0,0.33,0.0,0.67,0.0,0.13,0.07,0.10400000000000001,0.5832999999999999,0.00207,0.2353,0.47,0.52,0.5395,0.53,15.0,1.0,2.0,Chile Primera,3.0
Marcelo Morales,0.0,0.0,2.1,1.1,0.0,1.25,0.0,1.05,0.05,0.31200000000000006,0.7019,0.006,0.3496,1.35,0.5357,0.513,1.15,20.0,1.0,2.0,Chile Primera,3.0
Raimundo Rebolledo,0.08,0.0,0.92,1.5,0.0,1.0,0.0,0.33,0.0,0.1925,0.7143,0.00333,0.28130000000000005,0.75,0.625,0.43550000000000005,1.33,12.0,2.0,2.0,Chile Primera,3.0
Franco Pardo,0.0,0.0,0.52,0.78,0.0,1.63,0.0,0.37,0.0,0.1837,0.7237999999999998,0.00178,0.41479999999999995,0.74,0.52,0.5320999999999999,0.52,27.0,2.0,2.0,Chile Primera,3.0
Bastián Roco,0.0,0.0,1.0,1.08,0.0,2.54,0.0,0.08,0.0,0.2254,0.7884,0.00123,0.4615000000000001,1.15,0.44439999999999996,0.5745,0.46,13.0,1.0,2.0,Chile Primera,3.0
Benjamín Rojas,0.0,0.0,0.85,0.9,0.0,0.5,0.0,0.35,0.0,0.15,0.74,0.0032500000000000003,0.44439999999999996,0.65,0.4375,0.44789999999999996,1.0,20.0,1.0,2.0,Chile Primera,3.0
Dilan Zúñiga,0.0,0.0,1.08,1.08,0.0,1.15,0.0,0.23,0.0,0.20620000000000005,0.7909999999999999,0.0034599999999999995,0.4286,1.31,0.4167,0.5517,0.54,13.0,2.0,2.0,Chile Primera,3.0
Diego Carrasco,0.05,0.05,0.45,0.7,0.0,2.0,0.0,0.1,0.0,0.16399999999999998,0.753,0.0016,0.4154,0.55,0.6333,0.5667,0.6,20.0,2.0,2.0,Chile Primera,3.0
Sebastián Silva,0.0,0.0,1.07,0.86,0.0,1.14,0.0,0.57,0.0,0.2443,0.7807,0.002,0.4918,1.0,0.4,0.44439999999999996,0.57,14.0,3.0,2.0,Chile Primera,3.0
Juan Fuentes,0.0,0.0,1.18,0.76,0.0,1.65,0.12,0.35,0.06,0.20590000000000003,0.7656999999999999,0.00271,0.44439999999999996,0.65,0.4,0.5,0.94,17.0,2.0,2.0,Chile Primera,3.0
Iván Contreras,0.0,0.0,1.0,0.76,0.0,1.14,0.0,0.76,0.0,0.1833,0.8234,0.0028599999999999997,0.46549999999999997,0.76,0.3704,0.4227,0.67,21.0,1.0,2.0,Chile Primera,3.0
Daniel Navarrete,0.0,0.0,1.55,1.55,0.18,1.64,0.09,0.73,0.0,0.2173,0.6275999999999999,0.0028199999999999996,0.21880000000000002,0.91,0.3636,0.5375,0.45,11.0,1.0,2.0,Chile Primera,3.0
Felipe Yáñez,0.0,0.0,1.14,0.82,0.05,1.27,0.0,0.23,0.0,0.1705,0.6987000000000001,0.0028199999999999996,0.3478,1.05,0.47830000000000006,0.4963,1.05,22.0,1.0,2.0,Chile Primera,3.0
Cristopher Barrera,0.0,0.0,0.89,0.67,0.0,0.67,0.06,0.67,0.06,0.2278,0.7195,0.005719999999999999,0.4483,1.33,0.375,0.41980000000000006,0.72,18.0,2.0,2.0,Chile Primera,3.0
Linpeng Zhang,0.06,0.06,1.88,1.65,0.0,1.53,0.0,0.53,0.18,0.6470999999999999,0.8536,0.00924,0.5856,0.59,0.6792,0.625,1.18,17.0,3.0,2.0,China CFA,4.0
Rade Dugalić,0.06,0.06,2.0,1.81,0.0,3.97,0.0,0.23,0.0,0.5747999999999999,0.8058,0.005900000000000001,0.48869999999999997,1.06,0.7609999999999999,0.6645,1.84,31.0,3.0,2.0,China CFA,4.0
Zheng Zheng,0.08,0.0,2.08,1.25,0.0,2.04,0.0,0.25,0.0,0.5533,0.8833,0.007209999999999999,0.6444,0.58,0.7258,0.6524,1.04,24.0,3.0,2.0,China CFA,4.0
Tyias Browning,0.09,0.0,1.17,1.0,0.04,3.74,0.0,0.26,0.0,0.5704,0.8262,0.004349999999999999,0.4794,0.83,0.7889,0.7171,0.74,23.0,2.0,2.0,China CFA,4.0
Lucas Possignolo,0.0,0.0,1.11,1.84,0.05,2.58,0.0,0.16,0.05,0.48840000000000006,0.8675,0.00368,0.5971,0.32,0.6667000000000001,0.5926,1.58,19.0,2.0,2.0,China CFA,4.0
Tao Liu,0.06,0.06,1.13,1.91,0.0,3.13,0.0,0.34,0.09,0.5431,0.7946,0.005559999999999999,0.504,0.66,0.6954,0.6459999999999999,1.28,32.0,2.0,2.0,China CFA,4.0
Ang Li,0.0,0.0,1.14,0.91,0.0,2.09,0.0,0.27,0.05,0.5536,0.8612000000000001,0.00768,0.6259999999999999,0.55,0.6190000000000001,0.5608,1.32,22.0,2.0,2.0,China CFA,4.0
Chenjie Zhu,0.14,0.0,1.21,1.86,0.0,2.71,0.0,0.21,0.0,0.4671,0.8547,0.00307,0.5204,0.71,0.7021,0.6264,1.14,14.0,1.0,2.0,China CFA,4.0
Hang Ren,0.04,0.04,1.91,1.39,0.0,1.74,0.0,0.26,0.04,0.47090000000000004,0.8301000000000001,0.0046500000000000005,0.6164999999999999,0.52,0.74,0.6277,1.57,23.0,3.0,2.0,China CFA,4.0
Bruno Viana,0.18,0.09,1.23,1.55,0.0,3.14,0.0,0.27,0.09,0.595,0.8785,0.006500000000000001,0.6425,1.5,0.5740999999999999,0.5882,0.73,22.0,2.0,2.0,China CFA,4.0
Yang Yiming,0.08,0.04,1.32,1.48,0.04,4.04,0.0,0.16,0.0,0.3224,0.8486000000000001,0.0011200000000000001,0.48849999999999993,1.08,0.6470999999999999,0.628,1.36,25.0,2.0,2.0,China CFA,4.0
Ke Shi,0.0,0.0,0.93,1.2,0.0,2.2,0.0,0.23,0.0,0.5940000000000001,0.8882999999999999,0.006500000000000001,0.6794,0.63,0.7917000000000001,0.69,0.47,30.0,2.0,2.0,China CFA,4.0
Shenglong Jiang,0.0,0.0,1.5,0.85,0.0,4.15,0.0,0.27,0.12,0.3785,0.7856000000000001,0.00381,0.46409999999999996,0.58,0.7805,0.6744,1.0,26.0,1.0,2.0,China CFA,4.0
Xiang Ji,0.0,0.0,1.76,1.0,0.04,0.48,0.0,0.44,0.12,0.4164,0.8069,0.00756,0.4474,0.56,0.5714,0.5455,1.36,25.0,3.0,2.0,China CFA,4.0
Richard Windbichler,0.04,0.0,1.11,1.11,0.0,3.43,0.0,0.25,0.07,0.4381999999999999,0.8638999999999999,0.00296,0.5407,0.57,0.6977,0.6942,0.57,28.0,3.0,2.0,China CFA,4.0
Zhen Wei,0.0,0.0,1.36,1.5,0.0,2.27,0.0,0.27,0.0,0.5245000000000001,0.8605000000000002,0.0034999999999999996,0.5989,0.55,0.6078,0.5532,1.45,22.0,2.0,2.0,China CFA,4.0
Toni Šunjić,0.03,0.0,1.03,1.48,0.0,3.66,0.0,0.1,0.07,0.3276,0.8632,0.002,0.5,0.69,0.7907,0.6948000000000001,0.59,29.0,3.0,2.0,China CFA,4.0
Gang Wang,0.07,0.0,2.37,1.59,0.04,1.96,0.0,0.44,0.11,0.3726,0.7951999999999999,0.00722,0.6320999999999999,1.26,0.6,0.6163000000000001,1.0,27.0,3.0,2.0,China CFA,4.0
Peng Li,0.1,0.06,1.9,1.03,0.03,3.61,0.0,0.61,0.03,0.5316,0.8271,0.00471,0.5072,1.61,0.5347000000000001,0.5701999999999999,0.97,31.0,3.0,2.0,China CFA,4.0
Zhunyi Gao,0.05,0.0,1.62,1.14,0.0,1.9,0.0,0.48,0.1,0.3629,0.8240999999999999,0.00662,0.5054000000000001,0.67,0.6034,0.5682,1.1,21.0,2.0,2.0,China CFA,4.0
David Andújar,0.05,0.0,0.82,1.14,0.0,3.27,0.0,0.27,0.05,0.45679999999999993,0.8647,0.00364,0.6265,0.77,0.7206,0.6591,0.77,22.0,3.0,2.0,China CFA,4.0
Jadson,0.05,0.0,1.37,1.0,0.0,1.11,0.0,0.42,0.05,0.37420000000000003,0.8861000000000001,0.00432,0.5918,0.42,0.6964,0.621,0.68,19.0,3.0,2.0,China CFA,4.0
Jores Okore,0.03,0.03,1.48,1.21,0.0,3.24,0.07,0.38,0.07,0.45,0.8828,0.00148,0.5814,0.97,0.5465,0.6372999999999999,0.69,29.0,3.0,2.0,China CFA,4.0
Wallace,0.05,0.05,1.05,1.65,0.0,2.1,0.0,0.15,0.1,0.4175,0.7951999999999999,0.00385,0.5,0.6,0.6351,0.5882,1.05,20.0,2.0,2.0,China CFA,4.0
Liao Junjian,0.07,0.07,1.38,0.93,0.0,2.34,0.0,0.62,0.03,0.5593,0.8348,0.00466,0.5547,0.72,0.5766,0.5427000000000001,1.07,29.0,2.0,2.0,China CFA,4.0
Stoppila Sunzu,0.0,0.0,0.91,1.18,0.0,3.18,0.0,0.09,0.0,0.2709,0.8591,0.00027,0.28130000000000005,0.64,0.7027,0.6897,0.55,11.0,3.0,2.0,China CFA,4.0
Dabao Yu,0.12,0.04,1.28,1.44,0.0,2.44,0.0,0.4,0.04,0.4264,0.8507999999999999,0.0034799999999999996,0.5673,1.12,0.47619999999999996,0.5131999999999999,1.12,25.0,3.0,2.0,China CFA,4.0
Guan He,0.05,0.05,0.95,0.95,0.0,1.89,0.0,0.37,0.0,0.4532,0.8711,0.0059499999999999996,0.5761,0.63,0.5769,0.5128,1.42,19.0,2.0,2.0,China CFA,4.0
Shenchao Wang,0.06,0.06,1.03,1.03,0.0,1.97,0.0,0.39,0.0,0.43060000000000004,0.8869,0.00377,0.6286,0.65,0.6494,0.6034,0.65,31.0,3.0,2.0,China CFA,4.0
Yangyang Jin,0.04,0.04,1.42,2.21,0.08,3.54,0.0,0.29,0.0,0.40129999999999993,0.7902,0.00367,0.4485,0.71,0.6404000000000001,0.6429,0.71,24.0,2.0,2.0,China CFA,4.0
