Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %,Interceptions,Big chances created,Assists,Accurate passes %,Aerial duels won %,Total duels won %,Was fouled,Appearances,Age Range,Position,League,Level
David Brazão,0.17,0.08,50.0,0.67,0.0,0.0,0.42,0.17,0.08,71.43,50.0,50.0,1.17,12.0,1.0,4.0,Canada Premier League,4.0
Terran Campbell,0.33,0.37,54.29,1.67,0.1,0.0,0.03,0.1,0.03,77.75,33.33,38.98,0.37,30.0,2.0,4.0,Canada Premier League,4.0
Kekuta Manneh,0.09,0.05,46.67,0.64,0.0,0.0,0.05,0.18,0.09,79.55,28.57,53.78,0.91,22.0,2.0,4.0,Canada Premier League,4.0
Myer Bevan,0.38,0.14,27.27,1.66,0.0,0.0,0.0,0.07,0.14,71.18,34.02,37.6,1.34,29.0,2.0,4.0,Canada Premier League,4.0
Theo Collomb,0.31,0.15,40.0,0.92,0.08,0.0,0.15,0.15,0.0,60.96,46.88,45.12,1.0,13.0,1.0,4.0,Canada Premier League,4.0
Pacifique Niyongabire,0.04,0.16,50.27,1.44,0.0,0.0,0.68,0.28,0.12,76.01,45.45,50.57,2.16,25.0,1.0,4.0,Canada Premier League,4.0
Kian Williams,0.17,0.17,39.53,2.04,0.0,0.0,0.39,0.26,0.22,76.84,23.81,34.34,1.13,23.0,1.0,4.0,Canada Premier League,4.0
Samuel Salter,0.26,0.33,51.85,1.52,0.0,0.0,0.15,0.11,0.04,72.93,48.31,44.71,0.78,27.0,1.0,4.0,Canada Premier League,4.0
Woobens Pacius,0.36,0.21,29.03,1.29,0.11,0.0,0.18,0.07,0.11,78.95,57.89,35.66,0.36,28.0,1.0,4.0,Canada Premier League,4.0
Alejandro Díaz,0.14,0.07,66.67,1.21,0.07,0.0,0.0,0.21,0.0,73.47,29.73,37.78,0.64,14.0,2.0,4.0,Canada Premier League,4.0
Osaze De Rosario,0.24,0.4,50.0,1.76,0.08,0.0,0.12,0.08,0.08,75.55,36.76,38.6,1.04,25.0,1.0,4.0,Canada Premier League,4.0
Walter Ponce,0.18,0.32,40.0,1.45,0.0,0.0,0.05,0.0,0.05,74.47,47.22,46.01,1.18,22.0,2.0,4.0,Canada Premier League,4.0
Josh Heard,0.15,0.22,42.5,1.11,0.0,0.0,0.22,0.15,0.04,76.9,26.67,45.96,1.89,27.0,2.0,4.0,Canada Premier League,4.0
Djenairo Daniels,0.13,0.13,52.94,1.04,0.0,0.0,0.33,0.17,0.13,72.13,40.91,40.33,0.58,24.0,1.0,4.0,Canada Premier League,4.0
David Choiniere,0.12,0.06,40.54,1.41,0.0,0.0,0.06,0.29,0.18,82.0,0.0,35.85,0.76,17.0,2.0,4.0,Canada Premier League,4.0
Tiago Coimbra,0.15,0.05,53.85,0.85,0.0,0.0,0.0,0.1,0.05,58.44,50.68,39.47,0.35,20.0,1.0,4.0,Canada Premier League,4.0
William Akio,0.38,0.23,31.58,1.69,0.08,0.0,0.15,0.23,0.0,79.23,30.77,37.01,1.08,13.0,2.0,4.0,Canada Premier League,4.0
Jordan Hamilton,0.21,0.37,37.5,1.58,0.0,0.0,0.0,0.0,0.05,77.59,45.45,41.27,0.58,19.0,2.0,4.0,Canada Premier League,4.0
Ruben Del Campo,0.0,0.06,47.06,1.38,0.0,0.0,0.06,0.13,0.13,64.21,61.11,47.06,0.44,16.0,1.0,4.0,Canada Premier League,4.0
Easton Ongaro,0.17,0.17,40.74,1.0,0.07,0.0,0.03,0.1,0.07,70.73,47.89,38.79,0.38,29.0,2.0,4.0,Canada Premier League,4.0
Jaime Siaj,0.0,0.08,57.14,1.17,0.0,0.0,0.17,0.0,0.0,70.77,41.18,44.93,0.75,12.0,2.0,4.0,Canada Premier League,4.0
Goteh Ntignee,0.12,0.12,46.51,0.88,0.0,0.0,0.24,0.29,0.12,74.71,23.08,43.27,1.24,17.0,1.0,4.0,Canada Premier League,4.0
Malcolm Isaiah Shaw,0.05,0.09,60.0,0.68,0.0,0.0,0.27,0.09,0.05,74.06,34.62,37.13,0.95,22.0,2.0,4.0,Canada Premier League,4.0
Brian Wright,0.07,0.48,44.83,1.59,0.0,0.0,0.04,0.15,0.07,70.34,56.36,48.39,0.96,27.0,2.0,4.0,Canada Premier League,4.0
Gianni dos Santos,0.11,0.26,44.44,1.32,0.0,0.0,0.05,0.16,0.11,69.83,0.0,36.73,0.79,19.0,2.0,4.0,Canada Premier League,4.0
Kwak Min-Jae,0.04,0.0,37.93,0.96,0.0,0.0,0.77,0.08,0.08,72.38,30.0,47.44,0.73,26.0,1.0,4.0,Canada Premier League,4.0
Jordan Perruzza,0.18,0.55,50.0,1.82,0.09,0.0,0.18,0.0,0.0,78.48,41.67,39.06,0.55,11.0,1.0,4.0,Canada Premier League,4.0
Shaan Hundal,0.21,0.25,40.3,1.82,0.0,0.0,0.04,0.11,0.04,70.51,30.0,33.58,1.11,28.0,1.0,4.0,Canada Premier League,4.0
Jared Ulloa,0.04,0.08,31.25,0.42,0.0,0.0,0.23,0.08,0.04,78.37,38.46,39.19,0.69,26.0,1.0,4.0,Canada Premier League,4.0
Joe Mason,0.05,0.1,37.5,0.55,0.05,0.0,0.25,0.15,0.1,77.78,48.0,35.09,0.15,20.0,3.0,4.0,Canada Premier League,4.0
Ameer Kinani,0.05,0.1,22.22,0.65,0.0,0.0,0.2,0.05,0.05,66.67,23.81,33.06,0.45,20.0,1.0,4.0,Canada Premier League,4.0
Ethan Beckford,0.0,0.07,0.0,0.79,0.0,0.0,0.0,0.0,0.0,75.68,25.0,24.39,0.29,14.0,1.0,4.0,Canada Premier League,4.0
Anthony Novak,0.04,0.22,33.33,0.74,0.0,0.0,0.0,0.0,0.0,72.29,29.51,31.11,0.65,23.0,2.0,4.0,Canada Premier League,4.0
Gastón Lezcano,0.54,0.21,40.48,1.64,0.04,0.0,0.11,0.21,0.14,72.08,36.0,53.15,2.57,28.0,3.0,4.0,Chile Primera,3.0
Maximiliano Salas,0.58,0.17,57.14,3.58,0.08,0.0,0.33,0.33,0.25,59.51,41.67,46.5,2.58,12.0,2.0,4.0,Chile Primera,3.0
Sebastián Sosa,0.33,0.27,50.0,2.73,0.27,0.0,0.27,0.2,0.07,66.23,54.44,51.92,0.6,15.0,2.0,4.0,Chile Primera,3.0
Juan Martín Lucero,0.58,0.19,35.9,2.96,0.08,0.0,0.08,0.19,0.19,71.16,35.59,38.1,1.12,26.0,3.0,4.0,Chile Primera,3.0
Lautaro Palacios,0.64,0.36,57.89,2.86,0.0,0.0,0.43,0.14,0.07,68.67,39.34,44.52,1.71,14.0,2.0,4.0,Chile Primera,3.0
José Pedro Fuenzalida,0.15,0.08,51.72,1.15,0.04,0.0,0.42,0.42,0.19,78.75,42.86,49.59,0.65,26.0,3.0,4.0,Chile Primera,3.0
Diego Coelho,0.37,0.0,48.0,1.7,0.07,0.0,0.0,0.15,0.15,63.66,48.48,42.62,0.56,27.0,2.0,4.0,Chile Primera,3.0
Patricio Rubio,0.29,0.32,41.46,2.36,0.18,0.0,0.39,0.18,0.14,75.07,34.86,38.83,1.11,28.0,3.0,4.0,Chile Primera,3.0
Cecilio Waterman,0.46,0.21,56.0,2.21,0.13,0.0,0.04,0.08,0.04,70.89,44.55,44.81,1.08,24.0,3.0,4.0,Chile Primera,3.0
Leandro Garate,0.37,0.26,52.38,2.33,0.04,0.0,0.07,0.3,0.07,68.21,66.4,56.42,0.48,27.0,2.0,4.0,Chile Primera,3.0
Nicolás Guerra,0.35,0.17,29.73,1.96,0.0,0.0,0.17,0.17,0.13,74.32,29.23,31.1,0.7,23.0,1.0,4.0,Chile Primera,3.0
Lucas Di Yorio,0.54,0.15,38.46,2.38,0.08,0.0,0.31,0.08,0.0,67.12,46.77,38.69,1.46,13.0,2.0,4.0,Chile Primera,3.0
Ronnie Fernández,0.19,0.08,43.9,2.35,0.04,0.0,0.19,0.23,0.12,57.88,55.9,44.67,1.5,26.0,3.0,4.0,Chile Primera,3.0
Bastián Yáñez,0.07,0.07,40.0,1.57,0.0,0.0,0.18,0.21,0.14,83.08,13.33,45.08,1.11,28.0,1.0,4.0,Chile Primera,3.0
Michael Fuentes,0.23,0.12,51.56,1.38,0.0,0.0,0.35,0.15,0.12,70.53,23.26,47.51,1.5,26.0,2.0,4.0,Chile Primera,3.0
Luis Riveros,0.22,0.3,55.36,2.0,0.0,0.0,0.43,0.13,0.26,66.04,39.13,36.87,0.43,23.0,2.0,4.0,Chile Primera,3.0
Gabriel Torres,0.29,0.05,58.62,1.62,0.0,0.0,0.1,0.05,0.1,65.97,41.67,46.09,0.76,21.0,3.0,4.0,Chile Primera,3.0
Sebastián Sáez,0.24,0.21,47.83,2.34,0.07,0.0,0.21,0.07,0.1,67.82,42.86,40.65,0.41,29.0,3.0,4.0,Chile Primera,3.0
Rodrigo Holgado,0.31,0.35,56.52,2.15,0.0,0.0,0.15,0.15,0.04,75.55,42.67,40.0,0.88,26.0,2.0,4.0,Chile Primera,3.0
Cristian Palacios,0.5,0.25,30.0,2.25,0.15,0.0,0.1,0.0,0.05,68.87,32.0,41.05,1.05,20.0,3.0,4.0,Chile Primera,3.0
Matías Cavalleri,0.22,0.19,49.18,1.37,0.0,0.0,0.19,0.0,0.11,77.66,21.05,50.71,1.04,27.0,2.0,4.0,Chile Primera,3.0
Gonzalo Tapia,0.08,0.04,45.16,1.92,0.0,0.0,0.58,0.23,0.08,76.9,40.91,43.62,1.31,26.0,1.0,4.0,Chile Primera,3.0
Bruno Barticciotto,0.37,0.11,48.78,2.26,0.0,0.0,0.21,0.05,0.05,71.47,16.67,36.54,1.0,19.0,1.0,4.0,Chile Primera,3.0
Matías Moya,0.04,0.07,55.56,1.7,0.0,0.0,0.48,0.19,0.11,82.95,0.0,47.26,1.37,27.0,2.0,4.0,Chile Primera,3.0
Lucas Passerini,0.46,0.27,35.29,2.31,0.08,0.0,0.08,0.15,0.27,62.22,45.0,36.81,1.42,26.0,2.0,4.0,Chile Primera,3.0
Nicolás Orellana,0.04,0.0,53.57,1.35,0.0,0.0,1.48,0.04,0.04,70.67,75.0,54.9,0.57,23.0,2.0,4.0,Chile Primera,3.0
Fernando Zampedri,0.62,0.69,35.71,3.41,0.03,0.0,0.07,0.0,0.0,72.08,39.0,39.1,1.48,29.0,3.0,4.0,Chile Primera,3.0
Marcos Bolados,0.11,0.22,56.25,1.07,0.0,0.0,0.07,0.15,0.07,68.29,51.16,53.13,1.15,27.0,2.0,4.0,Chile Primera,3.0
Humberto Suazo,0.07,0.15,29.73,1.59,0.04,0.0,0.04,0.15,0.22,72.81,42.5,38.06,0.7,27.0,3.0,4.0,Chile Primera,3.0
Diego Valencia,0.15,0.31,64.29,1.85,0.08,0.0,0.54,0.15,0.15,70.0,65.0,52.17,1.0,13.0,1.0,4.0,Chile Primera,3.0
Facundo Barceló,0.25,0.17,14.29,2.0,0.08,0.0,0.13,0.08,0.08,66.4,44.59,41.79,1.13,24.0,2.0,4.0,Chile Primera,3.0
Federico Castro,0.21,0.1,59.09,1.38,0.0,0.0,0.17,0.1,0.1,71.47,49.09,45.53,1.34,29.0,3.0,4.0,Chile Primera,3.0
Luciano Nequecaur,0.26,0.16,41.38,2.0,0.16,0.0,0.21,0.05,0.05,64.6,57.38,46.49,0.95,19.0,3.0,4.0,Chile Primera,3.0
Matías Campos López,0.3,0.09,48.65,1.87,0.0,0.0,0.17,0.09,0.09,70.68,29.41,34.52,1.0,23.0,3.0,4.0,Chile Primera,3.0
Junior Fernandes,0.11,0.04,55.81,1.3,0.04,0.0,0.3,0.11,0.07,68.42,51.47,45.11,0.3,27.0,3.0,4.0,Chile Primera,3.0
Bayron Oyarzo,0.17,0.1,53.91,1.59,0.03,0.0,0.72,0.07,0.17,76.46,35.0,43.54,1.31,29.0,2.0,4.0,Chile Primera,3.0
Ismael Sosa,0.11,0.11,50.0,0.68,0.0,0.0,0.11,0.16,0.11,69.26,42.86,49.06,0.79,19.0,3.0,4.0,Chile Primera,3.0
Federico Andrada,0.2,0.13,55.0,1.4,0.0,0.0,0.07,0.0,0.13,74.06,55.56,54.35,1.27,15.0,2.0,4.0,Chile Primera,3.0
Gary Tello,0.14,0.07,63.64,1.0,0.0,0.0,0.29,0.07,0.07,78.81,37.5,44.59,0.71,14.0,2.0,4.0,Chile Primera,3.0
Carlos Muñoz,0.08,0.15,69.23,1.54,0.0,0.0,0.08,0.0,0.0,74.55,34.88,43.64,0.85,13.0,3.0,4.0,Chile Primera,3.0
Maximiliano Rodríguez,0.2,0.0,38.89,1.8,0.1,0.0,0.45,0.1,0.05,65.06,51.16,45.89,0.95,20.0,1.0,4.0,Chile Primera,3.0
Juan Sánchez Sotelo,0.22,0.26,33.33,2.0,0.04,0.0,0.0,0.04,0.04,72.73,33.33,41.03,0.3,27.0,3.0,4.0,Chile Primera,3.0
Felipe Fritz,0.07,0.11,66.67,0.61,0.0,0.0,0.21,0.14,0.07,76.0,42.86,57.43,0.5,28.0,2.0,4.0,Chile Primera,3.0
Ignacio Jeraldino,0.29,0.36,31.58,1.79,0.07,0.0,0.07,0.14,0.07,67.47,46.91,38.07,1.5,14.0,2.0,4.0,Chile Primera,3.0
Walter Mazzantti,0.17,0.04,56.14,1.09,0.0,0.0,0.35,0.13,0.0,78.03,37.04,47.06,2.35,23.0,2.0,4.0,Chile Primera,3.0
Pedro Sánchez,0.19,0.25,9.09,1.56,0.0,0.0,0.31,0.13,0.13,77.12,30.77,32.05,0.56,16.0,2.0,4.0,Chile Primera,3.0
Jason Flores,0.21,0.04,39.47,1.04,0.04,0.0,0.29,0.0,0.0,71.94,16.67,41.18,0.46,24.0,2.0,4.0,Chile Primera,3.0
César Huanca,0.2,0.1,50.0,1.0,0.1,0.0,0.1,0.0,0.0,75.7,39.39,44.71,0.65,20.0,1.0,4.0,Chile Primera,3.0
Luis Jiménez,0.09,0.09,50.0,1.45,0.0,0.0,0.18,0.09,0.09,79.72,15.38,44.93,1.64,11.0,3.0,4.0,Chile Primera,3.0
Lautaro Pastrán,0.08,0.08,57.14,1.15,0.0,0.0,0.08,0.08,0.0,77.84,28.57,46.34,0.85,13.0,1.0,4.0,Chile Primera,3.0
Alexander Oroz,0.19,0.31,42.31,1.38,0.0,0.0,0.25,0.06,0.06,64.14,57.14,51.04,1.0,16.0,1.0,4.0,Chile Primera,3.0
Matías Donoso,0.17,0.42,25.0,2.5,0.0,0.0,0.17,0.25,0.08,64.77,54.24,41.35,0.75,12.0,3.0,4.0,Chile Primera,3.0
Sebastián Jaime,0.18,0.18,100.0,1.18,0.09,0.0,0.09,0.09,0.0,67.65,43.75,43.75,0.27,11.0,3.0,4.0,Chile Primera,3.0
Manuel López,0.1,0.5,60.0,1.95,0.1,0.0,0.1,0.0,0.05,55.52,63.64,55.0,1.05,20.0,2.0,4.0,Chile Primera,3.0
Óscar Salinas,0.05,0.0,58.33,0.53,0.05,0.0,0.16,0.0,0.05,81.55,31.58,50.72,0.74,19.0,3.0,4.0,Chile Primera,3.0
Cris Martínez,0.07,0.21,50.0,1.36,0.0,0.0,0.29,0.11,0.07,68.59,50.0,46.19,0.71,28.0,2.0,4.0,Chile Primera,3.0
Clemente Montes,0.18,0.24,50.0,1.0,0.06,0.0,0.24,0.06,0.0,77.98,44.44,44.59,0.47,17.0,1.0,4.0,Chile Primera,3.0
Esteban Moreira,0.18,0.0,33.33,1.47,0.06,0.0,0.18,0.0,0.0,74.15,37.1,36.13,0.41,17.0,1.0,4.0,Chile Primera,3.0
Cristián Zavala,0.05,0.05,33.33,1.05,0.0,0.0,0.26,0.0,0.0,76.12,50.0,42.03,0.32,19.0,1.0,4.0,Chile Primera,3.0
Juan Cavallaro,0.09,0.13,52.5,0.96,0.04,0.0,0.13,0.04,0.04,73.88,50.0,50.34,0.74,23.0,2.0,4.0,Chile Primera,3.0
Germán Estigarribia,0.08,0.0,42.86,0.63,0.0,0.0,0.29,0.04,0.04,61.14,45.45,46.96,0.88,24.0,2.0,4.0,Chile Primera,3.0
Andrés Vilches,0.06,0.0,64.71,0.61,0.0,0.0,0.0,0.0,0.06,76.54,32.26,36.26,0.44,18.0,3.0,4.0,Chile Primera,3.0
Mathías Pinto,0.12,0.06,50.0,1.12,0.0,0.0,0.0,0.12,0.12,74.22,42.86,35.94,0.41,17.0,2.0,4.0,Chile Primera,3.0
Cristian Aravena,0.17,0.0,28.57,0.83,0.0,0.0,0.17,0.0,0.0,73.61,25.0,44.83,0.5,12.0,2.0,4.0,Chile Primera,3.0
Marcelo Estigarribia,0.0,0.21,56.25,1.07,0.0,0.0,0.0,0.0,0.07,55.15,53.42,51.22,0.64,14.0,2.0,4.0,Chile Primera,3.0
Fabián Orellana,0.0,0.08,33.33,0.85,0.0,0.0,0.15,0.0,0.0,74.02,40.0,41.3,0.38,13.0,3.0,4.0,Chile Primera,3.0
Juan Carlos Gaete,0.04,0.48,49.3,2.52,0.0,0.0,0.52,0.12,0.04,79.21,30.43,32.35,0.28,25.0,2.0,4.0,Chile Primera,3.0
Sebastián Ubilla,0.0,0.0,50.0,0.56,0.0,0.0,0.44,0.0,0.0,70.51,23.08,46.39,0.72,18.0,3.0,4.0,Chile Primera,3.0
Ignacio Ibáñez,0.0,0.13,45.83,0.67,0.0,0.0,0.07,0.07,0.07,83.49,0.0,35.48,0.2,15.0,2.0,4.0,Chile Primera,3.0
Richard Paredes,0.11,0.11,45.45,0.95,0.0,0.0,0.05,0.0,0.0,69.95,47.06,41.84,0.79,19.0,2.0,4.0,Chile Primera,3.0
Thomas Rodríguez,0.0,0.0,45.45,0.15,0.0,0.0,0.0,0.0,0.0,79.28,50.0,42.86,0.31,13.0,2.0,4.0,Chile Primera,3.0
Maykol Sánchez,0.0,0.0,33.33,0.45,0.0,0.0,0.09,0.0,0.0,56.84,23.53,22.95,0.36,11.0,1.0,4.0,Chile Primera,3.0
José Kanté,0.88,0.13,70.97,3.06,0.13,0.0,0.5,0.63,0.38,71.67,48.39,46.04,1.13,16.0,3.0,4.0,China CFA,4.0
Rômulo,0.38,0.03,39.66,2.34,0.0,0.14,0.59,0.44,0.19,76.49,30.0,51.61,2.31,32.0,2.0,4.0,China CFA,4.0
Cryzan,0.81,0.35,47.79,3.58,0.03,1.61,0.35,0.39,0.19,79.55,39.22,43.42,1.81,31.0,2.0,4.0,China CFA,4.0
Davidson,0.55,0.21,39.86,3.27,0.0,0.0,0.09,0.52,0.39,80.22,44.58,45.85,3.24,33.0,3.0,4.0,China CFA,4.0
Marcão,1.04,0.35,45.28,4.04,0.42,0.0,0.19,0.12,0.08,56.79,64.12,49.67,1.23,26.0,2.0,4.0,China CFA,4.0
Yuning Zhang,0.63,0.17,47.73,3.6,0.2,0.95,0.13,0.2,0.13,74.28,42.98,42.23,1.87,30.0,2.0,4.0,China CFA,4.0
Paulinho,0.11,0.07,51.19,1.32,0.0,0.0,0.21,0.39,0.21,84.54,18.18,51.69,1.86,28.0,2.0,4.0,China CFA,4.0
Wu Lei,0.92,0.75,25.0,3.33,0.0,0.0,0.17,0.08,0.0,78.66,37.84,44.93,0.92,12.0,3.0,4.0,China CFA,4.0
Nyasha Mushekwi,0.58,0.45,42.5,3.23,0.1,0.0,0.32,0.16,0.1,75.42,51.82,47.55,1.55,31.0,3.0,4.0,China CFA,4.0
Marouane Fellaini,0.25,0.21,62.5,2.0,0.11,0.0,0.21,0.07,0.07,89.08,71.54,62.2,0.64,28.0,3.0,4.0,China CFA,4.0
Erik,0.31,0.23,47.14,1.65,0.0,0.0,0.35,0.19,0.35,77.4,39.58,49.84,2.92,26.0,2.0,4.0,China CFA,4.0
Felipe Silva,0.33,0.19,44.0,1.95,0.1,4.76,0.14,0.14,0.19,65.17,59.7,50.8,1.33,21.0,3.0,4.0,China CFA,4.0
Liangming Lin,0.44,0.19,28.85,2.56,0.15,0.0,0.44,0.11,0.07,68.19,51.52,44.51,1.0,27.0,2.0,4.0,China CFA,4.0
Ademilson,0.41,0.19,36.84,2.11,0.0,0.0,0.11,0.04,0.15,80.28,36.67,47.98,1.48,27.0,2.0,4.0,China CFA,4.0
Júnior Negrão,0.45,0.1,52.63,2.45,0.05,0.63,0.0,0.1,0.05,69.91,53.19,44.44,0.4,20.0,3.0,4.0,China CFA,4.0
Jianrong Zhu,0.35,0.09,33.33,1.3,0.04,0.0,0.0,0.04,0.0,63.59,53.93,54.61,1.17,23.0,3.0,4.0,China CFA,4.0
Liyu Yang,0.28,0.03,46.51,1.91,0.09,0.0,0.25,0.16,0.0,72.82,41.44,48.3,0.97,32.0,2.0,4.0,China CFA,4.0
Oscar Taty Maritu,0.21,0.31,54.55,1.97,0.03,0.0,0.07,0.24,0.28,72.28,52.13,49.35,2.1,29.0,1.0,4.0,China CFA,4.0
Aleksa Vukanović,0.35,0.27,44.23,1.92,0.0,0.0,0.38,0.04,0.19,71.79,41.98,41.9,1.65,26.0,3.0,4.0,China CFA,4.0
Henrique Dourado,0.38,0.08,55.0,2.54,0.0,0.0,0.0,0.31,0.31,75.13,56.82,49.69,2.92,13.0,3.0,4.0,China CFA,4.0
Christian Bassogog,0.23,0.23,46.99,1.41,0.0,0.0,0.18,0.23,0.14,77.25,27.27,46.41,1.09,22.0,2.0,4.0,China CFA,4.0
Felicio Brown Forbes,0.4,0.23,42.86,2.23,0.03,0.0,0.07,0.03,0.03,77.61,40.79,39.76,1.37,30.0,3.0,4.0,China CFA,4.0
Guido Carrillo,0.15,0.31,50.0,2.69,0.08,0.0,0.08,0.08,0.08,77.87,56.58,49.59,0.62,13.0,3.0,4.0,China CFA,4.0
Long Tan,0.31,0.16,51.61,1.94,0.03,0.0,0.31,0.16,0.13,76.71,45.74,44.85,1.44,32.0,3.0,4.0,China CFA,4.0
Song Wenjie,0.22,0.13,43.75,1.57,0.09,0.0,0.13,0.13,0.09,69.08,59.49,53.14,1.0,23.0,3.0,4.0,China CFA,4.0
Issa Kallon,0.06,0.17,57.14,0.67,0.0,0.0,0.17,0.33,0.22,82.49,33.33,65.82,1.39,18.0,2.0,4.0,China CFA,4.0
Matheus Saldanha,0.16,0.58,42.55,2.32,0.0,0.0,0.16,0.26,0.21,72.81,22.37,43.33,3.53,19.0,1.0,4.0,China CFA,4.0
Frank Acheampong,0.33,0.13,49.18,1.88,0.04,1.39,0.04,0.04,0.04,84.12,33.96,49.09,3.25,24.0,2.0,4.0,China CFA,4.0
Fernando Karanga,0.45,0.32,35.62,2.09,0.14,0.0,0.27,0.0,0.09,67.08,44.12,41.79,1.95,22.0,3.0,4.0,China CFA,4.0
Shihao Wei,0.21,0.1,45.92,2.34,0.0,0.43,0.24,0.0,0.07,80.15,35.29,45.67,1.97,29.0,2.0,4.0,China CFA,4.0
Romain Alessandrini,0.14,0.0,11.76,1.21,0.0,0.0,0.36,0.29,0.14,80.28,52.38,45.45,1.93,14.0,3.0,4.0,China CFA,4.0
Ziming Wang,0.2,0.12,55.0,1.32,0.08,0.0,0.2,0.0,0.08,82.51,52.78,48.25,0.96,25.0,2.0,4.0,China CFA,4.0
Cherif Ndiaye,0.38,0.63,44.83,2.29,0.13,0.0,0.04,0.04,0.04,78.76,35.11,39.54,1.92,24.0,2.0,4.0,China CFA,4.0
Streli Mamba,0.19,0.31,50.0,1.31,0.0,0.0,0.19,0.06,0.0,72.53,22.22,35.34,0.56,16.0,2.0,4.0,China CFA,4.0
Yan Xiangchuang,0.11,0.11,25.0,1.26,0.0,0.0,0.04,0.15,0.3,70.37,22.58,29.53,0.48,27.0,3.0,4.0,China CFA,4.0
Xie Weijun,0.25,0.21,33.33,1.11,0.14,0.0,0.32,0.0,0.07,59.77,51.92,50.59,1.18,28.0,2.0,4.0,China CFA,4.0
Lin Gao,0.2,0.1,31.82,0.9,0.05,0.0,0.15,0.0,0.0,71.3,39.73,46.67,1.65,20.0,3.0,4.0,China CFA,4.0
Ruofan Liu,0.08,0.2,50.0,1.44,0.04,0.0,0.2,0.12,0.08,69.6,56.25,48.29,0.96,25.0,1.0,4.0,China CFA,4.0
Shenglong Li,0.07,0.2,0.0,1.0,0.07,0.0,0.07,0.13,0.07,72.45,47.22,47.5,0.87,15.0,3.0,4.0,China CFA,4.0
Guichao Wu,0.1,0.14,71.43,0.81,0.0,0.0,0.24,0.0,0.1,84.85,16.67,42.31,0.62,21.0,2.0,4.0,China CFA,4.0
Robert Berić,0.15,0.31,42.86,1.88,0.0,0.0,0.04,0.08,0.08,75.57,29.79,41.28,1.5,26.0,3.0,4.0,China CFA,4.0
Chisom Egbuchulam,0.16,0.21,57.14,1.47,0.05,0.0,0.21,0.05,0.0,73.77,33.85,39.23,0.32,19.0,3.0,4.0,China CFA,4.0
Deabeas Owusu-Sekyere,0.24,0.24,56.82,1.71,0.0,0.0,0.12,0.24,0.24,70.72,39.13,44.1,1.41,17.0,1.0,4.0,China CFA,4.0
Tianyu Guo,0.19,0.25,11.11,2.38,0.06,0.0,0.13,0.0,0.0,70.93,60.66,42.5,0.63,16.0,1.0,4.0,China CFA,4.0
Zhang Wei,0.29,0.1,37.5,1.43,0.1,0.0,0.33,0.1,0.05,61.0,37.66,37.5,0.76,21.0,1.0,4.0,China CFA,4.0
Xu Yang,0.2,0.05,30.77,0.6,0.1,0.0,0.1,0.05,0.1,53.9,51.38,47.94,1.35,20.0,3.0,4.0,China CFA,4.0
Chen Keqiang,0.2,0.2,15.38,1.2,0.0,0.0,0.4,0.0,0.0,75.61,41.67,39.62,0.4,15.0,1.0,4.0,China CFA,4.0
Hu Jinghang,0.03,0.07,47.83,1.31,0.03,0.0,0.31,0.03,0.1,77.08,58.95,54.46,2.52,29.0,2.0,4.0,China CFA,4.0
Hong Gui,0.12,0.04,41.38,1.2,0.0,0.0,0.2,0.08,0.16,74.9,22.41,31.79,0.8,25.0,2.0,4.0,China CFA,4.0
Liu Zhurun,0.12,0.12,45.0,0.59,0.0,0.0,0.18,0.18,0.06,70.59,15.79,38.75,0.71,17.0,1.0,4.0,China CFA,4.0
Dong Han,0.14,0.14,33.33,0.64,0.0,0.0,0.0,0.0,0.0,76.88,42.86,44.29,0.71,14.0,1.0,4.0,China CFA,4.0
Jingbin Wang,0.0,0.04,16.67,0.62,0.0,0.0,0.04,0.08,0.0,69.02,36.26,37.14,0.5,26.0,2.0,4.0,China CFA,4.0
Zhao Ziye,0.1,0.05,33.33,0.33,0.05,0.0,0.43,0.0,0.0,71.72,54.55,44.44,1.29,21.0,1.0,4.0,China CFA,4.0
Ling Jie,0.09,0.18,33.33,0.59,0.0,0.0,0.0,0.0,0.05,74.7,20.83,35.64,1.32,22.0,1.0,4.0,China CFA,4.0
Meng Junjie,0.0,0.0,0.0,0.36,0.0,0.0,0.18,0.0,0.0,78.72,33.33,41.18,0.64,11.0,2.0,4.0,China CFA,4.0
Shipeng Luo,0.0,0.0,0.0,0.23,0.0,0.0,0.08,0.0,0.0,79.41,35.71,33.33,0.31,13.0,1.0,4.0,China CFA,4.0
Du Yuezheng,0.0,0.0,75.0,0.36,0.0,0.0,0.14,0.0,0.0,73.53,26.92,34.29,0.5,14.0,1.0,4.0,China CFA,4.0
Xiang Baixu,0.0,0.25,50.0,0.5,0.0,0.0,0.0,0.0,0.0,69.37,39.39,46.67,1.25,12.0,2.0,4.0,China CFA,4.0
Wei Ren,0.0,0.05,26.67,0.64,0.0,0.0,0.55,0.05,0.05,74.1,34.74,43.88,2.41,22.0,2.0,4.0,China CFA,4.0
Congyao Yin,0.0,0.13,20.0,0.4,0.0,0.0,0.2,0.0,0.0,69.23,33.33,41.3,0.53,15.0,2.0,4.0,China CFA,4.0
Luis Carlos Ruiz Morales,0.61,0.11,57.14,2.28,0.11,0.0,0.17,0.11,0.06,68.84,43.55,54.19,2.22,18.0,3.0,4.0,Colombia Primera,3.0
