Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %,Interceptions,Big chances created,Assists,Accurate passes %,Aerial duels won %,Total duels won %,Was fouled,Appearances,Age Range,Position,League,Level
Andrea Petagna,0.13,0.13,64.52,1.16,0.0,0.0,0.1,0.19,0.16,74.29,52.0,44.86,0.97,31.0,2.0,4.0,Italia Serie A,1.0
Ante Rebić,0.13,0.17,51.72,1.17,0.0,0.0,0.04,0.17,0.09,62.15,44.44,42.62,0.65,23.0,2.0,4.0,Italia Serie A,1.0
Luka Jović,0.19,0.29,71.43,1.84,0.06,0.0,0.06,0.06,0.1,77.47,34.94,35.8,0.26,31.0,2.0,4.0,Italia Serie A,1.0
David Okereke,0.21,0.12,52.7,1.85,0.03,0.0,0.3,0.03,0.0,72.55,36.03,41.69,1.0,33.0,2.0,4.0,Italia Serie A,1.0
Nicola Sansone,0.22,0.11,37.5,1.22,0.0,0.0,0.0,0.11,0.11,78.97,0.0,39.08,0.89,18.0,2.0,4.0,Italia Serie A,1.0
Beto,0.3,0.21,44.44,1.85,0.03,0.0,0.18,0.12,0.03,65.74,52.59,42.6,0.79,33.0,2.0,4.0,Italia Serie A,1.0
Krzysztof Piątek,0.12,0.24,50.0,1.76,0.0,0.0,0.03,0.09,0.15,70.15,43.9,43.4,1.3,33.0,2.0,4.0,Italia Serie A,1.0
Ilija Nestorovski,0.1,0.0,75.0,0.67,0.0,0.0,0.1,0.05,0.05,71.6,25.53,40.95,1.0,21.0,2.0,4.0,Italia Serie A,1.0
Isaac Success,0.03,0.1,50.85,1.17,0.0,0.0,0.13,0.17,0.2,67.45,44.71,49.51,2.57,30.0,2.0,4.0,Italia Serie A,1.0
Yann Karamoh,0.19,0.05,50.98,0.95,0.0,0.0,0.0,0.05,0.0,79.4,22.58,40.48,0.62,21.0,2.0,4.0,Italia Serie A,1.0
Giacomo Raspadori,0.08,0.08,44.44,1.58,0.0,0.0,0.15,0.08,0.08,81.16,27.27,42.31,0.46,26.0,2.0,4.0,Italia Serie A,1.0
M'Bala Nzola,0.41,0.41,40.26,2.06,0.03,0.0,0.22,0.06,0.06,80.27,34.13,33.59,1.34,32.0,2.0,4.0,Italia Serie A,1.0
Duván Zapata,0.08,0.12,55.56,1.64,0.0,0.0,0.16,0.0,0.08,72.31,49.41,46.72,1.48,25.0,2.0,4.0,Italia Serie A,1.0
Daniel Ciofani,0.25,0.06,0.0,1.0,0.03,0.0,0.06,0.03,0.0,62.5,34.31,37.84,0.47,32.0,2.0,4.0,Italia Serie A,1.0
Assan Ceesay,0.18,0.15,64.71,1.24,0.0,0.0,0.09,0.03,0.0,58.81,43.75,46.08,0.79,34.0,2.0,4.0,Italia Serie A,1.0
Cyriel Dessers,0.23,0.19,37.14,1.92,0.0,0.0,0.12,0.08,0.08,65.3,25.0,29.67,0.54,26.0,2.0,4.0,Italia Serie A,1.0
Sam Lammers,0.06,0.15,50.0,1.55,0.03,0.0,0.27,0.06,0.06,66.03,46.67,47.89,0.94,33.0,2.0,4.0,Italia Serie A,1.0
Federico Bonazzoli,0.08,0.04,57.14,1.33,0.0,0.0,0.13,0.08,0.04,75.36,27.27,47.01,1.33,24.0,2.0,4.0,Italia Serie A,1.0
Rasmus Højlund,0.28,0.34,47.46,1.69,0.0,0.0,0.03,0.03,0.06,74.29,36.67,36.6,1.0,32.0,2.0,4.0,Italia Serie A,1.0
Federico Di Francesco,0.06,0.08,39.13,1.08,0.0,0.0,0.22,0.14,0.06,72.35,25.0,40.48,0.89,36.0,2.0,4.0,Italia Serie A,1.0
Samuel Iling Junior,0.08,0.0,50.0,0.33,0.0,0.0,0.17,0.0,0.08,84.55,25.0,37.5,0.17,12.0,2.0,4.0,Italia Serie A,1.0
Daniel Maldini,0.11,0.06,56.1,0.83,0.0,0.0,0.06,0.06,0.0,72.89,41.38,51.18,1.0,18.0,2.0,4.0,Italia Serie A,1.0
Giovanni Simeone,0.16,0.08,58.33,0.56,0.08,0.0,0.04,0.12,0.04,73.08,24.0,41.46,0.36,25.0,2.0,4.0,Italia Serie A,1.0
Mario Pašalić,0.16,0.16,34.78,1.0,0.0,0.0,0.66,0.06,0.06,80.92,50.68,41.71,0.5,32.0,2.0,4.0,Italia Serie A,1.0
Andrea Pinamonti,0.16,0.03,37.04,2.09,0.0,0.0,0.06,0.09,0.0,66.94,31.3,33.21,0.97,32.0,2.0,4.0,Italia Serie A,1.0
Ola Solbakken,0.07,0.07,45.45,0.64,0.0,0.0,0.14,0.14,0.14,72.41,26.67,30.51,0.5,14.0,2.0,4.0,Italia Serie A,1.0
Joaquín Correa,0.12,0.04,51.85,0.85,0.0,0.0,0.12,0.08,0.04,80.36,25.0,43.24,0.69,26.0,2.0,4.0,Italia Serie A,1.0
Francesco Caputo,0.17,0.28,23.53,1.69,0.0,0.0,0.08,0.11,0.11,71.89,31.51,39.2,1.28,36.0,2.0,4.0,Italia Serie A,1.0
Adolfo Gaich,0.12,0.24,68.42,1.47,0.0,0.0,0.18,0.0,0.0,57.49,34.18,39.31,0.82,17.0,2.0,4.0,Italia Serie A,1.0
Riccardo Sottil,0.0,0.0,38.24,1.17,0.0,0.0,0.0,0.06,0.11,87.61,37.5,51.09,1.5,18.0,2.0,4.0,Italia Serie A,1.0
Divock Origi,0.07,0.15,62.5,1.07,0.0,0.0,0.0,0.04,0.04,70.17,30.61,39.86,0.63,27.0,2.0,4.0,Italia Serie A,1.0
Thomas Henry,0.13,0.06,21.43,1.13,0.13,0.0,0.0,0.06,0.0,53.24,53.49,40.46,1.0,16.0,2.0,4.0,Italia Serie A,1.0
Yayah Kallon,0.05,0.14,36.36,0.91,0.0,0.0,0.36,0.14,0.05,68.69,29.03,42.98,0.95,22.0,2.0,4.0,Italia Serie A,1.0
Fabio Quagliarella,0.04,0.17,57.14,1.57,0.0,0.0,0.0,0.0,0.04,68.28,24.32,43.04,0.83,23.0,2.0,4.0,Italia Serie A,1.0
Jesé Rodríguez,0.09,0.0,75.0,0.27,0.0,0.0,0.09,0.09,0.09,71.43,14.29,37.5,0.45,11.0,2.0,4.0,Italia Serie A,1.0
Lorenzo Colombo,0.15,0.06,33.33,1.36,0.0,0.0,0.06,0.09,0.06,64.35,25.63,28.05,0.48,33.0,2.0,4.0,Italia Serie A,1.0
Joshua Zirkzee,0.11,0.21,45.71,1.53,0.0,0.0,0.21,0.11,0.11,77.87,32.43,33.33,0.47,19.0,2.0,4.0,Italia Serie A,1.0
Demba Seck,0.0,0.05,60.0,0.53,0.0,0.0,0.05,0.05,0.0,80.13,41.18,53.57,0.95,19.0,2.0,4.0,Italia Serie A,1.0
Erik Botheim,0.04,0.0,33.33,0.25,0.0,0.0,0.0,0.11,0.11,72.77,44.0,42.31,0.39,28.0,2.0,4.0,Italia Serie A,1.0
Matteo Cancellieri,0.0,0.0,42.86,0.3,0.0,0.0,0.05,0.05,0.0,75.95,57.14,51.92,0.5,20.0,2.0,4.0,Italia Serie A,1.0
Moise Kean,0.21,0.25,39.47,1.36,0.0,0.0,0.18,0.04,0.0,71.51,45.0,37.88,0.64,28.0,2.0,4.0,Italia Serie A,1.0
Roberto Piccoli,0.1,0.05,42.86,0.8,0.0,0.0,0.05,0.05,0.0,64.1,35.0,32.48,0.3,20.0,2.0,4.0,Italia Serie A,1.0
Nemanja Radonjić,0.07,0.21,44.44,1.86,0.0,0.0,0.07,0.14,0.07,71.79,33.33,36.82,0.61,28.0,2.0,4.0,Italia Serie A,1.0
Kevin Lasagna,0.04,0.23,41.94,2.0,0.0,0.0,0.19,0.08,0.08,64.41,22.73,30.88,0.85,26.0,2.0,4.0,Italia Serie A,1.0
Mattia Destro,0.06,0.12,50.0,1.18,0.0,0.0,0.06,0.06,0.0,55.84,28.57,31.58,0.29,17.0,2.0,4.0,Italia Serie A,1.0
Pietro Pellegri,0.11,0.0,21.43,0.56,0.0,0.0,0.0,0.06,0.0,79.22,25.0,30.09,0.78,18.0,2.0,4.0,Italia Serie A,1.0
Agustín Álvarez,0.05,0.09,46.67,0.64,0.05,0.0,0.14,0.05,0.05,83.75,36.36,36.76,0.18,22.0,2.0,4.0,Italia Serie A,1.0
Eldor Shomurodov,0.05,0.23,40.63,1.18,0.0,0.0,0.18,0.09,0.09,70.87,36.36,34.78,0.55,22.0,2.0,4.0,Italia Serie A,1.0
Martín Satriano,0.06,0.19,41.3,1.23,0.06,0.0,0.1,0.03,0.03,69.01,41.35,39.25,0.94,31.0,2.0,4.0,Italia Serie A,1.0
Emil Konradsen Ceide,0.0,0.11,36.36,0.53,0.0,0.0,0.05,0.16,0.05,74.38,25.0,42.0,0.37,19.0,2.0,4.0,Italia Serie A,1.0
Diego Valencia,0.0,0.0,0.0,0.08,0.0,0.0,0.08,0.0,0.0,68.75,33.33,41.03,0.5,12.0,2.0,4.0,Italia Serie A,1.0
Lameck Banda,0.06,0.08,50.0,1.0,0.0,0.0,0.22,0.03,0.03,72.97,17.95,41.92,1.03,36.0,2.0,4.0,Italia Serie A,1.0
Florian Thauvin,0.0,0.0,32.26,0.63,0.0,0.0,0.13,0.13,0.0,77.27,50.0,32.1,0.44,16.0,2.0,4.0,Italia Serie A,1.0
Grégoire Defrel,0.07,0.15,33.33,0.59,0.0,0.0,0.07,0.04,0.04,85.02,20.0,31.58,0.52,27.0,2.0,4.0,Italia Serie A,1.0
Andrea Belotti,0.0,0.26,28.0,0.65,0.0,0.0,0.1,0.03,0.06,68.16,37.11,44.17,1.16,31.0,2.0,4.0,Italia Serie A,1.0
Emmanuel Gyasi,0.06,0.09,19.44,0.97,0.0,0.0,0.23,0.03,0.0,81.55,25.0,31.16,1.06,35.0,2.0,4.0,Italia Serie A,1.0
Christian Gytkjær,0.05,0.23,60.0,0.59,0.0,0.0,0.0,0.0,0.0,69.0,33.33,38.46,0.27,22.0,2.0,4.0,Italia Serie A,1.0
Felix Afena-Gyan,0.0,0.09,36.84,0.91,0.0,0.0,0.04,0.0,0.0,76.63,28.33,29.58,0.48,23.0,2.0,4.0,Italia Serie A,1.0
Joel Pohjanpalo,0.51,0.27,52.0,2.57,0.08,0.0,0.08,0.16,0.19,69.45,50.94,49.51,0.57,37.0,2.0,4.0,Italia Serie B,2.0
Franco Vázquez,0.31,0.22,51.5,2.75,0.06,0.0,0.83,0.22,0.19,78.55,52.21,50.0,4.03,36.0,3.0,4.0,Italia Serie B,2.0
Walid Cheddira,0.55,0.45,48.53,2.65,0.13,0.0,0.0,0.13,0.16,71.48,41.03,44.82,1.77,31.0,2.0,4.0,Italia Serie B,2.0
Roberto Insigne,0.25,0.16,41.46,2.03,0.0,0.0,0.44,0.28,0.06,84.77,36.84,43.42,0.63,32.0,2.0,4.0,Italia Serie B,2.0
Gianluca Lapadula,0.58,0.44,44.0,2.78,0.19,0.0,0.06,0.06,0.11,68.26,44.3,42.32,1.44,36.0,3.0,4.0,Italia Serie B,2.0
Alberto Cerri,0.26,0.29,60.34,2.79,0.09,0.0,0.21,0.18,0.09,56.53,55.25,49.72,2.24,34.0,2.0,4.0,Italia Serie B,2.0
Albert Guðmundsson,0.31,0.11,58.82,1.78,0.0,0.0,0.39,0.14,0.11,82.69,23.53,43.8,1.72,36.0,2.0,4.0,Italia Serie B,2.0
Camillo Ciano,0.26,0.0,31.82,1.47,0.05,0.0,0.21,0.21,0.16,66.87,32.5,43.14,1.21,19.0,3.0,4.0,Italia Serie B,2.0
Raphael Odogwu,0.24,0.19,54.0,1.89,0.11,0.0,0.14,0.05,0.08,63.34,51.1,49.82,2.19,37.0,3.0,4.0,Italia Serie B,2.0
Massimo Coda,0.32,0.29,36.17,2.94,0.0,0.0,0.03,0.32,0.19,66.25,37.98,30.74,0.35,31.0,3.0,4.0,Italia Serie B,2.0
Andrea Favilli,0.35,0.23,48.28,2.15,0.12,0.0,0.12,0.12,0.12,62.3,46.73,45.73,2.15,26.0,2.0,4.0,Italia Serie B,2.0
Diego Farias,0.14,0.05,51.85,1.43,0.05,0.0,0.29,0.19,0.19,80.85,62.5,44.0,0.62,21.0,3.0,4.0,Italia Serie B,2.0
Matteo Brunori,0.47,0.36,40.26,2.75,0.08,0.0,0.11,0.14,0.11,61.88,36.21,41.43,1.75,36.0,2.0,4.0,Italia Serie B,2.0
Gabriele Moncini,0.28,0.22,54.17,1.97,0.16,0.0,0.16,0.16,0.19,67.63,49.73,46.0,0.94,32.0,2.0,4.0,Italia Serie B,2.0
Sebastiano Esposito,0.36,0.09,50.0,1.91,0.0,3.03,0.36,0.0,0.18,72.39,27.27,41.11,1.82,11.0,1.0,4.0,Italia Serie B,2.0
Federico Ricci,0.0,0.18,25.0,1.55,0.0,0.0,0.36,0.18,0.18,73.86,28.57,41.94,0.91,11.0,2.0,4.0,Italia Serie B,2.0
Ettore Gliozzi,0.31,0.25,33.33,1.94,0.06,0.0,0.19,0.09,0.09,62.56,41.33,43.48,1.16,32.0,2.0,4.0,Italia Serie B,2.0
Leonardo Pavoletti,0.26,0.26,50.0,1.65,0.09,0.0,0.04,0.04,0.0,64.88,71.19,59.2,0.61,23.0,3.0,4.0,Italia Serie B,2.0
Francesco Di Mariano,0.15,0.3,25.93,1.67,0.0,0.0,0.41,0.26,0.11,77.25,43.24,54.39,2.63,27.0,2.0,4.0,Italia Serie B,2.0
Matteo Rover,0.14,0.08,47.37,1.5,0.0,0.0,0.72,0.14,0.14,68.55,43.1,48.28,0.61,36.0,1.0,4.0,Italia Serie B,2.0
Luca Strizzolo,0.25,0.03,50.0,1.25,0.09,0.0,0.22,0.13,0.0,56.54,49.72,46.64,0.78,32.0,3.0,4.0,Italia Serie B,2.0
Patrick Cutrone,0.26,0.09,48.48,1.91,0.0,0.0,0.37,0.09,0.06,73.77,24.69,37.33,0.8,35.0,2.0,4.0,Italia Serie B,2.0
Lucas Da Cunha,0.14,0.07,45.0,1.29,0.0,2.38,0.21,0.07,0.14,84.17,26.67,36.47,0.29,14.0,1.0,4.0,Italia Serie B,2.0
Samuele Mulattieri,0.41,0.1,38.1,1.45,0.07,0.0,0.1,0.07,0.14,77.13,26.79,29.27,0.48,29.0,1.0,4.0,Italia Serie B,2.0
Federico Melchiorri,0.17,0.17,50.0,1.28,0.0,0.0,0.17,0.11,0.06,38.55,53.41,51.66,0.78,18.0,3.0,4.0,Italia Serie B,2.0
Jaime Báez,0.06,0.06,61.9,0.76,0.0,0.0,0.24,0.12,0.12,77.32,33.33,44.44,0.65,17.0,2.0,4.0,Italia Serie B,2.0
Jérémy Ménez,0.15,0.12,54.41,1.24,0.0,0.0,0.09,0.15,0.09,81.22,12.5,49.82,1.94,33.0,3.0,4.0,Italia Serie B,2.0
Giuseppe Caso,0.26,0.17,47.79,2.31,0.0,0.0,0.03,0.14,0.09,81.29,37.5,49.78,1.49,35.0,2.0,4.0,Italia Serie B,2.0
Anthony Partipilo,0.19,0.36,42.11,2.47,0.0,0.0,0.44,0.19,0.08,70.77,32.14,41.45,1.69,36.0,2.0,4.0,Italia Serie B,2.0
Nicholas Pierini,0.11,0.06,46.34,0.8,0.0,1.43,0.2,0.03,0.0,78.7,37.5,51.61,1.03,35.0,2.0,4.0,Italia Serie B,2.0
Ernesto Torregrossa,0.25,0.04,50.0,0.96,0.0,0.0,0.04,0.13,0.08,56.54,39.24,41.33,1.54,24.0,3.0,4.0,Italia Serie B,2.0
Andrea La Mantia,0.15,0.29,25.0,1.85,0.03,0.0,0.24,0.06,0.06,58.18,61.84,55.81,1.41,34.0,3.0,4.0,Italia Serie B,2.0
Mattia Aramu,0.08,0.12,34.62,1.31,0.04,0.0,0.23,0.12,0.08,78.69,25.0,43.98,2.0,26.0,2.0,4.0,Italia Serie B,2.0
Gennaro Borrelli,0.26,0.04,25.0,1.17,0.13,0.0,0.0,0.09,0.04,62.5,47.89,39.53,0.43,23.0,1.0,4.0,Italia Serie B,2.0
Tommy Maistrello,0.21,0.11,46.15,0.95,0.05,0.0,0.16,0.0,0.0,48.64,57.24,53.51,1.11,19.0,2.0,4.0,Italia Serie B,2.0
Cedric Gondo,0.21,0.09,50.0,1.59,0.0,0.0,0.21,0.03,0.0,60.05,46.09,44.89,1.82,34.0,2.0,4.0,Italia Serie B,2.0
Stefano Moreo,0.11,0.25,44.74,1.5,0.06,0.0,0.31,0.03,0.03,58.28,53.6,51.0,0.89,36.0,2.0,4.0,Italia Serie B,2.0
Florian Ayé,0.22,0.14,53.33,1.7,0.14,0.0,0.03,0.05,0.05,62.45,41.87,43.53,0.81,37.0,2.0,4.0,Italia Serie B,2.0
Giuseppe Ambrosino,0.11,0.11,53.85,1.58,0.0,0.0,0.05,0.0,0.11,73.61,33.33,41.23,1.05,19.0,1.0,4.0,Italia Serie B,2.0
Caleb Ekuban,0.14,0.36,56.0,2.0,0.0,0.0,0.0,0.14,0.14,71.92,65.63,50.98,0.79,14.0,2.0,4.0,Italia Serie B,2.0
César Falletti,0.09,0.06,59.52,1.0,0.0,0.0,0.09,0.19,0.0,82.55,7.69,48.3,0.97,32.0,3.0,4.0,Italia Serie B,2.0
Giuseppe Sibilli,0.09,0.0,55.07,1.59,0.03,0.0,0.44,0.06,0.0,74.91,31.48,43.12,1.22,32.0,2.0,4.0,Italia Serie B,2.0
Gennaro Tutino,0.14,0.14,55.1,1.17,0.0,0.0,0.11,0.06,0.06,78.08,35.19,44.33,1.09,35.0,2.0,4.0,Italia Serie B,2.0
Mirco Antenucci,0.28,0.13,34.48,1.5,0.03,3.13,0.16,0.19,0.06,80.46,36.0,40.48,0.84,32.0,3.0,4.0,Italia Serie B,2.0
Gaetano Masucci,0.26,0.04,100.0,0.87,0.04,0.0,0.13,0.0,0.09,61.42,28.99,34.48,0.48,23.0,3.0,4.0,Italia Serie B,2.0
Leonardo Mancuso,0.19,0.13,42.11,1.22,0.03,0.0,0.09,0.09,0.09,71.85,38.33,41.21,0.81,32.0,3.0,4.0,Italia Serie B,2.0
Federico Dionisi,0.15,0.06,36.36,1.76,0.0,0.0,0.06,0.06,0.09,69.66,32.93,38.99,1.39,33.0,3.0,4.0,Italia Serie B,2.0
Davide Diaw,0.34,0.34,42.62,2.34,0.14,0.0,0.03,0.0,0.03,56.42,45.83,39.83,1.52,29.0,3.0,4.0,Italia Serie B,2.0
Pedro Mendes,0.13,0.2,33.33,1.53,0.0,0.0,0.07,0.0,0.03,56.1,53.7,51.03,0.93,30.0,1.0,4.0,Italia Serie B,2.0
Aurélien Scheidler,0.16,0.16,57.89,1.21,0.0,0.0,0.05,0.05,0.11,60.31,57.58,46.76,0.42,19.0,2.0,4.0,Italia Serie B,2.0
Eddie Salcedo,0.17,0.09,33.33,1.26,0.04,0.0,0.17,0.04,0.04,81.82,44.74,44.85,0.91,23.0,1.0,4.0,Italia Serie B,2.0
Rigoberto Rivas,0.08,0.16,40.0,1.03,0.0,0.0,0.26,0.08,0.05,72.27,42.62,40.67,0.61,38.0,2.0,4.0,Italia Serie B,2.0
Luca Vido,0.04,0.04,69.23,0.84,0.0,0.0,0.04,0.08,0.0,70.55,39.39,45.68,0.28,25.0,2.0,4.0,Italia Serie B,2.0
Luca Moro,0.18,0.18,32.0,1.29,0.06,0.0,0.12,0.03,0.0,67.71,32.06,40.14,1.62,34.0,1.0,4.0,Italia Serie B,2.0
Valentin Mihăilă,0.13,0.2,50.0,1.8,0.0,1.33,0.07,0.0,0.2,74.72,50.0,42.65,0.4,15.0,1.0,4.0,Italia Serie B,2.0
Francesco Forte,0.18,0.15,45.0,1.68,0.03,0.0,0.26,0.03,0.06,66.2,39.78,37.95,0.85,34.0,2.0,4.0,Italia Serie B,2.0
Luigi Canotto,0.16,0.16,43.75,1.57,0.0,0.0,0.08,0.19,0.08,79.27,28.57,39.78,0.86,37.0,2.0,4.0,Italia Serie B,2.0
Zito Luvumbo,0.08,0.03,46.15,1.28,0.0,0.0,0.03,0.11,0.06,73.97,10.34,44.96,1.69,36.0,1.0,4.0,Italia Serie B,2.0
Ignacio Lores Varela,0.0,0.04,45.45,1.04,0.0,0.0,0.39,0.07,0.04,59.37,35.96,44.28,1.25,28.0,3.0,4.0,Italia Serie B,2.0
Giacomo Beretta,0.17,0.17,60.0,1.17,0.0,0.0,0.0,0.08,0.17,68.04,28.26,36.05,0.83,12.0,3.0,4.0,Italia Serie B,2.0
Edoardo Soleri,0.14,0.1,21.05,1.17,0.1,0.0,0.03,0.1,0.07,63.45,38.98,40.57,0.72,29.0,2.0,4.0,Italia Serie B,2.0
Samuel Di Carmine,0.14,0.31,16.67,1.66,0.03,0.0,0.0,0.03,0.03,64.46,51.61,41.03,0.83,29.0,3.0,4.0,Italia Serie B,2.0
Joaquín Larrivey,0.12,0.06,40.0,0.45,0.06,0.0,0.18,0.03,0.0,63.03,48.03,46.58,0.45,33.0,3.0,4.0,Italia Serie B,2.0
Nik Prelec,0.0,0.17,37.5,0.67,0.0,0.0,0.08,0.08,0.17,65.03,41.3,40.66,1.17,12.0,1.0,4.0,Italia Serie B,2.0
Alessandro Gabrielloni,0.14,0.1,27.27,1.17,0.07,0.0,0.03,0.07,0.03,65.61,33.33,37.57,0.86,29.0,2.0,4.0,Italia Serie B,2.0
Raúl Asencio,0.12,0.29,50.0,1.47,0.0,0.0,0.18,0.12,0.06,56.41,49.56,45.41,1.0,17.0,2.0,4.0,Italia Serie B,2.0
Nicholas Bonfanti,0.23,0.17,50.0,1.6,0.07,0.0,0.03,0.03,0.03,62.19,36.67,36.11,0.43,30.0,1.0,4.0,Italia Serie B,2.0
Marco Olivieri,0.08,0.2,54.29,1.52,0.0,0.0,0.08,0.04,0.0,69.26,20.0,39.01,0.88,25.0,1.0,4.0,Italia Serie B,2.0
Dennis Johnsen,0.09,0.21,34.07,0.82,0.0,0.0,0.21,0.18,0.15,66.94,38.81,35.41,0.55,33.0,2.0,4.0,Italia Serie B,2.0
Emanuele Cicerelli,0.0,0.03,43.48,0.45,0.0,0.0,0.1,0.1,0.03,77.44,45.0,45.67,0.79,29.0,2.0,4.0,Italia Serie B,2.0
Gabriele Gori,0.09,0.06,33.33,0.97,0.03,0.0,0.03,0.06,0.03,62.23,49.15,44.39,0.56,34.0,1.0,4.0,Italia Serie B,2.0
Miloš Bočić,0.0,0.0,37.5,0.25,0.0,0.0,0.17,0.17,0.08,74.63,66.67,54.55,0.92,12.0,1.0,4.0,Italia Serie B,2.0
Giuseppe Di Serio,0.19,0.19,33.33,1.11,0.04,0.0,0.07,0.04,0.07,67.27,31.25,36.02,1.11,27.0,1.0,4.0,Italia Serie B,2.0
David Strelec,0.2,0.2,40.91,1.2,0.0,0.0,0.27,0.07,0.07,66.87,25.35,33.78,0.8,15.0,1.0,4.0,Italia Serie B,2.0
Christian Kouan,0.06,0.0,45.71,1.26,0.03,0.0,0.42,0.06,0.03,66.45,34.83,44.56,1.0,31.0,1.0,4.0,Italia Serie B,2.0
Ange-Yoan Bonny,0.04,0.0,56.76,0.42,0.0,0.0,0.04,0.04,0.04,84.08,28.0,48.41,0.71,24.0,1.0,4.0,Italia Serie B,2.0
Davide Marsura,0.17,0.0,43.75,0.35,0.0,0.0,0.04,0.04,0.04,80.0,34.62,39.47,0.74,23.0,2.0,4.0,Italia Serie B,2.0
Riccardo Ciervo,0.0,0.05,46.15,0.58,0.0,0.0,0.05,0.16,0.16,74.58,0.0,33.33,0.26,19.0,1.0,4.0,Italia Serie B,2.0
Soufiane Bidaoui,0.0,0.0,57.69,1.11,0.0,0.0,0.0,0.0,0.05,81.85,16.67,43.75,0.89,19.0,3.0,4.0,Italia Serie B,2.0
George Pușcaș,0.16,0.2,36.0,1.24,0.04,0.0,0.04,0.16,0.04,67.11,57.89,42.77,0.64,25.0,2.0,4.0,Italia Serie B,2.0
Marco Nasti,0.16,0.12,30.77,1.04,0.08,0.0,0.2,0.0,0.0,79.09,20.0,29.32,1.08,25.0,1.0,4.0,Italia Serie B,2.0
Roberto Inglese,0.17,0.38,50.0,1.88,0.04,0.0,0.04,0.04,0.04,67.61,40.48,37.56,0.92,24.0,3.0,4.0,Italia Serie B,2.0
Roberto Floriano,0.0,0.08,50.0,0.58,0.0,0.0,0.17,0.17,0.08,62.41,25.0,35.71,0.25,12.0,3.0,4.0,Italia Serie B,2.0
Flavio Bianchi,0.12,0.0,39.02,1.12,0.0,0.0,0.09,0.0,0.0,76.49,25.0,34.25,0.56,34.0,1.0,4.0,Italia Serie B,2.0
Diego Falcinelli,0.18,0.09,41.56,1.76,0.03,0.0,0.09,0.09,0.12,74.74,38.17,39.14,2.39,33.0,3.0,4.0,Italia Serie B,2.0
Karlo Butić,0.08,0.0,40.0,0.62,0.0,0.0,0.54,0.0,0.0,72.55,22.73,31.75,0.69,13.0,2.0,4.0,Italia Serie B,2.0
Antonino La Gumina,0.11,0.11,35.71,1.44,0.0,0.0,0.07,0.0,0.0,71.43,32.05,36.51,1.07,27.0,2.0,4.0,Italia Serie B,2.0
Simone Mazzocchi,0.09,0.15,28.13,1.18,0.06,0.0,0.21,0.0,0.0,69.08,37.39,38.37,0.79,33.0,2.0,4.0,Italia Serie B,2.0
Gabriele Capanni,0.06,0.0,71.43,0.47,0.0,0.0,0.0,0.06,0.0,87.22,20.0,48.72,0.24,17.0,1.0,4.0,Italia Serie B,2.0
Mirko Carretta,0.05,0.11,43.75,0.42,0.0,0.0,0.11,0.05,0.05,58.54,16.67,41.49,0.95,19.0,3.0,4.0,Italia Serie B,2.0
Alfredo Donnarumma,0.05,0.14,62.5,0.67,0.0,0.0,0.1,0.05,0.14,61.22,15.0,34.12,0.57,21.0,3.0,4.0,Italia Serie B,2.0
Simone Rabbi,0.09,0.22,55.56,0.7,0.0,0.0,0.0,0.0,0.0,66.87,26.67,41.01,1.17,23.0,1.0,4.0,Italia Serie B,2.0
Mattia Finotto,0.03,0.1,38.46,0.55,0.0,0.0,0.07,0.03,0.03,64.86,30.0,35.88,0.66,29.0,2.0,4.0,Italia Serie B,2.0
Christophe Lungoyi,0.04,0.07,36.59,0.81,0.0,0.0,0.15,0.0,0.04,62.77,41.18,48.18,1.22,27.0,1.0,4.0,Italia Serie B,2.0
Stefano Pettinari,0.12,0.24,33.33,1.16,0.04,0.0,0.12,0.04,0.04,62.83,42.86,40.26,0.88,25.0,3.0,4.0,Italia Serie B,2.0
Mamadou Tounkara,0.0,0.27,33.33,1.0,0.0,0.0,0.07,0.0,0.07,56.2,35.71,34.88,0.73,15.0,2.0,4.0,Italia Serie B,2.0
Ivan Delić,0.0,0.15,23.08,0.62,0.0,0.0,0.0,0.15,0.15,64.71,31.43,27.42,0.23,13.0,2.0,4.0,Italia Serie B,2.0
Andrea Magrassi,0.04,0.15,28.57,0.77,0.0,0.0,0.08,0.0,0.04,55.6,53.64,45.83,0.54,26.0,2.0,4.0,Italia Serie B,2.0
Güven Yalçın,0.0,0.18,44.12,1.23,0.0,0.0,0.09,0.09,0.05,73.24,43.24,36.0,0.32,22.0,1.0,4.0,Italia Serie B,2.0
Andrija Novakovich,0.03,0.14,47.83,0.71,0.0,0.0,0.03,0.03,0.03,66.2,53.06,42.36,0.46,35.0,2.0,4.0,Italia Serie B,2.0
Massimo Zilli,0.0,0.07,47.06,0.48,0.0,0.0,0.1,0.03,0.07,62.3,50.43,43.51,0.66,29.0,1.0,4.0,Italia Serie B,2.0
Enrico Brignola,0.1,0.15,39.29,0.95,0.0,2.5,0.15,0.0,0.0,79.56,45.45,33.96,0.5,20.0,1.0,4.0,Italia Serie B,2.0
Ryder Matos,0.0,0.0,54.55,0.33,0.0,0.0,0.0,0.0,0.07,74.19,17.65,39.06,0.87,15.0,2.0,4.0,Italia Serie B,2.0
Nicola Rauti,0.0,0.12,23.08,1.0,0.0,0.0,0.24,0.0,0.0,78.64,35.29,42.31,0.59,17.0,1.0,4.0,Italia Serie B,2.0
