Name,Interceptions,Penalty committed,Errors lead to goal,Dribbled past,Total passes,Accurate passes %,Accurate long balls %,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box,Aerial duels won %,Total duels won %,Appearances,Age Range,Position,League,Level
Filip Kurto,0.04,0.04,0.0,0.08,0.2029,0.5072,0.3121,4.0,0.21,0.29,0.13,1.33,0.33,1.0,0.8332999999999999,24.0,3.0,1.0,Australia League,4.0
Lawrence Thomas,0.0,0.0,0.04,0.0,0.34,0.78,0.4791,2.85,0.37,0.07,0.04,0.89,0.19,1.0,1.0,27.0,3.0,1.0,Australia League,4.0
Jack Duncan,0.0,0.0,0.31,0.13,0.2169,0.7896,0.4454,4.31,0.19,0.31,0.13,1.5,0.06,0.8,0.7221999999999998,16.0,2.0,1.0,Australia League,4.0
Joe Gauci,0.0,0.0,0.03,0.0,0.25620000000000004,0.7012,0.3978,3.69,0.14,0.21,0.07,1.45,0.28,1.0,0.96,29.0,1.0,1.0,Australia League,4.0
Jamie Young,0.0,0.0,0.04,0.0,0.2919,0.7206999999999999,0.4858,3.92,0.15,0.23,0.08,1.5,0.31,0.8824,0.9,26.0,3.0,1.0,Australia League,4.0
Danny Vukovic,0.0,0.0,0.03,0.07,0.3379,0.7898000000000001,0.4381999999999999,3.31,0.17,0.17,0.03,1.17,0.1,0.875,0.8125,29.0,3.0,1.0,Australia League,4.0
Oliver Sail,0.0,0.0,0.07,0.04,0.2641,0.6424000000000001,0.408,3.89,0.19,0.26,0.07,1.48,0.26,1.0,0.8571,27.0,2.0,1.0,Australia League,4.0
Paul Izzo,0.0,0.0,0.0,0.05,0.20630000000000004,0.6709,0.33849999999999997,2.74,0.26,0.11,0.0,1.11,0.05,1.0,0.8332999999999999,19.0,2.0,1.0,Australia League,4.0
Tom Glover,0.0,0.0,0.0,0.03,0.2797,0.7127,0.3497,3.0,0.24,0.21,0.03,1.14,0.21,0.8888999999999999,0.8824,29.0,2.0,1.0,Australia League,4.0
Andrew Redmayne,0.03,0.0,0.07,0.07,0.20929999999999999,0.6606000000000001,0.30560000000000004,3.1,0.17,0.14,0.03,1.31,0.24,1.0,0.8824,29.0,3.0,1.0,Australia League,4.0
Jordan Holmes,0.0,0.0,0.04,0.0,0.1926,0.4966,0.3019,2.78,0.26,0.26,0.09,1.22,0.13,1.0,0.875,23.0,2.0,1.0,Australia League,4.0
Cameron Cook,0.0,0.0,0.18,0.06,0.2482,0.6777,0.38159999999999994,3.41,0.18,0.18,0.0,1.65,0.18,1.0,0.75,17.0,1.0,1.0,Australia League,4.0
Alexander Schlager,0.0,0.0,0.0,0.0,0.34,0.6988000000000001,0.434,3.4,0.16,0.08,0.0,1.08,0.08,1.0,1.0,25.0,2.0,1.0,Austria Bundesliga,3.0
Philipp Köhn,0.03,0.0,0.03,0.0,0.265,0.7241,0.4989,2.19,0.5,0.09,0.0,0.66,0.0,1.0,1.0,32.0,2.0,1.0,Austria Bundesliga,3.0
Raphael Sallinger,0.05,0.0,0.0,0.0,0.38799999999999996,0.7062,0.47,3.1,0.25,0.2,0.0,1.2,0.15,0.9412,0.9523999999999999,20.0,2.0,1.0,Austria Bundesliga,3.0
Samuel Sahin-Radlinger,0.0,0.0,0.0,0.15,0.3335,0.6367,0.3223,3.58,0.12,0.12,0.04,1.35,0.27,0.7143,0.6111,26.0,3.0,1.0,Austria Bundesliga,3.0
Jörg Siebenhandl,0.0,0.0,0.0,0.0,0.24690000000000004,0.6809999999999999,0.35259999999999997,1.88,0.38,0.13,0.06,0.44,0.25,1.0,1.0,16.0,3.0,1.0,Austria Bundesliga,3.0
Domenik Schierl,0.0,0.0,0.0,0.07,0.3166,0.6285000000000001,0.3605,3.24,0.24,0.21,0.0,1.38,0.24,1.0,0.8571,29.0,2.0,1.0,Austria Bundesliga,3.0
Ferdinand Oswald,0.0,0.0,0.04,0.07,0.29,0.5747,0.2907,3.41,0.15,0.15,0.0,1.67,0.07,1.0,0.8462000000000001,27.0,3.0,1.0,Austria Bundesliga,3.0
Hendrik Bonmann,0.0,0.0,0.06,0.0,0.3239,0.5827,0.336,2.87,0.26,0.1,0.03,1.48,0.1,1.0,1.0,31.0,2.0,1.0,Austria Bundesliga,3.0
Tino Casali,0.0,0.0,0.04,0.0,0.3335,0.6349,0.4211,3.17,0.17,0.13,0.0,1.48,0.17,0.8888999999999999,0.9167000000000001,23.0,2.0,1.0,Austria Bundesliga,3.0
Christian Früchtl,0.0,0.0,0.0,0.0,0.31880000000000003,0.7195999999999999,0.4447,2.91,0.13,0.19,0.0,1.31,0.31,1.0,1.0,32.0,1.0,1.0,Austria Bundesliga,3.0
Arthur Okonkwo,0.0,0.0,0.0,0.0,0.20470000000000002,0.6547,0.3312,2.07,0.27,0.07,0.0,1.2,0.0,1.0,1.0,15.0,1.0,1.0,Austria Bundesliga,3.0
Niklas Hedl,0.03,0.0,0.0,0.16,0.3239,0.6713,0.42700000000000005,2.39,0.23,0.16,0.0,1.39,0.1,0.8888999999999999,0.6842,31.0,1.0,1.0,Austria Bundesliga,3.0
Phillip Menzel,0.07,0.07,0.0,0.07,0.33370000000000005,0.4705,0.3574,3.17,0.13,0.27,0.07,1.83,0.07,0.8571,0.7273000000000001,30.0,2.0,1.0,Austria Bundesliga,3.0
Rene Swete,0.0,0.0,0.17,0.17,0.3667,0.5977,0.3588,3.58,0.08,0.25,0.0,2.25,0.17,1.0,0.5,12.0,3.0,1.0,Austria Bundesliga,3.0
Bart Verbruggen,0.0,0.0,0.0,0.0,0.40880000000000005,0.7338,0.4681,3.76,0.47,0.0,0.0,1.24,0.0,1.0,1.0,17.0,1.0,1.0,Belgica ProLeague,3.0
Marko Ilić,0.0,0.0,0.0,0.12,0.3053,0.6531999999999999,0.4397,4.24,0.18,0.35,0.06,1.71,0.24,0.8888999999999999,0.8234999999999999,17.0,2.0,1.0,Belgica ProLeague,3.0
Hervé Koffi,0.07,0.0,0.0,0.07,0.273,0.6607999999999999,0.4706,3.3,0.3,0.11,0.0,1.22,0.15,1.0,0.9091,27.0,2.0,1.0,Belgica ProLeague,3.0
Jean Butez,0.05,0.03,0.03,0.03,0.34,0.7368000000000001,0.48450000000000004,2.18,0.5,0.08,0.0,0.75,0.1,0.8125,0.7778,40.0,2.0,1.0,Belgica ProLeague,3.0
Maarten Vandevoordt,0.05,0.0,0.05,0.0,0.2823,0.7431,0.4457,3.23,0.2,0.25,0.05,0.98,0.2,1.0,1.0,40.0,1.0,1.0,Belgica ProLeague,3.0
Paul Nardi,0.0,0.0,0.0,0.03,0.2457,0.6906,0.41929999999999995,2.27,0.37,0.17,0.0,0.83,0.17,0.6667000000000001,0.6,30.0,2.0,1.0,Belgica ProLeague,3.0
Arnaud Bodart,0.05,0.0,0.03,0.03,0.26589999999999997,0.6731,0.34260000000000007,3.05,0.28,0.18,0.0,1.31,0.21,1.0,0.9412,39.0,2.0,1.0,Belgica ProLeague,3.0
Valentin Cojocaru,0.09,0.0,0.0,0.06,0.3197,0.747,0.38439999999999996,3.15,0.24,0.26,0.03,1.18,0.24,1.0,0.9,34.0,2.0,1.0,Belgica ProLeague,3.0
Daniel Schmidt,0.03,0.0,0.0,0.03,0.33840000000000003,0.6273,0.4547,2.68,0.26,0.16,0.0,1.03,0.13,0.9412,0.9231,31.0,3.0,1.0,Belgica ProLeague,3.0
Sinan Bolat,0.0,0.03,0.03,0.06,0.37670000000000003,0.7168000000000001,0.4828,3.19,0.28,0.31,0.0,1.5,0.19,0.9167000000000001,0.8260999999999998,36.0,3.0,1.0,Belgica ProLeague,3.0
Radosław Majecki,0.0,0.0,0.0,0.03,0.24789999999999998,0.40330000000000005,0.33509999999999995,2.79,0.26,0.41,0.09,1.18,0.18,0.9,0.8571,34.0,1.0,1.0,Belgica ProLeague,3.0
Simon Mignolet,0.0,0.0,0.1,0.0,0.3225,0.7140000000000001,0.5245000000000001,2.53,0.35,0.08,0.03,1.08,0.13,0.8888999999999999,0.9167000000000001,40.0,3.0,1.0,Belgica ProLeague,3.0
Tom Vandenberghe,0.0,0.0,0.0,0.06,0.3029,0.5767,0.42019999999999996,3.29,0.24,0.18,0.0,1.35,0.29,1.0,0.9,17.0,3.0,1.0,Belgica ProLeague,3.0
Gaëtan Coucke,0.0,0.0,0.0,0.0,0.3046,0.6940000000000001,0.4060000000000001,3.21,0.21,0.14,0.0,1.54,0.25,1.0,1.0,28.0,2.0,1.0,Belgica ProLeague,3.0
Hendrik Van Crombrugge,0.0,0.0,0.0,0.0,0.2981,0.7715000000000001,0.4278,2.5,0.19,0.13,0.0,1.13,0.13,0.6,0.6,16.0,2.0,1.0,Belgica ProLeague,3.0
Guillaume Dietsch,0.04,0.0,0.04,0.09,0.3013,0.5267000000000001,0.3996,3.3,0.04,0.17,0.04,1.87,0.17,1.0,0.8571,23.0,1.0,1.0,Belgica ProLeague,3.0
Anthony Moris,0.0,0.05,0.0,0.08,0.3218,0.7117,0.5178,2.15,0.23,0.23,0.05,1.13,0.1,0.9091,0.7692,40.0,3.0,1.0,Belgica ProLeague,3.0
Lennart Moser,0.0,0.03,0.06,0.06,0.2429,0.5882999999999999,0.3539,3.58,0.16,0.35,0.06,1.77,0.35,0.6667000000000001,0.6,31.0,1.0,1.0,Belgica ProLeague,3.0
Davy Roef,0.0,0.0,0.0,0.09,0.22450000000000003,0.7611,0.5203,2.27,0.18,0.27,0.0,1.0,0.27,0.0,0.3333,11.0,2.0,1.0,Belgica ProLeague,3.0
Guillaume Hubert,0.0,0.0,0.14,0.0,0.2686,0.5465,0.41200000000000003,3.0,0.14,0.27,0.09,1.95,0.09,1.0,1.0,22.0,2.0,1.0,Belgica ProLeague,3.0
Louis Bostyn,0.0,0.08,0.0,0.0,0.3208,0.6026,0.5,3.83,0.0,0.33,0.0,2.17,0.17,1.0,0.75,12.0,2.0,1.0,Belgica ProLeague,3.0
Sammy Bossut,0.0,0.0,0.05,0.05,0.34590000000000004,0.703,0.4843,2.95,0.09,0.23,0.0,1.86,0.41,1.0,0.875,22.0,3.0,1.0,Belgica ProLeague,3.0
Dillon Phillips,0.0,0.0,0.0,0.08,0.2842,0.4633,0.3182,2.25,0.0,0.33,0.17,2.17,0.42,1.0,0.6667000000000001,12.0,2.0,1.0,Belgica ProLeague,3.0
Matheus Cunha,0.0,0.0,0.0,0.0,0.3389,0.7717,0.428,4.05,0.26,0.21,0.05,1.0,0.16,1.0,1.0,19.0,1.0,1.0,Brasil Serie A,2.0
Agustín Rossi,0.0,0.0,0.0,0.0,0.294,0.7392,0.44880000000000003,2.8,0.53,0.13,0.0,0.73,0.07,0.75,0.8,15.0,2.0,1.0,Brasil Serie A,2.0
Cleiton,0.06,0.0,0.0,0.03,0.2676,0.6376000000000001,0.369,2.73,0.48,0.21,0.03,0.79,0.03,0.8,0.8,33.0,2.0,1.0,Brasil Serie A,2.0
Rafael Cabral,0.0,0.03,0.0,0.03,0.28730000000000006,0.7582,0.4764,2.97,0.41,0.08,0.0,0.76,0.11,1.0,0.8181999999999999,37.0,3.0,1.0,Brasil Serie A,2.0
Lucas Perri,0.0,0.0,0.05,0.03,0.2289,0.6092,0.3968,3.45,0.39,0.03,0.0,0.82,0.13,0.8181999999999999,0.7857,38.0,2.0,1.0,Brasil Serie A,2.0
Éverson,0.03,0.0,0.0,0.0,0.25830000000000003,0.6656,0.4617,2.86,0.39,0.06,0.0,0.75,0.11,1.0,1.0,36.0,3.0,1.0,Brasil Serie A,2.0
Weverton,0.03,0.0,0.03,0.03,0.28290000000000004,0.7535,0.4282,2.97,0.43,0.11,0.03,0.66,0.2,0.8332999999999999,0.85,35.0,3.0,1.0,Brasil Serie A,2.0
Marcos Felipe,0.03,0.0,0.0,0.08,0.2692,0.6566,0.4152,3.62,0.24,0.16,0.0,1.24,0.14,1.0,0.8125,37.0,2.0,1.0,Brasil Serie A,2.0
Tadeu,0.0,0.0,0.03,0.06,0.29540000000000005,0.6567000000000001,0.4581,3.34,0.29,0.09,0.0,1.17,0.11,0.85,0.8387,35.0,3.0,1.0,Brasil Serie A,2.0
Léo Jardim,0.0,0.0,0.0,0.0,0.2118,0.682,0.3942,3.5,0.24,0.13,0.03,1.13,0.21,1.0,1.0,38.0,2.0,1.0,Brasil Serie A,2.0
Walter,0.06,0.03,0.03,0.0,0.2266,0.7087,0.47700000000000004,3.03,0.34,0.11,0.0,0.97,0.03,1.0,0.9333,35.0,3.0,1.0,Brasil Serie A,2.0
Cássio,0.0,0.03,0.0,0.03,0.2589,0.7724,0.5172,3.62,0.22,0.19,0.0,1.14,0.16,0.9333,0.85,37.0,3.0,1.0,Brasil Serie A,2.0
João Paulo,0.0,0.03,0.0,0.0,0.22080000000000002,0.6252000000000001,0.37920000000000004,3.67,0.22,0.17,0.03,1.17,0.25,0.8888999999999999,0.8667,36.0,2.0,1.0,Brasil Serie A,2.0
Bento,0.03,0.0,0.03,0.06,0.22759999999999997,0.6019,0.3146,3.15,0.27,0.18,0.06,0.88,0.24,1.0,0.8234999999999999,33.0,1.0,1.0,Brasil Serie A,2.0
Jory,0.0,0.09,0.0,0.09,0.1909,0.6524,0.33640000000000003,4.36,0.0,0.18,0.0,2.0,0.27,0.9091,0.8125,11.0,2.0,1.0,Brasil Serie A,2.0
Gabriel Grando,0.03,0.0,0.03,0.06,0.22810000000000002,0.5813000000000001,0.3519,3.58,0.16,0.13,0.0,1.55,0.1,1.0,0.875,31.0,1.0,1.0,Brasil Serie A,2.0
João Ricardo,0.03,0.03,0.03,0.0,0.1884,0.6003000000000001,0.37799999999999995,3.0,0.25,0.19,0.06,1.0,0.22,1.0,0.9444000000000001,32.0,3.0,1.0,Brasil Serie A,2.0
Gabriel Vasconcelos,0.0,0.0,0.06,0.0,0.27259999999999995,0.6107,0.3776,3.61,0.19,0.26,0.03,1.55,0.39,0.9091,0.9375,31.0,3.0,1.0,Brasil Serie A,2.0
Sergio Rochet,0.0,0.0,0.05,0.05,0.2416,0.6426999999999999,0.34020000000000006,3.05,0.26,0.26,0.0,1.11,0.21,1.0,0.9444000000000001,19.0,2.0,1.0,Brasil Serie A,2.0
Matheus Cavichioli,0.07,0.0,0.13,0.07,0.21200000000000002,0.6446999999999999,0.4953,3.13,0.07,0.27,0.13,1.8,0.27,1.0,0.875,15.0,3.0,1.0,Brasil Serie A,2.0
Igor Bohn,0.05,0.0,0.0,0.05,0.2832,0.6083,0.273,4.55,0.36,0.14,0.05,0.95,0.18,0.7143,0.6667000000000001,22.0,2.0,1.0,Brasil Serie B,3.0
Lucas Arcanjo,0.0,0.0,0.0,0.03,0.2353,0.608,0.33880000000000005,2.89,0.56,0.0,0.0,0.69,0.03,1.0,0.9412,36.0,2.0,1.0,Brasil Serie B,3.0
Matheus,0.0,0.0,0.0,0.06,0.231,0.5642,0.34759999999999996,3.23,0.39,0.06,0.0,0.84,0.16,0.8571,0.8260999999999998,31.0,2.0,1.0,Brasil Serie B,3.0
Gustavo,0.0,0.0,0.0,0.06,0.2762,0.639,0.375,3.15,0.35,0.09,0.03,0.71,0.18,0.8,0.6190000000000001,34.0,2.0,1.0,Brasil Serie B,3.0
Caique França,0.0,0.0,0.0,0.03,0.2353,0.6434000000000001,0.3787,3.11,0.42,0.14,0.0,0.78,0.19,0.75,0.6667000000000001,36.0,2.0,1.0,Brasil Serie B,3.0
Pegorari,0.0,0.0,0.0,0.0,0.33270000000000005,0.7040000000000001,0.4396,3.12,0.23,0.04,0.0,0.81,0.12,0.875,0.9286,26.0,3.0,1.0,Brasil Serie B,3.0
Thiago Couto,0.0,0.0,0.06,0.0,0.3318,0.7695000000000001,0.436,2.56,0.47,0.06,0.03,0.5,0.29,0.8,0.8,34.0,1.0,1.0,Brasil Serie B,3.0
Airton,0.0,0.06,0.03,0.0,0.23769999999999997,0.6798000000000001,0.4171,3.29,0.26,0.19,0.1,0.87,0.16,0.8332999999999999,0.7,31.0,1.0,1.0,Brasil Serie B,3.0
Ronaldo,0.0,0.03,0.0,0.0,0.2492,0.6076,0.3307,3.08,0.31,0.22,0.14,1.11,0.11,1.0,0.9444000000000001,36.0,3.0,1.0,Brasil Serie B,3.0
Jordi,0.03,0.03,0.03,0.06,0.2076,0.5065999999999999,0.33130000000000004,2.55,0.33,0.03,0.0,0.58,0.21,0.8332999999999999,0.8,33.0,2.0,1.0,Brasil Serie B,3.0
Jefferson Paulino,0.0,0.0,0.06,0.06,0.3358,0.7295,0.43620000000000003,3.06,0.31,0.11,0.03,0.83,0.14,0.8,0.5455,36.0,3.0,1.0,Brasil Serie B,3.0
Bruno Ferreira,0.0,0.05,0.0,0.15,0.23900000000000002,0.6506000000000001,0.3432,2.95,0.3,0.35,0.05,0.9,0.15,0.8571,0.5,20.0,2.0,1.0,Brasil Serie B,3.0
Alex Muralha,0.03,0.0,0.05,0.0,0.2232,0.8254999999999998,0.4471,2.5,0.45,0.08,0.0,0.66,0.16,0.9375,0.9444000000000001,38.0,3.0,1.0,Brasil Serie B,3.0
Neneca,0.0,0.0,0.0,0.0,0.1967,0.6295000000000001,0.3439,3.48,0.24,0.19,0.05,1.43,0.14,0.7778,0.875,21.0,1.0,1.0,Brasil Serie B,3.0
Denis Júnior,0.0,0.0,0.0,0.0,0.20079999999999998,0.6325999999999999,0.344,2.41,0.38,0.14,0.0,0.65,0.14,1.0,1.0,37.0,2.0,1.0,Brasil Serie B,3.0
Luiz Daniel,0.0,0.0,0.03,0.0,0.23730000000000004,0.5619,0.2893,2.27,0.39,0.18,0.03,1.06,0.06,0.7778,0.8888999999999999,33.0,2.0,1.0,Brasil Serie B,3.0
Richard,0.0,0.0,0.08,0.0,0.23380000000000004,0.6612,0.3563,3.31,0.38,0.08,0.0,1.0,0.23,1.0,0.8181999999999999,13.0,3.0,1.0,Brasil Serie B,3.0
Michael,0.06,0.0,0.0,0.0,0.2218,0.5756,0.34850000000000003,3.06,0.24,0.06,0.0,0.88,0.41,0.8332999999999999,0.8571,17.0,2.0,1.0,Brasil Serie B,3.0
Felipe Garcia,0.0,0.0,0.0,0.05,0.2089,0.718,0.4622999999999999,2.95,0.19,0.19,0.0,1.11,0.22,1.0,0.8,37.0,3.0,1.0,Brasil Serie B,3.0
Lucas Frigeri,0.06,0.0,0.06,0.0,0.19759999999999997,0.6637000000000001,0.41180000000000005,2.88,0.29,0.06,0.0,1.12,0.24,1.0,1.0,17.0,3.0,1.0,Brasil Serie B,3.0
Simão,0.0,0.0,0.05,0.05,0.2521,0.6242,0.4131,3.32,0.16,0.21,0.0,1.26,0.21,0.6667000000000001,0.7143,19.0,2.0,1.0,Brasil Serie B,3.0
Ygor Vinhas,0.09,0.0,0.09,0.27,0.25,0.7854999999999999,0.41580000000000006,3.0,0.27,0.27,0.0,1.45,0.36,1.0,0.5714,11.0,2.0,1.0,Brasil Serie B,3.0
Ralf Fährmann,0.0,0.0,0.17,0.0,0.3258,0.6547,0.4628,3.58,0.42,0.17,0.0,0.92,0.17,1.0,1.0,12.0,3.0,1.0,Alemania Bundesliga 1,1.0
Frederik Rønnow,0.0,0.0,0.0,0.17,0.4031,0.6681,0.4043,3.21,0.38,0.17,0.0,0.9,0.03,0.8332999999999999,0.6667000000000001,29.0,3.0,1.0,Alemania Bundesliga 1,1.0
Manuel Neuer,0.0,0.0,0.08,0.0,0.3517,0.8697,0.5820000000000001,2.75,0.33,0.17,0.0,0.83,0.08,1.0,1.0,12.0,3.0,1.0,Alemania Bundesliga 1,1.0
Rafał Gikiewicz,0.0,0.0,0.22,0.04,0.44480000000000003,0.7097,0.43479999999999996,4.22,0.22,0.17,0.09,1.52,0.26,0.8571,0.8667,23.0,3.0,1.0,Alemania Bundesliga 1,1.0
Gregor Kobel,0.0,0.0,0.07,0.04,0.34260000000000007,0.8108000000000001,0.4753,3.26,0.41,0.04,0.0,0.93,0.26,1.0,0.9,27.0,2.0,1.0,Alemania Bundesliga 1,1.0
Tomáš Koubek,0.0,0.0,0.0,0.0,0.42,0.6515000000000001,0.38370000000000004,4.18,0.09,0.0,0.0,1.73,0.27,1.0,1.0,11.0,3.0,1.0,Alemania Bundesliga 1,1.0
Mark Flekken,0.0,0.0,0.06,0.03,0.3944,0.6853,0.4476,3.21,0.38,0.18,0.0,1.09,0.21,1.0,0.9286,34.0,2.0,1.0,Alemania Bundesliga 1,1.0
Koen Casteels,0.03,0.0,0.03,0.0,0.4121000000000001,0.7409,0.5097999999999999,3.03,0.35,0.21,0.03,1.21,0.21,0.8332999999999999,0.875,34.0,3.0,1.0,Alemania Bundesliga 1,1.0
Jonas Omlin,0.0,0.0,0.0,0.13,0.44270000000000004,0.7846,0.3982,2.53,0.33,0.13,0.0,1.13,0.07,1.0,0.75,15.0,2.0,1.0,Alemania Bundesliga 1,1.0
Yann Sommer,0.03,0.0,0.03,0.0,0.42100000000000004,0.8312999999999999,0.44909999999999994,2.66,0.28,0.31,0.0,1.17,0.17,0.6667000000000001,0.6875,29.0,3.0,1.0,Alemania Bundesliga 1,1.0
Manuel Riemann,0.15,0.03,0.15,0.06,0.48969999999999997,0.5898,0.4826,3.88,0.15,0.41,0.09,1.91,0.21,0.7857,0.76,34.0,3.0,1.0,Alemania Bundesliga 1,1.0
Oliver Baumann,0.0,0.0,0.03,0.0,0.36619999999999997,0.7229000000000001,0.4244,3.09,0.15,0.09,0.0,1.59,0.09,1.0,1.0,34.0,3.0,1.0,Alemania Bundesliga 1,1.0
Jiří Pavlenka,0.09,0.0,0.0,0.12,0.3088,0.6693000000000001,0.43520000000000003,3.36,0.12,0.09,0.03,1.67,0.18,0.8888999999999999,0.7273000000000001,33.0,3.0,1.0,Alemania Bundesliga 1,1.0
Lukáš Hrádecký,0.0,0.0,0.06,0.0,0.2888,0.6789000000000001,0.3809,2.94,0.27,0.21,0.0,1.33,0.09,1.0,1.0,33.0,3.0,1.0,Alemania Bundesliga 1,1.0
Janis Blaswich,0.0,0.04,0.0,0.0,0.39039999999999997,0.8493,0.36800000000000005,1.77,0.27,0.27,0.04,0.96,0.15,1.0,0.9375,26.0,3.0,1.0,Alemania Bundesliga 1,1.0
Robin Zentner,0.0,0.0,0.04,0.15,0.27690000000000003,0.55,0.35409999999999997,2.77,0.27,0.19,0.04,1.31,0.19,1.0,0.8260999999999998,26.0,2.0,1.0,Alemania Bundesliga 1,1.0
Kevin Trapp,0.0,0.0,0.0,0.06,0.2288,0.6503,0.2927,2.42,0.18,0.06,0.0,1.39,0.15,1.0,0.8181999999999999,33.0,3.0,1.0,Alemania Bundesliga 1,1.0
Marvin Schwäbe,0.06,0.0,0.09,0.0,0.3738,0.7670999999999999,0.4079,2.32,0.18,0.15,0.03,1.35,0.24,0.8571,0.9,34.0,2.0,1.0,Alemania Bundesliga 1,1.0
Fabian Bredlow,0.0,0.07,0.13,0.0,0.3387,0.8346000000000001,0.47130000000000005,2.53,0.07,0.33,0.0,1.4,0.13,0.0,0.5,15.0,2.0,1.0,Alemania Bundesliga 1,1.0
Oliver Christensen,0.0,0.0,0.06,0.06,0.317,0.588,0.36379999999999996,2.97,0.09,0.18,0.03,1.79,0.27,0.7273000000000001,0.6957,33.0,1.0,1.0,Alemania Bundesliga 1,1.0
Alexander Schwolow,0.04,0.0,0.13,0.09,0.33520000000000005,0.6329,0.4338,3.48,0.09,0.17,0.0,2.17,0.35,0.8,0.7,23.0,3.0,1.0,Alemania Bundesliga 1,1.0
Florian Müller,0.0,0.0,0.16,0.0,0.3332,0.7867000000000001,0.47619999999999996,2.79,0.05,0.05,0.0,1.42,0.37,1.0,1.0,19.0,2.0,1.0,Alemania Bundesliga 1,1.0
Marcel Schuhen,0.0,0.0,0.03,0.03,0.3641,0.6661,0.44900000000000007,2.81,0.38,0.13,0.03,0.75,0.13,0.6667000000000001,0.6667000000000001,32.0,2.0,1.0,Alemania Bundesliga 2,3.0
Daniel Heuer Fernandes,0.0,0.0,0.0,0.06,0.5306000000000001,0.8549,0.47220000000000006,3.3,0.3,0.03,0.0,1.21,0.12,0.9091,0.8421,33.0,3.0,1.0,Alemania Bundesliga 2,3.0
Ron-Robert Zieler,0.0,0.0,0.03,0.06,0.3724,0.639,0.4111,3.91,0.24,0.18,0.06,1.44,0.18,0.9231,0.8695999999999999,34.0,3.0,1.0,Alemania Bundesliga 2,3.0
Dominik Reimann,0.0,0.0,0.07,0.07,0.669,0.8401,0.5512,3.8,0.17,0.13,0.0,1.47,0.2,0.8332999999999999,0.6667000000000001,30.0,2.0,1.0,Alemania Bundesliga 2,3.0
Christian Mathenia,0.06,0.0,0.0,0.0,0.3665,0.6726000000000001,0.32559999999999995,3.0,0.35,0.12,0.0,1.29,0.18,1.0,1.0,17.0,3.0,1.0,Alemania Bundesliga 2,3.0
Florian Kastenmeier,0.03,0.0,0.06,0.0,0.5356000000000001,0.8001000000000001,0.5131,2.91,0.26,0.15,0.03,1.09,0.18,0.9444000000000001,0.9630000000000001,34.0,2.0,1.0,Alemania Bundesliga 2,3.0
Marius Gersbeck,0.0,0.0,0.03,0.0,0.41580000000000006,0.6509,0.4157,3.32,0.26,0.13,0.03,1.16,0.19,1.0,1.0,31.0,2.0,1.0,Alemania Bundesliga 2,3.0
Markus Kolke,0.0,0.0,0.06,0.0,0.2818,0.5804,0.4021,3.38,0.26,0.18,0.03,1.24,0.18,1.0,1.0,34.0,3.0,1.0,Alemania Bundesliga 2,3.0
Dejan Stojanović,0.0,0.0,0.07,0.0,0.2993,0.5585,0.3442,3.43,0.43,0.07,0.0,1.43,0.07,0.8888999999999999,0.9091,14.0,2.0,1.0,Alemania Bundesliga 2,3.0
Kevin Müller,0.0,0.0,0.0,0.03,0.3809,0.7544,0.5567,2.32,0.44,0.03,0.03,0.88,0.18,1.0,0.9167000000000001,34.0,3.0,1.0,Alemania Bundesliga 2,3.0
Andreas Luthe,0.0,0.03,0.03,0.03,0.3071,0.7195,0.46959999999999996,3.19,0.19,0.13,0.03,1.06,0.26,0.6667000000000001,0.6667000000000001,31.0,3.0,1.0,Alemania Bundesliga 2,3.0
Nikola Vasilj,0.0,0.04,0.0,0.0,0.32,0.7946,0.4082,2.18,0.43,0.07,0.0,0.89,0.14,1.0,0.9375,28.0,2.0,1.0,Alemania Bundesliga 2,3.0
Jannik Huth,0.03,0.0,0.03,0.16,0.4587,0.77,0.4889,2.81,0.32,0.16,0.06,1.1,0.1,1.0,0.75,31.0,2.0,1.0,Alemania Bundesliga 2,3.0
Jasmin Fejzić,0.04,0.04,0.0,0.0,0.2622,0.6252000000000001,0.42310000000000003,3.04,0.17,0.09,0.09,1.35,0.3,1.0,0.8,23.0,3.0,1.0,Alemania Bundesliga 2,3.0
Martin Fraisl,0.03,0.0,0.07,0.0,0.37410000000000004,0.6295000000000001,0.40909999999999996,3.41,0.07,0.17,0.0,1.62,0.17,1.0,0.9167000000000001,29.0,2.0,1.0,Alemania Bundesliga 2,3.0
Andreas Linde,0.0,0.0,0.07,0.0,0.3023,0.6924000000000001,0.3978,2.63,0.23,0.23,0.03,1.17,0.17,1.0,1.0,30.0,2.0,1.0,Alemania Bundesliga 2,3.0
Patrick Drewes,0.0,0.0,0.0,0.0,0.264,0.6301000000000001,0.39630000000000004,3.43,0.1,0.13,0.03,1.63,0.2,1.0,1.0,30.0,2.0,1.0,Alemania Bundesliga 2,3.0
Peter Vindahl Jensen,0.0,0.0,0.07,0.0,0.365,0.6888,0.3625,2.5,0.29,0.07,0.0,1.21,0.36,0.6667000000000001,0.8,14.0,2.0,1.0,Alemania Bundesliga 2,3.0
Thomas Dähne,0.0,0.0,0.07,0.0,0.37670000000000003,0.7735,0.35450000000000004,3.27,0.2,0.07,0.0,1.8,0.13,1.0,1.0,15.0,2.0,1.0,Alemania Bundesliga 2,3.0
