Name,Interceptions,Penalty committed,Errors lead to goal,Dribbled past,Total passes,Accurate passes %,Accurate long balls %,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box,Aerial duels won %,Total duels won %,Appearances,Age Range,Position,League,Level
Jonas Urbig,0.0,0.0,0.0,0.0,0.39289999999999997,0.5793,0.39390000000000003,3.0,0.12,0.24,0.0,1.29,0.35,1.0,1.0,17.0,1.0,1.0,Alemania Bundesliga 2,3.0
Ron-Thorben Hoffmann,0.0,0.0,0.0,0.0,0.3025,0.5813000000000001,0.37920000000000004,2.58,0.08,0.17,0.08,1.58,0.17,0.0,1.0,12.0,1.0,1.0,Alemania Bundesliga 2,3.0
Rayane-Yuba Yesli,0.0,0.0,0.0,0.08,0.24960000000000002,0.584,0.3522,3.12,0.27,0.04,0.0,1.19,0.15,0.8462000000000001,0.8095,26.0,1.0,1.0,Canada Premier League,4.0
Yann Fillion,0.0,0.0,0.03,0.0,0.2421,0.7165,0.3624,2.55,0.24,0.1,0.0,0.83,0.31,0.8332999999999999,0.9091,29.0,2.0,1.0,Canada Premier League,4.0
Nathan Ingham,0.0,0.0,0.09,0.05,0.2305,0.6409999999999999,0.3669,2.64,0.32,0.05,0.05,0.91,0.23,1.0,0.9231,22.0,2.0,1.0,Canada Premier League,4.0
Nikolas Giantsopoulos,0.0,0.04,0.09,0.0,0.23130000000000003,0.7462000000000001,0.4185000000000001,3.26,0.22,0.04,0.0,1.22,0.26,1.0,0.9231,23.0,2.0,1.0,Canada Premier League,4.0
Marco Carducci,0.0,0.06,0.03,0.03,0.34840000000000004,0.7843000000000001,0.4264,2.39,0.26,0.16,0.0,0.9,0.13,1.0,0.7273000000000001,31.0,2.0,1.0,Canada Premier League,4.0
Callum Irving,0.04,0.0,0.04,0.11,0.3507,0.5861,0.3148,3.26,0.19,0.26,0.0,1.63,0.19,1.0,0.75,27.0,2.0,1.0,Canada Premier League,4.0
Triston Henry,0.0,0.03,0.07,0.03,0.21589999999999995,0.853,0.4167,2.21,0.31,0.17,0.0,0.97,0.21,1.0,0.8946999999999999,29.0,2.0,1.0,Canada Premier League,4.0
Emil Gazdov,0.0,0.0,0.1,0.0,0.2057,0.6875,0.3518,2.29,0.24,0.1,0.05,0.95,0.19,0.8332999999999999,0.8888999999999999,21.0,1.0,1.0,Canada Premier League,4.0
Matías Dituro,0.0,0.0,0.0,0.0,0.4047,0.804,0.6211,3.73,0.53,0.0,0.0,0.87,0.07,0.5,0.75,15.0,3.0,1.0,Chile Primera,3.0
Fabián Cerda,0.03,0.0,0.0,0.0,0.2917,0.6251000000000001,0.445,3.17,0.37,0.2,0.0,0.8,0.2,0.875,0.9444000000000001,30.0,3.0,1.0,Chile Primera,3.0
Diego Sánchez,0.05,0.0,0.0,0.0,0.2537,0.5892000000000001,0.5064,3.47,0.26,0.16,0.05,0.89,0.21,0.6667000000000001,0.9091,19.0,3.0,1.0,Chile Primera,3.0
Fernando de Paul,0.07,0.04,0.0,0.04,0.21960000000000002,0.7184,0.4875,3.3,0.3,0.3,0.04,0.81,0.07,0.8332999999999999,0.7333,27.0,3.0,1.0,Chile Primera,3.0
Nicola Pérez,0.04,0.04,0.0,0.0,0.2904,0.6544,0.4022,3.5,0.25,0.11,0.0,0.96,0.11,0.8888999999999999,0.8462000000000001,28.0,3.0,1.0,Chile Primera,3.0
Hernán Galíndez,0.0,0.0,0.0,0.0,0.3136,0.6310000000000001,0.4023,3.71,0.14,0.36,0.07,1.43,0.14,1.0,1.0,14.0,3.0,1.0,Chile Primera,3.0
Brayan Cortés,0.0,0.0,0.04,0.04,0.29960000000000003,0.7120000000000001,0.4119,2.04,0.48,0.19,0.0,0.48,0.11,1.0,0.8571,27.0,2.0,1.0,Chile Primera,3.0
Tomás Ahumada,0.07,0.0,0.07,0.0,0.19269999999999998,0.5502000000000001,0.43170000000000003,3.27,0.27,0.13,0.07,1.2,0.07,1.0,1.0,15.0,1.0,1.0,Chile Primera,3.0
Alexis Martín Arias,0.0,0.0,0.0,0.04,0.3054,0.7123,0.46580000000000005,2.86,0.36,0.11,0.0,1.0,0.11,0.6667000000000001,0.7143,28.0,3.0,1.0,Chile Primera,3.0
Gabriel Castellón,0.0,0.0,0.07,0.0,0.2993,0.7795000000000001,0.5478000000000001,3.6,0.27,0.23,0.07,1.27,0.27,1.0,1.0,30.0,2.0,1.0,Chile Primera,3.0
Cristóbal Campos Véliz,0.07,0.14,0.0,0.0,0.2457,0.5871999999999999,0.40850000000000003,3.71,0.14,0.21,0.0,1.29,0.14,0.0,0.5,14.0,1.0,1.0,Chile Primera,3.0
Leandro Requena,0.0,0.05,0.0,0.0,0.2327,0.6797,0.4545,2.64,0.32,0.23,0.05,1.05,0.23,1.0,0.875,22.0,3.0,1.0,Chile Primera,3.0
Luis Mejía,0.05,0.0,0.05,0.0,0.2443,0.6179000000000001,0.4558,3.05,0.19,0.1,0.0,1.33,0.1,1.0,1.0,21.0,3.0,1.0,Chile Primera,3.0
Ignacio Arce,0.0,0.07,0.07,0.0,0.29,0.7051000000000001,0.44670000000000004,2.41,0.38,0.14,0.03,1.1,0.24,1.0,0.8888999999999999,29.0,3.0,1.0,Chile Primera,3.0
Daniel Sappa,0.07,0.03,0.07,0.0,0.24860000000000004,0.5215,0.3607,2.52,0.38,0.17,0.0,1.07,0.14,0.7857,0.8571,29.0,2.0,1.0,Chile Primera,3.0
Zacarías López,0.04,0.0,0.0,0.04,0.2878,0.6088,0.3739,3.04,0.19,0.37,0.04,1.67,0.07,0.9,0.8234999999999999,27.0,2.0,1.0,Chile Primera,3.0
Rodrigo Formento,0.05,0.1,0.05,0.05,0.303,0.6815000000000001,0.43239999999999995,3.05,0.15,0.25,0.0,1.4,0.4,0.6667000000000001,0.75,20.0,1.0,1.0,Chile Primera,3.0
Junling Yan,0.0,0.0,0.0,0.0,0.18469999999999998,0.778,0.47859999999999997,2.7,0.37,0.1,0.1,0.77,0.07,1.0,1.0,30.0,3.0,1.0,China CFA,4.0
Chao Gu,0.04,0.0,0.0,0.0,0.2287,0.7624,0.5363,2.61,0.39,0.17,0.0,0.65,0.17,0.8,0.8332999999999999,23.0,3.0,1.0,China CFA,4.0
Dianzuo Liu,0.0,0.0,0.0,0.04,0.2054,0.7021999999999999,0.4671,2.35,0.5,0.08,0.0,0.62,0.08,1.0,0.9231,26.0,3.0,1.0,China CFA,4.0
Gouming Wang,0.03,0.0,0.0,0.03,0.20379999999999998,0.6684,0.4637,2.59,0.31,0.14,0.03,0.79,0.07,1.0,0.9,29.0,3.0,1.0,China CFA,4.0
Shibo Liu,0.05,0.0,0.0,0.0,0.24100000000000002,0.5968,0.37420000000000003,3.38,0.24,0.24,0.0,1.24,0.29,0.8888999999999999,0.9167000000000001,21.0,2.0,1.0,China CFA,4.0
Xiaofeng Geng,0.0,0.0,0.0,0.0,0.16140000000000002,0.4513,0.35109999999999997,2.14,0.43,0.14,0.0,0.57,0.07,1.0,1.0,14.0,3.0,1.0,China CFA,4.0
Zhen Ma,0.05,0.0,0.0,0.0,0.18899999999999997,0.5139,0.35810000000000003,2.38,0.43,0.19,0.0,0.9,0.14,0.8571,0.9,21.0,2.0,1.0,China CFA,4.0
Hou Yu,0.03,0.0,0.03,0.03,0.21420000000000003,0.5771000000000001,0.39,2.39,0.33,0.03,0.0,1.0,0.15,1.0,0.9091,33.0,3.0,1.0,China CFA,4.0
Jingqi Fang,0.0,0.0,0.0,0.0,0.1845,0.5764,0.38239999999999996,1.82,0.45,0.0,0.0,0.82,0.09,0.5,0.6667000000000001,11.0,2.0,1.0,China CFA,4.0
Jiaqi Han,0.0,0.0,0.0,0.05,0.1918,0.4384,0.3065,2.95,0.27,0.18,0.09,1.0,0.36,1.0,0.8,22.0,1.0,1.0,China CFA,4.0
Yan Wu,0.0,0.0,0.0,0.08,0.19,0.5547,0.39660000000000006,2.23,0.15,0.08,0.08,1.15,0.08,0.0,0.6,13.0,3.0,1.0,China CFA,4.0
Puliang Shao,0.0,0.0,0.03,0.03,0.21200000000000002,0.5346,0.4127000000000001,2.83,0.23,0.27,0.03,1.37,0.13,1.0,0.9091,30.0,3.0,1.0,China CFA,4.0
Cheng Zeng,0.09,0.0,0.0,0.0,0.2382,0.5725,0.48849999999999993,2.09,0.27,0.09,0.0,0.64,0.36,1.0,1.0,11.0,3.0,1.0,China CFA,4.0
Yan Zhang,0.05,0.0,0.0,0.1,0.1662,0.5014,0.2963,1.76,0.48,0.0,0.0,0.71,0.19,0.8,0.7692,21.0,2.0,1.0,China CFA,4.0
Dalei Wang,0.04,0.0,0.0,0.04,0.15960000000000002,0.7169,0.5372999999999999,1.59,0.44,0.11,0.0,0.7,0.19,0.7143,0.75,27.0,3.0,1.0,China CFA,4.0
Yake Wu,0.0,0.0,0.0,0.0,0.14950000000000002,0.7038,0.441,2.71,0.24,0.1,0.0,1.0,0.48,1.0,1.0,21.0,3.0,1.0,China CFA,4.0
Chong Zhang,0.0,0.0,0.0,0.15,0.28,0.5852,0.44659999999999994,2.54,0.15,0.08,0.0,1.46,0.08,1.0,0.7778,13.0,3.0,1.0,China CFA,4.0
Jiamin Xu,0.0,0.0,0.0,0.0,0.19149999999999998,0.6004999999999999,0.39039999999999997,1.95,0.25,0.05,0.0,0.9,0.25,0.8332999999999999,0.7778,20.0,2.0,1.0,China CFA,4.0
Zhifeng Wang,0.14,0.07,0.07,0.0,0.2036,0.5825,0.41289999999999993,2.36,0.21,0.14,0.0,1.5,0.21,1.0,0.75,14.0,2.0,1.0,China CFA,4.0
Zhang Zhenqiang,0.0,0.0,0.06,0.12,0.19879999999999998,0.5207,0.36629999999999996,3.18,0.12,0.06,0.06,1.53,0.47,0.75,0.6667000000000001,17.0,2.0,1.0,China CFA,4.0
Yaxiong Bao,0.04,0.0,0.04,0.08,0.25920000000000004,0.48550000000000004,0.3197,4.17,0.0,0.38,0.08,2.63,0.29,1.0,0.8667,24.0,2.0,1.0,China CFA,4.0
Dehai Zou,0.0,0.0,0.09,0.0,0.1564,0.6859999999999999,0.5278,1.64,0.18,0.18,0.0,0.64,0.27,0.5,0.6667000000000001,11.0,2.0,1.0,China CFA,4.0
Sen Hou,0.05,0.05,0.09,0.0,0.1409,0.7161,0.4941,2.05,0.23,0.23,0.0,1.23,0.23,1.0,0.9,22.0,3.0,1.0,China CFA,4.0
Chunyu Dong,0.06,0.0,0.06,0.0,0.20630000000000004,0.6061,0.37929999999999997,3.0,0.13,0.06,0.0,1.88,0.44,1.0,1.0,16.0,3.0,1.0,China CFA,4.0
José Chunga,0.0,0.06,0.0,0.0,0.2771,0.7473000000000001,0.4753,3.88,0.35,0.35,0.06,0.88,0.06,0.75,0.75,17.0,3.0,1.0,Colombia Primera,3.0
Kevin Mier,0.04,0.0,0.04,0.0,0.3063,0.7048000000000001,0.4316,3.58,0.46,0.08,0.04,0.42,0.21,0.875,0.9375,24.0,1.0,1.0,Colombia Primera,3.0
Ramiro Sánchez,0.0,0.0,0.0,0.0,0.2823,0.5777,0.4023,4.08,0.15,0.08,0.0,1.15,0.0,1.0,0.9091,13.0,3.0,1.0,Colombia Primera,3.0
William Cuesta,0.0,0.05,0.0,0.0,0.18109999999999998,0.593,0.33010000000000006,3.26,0.53,0.16,0.0,0.53,0.11,1.0,0.875,19.0,2.0,1.0,Colombia Primera,3.0
Álvaro Montero,0.0,0.04,0.0,0.0,0.23479999999999998,0.7036,0.4043,2.2,0.6,0.08,0.08,0.6,0.04,0.8888999999999999,0.8181999999999999,25.0,2.0,1.0,Colombia Primera,3.0
Harlen Castillo,0.0,0.0,0.0,0.0,0.3131,0.6559999999999999,0.39740000000000003,3.92,0.15,0.08,0.0,1.08,0.38,1.0,1.0,13.0,2.0,1.0,Colombia Primera,3.0
Juan Camilo Chaverra,0.0,0.04,0.0,0.04,0.29540000000000005,0.5740000000000001,0.31810000000000005,3.58,0.25,0.17,0.04,1.17,0.08,1.0,0.8888999999999999,24.0,3.0,1.0,Colombia Primera,3.0
Humberto Acevedo,0.0,0.08,0.0,0.0,0.2475,0.7373999999999999,0.48680000000000007,3.33,0.25,0.42,0.0,1.08,0.08,1.0,0.75,12.0,2.0,1.0,Colombia Primera,3.0
Diego Martínez,0.13,0.07,0.0,0.0,0.21400000000000002,0.5389,0.33490000000000003,3.27,0.27,0.13,0.0,0.8,0.27,0.6667000000000001,0.6667000000000001,15.0,3.0,1.0,Colombia Primera,3.0
Washington Ortega,0.0,0.0,0.05,0.05,0.20329999999999998,0.6534,0.4346,2.76,0.33,0.19,0.05,0.67,0.1,0.8332999999999999,0.8181999999999999,21.0,2.0,1.0,Colombia Primera,3.0
Gerardo Ortiz,0.06,0.0,0.06,0.06,0.22,0.6111,0.3667,2.33,0.39,0.06,0.0,0.78,0.11,1.0,0.6667000000000001,18.0,3.0,1.0,Colombia Primera,3.0
Felipe Parra,0.0,0.0,0.07,0.07,0.3027,0.5065999999999999,0.31370000000000003,2.33,0.4,0.27,0.0,1.0,0.13,1.0,0.8,15.0,1.0,1.0,Colombia Primera,3.0
Leandro Castellanos,0.0,0.06,0.0,0.06,0.27240000000000003,0.6587000000000001,0.4372999999999999,2.41,0.24,0.06,0.0,1.0,0.06,1.0,0.5714,17.0,3.0,1.0,Colombia Primera,3.0
Juan Valencia,0.0,0.0,0.0,0.06,0.2163,0.6301000000000001,0.3421,1.44,0.44,0.06,0.0,0.81,0.25,1.0,0.9,16.0,2.0,1.0,Colombia Primera,3.0
Sebastián Viera,0.0,0.0,0.0,0.05,0.2641,0.6265,0.4011,1.82,0.27,0.14,0.05,0.82,0.18,0.75,0.6,22.0,3.0,1.0,Colombia Primera,3.0
Ernesto Hernández,0.12,0.0,0.12,0.0,0.2612,0.6126,0.4485,2.41,0.24,0.12,0.0,1.29,0.12,1.0,0.8888999999999999,17.0,3.0,1.0,Colombia Primera,3.0
Andrés Mosquera,0.0,0.0,0.0,0.06,0.2075,0.5872999999999999,0.3628,1.56,0.44,0.25,0.13,0.5,0.13,0.6667000000000001,0.5,16.0,3.0,1.0,Colombia Primera,3.0
Santiago Londoño,0.0,0.09,0.09,0.09,0.2555,0.5089,0.3365000000000001,2.55,0.09,0.27,0.0,1.18,0.18,1.0,0.6667000000000001,11.0,2.0,1.0,Colombia Primera,3.0
Ivan Čović,0.0,0.0,0.0,0.0,0.24100000000000002,0.5705,0.3935,3.2,0.4,0.05,0.0,0.7,0.1,1.0,1.0,20.0,3.0,1.0,Croacia HNL,3.0
Lovro Majkić,0.0,0.06,0.0,0.11,0.31200000000000006,0.6639,0.29700000000000004,2.94,0.49,0.23,0.03,1.03,0.03,1.0,0.65,35.0,1.0,1.0,Croacia HNL,3.0
Božidar Radošević,0.0,0.0,0.0,0.0,0.25579999999999997,0.7003,0.42310000000000003,3.08,0.33,0.33,0.17,1.42,0.08,1.0,1.0,12.0,3.0,1.0,Croacia HNL,3.0
Nikola Čavlina,0.03,0.0,0.1,0.03,0.271,0.695,0.44439999999999996,3.17,0.33,0.23,0.07,1.13,0.17,0.7143,0.75,30.0,1.0,1.0,Croacia HNL,3.0
Ivan Banić,0.08,0.0,0.0,0.04,0.3131,0.5835,0.37200000000000005,3.23,0.27,0.27,0.04,1.0,0.23,0.875,0.875,26.0,2.0,1.0,Croacia HNL,3.0
Dominik Livaković,0.03,0.0,0.0,0.06,0.302,0.7815000000000001,0.4778,2.26,0.31,0.03,0.03,0.69,0.11,1.0,0.75,35.0,2.0,1.0,Croacia HNL,3.0
Nediljko Labrović,0.0,0.0,0.0,0.11,0.24670000000000003,0.6385,0.3179,2.92,0.28,0.17,0.08,1.03,0.19,1.0,0.6923,36.0,1.0,1.0,Croacia HNL,3.0
Lovre Rogić,0.0,0.0,0.03,0.06,0.2656,0.5227,0.3406,3.32,0.26,0.15,0.03,1.24,0.18,0.75,0.8125,34.0,2.0,1.0,Croacia HNL,3.0
Oliver Zelenika,0.03,0.0,0.03,0.06,0.3985,0.7683,0.43829999999999997,3.15,0.21,0.09,0.03,1.38,0.12,1.0,0.7778,34.0,2.0,1.0,Croacia HNL,3.0
Ivan Lučić,0.0,0.0,0.0,0.0,0.32289999999999996,0.7212000000000001,0.44439999999999996,1.64,0.57,0.0,0.0,0.43,0.36,0.5,0.5,14.0,2.0,1.0,Croacia HNL,3.0
Marko Malenica,0.0,0.0,0.0,0.0,0.2884,0.5456,0.35340000000000005,2.05,0.32,0.26,0.05,0.84,0.16,0.6,0.7143,19.0,2.0,1.0,Croacia HNL,3.0
Ivica Ivušić,0.06,0.0,0.0,0.12,0.2641,0.5078,0.3892,2.82,0.35,0.18,0.0,1.12,0.18,0.0,0.5556,17.0,2.0,1.0,Croacia HNL,3.0
Karlo Sentić,0.0,0.0,0.0,0.0,0.2163,0.685,0.38650000000000007,2.06,0.13,0.19,0.0,1.31,0.06,0.0,0.0,16.0,1.0,1.0,Croacia HNL,3.0
Patrik Carlgren,0.03,0.06,0.1,0.0,0.28740000000000004,0.5061999999999999,0.4008,4.71,0.32,0.19,0.0,1.23,0.23,1.0,0.9048,31.0,3.0,1.0,Dinamarca Superliga,3.0
Mads Hermansen,0.0,0.0,0.07,0.0,0.3356,0.7471999999999999,0.4,3.67,0.19,0.11,0.07,1.56,0.15,0.8571,0.875,27.0,1.0,1.0,Dinamarca Superliga,3.0
Matej Delač,0.0,0.0,0.07,0.04,0.2607,0.46159999999999995,0.3421,3.7,0.22,0.04,0.0,1.41,0.19,0.7143,0.75,27.0,3.0,1.0,Dinamarca Superliga,3.0
Jesper Hansen,0.0,0.0,0.0,0.03,0.35719999999999996,0.6823999999999999,0.4585,2.91,0.34,0.16,0.03,0.81,0.16,1.0,0.8332999999999999,32.0,3.0,1.0,Dinamarca Superliga,3.0
Lucas Lund Pedersen,0.0,0.0,0.09,0.06,0.2882,0.7487,0.45990000000000003,3.42,0.27,0.15,0.06,0.82,0.27,1.0,0.7143,33.0,1.0,1.0,Dinamarca Superliga,3.0
Martin Hansen,0.0,0.0,0.0,0.0,0.3048,0.7467,0.42810000000000004,3.28,0.24,0.24,0.0,1.08,0.2,1.0,1.0,25.0,3.0,1.0,Dinamarca Superliga,3.0
Kamil Grabara,0.0,0.0,0.0,0.0,0.273,0.6576000000000001,0.36560000000000004,2.52,0.3,0.09,0.0,0.65,0.17,1.0,0.8667,23.0,1.0,1.0,Dinamarca Superliga,3.0
Mads Juhl Kikkenborg,0.0,0.0,0.04,0.12,0.3185,0.5085000000000001,0.3317,3.35,0.12,0.15,0.08,1.23,0.19,0.9444000000000001,0.8332999999999999,26.0,1.0,1.0,Dinamarca Superliga,3.0
Andreas Hansen,0.0,0.0,0.06,0.0,0.3959000000000001,0.8153,0.40990000000000004,2.5,0.22,0.19,0.0,1.0,0.09,1.0,0.9545,32.0,2.0,1.0,Dinamarca Superliga,3.0
Jonas Lössl,0.04,0.0,0.04,0.04,0.3456,0.7106,0.49900000000000005,2.4,0.4,0.24,0.0,0.96,0.04,0.75,0.8,25.0,3.0,1.0,Dinamarca Superliga,3.0
Theo Sander,0.0,0.07,0.07,0.0,0.3464,0.5629,0.38670000000000004,3.07,0.29,0.14,0.0,1.29,0.29,1.0,0.8571,14.0,1.0,1.0,Dinamarca Superliga,3.0
Nicolai Larsen,0.03,0.0,0.0,0.13,0.2519,0.8150999999999999,0.4593,2.66,0.19,0.16,0.03,1.34,0.16,0.9444000000000001,0.8214,32.0,3.0,1.0,Dinamarca Superliga,3.0
Gerónimo Rulli,0.07,0.0,0.0,0.0,0.3379,0.8371999999999999,0.47950000000000004,3.29,0.5,0.0,0.0,0.57,0.14,1.0,1.0,14.0,3.0,1.0,España La Liga 1,1.0
Jeremías Ledesma,0.06,0.03,0.03,0.12,0.2862,0.46760000000000007,0.3329,3.97,0.35,0.26,0.03,1.21,0.21,0.7692,0.7333,34.0,2.0,1.0,España La Liga 1,1.0
Marc-André ter Stegen,0.03,0.0,0.0,0.0,0.3226,0.8238,0.5699,2.21,0.68,0.08,0.0,0.42,0.05,0.875,0.8,38.0,3.0,1.0,España La Liga 1,1.0
Claudio Bravo,0.17,0.0,0.0,0.0,0.2892,0.5503999999999999,0.33769999999999994,2.92,0.33,0.08,0.0,0.58,0.17,1.0,1.0,12.0,3.0,1.0,España La Liga 1,1.0
Thibaut Courtois,0.1,0.0,0.03,0.0,0.3032,0.8393999999999999,0.46180000000000004,2.9,0.32,0.16,0.03,0.9,0.03,1.0,1.0,31.0,3.0,1.0,España La Liga 1,1.0
Aitor Fernández,0.1,0.0,0.0,0.05,0.3343,0.614,0.4473,2.81,0.38,0.0,0.0,0.76,0.14,0.75,0.6667000000000001,21.0,3.0,1.0,España La Liga 1,1.0
Jordi Masip,0.04,0.0,0.07,0.07,0.3,0.6643000000000001,0.38849999999999996,3.75,0.29,0.32,0.11,1.43,0.07,0.7778,0.75,28.0,3.0,1.0,España La Liga 1,1.0
Marko Dmitrović,0.0,0.0,0.0,0.0,0.306,0.49459999999999993,0.33620000000000005,2.93,0.33,0.0,0.0,0.6,0.27,1.0,1.0,15.0,3.0,1.0,España La Liga 1,1.0
Álex Remiro,0.0,0.0,0.03,0.05,0.3074,0.6875,0.45840000000000003,2.63,0.39,0.05,0.03,0.76,0.16,0.875,0.8,38.0,2.0,1.0,España La Liga 1,1.0
Édgar Badía,0.0,0.03,0.03,0.03,0.2506,0.6951,0.4731,3.86,0.11,0.28,0.06,1.53,0.22,0.9,0.8421,36.0,3.0,1.0,España La Liga 1,1.0
David Soria,0.03,0.0,0.08,0.03,0.2711,0.4971,0.4511,3.26,0.34,0.21,0.11,1.0,0.18,1.0,0.7778,38.0,2.0,1.0,España La Liga 1,1.0
Rui Silva,0.0,0.0,0.0,0.0,0.2981,0.6335000000000001,0.4226,2.81,0.35,0.08,0.0,1.0,0.23,0.875,0.9286,26.0,2.0,1.0,España La Liga 1,1.0
Jan Oblak,0.04,0.0,0.0,0.0,0.24960000000000002,0.6093999999999999,0.3532,2.18,0.39,0.07,0.0,0.61,0.11,1.0,1.0,28.0,2.0,1.0,España La Liga 1,1.0
Fernando Martínez,0.03,0.0,0.03,0.05,0.2965,0.6509,0.39940000000000003,3.59,0.11,0.16,0.03,1.51,0.14,0.6667000000000001,0.75,37.0,3.0,1.0,España La Liga 1,1.0
Ivo Grbić,0.0,0.08,0.08,0.0,0.2325,0.6164999999999999,0.35,3.0,0.08,0.25,0.0,0.92,0.08,0.8,0.7143,12.0,2.0,1.0,España La Liga 1,1.0
Paulo Gazzaniga,0.04,0.0,0.11,0.04,0.3296,0.6988000000000001,0.3978,3.32,0.14,0.21,0.04,1.21,0.11,1.0,0.7857,28.0,3.0,1.0,España La Liga 1,1.0
Predrag Rajković,0.0,0.03,0.03,0.06,0.30079999999999996,0.5476,0.4152,2.61,0.33,0.19,0.03,0.97,0.14,0.8332999999999999,0.7221999999999998,36.0,2.0,1.0,España La Liga 1,1.0
Pepe Reina,0.05,0.0,0.09,0.05,0.33730000000000004,0.7736,0.4,2.77,0.23,0.18,0.0,1.23,0.0,1.0,0.8332999999999999,22.0,3.0,1.0,España La Liga 1,1.0
Sergio Herrera,0.06,0.06,0.0,0.0,0.3247,0.6014,0.4476,2.88,0.18,0.24,0.06,1.24,0.12,0.5,0.8332999999999999,17.0,2.0,1.0,España La Liga 1,1.0
Fernando Pacheco,0.06,0.0,0.0,0.06,0.30590000000000006,0.6846,0.4872999999999999,3.47,0.18,0.29,0.06,1.88,0.18,0.8,0.8,17.0,3.0,1.0,España La Liga 1,1.0
Giorgi Mamardashvili,0.03,0.03,0.08,0.0,0.2474,0.5989,0.3517,2.76,0.18,0.13,0.0,1.05,0.13,0.9,0.7857,38.0,1.0,1.0,España La Liga 1,1.0
Unai Simón,0.0,0.0,0.03,0.0,0.2561,0.6839,0.4063000000000001,2.26,0.29,0.1,0.0,1.1,0.1,1.0,1.0,31.0,2.0,1.0,España La Liga 1,1.0
Agustín Marchesín,0.0,0.0,0.0,0.05,0.2926,0.6745,0.4172,2.32,0.32,0.21,0.11,1.05,0.47,1.0,0.875,19.0,3.0,1.0,España La Liga 1,1.0
Stole Dimitrievski,0.03,0.0,0.08,0.03,0.2476,0.5371000000000001,0.2778,2.57,0.24,0.14,0.0,1.19,0.14,0.9,0.8667,37.0,2.0,1.0,España La Liga 1,1.0
Bono,0.08,0.0,0.04,0.12,0.342,0.7333,0.4222000000000001,2.68,0.16,0.12,0.04,1.4,0.24,0.6667000000000001,0.6154,25.0,3.0,1.0,España La Liga 1,1.0
Iván Villar,0.0,0.0,0.0,0.05,0.26110000000000005,0.6411,0.35340000000000005,2.0,0.21,0.21,0.0,1.21,0.05,0.6667000000000001,0.6667000000000001,19.0,2.0,1.0,España La Liga 1,1.0
Álvaro Fernández,0.0,0.0,0.18,0.0,0.2891,0.6132,0.4744,3.09,0.18,0.0,0.0,1.45,0.18,0.75,0.6667000000000001,11.0,2.0,1.0,España La Liga 1,1.0
Ezequiel Unsaín,0.05,0.0,0.0,0.0,0.34620000000000006,0.7854000000000001,0.4765,3.48,0.57,0.0,0.0,0.67,0.1,1.0,1.0,21.0,2.0,1.0,Argentina LPF,2.0
Sebastián Meza,0.0,0.0,0.05,0.0,0.21810000000000002,0.4847000000000001,0.42300000000000004,3.86,0.48,0.24,0.05,0.71,0.14,1.0,1.0,21.0,1.0,1.0,Argentina LPF,2.0
Sergio Romero,0.09,0.04,0.0,0.04,0.2235,0.6984,0.3992,2.83,0.43,0.26,0.13,0.83,0.04,0.8,0.7,23.0,3.0,1.0,Argentina LPF,2.0
Alexis Martín Arias,0.0,0.0,0.0,0.0,0.2477,0.8106,0.4495,2.31,0.54,0.31,0.08,0.54,0.0,1.0,1.0,13.0,3.0,1.0,Argentina LPF,2.0
Guido Herrera,0.04,0.0,0.0,0.04,0.293,0.6523,0.42060000000000003,3.04,0.37,0.11,0.0,0.78,0.07,0.8888999999999999,0.9091,27.0,3.0,1.0,Argentina LPF,2.0
Andres Desabato,0.04,0.0,0.0,0.04,0.2804,0.578,0.3688,3.21,0.42,0.08,0.0,0.96,0.04,1.0,0.95,24.0,3.0,1.0,Argentina LPF,2.0
Manuel Roffo,0.0,0.0,0.0,0.09,0.2618,0.5381999999999999,0.3671,4.09,0.36,0.09,0.0,0.82,0.55,1.0,0.8332999999999999,11.0,1.0,1.0,Argentina LPF,2.0
Augusto Batalla,0.0,0.05,0.0,0.0,0.2482,0.511,0.4247999999999999,2.27,0.64,0.14,0.09,0.36,0.05,0.8,0.875,22.0,2.0,1.0,Argentina LPF,2.0
Nahuel Losada,0.0,0.0,0.12,0.0,0.26,0.7145,0.4878,2.88,0.46,0.15,0.08,0.73,0.19,1.0,0.9375,26.0,2.0,1.0,Argentina LPF,2.0
Tomás Marchiori,0.0,0.0,0.04,0.0,0.223,0.5731,0.3924,3.19,0.41,0.15,0.04,0.89,0.11,0.8332999999999999,0.9091,27.0,2.0,1.0,Argentina LPF,2.0
Jorge Carranza,0.0,0.06,0.0,0.12,0.2488,0.6004999999999999,0.4093,3.35,0.29,0.24,0.0,1.06,0.12,1.0,0.6667000000000001,17.0,3.0,1.0,Argentina LPF,2.0
Franco Armani,0.0,0.04,0.0,0.0,0.1954,0.7953,0.5192,2.12,0.54,0.08,0.0,0.54,0.12,1.0,0.8888999999999999,26.0,3.0,1.0,Argentina LPF,2.0
Jorge Broun,0.04,0.0,0.0,0.04,0.23870000000000002,0.6794,0.49119999999999997,3.04,0.43,0.13,0.04,0.83,0.17,0.6667000000000001,0.75,23.0,3.0,1.0,Argentina LPF,2.0
Ignacio Chicco,0.0,0.04,0.04,0.04,0.2452,0.639,0.3713,3.41,0.26,0.22,0.0,0.93,0.3,0.8332999999999999,0.7778,27.0,2.0,1.0,Argentina LPF,2.0
