Name,Goals,Successful dribbles %,Total shots,Set piece conversion %,Tackles,Interceptions,Dribbled past,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %,Aerial duels won %,Total duels won %,Was fouled,Fouls,Appearances,Age Range,Position,League,Level
Emanuel Reynoso,0.37,57.14,2.63,0.0,1.13,0.43,1.43,0.43,0.2,44.63,76.33,18.53,66.88,29.79,46.18,2.73,1.67,30,2,3,EEUU MLS,4
Gastón Brugman,0.19,60.87,1.06,0.0,2.88,1.25,1.31,0.19,0.06,68.75,87.91,12.94,71.95,75.0,57.64,1.06,1.31,16,3,3,EEUU MLS,4
Erik Thommy,0.25,68.0,3.17,0.0,1.0,0.42,0.83,0.0,0.08,34.92,88.31,11.5,84.78,37.5,49.07,1.75,0.83,12,2,3,EEUU MLS,4
Alejandro Pozuelo,0.21,59.2,1.17,0.0,1.48,0.24,0.79,0.55,0.28,51.52,84.67,18.07,49.28,17.39,50.89,1.72,0.93,29,3,3,EEUU MLS,4
Mauricio Pereyra,0.03,58.62,1.0,0.61,1.82,0.85,1.21,0.27,0.24,47.3,82.83,17.09,67.5,35.29,50.84,1.94,1.27,33,3,3,EEUU MLS,4
Riqui Puig,0.25,54.55,2.58,0.0,0.92,0.75,1.33,0.17,0.17,69.92,91.18,22.33,85.0,28.57,54.7,2.75,0.58,12,1,3,EEUU MLS,4
Nicolás Lodeiro,0.25,43.48,1.43,0.0,1.14,0.5,1.43,0.36,0.25,62.39,84.66,20.68,58.33,42.42,46.67,2.39,1.0,28,3,3,EEUU MLS,4
Sebastián Driussi,0.68,50.0,3.05,0.0,0.86,0.3,0.78,0.27,0.14,37.24,78.81,10.89,59.68,42.11,45.34,1.62,1.16,37,2,3,EEUU MLS,4
Xherdan Shaqiri,0.24,53.19,1.76,0.0,0.62,0.1,0.34,0.38,0.21,38.0,77.59,14.31,60.0,44.83,45.65,1.69,0.9,29,3,3,EEUU MLS,4
Gastón Giménez,0.0,70.0,1.32,0.0,2.18,1.23,0.77,0.09,0.09,40.73,83.82,7.64,65.85,55.0,56.54,0.95,1.36,22,3,3,EEUU MLS,4
Cristian Espinoza,0.21,45.88,2.15,0.0,0.79,0.44,1.18,0.38,0.26,29.59,84.69,11.06,70.15,25.0,39.76,0.94,0.94,34,2,3,EEUU MLS,4
Jonathan Osorio,0.39,56.86,1.09,0.0,1.61,0.96,0.43,0.04,0.17,49.04,90.69,14.78,72.34,33.33,54.87,1.48,0.83,23,3,3,EEUU MLS,4
Luiz Araújo,0.14,63.16,3.5,0.0,1.54,0.43,0.57,0.18,0.18,29.14,78.06,10.86,66.28,37.5,56.32,2.25,1.18,28,2,3,EEUU MLS,4
Pablo Ruiz,0.07,63.89,1.57,0.0,2.3,0.97,1.87,0.3,0.13,44.83,85.13,10.3,66.4,20.83,46.34,0.57,1.0,30,2,3,EEUU MLS,4
Dániel Gazdag,0.65,27.85,1.84,0.0,1.11,0.3,1.0,0.3,0.16,31.62,74.36,11.16,39.24,25.0,39.75,1.51,1.22,37,2,3,EEUU MLS,4
Diego Fagúndez,0.16,42.37,1.19,0.54,0.73,0.35,0.41,0.38,0.35,29.51,83.88,12.35,50.82,27.27,43.28,0.86,0.62,37,2,3,EEUU MLS,4
Marky Delgado,0.06,50.0,0.35,0.0,2.39,1.39,1.06,0.06,0.06,66.87,88.57,17.71,74.15,39.39,59.15,1.29,0.77,31,2,3,EEUU MLS,4
Lewis Morgan,0.45,42.42,2.7,0.0,1.91,0.52,1.88,0.21,0.09,21.33,67.47,7.33,35.53,23.33,37.36,0.85,0.94,33,2,3,EEUU MLS,4
Álvaro Barreal,0.15,47.46,1.53,0.0,1.74,0.68,1.09,0.21,0.15,30.0,77.25,7.85,42.47,31.82,46.6,1.06,0.82,34,1,3,EEUU MLS,4
Felipe Gutiérrez,0.0,75.0,0.83,0.0,1.67,1.08,0.58,0.08,0.17,41.0,84.35,9.0,67.07,30.0,50.0,1.25,1.33,12,3,3,EEUU MLS,4
Cristian Roldán,0.15,58.49,1.38,0.0,1.42,0.58,0.88,0.19,0.15,41.62,81.89,12.81,62.11,56.0,53.16,1.27,0.65,26,2,3,EEUU MLS,4
Sebastián Blanco,0.22,45.24,1.84,0.0,0.38,0.16,0.44,0.31,0.22,27.63,73.64,9.5,49.02,16.67,42.11,0.94,0.56,32,3,3,EEUU MLS,4
Cristian Cásseres Jr.,0.07,59.38,1.59,0.0,2.85,0.85,1.52,0.15,0.15,34.19,72.48,8.67,48.1,60.81,51.34,1.15,2.19,27,1,3,EEUU MLS,4
Santiago Rodríguez,0.11,48.0,1.6,0.0,1.29,0.46,0.97,0.54,0.4,36.03,83.35,13.77,79.66,31.43,42.38,2.09,1.8,35,1,3,EEUU MLS,4
Santiago Moreno,0.21,54.74,1.41,0.0,1.68,0.91,1.06,0.38,0.18,31.32,80.19,10.26,62.82,42.11,44.59,0.76,1.24,34,1,3,EEUU MLS,4
Facundo Torres,0.26,43.59,1.59,0.0,1.09,0.38,0.47,0.24,0.24,35.97,83.65,14.79,40.54,48.65,57.2,1.94,0.35,34,1,3,EEUU MLS,4
Jean Mota,0.06,62.5,1.65,0.0,1.94,1.0,1.94,0.15,0.06,51.44,85.93,10.85,68.72,35.71,53.4,1.74,0.85,34,2,3,EEUU MLS,4
Alejandro Bedoya,0.19,41.67,1.16,0.0,1.16,1.13,0.9,0.26,0.19,34.97,74.72,10.97,47.92,47.22,40.91,0.26,1.52,31,3,3,EEUU MLS,4
Obinna Nwobodo,0.0,70.0,0.27,0.0,3.85,1.35,1.31,0.08,0.08,45.88,84.66,9.46,57.89,65.0,58.75,0.65,1.77,26,2,3,EEUU MLS,4
José Cifuentes,0.19,57.89,1.81,0.0,1.83,0.53,1.14,0.31,0.17,34.72,80.4,11.44,56.0,45.45,45.04,0.47,1.36,36,1,3,EEUU MLS,4
Marcelino Moreno,0.07,56.07,1.87,0.0,1.03,0.33,0.53,0.33,0.17,28.2,81.32,11.53,55.0,26.32,53.8,2.47,0.4,30,2,3,EEUU MLS,4
Bryan Acosta,0.0,54.55,0.46,0.0,1.62,0.69,0.69,0.19,0.08,33.12,85.02,5.46,66.67,52.5,47.06,0.81,2.0,26,2,3,EEUU MLS,4
Justin Meram,0.09,48.51,1.15,0.0,0.64,0.58,0.82,0.36,0.18,27.55,83.83,9.52,70.31,43.64,48.45,1.42,0.58,33,3,3,EEUU MLS,4
Gregore,0.0,72.92,0.58,0.0,3.55,1.19,1.71,0.03,0.06,55.45,87.14,12.06,69.41,51.32,52.53,1.13,2.61,31,2,3,EEUU MLS,4
Randall Leal,0.07,45.1,2.1,0.0,1.55,0.48,1.38,0.28,0.17,27.9,78.0,8.48,58.57,43.75,46.39,1.86,1.69,29,2,3,EEUU MLS,4
Gabriel Pereira,0.31,48.98,1.24,0.0,0.72,0.45,0.28,0.14,0.1,18.17,80.27,6.31,55.56,21.43,50.3,1.14,0.34,29,1,3,EEUU MLS,4
Federico Navarro,0.07,80.0,0.7,0.0,4.47,1.73,2.03,0.03,0.07,40.7,85.67,7.63,63.03,37.04,54.2,0.5,1.97,30,1,3,EEUU MLS,4
Jack Price,0.0,80.0,0.06,0.0,1.0,0.71,0.76,0.18,0.06,42.24,89.55,8.41,70.13,42.86,49.25,0.53,0.82,17,3,3,EEUU MLS,4
Keaton Parks,0.1,76.92,1.0,0.0,1.33,0.48,0.76,0.1,0.0,34.1,88.69,7.67,80.7,51.61,51.54,0.62,0.95,21,2,3,EEUU MLS,4
Frankie Amaya,0.04,82.14,0.68,0.0,2.4,1.04,1.08,0.04,0.12,31.64,78.26,8.52,44.33,35.9,53.21,0.76,1.28,25,1,3,EEUU MLS,4
Alan Franco,0.03,73.33,0.39,0.0,1.48,1.23,0.65,0.03,0.06,61.74,89.66,4.16,60.71,61.45,61.19,0.48,0.77,31,2,3,EEUU MLS,4
Robin Lod,0.19,47.89,1.97,0.0,2.06,0.87,1.03,0.06,0.06,31.39,86.13,10.13,78.72,41.67,44.04,0.68,1.48,31,2,3,EEUU MLS,4
Kellyn Acosta,0.09,61.9,1.06,0.41,1.29,0.57,0.74,0.2,0.11,39.49,85.17,12.03,56.32,40.0,45.25,0.69,1.11,35,2,3,EEUU MLS,4
Ján Greguš,0.0,77.78,0.78,0.0,1.07,0.63,0.33,0.15,0.19,46.56,87.99,10.56,69.44,52.0,59.29,0.67,0.59,27,3,3,EEUU MLS,4
Julian Gressel,0.07,41.18,1.1,0.0,1.53,1.03,1.17,0.2,0.2,34.83,69.38,9.03,40.63,34.09,43.46,0.5,0.6,30,2,3,EEUU MLS,4
Déiber Caicedo,0.06,57.69,1.19,6.25,0.63,0.0,0.19,0.25,0.13,15.44,87.45,5.88,75.0,16.67,50.0,1.0,0.5,16,1,3,EEUU MLS,4
Aaron Herrera,0.0,67.65,0.56,0.0,1.3,1.44,0.3,0.22,0.07,41.52,81.36,8.93,48.28,52.63,48.07,0.33,1.63,27,2,3,EEUU MLS,4
Michael Bradley,0.09,65.38,0.44,0.0,1.85,1.21,1.06,0.06,0.09,60.53,85.86,11.74,51.81,35.71,52.1,0.85,0.62,34,3,3,EEUU MLS,4
Andrés Cubas,0.06,80.0,0.61,0.0,3.17,1.89,1.78,0.0,0.0,39.78,88.13,8.67,67.06,28.57,45.68,0.28,1.89,18,2,3,EEUU MLS,4
Darlington Nagbe,0.09,78.95,0.38,0.0,1.18,0.85,0.38,0.06,0.0,50.94,92.61,11.68,81.82,63.41,65.02,1.44,0.68,34,3,3,EEUU MLS,4
Santiago Sosa,0.05,66.67,1.05,0.0,1.48,1.48,0.81,0.05,0.0,46.57,84.76,11.1,69.42,63.01,53.63,0.67,1.43,21,1,3,EEUU MLS,4
Jamiro Monteiro,0.13,57.14,1.16,0.0,1.55,0.45,1.03,0.32,0.19,48.45,85.95,16.58,69.3,0.0,47.01,2.35,1.55,31,2,3,EEUU MLS,4
Pedro Santos,0.03,53.66,0.72,3.45,2.97,1.45,1.66,0.1,0.07,42.59,76.92,10.69,44.77,50.98,57.49,1.9,1.1,29,3,3,EEUU MLS,4
Yimmi Chará,0.12,48.44,1.35,0.0,1.26,0.68,0.79,0.12,0.09,38.65,86.23,12.91,61.63,35.48,49.81,1.26,0.76,34,3,3,EEUU MLS,4
Victor Wanyama,0.03,69.64,1.06,0.0,1.68,0.88,0.68,0.18,0.09,51.06,86.0,10.0,58.43,64.29,58.67,2.06,1.56,34,3,3,EEUU MLS,4
Jordan Morris,0.24,50.0,1.86,0.0,0.69,0.28,0.28,0.34,0.07,19.83,78.96,6.17,37.5,56.82,50.0,0.45,0.48,29,2,3,EEUU MLS,4
Daniel Edelman,0.06,40.0,0.41,0.0,1.82,0.88,0.41,0.0,0.0,24.06,74.33,5.65,54.76,58.82,58.41,0.76,1.06,17,1,3,EEUU MLS,4
Diego Chará,0.0,56.25,0.14,0.0,2.61,1.25,1.43,0.07,0.07,48.86,87.79,9.36,67.74,52.0,53.99,1.93,2.11,28,3,3,EEUU MLS,4
Víctor Vázquez,0.07,50.0,0.78,0.0,0.33,0.3,0.37,0.19,0.15,31.7,89.25,11.52,70.42,50.0,39.53,0.44,0.52,27,3,3,EEUU MLS,4
Albert Rusnák,0.09,60.87,1.31,0.63,0.91,0.75,0.84,0.06,0.0,49.47,88.12,14.06,70.78,33.33,47.15,0.81,0.53,32,2,3,EEUU MLS,4
Douglas Costa,0.14,52.54,1.62,0.53,0.52,0.17,0.45,0.1,0.03,31.55,83.61,11.83,77.22,33.33,42.95,0.55,0.86,29,3,3,EEUU MLS,4
Matt Polster,0.07,64.71,0.61,0.0,2.0,1.36,0.82,0.0,0.0,50.89,88.91,8.0,71.09,60.87,52.83,0.61,1.36,28,2,3,EEUU MLS,4
Rémi Walter,0.09,45.0,0.5,0.0,1.32,0.94,0.82,0.09,0.03,43.12,89.7,8.44,68.91,54.55,52.02,0.59,0.53,34,2,3,EEUU MLS,4
Facundo Quignon,0.07,91.67,0.44,0.0,2.0,0.74,1.0,0.07,0.0,35.56,87.71,4.85,55.26,39.53,49.25,0.59,1.41,27,2,3,EEUU MLS,4
Júnior Moreno,0.07,55.56,0.62,0.0,1.79,1.24,0.72,0.07,0.0,35.83,86.14,7.03,68.42,31.25,50.0,0.55,1.14,29,2,3,EEUU MLS,4
José Martínez,0.0,56.72,1.03,0.0,2.15,1.58,1.06,0.06,0.09,42.3,78.8,7.36,57.83,48.53,51.67,1.36,1.52,33,2,3,EEUU MLS,4
Lassi Lappalainen,0.1,55.29,0.93,0.0,1.47,0.47,0.9,0.1,0.17,28.23,80.99,9.0,63.01,54.17,53.65,0.7,0.3,30,2,3,EEUU MLS,4
Ilie Sánchez,0.03,72.73,0.44,0.0,1.53,1.56,1.25,0.11,0.0,46.61,82.54,10.56,52.45,71.58,57.64,0.78,1.06,36,3,3,EEUU MLS,4
Sean Davis,0.03,82.35,0.4,0.0,1.94,1.71,1.03,0.03,0.03,35.23,87.51,6.57,57.97,63.33,57.6,0.69,0.74,35,2,3,EEUU MLS,4
Nicolás Acevedo,0.0,66.67,0.71,0.0,2.24,1.26,1.15,0.0,0.0,50.26,85.25,8.53,60.84,60.38,53.29,0.85,1.35,34,1,3,EEUU MLS,4
Mark-Anthony Kaye,0.12,42.86,0.88,0.0,2.36,1.16,1.48,0.12,0.08,37.68,82.91,7.96,68.85,46.15,50.0,1.24,1.16,25,2,3,EEUU MLS,4
Zachary Brault Guillard,0.21,15.79,0.32,0.0,0.47,0.42,0.26,0.26,0.16,15.58,83.11,4.58,50.0,33.33,32.26,0.16,0.21,19,1,3,EEUU MLS,4
Dylan Borrero,0.25,50.0,1.58,0.0,1.33,0.25,0.83,0.17,0.08,14.0,77.98,4.58,47.62,12.5,51.22,1.08,0.17,12,1,3,EEUU MLS,4
Alfredo Morales,0.0,64.0,0.67,0.0,1.83,1.17,0.63,0.04,0.08,51.54,90.22,6.38,67.07,53.23,52.13,0.71,1.46,24,3,3,EEUU MLS,4
Luquinhas,0.16,52.63,1.13,0.0,0.94,0.52,0.81,0.1,0.1,17.1,73.58,7.0,30.0,33.33,49.81,1.65,0.58,31,2,3,EEUU MLS,4
Kervin Arriaga,0.04,46.67,0.84,0.0,1.32,0.76,1.08,0.0,0.0,40.76,84.4,9.0,66.67,61.63,54.66,1.44,1.08,25,2,3,EEUU MLS,4
Derrick Etienne Junior,0.27,42.62,1.48,0.0,0.76,0.45,0.7,0.18,0.18,20.03,81.85,7.24,43.18,23.53,44.83,1.09,0.48,33,2,3,EEUU MLS,4
Franco Fragapane,0.23,52.17,1.1,0.0,0.87,0.39,0.48,0.06,0.06,29.32,79.32,9.97,57.89,50.0,49.47,0.81,0.71,31,2,3,EEUU MLS,4
Adalberto Carrasquilla,0.06,71.64,0.81,0.0,1.1,1.13,1.16,0.19,0.1,38.45,81.63,10.16,60.37,52.38,50.76,1.32,1.52,31,2,3,EEUU MLS,4
Tommy McNamara,0.12,61.54,0.7,0.0,1.85,0.61,0.42,0.06,0.09,34.3,86.31,6.79,62.26,50.0,52.4,0.76,1.36,33,3,3,EEUU MLS,4
Fafà Picault,0.23,43.53,1.93,0.0,0.97,1.03,0.63,0.23,0.07,19.97,73.96,4.97,22.22,47.2,46.41,1.43,1.07,30,3,3,EEUU MLS,4
Paxton Pomykal,0.0,42.42,0.6,0.0,2.31,0.71,1.43,0.11,0.06,34.0,84.54,7.6,54.64,42.5,54.08,1.91,1.31,35,1,3,EEUU MLS,4
Róger Espinoza,0.07,44.0,1.13,0.0,1.57,0.9,0.5,0.07,0.03,27.5,80.85,8.0,66.67,44.44,46.26,0.6,1.43,30,3,3,EEUU MLS,4
Jack McGlynn,0.04,66.67,0.85,0.77,0.69,0.27,0.54,0.08,0.12,28.77,85.43,8.08,64.2,31.58,42.86,0.46,0.46,26,1,3,EEUU MLS,4
Sebastian Berhalter,0.0,70.0,0.72,0.0,1.78,1.33,0.78,0.0,0.0,29.67,77.15,6.06,57.84,37.5,54.63,0.83,1.06,18,1,3,EEUU MLS,4
César Araújo,0.0,46.67,0.53,0.0,2.38,1.0,1.31,0.0,0.0,46.44,90.65,7.78,71.3,53.57,58.54,2.19,1.34,32,1,3,EEUU MLS,4
Sebastian Lletget,0.1,46.88,1.23,0.0,1.06,0.52,0.65,0.16,0.26,34.9,87.43,9.61,64.91,42.42,44.44,0.81,0.81,31,3,3,EEUU MLS,4
Matko Miljevic,0.05,36.36,1.23,0.0,0.59,0.23,0.23,0.05,0.05,15.91,85.14,4.82,65.63,50.0,58.89,1.55,0.5,22,1,3,EEUU MLS,4
Ismael Koné,0.11,64.86,0.93,0.0,0.5,0.43,0.32,0.07,0.14,31.86,86.66,8.54,82.67,50.0,58.82,1.36,0.82,28,1,3,EEUU MLS,4
Cristhian Paredes,0.07,61.54,0.85,0.0,1.78,0.89,1.07,0.07,0.07,23.52,78.74,5.48,42.22,38.46,48.97,0.93,0.85,27,2,3,EEUU MLS,4
Amar Sejdic,0.0,64.29,0.57,0.0,1.78,1.0,0.52,0.13,0.04,31.61,85.56,6.09,49.25,50.0,53.33,0.43,0.87,23,2,3,EEUU MLS,4
Dax McCarty,0.0,57.89,0.53,0.0,1.57,0.87,0.83,0.13,0.03,33.27,85.17,6.9,74.56,51.52,54.35,0.87,0.6,30,3,3,EEUU MLS,4
Efrain Alvarez,0.1,34.69,1.69,0.0,0.34,0.17,0.62,0.38,0.17,23.59,84.21,9.76,62.96,44.44,32.59,0.45,0.34,29,1,3,EEUU MLS,4
Leon Flach,0.03,36.36,0.32,0.0,2.54,1.46,1.16,0.03,0.03,21.73,77.36,4.19,37.84,56.1,54.38,0.65,1.08,37,1,3,EEUU MLS,4
Daniel Pereira,0.06,77.14,0.67,0.0,1.06,1.06,0.76,0.09,0.0,43.24,90.4,11.03,67.97,50.0,52.49,1.42,1.39,33,1,3,EEUU MLS,4
Pedro Vite,0.08,58.33,0.58,0.0,0.88,0.33,0.83,0.13,0.08,22.38,83.05,7.75,58.97,25.0,51.13,0.96,0.42,24,1,3,EEUU MLS,4
Júnior Urso,0.14,50.0,1.43,0.0,1.26,0.66,0.8,0.06,0.11,33.54,86.88,9.11,82.67,50.85,50.61,1.89,1.2,35,3,3,EEUU MLS,4
Cristián Gutiérrez,0.0,80.0,0.27,0.0,0.91,0.64,0.45,0.0,0.09,28.27,85.53,6.18,55.26,66.67,61.9,0.18,0.27,11,2,3,EEUU MLS,4
Samuel Piette,0.0,72.73,0.25,0.0,1.46,0.61,0.54,0.04,0.11,39.21,89.89,10.0,54.74,50.0,50.0,0.46,1.07,28,2,3,EEUU MLS,4
Maikel Chang,0.06,39.02,0.79,0.0,1.29,0.35,0.41,0.21,0.12,18.29,76.69,5.44,58.0,47.83,47.98,0.35,0.47,34,3,3,EEUU MLS,4
Benjamin Bender,0.11,47.22,0.89,0.0,0.89,0.36,0.5,0.18,0.21,22.46,80.92,6.43,56.76,34.29,40.36,0.46,0.86,28,1,3,EEUU MLS,4
Alex Muyl,0.07,46.88,0.97,0.0,1.86,0.62,0.72,0.14,0.07,24.24,76.1,5.48,36.17,55.36,53.25,1.1,1.17,29,2,3,EEUU MLS,4
Wil Trapp,0.0,54.55,0.43,0.0,2.21,1.46,1.32,0.0,0.0,44.07,86.79,9.18,69.64,40.0,46.26,0.46,1.21,28,2,3,EEUU MLS,4
Derrick Jones,0.06,73.33,0.44,0.0,1.63,0.56,0.25,0.0,0.0,29.13,86.48,3.81,52.17,69.23,59.7,1.56,1.19,16,2,3,EEUU MLS,4
Jordy Alcivar,0.05,53.33,0.8,0.0,0.7,0.65,0.6,0.05,0.05,22.9,85.81,5.4,70.27,38.46,46.15,0.75,0.35,20,1,3,EEUU MLS,4
Eryk Williamson,0.0,64.0,0.27,0.0,0.68,0.59,0.45,0.27,0.23,20.59,83.89,5.91,61.29,46.67,47.2,0.95,1.23,22,2,3,EEUU MLS,4
Ryan Raposo,0.07,62.5,0.63,0.0,0.57,0.77,0.43,0.03,0.03,19.43,77.19,5.2,35.59,30.77,54.92,0.9,0.2,30,1,3,EEUU MLS,4
Artur,0.0,64.29,0.96,0.0,2.0,0.83,0.92,0.04,0.0,37.33,86.83,8.0,66.67,45.83,50.0,0.71,1.25,24,2,3,EEUU MLS,4
Martín Rodríguez,0.0,38.89,0.36,0.0,0.36,0.5,0.71,0.07,0.07,24.0,80.06,7.71,63.16,38.46,33.98,0.79,1.0,14,2,3,EEUU MLS,4
Kamil Jóźwiak,0.0,47.22,0.95,0.0,1.37,0.42,0.32,0.11,0.16,21.79,79.23,7.0,64.71,37.14,46.34,1.05,1.37,19,2,3,EEUU MLS,4
Chris Mueller,0.17,40.24,2.0,0.0,1.04,0.29,1.13,0.25,0.21,33.04,83.73,12.71,65.63,35.56,43.01,2.08,0.75,24,2,3,EEUU MLS,4
Joaquín Torres,0.11,52.7,0.96,0.0,0.32,0.11,0.29,0.07,0.07,15.0,77.14,5.36,81.4,20.0,48.47,1.07,0.46,28,2,3,EEUU MLS,4
Luis Díaz,0.12,42.25,0.69,0.0,0.73,0.35,0.23,0.15,0.19,14.65,77.43,6.04,59.09,43.48,55.19,2.23,1.0,26,2,3,EEUU MLS,4
Christian Ortíz,0.07,42.86,0.8,0.0,0.53,0.13,0.53,0.2,0.13,13.0,74.36,3.2,29.41,27.78,36.36,0.87,1.4,15,3,3,EEUU MLS,4
Aidan Morris,0.0,37.04,0.48,0.0,2.74,0.93,1.74,0.0,0.0,38.44,88.44,7.78,66.98,40.63,46.69,0.85,1.52,27,1,3,EEUU MLS,4
Brandt Bronico,0.03,55.88,0.65,0.0,2.06,0.94,1.26,0.03,0.03,46.68,85.13,7.15,60.93,58.49,47.68,0.71,1.79,34,2,3,EEUU MLS,4
Danny Leyva,0.0,50.0,0.42,0.0,1.37,0.68,0.58,0.0,0.05,34.79,86.38,7.84,70.49,52.94,54.84,1.32,1.16,19,1,3,EEUU MLS,4
Emmanuel Boateng,0.07,61.11,0.52,0.0,0.33,0.22,0.15,0.15,0.07,13.3,84.68,4.78,73.33,35.71,47.54,0.15,0.26,27,2,3,EEUU MLS,4
Matheus Rossetto,0.0,73.33,0.54,0.0,1.33,0.54,0.67,0.0,0.04,52.25,91.31,9.21,73.97,60.0,49.3,0.29,0.88,24,2,3,EEUU MLS,4
Brian Gutierrez,0.06,55.56,0.82,0.0,0.82,0.21,0.33,0.15,0.15,18.33,78.51,6.03,58.18,39.39,49.42,0.76,0.82,33,1,3,EEUU MLS,4
Felipe Hernández,0.06,41.67,1.03,0.34,0.97,0.88,0.42,0.06,0.09,14.24,80.64,5.21,39.47,20.0,50.63,1.03,0.79,33,2,3,EEUU MLS,4
Ravel Morrison,0.14,45.45,1.14,0.0,0.79,0.64,0.21,0.0,0.0,33.5,88.27,5.93,54.84,77.78,67.86,1.07,0.36,14,2,3,EEUU MLS,4
Mathieu Choinière,0.07,45.0,0.59,0.0,1.33,0.41,0.48,0.11,0.0,26.56,86.33,6.67,70.37,47.83,53.42,0.81,0.63,27,1,3,EEUU MLS,4
Gedion Zelalem,0.0,66.67,0.09,0.0,0.36,0.36,0.27,0.0,0.0,16.73,88.59,3.27,81.25,100.0,50.0,0.09,0.18,11,2,3,EEUU MLS,4
David Ayala,0.0,77.78,0.52,0.0,1.24,0.71,0.76,0.0,0.0,20.48,86.98,3.86,75.56,41.18,53.78,0.48,0.67,21,1,3,EEUU MLS,4
Robert Taylor,0.09,56.0,1.21,0.0,0.53,0.85,0.53,0.12,0.06,23.24,80.13,7.53,53.33,58.62,49.72,0.35,0.29,34,2,3,EEUU MLS,4
Josh Atencio,0.0,84.62,0.39,0.0,1.0,0.67,0.67,0.0,0.0,29.44,85.28,4.28,46.94,50.0,57.14,0.22,0.5,18,1,3,EEUU MLS,4
Matías Vera,0.0,57.69,0.36,0.0,2.0,0.79,1.04,0.0,0.0,42.68,91.88,6.5,80.75,39.13,49.23,0.57,1.25,28,2,3,EEUU MLS,4
Joseph Rosales,0.0,77.27,0.52,0.0,1.36,0.64,0.68,0.08,0.08,22.16,87.36,5.56,58.7,54.17,49.68,0.52,1.12,25,1,3,EEUU MLS,4
Haris Medunjanin,0.0,40.0,0.1,0.0,0.55,0.25,0.4,0.15,0.0,17.75,87.89,5.8,70.69,66.67,48.78,0.15,0.35,20,3,3,EEUU MLS,4
Memo Rodríguez,0.0,68.0,1.13,0.0,1.13,0.57,0.83,0.17,0.1,20.07,84.22,5.5,48.98,21.74,44.09,0.87,1.2,30,2,3,EEUU MLS,4
Kosi Thompson,0.04,56.0,0.46,0.0,1.17,1.25,0.38,0.04,0.04,27.38,78.39,6.17,27.59,39.13,54.49,0.96,0.25,24,1,3,EEUU MLS,4
Jackson Yueill,0.13,36.0,0.65,0.0,1.03,0.9,0.97,0.0,0.06,57.52,87.1,11.32,61.45,42.86,42.55,0.87,0.94,31,2,3,EEUU MLS,4
Judson,0.0,60.0,0.31,0.0,2.13,1.25,0.81,0.0,0.0,24.75,91.92,2.88,67.65,46.15,53.19,0.44,1.31,16,2,3,EEUU MLS,4
Tsiki Ntsabeleng,0.04,75.86,0.56,0.0,0.7,0.37,0.44,0.0,0.0,18.07,85.25,3.81,51.61,42.11,53.78,0.59,0.52,27,2,3,EEUU MLS,4
Omir Fernandez,0.07,34.21,0.86,0.0,0.93,0.57,0.39,0.18,0.11,10.25,68.64,3.96,29.41,21.95,41.3,1.0,0.54,28,1,3,EEUU MLS,4
Sergio Ruiz Alonso,0.06,70.0,0.33,0.0,0.61,0.44,0.83,0.06,0.11,20.56,85.95,5.11,68.75,47.06,44.55,0.67,0.83,18,2,3,EEUU MLS,4
James Igbekeme,0.0,48.0,0.61,0.0,1.3,0.52,0.87,0.0,0.0,16.43,83.33,5.74,50.0,39.13,49.64,0.74,0.74,23,2,3,EEUU MLS,4
Caleb Wiley,0.04,50.0,0.31,0.0,1.5,0.81,0.46,0.12,0.04,23.19,79.6,5.31,35.9,50.0,52.48,0.35,0.69,26,1,3,EEUU MLS,4
Brian Rodríguez,0.14,41.27,2.0,0.0,0.43,0.29,0.64,0.07,0.21,14.29,78.0,6.79,80.0,20.0,38.73,1.5,0.93,14,1,3,EEUU MLS,4
Eric Remedi,0.0,57.14,0.44,0.0,1.36,0.84,1.0,0.0,0.0,37.56,86.37,5.84,65.59,46.15,54.35,2.52,1.28,25,2,3,EEUU MLS,4
Darwin Cerén,0.0,88.89,0.33,0.0,1.0,0.7,0.44,0.04,0.0,19.52,88.24,3.22,72.86,25.0,47.27,0.41,0.78,27,3,3,EEUU MLS,4
Sam Nicholson,0.07,47.06,0.87,0.0,0.6,0.47,0.47,0.27,0.0,12.67,73.16,4.0,30.0,40.0,51.32,1.07,0.47,15,2,3,EEUU MLS,4
Latif Blessing,0.0,61.54,0.53,0.0,1.17,0.63,0.37,0.07,0.03,18.4,83.7,5.87,57.14,56.67,53.3,1.0,0.83,30,2,3,EEUU MLS,4
Kevin Molino,0.09,42.86,0.45,0.0,0.64,0.36,0.09,0.0,0.0,21.82,84.17,9.18,60.0,16.67,45.24,0.73,0.27,11,3,3,EEUU MLS,4
Obed Vargas,0.0,75.0,0.31,0.0,1.54,0.31,1.15,0.0,0.0,30.54,84.89,7.08,44.0,55.56,62.37,2.08,0.77,13,1,3,EEUU MLS,4
Jasper Loffelsend,0.03,58.62,0.42,0.0,1.23,0.52,1.06,0.13,0.1,25.23,82.99,5.16,43.94,29.41,48.11,1.19,0.97,31,2,3,EEUU MLS,4
Sacha Kljestan,0.05,25.0,0.38,0.0,0.24,0.1,0.29,0.05,0.1,16.24,85.63,5.33,61.11,73.68,50.98,0.29,0.24,21,3,3,EEUU MLS,4
