Name,Goals,Successful dribbles %,Total shots,Set piece conversion %,Tackles,Interceptions,Dribbled past,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %,Aerial duels won %,Total duels won %,Was fouled,Fouls,Appearances,Age Range,Position,League,Level
Tiago Silva,0.18,5.652,1.04,0.0,1.68,0.96,0.86,0.14,0.04,4.439,8.552,0.982,6.973999999999999,4.211,5.0840000000000005,1.43,1.86,28.0,2.0,3.0,Liga Portugal,2.0
Vítor Carvalho,0.1,5.417,1.06,0.0,2.68,1.39,0.77,0.06,0.0,5.755,8.554,1.029,6.316,5.702,5.339,1.16,2.03,31.0,2.0,3.0,Liga Portugal,2.0
Manuel Ugarte,0.0,6.25,0.61,0.0,3.9,1.84,1.84,0.03,0.0,5.087,9.176,0.739,7.32,6.25,5.628,1.68,2.06,31.0,1.0,3.0,Liga Portugal,2.0
Pepê,0.12,5.282,1.0,0.0,1.21,1.29,0.85,0.24,0.21,3.571,7.801,1.038,6.076,3.8299999999999996,5.232,2.03,0.65,34.0,2.0,3.0,Liga Portugal,2.0
David Neres,0.19,5.182,1.61,0.0,0.68,0.1,0.55,0.32,0.26,3.168,8.381,1.4769999999999999,7.083,2.353,4.38,0.77,0.81,31.0,2.0,3.0,Liga Portugal,2.0
João Teixeira,0.16,4.697,2.47,0.0,2.13,0.75,1.75,0.09,0.13,4.175,8.338,1.228,7.266,5.313000000000001,4.563000000000001,1.63,1.28,32.0,2.0,3.0,Liga Portugal,2.0
Paulo Estrela,0.08,6.667,0.42,0.0,1.5,1.35,0.88,0.04,0.04,2.992,8.187999999999999,0.5309999999999999,6.204,6.087,5.077,0.46,1.04,26.0,1.0,3.0,Liga Portugal,2.0
Alan Ruiz,0.1,5.7299999999999995,2.16,0.0,1.26,0.29,0.77,0.19,0.06,4.152,7.9719999999999995,1.032,6.257,5.069,5.054,2.35,2.0,31.0,2.0,3.0,Liga Portugal,2.0
Fredrik Aursnes,0.07,5.152,0.82,0.0,1.5,1.14,0.89,0.18,0.14,5.568,8.634,1.793,6.423,4.773,4.639,0.36,0.89,28.0,2.0,3.0,Liga Portugal,2.0
João Correia,0.0,4.615,0.88,0.0,1.0,0.79,0.5,0.33,0.08,2.5829999999999997,7.9030000000000005,0.4,5.889,3.7039999999999997,5.211,0.92,0.46,24.0,2.0,3.0,Liga Portugal,2.0
Samu,0.09,5.143,1.48,0.0,2.3,1.39,1.33,0.21,0.12,4.093999999999999,8.001000000000001,1.152,4.737,4.286,4.569,1.24,1.94,33.0,2.0,3.0,Liga Portugal,2.0
André Horta,0.03,5.938000000000001,1.25,0.0,1.16,0.41,1.0,0.09,0.13,4.891,8.946,1.381,6.391,0.0,4.4030000000000005,0.44,0.72,32.0,2.0,3.0,Liga Portugal,2.0
Stephen Eustaquio,0.07,6.667,0.9,0.0,1.97,0.66,1.0,0.24,0.17,3.4170000000000003,8.577,0.859,7.164,4.884,5.137,0.41,1.03,29.0,2.0,3.0,Liga Portugal,2.0
Hidemasa Morita,0.21,4.516,0.97,0.0,1.72,0.9,0.38,0.03,0.1,3.528,8.68,0.845,6.8,6.053,4.978,0.86,1.59,29.0,2.0,3.0,Liga Portugal,2.0
David Simão,0.0,6.071,0.52,0.0,1.77,0.94,1.13,0.03,0.13,5.042,8.394,0.8160000000000001,5.968,5.769,5.0840000000000005,1.1,1.55,31.0,3.0,3.0,Liga Portugal,2.0
Ivo Rodrigues,0.07,4.742,1.53,0.0,2.03,0.67,1.17,0.27,0.23,3.38,8.047,1.02,6.147,4.375,5.162,3.17,1.87,30.0,2.0,3.0,Liga Portugal,2.0
Morlaye Sylla,0.12,5.667,1.18,0.0,1.33,0.82,0.88,0.18,0.12,3.091,8.196,0.8939999999999999,5.914,4.13,4.511,0.7,1.36,33.0,2.0,3.0,Liga Portugal,2.0
Miguel Maga,0.0,1.818,0.17,0.0,2.71,1.67,1.13,0.13,0.08,3.183,7.984,0.754,4.182,5.238,5.253,0.63,1.17,24.0,1.0,3.0,Liga Portugal,2.0
Costinha,0.09,3.594,0.79,0.0,3.21,1.24,1.24,0.27,0.09,3.109,7.359,0.606,3.652,4.667,5.044,1.58,1.48,33.0,3.0,3.0,Liga Portugal,2.0
João Carvalho,0.03,4.737,1.0,0.0,1.83,0.55,0.97,0.17,0.07,3.4,8.357,0.834,6.929,4.090999999999999,5.068,1.07,1.1,29.0,2.0,3.0,Liga Portugal,2.0
Sebastián Pérez,0.1,4.0,0.45,0.0,2.45,1.38,1.62,0.0,0.0,5.486,8.781,0.721,6.378,3.7039999999999997,5.1,1.38,1.38,29.0,2.0,3.0,Liga Portugal,2.0
Raphael Guzzo,0.07,5.0,0.83,0.0,2.13,1.13,0.9,0.13,0.1,5.213,8.414,0.897,5.349,4.545,5.172,1.0,1.27,30.0,2.0,3.0,Liga Portugal,2.0
Marko Grujić,0.04,5.625,0.71,0.0,1.75,0.96,0.42,0.0,0.0,2.971,8.597,0.592,7.377,7.093000000000001,5.681,0.38,1.67,24.0,2.0,3.0,Liga Portugal,2.0
Luquinha,0.12,5.0,1.0,0.0,1.0,0.06,0.59,0.18,0.06,2.824,8.125,0.994,5.882,4.167,4.167,1.0,1.53,17.0,1.0,3.0,Liga Portugal,2.0
Rosier Loreintz,0.0,7.5,0.92,0.0,2.83,1.83,1.08,0.0,0.08,3.942,8.14,0.517,6.0,7.5,5.826,0.75,1.75,12.0,2.0,3.0,Liga Portugal,2.0
Zaydou Youssouf,0.06,8.028,0.75,0.0,2.47,1.03,1.0,0.0,0.0,2.784,8.227,0.46900000000000003,6.606,5.172,5.868,1.41,1.44,32.0,1.0,3.0,Liga Portugal,2.0
Maurício,0.21,4.286,0.57,0.0,1.57,1.07,1.21,0.0,0.0,3.507,8.940999999999999,0.557,6.667,6.875,5.285,2.07,1.64,14.0,3.0,3.0,Liga Portugal,2.0
Rafa Silva,0.29,4.513,2.43,0.0,0.57,0.07,0.5,0.39,0.14,2.679,7.959999999999999,1.35,7.8260000000000005,3.103,4.747,2.32,0.64,28.0,2.0,3.0,Liga Portugal,2.0
Gabriel Silva,0.15,5.455,1.88,0.0,1.12,0.48,0.73,0.12,0.06,1.185,6.292,0.33599999999999997,5.122,3.725,5.1259999999999994,1.97,0.94,33.0,1.0,3.0,Liga Portugal,2.0
Afonso Taira,0.0,4.667,0.38,0.0,2.97,1.09,1.25,0.06,0.03,3.113,7.529999999999999,0.606,5.149,5.455,5.262,0.97,1.66,32.0,3.0,3.0,Liga Portugal,2.0
Francisco Geraldes,0.15,5.286,1.46,0.0,1.12,0.81,0.69,0.04,0.15,3.0149999999999997,7.628,0.7849999999999999,5.604,3.3329999999999997,5.2170000000000005,1.73,0.77,26.0,2.0,3.0,Liga Portugal,2.0
Tiago Gouveia,0.17,4.382,1.52,0.0,1.55,0.52,0.83,0.38,0.21,1.828,7.547,0.548,5.2170000000000005,2.6670000000000003,4.798,2.14,1.34,29.0,1.0,3.0,Liga Portugal,2.0
Leonardo Lelo,0.04,4.0,0.56,0.0,1.52,1.33,1.07,0.22,0.22,3.3890000000000002,7.552,0.607,3.864,3.871,4.928,1.19,0.67,27.0,1.0,3.0,Liga Portugal,2.0
João Neves,0.06,5.333,0.76,0.0,1.53,0.53,0.76,0.0,0.0,2.859,8.724,0.5820000000000001,6.5,5.833,5.691,1.29,0.88,17.0,1.0,3.0,Liga Portugal,2.0
Nuno Moreira,0.03,5.2170000000000005,1.83,0.0,0.83,0.83,0.66,0.1,0.03,2.076,7.109999999999999,0.6,4.7170000000000005,4.074,4.8469999999999995,1.28,0.9,29.0,1.0,3.0,Liga Portugal,2.0
Mihai Alexandru Dobre,0.12,5.0,1.47,0.0,1.35,0.18,0.82,0.18,0.18,1.3820000000000001,7.319,0.376,3.3329999999999997,2.903,4.696,0.59,0.59,17.0,2.0,3.0,Liga Portugal,2.0
André Franco,0.12,3.3329999999999997,0.65,0.0,0.65,0.29,0.59,0.06,0.0,1.941,8.818000000000001,0.665,8.8,4.286,4.321,0.82,0.71,17.0,2.0,3.0,Liga Portugal,2.0
Nicolas Janvier,0.05,4.0,0.84,0.0,0.84,0.32,0.37,0.05,0.0,1.889,8.384,0.484,7.4,5.0,4.667,0.05,0.53,19.0,2.0,3.0,Liga Portugal,2.0
Alex Méndez,0.03,5.652,0.93,0.0,1.33,0.53,0.5,0.1,0.07,1.9969999999999999,8.03,0.5269999999999999,5.417,5.2170000000000005,5.29,0.57,0.8,30.0,1.0,3.0,Liga Portugal,2.0
Pizzi,0.13,4.615,0.69,0.0,0.69,0.13,0.63,0.06,0.06,2.013,8.634,0.588,5.652,10.0,4.727,0.38,0.19,16.0,3.0,3.0,Liga Portugal,2.0
Kanya Fujimoto,0.0,4.25,0.71,0.0,1.12,0.56,0.32,0.24,0.09,3.218,8.245000000000001,1.079,5.8,2.857,5.0,0.94,0.62,34.0,1.0,3.0,Liga Portugal,2.0
Antony Alves,0.18,5.152,1.58,0.0,1.55,0.76,0.85,0.06,0.03,1.891,7.564,0.533,5.0,3.143,4.556,0.82,0.97,33.0,1.0,3.0,Liga Portugal,2.0
Lucas Soares,0.04,6.584999999999999,0.96,0.0,1.52,0.78,1.0,0.3,0.07,2.893,7.58,0.493,3.429,4.872,5.238,0.85,0.78,27.0,2.0,3.0,Liga Portugal,2.0
Jordan Holsgrove,0.08,6.429,1.5,0.0,1.54,1.04,1.33,0.0,0.08,3.938,8.476,0.8130000000000001,5.957,3.3329999999999997,4.667,0.96,1.63,24.0,1.0,3.0,Liga Portugal,2.0
Uroš Račić,0.04,6.667,1.08,0.0,0.8,0.8,0.44,0.0,0.0,2.452,8.303,0.5519999999999999,6.914,5.75,5.63,1.0,0.68,25.0,2.0,3.0,Liga Portugal,2.0
Rui Pires,0.0,8.333,0.16,0.0,1.9,1.19,0.68,0.03,0.0,3.723,8.631,0.45499999999999996,6.406000000000001,4.545,4.851,0.61,1.94,31.0,2.0,3.0,Liga Portugal,2.0
Ricardo Esgaio,0.04,4.667,0.48,0.0,1.6,0.36,0.72,0.16,0.12,2.6879999999999997,8.065000000000001,0.736,3.7039999999999997,6.667,5.349,0.16,0.84,25.0,2.0,3.0,Liga Portugal,2.0
Kenji Gorré,0.07,4.848,1.47,0.333,0.5,0.37,0.33,0.17,0.2,1.467,7.976999999999999,0.583,5.833,1.0,4.136,0.9,1.0,30.0,2.0,3.0,Liga Portugal,2.0
Claudemir,0.0,5.0,0.45,0.0,1.23,0.82,0.73,0.09,0.05,3.7359999999999998,8.613,0.536,4.306,6.071,5.049,0.23,0.68,22.0,3.0,3.0,Liga Portugal,2.0
Daniel Silva,0.03,6.0,0.53,0.0,1.47,0.8,0.63,0.03,0.0,3.057,8.648,0.583,5.811,6.275,5.588,0.67,0.83,30.0,1.0,3.0,Liga Portugal,2.0
Mohamed Diaby,0.04,7.714,0.68,0.0,1.32,0.84,0.48,0.0,0.0,2.184,8.297,0.288,6.182,6.452,5.728,0.88,1.36,25.0,2.0,3.0,Liga Portugal,2.0
Andreas Samaris,0.0,5.263,0.63,0.0,1.42,0.38,0.58,0.04,0.04,3.317,8.392,0.383,6.6290000000000004,8.235,5.556,1.33,1.13,24.0,3.0,3.0,Liga Portugal,2.0
Murilo Souza,0.18,4.182,1.79,0.0,0.64,0.57,0.71,0.07,0.04,2.604,8.148,0.8460000000000001,6.744,2.2640000000000002,3.401,0.86,0.64,28.0,2.0,3.0,Liga Portugal,2.0
Gaius Makouta,0.06,5.345000000000001,1.09,0.063,1.16,1.25,0.66,0.09,0.19,3.9909999999999997,8.144,0.65,6.327,6.111,5.316,1.59,1.19,32.0,2.0,3.0,Liga Portugal,2.0
Bruno Lourenço,0.14,5.2170000000000005,0.97,0.0,1.14,0.48,0.86,0.17,0.03,2.217,7.869,0.638,5.172,3.793,4.426,1.24,1.38,29.0,2.0,3.0,Liga Portugal,2.0
João Mendes,0.06,4.6770000000000005,1.45,0.0,1.1,0.55,0.94,0.16,0.03,3.177,8.173,0.9710000000000001,7.547,3.077,4.39,1.9,1.26,31.0,2.0,3.0,Liga Portugal,2.0
Paulo Bernardo,0.15,7.7780000000000005,1.08,0.0,2.15,0.46,0.92,0.0,0.15,2.069,8.178,0.369,7.083,4.090999999999999,5.644,1.0,1.0,13.0,1.0,3.0,Liga Portugal,2.0
Arthur Gomes,0.07,5.636,0.79,0.0,0.79,0.11,0.32,0.14,0.11,1.596,8.591,0.596,6.4,3.571,5.396,0.61,0.32,28.0,2.0,3.0,Liga Portugal,2.0
Kiko Bondoso,0.06,5.0,1.0,0.0,1.03,0.35,0.74,0.15,0.09,2.7,7.537999999999999,0.868,6.042,1.7239999999999998,4.744,1.59,0.38,34.0,2.0,3.0,Liga Portugal,2.0
Neto,0.07,7.8950000000000005,0.52,0.123,1.22,1.04,1.37,0.07,0.07,2.444,8.242,0.544,6.667,6.0,4.088,0.63,1.52,27.0,3.0,3.0,Liga Portugal,2.0
André André,0.05,6.522,0.35,0.0,1.4,0.5,0.95,0.1,0.0,3.5700000000000003,8.768,0.755,5.536,3.3329999999999997,5.255,2.55,1.6,20.0,3.0,3.0,Liga Portugal,2.0
Rafael Brito,0.0,3.75,0.31,0.0,1.69,0.77,0.77,0.08,0.0,2.254,7.952,0.33799999999999997,6.25,5.0,5.1579999999999995,1.08,1.38,13.0,1.0,3.0,Liga Portugal,2.0
Ewerton,0.08,3.3329999999999997,0.75,0.0,1.5,0.25,0.67,0.0,0.08,1.7670000000000001,7.9719999999999995,0.40800000000000003,3.3329999999999997,1.176,4.026,0.67,0.83,12.0,3.0,3.0,Liga Portugal,2.0
Osama Rashid,0.06,10.0,0.56,0.0,0.11,0.22,0.28,0.11,0.0,1.05,8.306999999999999,0.183,5.294,8.181999999999999,5.313000000000001,0.28,0.33,18.0,3.0,3.0,Liga Portugal,2.0
Matchoi Djaló,0.05,6.5,1.68,0.0,0.86,0.32,0.41,0.09,0.0,1.686,8.004999999999999,0.40499999999999997,6.340999999999999,4.231,5.642,3.05,1.36,22.0,1.0,3.0,Liga Portugal,2.0
Beni Mukendi,0.0,6.389,0.29,0.0,2.21,1.07,1.36,0.07,0.07,2.8,8.673,0.579,5.556,4.375,5.075,0.5,1.0,14.0,1.0,3.0,Liga Portugal,2.0
Giorgi Aburjania,0.0,6.316,0.48,0.0,1.41,0.44,0.93,0.07,0.04,3.5780000000000003,8.292,0.8480000000000001,5.254,5.862,5.424,1.07,0.74,27.0,2.0,3.0,Liga Portugal,2.0
Adriano Firmino,0.03,6.773999999999999,0.29,0.0,1.61,0.84,0.61,0.06,0.03,3.132,8.145999999999999,0.41900000000000004,5.07,3.226,5.176,0.71,0.97,31.0,1.0,3.0,Liga Portugal,2.0
James Léa Siliki,0.14,4.231,0.73,0.0,0.68,0.41,0.18,0.09,0.0,1.0,6.864,0.305,5.0,7.5,4.75,1.14,1.45,22.0,2.0,3.0,Liga Portugal,2.0
Guima,0.0,5.857,0.66,0.0,1.69,1.07,1.79,0.07,0.0,3.0829999999999997,8.4,0.5519999999999999,5.918,6.389,4.89,1.48,1.41,29.0,2.0,3.0,Liga Portugal,2.0
André Bukia,0.14,4.889,1.36,0.0,0.79,0.29,0.71,0.0,0.0,1.9289999999999998,8.111,0.607,5.0,0.0,4.853,2.36,0.93,14.0,2.0,3.0,Liga Portugal,2.0
Zié Ouattara,0.05,6.316,0.36,0.0,1.27,0.64,0.32,0.09,0.0,2.1,7.770999999999999,0.48600000000000004,3.8890000000000002,5.0,5.333,0.32,0.45,22.0,1.0,3.0,Liga Portugal,2.0
Rafik Guitane,0.0,5.893,0.38,0.0,0.54,0.23,0.62,0.15,0.08,1.923,8.08,0.515,7.692,2.5,5.238,1.08,0.54,13.0,1.0,3.0,Liga Portugal,2.0
Mor Ndiaye,0.0,5.0,0.46,0.0,1.23,0.5,0.31,0.0,0.0,2.323,8.262,0.2,5.41,5.926,5.683,0.5,0.69,26.0,1.0,3.0,Liga Portugal,2.0
Rochinha,0.06,3.5,1.0,0.0,0.25,0.31,0.19,0.13,0.13,1.0130000000000001,8.209999999999999,0.49400000000000005,5.714,0.0,4.706,0.81,0.19,16.0,2.0,3.0,Liga Portugal,2.0
Victor Bobsin,0.0,7.391,0.46,0.0,1.13,1.0,0.96,0.08,0.04,3.071,7.815,0.504,5.6899999999999995,5.333,4.462,0.63,1.46,24.0,1.0,3.0,Liga Portugal,2.0
André Castro,0.04,7.0,0.21,0.0,0.75,0.29,0.38,0.0,0.04,1.7,8.652,0.288,5.294,3.3329999999999997,5.2219999999999995,0.54,0.5,24.0,3.0,3.0,Liga Portugal,2.0
Matheus Bueno,0.0,6.0,0.36,0.0,0.64,0.43,0.43,0.0,0.07,2.35,8.267,0.607,6.667,7.5,5.556,1.0,0.64,14.0,2.0,3.0,Liga Portugal,2.0
Nigel Thomas,0.12,4.058,1.5,0.059,0.47,0.5,0.56,0.06,0.03,1.5210000000000001,7.640000000000001,0.476,3.59,3.4479999999999995,4.135,0.94,0.88,34.0,1.0,3.0,Liga Portugal,2.0
Luiz Carlos,0.0,7.273000000000001,0.4,0.0,1.3,0.35,0.45,0.05,0.05,2.6149999999999998,8.623000000000001,0.45499999999999996,7.925,2.632,5.234,1.4,1.25,20.0,3.0,3.0,Liga Portugal,2.0
Pablo Felipe,0.13,6.537999999999999,1.0,0.0,1.07,0.33,0.73,0.0,0.0,1.033,7.806,0.26,8.0,2.931,4.311,1.47,1.2,15.0,1.0,3.0,Liga Portugal,2.0
Vítor Gomes,0.0,8.333,0.2,0.0,0.55,0.3,0.15,0.1,0.05,2.7,8.167,0.465,4.727,5.0,5.833,0.45,0.5,20.0,3.0,3.0,Liga Portugal,2.0
Val Soares,0.06,5.429,1.06,0.0,2.11,0.72,1.61,0.11,0.0,4.078,8.283,0.8220000000000001,6.111,4.5,4.332,0.83,1.83,18.0,2.0,3.0,Liga Portugal,2.0
Bernardo Sousa,0.0,3.571,0.62,0.0,0.48,0.14,0.34,0.21,0.14,1.176,7.449,0.41,4.545,1.4289999999999998,3.9829999999999997,0.72,0.69,29.0,1.0,3.0,Liga Portugal,2.0
Afonso Freitas,0.04,4.615,0.35,0.0,1.08,0.69,0.42,0.04,0.08,2.435,7.441,0.477,3.0989999999999998,5.254,5.238,0.92,1.15,26.0,1.0,3.0,Liga Portugal,2.0
Diogo Mendes,0.0,3.0,0.25,0.0,1.65,0.4,0.6,0.0,0.0,2.3649999999999998,8.52,0.4,7.368,6.667,5.714,1.5,1.35,20.0,2.0,3.0,Liga Portugal,2.0
Ukra,0.0,5.0,0.13,0.0,0.27,0.2,0.53,0.2,0.13,0.9199999999999999,8.261,0.26,8.181999999999999,5.714,4.8,0.8,0.2,15.0,3.0,3.0,Liga Portugal,2.0
Pedro Tiba,0.04,6.0,1.08,0.0,0.73,0.38,0.54,0.15,0.0,2.373,8.088,0.5730000000000001,5.614,3.846,4.167,0.69,1.08,26.0,3.0,3.0,Liga Portugal,2.0
Oriol Busquets,0.0,6.429,0.08,0.0,0.88,0.67,0.79,0.0,0.0,2.754,8.684000000000001,0.33799999999999997,7.627,4.375,4.433,0.25,0.63,24.0,1.0,3.0,Liga Portugal,2.0
Fábio Ronaldo,0.1,3.7,0.9,0.0,1.03,0.71,0.74,0.13,0.1,1.906,8.223,0.45199999999999996,4.75,3.3329999999999997,4.33,1.55,0.84,31.0,1.0,3.0,Liga Portugal,2.0
Derick Poloni,0.0,4.762,0.65,0.0,1.22,0.7,0.96,0.09,0.0,1.765,7.315,0.383,1.538,3.7039999999999997,4.759,0.91,0.61,23.0,2.0,3.0,Liga Portugal,2.0
João Afonso,0.0,3.75,0.04,0.0,1.83,1.5,1.08,0.0,0.0,2.696,8.238,0.346,6.438,6.470999999999999,4.946,0.5,1.38,24.0,2.0,3.0,Liga Portugal,2.0
Hernâni,0.1,3.5,1.29,0.0,0.24,0.05,0.19,0.05,0.05,0.524,6.636,0.119,5.714,0.0,4.107,0.52,0.24,21.0,3.0,3.0,Liga Portugal,2.0
Nwankwo Obiora,0.08,10.0,0.42,0.0,1.0,0.67,0.5,0.08,0.0,2.317,8.453,0.367,6.667,6.364,4.737,0.58,0.92,12.0,3.0,3.0,Liga Portugal,2.0
Ibrahima Camará,0.0,5.926,0.54,0.0,0.83,0.33,0.42,0.08,0.08,1.763,7.895999999999999,0.388,5.8,4.0,4.848,0.5,0.5,24.0,1.0,3.0,Liga Portugal,2.0
Anderson Carvalho,0.0,6.25,0.64,0.0,1.73,0.55,1.0,0.0,0.0,1.7,7.3260000000000005,0.309,4.118,3.3329999999999997,5.068,0.82,0.91,11.0,3.0,3.0,Liga Portugal,2.0
Kento Misao,0.0,4.545,0.35,0.0,1.76,0.94,0.88,0.0,0.0,2.359,7.83,0.376,5.4,5.263,4.8,0.94,1.59,17.0,2.0,3.0,Liga Portugal,2.0
Euller,0.05,5.581,0.86,0.0,1.0,0.48,0.9,0.0,0.0,1.576,7.583,0.481,5.2170000000000005,4.118,4.6450000000000005,0.95,1.29,21.0,2.0,3.0,Liga Portugal,2.0
Miguel Baeza,0.0,2.632,0.64,0.0,0.45,0.32,0.32,0.14,0.05,1.7730000000000001,8.179,0.414,5.385,4.0,4.1770000000000005,0.59,0.36,22.0,1.0,3.0,Liga Portugal,2.0
Romário Baró,0.0,4.839,0.67,0.0,1.11,0.56,0.5,0.17,0.06,1.5779999999999998,8.345,0.433,5.714,3.636,4.412,1.0,0.67,18.0,1.0,3.0,Liga Portugal,2.0
Henrique Jocu,0.0,0.0,0.07,0.0,0.93,0.5,0.79,0.07,0.0,1.4789999999999999,8.261,0.157,5.714,7.5,5.227,0.29,0.43,14.0,1.0,3.0,Liga Portugal,2.0
Bilel Aouacheria,0.04,3.75,1.0,0.0,0.63,0.25,0.17,0.08,0.04,0.792,7.684,0.296,5.0,4.286,4.274,0.83,1.04,24.0,2.0,3.0,Liga Portugal,2.0
Gustavo Assunção,0.05,3.846,0.14,0.0,1.0,0.59,0.68,0.09,0.05,2.305,8.225,0.33599999999999997,5.072,3.636,3.9520000000000004,0.45,1.32,22.0,1.0,3.0,Liga Portugal,2.0
Bruno Jordão,0.09,6.129,1.18,0.0,1.09,1.09,1.45,0.0,0.0,2.391,8.137,0.42699999999999994,7.419,4.0,5.196,1.73,0.91,11.0,2.0,3.0,Liga Portugal,2.0
João Graça,0.05,5.128,0.68,0.0,1.16,0.42,1.21,0.0,0.05,2.4370000000000003,8.206999999999999,0.516,6.486,4.375,4.111,0.95,1.26,19.0,2.0,3.0,Liga Portugal,2.0
Yan Eteki,0.0,5.556,0.24,0.0,1.29,0.35,0.71,0.12,0.0,1.559,8.302,0.288,5.714,2.5,5.086,1.76,1.12,17.0,2.0,3.0,Liga Portugal,2.0
Ilija Vukotić,0.0,6.0,0.15,0.0,0.62,0.46,0.31,0.0,0.0,1.1380000000000001,7.973000000000001,0.16899999999999998,4.615,4.118,4.545,0.15,0.62,13.0,1.0,3.0,Liga Portugal,2.0
Matheus Araújo,0.0,3.478,0.65,0.0,1.4,0.7,0.8,0.1,0.0,2.035,7.3709999999999996,0.315,4.561,5.75,5.17,0.85,0.6,20.0,1.0,3.0,Liga Portugal,2.0
Paulo Vitor,0.04,4.545,0.92,0.0,0.88,0.56,0.44,0.12,0.04,1.3800000000000001,8.318999999999999,0.24,5.714,1.333,4.899,1.16,0.68,25.0,1.0,3.0,Liga Portugal,2.0
Jonny Arriba,0.08,5.0,1.23,0.0,1.23,0.54,0.92,0.0,0.08,1.408,8.033,0.446,7.5,3.684,3.846,0.31,0.85,13.0,1.0,3.0,Liga Portugal,2.0
Lucas Ventura,0.0,6.667,0.46,0.0,1.0,0.15,0.54,0.08,0.0,1.392,8.453,0.192,4.286,5.455,5.0,1.08,1.38,13.0,2.0,3.0,Liga Portugal,2.0
Stefano Beltrame,0.0,6.667,0.85,0.0,0.55,0.35,0.4,0.0,0.0,1.8050000000000002,7.839,0.38,6.053,5.455,5.604,0.9,0.4,20.0,2.0,3.0,Liga Portugal,2.0
Luther Singh,0.0,3.529,0.36,0.0,0.64,0.36,0.09,0.05,0.05,0.9640000000000001,8.065999999999999,0.227,5.833,2.778,4.375,0.45,0.55,22.0,2.0,3.0,Liga Portugal,2.0
Pelé,0.0,6.25,0.17,0.0,1.17,0.33,0.25,0.0,0.0,2.567,8.766,0.3,6.364,5.0,5.161,0.5,0.5,12.0,3.0,3.0,Liga Portugal,2.0
João Pedro,0.0,4.444,0.14,0.0,0.93,0.64,0.57,0.07,0.0,1.721,7.676,0.286,5.333,5.263,4.368,0.79,1.07,14.0,2.0,3.0,Liga Portugal,2.0
Ricardo Mangas,0.15,4.103,1.0,0.0,0.56,0.52,0.44,0.15,0.04,1.8519999999999999,7.659999999999999,0.493,4.167,4.386,4.311999999999999,1.41,1.19,27.0,2.0,3.0,Liga Portugal,2.0
Yaw Moses,0.0,10.0,0.08,0.0,0.5,0.58,0.67,0.08,0.0,1.175,7.518000000000001,0.15,4.4,6.25,4.516,0.08,0.5,12.0,1.0,3.0,Liga Portugal,2.0
Ismaila Soro,0.0,7.619,0.15,0.0,1.5,1.38,1.12,0.08,0.0,2.6420000000000003,8.456999999999999,0.296,6.2299999999999995,6.129,4.595000000000001,0.42,1.54,26.0,2.0,3.0,Liga Portugal,2.0
Tiago Araújo,0.04,5.0,0.56,0.0,0.52,0.52,0.56,0.04,0.0,1.228,7.231,0.20800000000000002,4.286,6.667,4.526,0.2,0.48,25.0,1.0,3.0,Liga Portugal,2.0
Masaki Watai,0.07,2.308,0.27,0.0,0.4,0.13,0.6,0.07,0.07,1.367,8.488,0.387,8.0,0.0,1.698,0.0,0.67,15.0,1.0,3.0,Liga Portugal,2.0
Diogo Pinto,0.0,3.636,0.24,0.0,0.47,0.12,0.24,0.0,0.12,0.747,7.953,0.20600000000000002,1.25,3.3329999999999997,3.9530000000000003,0.18,0.35,17.0,1.0,3.0,Liga Portugal,2.0
João Gamboa,0.0,2.857,0.35,0.0,0.94,0.82,0.82,0.0,0.0,2.1879999999999997,7.9030000000000005,0.306,6.215999999999999,5.313000000000001,4.5280000000000005,0.76,1.35,17.0,2.0,3.0,Liga Portugal,2.0
Bastien Toma,0.0,5.0,0.83,0.0,0.5,0.17,0.5,0.08,0.0,1.8329999999999997,8.818000000000001,0.508,4.167,1.4289999999999998,3.556,0.5,0.92,12.0,1.0,3.0,Liga Portugal,2.0
Joao Marques,0.0,5.0,0.45,0.0,0.64,0.0,0.36,0.09,0.0,0.891,7.856999999999999,0.24500000000000002,4.0,3.8890000000000002,5.238,1.91,0.82,11.0,1.0,3.0,Liga Portugal,2.0
Amine Oudrhiri,0.0,10.0,0.11,0.0,0.47,0.47,0.26,0.0,0.0,2.4210000000000003,9.217,0.395,7.308,5.0,5.741,0.84,0.37,19.0,3.0,3.0,Liga Portugal,2.0
Arsénio Nunes,0.0,4.090999999999999,0.32,0.0,0.23,0.06,0.29,0.16,0.06,1.142,7.627,0.284,4.444,2.0,3.1109999999999998,0.29,0.23,31.0,3.0,3.0,Liga Portugal,2.0
Cuca,0.0,7.5,0.15,0.0,0.45,0.35,0.3,0.0,0.0,0.945,8.042,0.205,5.0,4.545,4.894,0.3,0.4,20.0,3.0,3.0,Liga Portugal,2.0
Gustavo Klismahn,0.0,3.0,0.33,0.0,1.0,0.2,0.4,0.07,0.07,1.4,7.952,0.38,5.385,5.333,4.1770000000000005,0.47,1.67,15.0,1.0,3.0,Liga Portugal,2.0
Ricardinho,0.0,3.286,0.8,0.0,0.96,0.28,0.92,0.12,0.12,1.98,7.515000000000001,0.592,4.286,2.778,3.636,1.12,1.4,25.0,2.0,3.0,Liga Portugal,2.0
