#,Team,Name,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box
205,,Lefteris Lyratzis,0,0.21,0,0,0.5,0.07
206,,Paolo Fernandes,0,0.15,0,0,0.52,0.19
207,,Brandon Thomas,0,0,0,0,0.28,0.07
208,,Triantafyllos Tsapras,0,0.23,0,0,1.23,0.23
209,,Pedro Conde,0,0,0,0,1,0
210,,André Ricardo,0,0,0,0,0,0
211,,Andre Gray,0,0.03,0,0,0.59,0.09
212,,Stavros Pilios,0,0.22,0,0,0.91,0.26
213,,Cristian Ganea,0,0,0,0,0.11,0
214,,Ognjen Ožegović,0,0.12,0,0,1.04,0.4
215,,László Kleinheisler,0,0,0,0,0.13,0
216,,Konstantinos Apostolakis,0,0.05,0,0,0.86,0.33
217,,Juan Munafo,0,0.21,0,0,0.79,0.08
218,,Sebá,0,0.09,0,0,0.91,0.14
219,,Jacques-Alaixys Romao,0,0.19,0,0,1.32,0.23
220,,Bojan Šaranov,2.7,0.25,0.05,0,1.4,0.15
221,,Walter Iglesias,0,0.19,0,0,0.57,0.05
222,,Giorgos Masouras,0,0,0,0,0.3,0.06
223,,Diamantis Chouchoumis,0,0.22,0,0,1.19,0.22
224,,Giorgos Nikas,0,0.1,0,0,0.8,0.23
225,,Marios Vrousai,0,0.05,0,0,0.37,0.11
226,,Maximiliano Lovera,0,0,0,0,0.88,0.17
227,,Lazar Romanić,0,0,0,0,0.83,0.17
228,,Kosmas Tsilianidis,0,0,0,0,0.18,0
229,,Joel Graterol,2.4,0.4,0,0,0.8,0.2
230,,Panagiotis Symelidis,0,0,0,0,1.18,0.18
231,,Miloš Deletić,0,0.13,0,0,1.38,0.38
232,,Georgios Vrakas,0,0.15,0,0,0.93,0.15
233,,Sito,0,0,0,0,0.69,0.04
234,,Richmond Boakye,0,0,0,0,0.5,0
235,,Juan Angel Neira,0,0,0,0,0.4,0
236,,Giannis Kiakos,0,0,0,0,1.38,0.25
237,,Alexandros Lolis,0,0,0,0,0.64,0
238,,Giorgos Pamlidis,0,0.04,0,0,0.75,0.32
239,,Jacob Une Larsson,0,0.13,0,0,1.26,0.29
240,,Garry Rodrigues,0,0,0,0,0.28,0
241,,Francesc Regis,0,0.09,0,0,0.7,0.13
242,,Panagiotis Tzimas,0,0.07,0,0,0.82,0.11
243,,August Erlingmark,0,0.17,0,0,0.63,0
244,,Luiz Phellype,0,0,0,0,0.56,0
245,,Miguel Ángel Guerrero,0,0.09,0,0,1.09,0.09
246,,Pipa,0,0.27,0,0,0.27,0.09
247,,Philip Zinckernagel,0,0,0,0,0,0
248,,Edwin Rodríguez,0,0,0,0,0,0
249,,Michalis Kosidis,0,0,0,0,0.5,0
250,,Vasilios Gordeziani,0,0,0,0,0,0
251,,Sarantis Tselebakis,0,0,0,0,0.5,0
