#,Team,Name,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past
160,,Guðmundur Þórarinsson,0.63,0.63,0,0.74,0,0.41
161,,Ahmed Hassan,1,0,0,0,0,0
162,,Christos Albanis,1,0,0,0,0,0
163,,Dereck Kutesa,0,0,0,0,0,0
164,,Konstantinos Doumtsios,0,0,0,0,0,0
165,,Zymer Bytyqi,0,0,0,0,0,0
166,,Régis,0.5,1,0,0,0,0
167,,Michalis Bakakis,2,1,0,2.2,0,0.2
168,,Sotiris Ninis,0.56,0.11,0,0,0,0.22
169,,Ousseynou Ba,1.21,1.16,0,2.32,0.05,0.21
170,,Assane Dioussé,1.18,0.79,0,0.42,0,0.64
171,,Jerónimo Barrales,0.43,0.04,0,0.5,0,0.25
172,,Facundo Sánchez,1.14,0.71,0,0.86,0,0.5
173,,Dorin Rotariu,0.67,0.41,0.04,0.52,0,0.3
174,,Paulo Vinícius,0.73,1.68,0,2.77,0,0
175,,Javier Mendoza,0.9,0.7,0,0,0,0.2
176,,Gerasimos Bakadimas,1,1.38,0,1.5,0,0.38
177,,Epameinondas Pantelakis,0.92,1.4,0,3.8,0,0.16
178,,Asier Benito,0.15,0,0,0.15,0,0
179,,Christos Tasoulis,1.17,0.67,0,1.25,0,0.33
180,,Stefan Schwab,0.71,0.48,0,0.58,0,0.29
181,,Alexander Jeremejeff,0.1,0.2,0,0.4,0,0
182,,Moses Odubajo,1.04,1.08,0.04,0.76,0,0.16
183,,Rubén García,0.82,1.36,0,1.09,0,0.27
184,,Panagiotis Liagas,0.85,1.45,0,3.6,0,0.15
185,,Adam Tzanetopoulos,0.83,1.78,0,3.83,0,0.17
186,,Adam Gnezda Čerin,0.85,0.65,0,0.18,0,0.35
187,,Jeison Medina,0.13,0,0,0.13,0,0
188,,Marvin Peersman,0.97,0.69,0.03,1.86,0,0.31
189,,Matej Marković,0,0.07,0,1.07,0,0
190,,Nicolas N'Koulou,0.59,1.18,0,1.65,0.06,0.12
191,,Claudiu Balan,0.56,0.15,0,0.26,0,0.15
192,,Youssef El Arabi,0.18,0.12,0,0.12,0,0.06
193,,Tomás De Vincenti,0.67,0.46,0.04,0.13,0,0.13
194,,Manssou Fofana,0,0.2,0,0,0,0.2
195,,Giannis Anestis,0,0,0.05,0.43,0,0
196,,Joan Sastre,0.88,1.21,0,0.67,0,0.17
197,,Alfredo Mejía,1.97,1.03,0,0.66,0,0.41
198,,Georgios Liavas,1.07,1.13,0,2.73,0,0.4
199,,Kevin Rosero,0.55,0.55,0,0.27,0,0.18
200,,Salem M'Bakata,0.91,0.87,0,0.65,0,0
201,,Nadrey Dago,1.75,0.56,0,0.06,0,0.19
202,,Stephen Kwabena Hammond,2.5,1.31,0.04,0.27,0,0.96
203,,Leroy Abanda,0.8,1.73,0,1.67,0,0.53
204,,Nikolaos Tsoukalos,0.43,0,0,0,0,0
205,,Lefteris Lyratzis,0.86,0.29,0,0.86,0,0.21
206,,Paolo Fernandes,0.78,0.33,0,0.15,0,0.19
207,,Brandon Thomas,0.45,0.14,0,0.03,0,0.1
208,,Triantafyllos Tsapras,1.19,1.81,0.04,2.23,0.04,0.46
209,,Pedro Conde,0,0,0,1,0,0.2
210,,André Ricardo,0.33,0,0,0,0,0
211,,Andre Gray,0.22,0,0,0.09,0,0.06
212,,Stavros Pilios,2.13,1.52,0,1.91,0,0.48
213,,Cristian Ganea,0.44,0.33,0,0.78,0,0.11
214,,Ognjen Ožegović,0.28,0.08,0,0.48,0,0.2
215,,László Kleinheisler,1.07,0.27,0,0.07,0,0.4
216,,Konstantinos Apostolakis,1.67,1.24,0,2.24,0,0.52
217,,Juan Munafo,1.75,0.54,0,0.63,0,0.67
218,,Sebá,1.14,0.41,0,0.77,0,0.23
219,,Jacques-Alaixys Romao,1.65,1.68,0,1.77,0,0.35
220,,Bojan Šaranov,0,0,0,0.4,0,0.05
221,,Walter Iglesias,0.81,0.48,0,1.86,0,0.19
222,,Giorgos Masouras,0.52,0.3,0,0.03,0,0.12
223,,Diamantis Chouchoumis,0.96,1.89,0,1.89,0,0.37
224,,Giorgos Nikas,1.1,0.83,0,0.57,0,0.33
225,,Marios Vrousai,0.89,0.16,0,0.37,0,0.26
226,,Maximiliano Lovera,0.71,0.33,0,0.29,0,0.25
227,,Lazar Romanić,0.83,0.25,0,0.25,0,0.33
228,,Kosmas Tsilianidis,0.36,0.18,0,0.18,0,0
229,,Joel Graterol,0,0,0,1.2,0.2,0.4
230,,Panagiotis Symelidis,0.91,0.45,0,0.27,0,0.27
231,,Miloš Deletić,0.94,0.44,0.03,0.25,0,0.41
232,,Georgios Vrakas,1.11,0.67,0,0.26,0,0.22
233,,Sito,0.96,0.12,0.04,0.12,0,0.15
234,,Richmond Boakye,0,0,0,0.13,0,0
235,,Juan Angel Neira,0.33,0,0,0,0,0.2
236,,Giannis Kiakos,2,2,0,0.88,0,0.25
237,,Alexandros Lolis,1.27,0.64,0,0.45,0,0
238,,Giorgos Pamlidis,0.68,0.54,0,0.32,0,0.25
239,,Jacob Une Larsson,0.94,1.16,0,2.68,0,0.19
240,,Garry Rodrigues,0.11,0,0,0,0,0.06
241,,Francesc Regis,0.35,0.26,0,0.43,0,0.17
242,,Panagiotis Tzimas,1.14,0.68,0,0.39,0,0.43
243,,August Erlingmark,1.25,1.04,0,0.88,0,0.58
244,,Luiz Phellype,0.22,0,0,0,0,0
245,,Miguel Ángel Guerrero,0.45,0.18,0,0.18,0,0.27
246,,Pipa,0.55,0.64,0.09,0.64,0,0
247,,Philip Zinckernagel,0,0,0,0,0,2
248,,Edwin Rodríguez,0,0,0,0,0,0
249,,Michalis Kosidis,0,0,0,0,0,0
250,,Vasilios Gordeziani,0.5,0,0,0.5,0,0
251,,Sarantis Tselebakis,0,0,0,1,0,0
252,,Tomáš Vaclík,0,0,0,0.4,0,0.2
253,,Kaiyne Woolery,0.33,0.11,0,0.11,0,0.11
254,,Patrick Bahanack,0.67,1.27,0,2,0,0
255,,Giorgos Vagiannidis,0.84,0.37,0,0.37,0,0.37
256,,Rafael Camacho,0.24,0.04,0,0.08,0,0.04
257,,Dimitrios Metaxas,1.1,1.1,0,0.76,0,0.52
258,,Hugo Sousa,0.94,1,0,2.28,0,0.28
259,,Bryan Dabo,0.59,0.52,0,0.37,0.04,0.11
260,,Georgios Valerianos,1.17,1.67,0.13,1.46,0,0.58
261,,Giannis Bouzoukis,0.67,0.29,0,0.1,0,0.05
262,,Cristopher Nunez,1.48,0.55,0,0.34,0,0.48
263,,Dimitris Konstantinidis,1.33,0.78,0,0.56,0,0.56
264,,Daniel Adejo,0.69,1.31,0,3.56,0,0.06
265,,Petros Giakoumakis,1,0.21,0,0.07,0,0.14
266,,Ahmad Mendes Moreira,0.26,0.29,0.03,0.32,0,0.26
267,,Viðar Örn Kjartansson,0.1,0.03,0,0.06,0,0.03
268,,João Pedro Silva,0,0.03,0,0.07,0,0.03
269,,Georgios Koutsias,0.35,0.2,0,0.45,0,0.25
270,,Christos Shelis,0.39,1.39,0.04,3.36,0,0.29
271,,Georgios Tzovaras,0.32,0.16,0,0.32,0,0.24
272,,Angelos Liasos,0.91,0.78,0,0.83,0,0.26
273,,Bandiougou Fadiga,1.04,0.46,0,0.07,0,0.36
274,,Fiorin Durmishaj,0.42,0.25,0,0.25,0,0.08
275,,Jorge Díaz,1.25,0.5,0,0.64,0,0.43
276,,Benjamin Verbič,0.69,0.23,0,0.12,0,0.08
277,,Lefteris Choutesiotis,0,0.03,0.03,0.24,0,0.03
278,,Marios Siabanis,0,0.2,0,0.6,0,0
279,,Antonis Tsiftsis,0,0.14,0,0.57,0,0.14
280,,Petros Bagalianis,1.25,0.88,0,1.25,0,0
281,,Cheick Doukouré,1.06,1.19,0,0.81,0,0.44
282,,Luis Perea,0.69,0.69,0,0.88,0,0.27
283,,Facundo Bertoglio,0.68,0.32,0,0.14,0,0.18
284,,Johan Martensson,0.7,1.11,0.07,0.81,0,0.41
285,,Vykintas Slivka,0.69,0.69,0,0.9,0,0.21
286,,Sebastian Grønning,0,0.13,0,0.13,0,0.13
287,,Giannis Kargas,1.13,1.63,0,1.75,0,0.25
288,,Sebastian Mladen,1.16,1.23,0.06,1.84,0,0.45
289,,Nicolás Mezquida,0.74,0.17,0,0.17,0,0.3
290,,Giorgos Kosteas,0.18,0,0,0,0,0
291,,Marios Tzavidas,0.13,0.13,0,0.19,0,0.06
292,,Gerónimo Bortagaray,0.83,0.33,0,1,0,0.17
293,,Nikolai Alho,0.85,0.76,0.03,1.35,0,0.18
294,,Stavros Panagiotou,1.16,0.89,0,0.63,0,0.37
295,,Konstantinos Balogiannis,1.04,0.91,0,0.57,0,0.35
296,,Alexandros Voilis,0,0,0,0,0,0
297,,Nikolaos Zouglis,0.83,0.33,0,0.5,0,0.5
