#,Team,Name,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %
412,,Sonny Stevens,0,0,24.5,61.9,2,31.71
413,,Ivan Varone,0,0,6,66.67,3,0
414,,Theodoros Vasilakakis,0,0,2,50,0,0
415,,Alexander Fransson,0,0,5,90,1,0
416,,Xavier,0,0,6.5,76.92,1.5,0
417,,Iason Kyrkos,0,0,3.5,71.43,1.5,0
418,,Konstantinos Tsirigotis,0,0,15,75.56,0.67,37.5
419,,Simo Roumpoulakou,0,0,13.8,75.36,1.4,11.11
420,,Antonis Oikonomopoulos,0,0,5.4,70.37,1,33.33
421,,Marios Vichos,0.06,0,26.17,67.73,3.78,27.59
422,,Athanasios Garavelis,0,0,22.6,46.02,1.6,37.76
423,,Filip Sachpekidis,0,0,5.1,64.71,2.3,50
424,,Jérôme Prior,0,0,26,78.21,0,51.52
425,,Kévin Soni,0,0,3,50,1.5,0
426,,Rafail Sgouros,0,0,4,95,0,0
427,,Louis Poznański,0,0,29.33,71.59,3,50
428,,Giorgos Saramantas,0,0,6,64.81,0.78,44.44
429,,Ismahila Ouédraogo,0,0,5,60,0,0
430,,Afeez Nosiru,0,0,5.5,63.64,0,0
431,,Vasilios Poghosyan,0,0,0.5,0,0,0
432,,Panagiotis Avgerinos,0,0,26,41.03,0.33,26.67
433,,Antonis Stergiakis,0,0,27.4,45.26,1.8,35.09
434,,Vangelis Nikolaou,0,0,6,83.33,1,0
435,,Vangelis Kontogiannis,0,0,21.5,60.47,0.5,37.04
436,,Samuel Yohou,0,0,26.14,84.7,2.57,62.07
437,,Angelos Tsavos,0,0,15,71.11,3.67,25
438,,Raman Chibsah,0,0,19.11,79.65,2.33,46.67
439,,Sotiris Alexandropoulos,0,0,5,60,1,0
440,,Leandro Frroku,0,0,0,0,0,0
441,,Efthymios Christopoulos,0,0,1,0,0,0
442,,Sotirios Kokkinis,0,0,6,83.33,0,0
443,,Nikolaos Lolis,0,0,1,0,0,0
444,,Christos Chatziioannou,0,0,3.5,71.43,0.5,100
445,,Oliver Benítez,0,0,0,0,0,0
446,,Angelos Tsiris,0,0,1,100,0,0
