Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls,Appearances
Fotis Ioannidis,0.19,0.06,51.11,1.36,0,0,0.36,0.08,0,0.08,0,0.14,0.06,0.06,10.25,79.95,4,58.33,0,0.06,0,0,0.25,0.03,0.06,0,33.33,47.42,1.36,0.83,36
Aboubakar Kamara,0.27,0.2,66.67,1.67,0,0,0.27,0.2,0,0.6,0,0.07,0,0,16,76.67,3.93,63.64,0,0,0,0,0.73,0.07,0.27,0.13,43.59,42.86,1.93,2.33,15
Dimitrios Kourbelis,0.03,0.1,72.73,0.83,0,0,1.27,0.8,0,0.9,0,0.5,0.1,0.03,42.1,87.02,10.7,69.35,0,0.17,0,0,0.33,0.03,0.27,0.03,53.66,48.28,1.5,1.97,30
Triantafyllos Pasalidis,0,0,100,0.27,0,0,1.14,1.41,0,3.14,0,0.18,0.05,0.05,39.14,84.2,1.82,43.2,0,0.27,0,0,0.73,0.05,0.36,0.05,61.29,55.74,1.05,1.68,22
Lukas Rupp,0.13,0,71.43,0.88,0,0,0.88,0.13,0,0.38,0,0.13,0.13,0.13,16.25,86.15,4.88,80,0,0,0,0,0.5,0,0,0,50,56.76,0.88,0.75,8
Georgios Kornezos,0.05,0,0,0.36,0.05,0,1.14,1.95,0,2.91,0,0.18,0,0,33.41,80.41,1.82,46.3,0,0.23,0,0,1.55,0.18,0.18,0,62.07,58.04,0.18,0.77,22
Rafa Soares,0,0,33.33,0.31,0,0,0.92,0.88,0,1.46,0,0.35,0.19,0.19,40.42,81.26,9.54,47.75,0,0.42,0,0,0.69,0.19,0.12,0,44.44,36.36,0.12,0.92,26
Derek Cornelius,0,0.08,0,0.54,0,0,1.31,1.69,0,5.08,0,0.15,0,0.08,37.08,75.31,2.38,34.13,0,0.15,0,0,0.85,0.31,0.08,0,60,61.9,0.92,1.08,13
Dani Suarez,0,0,0,0.67,0,0,1.78,0.67,0,3,0,0.22,0,0.11,52.44,85.38,3.22,52.54,0,0.11,0,0,1.22,0.11,0.22,0,55.56,65.31,0.67,0.67,9
Rodrigo Escoval,0,0,100,0.24,0,0,0.86,1.59,0,3.55,0,0.24,0,0,42.38,79.9,3.38,52.4,0,0.34,0,0,1.07,0.38,0.21,0,57.63,56.49,0.48,0.9,29
Julián Bartolo,0.09,0.05,38.89,1.14,0,0,0.95,0.18,0,0.14,0,0.55,0.18,0.18,14.5,75.24,3.86,70.37,0,0,0,0,0.32,0.14,0.09,0,18.18,46.9,1.05,1,22
Theofanis Mavromatis,0,0.06,0,0.22,0,0,0.39,1.5,0.11,3.72,0,0.06,0.06,0.11,34.94,80.29,1.83,38.66,0,0.22,0,0,0.72,0.06,0.22,0,67.74,58.06,0.5,0.67,18
Alexei Koşelev,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,20.75,40.96,2,30.99,1.75,0.5,0.25,0,0.5,0.25,0.25,0,100,100,0,0,4
Jean Barrientos,0.09,0.09,56.25,1.17,0,0,1.57,0.96,0,0.3,0,0.39,0.04,0,46.87,84.97,9.78,68.83,0,0.26,0,0,1.17,0.39,0.3,0,41.67,51.23,1.48,1.43,23
Pajtim Kasami,0.17,0.17,66.67,1.83,0,0,0.92,0.58,0,0.17,0,0.58,0,0,25.17,87.09,4.5,63.89,0,0.17,0,0,0.33,0.08,0.08,0,33.33,43.9,0.25,1,12
Nikolaos Karelis,0.45,0.17,37.5,1.66,0.07,0,0.24,0.24,0,0.24,0,0.14,0.03,0.03,13.24,74.22,3.07,61.9,0,0.03,0,0,0.97,0.21,0.07,0.03,24.36,31.5,1.07,1.45,29
Nouha Dicko,0.2,0.13,40.74,1.97,0.07,0,0.53,0.3,0,0.07,0,0.17,0,0.03,16.33,75.51,5.33,50,0,0.03,0,0,0.9,0.1,0.2,0,24.44,37.82,1.17,1.27,30
Giannis Konstantelias,0.07,0.23,48.08,1.4,0,0,0.97,0.33,0,0.07,0,0.27,0.17,0.13,22.43,79.64,8.77,64.58,0,0.13,0,0,0.37,0.13,0.1,0,27.27,44.04,1.3,1.4,30
Georgios Mygas,0,0.03,50,1.24,0,0,1.97,1.41,0.03,1.52,0.03,0.28,0.21,0.03,25.97,66.67,4.62,37.74,0,0.24,0,0,1.24,0.21,0.34,0,62.07,54.76,1.62,1.86,29
José Alberto Cañas,0.04,0,33.33,0.74,0,0,1.33,1.15,0,0.41,0,0.3,0.04,0.04,33.41,80.71,5.3,61.11,0,0.22,0,0,1.04,0.22,0.19,0,51.72,65.73,1.56,0.89,27
Andreas Bouchalakis,0.33,0.33,0,1.33,0,0,0.67,0.67,0,0.33,0,0.33,0,0,33,88.89,8.33,72.73,0,0,0,0,0,0.33,0,0,0,37.5,0.33,1,3
Petros Mantalos,0.07,0.07,50,0.73,0.03,0,0.53,0.17,0,0.1,0,0.23,0.13,0.2,14.57,78.95,4.83,62.07,0,0.03,0,0,0.03,0.03,0.17,0,40,45.63,0.73,1.1,30
Diadié Samassékou,0.1,0,40,0.3,0.05,0,1.2,0.6,0,0.75,0,0.25,0,0,21.05,82.9,3.6,57.78,0,0.3,0,0,0.05,0.05,0.1,0,57.14,56.79,0.6,0.8,20
Tasos Tsokanis,0.15,0.04,66.67,0.52,0.07,0,1.22,1.33,0,1.33,0,0.44,0.04,0.11,28.85,77.41,4.3,46.67,0,0.19,0,0,1.26,0.3,0.07,0,45.45,61.24,1.26,0.48,27
Juan Iturbe,0.12,0,54.35,1.06,0,0,1.12,0.55,0.03,0.27,0.03,0.21,0.03,0.03,15.3,72.87,4.91,54.29,0,0,0,0,0.7,0.03,0.12,0,48.72,56.25,1.94,0.85,33
Rubén Martínez,0.18,0,50,2.06,0,0,0.71,0.41,0,0.18,0,0.24,0.06,0,15.53,74.62,5,55.56,0,0,0,0,0.82,0.29,0.06,0,25,41.9,1.41,1.59,17
Nélson Oliveira,0.22,0.16,55.56,2.09,0.03,0,0.19,0.16,0,0.19,0,0.09,0.03,0.03,14.28,78.12,4.53,64.29,0,0.09,0,0,0.47,0.13,0.13,0,32.5,43.08,1.72,1.09,32
Theofanis Tzandaris,0,0.03,64.29,0.86,0,0,1.97,1.17,0.03,0.72,0,0.79,0,0.07,31.72,79.02,5.66,59.8,0,0.17,0,0,0.97,0.17,0.14,0,67.65,57.31,2.03,1.9,29
Bradley Mazikou,0,0,35,0.21,0,0,1.29,1.21,0.07,0.96,0,0.29,0.11,0.07,34.11,85.03,6.18,57.14,0,0.18,0,0,0.89,0.11,0.11,0,46.43,62.58,1.68,0.75,28
David Carmona,0,0,50,0.22,0,0,2.39,1.3,0.04,1.96,0,0.74,0,0.04,31.22,75.63,7.35,46.39,0,0.3,0,0,0.83,0.17,0.04,0,56,56.47,1,1.22,23
Frederico Duarte,0.04,0.04,38.46,1.04,0,0,1.8,0.76,0,0.28,0,0.44,0,0.04,16.92,66.67,4.2,43.86,0,0.04,0,0,0.84,0.2,0.12,0,50,58.47,1.8,1.04,25
Levan Shengelia,0.1,0,51.16,0.97,0,0,0.74,0.39,0,0.16,0,0.23,0.1,0.1,18.35,82.07,4.74,67.12,0,0.1,0,0,0.58,0.16,0.16,0,41.67,40,0.45,0.74,31
Harold Mosquera,0.08,0.08,33.33,1.08,0,0,0.17,0.08,0,0.08,0,0,0.17,0.08,11.17,81.34,5.25,57.14,0,0,0,0,0.42,0,0,0,100,59.38,1,0,12
Wajdi Kechrida,0.03,0,25,0.33,0,0,1.1,1.2,0,1.43,0,0.27,0.13,0.07,40.67,79.59,8.1,51.55,0,0.27,0,0,0.9,0.13,0.13,0,73.68,47.92,0.7,1.23,30
Federico Gino,0,0,66.67,1.31,0,0,1.81,1.75,0,0.81,0,1.06,0.06,0,43.31,81.39,8.13,54.9,0,0.19,0,0,0.69,0.25,0.44,0,53.85,45.08,1.06,2.13,16
Juan Muñiz,0.09,0.09,40,1.18,0,0,0.36,0.09,0,0.18,0,0.09,0.09,0,17.64,73.2,5.55,56.67,0,0,0,0,0.36,0.09,0.27,0,33.33,45.65,1.27,1.27,11
Ivan Näsberg,0.08,0,0,0.58,0,0,0.33,0.5,0,2,0,0,0,0,46.83,90.21,3.25,48.33,0,0.33,0,0,0.67,0.17,0.08,0,69.23,60.61,0.67,0.67,12
Guðmundur Þórarinsson,0,0,80,0.07,0,0,0.63,0.63,0,0.74,0,0.41,0.04,0.15,36.41,80.67,8.52,55.56,0,0.11,0,0,1,0.04,0.07,0,52.63,46.15,0.22,0.52,27
Ahmed Hassan,0,0,0,1,0,0,1,0,0,0,0,0,0,0,11,81.82,0,100,0,0,0,0,0,0,0,0,50,50,0,1,1
Christos Albanis,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,100,3,0,0,0,0,0,0,0,0,0,0,100,0,0,1
Dereck Kutesa,0,0,0,2,0,0,0,0,0,0,0,0,0,0,15,66.67,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Konstantinos Doumtsios,0,0,0,2,0,0,0,0,0,0,0,0,0,0,15,66.67,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Zymer Bytyqi,0,0,100,0.5,0,0,0,0,0,0,0,0,0,0,5,80,1.5,0,0,0,0,0,0,0,0,0,100,100,0.5,0,2
Régis,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,5.5,72.73,1.5,50,0,0,0,0,0,0,0,0,100,100,0,0,2
Michalis Bakakis,0,0,0,0.6,0,0,2,1,0,2.2,0,0.2,0,0,32.4,73.46,5.8,24,0,0.4,0,0,0.8,0.2,0,0,60,62.86,1.2,1,5
Sotiris Ninis,0,0.11,80,1.56,0,0,0.56,0.11,0,0,0,0.22,0.22,0,23.44,74.41,7.89,47.5,0,0,0,0,0.22,0,0,0,37.5,53.49,1.33,0.89,9
Ousseynou Ba,0,0,100,0.26,0,0,1.21,1.16,0,2.32,0.05,0.21,0.05,0,41.47,89.09,1.79,57.14,0,0.26,0,0,0.63,0.16,0.11,0,43.48,54.55,0.74,1.05,19
Assane Dioussé,0.09,0.03,50,0.52,0,0,1.18,0.79,0,0.42,0,0.64,0,0.03,41.76,86.43,8.48,70.71,0,0.15,0,0,1,0.09,0.09,0,65.22,53,1.45,1.21,33
Jerónimo Barrales,0.07,0.07,0,1.18,0,0,0.43,0.04,0,0.5,0,0.25,0.04,0,17.04,60.17,3.32,35.71,0,0.14,0,0,0.64,0.07,0.29,0,51.89,51.39,1.64,1.79,28
Facundo Sánchez,0.07,0,30,0.36,0,0,1.14,0.71,0,0.86,0,0.5,0,0,34.43,78.63,5.71,43.08,0,0.36,0,0,0.21,0,0.14,0,60,47.44,0.43,0.71,14
Dorin Rotariu,0.15,0.07,38.89,0.78,0.04,0,0.67,0.41,0.04,0.52,0,0.3,0.15,0,16.04,76.91,4.52,65.79,0,0.07,0,0,0.59,0.07,0.07,0,70.37,56.3,0.93,0.19,27
Paulo Vinícius,0.05,0,0,0.41,0.05,0,0.73,1.68,0,2.77,0,0,0.05,0,30.36,75.3,2.36,42.86,0,0.18,0,0,1.05,0.27,0.18,0.05,47.62,58.16,1,0.68,22
Javier Mendoza,0.2,0,12.5,1.3,0,5,0.9,0.7,0,0,0,0.2,0,0,22.4,78.57,6.4,76,0,0,0,0,0.7,0.2,0.3,0,66.67,46.91,2.7,1.9,10
Gerasimos Bakadimas,0,0,0,0.5,0,0,1,1.38,0,1.5,0,0.38,0,0,39,85.26,2.75,50,0,0.25,0,0,0.88,0,0,0,40,56.67,0.63,0.5,8
Epameinondas Pantelakis,0.04,0,50,0.32,0.04,0,0.92,1.4,0,3.8,0,0.16,0,0,39.08,78.4,3.28,47.32,0,0.04,0,0,0.92,0.36,0.12,0.04,60,59.63,0.88,1,25
Asier Benito,0.08,0,66.67,1.46,0,0,0.15,0,0,0.15,0,0,0,0,6.77,68.18,2.15,0,0,0,0,0,0.38,0.08,0,0,44,36.73,0.31,0.85,13
Christos Tasoulis,0,0.08,50,0.58,0,0,1.17,0.67,0,1.25,0,0.33,0.08,0.08,20.58,79.35,2.92,58.33,0,0.17,0,0,0.58,0.25,0,0,50,53.95,1.17,1,12
Stefan Schwab,0.1,0.03,60,0.65,0,0,0.71,0.48,0,0.58,0,0.29,0.1,0.03,33.06,81.85,7.61,63.31,0,0.13,0,0,0.45,0.13,0.19,0,52.27,47.06,0.77,1.13,31
Alexander Jeremejeff,0.1,0.1,40,1.6,0,0,0.1,0.2,0,0.4,0,0,0.2,0.2,11.9,63.87,3.2,100,0,0,0,0,0.5,0.2,0.1,0,42.11,34.55,0.8,1.3,10
Moses Odubajo,0.04,0,61.29,0.44,0,0,1.04,1.08,0.04,0.76,0,0.16,0.08,0.04,34.68,84.08,6.16,49.06,0,0.16,0,0,0.72,0.04,0.28,0,73.68,57.14,1.68,1.32,25
Rubén García,0,0,50,0.18,0,0,0.82,1.36,0,1.09,0,0.27,0,0,27.45,81.79,5.36,57.78,0,0.18,0,0,0.36,0.09,0.09,0,12.5,46.81,1.09,0.91,11
Panagiotis Liagas,0.05,0.05,0,0.4,0.05,0,0.85,1.45,0,3.6,0,0.15,0,0,23.65,56.45,2.1,34.6,0,0.2,0,0,0.75,0.2,0.1,0,48.78,60.49,0.6,0.3,20
Adam Tzanetopoulos,0,0,66.67,0.28,0,0,0.83,1.78,0,3.83,0,0.17,0,0,33.39,76.21,2.06,52.78,0,0.22,0,0,1.17,0.33,0.11,0,63.64,58.14,0.67,1.11,18
Adam Gnezda Čerin,0.03,0.09,56.52,1.06,0,0,0.85,0.65,0,0.18,0,0.35,0.12,0.03,38.65,86.68,11.47,74.04,0,0.29,0,0,0.35,0.03,0.12,0,35.48,38.53,0.94,1.91,34
Jeison Medina,0.13,0.13,71.43,0.88,0.13,0,0.13,0,0,0.13,0,0,0,0,16.75,70.15,4.75,53.33,0,0.13,0,0,0.75,0.13,0.25,0,29.63,43.14,1,0.5,8
Marvin Peersman,0,0,30,0.41,0,0,0.97,0.69,0.03,1.86,0,0.31,0.07,0.1,46.17,84.02,6.62,50.42,0,0.21,0,0,0.93,0.14,0.14,0,48.89,52.87,1.03,1.21,29
Matej Marković,0,0,100,0,0,0,0,0.07,0,1.07,0,0,0,0,22.21,50.16,0.29,30.05,2.64,0.14,0.07,0,1.07,0.21,0.14,0,100,100,0.5,0.07,14
Nicolas N'Koulou,0.06,0,100,0.12,0.06,0,0.59,1.18,0,1.65,0.06,0.12,0,0,40.29,90.51,1.41,58.82,0,0.18,0,0,0.88,0,0.06,0,44,41.94,0.29,1.12,17
Claudiu Balan,0.22,0.11,75,1,0.04,0,0.56,0.15,0,0.26,0,0.15,0,0,9.74,74.9,2.15,77.78,0,0.11,0,0,0.7,0.19,0.15,0,50,50.56,1.7,1.37,27
Youssef El Arabi,0.18,0.15,37.5,1.03,0,0,0.18,0.12,0,0.12,0,0.06,0.09,0.18,8.18,77.34,2.65,64.29,0,0.03,0,0,0.15,0.06,0.06,0,34.62,35.79,0.47,0.62,34
Tomás De Vincenti,0.17,0.13,33.33,1.17,0,0.69,0.67,0.46,0.04,0.13,0,0.13,0,0.04,19.04,73.09,4.92,48.98,0,0,0,0,0.96,0.21,0.29,0.04,41.67,47.62,0.92,1.04,24
Manssou Fofana,0.2,0,66.67,0.2,0,0,0,0.2,0,0,0,0.2,0,0,4.2,71.43,1.2,0,0,0,0,0,0.6,0,0,0,100,66.67,0.2,0,5
Giannis Anestis,0,0,0,0,0,0,0,0,0.05,0.43,0,0,0,0,25.05,61.6,1,36.54,3.19,0.1,0.24,0.05,1.33,0.29,0.1,0,100,50,0,0.05,21
Joan Sastre,0,0.04,61.54,0.54,0,0,0.88,1.21,0,0.67,0,0.17,0.08,0,29.04,79.34,5.71,52.44,0,0.42,0,0,0.46,0.17,0.29,0,54.55,52.8,1.08,1.21,24
Alfredo Mejía,0.03,0,100,0.28,0,0,1.97,1.03,0,0.66,0,0.41,0,0.07,29.59,74.94,4.07,39.46,0,0.1,0,0,0.97,0.21,0.17,0,56,56.61,1.17,1.76,29
Georgios Liavas,0.07,0.07,28.57,0.2,0,0,1.07,1.13,0,2.73,0,0.4,0.07,0,30.13,77.21,4.13,43.06,0,0.2,0,0,1.2,0.13,0.13,0,53.85,52.46,0.47,0.47,15
Kevin Rosero,0.18,0.09,48.39,1.36,0.05,0,0.55,0.55,0,0.27,0,0.18,0.05,0.09,14.32,66.98,4.32,28.57,0,0,0,0,1,0.36,0.05,0,31.03,42.48,1.36,0.86,22
Salem M'Bakata,0.04,0.04,50,0.35,0,0,0.91,0.87,0,0.65,0,0,0.04,0.04,28.22,81.05,5.26,41.07,0,0.17,0,0,0.74,0.17,0.04,0,50,59.26,1.09,0.43,23
Nadrey Dago,0.13,0,42.11,0.75,0.06,0,1.75,0.56,0,0.06,0,0.19,0,0,13,72.6,3.31,52.94,0,0,0,0,0.56,0.25,0.06,0,25,49.56,1.13,1.31,16
Stephen Kwabena Hammond,0.04,0,75,0.5,0,0,2.5,1.31,0.04,0.27,0,0.96,0,0,32.08,75.3,6.77,49.63,0,0.15,0,0,0.88,0.23,0.15,0,42.86,51.07,1.27,1.77,26
Leroy Abanda,0,0,60,0.2,0,0,0.8,1.73,0,1.67,0,0.53,0.07,0.07,24.93,66.31,3,25.35,0,0.2,0,0,1,0.33,0.07,0,53.85,50,0.6,0.87,15
Nikolaos Tsoukalos,0,0,100,0.43,0,0,0.43,0,0,0,0,0,0.14,0.29,5.29,70.27,1.71,33.33,0,0,0,0,0,0,0.14,0,33.33,50,0.14,0.29,7
Lefteris Lyratzis,0,0,57.14,0.64,0,0,0.86,0.29,0,0.86,0,0.21,0.07,0.14,29.07,80.34,6.86,43.9,0,0.21,0,0,0.5,0.07,0.07,0,45.45,53.45,0.71,0.71,14
Paolo Fernandes,0.15,0,33.33,1.07,0,0,0.78,0.33,0,0.15,0,0.19,0.07,0.22,18.41,82.7,6.7,59.38,0,0.15,0,0,0.52,0.19,0.15,0,66.67,35.8,0.7,1.11,27
Brandon Thomas,0.21,0.21,25,1.14,0.03,0,0.45,0.14,0,0.03,0,0.1,0.03,0,9.83,75.09,3.55,83.33,0,0,0,0,0.28,0.07,0.1,0,36.36,40.71,0.69,0.97,29
Triantafyllos Tsapras,0.08,0,40,0.5,0,0,1.19,1.81,0.04,2.23,0.04,0.46,0.04,0.08,29.58,69.57,4.88,36.31,0,0.23,0,0,1.23,0.23,0.12,0,50,53.52,0.81,0.62,26
Pedro Conde,0.2,0,0,1,0.2,0,0,0,0,1,0,0.2,0.2,0,9.2,67.39,1.2,100,0,0,0,0,1,0,0,0,50,37.5,1.4,0.8,5
André Ricardo,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,5.67,100,2,100,0,0,0,0,0,0,0,0,0,50,0,0.33,3
Andre Gray,0.25,0.19,20,1.41,0.03,0,0.22,0,0,0.09,0,0.06,0.16,0.06,8.28,72.45,2.56,77.78,0,0.03,0,0,0.59,0.09,0.13,0,17.39,28.04,0.53,1,32
Stavros Pilios,0,0,26.09,0.26,0,0,2.13,1.52,0,1.91,0,0.48,0.09,0.09,35.65,68.29,5.04,31.48,0,0.22,0,0,0.91,0.26,0.22,0,48.28,56.92,1.83,1,23
Cristian Ganea,0,0,100,0,0,0,0.44,0.33,0,0.78,0,0.11,0,0,15.44,82.73,1.78,56,0,0,0,0,0.11,0,0,0,75,80,0.89,0.11,9
Ognjen Ožegović,0.24,0.04,33.33,1.4,0.04,0,0.28,0.08,0,0.48,0,0.2,0,0,12.08,67.22,2.32,61.54,0,0.12,0,0,1.04,0.4,0.12,0,25,47.75,3.16,1.24,25
László Kleinheisler,0.13,0,50,1.07,0.07,0,1.07,0.27,0,0.07,0,0.4,0,0,12.87,80.31,3.47,40,0,0,0,0,0.13,0,0.07,0,50,55.36,0.73,0.6,15
Konstantinos Apostolakis,0,0.05,66.67,0.33,0,0,1.67,1.24,0,2.24,0,0.52,0,0,25.86,78.64,3.62,50,0,0.05,0,0,0.86,0.33,0.38,0,48.28,56.39,1.05,0.9,21
Juan Munafo,0.04,0,57.14,0.38,0,0,1.75,0.54,0,0.63,0,0.67,0.08,0,37.46,85.98,8.46,66.2,0,0.21,0,0,0.79,0.08,0.46,0,33.33,44.78,0.42,1.21,24
Sebá,0.09,0.18,61.9,1.36,0,0,1.14,0.41,0,0.77,0,0.23,0.05,0.05,16.82,63.24,5,60.71,0,0.09,0,0,0.91,0.14,0.09,0,38.46,48.55,0.86,0.95,22
Jacques-Alaixys Romao,0,0.03,88.89,0.13,0,0,1.65,1.68,0,1.77,0,0.35,0,0,40.61,83.88,4.42,56.65,0,0.19,0,0,1.32,0.23,0.29,0.03,53.57,64.18,1.77,1.23,31
Bojan Šaranov,0,0,0,0,0,0,0,0,0,0.4,0,0.05,0,0,21.3,56.1,0.95,38.64,2.7,0.25,0.05,0,1.4,0.15,0.05,0,100,75,0.15,0,20
Walter Iglesias,0,0,100,1,0,0,0.81,0.48,0,1.86,0,0.19,0.05,0,35,82.31,5.19,47.31,0,0.19,0,0,0.57,0.05,0.48,0,74.07,49.11,0.76,1.95,21
Giorgos Masouras,0.12,0.15,70,1.12,0.09,0,0.52,0.3,0,0.03,0,0.12,0.06,0.03,13.97,77.44,4.36,51.85,0,0,0,0,0.3,0.06,0.12,0,50,46.3,0.39,0.64,33
Diamantis Chouchoumis,0.04,0,66.67,0.37,0.04,0,0.96,1.89,0,1.89,0,0.37,0.04,0,31.26,71.56,4.37,48.51,0,0.22,0,0,1.19,0.22,0.11,0,63.41,55.26,0.89,1,27
Giorgos Nikas,0.2,0.1,50,0.73,0.1,0,1.1,0.83,0,0.57,0,0.33,0,0,18.3,69.03,4.07,56.9,0,0.1,0,0,0.8,0.23,0.17,0,45.92,41.57,0.73,2,30
Marios Vrousai,0,0,40,0.53,0,0,0.89,0.16,0,0.37,0,0.26,0,0,13.32,77.47,3.95,50,0,0.05,0,0,0.37,0.11,0.21,0,37.5,55.88,0.74,0.42,19
Maximiliano Lovera,0.08,0.04,74.19,1.04,0,0,0.71,0.33,0,0.29,0,0.25,0.04,0.04,18.54,72.58,4.46,53.66,0,0,0,0,0.88,0.17,0.08,0,10,49.61,0.96,0.63,24
Lazar Romanić,0,0,52.94,0.67,0,0,0.83,0.25,0,0.25,0,0.33,0.08,0,14.33,67.44,4.75,33.33,0,0,0,0,0.83,0.17,0.08,0,71.43,56.99,2,1.08,12
Kosmas Tsilianidis,0.09,0.09,0,0.45,0,0,0.36,0.18,0,0.18,0,0,0.09,0,10.82,68.91,3.36,42.86,0,0,0,0,0.18,0,0.18,0,45.45,42.86,0.27,0.55,11
Joel Graterol,0,0,0,0,0,0,0,0,0,1.2,0.2,0.4,0,0,24.6,65.04,0.8,34.85,2.4,0.4,0,0,0.8,0.2,0,0,100,50,0.2,0,5
Panagiotis Symelidis,0,0,75,0.73,0,0,0.91,0.45,0,0.27,0,0.27,0,0,20.36,84.38,3.73,22.22,0,0,0,0,1.18,0.18,0.18,0,50,63.33,2.09,0.82,11
Miloš Deletić,0.19,0,46.88,1.34,0.06,0,0.94,0.44,0.03,0.25,0,0.41,0.06,0.06,22.81,75.48,6.69,67.31,0,0.13,0,0,1.38,0.38,0.22,0.03,19.23,45.34,2.84,1.97,32
Georgios Vrakas,0.04,0.07,53.85,1.26,0,0.93,1.11,0.67,0,0.26,0,0.22,0,0.04,15.81,68.38,3.78,26.09,0,0.15,0,0,0.93,0.15,0.19,0,46.67,52.49,1.67,1.22,27
Sito,0.08,0.08,43.33,1.04,0,0,0.96,0.12,0.04,0.12,0,0.15,0.04,0.04,17.54,81.8,6.08,75.86,0,0,0,0,0.69,0.04,0.15,0,33.33,50.7,1.12,0.65,26
Richmond Boakye,0.13,0,0,1,0.13,0,0,0,0,0.13,0,0,0,0,7.88,69.84,1.38,50,0,0,0,0,0.5,0,0,0.13,50,43.75,0.5,0.5,8
Juan Angel Neira,0.13,0.07,28.57,1.13,0.07,0,0.33,0,0,0,0,0.2,0.07,0.07,16.87,77.87,6.73,83.33,0,0,0,0,0.4,0,0.4,0,45.45,35.9,0.93,1.2,15
Giannis Kiakos,0,0,50,0.75,0,0,2,2,0,0.88,0,0.25,0,0,29.13,73.82,7,43.75,0,0,0,0,1.38,0.25,0.13,0,36.36,48.44,1,1.38,8
Alexandros Lolis,0,0,60,0.82,0,0,1.27,0.64,0,0.45,0,0,0,0,9.82,71.3,3.27,46.67,0,0,0,0,0.64,0,0.09,0,75,56,0.73,0.45,11
Giorgos Pamlidis,0.21,0.11,64.71,1.21,0.04,0,0.68,0.54,0,0.32,0,0.25,0.04,0.04,16.54,71.71,4.36,44.12,0,0.04,0,0,0.75,0.32,0.14,0,37.5,37.7,1.21,1.36,28
Jacob Une Larsson,0,0,0,0.19,0,0,0.94,1.16,0,2.68,0,0.19,0.03,0.03,43.32,83.92,1.94,44.54,0,0.13,0,0,1.26,0.29,0.1,0,59.57,59.43,0.19,0.65,31
Garry Rodrigues,0.11,0.11,60,0.78,0,0,0.11,0,0,0,0,0.06,0.06,0.06,7.78,77.86,2.94,66.67,0,0,0,0,0.28,0,0,0,0,39.29,0.33,0.5,18
Francesc Regis,0.13,0.17,42.31,1.35,0,0,0.35,0.26,0,0.43,0,0.17,0.13,0.09,21.96,75.64,5.13,53.85,0,0.09,0,0,0.7,0.13,0.17,0,52.38,42.06,1.04,0.87,23
Panagiotis Tzimas,0,0,44.44,0.71,0,0,1.14,0.68,0,0.39,0,0.43,0.07,0.07,12.64,69.21,2.96,37.5,0,0.07,0,0,0.82,0.11,0.14,0,47.83,57.59,1.96,0.57,28
August Erlingmark,0.08,0.04,66.67,0.29,0.04,0,1.25,1.04,0,0.88,0,0.58,0,0,26.08,81.79,3.42,63.41,0,0.17,0,0,0.63,0,0.25,0.04,33.33,41.79,0.58,1.46,24
Luiz Phellype,0.11,0,0,1.11,0,0,0.22,0,0,0,0,0,0,0,9.11,93.9,3.33,100,0,0,0,0,0.56,0,0.11,0,14.29,28.57,0.56,0.78,9
Miguel Ángel Guerrero,0,0.09,66.67,2,0,0,0.45,0.18,0,0.18,0,0.27,0.09,0.18,16.45,82.87,6.09,50,0,0.09,0,0,1.09,0.09,0.09,0,16.67,34.62,0.64,0.91,11
Pipa,0,0,0,0.45,0,0,0.55,0.64,0.09,0.64,0,0,0,0.09,33.36,85.29,7.64,56.25,0,0.27,0,0,0.27,0.09,0.09,0,0,28.57,0.36,1,11
Philip Zinckernagel,0,0,0,2,0,0,0,0,0,0,0,2,0,0,30,86.67,15,0,0,0,0,0,0,0,0,0,0,14.29,1,3,1
Edwin Rodríguez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Michalis Kosidis,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,2.5,60,0,0,0,0,0,0,0.5,0,0,0,100,100,0,0,2
Vasilios Gordeziani,0,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0,0,3.5,57.14,0.5,0,0,0,0,0,0,0,0,0,0,66.67,0.5,0,2
Sarantis Tselebakis,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.5,66.67,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,2
Tomáš Vaclík,0,0,0,0,0,0,0,0,0,0.4,0,0.2,0,0,18.6,81.72,0.6,58.97,0.8,0.4,0,0,0.6,0.2,0,0,0,0,0,0,5
