#,Team,Name,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %
406,,Isaiah Jones,0.18,0.15,26.09,80.27,9.26,36.84
407,,Emil Riis Jacobsen,0.08,0,13.75,63.03,3.79,33.33
408,,Nathaniel Chalobah,0,0,20.46,75.19,2.92,50
409,,Seny Dieng,0,0,26.61,62.34,1.7,38.15
410,,Kion Etete,0,0.04,10.21,62.59,2.89,44.44
411,,Ryan Allsop,0,0,36.86,54.76,3.35,32.92
412,,Tom Naylor,0.06,0.03,22.42,76.95,3.25,40.63
413,,Matt Phillips,0.12,0.08,17.72,72.69,4.48,48.48
414,,Ovie Ejaria,0,0.13,16,80.47,5.38,40
415,,Nesta Guinness-Walker,0,0.04,15.93,69.96,3,28.77
416,,Tyler Smith,0,0,4.71,89.39,1.57,0
417,,Josh Tymon,0.18,0.14,23.46,73.82,6.11,41.49
418,,Wes Harding,0.12,0.07,24.67,65.88,4.33,31.64
419,,Jewison Bennette,0,0.07,5.27,84.81,1.07,100
420,,Marc Albrighton,0.24,0,14.12,69.58,4.12,42.86
421,,Jayden Bogle,0.25,0.05,24.65,66.33,6.8,20.29
422,,Callum Brittain,0.07,0.04,26.7,79.06,3.78,48.57
423,,Yakou Méïté,0.07,0.11,7.89,56.81,2.11,33.33
424,,Taylor Gardner-Hickman,0,0.03,19.81,80.94,3.42,57.55
425,,Hannibal Mejbri,0.16,0.13,17.16,71.93,5.76,43.37
426,,Benjamin Tetteh,0.13,0.2,10.2,70.59,3.2,60
427,,Ben Jackson,0.16,0.05,16.68,53.63,2.47,20.48
428,,Jake Livermore,0.06,0,18.94,80.43,4.12,60.61
429,,Sam McCallum,0.04,0.04,25.35,69.13,4.35,40.5
430,,Joe Lumley,0.02,0.02,28.1,49.91,3.88,44.23
431,,Jordan Amissah,0,0,7,14.29,0,0
432,,Jonathan Tomkinson,0,0,43,90.7,0,20
433,,Coniah Boyce-Clarke,0,0,42,52.38,1,34.48
434,,Vontae Daley-Campbell,0,0,29,65.52,5,33.33
435,,Chris Sze,0,0,3,33.33,1,0
436,,Sam Cosgrove,0.5,0,6.5,76.92,2,0
437,,Jonathan Rowe,0,0,11.67,68.57,2.33,0
438,,CJ Egan-Riley,0,0,5.67,94.12,2.67,0
439,,Dominic Thompson,0.04,0,29.54,63.36,4.39,33.71
440,,Nathan Broadhead,0,0,9.95,82.65,2.82,55.56
441,,Tobias Figueiredo,0,0,48.68,82.73,2.32,44.52
442,,Cohen Bramall,0.08,0,19.08,69.62,5.1,27.18
443,,Nick Powell,0,0,15.56,68.64,5.04,54.84
444,,Kyle Naughton,0.08,0.04,48.04,88.01,7.08,45.68
445,,Xavier Simons,0,0,17,81.37,1.33,43.48
446,,Chris Martin,0,0,13.27,61.87,4,20
447,,Onel Hernández,0.08,0.13,13.77,76.35,4.9,40.63
448,,Duncan Watmore,0.08,0.08,7.08,77.1,2.89,40
449,,Tyrese Fornah,0.09,0.06,17.71,81.77,3.63,54.55
450,,Ethan Laird,0.03,0.06,29.44,75.27,6.63,39.71
451,,Tendayi Darikwa,0.08,0.03,34.19,71.86,6.03,33.7
452,,Vitinho,0.03,0.03,23.06,78.81,5.37,44.78
453,,Ashley Fletcher,0.12,0,8.77,68.86,2.58,33.33
454,,Marc Bola,0.04,0,28.4,80.14,6.92,37.18
455,,Andy Yiadom,0.02,0.02,32.95,76.09,6.29,36.07
456,,James Husband,0.1,0.03,32.28,68.38,4.59,36.27
457,,Jacob Brown,0.11,0.03,17.63,62.69,4.5,19.51
458,,Liam Gibbs,0.06,0,27.38,82.71,5.88,51.72
459,,Harry Clarke,0.06,0,18.72,61.13,4.39,34.48
460,,Faustino Anjorin,0,0,15.75,80.16,3.88,50
461,,Richard Wood,0.04,0.07,20.25,63.32,1.11,32.74
462,,Mario Gaspar,0.1,0,24.23,69.64,4.03,23.48
463,,Oliver Turton,0.06,0.06,27.17,69.94,3.28,22.22
464,,Allan Campbell,0,0.05,18.26,73.4,5.67,33.33
465,,William Boyle,0,0.06,26.94,73.55,1.38,30.65
466,,Jack Burroughs,0,0,9.42,70.8,1.42,45.45
467,,Cauley Woodrow,0,0.04,11.33,72.22,3.89,31.25
468,,Matthew Sorinola,0.17,0.1,19.93,78.03,4.69,40
469,,Fankaty Dabo,0.07,0.07,25.04,74.11,5.3,37.23
470,,Nathan Baxter,0,0,30.83,70,0.75,31.45
471,,Callum Lang,0.14,0.11,14.2,75.86,4.34,37.5
472,,Rhian Brewster,0.06,0.06,6.25,66,1.88,37.5
473,,Callum Connolly,0,0.02,26.78,64.03,5.02,37.5
474,,Brandon Thomas-Asante,0.09,0,9.79,64.09,3.18,26.32
475,,Jordan Cousins,0,0,31.5,84.44,5.2,70.27
476,,Troy Parrott,0.06,0,17.66,74.34,5.31,31.03
477,,Jamie Lindsay,0.03,0,17.11,76.79,4.53,36.73
478,,Bradley Dack,0.07,0.04,16.7,75.83,3.48,65.91
479,,Kelvin Ehibhatiomhan,0,0,3.88,54.84,1,0
480,,Dimitrios Pelkas,0.04,0.04,15.54,75.99,4.31,39.13
481,,Thomas Sang,0,0,23.33,69.52,5.67,22.73
482,,Gavin Whyte,0,0.07,7.93,79.28,2.36,50
483,,Curtis Tilt,0,0,35.23,76.53,1.77,31.14
484,,Michael Obafemi,0.1,0.06,6.61,82.93,2.81,100
485,,Tariqe Fosu-Henry,0.13,0.08,21.49,72.67,6.77,35.96
486,,Martyn Waghorn,0.04,0,8,60.94,1.63,37.5
487,,Ryan Woods,0.11,0.07,33.36,85.55,6.39,58.33
488,,Ben Woodburn,0.03,0.05,11.29,74.83,3.11,53.33
489,,D'Margio Wright-Phillips,0,0,2.43,76.47,1,100
490,,Milot Rashica,0,0.25,16.5,71.21,7,28.57
491,,Niels Nkounkou,0.11,0.06,29.33,67.42,5.89,40.95
492,,Charlie Goode,0,0,13.5,44.44,1,25
493,,Joseph Johnson,0,0,7,64.29,1.5,25
494,,Liam Roberts,0,0,27.25,53.21,2.25,35.06
495,,Todd Kane,0,0,10.89,70.41,1.89,40
496,,George Tanner,0.08,0,36.81,70.95,6.5,27.74
497,,Ryan Nyambe,0,0,27.45,75.21,4.52,40.38
498,,Ben Wiles,0.04,0.04,21.44,75.82,5.59,51.28
499,,Andy Rinomhota,0.03,0.08,19.69,76.69,5,44.68
500,,Josh Magennis,0.06,0.03,6.81,53.06,1.69,33.33
501,,Adetayo Edun,0.13,0.13,12.25,79.59,2.75,45.45
502,,Harry Souttar,0,0,46.14,64.4,4.43,32.22
503,,Bambo Diaby,0,0,20.94,76.69,1.24,42.31
504,,Édouard Michut,0,0,21.38,87.72,3.13,52.5
505,,Callum Wright,0,0,13.5,72.59,3.8,33.33
506,,Rarmani Edmonds-Green,0,0,24.53,69.02,2.73,30.77
507,,Emmanuel Longelo,0.17,0.09,20.74,71.07,5.09,38.1
508,,Jay Matete,0,0,8.5,82.35,1.63,25
509,,Gary Gardner,0,0,12,60.42,3.13,43.75
510,,Rhys Williams,0,0,28.65,79.47,1.18,46.59
511,,Patrick Jones,0.17,0,4.33,80.77,2.33,50
512,,Kortney Hause,0,0,40.67,74.59,4.33,33.33
513,,Abu Kamara,0,0,3.67,81.82,1,100
514,,Darko Churlinov,0.14,0,12,71.43,2.57,40
515,,Macauley Bonne,0,0,2.5,75,1.13,100
516,,Sheyi Ojo,0.03,0,12.22,81.59,3.81,66.67
517,,Harry Cornick,0.14,0.11,9.64,60.81,2.36,28.57
518,,Jeff Hendrick,0.07,0.02,26.96,77.66,4.78,35
519,,Ben Amos,0,0,26.34,54.06,1.59,35.91
520,,Mahlon Romeo,0.06,0.12,29.94,73.18,7.15,30.77
521,,Abdul Baba Rahman,0,0,23.28,69.69,4.56,34.62
522,,Thelo Aasgaard,0.02,0.02,11.78,81.37,3.1,62
523,,Tom Rogić,0.05,0.15,9.35,76.47,3.2,77.78
524,,Liam Bridcutt,0,0,18,72.22,3,11.11
525,,Sam Clucas,0,0,12,71.53,3,28.57
526,,Harry Vaughan,0,0,18.2,73.63,6.2,0
527,,Luke Freeman,0.08,0.04,10.54,80.29,4.31,32
528,,Adam Reach,0,0,12.39,79.37,2.61,27.27
529,,CJ Hamilton,0.15,0.1,9.82,56.14,2.41,12.9
530,,Adam Idah,0.12,0.04,11.68,71.58,3.12,22.22
531,,Jon Russell,0,0,34.43,85.48,3.86,47.62
532,,Billy Sharp,0.03,0.03,7.16,68.75,2.66,33.33
533,,Albert Adomah,0.13,0,7.92,67.44,2.71,20
534,,Liam Kelly,0,0,18.3,78.14,3.6,47.06
535,,Han-Noah Massengo,0,0,20.5,80.49,3.6,52.63
536,,Graeme Shinnie,0,0,21.68,81.07,4,50
537,,Benik Afobe,0,0.05,9.63,68.85,3.05,57.14
538,,Sonny Carey,0.11,0.03,19.35,71.93,4.65,37.11
539,,Ryan Longman,0.05,0.03,14.81,75.18,3.95,63.64
540,,Andy Lyons,0.06,0,15.94,63.47,2.82,17.65
541,,Daniel Jebbison,0.06,0.13,5.25,67.86,1.69,0
542,,Greg Docherty,0.03,0.06,26.57,79.57,4.69,40.26
543,,Kaine Kesler-Hayden,0.14,0.07,19.5,67.03,3.57,31.91
544,,Samuel Bastien,0.06,0.06,14.33,88.76,3.78,75
545,,Brahima Diarra,0,0.1,10.45,68.42,3.65,42.86
546,,Anthony Knockaert,0.2,0.2,21,83.81,6.8,0
547,,Aidomo Emakhu,0,0,1,0,0,0
548,,Elijah Dixon-Bonner,0,0,3,33.33,1,0
549,,Mallik Wilks,0,0,4,50,2,0
550,,Harry Wood,0,0,1,100,0,0
551,,Ryan Stirk,0,0,9,77.78,0,0
552,,Kyron Gordon,0,0,22,68.18,6,25
553,,Pharrell Willis,0,0,4,75,0,0
554,,Stephen Humphrys,0,0,4,37.5,0.5,0
555,,Matthew Pollock,0,0,33,74.75,0.33,31.58
556,,Matthew Virtue-Thick,0,0,12.67,81.58,1.67,50
557,,Sonny Finch,0,0,0,0,0,0
558,,Randell Williams,0,0,10.71,73.33,1.14,28.57
559,,Josh Williams,0,0,21.71,71.71,4.57,13.64
560,,Steven Caulker,0,0,18.78,75.74,0.56,36.84
561,,Jamie Shackleton,0,0,16.17,80.76,3.78,42
562,,Tyler Walker,0.17,0,4.39,67.09,1.89,25
563,,Jaheim Headley,0.09,0.09,13.64,67.33,2.27,15.38
564,,Cameron Jerome,0.1,0.05,4.71,56.57,1.33,16.67
565,,Anfernee Dijksteel,0,0.05,23.85,80.5,5.1,29.09
566,,Ian Carlo Poveda,0,0.04,11.13,74.16,3.63,50
567,,Jamal Lowe,0.1,0.1,11.55,70.56,4.15,30.77
568,,Jobe Bellingham,0,0,8.5,79.68,2.55,37.5
569,,Alfie Chang,0,0,16.69,75.12,2.54,38.89
570,,Josh Wilson-Esbrand,0.07,0,15.36,75.35,4.93,44.44
571,,Joseph Hungbo,0.1,0.05,5.67,71.43,1.86,12.5
572,,Yáser Asprilla,0.16,0.05,14.78,75.5,4.3,60
573,,Jamie McCart,0,0,16.14,73.45,2.71,36.84
574,,Tom Pearce,0,0,11.62,64.9,1.62,29.55
575,,Britt Assombalonga,0,0,1.82,65,0.55,0
576,,Isaak Davies,0,0,5.1,82.35,2.2,0
577,,Tom Dele-Bashiru,0,0.17,23.33,90.71,2.67,50
578,,Jack Vale,0.07,0,10.27,72.73,3.07,85.71
579,,Morgan Whittaker,0,0,9,82.96,3.27,54.55
580,,Elijah Adebayo,0.14,0.1,14.21,64.15,5.17,55.56
581,,Henrique Araújo,0.13,0.13,9.13,69.86,2.38,0
582,,Rubin Colwill,0.05,0.05,12,74.17,3.25,69.57
583,,Mamadi Camara,0,0,7.2,66.67,1.6,25
584,,Jake Beesley,0,0,10.2,60.78,2.2,0
585,,Scott High,0,0,13.23,77.66,3,45.71
586,,Ashley Phillips,0,0,27.13,82.95,0.38,36.36
587,,Peter Kioso,0,0,9.1,62.64,2.2,30
588,,Abdoullah Ba,0.04,0.04,11.59,79.23,3.19,47.06
589,,Pierre Ekwah,0.14,0,19.29,84.07,3.93,36
590,,Taylor Richards,0.07,0,10.27,82.47,2.27,75
591,,Joseph Anderson,0,0,6,83.33,0.75,66.67
592,,Dan Gosling,0,0,24.29,77.72,4.94,36.59
593,,Mark Harris,0.06,0,9.46,78.25,3.4,30.77
594,,Leo Fuhr Hjelde,0.08,0,18.85,60,3.62,22.22
595,,Bersant Celina,0,0,27.33,80.49,7.67,33.33
596,,Shayne Lavery,0.07,0.07,6.15,69.28,1.33,28.57
597,,David Kasumu,0,0.03,17.45,69.97,3.55,36
598,,Luke Amos,0,0,15.14,74.84,3.62,34.48
599,,Karlan Grant,0,0,13.1,74.63,3.74,60
600,,George Hall,0.07,0.03,7.2,70.37,2.3,33.33
601,,Leandro Bacuna,0,0,19.86,80.22,2.36,51.43
602,,Sean Maguire,0,0,8.12,74.64,2.76,87.5
603,,Marquinhos,0,0.09,18.18,80.5,5.09,71.43
604,,Nicholas Bilokapic,0,0.17,26,37.82,1,23.97
605,,Niko Hämäläinen,0.5,0,20.5,68.29,2.5,0
606,,Gwion Edwards,0,0,7.5,66.67,3.5,50
607,,Liam Moore,0,0,13,69.23,2,40
608,,Christos Tzolis,0.08,0,9.23,65,2.62,33.33
609,,Jordan James,0.03,0,10.24,75.74,2.09,51.22
610,,Anis Mehmeti,0.13,0.07,11.6,71.84,4.93,9.09
611,,Anthony Scully,0,0,5.4,81.48,1,33.33
612,,Max Watters,0.09,0,7.73,71.76,2.18,50
613,,Conor Washington,0,0,5.91,69.57,2.26,20
614,,Andre Dozzell,0,0,23.36,82.28,5.28,49.44
615,,Jamie Jones,0,0,27.71,52.02,3.12,36.57
616,,Joshua Onomah,0.08,0.08,9.92,81.4,4.15,50
617,,Emre Tezgel,0,0,3,77.78,0.67,0
618,,Elliot Thorpe,0,0,4.67,85.71,2,0
619,,Oliver Arblaster,0,0,8.5,82.35,3,50
620,,Connor Mahoney,0,0,8.44,75,1.56,46.15
621,,Scott Dann,0,0,21.54,82.5,1.31,43.75
622,,Sinclair Armstrong,0,0,4.5,73.74,1.77,100
623,,Liam Delap,0,0,6.81,53.97,2.49,30.77
624,,Reda Khadra,0.1,0.07,9.31,76.67,4.1,38.46
625,,Allahyar Sayyadmanesh,0.05,0.11,15.89,67.55,4.74,7.14
626,,Harry Leonard,0,0,1,100,0.25,0
627,,Jak Alnwick,0,0,26.25,32.38,2.75,26.8
628,,George Evans,0,0,6.82,72,1.64,53.33
629,,Malcolm Ebiowei,0.08,0,12.92,70.32,4.42,45.45
630,,Brooke Norton-Cuffy,0.07,0.05,15.46,69.24,4.12,25.93
631,,Matthew Hoppe,0,0,4.17,72,1.33,33.33
632,,Vaughn Covil,0,0,2.83,88.24,1,0
633,,Omar Taylor-Clarke,0,0,9.5,66.67,0.83,22.22
634,,Tom Eaves,0.1,0.05,5.55,54.05,1.35,50
635,,Olamide Shodipo,0.09,0,8.55,78.72,3.36,0
636,,Shane Long,0.07,0.03,10.17,63.61,3.1,25
637,,Tyler Burey,0.08,0.04,5.75,78.99,2.5,33.33
638,,Mason Bennett,0.19,0.05,6.86,63.19,2.67,33.33
639,,Dilan Markanday,0,0,15,73.33,4,0
640,,Joel Bagan,0,0,1,0,0,0
641,,Adrian Blake,0,0,2,100,1,0
642,,Conor Masterson,0,0,3,66.67,2,100
643,,Jack Diamond,0,0,1,100,1,0
644,,Ben Hamer,0,0,24,62.5,0,43.75
645,,Joe Low,0,0,2,0,0,0
646,,Rico Richards,0,0,2,100,1,0
647,,Michael Adu-Poku,0,0,1,0,0,0
648,,Tate Campbell,0,0,4,75,1,0
649,,Harvey Vale,0,0,11.5,82.61,2.5,0
650,,Isaac Olaofe,0,0,2,50,0.5,0
651,,Nelson Abbey,0,0,2.33,85.71,0.67,100
652,,George Thomas,0,0,8.33,80,3.33,0
653,,Mikey O'Neill,0,0,2,83.33,1.33,0
654,,Bradley Holmes,0,0,1.67,40,0.33,0
655,,Finlay Cross Adair,0,0,2,37.5,0.25,0
656,,Dean Bouzanis,0,0,29.4,41.5,3.8,34.85
657,,Sam Bell,0.08,0.04,8.38,68.16,2.92,11.11
658,,Fred Onyedinma,0.06,0.12,10.76,67.76,2.12,36.84
659,,Omar Rekik,0,0,41.55,79.65,3.36,36.36
660,,Jack Simpson,0.05,0,25.16,73.85,2.63,35.29
661,,Tyreece Simpson,0,0,3.33,76.67,1.44,0
662,,Brandon Fleming,0.25,0.25,18,77.78,4.5,66.67
663,,Dara Costelloe,0,0,21.25,83.53,9.5,33.33
664,,Isaac Lihadji,0,0,5.33,75,1.5,0
665,,Fabio Tavares,0,0,3,62.96,1.44,0
666,,Kelvin Abrefa,0,0,3.25,61.54,0.63,40
667,,Miguel Azeez,0,0,24.5,79.59,4,14.29
668,,Reyes Cleary,0,0,5,70,1.5,100
669,,Michael Craig,0,0,4,87.5,0,0
670,,Tom Sparrow,0,0,26.5,75.47,3,25
671,,Finley Stevens,0,0,3.4,41.18,0.6,100
672,,Jake Garrett,0.13,0,20.5,79.27,4,37.5
673,,Kane Wilson,0,0,8.2,73.17,2.6,50
674,,Osman Kakay,0,0.05,17.19,72.85,4.48,28.85
675,,Romain Esse,0,0,6.92,83.13,3,75
676,,Armstrong Oko-Flex,0,0,8.31,82.41,3,50
677,,Leon Dajaku,0,0,4,72.5,0.9,0
678,,Domingos Quina,0,0,13.38,82.24,5.63,33.33
679,,Rey Manaj,0,0,5.83,68.57,1.5,0
680,,Florian Kamberi,0,0,6,33.33,1,0
681,,Abdi Sharif,0,0,10,80,6,0
682,,Tony Springett,0,0,7,71.43,1,33.33
683,,Josh Coburn,0,0,4,100,4,0
684,,Jack Senga-Ngoyi,0,0,6,66.67,2,0
685,,William Osula,0,0,4.5,88.89,2,0
686,,Will Jarvis,0,0,5.5,81.82,1,0
687,,Jack Grieves,0,0,0.5,100,0,0
688,,Joe Taylor,0,0,4.4,54.55,1.6,0
689,,George Hirst,0,0,6.89,70.97,1.44,0
690,,Jonathan Leko,0,0,5,77.5,1.75,0
691,,Joe Bennett,0,0,26.8,79.1,3.53,31.67
692,,Ryan Howley,0,0,13.5,61.11,2.5,33.33
693,,Andy Cannon,0.2,0,11,72.73,2,50
694,,Charles Ondo,0,0,0.5,0,0,0
695,,Doğukan Sinik,0,0.08,10.08,80.99,3.58,88.89
696,,David Button,0,0,28.62,64.25,1.54,36.23
697,,Brodie Spencer,0,0,26,75.96,4,35.29
698,,Harry Isted,0,0,34,61.76,3,38.1
699,,Callum Jones,0,0,3,100,2,0
700,,Jili Buyabu,0,0,3,33.33,0,0
701,,Lewis Leigh,0,0,2,50,0,0
702,,Alex Lankshear,0,0,3,33.33,0,0
703,,Luke Mbete,0,0,20.17,86.78,0.83,53.85
704,,Cameron Congreve,0,0,6.5,80,2.1,33.33
705,,Grant Ward,0,0,27.5,70.91,5,14.29
706,,Clinton Mola,0,0,24.25,78.35,3.5,28.57
707,,Niall Huggins,0,0,24,54.17,3,0
708,,Joel Holvey,0,0,1,100,0,0
709,,Scott Smith,0,0,5.5,81.82,0,0
710,,Simon Moore,0,0,24.33,79.45,0.33,53.13
711,,Sai Sachdev,0,0,8,87.5,3,0
712,,Ismaila Cheick Coulibaly,0,0,0,0,0,0
713,,Andre Brooks,0,0,2,100,0,0
714,,Eli King,0,0,2,100,0,0
715,,Mo Faal,0,0,3,66.67,1,0
716,,Youssef Chentouf,0,0,0,0,0,0
717,,Jacob Slater,0,0,0,0,0,0
718,,Caolan Boyd-Munce,0,0,3,66.67,1,0
719,,Nathan Lowe,0,0,2,100,2,0
720,,Darnell Fisher,0,0,2,100,0,0
721,,Tom Watson,0,0,0,0,0,0
722,,Jovan Malcolm,0,0,1,100,0,0
723,,Rohan Luthra,0,0,0,0,0,0
724,,Noah Mawene,0,0,0,0,0,0
