#,Team,Name,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past
234,,Matthew Clarke,2.5,1.5,0,3,0,0.83
235,,Jordan Clark,1.61,1,0,1.21,0,1.42
236,,Josef Bursik,0.06,0,0,0.44,0,0.06
237,,Riley McGree,0.81,0.53,0,0.37,0,0.65
238,,Charlie Hughes,0.8,1.25,0,3.4,0,0.25
239,,Danny Batth,0.7,0.85,0.03,3.95,0,0.23
240,,Charlie Patino,1.91,1.53,0,0.74,0,0.94
241,,Lewis Travis,2.76,1.19,0,1.1,0.02,1.36
242,,Semi Ajayi,1.05,1.09,0.05,2.14,0.05,0.45
243,,Matty James,1.88,0.68,0,0.85,0,1
244,,Tahith Chong,1.37,0.34,0,0.18,0,0.61
245,,Alex Scott,1.83,0.88,0.02,0.74,0.02,1.1
246,,Jamie Paterson,0.57,0.3,0,0,0,0.22
247,,Louie Watson,1.2,1.2,0,0.4,0,0.8
248,,Thomas Holmes,1.2,1.53,0,4.43,0,0.53
249,,Nathan Tella,0.59,0.26,0,0.15,0,0.44
250,,Joe Gelhardt,1,0.11,0,0.61,0,0.78
251,,Joe Ralls,1.34,0.68,0,0.85,0,0.54
252,,Oliver Rathbone,2.37,0.45,0,0.79,0,1.11
253,,Jay Fulton,1.21,0.74,0.03,0.76,0.03,0.61
254,,Billy Mitchell,1.58,1.19,0,1.14,0,0.61
255,,Erik Pieters,0.67,1.28,0.03,3.31,0,0.17
256,,Andreas Weimann,0.4,0.47,0,0.79,0,0.21
257,,Andrew Omobamidele,1.21,0.79,0,2.71,0,0.5
258,,James Morris,2.17,0.58,0,0.58,0,0.42
259,,Antoine Semenyo,0.35,0.22,0,0.13,0,0.17
260,,Tommy Smith,1.78,1.14,0,1.53,0,0.75
261,,Corry Evans,1.96,1.33,0,1.04,0,0.58
262,,Ben Brereton Díaz,0.56,0.21,0,0.6,0,0.58
263,,Troy Deeney,0.88,0.15,0,0.48,0,0.39
264,,Ched Evans,0.31,0.15,0,0.31,0,0.23
265,,Scott Twine,0.64,0,0,0.29,0,0.93
266,,Darnell Furlong,0.78,0.88,0,1.75,0,0.43
267,,Cesare Casadei,1.8,0.6,0,0.93,0,1
268,,Oliver Cooper,1.59,0.29,0,0.37,0,0.56
269,,Jayson Molumby,1.37,0.51,0,0.79,0,0.65
