#,Team,Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %
464,,Darius Johnson,0,0,100,0,0,0
465,,Jordi Blom,0,0,0,0,0,0
466,,Danny Hoesen,0,0,0,0,0,0
467,,Thierry Lutonda,0.03,0.12,50,0.52,0,0
468,,Nathan Tjoe-A-On,0.03,0,42.11,0.17,0,0
469,,Ben Rienstra,0,0,100,0.25,0,0
470,,Rami Kaib,0.05,0.05,23.53,0.33,0.05,0
471,,Arnaud Luzayadio,0,0,0,0,0,0
472,,Daan Huisman,0,0,0,0,0,0
473,,Gyan de Regt,0,0,0,0,0,0
474,,Imran Nazih,0,0,100,0,0,0
475,,Ilias Bronkhorst,0,0,0,0.25,0,0
476,,Omar Rekik,0,0,0,0,0,0
477,,Daniel Karlsbakk,0,0,28.57,0.1,0,0
478,,Isak Dybvik Määttä,0,0.03,49.37,0.27,0,0
479,,Damil Dankerlui,0,0.06,40,0.17,0,0
480,,Oussama Darfalou,0,0.25,33.33,0.75,0,0
481,,Ferro,0,0,100,0.56,0,0
482,,Derensili Sanches Fernandes,0,0,0,0,0,0
483,,Matěj Chaluš,0,0,0,0.38,0,0
484,,Nordin Musampa,0,0,14.29,0.13,0,0
485,,Toni Domgjoni,0,0.14,25,0.71,0,0
486,,Fodé Fofana,0,0,50,0,0,0
487,,Patrick Joosten,0,0,0,0,0,0
488,,Maurilio de Lannoy,0,0,50,0,0,0
489,,Luca Everink,0,0,0,0,0,0
490,,Dean James,0,0,12.5,0.14,0,0
491,,Billy van Duijl,0,0,100,0,0,0
492,,Michael Heylen,0,0,0,0,0,0
493,,Albert Lottin,0,0,40,1,0,0
494,,Mike van Beijnen,0,0,0,0,0,0
495,,Joey Antonioli,0,0,0,0,0,0
496,,Jorg Schreuders,0,0,50,0.6,0,0
497,,Charles-Andreas Brym,0,0,0,0,0,0
498,,Justin Bakker,0,0,0,0,0,0
499,,Yanick van Osch,0,0,0,0,0,0
500,,Jeroen Houwen,0,0,0,0,0,0
501,,Maikel Kieftenbeld,0,0,0,0,0,0
502,,Bret Minnema,0,0,0,0,0,0
503,,Hans Mulder,0,0,0,0,0,0
504,,Timo Zaal,0,0,0,0,0,0
505,,Casper Staring,0,0,0,0,0,0
506,,Luuk Admiraal,0,0,0,0,0,0
507,,Dylan van Wageningen,0,0,0,0,0,0
508,,Rayvien Rosario,0,0,0,0,0,0
509,,Dano Lourens,0,0,0,0,0,0
510,,Sander Sybrandy,0,0,0,0,0,0
511,,Christian Kjelder Rasmussen,0,0,100,0.5,0,0
512,,Patrick Brouwer,0,0,0,0,0,0
