#,Team,Name,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls
422,,Antoni Milambo,0,0,0,50,0,0
423,,Lucas Ocampos,0,0,25,25,0.25,0.5
424,,Ben Scholte,0,0,42.86,42.86,0.14,0
425,,Yorbe Vertessen,0,0,60,45.45,0.25,0.25
426,,Saïd Bakari,0,0,20,42,0.12,0.23
427,,Sven Nieuwpoort,0.04,0,53.13,59.7,0.17,0.35
428,,Mauro Júnior,0,0.17,50,54.84,0.83,0.33
429,,Aimar Sher,0.17,0,37.5,50,0,0.17
430,,Luuk Wouters,0,0,75,62.5,0.17,0.17
431,,Luciano Valente,0.2,0,43.24,42.74,0.2,0.85
432,,Romaric Yapi,0.06,0,47.37,41.18,0.13,0.19
433,,Stipe Radić,0,0,75,64.29,0,0.14
434,,Mike van Duinen,0.14,0,49.37,42.41,0.36,0.43
435,,Dennis Vos,0,0,33.33,39.39,0.33,0.67
436,,Daan Reiziger,0.13,0,100,100,0.13,0
437,,Ezequiel Bullaude,0,0,36.36,39.39,0.33,0
438,,Alex Timossi Andersson,0,0,25,33.33,0.25,0.42
439,,Sylla Sow,0,0,17.65,30.7,0.21,0.46
440,,Fredrik André Bjørkan,0,0,0,28.57,0,2
441,,Chris Lokesa,0,0,0,0,0,0
442,,Givairo Read,0,0,0,0,0,0
443,,Jan Bekkema,0,0,0,0,0,0
444,,Lisandro Magallán,0,0,100,50,0,1
445,,Elias Hoff Melkersen,0,0,50,42.86,0,0
446,,Aventis Aventisian,0,0,0,33.33,0,0
447,,Vincent Pichel,0.25,0,0,25,0.25,0.75
448,,Azzeddine Toufiqui,0,0,0,33.33,0.4,0.2
449,,Mickael Tirpan,0.2,0,50,45.65,0.6,2
450,,Mohammed Tahiri,0,0,33.33,42.86,0,0
451,,Jason Lokilo,0,0,50,48.84,1.86,0.14
452,,Terry Sanniez,0,0,33.33,77.78,0.11,0
453,,Noah Naujoks,0.08,0,60,45.07,0.42,0.67
454,,Cole Bassett,0,0,75,55,0.09,0
455,,Nathan Markelo,0.14,0,40,48.72,0.57,0.57
456,,Joshua Eijgenraam,0.15,0,50,43.48,0,0.69
457,,Rui Mendes,0.11,0,25.93,28.03,0.28,0.94
458,,Raphaël Eyongo,0,0,50,50,0,0
459,,Eric Oelschlägel,0,0,0,0,0,0
460,,Paulos Abraham,0,0,11.11,34.18,0.13,0.5
461,,Pim Saathof,0,0,0,33.33,0,0.33
462,,Rémy Vita,0,0,18.18,46.06,0.59,0.78
463,,Mattijs Branderhorst,0,0,0,0,0,0
464,,Darius Johnson,0,0,0,25,0,0.5
465,,Jordi Blom,0,0,0,25,0,0.5
466,,Danny Hoesen,0,0,25,25,0.25,0.25
467,,Thierry Lutonda,0.03,0,41.38,45.59,0.64,0.73
468,,Nathan Tjoe-A-On,0,0,44.12,44.07,0.45,1.17
469,,Ben Rienstra,0,0,50,60,0,0
470,,Rami Kaib,0.1,0,50,40.68,0.19,0.43
471,,Arnaud Luzayadio,0,0,100,100,1,0
472,,Daan Huisman,0,0,0,50,1,0
473,,Gyan de Regt,0,0,0,0,0,0.5
474,,Imran Nazih,0,0,0,50,0.33,0
475,,Ilias Bronkhorst,0.25,0,40,38.89,0.25,0.5
476,,Omar Rekik,0,0,50,16.67,0,0.5
477,,Daniel Karlsbakk,0.1,0,33.33,27.91,0.4,0.8
478,,Isak Dybvik Määttä,0.12,0.03,42.37,44.52,0.85,0.79
479,,Damil Dankerlui,0.11,0,61.9,46.32,0.06,0.61
480,,Oussama Darfalou,0,0,14.29,20.59,0.13,0.25
481,,Ferro,0.11,0,38.89,44.9,0,0.67
482,,Derensili Sanches Fernandes,0,0,0,0,0,0.67
483,,Matěj Chaluš,0.25,0,52.17,39.58,0.38,1.63
484,,Nordin Musampa,0.13,0.13,66.67,50.79,0.63,1.5
485,,Toni Domgjoni,0.29,0,36.36,36.67,0.29,0.29
486,,Fodé Fofana,0,0,0,20,0,0
487,,Patrick Joosten,0,0,100,25,0,0
488,,Maurilio de Lannoy,0,0,0,66.67,1,0
489,,Luca Everink,0.33,0,25,37.5,0,1.33
490,,Dean James,0,0,37.5,33.33,0.29,1
491,,Billy van Duijl,0,0,0,33.33,0,0
492,,Michael Heylen,0.09,0,38.89,40.54,0,0.45
493,,Albert Lottin,0,0,100,33.33,0,0
494,,Mike van Beijnen,1,0,0,0,0,1
495,,Joey Antonioli,0,0,25,14.29,0,0
496,,Jorg Schreuders,0.2,0,20,46.43,0.2,0.2
497,,Charles-Andreas Brym,0,0,0,16.67,0.5,0.5
498,,Justin Bakker,0.33,0,22.22,28.57,0,0.33
499,,Yanick van Osch,0,0,100,100,0,0
500,,Jeroen Houwen,0,0,0,0,0,0
501,,Maikel Kieftenbeld,0,0,0,30,2,3
502,,Bret Minnema,0,0,0,0,0,0
503,,Hans Mulder,0,0,0,16.67,0,1
504,,Timo Zaal,0,0,0,0,0,0
505,,Casper Staring,0,0,0,0,0,0
506,,Luuk Admiraal,0,0,0,50,1,0
507,,Dylan van Wageningen,0,0,0,0,0,0
508,,Rayvien Rosario,1,0,0,0,0,1
509,,Dano Lourens,0,0,0,0,0,0
510,,Sander Sybrandy,0,0,0,0,0,0
511,,Christian Kjelder Rasmussen,0,0,0,100,0,0
512,,Patrick Brouwer,0,0,0,0,0,0
