#,Team,Name
1,,Kevin De Bruyne
2,,Bruno Fernandes
3,,Martin Ødegaard
4,,James Maddison
5,,Rodri
6,,Solly March
7,,N'Golo Kanté
8,,Pascal Groß
9,,Rúben Neves
10,,James Ward-Prowse
11,,Phil Foden
12,,Casemiro
13,,Alexis Mac Allister
14,,Rodrigo Bentancur
15,,Declan Rice
16,,Enzo Fernández
17,,Bruno Guimarães
18,,İlkay Gündoğan
19,,Michael Olise
20,,Eberechi Eze
21,,Pierre-Emile Højbjerg
22,,Thomas Partey
23,,Douglas Luiz
24,,Moisés Caicedo
25,,Willian
26,,Thiago Alcântara
27,,Dwight McNeil
28,,Mason Mount
29,,Mathias Jensen
30,,Granit Xhaka
31,,Youri Tielemans
32,,Joelinton
33,,Pedro Porro
34,,João Palhinha
35,,Darko Gyabi
36,,Shea Charles
37,,John McGinn
38,,Tyler Adams
39,,Cheick Doucouré
40,,Alex Iwobi
41,,Lucas Paquetá
42,,Christian Eriksen
43,,Christian Nørgaard
44,,Danilo
45,,Jacob Ramsey
46,,Ivan Perišić
47,,Amadou Onana
48,,Hamed Junior Traorè
49,,Philip Billing
50,,Julio Enciso
51,,Jefferson Lerma
52,,Antony
53,,João Moutinho
54,,Idrissa Gueye
55,,Tomáš Souček
56,,Matt Doherty
57,,Matthew Craig
58,,Bernardo Silva
59,,Marcus Rashford
60,,Jordan Henderson
61,,Jorginho
62,,Joe Willock
63,,Vitaly Janelt
64,,Fabinho
65,,Hakim Ziyech
66,,Jarrod Bowen
67,,Kiernan Dewsbury-Hall
68,,Andreas Pereira
69,,Kaoru Mitoma
70,,Marcus Tavernier
71,,Jadon Sancho
72,,Ben Chilwell
73,,Marcel Sabitzer
74,,Marc Albrighton
75,,Harvey Elliott
76,,Marc Roca
77,,Roméo Lavia
78,,Curtis Jones
79,,Lewis Miley
80,,Oriol Romeu
81,,Emiliano Buendía
82,,Boubacar Kamara
83,,Fred
84,,Manor Solomon
85,,João Gomes
86,,Adam Lallana
87,,Pablo Fornals
88,,Tom Cairney
89,,Matheus Nunes
90,,Dango Ouattara
91,,Daniel Podence
92,,Mateo Kovačić
93,,Cole Palmer
94,,Wilfred Ndidi
95,,Luis Sinisterra
96,,Abdoulaye Doucouré
97,,Conor Gallagher
98,,Jack Harrison
99,,Boubakary Soumaré
100,,Sean Longstaff
101,,Ryan Yates
102,,Harry Wilson
103,,Sam Greenwood
104,,Nampalys Mendy
105,,Ruben Loftus-Cheek
106,,Lewis Cook
107,,Ayoze Pérez
108,,Jeffrey Schlupp
109,,Kalvin Phillips
110,,Daniel James
111,,Sergio Gómez
112,,Carney Chukwuemeka
113,,Albert Sambi Lokonga
114,,Joe Rothwell
115,,Joe Aribo
116,,Ryan Fraser
117,,Lewis O'Brien
118,,Neeskens Kebano
119,,Kamaldeen Sulemana
120,,Cheikhou Kouyaté
121,,Fábio Vieira
122,,Billy Gilmour
123,,Leander Dendoncker
124,,Isaac Price
125,,Morgan Sanson
126,,Jack Colback
127,,Scott McTominay
128,,Harrison Reed
129,,Mario Lemina
130,,James Milner
131,,Joshua Dasilva
132,,Oliver Skipp
133,,Siriki Dembélé
134,,Yves Bissouma
135,,Remo Freuler
136,,Weston McKennie
137,,Harvey Barnes
138,,Orel Mangala
139,,Tetê
140,,Mads Roerslev
141,,Ainsley Maitland-Niles
142,,Enock Mwepu
143,,Yasin Ayari
144,,Will Hughes
145,,Crysencio Summerville
146,,Philippe Coutinho
147,,James Garner
148,,Shandon Baptiste
149,,Bobby Decordova-Reid
150,,Rúben Vinagre
151,,Elliot Anderson
152,,Ryan Christie
153,,Ryan Sessegnon
154,,Flynn Downes
155,,Gustavo Scarpa
156,,Carlos Alcaraz
157,,Mohamed Elyounoussi
158,,Manuel Lanzini
159,,Jaidon Anthony
160,,Luka Milivojević
161,,Mikkel Damsgaard
162,,Stefan Bajčetić
163,,Stuart Armstrong
164,,Adam Forshaw
165,,Fabio Carvalho
166,,Frank Onyeka
167,,Saša Lukić
168,,Jaïro Riedewald
169,,Jack Hinshelwood
170,,Mohamed Elneny
171,,Moussa Djenepo
172,,Boubacar Traoré
173,,Dennis Praet
174,,Emile Smith Rowe
175,,Ibrahima Diallo
176,,Pablo Sarabia
177,,Sergi Canós
178,,Christian Pulišić
179,,Alex Oxlade-Chamberlain
180,,Jonjo Shelvey
181,,Alejandro Garnacho
182,,Denis Zakaria
183,,Mateusz Klich
184,,Naouirou Ahamada
185,,Mykhaylo Mudryk
186,,Facundo Pellistri
187,,Tom Davies
188,,Ben Pearson
189,,Joe Hodge
190,,Brenden Aaronson
191,,Pape Matar Sarr
192,,Junior Stanislas
193,,Mislav Oršić
194,,Kobbie Mainoo
195,,Máximo Perrone
196,,Cafú
197,,Tyrese Francois
198,,James McArthur
199,,Facundo Buonanotte
200,,Donny van de Beek
201,,Lucas Moura
202,,Naby Keïta
203,,Chem Campbell
204,,Omari Hutchinson
205,,Bobby Clark
206,,Andrew Moran
207,,Cody Drameh
208,,Luke Harris
209,,Malcolm Ebiowei
210,,Dele Alli
211,,David Brooks
212,,Cameron Peupion
213,,Joshua Onomah
214,,Alex Mighten
215,,Kami Doyle
216,,Odeluga Offiah
217,,Nathaniel Chalobah
218,,Marquinhos
219,,Ethan Nwaneri
220,,Nathan Redmond
221,,Harvey White
222,,Conor Coventry
223,,Connor Ronan
224,,David Ozoh
