#,Team,Name,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %
407,,Luka Milivojević,0,0,14,80.95,2.22,42.86
408,,Joe Gelhardt,0.13,0.13,4.27,67.19,1.33,0
409,,Mikkel Damsgaard,0.15,0,14.27,72.78,3.77,37.93
410,,Zanka,0,0,24.67,81.08,2.39,29.55
411,,Ellis Simms,0,0,5.55,60.66,1.91,50
412,,Stefan Bajčetić,0,0,23,78.66,5.09,46.15
413,,Kevin Schade,0.17,0.06,8.67,62.82,2.61,0
414,,Wout Weghorst,0.06,0.06,12.18,72.95,3,33.33
415,,Tariq Lamptey,0,0,11.6,86.21,3.6,80
416,,Ricardo Pereira,0,0.1,25.4,79.53,5.6,32
417,,Stuart Armstrong,0.09,0.03,19.44,81.99,6.16,51.72
418,,Adam Forshaw,0,0,18.5,84.23,4.75,51.85
419,,Jamie Vardy,0.05,0.11,6.89,53.33,1.59,58.33
420,,Renan Lodi,0.04,0.04,23.86,71.26,3.04,29.46
421,,Luke Ayling,0.1,0.03,30,69.2,6.17,33.88
422,,Fabio Carvalho,0,0,10.69,82.73,3.62,50
423,,Armando Broja,0,0,4.42,62.26,1.42,0
424,,Antoine Semenyo,0,0,5.09,67.86,1.45,33.33
425,,Frank Onyeka,0.05,0.1,12.05,75.89,3,33.33
426,,Anthony Elanga,0.13,0.06,7.56,76.03,3,50
427,,Keane Lewis-Potter,0.2,0.1,7.6,60.53,1.9,0
428,,Diego Carlos,0,0,46.33,79.86,3.67,46.67
429,,Saša Lukić,0,0,17.92,88.37,3.75,55.56
430,,Jaïro Riedewald,0,0,6.83,78.05,1.5,0
431,,Jack Hinshelwood,0,0,3,33.33,0,0
432,,Marek Rodák,0,0,29,44.83,0.5,35.42
433,,Divin Mubama,0,0,2.67,62.5,0.33,100
434,,Mads Bech Sørensen,0,0,1.75,85.71,0.5,100
435,,Mohamed Elneny,0,0,12,95,2.6,80
436,,Patrick Bamford,0.04,0.07,11.64,70.25,3.25,0
437,,Nathaniel Clyne,0.05,0,30,80.76,5.82,29.03
438,,Moussa Djenepo,0.06,0.13,12.94,77.29,3.19,30
439,,Kyle Walker-Peters,0.06,0,32.74,78.92,8.94,37.88
440,,Saman Ghoddos,0,0,4.6,78.26,1.33,20
441,,Nélson Semedo,0,0.03,33.58,81.72,7.08,36.27
442,,Boubacar Traoré,0.1,0.1,14.5,81.38,2.6,55.56
443,,Dennis Praet,0.05,0,11.27,77.82,2.59,50
444,,Hugo Bueno,0.05,0.05,23.95,84.49,4.81,24
445,,Harry Toffolo,0,0,15.32,65.29,3.63,15
446,,Calum Chambers,0.07,0,13.64,79.58,1.79,39.13
447,,Emile Smith Rowe,0.17,0.17,6.67,91.25,2.5,100
448,,Gavin Bazunu,0,0,32.13,55.93,2.31,34.41
449,,Ibrahima Diallo,0,0,22.17,79.7,3.39,40
450,,Arnaut Danjuma,0,0,6,68.52,1.78,0
451,,Mason Holgate,0,0,24.5,67.35,2.25,30.61
452,,Jean-Philippe Mateta,0,0,5.03,70.55,1.24,0
453,,Jordan Zemura,0.16,0.05,24,69.3,5.89,28.95
454,,Adam Armstrong,0.07,0.03,9.5,75.44,3.1,47.37
455,,Edouard Mendy,0,0,24.2,76.86,0.6,43.75
456,,Pablo Sarabia,0.08,0,24.15,76.75,6.85,50
457,,Pierre-Emerick Aubameyang,0,0,7.2,75,1.73,100
458,,Jesse Lingard,0,0,16.59,81.21,6.06,42.86
459,,Sergi Canós,0,0,7.4,56.76,1.8,25
460,,Illia Zabarnyi,0,0,39.8,92.46,2.6,52.94
461,,Luke Thomas,0.12,0,31,78.75,4.59,38.64
462,,Neal Maupay,0,0,9.15,76.52,2.63,100
463,,Christian Pulišić,0,0.04,11.5,84.06,3.83,46.15
464,,Romain Perraud,0.14,0.07,22.72,74.81,5.79,18.84
465,,Alex Oxlade-Chamberlain,0.22,0,11.11,73,3.44,55.56
466,,Salomón Rondón,0,0,4,75,1.43,0
467,,Jonjo Shelvey,0.09,0,28.55,74.84,5.64,45.35
468,,Diego Costa,0,0,9.35,73.49,2.78,0
469,,Junior Firpo,0.05,0.05,26.32,73,4.68,22.5
470,,Alejandro Garnacho,0.11,0.11,9.74,81.08,3.95,60
471,,Matías Viña,0,0,12.08,73.1,2,36.36
472,,Denis Zakaria,0,0,25.43,88.76,4.57,75
473,,Maxwel Cornet,0,0,6.29,79.55,2.21,100
474,,Mateusz Klich,0,0,9.71,75.74,3,21.43
475,,Jamaal Lascelles,0,0,13.29,84.95,0.71,55.56
476,,Mark Travers,0,0,26.08,72.2,1.08,48.5
477,,Sam Surridge,0,0,3.85,51.95,0.8,33.33
478,,Jhon Durán,0,0,2.17,57.69,0.5,100
479,,Naouirou Ahamada,0,0,5.5,84.09,1.25,50
480,,Georginio Rutter,0,0.09,5.45,51.67,1.64,100
481,,André Ayew,0,0,5.54,73.61,1.31,0
482,,Adam Smith,0.05,0.03,25.97,75.34,4.16,39.1
483,,Mykhaylo Mudryk,0,0.13,12.27,81.52,4.33,66.67
484,,Facundo Pellistri,0,0,3.75,93.33,1.5,0
485,,Robin Olsen,0,0,27.75,52.25,0.5,26.76
486,,Joel Robles,0,0,25.5,42.16,1,27.16
487,,Tom Davies,0,0,12.11,74.78,2.32,40.74
488,,Ben Pearson,0,0,19.14,80.6,2.71,47.06
489,,James Bree,0,0,27.8,77.7,6.4,44.44
490,,Alphonse Aréola,0,0,15.4,68.83,0,41.46
491,,Joe Hodge,0,0,15.83,82.11,3.83,60
492,,Brenden Aaronson,0.14,0.08,19.89,79.33,7.47,40
493,,Pape Matar Sarr,0.09,0.09,14,91.56,1.64,0
494,,James Tomkins,0,0,28.5,80.7,0.33,30.77
495,,Mateo Joseph,0,0,1,66.67,0,0
496,,Junior Stanislas,0,0,6.75,81.48,2.75,0
497,,Mislav Oršić,0,0,2,50,0,0
498,,Kobbie Mainoo,0,0,8,87.5,3,0
499,,Máximo Perrone,0,0,20,90,2,0
500,,Emiliano Marcondes,0,0,1,100,1,100
501,,Cafú,0,0,2,100,1,0
502,,Tyrese Francois,0,0,2,100,1,0
503,,Jamal Lowe,0,0,2,50,0.5,0
504,,James McArthur,0,0,13,78.85,1.25,33.33
505,,Facundo Buonanotte,0.08,0.08,14.31,81.72,4.62,76.92
506,,Donny van de Beek,0,0,8.43,77.97,3.14,0
507,,Lucas Moura,0,0,5,74.67,1.53,0
508,,Naby Keïta,0,0,20.5,78.05,4.88,33.33
509,,Kevin Mbabu,0.17,0.17,10.67,76.56,2.33,50
510,,Djed Spence,0,0,2.25,55.56,0.75,0
511,,Kristoffer Ajer,0,0,32.67,76.19,5.33,47.37
512,,Cameron Archer,0,0,1.83,72.73,1,0
513,,Jay Stansfield,0,0,6.67,45,0.67,0
514,,Chem Campbell,0,0,5.6,82.14,1.8,0
515,,Ben Godfrey,0,0.08,17.38,66.37,2.92,20.51
516,,Halil Dervişoğlu,0,0,0,0,0,0
517,,Omari Hutchinson,0,0,10,80,5,0
518,,Bobby Clark,0,0,1,100,1,0
519,,Andrew Moran,0,0,2,50,0,0
520,,Cody Drameh,0,0,31,77.42,7,50
521,,Lewis Brunt,0,0,16,75,2,0
522,,Ben Doak,0,0,7,71.43,2,0
523,,Luke Harris,0,0,4.33,100,1.67,0
524,,Ryan Fredericks,0,0,13.58,69.94,3.17,30
525,,Malcolm Ebiowei,0,0,2.33,71.43,1,100
526,,Japhet Tanganga,0,0,22.75,89.01,1,50
527,,Dele Alli,0,0,7.5,80,4,0
528,,Dominic Ballard,0,0,3,66.67,0.5,0
529,,Layvin Kurzawa,0,0,9,70.37,0.67,0
530,,Jack Stacey,0,0,9.6,60.42,1.6,16.67
531,,Saša Kalajdžić,0,0,4,50,0,0
532,,David Brooks,0,0,9.5,80.7,3.67,40
533,,Cameron Peupion,0,0,4,75,0,0
534,,Dexter Lembikisa,0,0,11,81.82,3,0
535,,Owen Bevan,0,0,3,66.67,0,0
536,,Jamal Lewis,0,0,7,85.71,0.5,0
537,,Joshua Onomah,0,0,3,66.67,1,0
538,,Joe Whitworth,0,0,37.5,70.67,0,38.24
539,,Alex Mighten,0,0,1,100,0,0
540,,Kami Doyle,0,0,5,100,0,0
541,,Alex McCarthy,0,0,36.17,55.76,1.33,22.5
542,,Odeluga Offiah,0,0,14.5,79.31,2,50
543,,Yan Valery,0,0,22,68.18,2,0
544,,Nathaniel Chalobah,0,0,1.25,80,0.75,0
545,,Shane Duffy,0,0,4,80,0,0
546,,Marquinhos,0,0,3,66.67,0,0
547,,Ethan Nwaneri,0,0,0,0,0,0
548,,Nathan Redmond,0,0,0,0,0,0
549,,Emil Krafth,0,0,0,0,0,0
550,,Harvey White,0,0,5,40,1,0
551,,Conor Coventry,0,0,0,0,0,0
552,,Connor Ronan,0,0,3,100,3,0
553,,David Ozoh,0,0,3,100,3,0
554,,George Abbott,0,0,1,100,0,0
