#,Team,Name,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box
171,,Emerson Royal,0,0.27,0,0,0.85,0.15
172,,Kiernan Dewsbury-Hall,0,0.1,0,0,1.03,0.26
173,,Andreas Pereira,0,0,0,0,1.06,0.15
174,,Saïd Benrahma,0,0.06,0,0,0.8,0.11
175,,Kaoru Mitoma,0,0.09,0,0,0.97,0.09
176,,Łukasz Fabiański,3,0.22,0.11,0.03,1.14,0.19
177,,Aaron Ramsdale,2.5,0.37,0.13,0,0.95,0.18
178,,Ashley Young,0,0.28,0,0,0.9,0.07
179,,Daniel Amartey,0,0.25,0,0,1.05,0.3
180,,Jason Steele,2.47,0.4,0.13,0.07,1.4,0.13
181,,Marcus Tavernier,0,0.09,0,0,1.48,0.13
182,,Raphaël Varane,0,0.33,0,0,0.75,0.17
183,,Manuel Akanji,0,0.21,0,0,0.69,0.1
184,,Max Kilman,0,0.3,0,0,1.32,0.19
185,,Ibrahima Konaté,0,0.39,0,0,1.17,0.06
186,,Nathaniel Phillips,0,0,0,0,0.5,0
187,,Toti Gomes,0,0.24,0,0,0.76,0.06
188,,Jadon Sancho,0,0.08,0,0,0.62,0.08
189,,Gonçalo Guedes,0,0,0,0,0.77,0.15
190,,Ben Chilwell,0,0.09,0,0,0.57,0.26
191,,Maximilian Wöber,0,0.13,0,0,1.31,0.13
192,,James Justin,0,0.29,0,0,1.21,0.57
193,,Issa Diop,0,0.28,0,0,0.88,0.16
194,,Vladimír Coufal,0,0.07,0,0,1.15,0.15
195,,Kai Havertz,0,0.11,0,0,0.71,0.17
196,,Demarai Gray,0,0.03,0,0,1.06,0.12
197,,Dejan Kulusevski,0,0,0,0,1.2,0.13
198,,David Datro Fofana,0,0,0,0,0,0.33
199,,Pontus Jansson,0,0.08,0,0,0.83,0.33
200,,Matheus Cunha,0,0,0,0,0.71,0
201,,Antonee Robinson,0,0.26,0,0,1.11,0.14
202,,Rico Lewis,0,0.07,0,0,0.5,0.07
203,,Dominic Solanke,0,0.12,0,0,1.42,0.15
204,,Joe Worrall,0,0.17,0,0,1.2,0.27
205,,Willy Boly,0,0.27,0,0,0.82,0.09
206,,Wilfried Zaha,0,0.11,0,0,1.15,0.11
207,,Marcel Sabitzer,0,0.09,0,0,0.55,0.09
208,,Marc Albrighton,0,0,0,0,0.5,0
209,,Lyanco,0,0,0,0,1.14,0.1
210,,Ben Davies,0,0.29,0,0,0.97,0.1
211,,Joël Veltman,0,0.19,0,0,0.81,0.13
212,,Wesley Fofana,0,0.12,0,0,1.18,0.24
213,,Chris Mepham,0,0.19,0,0,1.85,0.15
214,,José Sá,3,0.31,0.11,0.06,1.33,0.19
215,,Konstantinos Tsimikas,0,0.05,0,0,0.5,0.05
216,,César Azpilicueta,0,0.12,0,0,0.76,0.08
217,,Nathan Collins,0,0.15,0,0,1.23,0.15
218,,Harvey Elliott,0,0.03,0,0,0.63,0
219,,Marc Roca,0,0,0,0,1.63,0.25
220,,Lloyd Kelly,0,0.22,0,0,1.48,0.17
221,,Roméo Lavia,0,0.07,0,0,1.62,0.1
222,,Curtis Jones,0,0,0,0,0.67,0.17
223,,Michael Keane,0,0.17,0,0,1.75,0.08
224,,Harry Souttar,0,0.08,0,0,1.33,0.25
225,,Jonny Evans,0,0.08,0,0,1.54,0.62
226,,Lewis Miley,0,0,0,0,0,0
227,,Oriol Romeu,0,0,0,0,4,0
228,,Samuel Amo-Ameyaw,0,0,0,0,0,0
229,,Hugo Lloris,3.16,0.28,0.04,0,1.32,0.24
230,,Tyrell Malacia,0,0.27,0,0,0.55,0.09
231,,Emiliano Buendía,0,0.08,0,0,0.84,0.05
232,,Conor Coady,0,0.29,0,0,1,0.17
233,,Diogo Jota,0,0.05,0,0,0.73,0.14
234,,Anthony Martial,0,0,0,0,0.33,0.05
235,,Yoane Wissa,0,0,0,0,0.34,0.11
236,,Boubacar Kamara,0,0.13,0,0,1.17,0.08
237,,Jack Stephens,0,0.24,0,0,1.41,0
238,,Che Adams,0,0.04,0,0,1.39,0.07
239,,Fred,0,0.09,0,0,0.51,0.11
240,,Manor Solomon,0,0,0,0,0.53,0.05
241,,Dan Burn,0,0.32,0,0,0.71,0.08
242,,João Gomes,0,0.09,0,0,1.55,0.09
243,,Adam Lallana,0,0,0,0,0.63,0
244,,Cristiano Ronaldo,0,0.1,0,0,0.6,0.2
245,,Pablo Fornals,0,0.03,0,0,0.75,0.13
246,,Tom Cairney,0,0,0,0,0.39,0
247,,Gianluca Scamacca,0,0,0,0,0.63,0.13
248,,Patson Daka,0,0,0,0,0.53,0.27
249,,Joel Ward,0,0.25,0,0,1.14,0.11
250,,Matheus Nunes,0,0.12,0,0,0.91,0.21
251,,Kelechi Iheanacho,0,0,0,0,0.68,0.14
252,,Vitaliy Mykolenko,0,0.21,0,0,1.21,0.15
253,,Timothy Castagne,0,0.19,0,0,1.22,0.49
254,,Matty Cash,0,0.12,0,0,0.96,0.15
255,,Levi Colwill,0,0.18,0,0,1.18,0.06
256,,Danny Ward,3,0.23,0.12,0.04,1.38,0.38
257,,Dango Ouattara,0,0.05,0,0,1.11,0.11
