#,Team,Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %
462,,Neal Maupay,0.04,0.26,36.84,1.19,0,0
463,,Christian Pulišić,0.04,0.08,37.14,0.79,0,0
464,,Romain Perraud,0.07,0,28.57,1.03,0,0
465,,Alex Oxlade-Chamberlain,0.11,0.22,38.46,0.78,0.11,0
466,,Salomón Rondón,0,0.14,100,0.57,0,0
467,,Jonjo Shelvey,0,0,100,0.55,0,0
468,,Diego Costa,0.04,0.22,50,1.22,0,0
469,,Junior Firpo,0.05,0,40,0.11,0,0
470,,Alejandro Garnacho,0.16,0.21,30.77,1.26,0,0
471,,Matías Viña,0.17,0,47.62,0.75,0,0
472,,Denis Zakaria,0,0,62.5,0.29,0,0
473,,Maxwel Cornet,0,0.14,40,0.64,0,0
474,,Mateusz Klich,0,0,33.33,0.29,0,0
475,,Jamaal Lascelles,0,0,0,0.29,0,0
476,,Mark Travers,0,0,0,0,0,0
477,,Sam Surridge,0.05,0.05,50,0.45,0,0
478,,Jhon Durán,0,0.08,50,0.58,0,0
479,,Naouirou Ahamada,0,0,50,0.38,0,0
480,,Georginio Rutter,0,0,40.91,0.36,0,0
481,,André Ayew,0,0.08,20,0.31,0,0
482,,Adam Smith,0,0.05,26.09,0.14,0,0
483,,Mykhaylo Mudryk,0,0.33,39.39,0.93,0,0
484,,Facundo Pellistri,0,0,66.67,0,0,0
485,,Robin Olsen,0,0,0,0,0,0
486,,Joel Robles,0,0,0,0,0,0
487,,Tom Davies,0,0.11,50,0.47,0,0
488,,Ben Pearson,0,0,0,0.29,0,0
489,,James Bree,0,0,66.67,0.2,0,0
490,,Alphonse Aréola,0,0,0,0,0,0
491,,Joe Hodge,0,0,0,0.33,0,0
492,,Brenden Aaronson,0.03,0.06,41.46,1.14,0,0
493,,Pape Matar Sarr,0,0,50,0.18,0,0
494,,James Tomkins,0.17,0,100,0.5,0.17,0
495,,Mateo Joseph,0,0,0,0.33,0,0
496,,Junior Stanislas,0,0,0,0.25,0,0
497,,Mislav Oršić,0,0,0,0,0,0
498,,Kobbie Mainoo,0,0,0,0,0,0
499,,Máximo Perrone,0,0,0,0,0,0
500,,Emiliano Marcondes,0,0,0,0,0,0
501,,Cafú,0,0,0,0,0,0
502,,Tyrese Francois,0,0,0,0,0,0
503,,Jamal Lowe,0,0,0,0,0,0
504,,James McArthur,0,0,100,0,0,0
505,,Facundo Buonanotte,0.08,0,43.75,0.85,0,0
506,,Donny van de Beek,0,0,66.67,0.29,0,0
507,,Lucas Moura,0.07,0,45.45,0.27,0,0
508,,Naby Keïta,0,0,100,1.25,0,0
509,,Kevin Mbabu,0,0,66.67,0,0,0
510,,Djed Spence,0,0,0,0.25,0,0
511,,Kristoffer Ajer,0,0,20,0.11,0,0
512,,Cameron Archer,0,0,100,0,0,0
513,,Jay Stansfield,0,0,0,0.67,0,0
514,,Chem Campbell,0,0,50,0.4,0,0
515,,Ben Godfrey,0,0.08,50,0.46,0,0
516,,Halil Dervişoğlu,0,0,0,1,0,0
517,,Omari Hutchinson,0,0,0,0,0,0
518,,Bobby Clark,0,0,0,0,0,0
519,,Andrew Moran,0,0,0,0,0,0
520,,Cody Drameh,0,0,100,0,0,0
521,,Lewis Brunt,0,0,0,0,0,0
522,,Ben Doak,0,0,0,0,0,0
523,,Luke Harris,0,0,0,0,0,0
524,,Ryan Fredericks,0,0,37.5,0,0,0
525,,Malcolm Ebiowei,0,0,40,0,0,0
526,,Japhet Tanganga,0,0,50,0,0,0
527,,Dele Alli,0,0,0,0,0,0
528,,Dominic Ballard,0,0,0,0,0,0
529,,Layvin Kurzawa,0,0,50,0,0,0
530,,Jack Stacey,0,0,37.5,0.1,0,0
531,,Saša Kalajdžić,0,1,0,1,0,0
532,,David Brooks,0,0,22.22,0.83,0,0
533,,Cameron Peupion,0,0,0,1,0,0
534,,Dexter Lembikisa,0,0,0,0,0,0
535,,Owen Bevan,0,0,0,0,0,0
536,,Jamal Lewis,0,0,0,0,0,0
537,,Joshua Onomah,0,0,0,0,0,0
538,,Joe Whitworth,0,0,0,0,0,0
539,,Alex Mighten,0,0,0,0,0,0
540,,Kami Doyle,0,0,0,0,0,0
541,,Alex McCarthy,0,0,0,0,0,0
542,,Odeluga Offiah,0,0,100,0,0,0
543,,Yan Valery,0,0,0,0,0,0
544,,Nathaniel Chalobah,0,0,0,0.25,0,0
545,,Shane Duffy,0,0,100,0.2,0,0
546,,Marquinhos,0,0,0,0,0,0
547,,Ethan Nwaneri,0,0,0,0,0,0
548,,Nathan Redmond,0,0,0,0,0,0
549,,Emil Krafth,0,0,0,0,0,0
550,,Harvey White,0,0,0,0,0,0
551,,Conor Coventry,0,0,0,0,0,0
552,,Connor Ronan,0,0,100,0,0,0
553,,David Ozoh,0,0,0,0,0,0
554,,George Abbott,0,0,0,0,0,0
