#,Team,Name,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past
438,,Moussa Djenepo,1.19,0.69,0,0.44,0,0.94
439,,Kyle Walker-Peters,1.97,0.87,0.03,1.32,0,0.65
440,,Saman Ghoddos,0.13,0.27,0,0.13,0,0.13
441,,Nélson Semedo,1.97,0.81,0,2.11,0,0.86
442,,Boubacar Traoré,1.2,0.7,0,0.1,0,0.4
443,,Dennis Praet,0.55,0.23,0,0.23,0,0.23
444,,Hugo Bueno,1.57,0.48,0,1.43,0,0.76
445,,Harry Toffolo,0.89,0.53,0.05,1.58,0,0.21
446,,Calum Chambers,0.64,0.5,0,0.71,0.07,0.14
447,,Emile Smith Rowe,0.08,0,0,0.08,0,0.17
448,,Gavin Bazunu,0.03,0.03,0.03,1.16,0.03,0
449,,Ibrahima Diallo,1.39,0.33,0,0.61,0,0.33
450,,Arnaut Danjuma,0.22,0,0,0,0,0
451,,Mason Holgate,1.38,0.88,0,3.25,0,1
452,,Jean-Philippe Mateta,0.24,0.1,0,0.62,0,0.07
453,,Jordan Zemura,2.05,0.84,0.05,1.42,0,1.05
454,,Adam Armstrong,0.47,0.17,0,0.17,0,0.23
455,,Edouard Mendy,0,0,0,0.7,0.2,0
456,,Pablo Sarabia,0.92,0.15,0,0.31,0,0.69
457,,Pierre-Emerick Aubameyang,0.07,0.13,0,0.27,0,0.07
458,,Jesse Lingard,0.24,0.29,0,0.24,0,0.35
459,,Sergi Canós,0,0,0,0.2,0,0.4
460,,Illia Zabarnyi,0.8,0.6,0,2.8,0,0.8
461,,Luke Thomas,1.35,1.59,0,1.65,0,1
462,,Neal Maupay,0.41,0.19,0,0,0,0.07
463,,Christian Pulišić,0.46,0.17,0,0.17,0,0.08
464,,Romain Perraud,1.86,0.69,0,1.17,0,0.83
465,,Alex Oxlade-Chamberlain,0.56,0.11,0,0.33,0,0.44
466,,Salomón Rondón,0,0,0,0,0,0
467,,Jonjo Shelvey,0.27,0.45,0.09,0.91,0.09,0.82
468,,Diego Costa,0.13,0.09,0,0.74,0,0.3
469,,Junior Firpo,2.47,1.26,0.05,1.53,0,1.16
470,,Alejandro Garnacho,0.26,0.26,0,0.11,0,0.53
471,,Matías Viña,1.58,0.33,0,1.42,0,1.33
472,,Denis Zakaria,1.29,0.43,0,1.14,0,0.86
473,,Maxwel Cornet,0.5,0.14,0,0.21,0,0.14
474,,Mateusz Klich,0.86,0,0,0.07,0,0.43
475,,Jamaal Lascelles,0.14,0,0,2.43,0,0
476,,Mark Travers,0,0,0,0.92,0,0
477,,Sam Surridge,0.25,0,0.05,0.35,0,0.15
478,,Jhon Durán,0.17,0.17,0,0.17,0,0.25
479,,Naouirou Ahamada,0.38,0,0,0,0,0.25
480,,Georginio Rutter,0.91,0.27,0,0.27,0,0.27
481,,André Ayew,0.38,0,0,0.54,0,0.15
482,,Adam Smith,1.32,0.68,0.03,1.84,0,0.84
483,,Mykhaylo Mudryk,0.73,0,0,0.13,0,0.6
484,,Facundo Pellistri,0.25,0,0,0.25,0,0
485,,Robin Olsen,0,0,0,0.5,0,0.5
486,,Joel Robles,0,0,0,2,0,0.25
487,,Tom Davies,0.79,0.21,0,0.37,0,0.37
488,,Ben Pearson,1,0.29,0,0.57,0,0.29
489,,James Bree,1,1.2,0,2.2,0,0.2
490,,Alphonse Aréola,0,0,0.2,0.2,0,0
491,,Joe Hodge,0.83,0,0,0.33,0,0.17
492,,Brenden Aaronson,1.25,0.14,0,0.17,0.03,0.86
493,,Pape Matar Sarr,0.64,0.55,0.09,0.55,0,0.36
494,,James Tomkins,0.67,0.83,0,3.17,0,0.33
495,,Mateo Joseph,0,0,0,0.33,0,0
496,,Junior Stanislas,0,0,0,0,0,0
497,,Mislav Oršić,1,0,0,0,0,0
498,,Kobbie Mainoo,0,0,0,0,0,0
499,,Máximo Perrone,0,0,0,0,0,0
500,,Emiliano Marcondes,0,0,0,1,0,0
501,,Cafú,0,0,0,1,0,0
502,,Tyrese Francois,0,0,0,1,0,0
503,,Jamal Lowe,0,0,0,0,0,0
504,,James McArthur,0.25,0.25,0,0.25,0,0
505,,Facundo Buonanotte,0.15,0.31,0,0.15,0,1.62
506,,Donny van de Beek,0,0.14,0,0.14,0,0.14
507,,Lucas Moura,0.53,0.13,0,0,0.07,0.2
508,,Naby Keïta,0.63,0.25,0,0.38,0,0.38
509,,Kevin Mbabu,0.5,0.5,0,0.33,0,0.33
510,,Djed Spence,0,0,0,0,0,0
511,,Kristoffer Ajer,1.22,0.78,0.11,1.89,0,0.78
512,,Cameron Archer,0,0,0,0,0,0
513,,Jay Stansfield,0,0.33,0,0.33,0,0.67
514,,Chem Campbell,0.4,0.2,0,0,0,0.2
515,,Ben Godfrey,1.54,0.62,0,2.38,0,1.38
516,,Halil Dervişoğlu,0,0,0,0,0,1
517,,Omari Hutchinson,0,1,0,0,0,0
518,,Bobby Clark,0,0,0,0,0,0
519,,Andrew Moran,0,0,0,0,0,0
520,,Cody Drameh,5,1,0,1,0,1
521,,Lewis Brunt,0,0,0,2,0,0
522,,Ben Doak,1.5,0,0,0,0,0
523,,Luke Harris,0,0,0,0,0,0
524,,Ryan Fredericks,0.25,0.08,0,2.17,0,0.25
525,,Malcolm Ebiowei,0.33,0,0,0,0,0.33
526,,Japhet Tanganga,0.75,0.5,0,1.5,0,1
527,,Dele Alli,0,0,0,0,0,0
528,,Dominic Ballard,0,0.5,0,0,0,0
529,,Layvin Kurzawa,1,0.67,0,0.67,0,0
530,,Jack Stacey,0.5,0.5,0,1.2,0,0.3
531,,Saša Kalajdžić,0,1,0,0,0,0
532,,David Brooks,0.17,0.33,0,0.67,0,0.17
533,,Cameron Peupion,0,0,0,0,0,0
534,,Dexter Lembikisa,0,0,0,0,0,0
535,,Owen Bevan,0,0,0,0,0,0
536,,Jamal Lewis,0,0,0,0,0,0
537,,Joshua Onomah,0.5,0,0,0,0,0
538,,Joe Whitworth,0,0,0,0.5,0,0
539,,Alex Mighten,0,0,0,0,0,1
540,,Kami Doyle,0,0,0,0,0,0
541,,Alex McCarthy,0,0.17,0,1.17,0,0.17
542,,Odeluga Offiah,0.5,0,0,0.5,0,1
543,,Yan Valery,0,0,0,3,0,0
544,,Nathaniel Chalobah,0.25,0,0,0.5,0,0
545,,Shane Duffy,0,0,0,0,0.2,0
546,,Marquinhos,0,0,0,0,0,0
547,,Ethan Nwaneri,0,0,0,0,0,0
548,,Nathan Redmond,0,0,0,0,0,0
549,,Emil Krafth,0,0,0,0,0,0
550,,Harvey White,0,0,0,0,0,1
551,,Conor Coventry,0,0,0,0,0,0
552,,Connor Ronan,0,0,0,0,0,0
553,,David Ozoh,0,0,0,0,0,0
554,,George Abbott,0,1,0,0,0,0
