#,Team,Name,Appearances
373,,Nathan Patterson,19
374,,Anthony Gordon,32
375,,Victor Kristiansen,12
376,,Illan Meslier,34
377,,Emmanuel Dennis,19
378,,Shandon Baptiste,23
379,,Bobby Decordova-Reid,36
380,,Sékou Mara,22
381,,Rúben Vinagre,2
382,,Kieran Tierney,27
383,,Samuel Edozie,17
384,,Ben Johnson,17
385,,Clément Lenglet,26
386,,Elliot Anderson,22
387,,Jonny Otto,18
388,,Ryan Christie,32
389,,Rayan Aït Nouri,21
390,,Ryan Sessegnon,17
391,,Flynn Downes,21
392,,Odsonne Édouard,35
393,,Gustavo Scarpa,6
394,,Carlos Alcaraz,18
395,,Chris Wood,25
396,,Mohamed Elyounoussi,33
397,,Manuel Lanzini,10
398,,Matt Ritchie,7
399,,Aaron Hickey,26
400,,Álex Moreno,19
401,,Jaidon Anthony,30
402,,Theo Walcott,20
403,,Edward Nketiah,30
404,,Wilfried Gnonto,24
405,,Bryan Gil,4
406,,Robin Koch,36
407,,Luka Milivojević,18
408,,Joe Gelhardt,15
409,,Mikkel Damsgaard,26
410,,Zanka,18
411,,Ellis Simms,11
412,,Stefan Bajčetić,11
413,,Kevin Schade,18
414,,Wout Weghorst,17
415,,Tariq Lamptey,20
416,,Ricardo Pereira,10
417,,Stuart Armstrong,32
418,,Adam Forshaw,12
419,,Jamie Vardy,37
420,,Renan Lodi,28
421,,Luke Ayling,29
422,,Fabio Carvalho,13
423,,Armando Broja,12
424,,Antoine Semenyo,11
425,,Frank Onyeka,21
426,,Anthony Elanga,16
427,,Keane Lewis-Potter,10
428,,Diego Carlos,3
429,,Saša Lukić,12
430,,Jaïro Riedewald,6
431,,Jack Hinshelwood,1
432,,Marek Rodák,2
433,,Divin Mubama,3
434,,Mads Bech Sørensen,4
435,,Mohamed Elneny,5
436,,Patrick Bamford,28
437,,Nathaniel Clyne,22
438,,Moussa Djenepo,16
439,,Kyle Walker-Peters,31
440,,Saman Ghoddos,15
441,,Nélson Semedo,36
442,,Boubacar Traoré,10
443,,Dennis Praet,22
444,,Hugo Bueno,21
445,,Harry Toffolo,19
446,,Calum Chambers,14
447,,Emile Smith Rowe,12
448,,Gavin Bazunu,32
449,,Ibrahima Diallo,18
450,,Arnaut Danjuma,9
451,,Mason Holgate,8
452,,Jean-Philippe Mateta,29
453,,Jordan Zemura,19
454,,Adam Armstrong,30
455,,Edouard Mendy,10
456,,Pablo Sarabia,13
457,,Pierre-Emerick Aubameyang,15
458,,Jesse Lingard,17
459,,Sergi Canós,5
460,,Illia Zabarnyi,5
461,,Luke Thomas,17
462,,Neal Maupay,27
463,,Christian Pulišić,24
464,,Romain Perraud,29
465,,Alex Oxlade-Chamberlain,9
466,,Salomón Rondón,7
467,,Jonjo Shelvey,11
468,,Diego Costa,23
469,,Junior Firpo,19
470,,Alejandro Garnacho,19
471,,Matías Viña,12
472,,Denis Zakaria,7
473,,Maxwel Cornet,14
474,,Mateusz Klich,14
475,,Jamaal Lascelles,7
476,,Mark Travers,12
477,,Sam Surridge,20
478,,Jhon Durán,12
479,,Naouirou Ahamada,8
480,,Georginio Rutter,11
481,,André Ayew,13
482,,Adam Smith,37
483,,Mykhaylo Mudryk,15
484,,Facundo Pellistri,4
485,,Robin Olsen,4
486,,Joel Robles,4
487,,Tom Davies,19
488,,Ben Pearson,7
489,,James Bree,5
490,,Alphonse Aréola,5
491,,Joe Hodge,6
492,,Brenden Aaronson,36
493,,Pape Matar Sarr,11
494,,James Tomkins,6
495,,Mateo Joseph,3
496,,Junior Stanislas,4
497,,Mislav Oršić,1
498,,Kobbie Mainoo,1
499,,Máximo Perrone,1
500,,Emiliano Marcondes,1
501,,Cafú,1
502,,Tyrese Francois,1
503,,Jamal Lowe,2
504,,James McArthur,4
505,,Facundo Buonanotte,13
506,,Donny van de Beek,7
507,,Lucas Moura,15
508,,Naby Keïta,8
509,,Kevin Mbabu,6
510,,Djed Spence,4
511,,Kristoffer Ajer,9
512,,Cameron Archer,6
513,,Jay Stansfield,3
514,,Chem Campbell,5
515,,Ben Godfrey,13
516,,Halil Dervişoğlu,1
517,,Omari Hutchinson,1
518,,Bobby Clark,1
519,,Andrew Moran,1
520,,Cody Drameh,1
521,,Lewis Brunt,1
522,,Ben Doak,2
523,,Luke Harris,3
524,,Ryan Fredericks,12
525,,Malcolm Ebiowei,3
526,,Japhet Tanganga,4
527,,Dele Alli,2
528,,Dominic Ballard,2
529,,Layvin Kurzawa,3
530,,Jack Stacey,10
531,,Saša Kalajdžić,1
532,,David Brooks,6
533,,Cameron Peupion,1
534,,Dexter Lembikisa,1
535,,Owen Bevan,1
536,,Jamal Lewis,2
537,,Joshua Onomah,2
538,,Joe Whitworth,2
539,,Alex Mighten,1
540,,Kami Doyle,1
541,,Alex McCarthy,6
542,,Odeluga Offiah,2
543,,Yan Valery,1
544,,Nathaniel Chalobah,4
545,,Shane Duffy,5
546,,Marquinhos,1
547,,Ethan Nwaneri,1
548,,Nathan Redmond,1
549,,Emil Krafth,1
550,,Harvey White,1
551,,Conor Coventry,1
552,,Connor Ronan,1
553,,David Ozoh,1
554,,George Abbott,1
