#,Team,Name,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls
423,,Armando Broja,0,0,30,42.19,0.5,0.17
424,,Antoine Semenyo,0,0,50,40,0.45,0.55
425,,Frank Onyeka,0,0,31.82,48.84,1.24,0.71
426,,Anthony Elanga,0,0,42.11,44.23,0.44,0.19
427,,Keane Lewis-Potter,0,0,50,36.11,0.4,0.1
428,,Diego Carlos,0,0,66.67,53.85,0,0.67
429,,Saša Lukić,0.08,0,44.44,52,0.83,1.08
430,,Jaïro Riedewald,0,0,66.67,62.5,0.17,0.33
431,,Jack Hinshelwood,0,0,0,100,0,0
432,,Marek Rodák,0,0,100,100,0,0
433,,Divin Mubama,0,0,50,41.67,0.33,1
434,,Mads Bech Sørensen,0,0,100,100,0,0
435,,Mohamed Elneny,0,0,0,40,0.2,0.2
436,,Patrick Bamford,0.11,0,46.15,40.69,0.96,0.89
437,,Nathaniel Clyne,0.14,0,25,50.55,0.36,0.45
438,,Moussa Djenepo,0.06,0,23.08,50.85,1.19,0.69
439,,Kyle Walker-Peters,0.13,0,36.36,52.19,1.32,0.81
440,,Saman Ghoddos,0,0,55.56,45.45,0.2,0.2
441,,Nélson Semedo,0.31,0.03,44.78,48.92,0.67,1.31
442,,Boubacar Traoré,0.2,0,46.67,46.3,0.2,1
443,,Dennis Praet,0.05,0,8.33,39.13,0.36,0.41
444,,Hugo Bueno,0.05,0,37.04,49.22,0.33,0.33
445,,Harry Toffolo,0.11,0,48.15,50,0.26,0.53
446,,Calum Chambers,0.14,0,33.33,46.67,0.14,0.5
447,,Emile Smith Rowe,0,0,0,25,0.08,0.08
448,,Gavin Bazunu,0,0,100,94.74,0.06,0.03
449,,Ibrahima Diallo,0.22,0,62.5,53.92,0.39,1
450,,Arnaut Danjuma,0,0,33.33,46.67,0.11,0
451,,Mason Holgate,0.13,0.13,47.37,50.94,0.5,1.13
452,,Jean-Philippe Mateta,0.1,0,37.14,34.65,0.28,0.55
453,,Jordan Zemura,0.05,0,38.89,50,0.74,0.89
454,,Adam Armstrong,0.07,0,19.23,30.83,0.3,0.57
455,,Edouard Mendy,0.1,0,100,83.33,0.2,0
456,,Pablo Sarabia,0.23,0,18.75,30.86,0.62,1
457,,Pierre-Emerick Aubameyang,0.07,0,21.43,25.81,0.07,0.33
458,,Jesse Lingard,0.06,0,25,39.22,0.53,0.47
459,,Sergi Canós,0,0,0,50,0.6,0.6
460,,Illia Zabarnyi,0,0,25,44.44,0.4,0.2
461,,Luke Thomas,0.18,0,44,46.08,0.41,0.71
462,,Neal Maupay,0.15,0,23.81,37.24,0.78,0.52
463,,Christian Pulišić,0.04,0,21.74,41.12,0.63,0.42
464,,Romain Perraud,0.14,0,37.84,44.29,0.52,1.07
465,,Alex Oxlade-Chamberlain,0,0,20,34.09,0.44,0.33
466,,Salomón Rondón,0,0,53.85,42.11,0,0.57
467,,Jonjo Shelvey,0.18,0,80,33.33,0.09,0.91
468,,Diego Costa,0.22,0.04,33.33,27.75,0.43,1.26
469,,Junior Firpo,0.26,0.05,51.52,49.68,0.42,1.26
470,,Alejandro Garnacho,0.16,0,23.08,28.87,0.42,0.42
471,,Matías Viña,0.08,0,36.36,48.89,0.92,0.58
472,,Denis Zakaria,0,0,0,39.02,0.29,0.71
473,,Maxwel Cornet,0,0,35.29,42.5,0.14,0.14
474,,Mateusz Klich,0.14,0,33.33,43.9,0.21,0.71
475,,Jamaal Lascelles,0.57,0,66.67,47.06,0.29,0.86
476,,Mark Travers,0,0,100,100,0,0
477,,Sam Surridge,0.1,0,43.33,46.15,0.5,0.6
478,,Jhon Durán,0.08,0,41.18,34.21,0.25,0.75
479,,Naouirou Ahamada,0.13,0,0,36.36,0,0.25
480,,Georginio Rutter,0,0,55,45,0.55,0.45
481,,André Ayew,0.08,0,38.89,45.16,0.62,0.23
482,,Adam Smith,0.3,0,43.28,48.9,0.73,0.78
483,,Mykhaylo Mudryk,0.07,0,38.46,42.71,0.8,0.53
484,,Facundo Pellistri,0,0,0,62.5,0.5,0.25
485,,Robin Olsen,0,0,0,0,0,0
486,,Joel Robles,0.25,0,100,75,0,0
487,,Tom Davies,0.16,0,35,46.27,0.32,0.53
488,,Ben Pearson,0.14,0,33.33,44,0.29,1.29
489,,James Bree,0.2,0,69.23,64,0,0.2
490,,Alphonse Aréola,0,0,0,0,0,0.2
491,,Joe Hodge,0.17,0,33.33,50,0.17,0.33
492,,Brenden Aaronson,0.06,0,17.02,39.78,1.53,0.44
493,,Pape Matar Sarr,0.09,0,37.5,46.67,0.27,0.36
494,,James Tomkins,0.17,0.17,50,50,0.17,0.5
495,,Mateo Joseph,0,0,0,0,0,0
496,,Junior Stanislas,0,0,0,0,0,0
497,,Mislav Oršić,0,0,0,100,0,0
498,,Kobbie Mainoo,0,0,0,0,0,0
499,,Máximo Perrone,0,0,0,0,0,0
500,,Emiliano Marcondes,0,0,0,100,1,0
501,,Cafú,0,0,0,0,0,0
502,,Tyrese Francois,0,0,0,0,0,0
503,,Jamal Lowe,0,0,0,0,0,0
504,,James McArthur,0,0,0,50,0.25,0
505,,Facundo Buonanotte,0.15,0,33.33,28.57,0.54,0.69
506,,Donny van de Beek,0,0,50,38.89,0.29,0.57
507,,Lucas Moura,0,0.07,55.56,50,0.2,0.2
508,,Naby Keïta,0.13,0,30,30.95,0.25,1.5
509,,Kevin Mbabu,0.17,0,25,36,0,0.67
510,,Djed Spence,0,0,100,33.33,0,0
511,,Kristoffer Ajer,0,0,57.69,50,0.89,0.56
512,,Cameron Archer,0,0,0,28.57,0.17,0.33
513,,Jay Stansfield,0,0,0,14.29,0.33,0.33
514,,Chem Campbell,0,0,66.67,41.18,0.2,0
515,,Ben Godfrey,0.15,0,46.88,46.24,0.38,0.77
516,,Halil Dervişoğlu,0,0,0,0,0,0
517,,Omari Hutchinson,0,0,0,0,0,0
518,,Bobby Clark,0,0,0,0,0,1
519,,Andrew Moran,0,0,0,0,0,0
520,,Cody Drameh,0,0,100,70,0,1
521,,Lewis Brunt,0,0,0,100,1,0
522,,Ben Doak,0,0,0,50,0.5,0.5
523,,Luke Harris,0,0,0,0,0,0.33
524,,Ryan Fredericks,0.08,0,33.33,34.29,0.08,0.25
525,,Malcolm Ebiowei,0,0,0,50,0.33,0
526,,Japhet Tanganga,0,0,66.67,54.17,0.75,0.75
527,,Dele Alli,0,0,33.33,33.33,0.5,0
528,,Dominic Ballard,0,0,20,14.29,0,0
529,,Layvin Kurzawa,0.33,0,0,45.45,0,0.33
530,,Jack Stacey,0.2,0,62.5,40.63,0,0.4
531,,Saša Kalajdžić,0,0,100,100,1,0
532,,David Brooks,0.17,0,40,25,0.17,0.5
533,,Cameron Peupion,0,0,100,100,0,0
534,,Dexter Lembikisa,0,0,0,0,0,0
535,,Owen Bevan,0,0,0,0,0,0
536,,Jamal Lewis,0,0,0,0,0,0
537,,Joshua Onomah,0,0,100,50,0,0
538,,Joe Whitworth,0,0,0,0,0,0
539,,Alex Mighten,0,0,0,25,1,0
540,,Kami Doyle,0,0,0,0,0,0
541,,Alex McCarthy,0,0,100,66.67,0.17,0
542,,Odeluga Offiah,0,0,0,40,0,0
543,,Yan Valery,0,0,100,25,0,0
544,,Nathaniel Chalobah,0,0.25,33.33,28.57,0,0.5
545,,Shane Duffy,0,0,66.67,80,0.2,0
546,,Marquinhos,0,0,0,0,0,0
547,,Ethan Nwaneri,0,0,0,0,0,0
548,,Nathan Redmond,0,0,0,0,0,0
549,,Emil Krafth,0,0,0,0,0,0
550,,Harvey White,0,0,100,50,0,0
551,,Conor Coventry,0,0,0,0,0,0
552,,Connor Ronan,0,0,0,100,0,0
553,,David Ozoh,0,0,0,0,0,0
554,,George Abbott,0,0,0,0,0,0
