Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls,Appearances
Oleksandr Zinchenko,0.04,0.04,62.5,1.04,0,0,1.48,0.81,0,1.15,0,0.67,0.07,0.07,63.56,87.76,19.44,62,0,0.07,0,0,0.81,0.22,0.11,0,71.83,63.24,0.41,0.22,27
Armel Bella-Kotchap,0,0.08,57.14,0.58,0,0,1.54,1.83,0,4.5,0,0.21,0.08,0.08,38.63,80.26,1.83,31.33,0,0.13,0,0,1.5,0.13,0.17,0,58.82,69.09,1.38,0.38,24
Serge Aurier,0.04,0.04,59.26,0.38,0,0,2.67,1.21,0,2.71,0,0.42,0.04,0,30.58,72.75,5.04,40.38,0,0.21,0,0,1.08,0.21,0.08,0,58.97,62.23,0.79,0.75,24
Nick Pope,0,0,0,0,0,0,0.03,0,0,1.24,0.03,0.05,0,0,17.78,58.81,0.73,34.58,2.35,0.38,0.14,0.05,0.78,0.08,0.08,0.03,80,72.73,0.05,0.03,37
João Cancelo,0.12,0,56.6,1,0,0,1.71,1.12,0.12,0.35,0.06,0.41,0,0.06,64.41,86.76,16.06,61.29,0,0.24,0,0,0.65,0.24,0.18,0.06,71.05,60.82,1.06,0.76,17
Ivan Perišić,0.03,0.18,48.65,0.85,0,0,1.21,0.65,0,1.24,0,0.62,0.32,0.24,23,72.25,4.74,50,0,0.06,0,0,1.18,0.12,0.18,0,51.52,46.3,0.24,0.88,34
Nayef Aguerd,0.11,0.17,100,0.67,0.11,0,1.5,1,0.06,4.33,0.06,0.39,0.06,0,42.17,78.92,2.94,40.12,0,0.28,0,0,1.22,0.33,0.22,0,50.79,57.26,0.44,0.44,18
Amadou Onana,0.03,0.12,43.9,1.03,0.03,0,2.18,1.12,0,1.12,0,0.36,0.06,0.06,29.39,84.02,5.52,63.08,0,0.15,0,0,1,0.12,0.27,0,52.17,57.02,1.48,1.33,33
Tyrone Mings,0.03,0.06,66.67,0.2,0.03,0,0.43,1.54,0,4.51,0.06,0.34,0.06,0.06,53.91,85.32,4.31,43.75,0,0.34,0,0,1.06,0.09,0.2,0,72.09,61.9,0.63,0.51,35
Hamed Junior Traorè,0,0.14,66.67,0.86,0,0,2.43,0.29,0,0.14,0,1.71,0,0,19.29,71.11,6.57,44.44,0,0,0,0,1.14,0,0,0,60,50.63,0.57,0.57,7
Lewis Dunk,0.03,0.06,100,0.61,0.03,0,0.83,0.94,0.11,2.25,0,0.64,0.03,0,89.11,90.4,6.5,52.92,0,0.31,0,0,1.25,0.14,0.11,0,59.48,58.9,0.75,0.5,36
Marc Cucurella,0,0,45.45,0.29,0,0,2.75,0.67,0,1.54,0.04,1.25,0.08,0.08,45.42,86.42,9.25,42.47,0,0.17,0,0,0.63,0.21,0.17,0,55.17,60.34,0.88,0.67,24
Philip Billing,0.19,0.08,63.41,1.06,0,0,1.75,0.86,0,1.39,0.03,0.81,0.14,0.03,28,79.37,6.69,40.63,0,0.11,0,0,1.36,0.14,0.14,0,59.77,55,0.97,0.83,36
Julio Enciso,0.2,0.15,55.36,1.9,0.05,0,0.65,0.2,0,0.05,0,0.25,0.15,0.1,12.1,72.73,4.55,25,0,0.05,0,0,0.6,0,0.05,0,42.86,47.79,0.75,0.65,20
Noni Madueke,0.08,0,57.89,1,0,0,1,0.33,0,0.58,0,0.58,0,0,21.67,82.31,8.08,75,0,0,0,0,1,0.08,0,0,28.57,53.91,1.25,0.33,12
Jefferson Lerma,0.14,0.08,59.09,0.95,0,0,1.35,1.27,0.05,2.38,0,0.68,0.11,0,42.92,82.24,8.08,43.81,0,0.16,0,0,1.62,0.19,0.19,0,60.19,55.44,0.89,1,37
Benjamin White,0.05,0,34.78,0.26,0,0,1.58,0.58,0,1.97,0,0.74,0.16,0.13,51.32,86.62,14.95,43.94,0,0.24,0,0,0.79,0.13,0.13,0,45.21,52.61,0.79,0.74,38
Antony,0.16,0.16,45.59,2.88,0,0,0.88,0.44,0,0.08,0,0.8,0.08,0.08,30.96,82.17,13.2,62.96,0,0.12,0,0,0.72,0.12,0.2,0,20.83,44.62,1,0.6,25
Darwin Núñez,0.31,0.69,48.65,2.9,0.1,0,0.38,0.1,0,0.41,0,0.45,0.38,0.1,12.79,67.12,4.48,69.57,0,0,0,0,0.76,0,0.03,0.03,41.38,38.32,0.59,0.86,29
Julián Álvarez,0.29,0.13,60,1.52,0,0,0.84,0.06,0,0.16,0,0.65,0.06,0,15.13,82.73,5.45,75,0,0.1,0,0,0.52,0,0,0,25.81,40.59,0.45,0.68,31
João Moutinho,0,0,53.33,0.52,0,0,1.65,0.58,0,0.58,0,0.87,0.1,0.06,31.94,83.94,8.45,66.67,0,0.06,0,0,0.77,0.13,0.1,0,25.81,47.13,0.48,1,31
Idrissa Gueye,0,0,67.86,0.45,0,0,2.94,1.7,0.03,0.94,0.09,0.88,0.03,0.03,36.64,84.53,6.61,43.02,0,0.18,0,0,1.21,0.15,0.21,0,55.1,61.46,1.52,1.3,33
Tomáš Souček,0.06,0.06,14.29,0.94,0,0,2.14,1.47,0,1.89,0.03,0.83,0.08,0.08,27.03,72.05,4.53,54.79,0,0.19,0,0,1.08,0.08,0.08,0,55.12,51.36,0.44,1.39,36
Duje Ćaleta-Car,0.08,0.08,100,0.38,0.08,0,1.08,1.15,0,5,0,0.23,0,0,43.23,85.23,2.46,46.99,0,0.08,0,0,0.92,0.23,0.15,0,59.38,57.14,0.08,0.69,13
Matt Doherty,0.08,0,60,0.83,0,0,1.25,0.67,0,1.08,0,0.25,0,0,27.42,82.37,6.67,34.62,0,0.08,0,0,0.58,0.17,0,0,60.61,56.96,0.33,0.92,12
Jordan Pickford,0,0,0,0,0,0,0,0.11,0.03,0.89,0.05,0.03,0.03,0.03,31.24,51.82,3.14,34.75,3.35,0.22,0.16,0.03,1.38,0.16,0.16,0,72.73,68.42,0.14,0.03,37
Joe Gomez,0,0,80,0.29,0,0,1.33,1.14,0.05,2.24,0.05,0.38,0,0,62.9,86.6,7.29,51.41,0,0.38,0,0,0.71,0.05,0.14,0,54.76,55.78,0.19,0.62,21
Matthew Craig,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,83.33,1,0,0,0,0,0,0,0,0,0,0,100,0,0,1
Valentino Livramento,0,0,100,0,0,0,1,1,0,1.5,0,0,0,0,9.5,73.68,1,0,0,0,0,0,0,0,0,0,0,85.71,1,0,2
Wayne Hennessey,0,0,0,0,0,0,0.25,0,0,0.75,0,0,0,0,21,57.14,1.5,38.98,2.25,0,0,0,1.25,0,0,0,0,100,0.25,0,4
Danny Welbeck,0.19,0.32,53.66,2,0.1,0,0.48,0.16,0,0.65,0,0.23,0.26,0.1,14.16,84.74,6.03,42.86,0,0.1,0,0,0.81,0.1,0,0,53.33,46.52,0.58,0.81,31
Pervis Estupiñán,0.03,0.06,51.35,0.83,0,0,1.74,1.06,0.03,1,0,0.71,0.2,0.14,46.31,84.02,10.34,53.23,0,0.2,0,0,1.11,0.11,0.11,,56.25,50,0.74,1.2,35
Bernardo Silva,0.12,0.03,49.12,0.74,0,0,1.29,0.47,0,0.18,0,0.76,0.18,0.15,41.71,89.07,12.32,57.84,0,0.09,0,0,0.56,0.15,0.15,0,23.53,41.74,0.44,0.91,34
Tosin Adarabioyo,0.04,0,71.43,0.64,0.04,0,1.2,1.04,0,5.52,0,0.28,0,0,51.36,82.4,4.4,48.15,0,0.12,0,0,1.48,0.08,0.16,0,69.41,64.29,0.2,0.68,25
Marcus Rashford,0.49,0.63,42.52,3.09,0.09,0,0.57,0.2,0,0.37,0,0.43,0.14,0.14,22.26,78.69,8.69,61.36,0,0.17,0,0,0.89,0.23,0.06,0,33.33,38.74,0.66,0.43,35
Craig Dawson,0.04,0.04,75,0.68,0,0,0.76,0.72,0.04,3.96,0,0.2,0,0,48.96,83.25,3.76,47.89,0,0.28,0,0,1.08,0.16,0.24,0,52.75,54.25,0.52,0.68,25
Ezri Konsa,0,0.03,62.5,0.21,0,0,1.11,0.68,0,3,0,0.21,0.05,0,49.26,88.89,2.55,38.51,0,0.29,0,0,1.08,0.11,0.16,0,60,71.86,1.68,0.32,38
Ollie Watkins,0.41,0.54,33.33,2.32,0.08,0,0.51,0.27,0,1.05,0,0.46,0.11,0.16,14.89,69.87,4.95,71.43,0,0.24,0,0,0.97,0.11,0.11,0,41.18,40.11,1.05,0.7,37
Jordan Henderson,0,0,60,0.66,0,0,0.91,0.6,0,0.34,0.03,0.6,0.2,0.06,44.14,84.92,11.51,57.97,0,0.11,0,0,0.8,0.06,0.06,0,52.38,49.61,0.26,0.51,35
Jorginho,0.06,0,47.06,0.34,0,0,1.88,0.94,0,0.44,0,1.34,0,0.03,50.31,86.27,11.59,62.75,0,0.25,0,0,0.59,0.13,0.13,0,48.65,54.98,1.28,0.56,32
Victor Lindelöf,0,0,66.67,0.15,0,0,1.1,1.05,0,3.15,0,0.4,0,0,46.4,93.21,2.85,52.08,0,0.25,0,0,0.6,0.2,0.05,0,62.26,59.8,0.2,0.5,20
Aaron Cresswell,0,0,33.33,0.32,0,0,0.75,0.96,0,1.89,0,0.68,0.14,0.04,39.96,81.5,8.96,50.39,0,0.18,0,0,0.96,0.18,0.11,0,50.91,48,0.32,0.32,28
Dean Henderson,0,0,0,0,0,0,0,0,0.06,1.11,0.06,0,0,0,31.22,56.76,1.17,32.39,3.06,0.33,0.28,0.11,1.06,0.67,0.11,0,100,66.67,0.06,0.06,18
Joe Willock,0.09,0.23,46.25,1.66,0.03,0,1.46,0.71,0,0.43,0,0.94,0.34,0.17,25.37,85.14,9.4,63.64,0,0.03,0,0,0.66,0.09,0.03,0,50,45.2,0.66,1,35
Tim Ream,0.03,0.03,76.92,0.09,0,0,0.91,1.24,0.03,3.39,0,0.39,0,0,57.61,86.95,5.39,54.8,0,0.24,0,0,1.21,0.12,0.06,0,60.76,57.58,0.21,0.55,33
Vitaly Janelt,0.09,0,39.13,0.4,0.03,0,1.54,0.83,0,0.66,0,0.8,0.06,0.03,27.91,80.86,5.4,62.04,0,0.17,0,0,0.57,0.23,0.09,0,58.93,54.98,0.6,0.63,35
Fabinho,0,0,63.64,0.5,0,0,1.81,1.03,0,1.06,0,1.06,0.11,0.06,50.42,88.65,8.06,56.15,0,0.25,0,0,0.86,0.08,0.31,0,58.82,49.8,0.67,1.47,36
Hakim Ziyech,0,0,48.28,0.89,0,0,1.11,0.28,0,0.28,0,0.28,0.33,0.17,17.56,73.42,5.22,45.16,0,0.06,0,0,0.22,0.17,0.06,0,0,48.98,0.78,0.67,18
Jarrod Bowen,0.16,0.13,39.56,1.97,0,0,1.03,0.95,0.03,0.47,0,1.08,0.24,0.13,18.82,72.73,5.5,40.74,0,0.18,0,0,1.13,0.18,0.05,0,33.33,42.58,1.82,0.68,38
Evan Ferguson,0.32,0.26,61.54,1.89,0.05,0,0.32,0.11,0,0.32,0,0.32,0,0.11,11.68,81.08,3.11,33.33,0,0,0,0,0.53,0.11,0.05,0,37.5,38.64,0.58,0.47,19
Adam Webster,0,0.07,42.86,0.67,0,0,0.81,0.7,0,1.89,0.04,0.3,0.04,0,62.07,88.6,6.19,58.04,0,0.3,0,0,0.85,0.15,0.07,0,68.97,62.76,0.22,0.37,27
Kurt Zouma,0.08,0.04,40,0.76,0.08,0,0.36,1.2,0,4.68,0,0.12,0,0,33,84.48,1,46.3,0,0.28,0,0,1.04,0.12,0,0,79.71,67.92,0.28,0.56,25
Eric Dier,0.06,0.03,60,0.52,0.06,0,0.91,1.06,0,3.3,0.03,0.3,0.09,0.03,59.94,85.95,3.24,45.91,0,0.27,0,0,1.36,0.21,0.09,0,69.57,62.12,0.3,0.76,33
Raheem Sterling,0.21,0.29,45.88,1.5,0,0,0.64,0.07,0,0.11,0,0.21,0.25,0.11,22.5,78.89,8.43,50,0,0.04,0,0,0.86,0.11,0.14,0,27.78,40.87,1.14,0.75,28
Emerson Royal,0.08,0.04,62.5,0.65,0.04,0,2.08,0.69,0,2.5,0,0.5,0,0.04,33.15,83.06,7.69,47.89,0,0.27,0,0,0.85,0.15,0.08,0.04,50.91,59.63,1.27,0.81,26
Kiernan Dewsbury-Hall,0.06,0.1,60.61,0.84,0,0,1.71,0.9,0,0.68,0,0.9,0.1,0.06,35.32,78.54,9.61,47.46,0,0.1,0,0,1.03,0.26,0.1,0.03,53.57,52,1.13,1.19,31
Andreas Pereira,0.12,0.12,40.48,1.88,0,0,0.55,0.18,0.03,0.24,0,0.76,0.21,0.18,25.88,73.65,8.06,54.74,0,0,0,0,1.06,0.15,0.24,0,23.68,30.74,0.94,1.24,33
Saïd Benrahma,0.17,0.03,48.11,2.09,0,0,0.71,0.26,0,0.31,0,0.46,0.14,0.09,20,82,7.26,42.86,0,0.06,0,0,0.8,0.11,0,0,31.25,41.03,0.43,0.46,35
Kaoru Mitoma,0.21,0.36,51.75,1.58,0.06,0,1.33,0.52,0,0.15,0,0.64,0.27,0.15,27.7,83.26,10.55,61.76,0,0.09,0,0,0.97,0.09,0,0,48.65,49.5,0.82,0.88,33
Łukasz Fabiański,0,0,0,0,0,0,0.06,0,0,0.67,0.03,0.03,0,0,21.47,58.21,0.86,39.25,3,0.22,0.11,0.03,1.14,0.19,0.03,0,94.44,91.3,0.11,0,36
Aaron Ramsdale,0,0,100,0,0,0,0.03,0,0,0.89,0.05,0,0,0,24.55,63.34,1.13,29.09,2.5,0.37,0.13,0,0.95,0.18,0.03,0,100,100,0.11,0,38
Ashley Young,0.03,0,44.44,0.52,0,0,1.72,0.72,0.03,2.07,0,0.41,0.03,0,33.31,77.54,6.21,37.67,0,0.28,0,0,0.9,0.07,0.24,0,56,62.26,0.97,0.83,29
Daniel Amartey,0,0.05,50,0.3,0,0,0.95,0.4,0.05,3.5,0,0.1,0.05,0,55.35,91.33,4.1,55.56,0,0.25,0,0,1.05,0.3,0.05,0,56.67,58.59,0.15,0.35,20
Jason Steele,0,0,100,0,0,0,0,0,0,0.6,0,0.07,0.07,0.07,32.67,87.96,0.2,55.14,2.47,0.4,0.13,0.07,1.4,0.13,0.07,0,100,75,0.07,0.07,15
Marcus Tavernier,0.22,0.04,50,1.61,0,0,1.43,0.39,0,0.74,0,0.91,0.17,0.17,25.91,77.35,6.78,42.22,0,0.09,0,0,1.48,0.13,0.04,0,34.69,43.77,1.22,0.91,23
Raphaël Varane,0,0.08,60,0.33,0,0,1,0.46,0,3.71,0,0.42,0,0,45.79,86.53,4.42,48.21,0,0.33,0,0,0.75,0.17,0.04,0,72.41,63.56,0.13,0.5,24
Manuel Akanji,0,0.07,66.67,0.52,0,0,1.24,0.55,0,1.03,0,0.45,0,0.03,69.69,93.32,8.17,58.26,0,0.21,0,0,0.69,0.1,0.07,0,41.38,50,0.41,0.83,29
Max Kilman,0,0.05,76,0.38,0,0,0.97,0.51,0,4.41,0.03,0.38,0,0,56.54,83.41,4.32,37.8,0,0.3,0,0,1.32,0.19,0.08,0,67.19,63.22,0.32,0.49,37
Ibrahima Konaté,0,0.11,83.33,0.61,0,0,2.11,1.44,0.06,3.11,0.11,0.61,0.06,0,62.78,87.17,4.17,40,0,0.39,0,0,1.17,0.06,0.28,0,76.67,64.5,0.83,1.61,18
Nathaniel Phillips,0,0,0,0.5,0,0,1,1,0,0.5,0,0,0,0,41,86.59,3.5,61.54,0,0,0,0,0.5,0,0,0,100,85.71,0,0.5,2
Toti Gomes,0.06,0,60,0.29,0.06,0,0.88,0.65,0,2.59,0,0.24,0,0,29.24,83.3,3.41,42.22,0,0.24,0,0,0.76,0.06,0.35,0,51.52,50.55,0.29,0.94,17
Jadon Sancho,0.23,0.08,46.58,0.81,0,0,0.62,0.27,0,0.19,0,0.77,0.23,0.12,28.81,85.05,12.65,64.71,0,0.08,0,0,0.62,0.08,0,0,14.29,38.27,0.38,0.35,26
Gonçalo Guedes,0.08,0,41.67,1.46,0,0,0.62,0.08,0,0.15,0,0.23,0.08,0.08,13.23,75,4.38,72.73,0,0,0,0,0.77,0.15,0.08,0,38.89,53.66,1.85,0.85,13
Ben Chilwell,0.09,0.09,40,0.7,0,0,0.91,0.78,0,1,0,0.52,0.04,0.09,33,83.27,7.7,32.08,0,0.09,0,0,0.57,0.26,0.13,0,56.52,50.99,1,0.57,23
Maximilian Wöber,0,0,0,0.56,0,0,1.56,1.69,0.06,4,0,0.5,0.06,0,40.19,71.23,5.31,36.28,0,0.13,0,0,1.31,0.13,0.19,0,55.1,53,0.06,0.94,16
James Justin,0,0,26.67,0.36,0,0,1.43,1.07,0,2.57,0,0.36,0,0,48.71,81.52,7.93,42.19,0,0.29,0,0,1.21,0.57,0,0,41.82,55.07,2.07,0.57,14
Issa Diop,0.04,0,75,0.12,0,0,1.12,1.4,0.08,3.44,0,0.6,0.04,0,55.8,87.1,3.28,42.66,0,0.28,0,0,0.88,0.16,0.08,0,57.89,56.25,0.32,0.64,25
Vladimír Coufal,0,0,33.33,0.22,0,0,2.15,1.41,0,2.37,0,0.52,0.15,0.04,30.04,65.72,6.07,30.6,0,0.07,0,0,1.15,0.15,0.19,0,65.08,56.94,0.78,1.11,27
Kai Havertz,0.2,0.4,30.36,2.03,0.09,0,0.97,0.2,0,1.11,0,0.57,0.14,0.03,24.8,82.37,9.43,77.78,0,0.11,0,0,0.71,0.17,0.14,0,56.43,42.7,0.71,1.71,35
Demarai Gray,0.12,0.15,44,1.79,0,0,1,0.39,0,0.45,0,0.42,0.15,0.03,19.94,81.31,6.61,50,0,0.03,0,0,1.06,0.12,0.09,0,22.41,40.63,1.55,0.73,33
Dejan Kulusevski,0.07,0.03,49.02,1.43,0,0,1.27,0.43,0.03,0.23,0,0.93,0.23,0.23,22.53,82.54,7.93,47.62,0,0,0,0,1.2,0.13,0.07,0,36.36,40.28,0.83,1.2,30
David Datro Fofana,0,0,71.43,1,0,0,1,0,0,0,0,0,0,0,2.67,87.5,2,100,0,0,0,0,0,0.33,0,0,0,57.89,1,1,3
Pontus Jansson,0.08,0,100,0.33,0.08,0,0.42,0.75,0,3.17,0,0.17,0,0,26.25,80,1.08,43.75,0,0.08,0,0,0.83,0.33,0,0,67.57,66,0.08,0.17,12
Matheus Cunha,0.12,0.06,76.47,1.53,0,0,0.41,0.53,0,0.53,0,0.47,0.06,0,13.06,75.68,3.24,63.64,0,0,0,0,0.71,0,0.06,0,15.91,41.5,1.24,1.18,17
Antonee Robinson,0,0,60,0.09,0,0,1.77,1.51,0.03,2.17,0.03,0.6,0,0.03,41.89,76.88,8.57,43.72,0,0.26,0,0,1.11,0.14,0.23,0,57.14,55.78,0.66,0.94,35
Rico Lewis,0,0,72.73,0.36,0,0,1.14,0.43,0,0.86,0,0.36,0.14,0,45.57,92.16,9.86,58.33,0,0.07,0,0,0.5,0.07,0.07,0,0,53.16,1.29,0.71,14
Dominic Solanke,0.18,0.15,45.45,2.3,0,0,0.45,0.18,0,1.3,0,0.52,0.18,0.21,15.58,69.84,4.03,61.54,0,0.12,0,0,1.42,0.15,0.06,0,34.44,37.08,1.61,1.21,33
Joe Worrall,0.03,0,75,0.23,0.03,0,1.77,0.87,0.07,3.6,0,0.33,0.03,0,36.47,78.52,3.4,44.74,0,0.17,0,0,1.2,0.27,0.2,0,62.5,60.53,0.13,0.9,30
Willy Boly,0,0,100,0.18,0,0,1.18,1.09,0,4.09,0,0.45,0,0.09,23.36,75.1,1.18,31.71,0,0.27,0,0,0.82,0.09,0.18,0,62.5,64.15,0.45,0.45,11
Wilfried Zaha,0.26,0.22,45.83,2.44,0,0,1.19,0.59,0,0.22,0,0.48,0.11,0.07,22.37,81.29,7.78,47.06,0,0.11,0,0,1.15,0.11,0.19,0,27.27,44.74,2.85,1.3,27
Marcel Sabitzer,0,0,50,1,0,0,1.09,0.73,0,1,0,0.82,0.27,0.09,26.91,79.05,7.18,52.94,0,0.09,0,0,0.55,0.09,0.09,0,54.17,51.43,0.91,0.73,11
Marc Albrighton,0.17,0,100,0.33,0,0,0.67,0.17,0,0.67,0,1.17,0.17,0,18.67,68.75,4.33,22.22,0,0,0,0,0.5,0,0,0,50,42.86,0.33,0.33,6
Lyanco,0.05,0,80,0.57,0.05,0,1.14,0.95,0,2.9,0.1,0.29,0,0.05,23.9,75.5,1.95,32.99,0,0,0,0,1.14,0.1,0.19,0,56.82,58.77,0.48,0.76,21
Ben Davies,0.06,0,41.67,0.45,0.03,0,0.9,0.58,0,2.16,0,0.39,0.13,0.06,38.13,83.16,5.61,41.82,0,0.29,0,0,0.97,0.1,0.13,0,56.91,52.86,0.55,0.97,31
Joël Veltman,0.03,0,38.46,0.48,0,0,2,0.61,0.03,1.58,0,0.65,0.06,0.03,41.84,85.2,9.26,41.59,0,0.19,0,0,0.81,0.13,0.19,0,59.09,61.5,1.23,0.87,31
Wesley Fofana,0.06,0.06,90.91,0.47,0.06,0,2,1.71,0.06,2.18,0.12,0.88,0,0,58.88,89.01,6.29,29.63,0,0.12,0,0,1.18,0.24,0.24,0,60.34,64.2,1.47,0.76,17
Chris Mepham,0,0,42.86,0.31,0,0,1.73,1.15,0,5.62,0,0.42,0,0,39.31,83.66,2.19,38.02,0,0.19,0,0,1.85,0.15,0.27,0,62.35,62.43,0.27,0.62,26
José Sá,0,0,100,0,0,0,0.03,0,0.03,0.5,0.06,0,0,0,28.14,65.35,0.61,28.27,3,0.31,0.11,0.06,1.33,0.19,0.06,0,87.5,89.47,0.22,0.03,36
Konstantinos Tsimikas,0,0.05,33.33,0.35,0,0,0.7,0.6,0,0.7,0,0.3,0.05,0.2,22.2,85.36,4.4,60.71,0,0.05,0,0,0.5,0.05,0.15,0,50,45.33,0.45,0.65,20
César Azpilicueta,0,0,58.33,0.36,0,0,1.72,0.76,0,1.84,0,0.6,0.16,0,35.88,83.72,7.28,24.49,0,0.12,0,0,0.76,0.08,0.12,0,60.42,55.13,0.28,1.08,25
Nathan Collins,0,0,100,0.12,0,0,1.04,0.81,0,3.19,0,0.35,0,0,43.42,88.13,3.5,54.03,0,0.15,0,0,1.23,0.15,0.08,0.04,54.41,55.17,0.35,0.65,26
Harvey Elliott,0.03,0.03,55.88,1.13,0,0,0.84,0.47,0,0.19,0,0.84,0.22,0.06,29.91,82.86,9.13,51.61,0,0.03,0,0,0.63,0,0.06,0,20,44.64,0.78,0.44,32
Marc Roca,0.03,0.06,62.96,1.09,0,0,2.06,0.72,0,0.72,0.03,1.44,0.13,0.06,37.84,79.36,9.03,49.28,0,0,0,0,1.63,0.25,0.22,0,59.38,49.24,0.91,1.25,32
Lloyd Kelly,0,0,16.67,0.13,0,0,1.43,1.13,0.04,4.3,0,0.26,0,0.09,45.09,81.39,5.04,36.97,0,0.22,0,0,1.48,0.17,0.13,0,64.29,59.52,0.22,0.74,23
Roméo Lavia,0.03,0,68.29,0.41,0,0,2.07,1.14,0,0.79,0.03,1.1,0,0,34.17,86.38,6.52,66.2,0,0.07,0,0,1.62,0.1,0.31,0,44.44,56.08,1.66,0.97,29
Curtis Jones,0.17,0,45.83,0.83,0,0,1.89,0.17,0,0.5,0,0.72,0.06,0.06,36.56,91.19,11.61,88.24,0,0,0,0,0.67,0.17,0.11,0,33.33,46.38,0.89,0.72,18
Michael Keane,0.08,0.17,66.67,1.17,0,0,0.58,1.17,0.17,4.58,0,0.25,0.17,0.17,35.67,70.09,4.17,31.71,0,0.17,0,0,1.75,0.08,0,0,67,64.06,0.33,0.58,12
Harry Souttar,0,0.25,100,0.67,0,0,1.25,1,0,3.75,0,0.92,0,0.08,45.67,81.39,3.75,33.87,0,0.08,0,0,1.33,0.25,0.17,0,86.36,73.49,0.42,0.42,12
Jonny Evans,0,0,0,0.08,0,0,1,1.38,0,3.77,0,0.31,0,0,60.54,87.55,3.62,53.41,0,0.08,0,0,1.54,0.62,0.08,0,66.67,63.89,0.54,0.69,13
Lewis Miley,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,83.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Oriol Romeu,0,0,100,0,0,0,1,1,0,1,0,0,0,0,29,96.55,9,0,0,0,0,0,4,0,0,0,100,85.71,2,1,1
Samuel Amo-Ameyaw,0,0,75,0,0,0,0,0,0,0,0,1,0,0,6,83.33,3,0,0,0,0,0,0,0,0,0,0,50,0,0,1
Hugo Lloris,0,0,0,0,0,0,0.04,0.04,0,0.8,0.16,0.08,0,0,24.64,73.54,0.56,40.67,3.16,0.28,0.04,0,1.32,0.24,0,0,76.92,70.59,0.08,0,25
Tyrell Malacia,0,0,31.58,0.23,0,0,2.09,1.14,0,2,0,0.5,0.05,0,30.36,87.43,7.32,50,0,0.27,0,0,0.55,0.09,0.27,0,66.67,49.66,0.59,1.77,22
Emiliano Buendía,0.13,0.03,51.85,1.29,0.05,0,1.34,0.53,0,0.34,0,1.5,0.21,0.05,26.11,78.63,8.16,69.7,0,0.08,0,0,0.84,0.05,0,0,29.87,38.32,1.16,1.13,38
Conor Coady,0.04,0.04,0,0.17,0,0,0.58,0.58,0,3.54,0.04,0.33,0.04,0.04,50,85.08,3.79,47.11,0,0.29,0,0,1,0.17,0.08,0,51.02,53.61,0.54,0.46,24
Diogo Jota,0.32,0.45,40,1.59,0.05,0,1.05,0.14,0,0.41,0,1.14,0.09,0.18,16.95,75.87,4.91,33.33,0,0.05,0,0,0.73,0.14,0.09,0,40.91,38.89,0.68,0.86,22
Anthony Martial,0.29,0.38,60.87,1.29,0.05,0,0.24,0.05,0,0.19,0,0.14,0.1,0.1,15.24,81.56,6.38,71.43,0,0,0,0,0.33,0.05,0,0,37.04,43.43,0.67,0.38,21
Yoane Wissa,0.18,0.08,57.14,0.84,0.08,0,0.45,0.16,0,0.37,0,0.18,0.08,0.08,8.61,72.17,3.26,39.13,0,0,0,0,0.34,0.11,0.08,0,48,48.33,0.68,0.55,38
Boubacar Kamara,0,0,57.14,0.17,0,0,2.42,0.79,0,0.96,0.04,1.17,0.04,0.04,39.17,84.89,5.5,60,0,0.13,0,0,1.17,0.08,0.17,0,56.41,54.98,1.29,1.42,24
Jack Stephens,0,0,100,0.12,0,0,1,1,0,3.24,0,0.24,0,0,33.29,82.33,3.47,42.68,0,0.24,0,0,1.41,0,0.18,0,47.22,53.42,0.12,0.53,17
Che Adams,0.18,0.39,55.17,1.68,0.07,0,0.61,0.14,0,0.79,0,0.18,0.11,0.11,17.18,67.57,5.75,70.97,0,0.04,0,0,1.39,0.07,0.04,0,37.2,39.8,0.96,1.36,28
Fred,0.06,0.06,44.44,0.74,0,0,1.34,0.54,0,0.37,0,0.66,0.11,0.06,21.77,80.71,6.03,47.62,0,0.09,0,0,0.51,0.11,0.17,0,50,48.42,0.63,0.94,35
Manor Solomon,0.21,0,55.88,0.58,0.05,0,1.11,0.26,0,0.11,0,0.37,0,0,10.47,86.43,4.05,60,0,0,0,0,0.53,0.05,0,0,50,53.41,0.21,0.26,19
Dan Burn,0.03,0.05,47.83,0.55,0.03,0,1.58,0.84,0.03,2.71,0,0.87,0.08,0,37.84,78.58,5.79,37.41,0,0.32,0,0,0.71,0.08,0.16,0,69.67,55.99,0.11,0.92,38
João Gomes,0.09,0,53.33,0.36,0,0,2.64,0.36,0,1,0,0.91,0,0,28.36,79.49,4.73,45.45,0,0.09,0,0,1.55,0.09,0.45,0,63.64,58.25,1.45,1.55,11
Adam Lallana,0.13,0.06,50,0.5,0.06,0,0.56,0.13,0,0.06,0,0.44,0,0.06,19.38,83.23,6.69,50,0,0,0,0,0.63,0,0,0,47.06,45.76,0.44,0.13,16
