#,Team,Name,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %
417,,Gustavo Guerreño,0,0,5,53.33,0.67,0
418,,Juan Perez,0,0,8.8,77.27,2,50
419,,Ronal Jimenez,0,0,9.33,85.71,2.17,66.67
420,,Carlos Medina,0,0,14.56,90.08,1.11,50
421,,Jhon Acurio,0,0,2,100,0,0
422,,Daniel Alvarez,0,0,0,0,0,0
423,,Diego Espinosa,0,0,1.33,100,0.67,0
424,,Adrián Gabbarini,0,0,23.75,84.21,0,48.28
425,,Jipson Orovio,0,0,5.6,75,1.2,100
426,,Moisés Corozo,0,0,22.71,82.39,2,58.82
427,,Jose Luis Monaga Quinonez,0.05,0.05,18.41,72.59,3.77,38.24
428,,Dixon Vera,0.17,0,9.28,67.07,2.33,42.86
429,,Rody Zambrano,0.05,0.1,19,69.67,3.19,30
430,,Agustín Dávila,0,0,3.75,76.67,0.88,100
431,,Jordan Yepez,0,0,6.45,74.65,2.09,100
432,,Jefferson Padilla,0,0,11.6,67.24,3,50
433,,Ruyery Blanco,0.09,0,3.82,80.95,1.27,50
434,,Melvin Diaz,0,0,17.3,75.14,2.8,26.32
435,,Mejia Marcos,0,0,13.5,74.07,3.63,26.32
436,,Junior Ayovi,0.04,0.04,8.48,80.51,2.04,28.57
437,,Ayrton Preciado,0,0,10.86,79.61,3.43,25
438,,Yeison Nazareno,0,0,7.25,68.97,1.75,0
439,,Josué Cuero,0,0,16.44,61.82,2,26
440,,Joel Alirio Almache Hidalgo,0,0,12.36,83.82,2.14,41.18
441,,Christian Cruz,0.13,0.13,24.25,79.38,5.5,54.55
442,,Justin Cuero,0,0,5,80,2,0
443,,Kevin Peralta,0,0,3.5,85.71,0,0
444,,José Orlando Pérez,0,0,3.67,63.64,0.67,40
445,,Wilson Chuchuca,0,0,4.33,69.23,1.33,100
446,,Jaime Ortiz,0,0,4.09,62.22,0.91,0
447,,Pedro Larrea,0,0,25.96,82.75,4.09,49.02
448,,Denilson Ovando,0,0,6,71.67,1.3,75
449,,Luis Ayala,0.2,0.13,12,73.33,2.8,38.89
450,,Jeremy Del Castillo,0,0,14.89,72.39,2.22,52
451,,Diego Corozo,0,0,9.4,72.34,1.8,28.57
452,,Alexander Eras,0,0,22.8,50.88,1,32.1
453,,Jordan Morán,0,0,7,57.14,2,0
454,,Gustavo Nnachi,0,0,4,100,0,0
455,,Oscar Jaramillo,0,0,7,57.14,2,0
456,,Bryan Wittle,0,0,3,66.67,0,0
457,,Mayer Mendez,0,0,27,77.78,9,50
458,,William Ocles,0,0,6.71,72.34,1.86,66.67
459,,Andres Garcia,0,0,22.2,77.48,3,44.12
460,,Kevin Sambonino,0,0,18,83.66,2.35,43.33
461,,Henry Quinonez,0,0,14.56,66.41,2.44,29.03
462,,Marcos Caicedo,0,0,3.5,57.14,0,0
463,,Kevin Rivera,0,0,4,75,1.5,0
464,,Facundo Queiroz,0,0,6.5,80.77,0,0
465,,Marcelo Mantilla,0,0.17,15.33,72.83,2.17,11.76
466,,Jonathan Robledo,0,0,7.2,55.56,1.6,42.86
467,,Yerlin Quinonez,0,0,4,80,0.4,100
468,,Humberto Acevedo,0,0,17.33,76.92,1,54.72
469,,Matias Ferreira,0,0,6.64,64.52,0.71,34.78
470,,Isaac Sanchez,0,0,8,75,3,0
471,,Darwin Nazareno,0,0,5.5,72.73,2.5,0
472,,Elkin Ruiz,0,0,7,71.43,1,0
473,,Luis Felipe Fernandez-Salvador,0,0,5.33,81.25,0.67,100
474,,Darwin Cuero,0,0,22.29,73.08,0.86,44.44
475,,José Luis Quiñones,0,0,17.67,62.26,1.67,22.22
476,,Juan Martin Rojas,0,0,17,50,1.5,37.04
477,,Eduardo Bores,0,0,12,61.11,0.67,27.78
478,,Jefferson Quinonez,0.5,0.5,10,65,1.5,40
479,,Byron Carabalí,0.5,0,19.5,76.92,2.5,50
480,,Jeison Mina,0,0,11.8,72.88,0.2,50
481,,Lenin Chininin,0,0,9.2,86.96,2,100
482,,Carlos Ortiz,0,0,20,40,0,36.84
483,,Jose Cevallos,0,0,36.5,82.19,0.5,45.45
484,,Luis Cordova,0,0,18,72.22,0.5,33.33
485,,Yuber Mosquera,0,0,9.13,89.04,0.88,62.5
486,,Jeison Alfonso Dominguez,0,0,13,76.92,3,28.57
487,,Alexi Lemos,0,0,33,75.76,0,30
488,,Anderson Ordóñez,0,0,33.25,84.96,1.5,60.53
489,,Efrain Garcia,0,0,6,83.33,1,50
490,,Gabriel Marques,0,0,0,0,0,0
491,,Gonzalo Valenzuela,0,0,5,80,4,100
492,,Anthony Alvarez,0,0,0,0,0,0
493,,David Ortiz,0,0,0,0,0,0
494,,Luis Moreno,0,0,1,100,0,100
