#,Team,Name,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %
274,,Ivan Becker,0.11,0,16.11,71.72,3.11,59.09
275,,Keny Arroyo,0,0,15,86.67,4,0
276,,Jairo Reyes,0,0,22,81.82,4,100
277,,Jackson Rodríguez,0.13,0,21.13,77.51,3.88,38.1
278,,Maikel Valencia,0.05,0,21.32,80.81,5.18,55.77
279,,Mauricio Alonso,0.03,0,18.21,81.25,4.62,68
280,,Cristian Pellerano,0,0,31.38,86.49,7.05,70.27
281,,Marlon Medranda,0,0,23.09,72.83,2.86,38.32
282,,Bryan Carabalí,0.06,0.06,19,79.88,5.06,47.06
283,,Ronny Borja,0,0,19.25,72.73,4.75,47.27
284,,Carlos Feraud,0,0,15.64,78.54,5,44.12
285,,Rodrigo Rivas González,0.13,0.09,8.09,75.27,2.83,50
286,,Ariel Garcia,0,0,21.5,71.32,3,39.34
287,,Bruno Téliz,0.05,0.05,23.71,82.93,5.62,64.29
288,,Andres Campas,0,0,32.3,78.64,2.2,45.21
289,,Mario Pineida,0.05,0,30.85,78.61,6.1,56.32
290,,Pablo Cifuentes,0,0,24.19,75.04,1.52,46.71
291,,José Luis Angulo,0,0.06,22.81,54.79,2.19,33.04
292,,Erick Castillo,0.04,0,13.35,75.57,4.04,48
293,,Bryan Tana,0.16,0.11,24.05,68.71,5.79,49.5
294,,Enson Rodriguez,0.07,0.07,5.57,60.26,1.79,47.37
295,,Henry Mercado,0,0,16,72.92,1.67,40
296,,Janus Vivar,0,0,12.88,86.41,4.25,85.71
297,,Rodrigo Melo,0,0,46.52,80.73,6.07,49.45
298,,Jonathan Borja,0,0,13.07,81.63,4.73,50
299,,Enzo Ariel Fernandez,0,0.14,6.71,61.7,1.43,58.33
300,,Roberto Garcés,0.04,0,34.41,81.7,6.74,55.91
301,,Fidel Martínez,0,0.1,9.1,80.22,2.3,72.73
302,,Leonardo Villagra,0,0,2.56,73.91,0.89,0
303,,Patrik Mercado,0,0,16.57,91.6,5.13,73.81
304,,Diego Ávila,0,0,4.07,71.93,1.21,50
305,,Rommel Tapia,0,0,27.77,82.69,4.69,52.08
306,,Jhon Narvaez,0,0,21.13,76.54,1.43,44
307,,Charles Vélez,0.08,0.12,32.42,78.41,6.73,55.96
308,,Óscar Quiñónez,0.08,0.04,34.44,67.25,3.72,35
309,,Glendys Mina,0.12,0,27.96,76.39,5.12,37.35
310,,Dany Coronel,0,0,10.84,73.8,3.56,59.09
311,,Angelo Mina,0.05,0,20.95,84.92,3.58,59.09
312,,Orlin Quinonez,0.06,0.06,21.5,63.31,4.44,31.97
313,,Stalin Morocho,0.08,0,17,74.43,3.85,54.41
314,,Bryan Rivera,0.08,0.08,26.88,71.24,4.38,32.74
315,,Pedro Perlaza,0.1,0.1,22.05,76.46,4,42.86
316,,Jhon Sánchez,0.09,0.14,12.05,76.6,3.14,38.89
317,,Jhoanner Chávez,0.07,0,20.4,86.6,5.13,58.82
318,,Allen Obando,0,0,6.83,60.98,1.33,50
319,,Jairon Charcopa,0,0,3.33,80,2.33,0
320,,Kevin Mercado,0.17,0,7.33,61.36,1.83,0
321,,Robinson Requene,0,0,16.76,74.39,3.12,36.84
322,,Daniel Patino,0.13,0,13.91,62.81,3.39,29.33
323,,Carlos Cuero,0.13,0.04,25.92,74.76,5.58,43.02
324,,Ronald Briones,0,0,12,79.55,2.64,53.85
325,,Jonathan Bauman,0,0.04,6.32,69.62,2.2,78.57
326,,Luis Gustavino,0,0,23.89,77.09,4.58,29.17
327,,Rommel Cabezas,0,0,12.25,61.22,1,30.77
328,,Gregori Anangonó,0.14,0.05,30.55,77.38,5.86,44.44
329,,Jesús Preciado,0,0,20.38,76.99,3.97,53.33
330,,Milton Bolaños,0,0.06,26.59,75.66,5.18,65.63
331,,Cristian Enciso,0,0,26.36,69.14,1.55,42.93
332,,Eddie Guevara,0.05,0,31.9,79.31,2.5,56.79
333,,Edwin Mesa,0.04,0,17.8,64.49,2.96,35.29
334,,José Carabalí,0.04,0,23.43,72.91,7.13,59.52
335,,Segundo Portocarrero,0.08,0.08,18.69,75.51,3.19,31.94
336,,Luis Romero,0,0,21,76.79,1.13,45.24
337,,Jostin Alman,0.14,0,9.95,72.73,3.29,50
338,,Bruno Piñatares,0.06,0,13.94,76.89,2.11,60
339,,Carlos Villalba,0,0,25.95,82.66,3.15,48.08
340,,Federico Vietto,0,0,2.9,75.86,0.7,100
341,,Yardely Rodriguez,0.05,0,31.18,77.26,2.14,40.83
342,,Juan Diego Rojas Caicedo,0,0,8.13,77.69,1.5,0
343,,Beder Caicedo,0,0,26.73,81.8,5.07,37.5
344,,Juan Alvacete,0,0,26.73,75.31,2.53,29.89
345,,Klebinho,0.07,0.07,20.04,82.81,4.22,54.1
346,,Luis Aldair Arroyo Cabeza,0,0,8.25,75.76,2.5,66.67
347,,Jefferson Montero,0.31,0.31,7.46,81.44,2.15,14.29
348,,Erick Zambrano,0,0,17.75,80.28,4.5,42.86
349,,Kleber Pinargote Lara,0,0,37,81.08,0.75,44.19
350,,Bleiner Agrón,0,0,24.89,73.66,0.78,30.56
351,,Óscar Villalba,0.1,0,6,63.33,1.7,0
352,,Gustavo Asprilla,0.15,0.15,6.65,66.17,2.4,25
353,,Cristhian Valencia,0,0,24.24,81.73,4.24,66.15
354,,Wiston Fernández,0.07,0.1,32.4,81.48,5.23,48
355,,Sergio Quintero,0,0,14.2,82.16,1.4,55.88
356,,Davis Camacho,0,0,6.6,74.24,1.7,55.56
357,,Andres Arroyo,0,0.04,21.78,57.88,2.22,32.94
358,,Roberto Ordóñez,0,0,3.93,72.88,1.13,60
359,,Walberto Caicedo,0,0.11,4.67,61.9,0.89,50
360,,Franco Costa,0,0,8,82.14,2.86,20
361,,Jose Klinger,0,0,3,100,2,0
362,,Michael Mieles,0,0,12.5,76,2,66.67
363,,Mathías Solís,0,0,7,80.95,2.67,100
364,,Silvano Estacio,0,0,6.33,89.47,1,0
365,,Armando Calle,0,0,6,66.67,0,0
366,,Ariel Fernando Alcivar,0,0,13,76.92,4,50
367,,Adrián Bone,0,0,27,62.96,4,45.95
368,,Piero Guzmán,0,0,4.5,77.78,2.5,0
369,,Ignacio Valsagiácomo,0,0,5.33,76.25,1.47,100
370,,Joffré Escobar,0.11,0.11,7.89,76.06,3,50
371,,Walter Chalá,0.08,0.08,7.5,83.33,2.75,50
372,,Cristian Duma,0,0,5,53.33,1,50
373,,Darwin Suarez,0,0,29.85,77.19,4.19,39.8
374,,Bryan Nazareno,0,0.06,15.24,71.81,3.18,37.29
375,,Daniel Segura,0,0,4.63,81.08,1.5,0
376,,Esnaider Cabezas,0,0,34.78,85.62,4.33,59.09
377,,Jean Carrion,0,0,2.9,58.62,0.5,50
378,,Manuel Núñez,0,0,3.83,60.87,0.33,0
379,,Richard Farias,0.09,0,19.73,86.18,3.45,67.74
380,,Ángel González,0.2,0.1,11,75.45,4,100
381,,Denis Rodríguez,0,0.08,14.31,78.49,3.54,47.83
382,,Cristian Sención,0,0,16,86.25,1.6,46.15
383,,Eder Cetre,0,0,7.2,61.11,0.6,40
384,,Sergio Vasquez,0,0,6.67,80,1.83,75
385,,Juan Jimenez,0,0,20.57,84.12,5.47,54.43
386,,William Vargas,0.03,0.03,26.41,81.33,3.76,45.45
387,,Renato César,0,0.06,18,81.48,4.06,53.85
388,,Federico Arbeláez,0,0,29.76,75.69,4.24,30.49
389,,Byron Torrez,0.05,0,18,75.83,2.95,27.78
390,,Christian Cuero,0,0,8,51.56,1.38,25
391,,Arnaldo Valverde,0,0.04,12.18,74.49,3.29,40
392,,Andy Burbano,0,0.1,26.9,69.52,4.9,39.34
393,,Joao Paredes,0,0,9.17,70.91,3.5,50
394,,Jonnathan Bravo,0,0,22.33,82.09,0.33,50
395,,Federico Jesus Flores,0.05,0,25.36,80.11,4.14,54.41
396,,Federico Andrada,0,0,8.22,82.43,3.22,100
397,,Santiago Ramirez,0,0,9.55,78.1,2.45,44.44
398,,Roberto Luzárraga,0,0,20.25,65.84,1,40.85
399,,Marlon Mejía,0.08,0,25.58,81.43,1.33,48.08
400,,Luis Castro,0,0,5.36,76.27,0.64,28.57
401,,Jefferson Arce,0.06,0,11.38,82.97,2.31,54.55
402,,Edgar Lastre,0,0,6,76.85,1.83,70
403,,Cristopher Zambrano,0,0.14,7.86,76.36,2,0
404,,Santiago Zamora,0,0,13.6,81.37,3.4,58.82
405,,Jhonnier Estrada,0,0,25.09,76.09,2.09,37.78
