#,Team,Name,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls
420,,Carlos Medina,0.22,0,50,55.17,0.44,0.44
421,,Jhon Acurio,0,0,0,50,1,1
422,,Daniel Alvarez,0,0,0,0,0,0
423,,Diego Espinosa,0,0,0,14.29,0,0.67
424,,Adrián Gabbarini,0.5,0,0,0,0,0
425,,Jipson Orovio,0.2,0,25,16.67,0,1.4
426,,Moisés Corozo,0.29,0,68.75,64.29,0.43,0.57
427,,Jose Luis Monaga Quinonez,0.18,0.05,54.84,48.41,0.68,1.36
428,,Dixon Vera,0.22,0,0,42.16,1,0.94
429,,Rody Zambrano,0.24,0.05,56.25,37.96,0.38,1.67
430,,Agustín Dávila,0.25,0,12.5,31.58,0.25,0.25
431,,Jordan Yepez,0,0,37.5,29.79,0.36,1
432,,Jefferson Padilla,0.4,0,25,38.46,0.2,1
433,,Ruyery Blanco,0.18,0,42.86,16,0,1.27
434,,Melvin Diaz,0.4,0,37.5,46.15,1,0.9
435,,Mejia Marcos,0.25,0,33.33,39.02,0.25,0.63
436,,Junior Ayovi,0.04,0,45.45,45.57,0.52,0.48
437,,Ayrton Preciado,0.21,0,20,30.36,0.43,0.43
438,,Yeison Nazareno,0,0,25,26.67,0,0.75
439,,Josué Cuero,0.11,0.06,50,49,0.61,1.33
440,,Joel Alirio Almache Hidalgo,0.14,0,50,43.96,0.43,1.29
441,,Christian Cruz,0.25,0,60,48.94,0.75,1.63
442,,Justin Cuero,0,0,0,0,0,1
443,,Kevin Peralta,0,0,0,0,0,0
444,,José Orlando Pérez,0,0,100,60,0,0.67
445,,Wilson Chuchuca,0,0,0,33.33,0.67,0.33
446,,Jaime Ortiz,0.09,0,20,22.22,0.45,0.55
447,,Pedro Larrea,0.39,0.09,28.57,42.19,1,1.48
448,,Denilson Ovando,0.2,0,12.5,10,0.1,0.5
449,,Luis Ayala,0,0.07,37.5,48.28,1,1.07
450,,Jeremy Del Castillo,0.11,0,78.57,58.54,0.33,0.89
451,,Diego Corozo,0,0.2,33.33,50,0,0
452,,Alexander Eras,0,0,0,0,0,0
453,,Jordan Morán,0,0,0,40,0,0
454,,Gustavo Nnachi,0,0,0,0,0,0
455,,Oscar Jaramillo,0,0,0,12.5,0,4
456,,Bryan Wittle,0,0,0,0,0,0
457,,Mayer Mendez,0,0,0,0,0,2
458,,William Ocles,0,0,28.57,30.77,0.71,1
459,,Andres Garcia,0.4,0,100,54.55,0,0.4
460,,Kevin Sambonino,0.18,0.06,42.86,37.5,0.53,0.47
461,,Henry Quinonez,0.11,0,40,41.46,0.44,0.89
462,,Marcos Caicedo,0,0,100,66.67,0.5,0
463,,Kevin Rivera,0,0,100,50,0.5,0.5
464,,Facundo Queiroz,0.25,0,0,28.57,0,0.25
465,,Marcelo Mantilla,0,0.17,50,45.45,0.67,0.67
466,,Jonathan Robledo,0.4,0,100,26.32,0,0.8
467,,Yerlin Quinonez,0,0,50,45.83,0.8,0.6
468,,Humberto Acevedo,0.17,0,0,50,0.17,0
469,,Matias Ferreira,0.21,0,0,44.83,0.36,0.5
470,,Isaac Sanchez,0,0,0,0,0,2
471,,Darwin Nazareno,0,0,0,20,0,0.5
472,,Elkin Ruiz,0,0,0,0,0,1
473,,Luis Felipe Fernandez-Salvador,0.33,0,100,50,0,0.67
474,,Darwin Cuero,0.14,0,100,66.67,0.14,0.14
475,,José Luis Quiñones,0.67,0,50,33.33,0,2
476,,Juan Martin Rojas,0,0,0,0,0,0
477,,Eduardo Bores,0,0,0,100,0.67,0
478,,Jefferson Quinonez,0,0,25,27.27,0,0
479,,Byron Carabalí,0.5,0,50,28.57,0,1
480,,Jeison Mina,0.2,0,71.43,54.55,0.8,0.8
481,,Lenin Chininin,0,0.2,50,31.82,0.6,1.6
482,,Carlos Ortiz,0,0,0,0,0,0
483,,Jose Cevallos,0,0,0,0,0,0
484,,Luis Cordova,0,0.5,100,66.67,0,1
485,,Yuber Mosquera,0.38,0,100,36.36,0.13,0.88
486,,Jeison Alfonso Dominguez,0.33,0,100,62.5,0.33,0.67
487,,Alexi Lemos,0,0,0,0,0,0
488,,Anderson Ordóñez,0,0.13,56,55,0.75,0.75
489,,Efrain Garcia,0,0.5,0,0,0,0.5
490,,Gabriel Marques,0,0,0,0,0,0
491,,Gonzalo Valenzuela,0,0,0,0,0,0
492,,Anthony Alvarez,0,0,0,0,0,0
493,,David Ortiz,0,0,0,0,0,0
494,,Luis Moreno,0,0,0,0,0,0
