Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls,Appearances,Age Range,Position,League,Level
Kévin Boma,0.0,0.2,100.0,0.2,0.0,0.0,3.6,2.6,0.2,4.8,0.0,0.6,0.0,0.0,45.0,84.89,3.0,54.29,0.0,0.2,0.0,0.0,1.6,0.2,0.2,0.0,76.19,73.58,0.8,1.2,5,1,2,Francia Liga 2,3
Mathieu Cafaro,0.15,0.06,52.78,2.21,0.03,0.0,1.0,0.36,0.0,0.39,0.0,1.0,0.18,0.09,22.03,74.55,6.06,46.0,0.0,0.09,0.0,0.0,0.79,0.09,0.21,0.03,50.0,48.96,1.21,0.85,33,2,3,Francia Liga 2,3
Marvin Senaya,0.09,0.0,42.42,0.97,0.03,0.0,2.27,1.18,0.0,1.61,0.0,0.67,0.18,0.06,25.94,74.18,4.85,37.37,0.0,0.09,0.0,0.0,0.82,0.15,0.18,0.0,47.83,58.75,2.91,1.15,33,1,3,Francia Liga 2,3
Aymen Boutoutaou,0.13,0.07,54.31,2.03,0.0,0.0,2.27,1.3,0.0,0.17,0.0,1.8,0.13,0.13,23.23,69.44,5.83,55.0,0.0,0.07,0.0,0.0,0.9,0.13,0.03,0.0,27.78,47.24,1.8,0.83,30,1,3,Francia Liga 2,3
Daniel Congré,0.0,0.0,75.0,0.44,0.0,0.0,1.33,1.48,0.0,2.74,0.0,0.44,0.04,0.04,59.04,88.46,2.7,61.05,0.0,0.22,0.0,0.0,0.96,0.11,0.26,0.0,64.86,65.53,0.89,0.59,27,3,2,Francia Liga 2,3
Fali Candé,0.03,0.03,83.33,0.45,0.0,0.44,1.0,1.34,0.03,3.37,0.0,0.29,0.03,0.0,54.61,84.1,3.97,51.7,0.0,0.39,0.0,0.0,0.68,0.18,0.11,0.0,55.93,55.27,0.61,1.08,38,2,2,Francia Liga 2,3
Balthazar Pierret,0.03,0.03,67.44,0.69,0.0,0.0,2.21,1.66,0.0,0.55,0.0,1.07,0.07,0.03,44.66,83.4,5.83,63.98,0.0,0.31,0.0,0.0,0.72,0.07,0.17,0.03,62.64,55.31,1.86,2.21,29,1,3,Francia Liga 2,3
Gaëtan Courtet,0.29,0.0,30.43,1.63,0.03,0.0,0.89,0.2,0.0,0.31,0.0,0.46,0.06,0.03,14.77,62.48,3.34,56.52,0.0,0.11,0.0,0.0,0.63,0.06,0.14,0.0,41.41,41.95,0.6,1.11,35,3,4,Francia Liga 2,3
Niclas Eliasson,0.0,0.0,66.67,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,60.0,2.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,72.73,2.0,0.5,2,2,3,Francia Liga 2,3
Lassana Diabate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.5,67.54,0.75,31.75,2.63,0.5,0.0,0.0,0.75,0.25,0.0,0.0,66.67,75.0,0.13,0.0,8,1,1,Francia Liga 2,3
Remy Boissier,0.1,0.06,53.85,0.94,0.06,0.0,1.03,1.1,0.0,1.1,0.0,0.94,0.23,0.1,33.71,81.05,5.71,55.86,0.0,0.16,0.0,0.0,0.97,0.1,0.29,0.03,60.0,43.3,0.68,1.52,31,2,3,Francia Liga 2,3
Ibrahim Cissé,0.0,0.0,70.59,0.03,0.0,0.0,0.97,1.42,0.03,3.0,0.0,0.1,0.0,0.0,54.23,88.88,3.58,55.5,0.0,0.23,0.0,0.0,0.77,0.19,0.06,0.0,54.55,61.43,0.68,0.71,31,2,2,Francia Liga 2,3
Bryan Passi,0.05,0.0,42.86,0.42,0.05,0.0,1.21,1.16,0.05,4.53,0.0,0.21,0.0,0.0,45.47,83.56,2.32,53.89,0.0,0.16,0.0,0.0,1.26,0.11,0.11,0.0,70.51,68.71,1.05,0.79,19,2,2,Francia Liga 2,3
Koffi Kouao,0.03,0.0,57.89,0.45,0.0,0.0,2.06,1.27,0.03,1.82,0.0,0.79,0.12,0.03,43.0,82.24,6.73,42.05,0.0,0.42,0.0,0.0,0.55,0.21,0.18,0.0,57.38,54.36,0.79,1.48,33,2,2,Francia Liga 2,3
Tom Ducrocq,0.03,0.0,50.0,0.31,0.0,0.0,3.63,1.88,0.0,1.16,0.0,1.06,0.03,0.03,35.34,76.39,5.66,43.17,0.0,0.28,0.0,0.0,0.91,0.16,0.31,0.0,39.19,52.98,0.59,1.84,32,1,3,Francia Liga 2,3
Skelly Alvero,0.06,0.0,82.98,0.55,0.06,0.0,2.06,0.97,0.03,0.81,0.0,0.97,0.13,0.0,26.81,82.07,3.52,70.91,0.0,0.16,0.0,0.0,0.81,0.03,0.1,0.03,69.16,64.13,1.9,1.35,31,1,3,Francia Liga 2,3
Alex Gersbach,0.0,0.06,55.56,0.18,0.0,0.0,1.71,1.65,0.06,1.29,0.0,0.71,0.18,0.06,33.94,73.31,4.18,32.81,0.0,0.53,0.0,0.0,0.65,0.12,0.24,0.0,44.9,50.34,1.0,1.35,17,2,3,Francia Liga 2,3
Jean Louchet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,39.6,60.1,1.4,42.11,4.4,0.0,0.6,0.2,2.0,0.2,0.0,0.0,100.0,100.0,0.4,0.0,5,2,1,Francia Liga 2,3
Maël Durand de Gevigney,0.0,0.0,66.67,0.39,0.0,0.0,1.39,2.0,0.0,4.55,0.06,0.42,0.03,0.0,56.48,84.35,2.87,52.59,0.0,0.16,0.0,0.0,1.39,0.26,0.16,0.0,66.4,64.64,1.55,1.0,31,1,2,Francia Liga 2,3
Valentin Jacob,0.04,0.0,36.84,1.22,0.0,0.0,1.78,0.65,0.0,0.3,0.0,0.87,0.26,0.13,25.04,72.57,6.13,61.7,0.0,0.0,0.0,0.0,0.57,0.17,0.17,0.0,41.94,48.03,1.26,1.0,23,2,3,Francia Liga 2,3
Nicolas Lemaitre,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.06,1.03,0.03,0.06,0.0,0.0,25.19,68.37,0.58,46.94,2.97,0.42,0.13,0.0,0.94,0.1,0.0,0.03,100.0,70.59,0.23,0.1,31,2,1,Francia Liga 2,3
Jérémy Gélin,0.0,0.0,32.14,0.76,0.0,0.0,1.97,1.24,0.0,0.34,0.0,1.41,0.14,0.03,58.52,81.03,14.38,63.88,0.0,0.21,0.0,0.0,1.03,0.07,0.21,0.0,54.35,47.23,0.72,1.14,29,2,3,Francia Liga 2,3
Hianga'a M'Bock,0.04,0.0,76.47,1.46,0.0,0.0,2.46,0.67,0.0,1.0,0.0,1.04,0.04,0.04,37.04,85.15,6.54,65.06,0.0,0.13,0.0,0.0,0.71,0.21,0.13,0.0,61.82,51.33,0.67,2.42,24,1,3,Francia Liga 2,3
Pape Djibril Diaw,0.25,0.0,100.0,0.5,0.25,0.0,0.92,0.83,0.0,1.25,0.08,0.17,0.0,0.0,23.5,83.69,1.92,53.57,0.0,0.0,0.0,0.0,0.67,0.17,0.08,0.0,59.09,65.31,0.5,0.58,12,2,2,Francia Liga 2,3
Pablo Pagis,0.16,0.19,42.62,2.03,0.0,0.0,1.44,0.78,0.0,0.53,0.0,0.66,0.09,0.09,26.47,74.26,6.84,46.49,0.0,0.03,0.0,0.0,0.94,0.25,0.03,0.0,13.51,44.56,1.56,1.0,32,1,3,Francia Liga 2,3
Kevin Mouanga,0.1,0.0,76.19,0.4,0.1,0.0,1.27,1.77,0.0,3.7,0.03,0.53,0.03,0.0,35.23,79.28,1.63,48.09,0.0,0.27,0.0,0.0,1.27,0.07,0.2,0.03,65.55,60.61,0.27,0.93,30,1,2,Francia Liga 2,3
Bilal Brahimi,0.08,0.03,50.0,0.94,0.0,0.0,0.94,0.33,0.0,0.19,0.0,0.53,0.11,0.03,29.97,83.41,9.61,57.35,0.0,0.06,0.0,0.0,0.61,0.11,0.11,0.0,35.9,52.4,1.94,1.03,36,1,3,Francia Liga 2,3
William Mikelbrencis,0.2,0.0,55.56,0.8,0.0,0.0,1.6,1.0,0.0,1.2,0.0,1.0,0.0,0.0,39.0,81.54,7.8,48.39,0.0,0.2,0.0,0.0,1.0,0.0,0.4,0.0,60.0,47.73,1.0,1.6,5,1,2,Francia Liga 2,3
Sékou Sanogo,0.0,0.0,100.0,0.0,0.0,0.0,1.8,0.8,0.0,0.4,0.0,0.8,0.0,0.0,45.8,92.58,4.0,80.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,66.67,54.55,1.2,2.4,5,3,3,Francia Liga 2,3
Quentin Cornette,0.19,0.1,45.1,1.77,0.0,0.0,1.16,0.48,0.0,0.03,0.0,1.06,0.16,0.06,17.32,76.54,4.87,45.16,0.0,0.03,0.0,0.0,0.23,0.03,0.13,0.03,26.92,43.78,1.16,1.0,31,2,4,Francia Liga 2,3
Arthur Desmas,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.03,0.42,0.03,0.0,0.0,0.0,20.84,70.43,0.48,38.76,1.74,0.55,0.03,0.0,0.48,0.03,0.06,0.0,85.71,87.5,0.23,0.03,31,2,1,Francia Liga 2,3
Jacques Ekomie,0.0,0.0,42.86,0.29,0.0,0.0,1.86,0.57,0.0,1.14,0.0,0.29,0.14,0.0,29.0,82.27,4.57,50.0,0.0,0.29,0.0,0.0,0.14,0.0,0.0,0.0,50.0,55.32,1.14,0.57,7,1,2,Francia Liga 2,3
Noah Diliberto,0.1,0.1,50.0,0.65,0.03,0.0,1.87,0.77,0.0,0.71,0.0,0.77,0.23,0.1,26.13,81.73,4.68,51.39,0.0,0.03,0.0,0.0,0.74,0.1,0.06,0.0,50.79,51.58,0.68,1.06,31,1,3,Francia Liga 2,3
Mathieu Debuchy,0.04,0.04,44.44,0.54,0.04,0.0,1.04,1.46,0.0,4.67,0.04,0.21,0.04,0.0,38.42,81.13,1.83,42.61,0.0,0.21,0.0,0.0,0.96,0.17,0.13,0.04,57.78,59.91,1.0,0.88,24,3,2,Francia Liga 2,3
Danylo Ignatenko,0.06,0.03,58.33,1.21,0.03,0.0,1.62,1.0,0.0,1.26,0.0,1.15,0.0,0.03,40.94,82.4,5.65,67.8,0.0,0.18,0.0,0.0,0.44,0.18,0.35,0.0,67.21,52.52,0.88,1.38,34,2,3,Francia Liga 2,3
Syam Ben Youssef,0.04,0.07,77.78,0.19,0.04,0.0,1.81,1.81,0.04,3.41,0.04,0.3,0.0,0.04,46.33,75.62,2.89,45.45,0.0,0.33,0.0,0.0,1.0,0.11,0.26,0.0,79.45,69.23,0.44,1.19,27,3,2,Francia Liga 2,3
Franck Kanouté,0.03,0.0,67.5,0.83,0.0,0.0,2.2,1.1,0.03,0.6,0.0,1.13,0.03,0.03,37.87,86.62,4.47,68.99,0.0,0.13,0.0,0.0,0.63,0.07,0.27,0.0,55.88,56.36,1.47,1.4,30,2,3,Francia Liga 2,3
Christophe Diedhiou,0.18,0.0,100.0,0.36,0.09,0.0,0.91,1.27,0.0,4.64,0.0,0.55,0.0,0.09,36.18,83.17,0.64,40.0,0.0,0.09,0.0,0.0,1.36,0.0,0.18,0.0,60.0,63.16,0.91,0.45,11,3,2,Francia Liga 2,3
Baptiste Guillaume,0.21,0.15,35.29,1.12,0.09,0.0,0.41,0.15,0.0,0.91,0.0,0.74,0.09,0.12,17.47,66.33,5.18,63.64,0.0,0.12,0.0,0.0,0.68,0.12,0.06,0.0,62.8,53.69,1.21,1.12,34,2,4,Francia Liga 2,3
Alexandre Oukidja,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.03,0.03,0.91,0.03,0.0,0.0,0.0,19.32,61.34,0.74,37.72,2.15,0.47,0.06,0.0,0.5,0.12,0.03,0.06,100.0,85.0,0.21,0.06,34,3,1,Francia Liga 2,3
Florent Hanin,0.0,0.04,66.67,0.28,0.0,0.0,1.04,0.92,0.0,1.44,0.0,0.68,0.16,0.08,37.88,83.21,6.72,47.14,0.0,0.24,0.0,0.0,0.8,0.08,0.0,0.0,45.1,58.39,1.2,0.36,25,3,2,Francia Liga 2,3
Papiss Demba Cissé,0.33,0.17,58.82,1.47,0.07,0.0,0.47,0.17,0.0,0.77,0.0,0.3,0.07,0.07,17.57,69.83,4.97,55.17,0.0,0.0,0.0,0.0,0.87,0.07,0.0,0.0,45.97,41.86,0.3,0.63,30,3,4,Francia Liga 2,3
Junior Mwanga,0.0,0.03,65.63,0.42,0.0,0.0,1.76,0.79,0.0,1.03,0.0,0.58,0.12,0.03,45.33,88.5,4.67,60.63,0.0,0.27,0.0,0.0,0.39,0.18,0.03,0.03,62.07,58.39,0.94,0.82,33,1,3,Francia Liga 2,3
Tolu Arokodare,0.3,0.45,38.46,3.55,0.05,0.0,0.4,0.4,0.0,1.45,0.0,0.2,0.0,0.0,18.3,71.86,5.15,84.62,0.0,0.1,0.0,0.0,0.75,0.1,0.0,0.0,62.3,48.83,0.5,1.35,20,1,4,Francia Liga 2,3
Baptiste Roux,0.0,0.04,77.78,0.56,0.0,0.0,2.19,1.26,0.0,2.11,0.0,0.63,0.04,0.0,56.74,84.14,5.07,49.51,0.0,0.22,0.0,0.0,1.07,0.22,0.15,0.0,70.45,60.0,0.78,1.85,27,1,3,Francia Liga 2,3
Ibrahim Sissoko,0.37,0.49,53.85,2.71,0.09,0.0,0.26,0.0,0.0,0.34,0.0,0.26,0.14,0.11,13.91,71.46,3.74,43.75,0.0,0.06,0.0,0.0,0.74,0.03,0.14,0.03,47.1,38.12,1.06,1.63,35,2,4,Francia Liga 2,3
Xavier Kouassi,0.0,0.0,80.0,0.03,0.0,0.0,1.58,1.42,0.06,3.97,0.06,0.28,0.06,0.06,51.69,89.25,2.53,55.6,0.0,0.25,0.0,0.0,1.22,0.17,0.28,0.0,52.38,63.2,1.03,0.89,36,3,2,Francia Liga 2,3
Rudy Boulais,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,55.56,0.0,27.27,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,Francia Liga 2,3
Yvan Neyou,0.0,0.0,75.0,0.0,0.0,0.0,2.5,2.0,0.0,0.5,0.0,1.0,0.0,0.0,48.5,90.72,9.0,87.5,0.0,0.0,0.0,0.0,1.5,0.0,0.5,0.0,50.0,60.0,3.0,1.5,2,2,3,Francia Liga 2,3
Lamine Sy,0.0,0.0,0.0,0.5,0.0,0.0,2.5,2.5,0.0,1.0,0.0,0.5,0.0,0.0,33.5,91.04,11.0,66.67,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.67,52.63,2.0,0.5,2,1,2,Francia Liga 2,3
Nathan Falconnier,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.0,1.5,0.0,0.5,0.0,0.0,8.0,81.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,100.0,77.78,0.5,0.5,2,1,2,Francia Liga 2,3
Boubacar Traoré,0.0,0.0,60.0,1.33,0.0,0.0,3.0,1.67,0.0,1.67,0.0,0.67,0.0,0.0,38.33,84.35,7.67,45.45,0.0,0.33,0.0,0.0,1.33,0.0,0.0,0.0,33.33,50.0,1.0,1.33,3,1,3,Francia Liga 2,3
Zakaria Diallo,0.0,0.0,100.0,0.5,0.0,0.0,0.25,0.5,0.0,1.0,0.0,0.0,0.0,0.0,45.0,90.56,4.0,69.23,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.0,77.78,66.67,0.25,0.5,4,3,2,Francia Liga 2,3
Maxime Sivis,0.05,0.05,34.78,0.36,0.05,0.0,2.27,1.27,0.05,1.59,0.0,0.86,0.09,0.0,36.59,74.66,6.14,32.05,0.0,0.23,0.0,0.0,0.86,0.14,0.27,0.0,58.62,60.68,1.59,1.23,22,2,2,Francia Liga 2,3
Kevin Van Den Kerkhof,0.13,0.03,40.91,1.5,0.0,0.33,1.74,0.71,0.0,1.13,0.0,0.37,0.29,0.18,24.26,69.96,5.0,30.43,0.0,0.26,0.0,0.0,0.95,0.16,0.11,0.0,43.48,48.65,0.79,0.42,38,2,3,Francia Liga 2,3
Anton Saletros,0.07,0.0,36.36,0.67,0.0,0.0,0.67,0.87,0.0,0.6,0.0,1.67,0.13,0.07,29.8,82.55,8.73,46.15,0.0,0.07,0.0,0.0,0.67,0.27,0.0,0.0,36.84,35.29,0.6,0.2,15,2,3,Francia Liga 2,3
Marvin Baudry,0.07,0.0,50.0,0.57,0.03,0.0,1.43,1.37,0.0,2.3,0.0,0.27,0.07,0.07,40.33,80.66,3.3,51.81,0.0,0.2,0.0,0.0,0.97,0.3,0.2,0.0,64.65,61.39,0.47,1.0,30,3,2,Francia Liga 2,3
Lionel M'Pasi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.88,0.0,0.04,0.0,0.0,25.77,60.75,1.31,47.12,2.5,0.23,0.12,0.04,0.88,0.12,0.08,0.04,87.5,61.11,0.15,0.15,26,2,1,Francia Liga 2,3
Malik Tchokounté,0.34,0.13,53.66,1.5,0.13,0.0,0.53,0.11,0.03,0.68,0.0,0.21,0.05,0.11,17.5,68.27,4.11,40.0,0.0,0.0,0.0,0.0,0.82,0.24,0.11,0.0,50.25,44.96,1.34,1.66,38,3,4,Francia Liga 2,3
Jens Jakob Thomasen,0.09,0.0,50.0,0.57,0.0,0.0,2.09,1.04,0.0,0.22,0.04,1.13,0.0,0.09,32.22,86.5,4.17,65.71,0.0,0.22,0.0,0.0,0.74,0.13,0.04,0.0,50.0,54.05,0.22,0.65,23,2,3,Francia Liga 2,3
Antoine Leautey,0.11,0.08,49.57,1.03,0.0,0.0,1.33,0.56,0.0,0.39,0.0,0.86,0.28,0.17,29.11,82.54,10.31,63.64,0.0,0.14,0.0,0.0,1.06,0.08,0.08,0.0,27.27,45.75,1.31,0.72,36,2,3,Francia Liga 2,3
Mamady Bangré,0.24,0.03,48.11,1.24,0.0,0.0,1.03,0.35,0.0,0.03,0.0,0.59,0.11,0.14,15.38,79.61,5.05,54.76,0.0,0.0,0.0,0.0,0.62,0.11,0.03,0.0,29.17,48.03,1.03,0.57,37,1,3,Francia Liga 2,3
Lucas Dias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,23.71,69.88,0.29,41.67,2.86,0.14,0.29,0.0,1.43,0.0,0.0,0.0,100.0,100.0,0.43,0.0,7,1,1,Francia Liga 2,3
Dennis Appiah,0.0,0.0,62.5,0.26,0.0,0.0,3.0,1.21,0.05,1.79,0.0,1.32,0.05,0.05,45.16,81.24,7.16,37.14,0.0,0.32,0.0,0.0,0.95,0.16,0.05,0.0,54.55,54.15,0.47,1.53,19,3,2,Francia Liga 2,3
Serge-Philippe Raux-Yao,0.03,0.0,92.86,0.37,0.0,0.0,1.7,1.6,0.0,3.13,0.0,0.43,0.0,0.03,41.97,81.97,4.37,52.38,0.0,0.23,0.0,0.0,1.0,0.13,0.07,0.0,57.32,60.78,0.43,0.9,30,1,2,Francia Liga 2,3
Djibril Diani,0.04,0.04,62.5,0.71,0.04,0.0,2.11,1.39,0.0,0.96,0.0,1.07,0.04,0.0,33.07,87.8,4.5,58.67,0.0,0.14,0.0,0.0,0.64,0.14,0.11,0.0,51.67,52.66,0.5,1.11,28,2,3,Francia Liga 2,3
Khalid Boutaïb,0.13,0.33,61.54,1.27,0.0,0.0,1.33,0.27,0.0,1.0,0.0,1.0,0.27,0.27,20.2,74.92,5.13,46.67,0.0,0.0,0.0,0.0,0.87,0.07,0.13,0.0,49.3,42.42,0.47,1.27,15,3,4,Francia Liga 2,3
Johaneko Louis Jean,0.0,0.0,54.55,0.13,0.0,0.0,1.63,1.0,0.0,0.38,0.0,0.25,0.0,0.0,20.75,81.93,3.63,33.33,0.0,0.25,0.0,0.0,0.38,0.0,0.13,0.0,0.0,60.0,1.0,0.75,8,1,2,Francia Liga 2,3
Leo Petrot,0.03,0.0,80.0,0.38,0.0,0.0,2.21,1.14,0.0,2.45,0.0,0.83,0.1,0.1,47.97,83.11,4.38,43.41,0.0,0.21,0.0,0.0,1.07,0.21,0.1,0.03,52.22,61.09,0.59,0.48,29,2,2,Francia Liga 2,3
Cheick Tidiane Sabaly,0.11,0.14,53.49,1.36,0.0,0.0,1.75,0.61,0.0,0.36,0.0,1.43,0.21,0.07,22.96,80.25,7.29,60.0,0.0,0.04,0.0,0.0,0.43,0.11,0.04,0.0,47.06,47.96,1.5,1.29,28,1,3,Francia Liga 2,3
Didier N'Dong,0.0,0.0,62.5,0.11,0.0,0.0,1.75,1.21,0.04,1.57,0.0,0.71,0.0,0.0,53.43,89.91,5.07,61.15,0.0,0.21,0.0,0.0,1.0,0.14,0.11,0.0,56.96,53.88,0.82,1.29,28,2,3,Francia Liga 2,3
Garland Gbelle,0.05,0.03,63.04,1.08,0.03,0.0,1.22,0.62,0.0,0.59,0.0,0.78,0.14,0.11,27.41,73.67,5.95,46.01,0.0,0.05,0.0,0.0,0.76,0.05,0.05,0.0,25.68,40.48,0.7,1.27,37,3,3,Francia Liga 2,3
Benoît Poulain,0.05,0.05,100.0,0.5,0.05,0.0,0.6,1.3,0.15,4.2,0.0,0.25,0.05,0.0,46.65,83.82,2.15,50.39,0.0,0.2,0.0,0.0,1.15,0.15,0.05,0.0,71.05,68.1,0.5,0.6,20,3,2,Francia Liga 2,3
Zargo Touré,0.06,0.03,60.0,0.19,0.03,0.0,1.19,1.35,0.03,2.61,0.0,0.45,0.06,0.06,50.13,85.26,2.48,51.74,0.0,0.26,0.0,0.0,0.87,0.19,0.06,0.0,48.1,57.23,0.48,0.39,31,3,2,Francia Liga 2,3
Ismaël Traoré,0.0,0.07,40.0,0.27,0.0,0.0,0.9,1.43,0.0,2.7,0.0,0.4,0.03,0.03,47.53,91.23,1.33,53.79,0.0,0.4,0.0,0.0,0.63,0.17,0.07,0.0,39.06,46.77,0.13,0.37,30,3,2,Francia Liga 2,3
Ousmane Kanté,0.0,0.0,75.0,0.25,0.0,0.0,1.5,1.17,0.0,3.33,0.0,0.42,0.08,0.08,41.08,88.03,1.17,52.94,0.0,0.17,0.0,0.0,1.08,0.17,0.08,0.0,51.72,63.16,1.0,0.58,12,3,2,Francia Liga 2,3
Gaëtan Charbonnier,0.43,0.43,0.0,2.14,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.43,0.0,0.14,15.86,74.77,5.29,71.43,0.0,0.29,0.0,0.0,0.43,0.14,0.29,0.0,28.13,22.64,0.43,1.43,7,3,4,Francia Liga 2,3
Allan Tchaptchet,0.04,0.0,60.0,0.17,0.0,0.0,0.83,0.96,0.04,3.17,0.0,0.58,0.04,0.0,44.46,81.26,2.04,33.56,0.0,0.5,0.0,0.0,0.67,0.04,0.08,0.0,59.15,52.86,0.38,0.83,24,1,2,Francia Liga 2,3
Killian Corredor,0.16,0.16,51.14,2.08,0.0,0.0,0.49,0.3,0.0,0.54,0.0,0.41,0.05,0.05,17.08,77.69,5.68,66.67,0.0,0.14,0.0,0.0,0.89,0.08,0.0,0.0,37.17,42.18,1.43,0.81,37,1,4,Francia Liga 2,3
Eddy Sylvestre,0.03,0.0,55.22,0.76,0.0,0.0,1.32,0.5,0.0,0.32,0.0,0.35,0.26,0.09,28.97,79.9,7.44,47.62,0.0,0.06,0.0,0.0,0.85,0.09,0.12,0.0,27.78,51.72,0.97,0.94,34,1,3,Francia Liga 2,3
Issa Soumaré,0.16,0.18,44.57,1.37,0.03,0.0,0.89,0.71,0.03,0.58,0.0,0.82,0.18,0.13,28.11,69.29,7.55,46.67,0.0,0.21,0.0,0.0,0.97,0.05,0.11,0.0,65.67,54.5,2.68,1.39,38,1,3,Francia Liga 2,3
Senou Coulibaly,0.0,0.0,44.44,0.19,0.0,0.0,1.63,1.04,0.0,2.67,0.0,0.33,0.04,0.0,40.93,85.43,2.48,49.61,0.0,0.15,0.0,0.0,0.7,0.15,0.11,0.0,56.79,59.67,0.52,0.89,27,2,2,Francia Liga 2,3
Loup Gueho,0.14,0.0,100.0,0.14,0.0,0.0,0.57,1.43,0.0,0.86,0.0,0.43,0.0,0.0,21.29,80.54,1.0,63.64,0.0,0.14,0.0,0.0,0.29,0.14,0.29,0.0,61.54,56.25,0.71,0.57,7,1,2,Francia Liga 2,3
Brahim Traoré,0.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,56.0,90.48,7.67,77.78,0.0,0.0,0.0,0.0,0.67,0.33,0.0,0.0,66.67,80.0,0.67,0.0,3,1,3,Francia Liga 2,3
Plamedi Buni Jorge,0.0,0.0,75.0,0.0,0.0,0.0,2.0,1.0,0.0,0.33,0.0,1.0,0.0,0.0,11.0,72.73,2.33,60.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,65.0,1.33,0.33,3,2,3,Francia Liga 2,3
Aymen Abdennour,0.0,0.0,100.0,0.14,0.0,0.0,0.57,0.86,0.0,2.57,0.0,0.29,0.0,0.0,32.43,82.82,1.29,60.42,0.0,0.14,0.0,0.0,0.57,0.29,0.0,0.0,72.22,68.42,1.14,0.71,7,3,2,Francia Liga 2,3
Saïdou Sow,0.0,0.04,70.0,0.32,0.0,0.0,1.96,2.0,0.12,3.32,0.0,0.56,0.04,0.0,45.44,83.71,3.2,51.55,0.0,0.2,0.0,0.0,1.08,0.2,0.16,0.0,57.75,57.29,0.56,1.24,25,1,2,Francia Liga 2,3
Enzo Basilio,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.22,0.0,0.08,0.0,0.0,22.11,61.93,0.69,44.49,2.72,0.31,0.08,0.03,0.97,0.17,0.0,0.03,50.0,55.0,0.17,0.03,36,2,1,Francia Liga 2,3
Julien López,0.19,0.13,38.71,1.06,0.0,0.0,0.55,0.19,0.0,0.1,0.0,0.55,0.13,0.06,20.61,81.06,6.87,55.56,0.0,0.0,0.0,0.0,0.45,0.0,0.03,0.03,36.36,47.5,0.81,0.45,31,3,4,Francia Liga 2,3
Florian Escales,0.0,0.0,100.0,0.0,0.0,0.0,0.09,0.06,0.06,0.82,0.12,0.03,0.0,0.0,31.18,51.32,1.68,32.21,2.97,0.32,0.15,0.0,1.24,0.09,0.06,0.0,100.0,85.71,0.24,0.06,34,2,1,Francia Liga 2,3
Jean Ruiz,0.0,0.03,62.5,0.28,0.0,0.0,1.58,1.06,0.0,3.53,0.0,0.44,0.03,0.0,53.03,81.25,3.69,43.49,0.0,0.22,0.0,0.0,1.0,0.17,0.14,0.0,61.6,58.89,0.36,1.03,36,2,2,Francia Liga 2,3
Jason Berthomier,0.1,0.0,58.82,0.4,0.05,0.0,1.3,0.4,0.0,0.15,0.0,1.25,0.2,0.0,42.8,85.05,9.35,62.67,0.0,0.05,0.0,0.0,0.65,0.1,0.15,0.0,31.03,38.52,0.35,0.85,20,3,3,Francia Liga 2,3
Kalidou Sidibé,0.03,0.03,63.16,0.84,0.0,0.0,1.13,0.94,0.03,1.0,0.0,0.25,0.13,0.13,31.22,76.08,5.59,41.12,0.0,0.09,0.0,0.0,0.72,0.09,0.31,0.03,68.82,57.64,1.78,2.16,32,1,3,Francia Liga 2,3
