Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls,Appearances,Age Range,Position,League,Level
Aaron Wan-Bissaka,0.0,0.11,48.57,0.53,0.0,0.0,2.11,1.16,0.0,1.84,0.0,0.11,0.05,0.0,37.11,83.55,10.0,53.13,0.0,0.37,0.0,0.0,0.32,0.21,0.11,0.0,43.33,55.38,0.11,0.58,19,2,2,Inglaterra Premier League,1
Rúben Dias,0.0,0.12,88.89,0.38,0.0,0.0,0.81,0.69,0.0,2.08,0.0,0.27,0.04,0.0,79.65,92.71,6.88,52.31,0.0,0.27,0.0,0.0,0.54,0.08,0.12,0.0,61.11,57.97,0.27,0.73,26,2,2,Inglaterra Premier League,1
Tyler Adams,0.0,0.0,36.84,0.17,0.0,0.0,3.71,1.46,0.0,1.04,0.0,1.21,0.04,0.0,55.21,82.42,10.08,44.57,0.0,0.21,0.0,0.0,1.33,0.17,0.17,0.04,64.29,56.75,0.88,1.54,24,1,3,Inglaterra Premier League,1
Sam Johnstone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,1.33,0.0,0.0,0.0,0.0,26.44,69.75,0.56,36.04,2.89,0.33,0.22,0.0,1.11,0.0,0.11,0.0,100.0,75.0,0.0,0.11,9,2,1,Inglaterra Premier League,1
Cheick Doucouré,0.0,0.0,71.43,1.06,0.0,0.0,2.26,1.65,0.0,1.38,0.0,0.68,0.09,0.09,36.44,83.62,6.97,55.06,0.0,0.12,0.0,0.0,1.12,0.09,0.26,0.03,50.85,54.0,0.38,1.12,34,1,3,Inglaterra Premier League,1
Cristian Romero,0.0,0.04,61.9,0.41,0.0,0.0,2.52,1.63,0.04,3.59,0.04,0.63,0.07,0.04,58.67,87.69,5.44,57.75,0.0,0.22,0.0,0.0,1.3,0.22,0.33,0.04,68.67,59.29,0.44,1.56,27,2,2,Inglaterra Premier League,1
Alex Iwobi,0.05,0.08,52.38,1.11,0.0,0.0,1.82,0.66,0.0,0.74,0.0,0.84,0.21,0.18,36.63,78.81,11.66,51.41,0.0,0.21,0.0,0.0,1.32,0.16,0.05,0.0,26.32,47.15,0.39,0.5,38,2,3,Inglaterra Premier League,1
Joachim Andersen,0.03,0.06,55.56,0.69,0.03,0.0,1.31,0.75,0.0,5.84,0.0,0.5,0.06,0.0,60.63,79.74,6.31,43.86,0.0,0.25,0.0,0.0,1.06,0.09,0.25,0.0,71.9,64.1,0.5,0.84,32,2,2,Inglaterra Premier League,1
William Saliba,0.07,0.04,90.0,0.22,0.04,0.0,1.26,0.7,0.07,3.04,0.04,0.11,0.04,0.04,69.04,91.04,5.7,56.14,0.0,0.41,0.0,0.0,0.78,0.15,0.15,0.0,55.21,60.56,0.48,0.7,27,1,2,Inglaterra Premier League,1
Vicente Guaita,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,25.96,67.48,0.37,40.05,3.15,0.22,0.07,0.0,1.11,0.15,0.04,0.0,90.91,93.33,0.11,0.04,27,3,1,Inglaterra Premier League,1
Harry Maguire,0.0,0.0,66.67,0.19,0.0,0.0,0.5,0.81,0.0,2.56,0.0,0.06,0.0,0.0,35.88,85.37,3.06,48.68,0.0,0.31,0.0,0.0,0.38,0.06,0.25,0.0,53.19,54.93,0.25,0.5,16,2,2,Inglaterra Premier League,1
Rodrigo,0.42,0.13,44.44,2.16,0.1,0.0,0.77,0.19,0.0,0.68,0.0,0.39,0.1,0.03,16.68,72.53,3.81,56.1,0.0,0.0,0.0,0.0,1.29,0.1,0.19,0.0,34.0,35.84,0.35,0.94,31,3,4,Inglaterra Premier League,1
Lucas Paquetá,0.14,0.11,60.0,1.89,0.04,0.0,2.54,0.57,0.0,1.11,0.0,1.43,0.11,0.11,40.14,80.16,10.04,73.44,0.0,0.0,0.0,0.0,1.14,0.25,0.18,0.0,52.94,47.75,1.07,1.79,28,2,3,Inglaterra Premier League,1
Christian Eriksen,0.04,0.18,47.06,1.39,0.0,0.0,0.79,0.39,0.0,0.71,0.04,0.79,0.21,0.29,49.68,84.62,13.29,54.7,0.0,0.04,0.0,0.0,0.71,0.18,0.11,0.0,40.91,39.2,0.36,0.46,28,3,3,Inglaterra Premier League,1
Christian Nørgaard,0.05,0.0,44.44,0.86,0.0,0.0,2.36,1.55,0.0,1.82,0.0,1.36,0.18,0.14,36.05,76.29,5.86,41.67,0.0,0.23,0.0,0.0,0.91,0.14,0.27,0.0,47.37,48.28,0.91,1.59,22,2,3,Inglaterra Premier League,1
Andrew Robertson,0.0,0.03,42.5,0.38,0.0,0.0,1.12,0.53,0.0,1.26,0.0,0.59,0.32,0.24,53.94,84.24,10.35,38.57,0.0,0.21,0.0,0.0,0.94,0.06,0.09,0.0,47.83,48.07,0.29,0.65,34,2,2,Inglaterra Premier League,1
Aymeric Laporte,0.0,0.08,66.67,0.83,0.0,0.0,0.92,0.25,0.0,2.5,0.0,0.33,0.0,0.0,78.92,93.14,17.0,54.17,0.0,0.25,0.0,0.0,0.83,0.0,0.0,0.0,55.81,60.27,0.58,0.42,12,2,2,Inglaterra Premier League,1
Wout Faes,0.03,0.0,75.0,0.42,0.03,0.0,1.81,1.32,0.0,3.58,0.0,0.52,0.03,0.06,59.42,85.78,2.84,40.96,0.0,0.23,0.0,0.0,1.19,0.45,0.13,0.03,58.59,61.67,0.55,0.74,31,2,2,Inglaterra Premier League,1
Danilo,0.23,0.0,77.78,1.15,0.0,0.0,1.38,0.69,0.0,1.38,0.0,1.46,0.08,0.15,17.46,64.32,3.62,42.42,0.0,0.0,0.0,0.0,1.15,0.15,0.08,0.0,22.22,44.32,0.23,0.31,13,1,3,Inglaterra Premier League,1
Marc Guéhi,0.03,0.03,82.35,0.38,0.0,0.0,1.41,1.22,0.0,3.57,0.03,0.43,0.03,0.0,59.49,85.46,4.92,45.51,0.0,0.22,0.0,0.0,1.14,0.11,0.22,0.0,55.67,63.24,1.08,0.65,37,1,2,Inglaterra Premier League,1
David De Gea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.71,0.05,0.03,0.0,0.0,28.5,68.33,0.47,35.96,2.66,0.45,0.08,0.03,0.92,0.21,0.0,0.0,83.33,83.33,0.13,0.0,38,3,1,Inglaterra Premier League,1
Jacob Ramsey,0.17,0.11,50.0,0.94,0.0,0.0,1.97,0.66,0.03,0.83,0.0,1.06,0.23,0.2,24.69,83.68,6.91,54.29,0.0,0.14,0.0,0.0,0.86,0.09,0.14,0.0,31.37,48.21,1.29,1.0,35,1,3,Inglaterra Premier League,1
Jan Bednarek,0.0,0.0,50.0,0.35,0.0,0.0,1.3,2.22,0.0,3.96,0.0,0.17,0.0,0.0,41.48,84.7,2.0,48.25,0.0,0.13,0.0,0.0,1.7,0.04,0.22,0.0,71.93,67.52,0.35,0.7,23,2,2,Inglaterra Premier League,1
Luis Díaz,0.24,0.12,56.14,1.59,0.12,0.0,1.0,0.35,0.0,0.06,0.0,0.41,0.12,0.12,26.24,82.74,9.65,94.44,0.0,0.12,0.0,0.0,0.65,0.0,0.12,0.0,25.0,42.41,1.41,1.18,17,2,4,Inglaterra Premier League,1
Çağlar Söyüncü,0.14,0.0,100.0,0.71,0.0,0.0,2.0,1.0,0.0,4.14,0.0,0.43,0.0,0.0,43.71,78.76,1.71,36.73,0.0,0.0,0.0,0.0,1.0,0.86,0.29,0.0,60.0,62.32,0.57,1.0,7,2,2,Inglaterra Premier League,1
Oleksandr Zinchenko,0.04,0.04,62.5,1.04,0.0,0.0,1.48,0.81,0.0,1.15,0.0,0.67,0.07,0.07,63.56,87.76,19.44,62.0,0.0,0.07,0.0,0.0,0.81,0.22,0.11,0.0,71.83,63.24,0.41,0.22,27,2,2,Inglaterra Premier League,1
Armel Bella-Kotchap,0.0,0.08,57.14,0.58,0.0,0.0,1.54,1.83,0.0,4.5,0.0,0.21,0.08,0.08,38.63,80.26,1.83,31.33,0.0,0.13,0.0,0.0,1.5,0.13,0.17,0.0,58.82,69.09,1.38,0.38,24,1,2,Inglaterra Premier League,1
Serge Aurier,0.04,0.04,59.26,0.38,0.0,0.0,2.67,1.21,0.0,2.71,0.0,0.42,0.04,0.0,30.58,72.75,5.04,40.38,0.0,0.21,0.0,0.0,1.08,0.21,0.08,0.0,58.97,62.23,0.79,0.75,24,2,2,Inglaterra Premier League,1
Nick Pope,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,1.24,0.03,0.05,0.0,0.0,17.78,58.81,0.73,34.58,2.35,0.38,0.14,0.05,0.78,0.08,0.08,0.03,80.0,72.73,0.05,0.03,37,3,1,Inglaterra Premier League,1
João Cancelo,0.12,0.0,56.6,1.0,0.0,0.0,1.71,1.12,0.12,0.35,0.06,0.41,0.0,0.06,64.41,86.76,16.06,61.29,0.0,0.24,0.0,0.0,0.65,0.24,0.18,0.06,71.05,60.82,1.06,0.76,17,2,2,Inglaterra Premier League,1
Ivan Perišić,0.03,0.18,48.65,0.85,0.0,0.0,1.21,0.65,0.0,1.24,0.0,0.62,0.32,0.24,23.0,72.25,4.74,50.0,0.0,0.06,0.0,0.0,1.18,0.12,0.18,0.0,51.52,46.3,0.24,0.88,34,3,3,Inglaterra Premier League,1
Nayef Aguerd,0.11,0.17,100.0,0.67,0.11,0.0,1.5,1.0,0.06,4.33,0.06,0.39,0.06,0.0,42.17,78.92,2.94,40.12,0.0,0.28,0.0,0.0,1.22,0.33,0.22,0.0,50.79,57.26,0.44,0.44,18,2,2,Inglaterra Premier League,1
Amadou Onana,0.03,0.12,43.9,1.03,0.03,0.0,2.18,1.12,0.0,1.12,0.0,0.36,0.06,0.06,29.39,84.02,5.52,63.08,0.0,0.15,0.0,0.0,1.0,0.12,0.27,0.0,52.17,57.02,1.48,1.33,33,1,3,Inglaterra Premier League,1
Tyrone Mings,0.03,0.06,66.67,0.2,0.03,0.0,0.43,1.54,0.0,4.51,0.06,0.34,0.06,0.06,53.91,85.32,4.31,43.75,0.0,0.34,0.0,0.0,1.06,0.09,0.2,0.0,72.09,61.9,0.63,0.51,35,2,2,Inglaterra Premier League,1
Hamed Junior Traorè,0.0,0.14,66.67,0.86,0.0,0.0,2.43,0.29,0.0,0.14,0.0,1.71,0.0,0.0,19.29,71.11,6.57,44.44,0.0,0.0,0.0,0.0,1.14,0.0,0.0,0.0,60.0,50.63,0.57,0.57,7,1,3,Inglaterra Premier League,1
Lewis Dunk,0.03,0.06,100.0,0.61,0.03,0.0,0.83,0.94,0.11,2.25,0.0,0.64,0.03,0.0,89.11,90.4,6.5,52.92,0.0,0.31,0.0,0.0,1.25,0.14,0.11,0.0,59.48,58.9,0.75,0.5,36,3,2,Inglaterra Premier League,1
Marc Cucurella,0.0,0.0,45.45,0.29,0.0,0.0,2.75,0.67,0.0,1.54,0.04,1.25,0.08,0.08,45.42,86.42,9.25,42.47,0.0,0.17,0.0,0.0,0.63,0.21,0.17,0.0,55.17,60.34,0.88,0.67,24,2,2,Inglaterra Premier League,1
Philip Billing,0.19,0.08,63.41,1.06,0.0,0.0,1.75,0.86,0.0,1.39,0.03,0.81,0.14,0.03,28.0,79.37,6.69,40.63,0.0,0.11,0.0,0.0,1.36,0.14,0.14,0.0,59.77,55.0,0.97,0.83,36,2,3,Inglaterra Premier League,1
Julio Enciso,0.2,0.15,55.36,1.9,0.05,0.0,0.65,0.2,0.0,0.05,0.0,0.25,0.15,0.1,12.1,72.73,4.55,25.0,0.0,0.05,0.0,0.0,0.6,0.0,0.05,0.0,42.86,47.79,0.75,0.65,20,1,3,Inglaterra Premier League,1
Noni Madueke,0.08,0.0,57.89,1.0,0.0,0.0,1.0,0.33,0.0,0.58,0.0,0.58,0.0,0.0,21.67,82.31,8.08,75.0,0.0,0.0,0.0,0.0,1.0,0.08,0.0,0.0,28.57,53.91,1.25,0.33,12,1,4,Inglaterra Premier League,1
Jefferson Lerma,0.14,0.08,59.09,0.95,0.0,0.0,1.35,1.27,0.05,2.38,0.0,0.68,0.11,0.0,42.92,82.24,8.08,43.81,0.0,0.16,0.0,0.0,1.62,0.19,0.19,0.0,60.19,55.44,0.89,1.0,37,2,3,Inglaterra Premier League,1
Benjamin White,0.05,0.0,34.78,0.26,0.0,0.0,1.58,0.58,0.0,1.97,0.0,0.74,0.16,0.13,51.32,86.62,14.95,43.94,0.0,0.24,0.0,0.0,0.79,0.13,0.13,0.0,45.21,52.61,0.79,0.74,38,2,2,Inglaterra Premier League,1
Antony,0.16,0.16,45.59,2.88,0.0,0.0,0.88,0.44,0.0,0.08,0.0,0.8,0.08,0.08,30.96,82.17,13.2,62.96,0.0,0.12,0.0,0.0,0.72,0.12,0.2,0.0,20.83,44.62,1.0,0.6,25,1,3,Inglaterra Premier League,1
Darwin Núñez,0.31,0.69,48.65,2.9,0.1,0.0,0.38,0.1,0.0,0.41,0.0,0.45,0.38,0.1,12.79,67.12,4.48,69.57,0.0,0.0,0.0,0.0,0.76,0.0,0.03,0.03,41.38,38.32,0.59,0.86,29,1,4,Inglaterra Premier League,1
Julián Álvarez,0.29,0.13,60.0,1.52,0.0,0.0,0.84,0.06,0.0,0.16,0.0,0.65,0.06,0.0,15.13,82.73,5.45,75.0,0.0,0.1,0.0,0.0,0.52,0.0,0.0,0.0,25.81,40.59,0.45,0.68,31,1,4,Inglaterra Premier League,1
João Moutinho,0.0,0.0,53.33,0.52,0.0,0.0,1.65,0.58,0.0,0.58,0.0,0.87,0.1,0.06,31.94,83.94,8.45,66.67,0.0,0.06,0.0,0.0,0.77,0.13,0.1,0.0,25.81,47.13,0.48,1.0,31,3,3,Inglaterra Premier League,1
Idrissa Gueye,0.0,0.0,67.86,0.45,0.0,0.0,2.94,1.7,0.03,0.94,0.09,0.88,0.03,0.03,36.64,84.53,6.61,43.02,0.0,0.18,0.0,0.0,1.21,0.15,0.21,0.0,55.1,61.46,1.52,1.3,33,3,3,Inglaterra Premier League,1
Tomáš Souček,0.06,0.06,14.29,0.94,0.0,0.0,2.14,1.47,0.0,1.89,0.03,0.83,0.08,0.08,27.03,72.05,4.53,54.79,0.0,0.19,0.0,0.0,1.08,0.08,0.08,0.0,55.12,51.36,0.44,1.39,36,2,3,Inglaterra Premier League,1
Duje Ćaleta-Car,0.08,0.08,100.0,0.38,0.08,0.0,1.08,1.15,0.0,5.0,0.0,0.23,0.0,0.0,43.23,85.23,2.46,46.99,0.0,0.08,0.0,0.0,0.92,0.23,0.15,0.0,59.38,57.14,0.08,0.69,13,2,2,Inglaterra Premier League,1
Matt Doherty,0.08,0.0,60.0,0.83,0.0,0.0,1.25,0.67,0.0,1.08,0.0,0.25,0.0,0.0,27.42,82.37,6.67,34.62,0.0,0.08,0.0,0.0,0.58,0.17,0.0,0.0,60.61,56.96,0.33,0.92,12,3,3,Inglaterra Premier League,1
Jordan Pickford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.03,0.89,0.05,0.03,0.03,0.03,31.24,51.82,3.14,34.75,3.35,0.22,0.16,0.03,1.38,0.16,0.16,0.0,72.73,68.42,0.14,0.03,37,2,1,Inglaterra Premier League,1
Joe Gomez,0.0,0.0,80.0,0.29,0.0,0.0,1.33,1.14,0.05,2.24,0.05,0.38,0.0,0.0,62.9,86.6,7.29,51.41,0.0,0.38,0.0,0.0,0.71,0.05,0.14,0.0,54.76,55.78,0.19,0.62,21,2,2,Inglaterra Premier League,1
Matthew Craig,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,83.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1,1,3,Inglaterra Premier League,1
Valentino Livramento,0.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,0.0,1.5,0.0,0.0,0.0,0.0,9.5,73.68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.71,1.0,0.0,2,1,2,Inglaterra Premier League,1
Wayne Hennessey,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.75,0.0,0.0,0.0,0.0,21.0,57.14,1.5,38.98,2.25,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,100.0,0.25,0.0,4,3,1,Inglaterra Premier League,1
Danny Welbeck,0.19,0.32,53.66,2.0,0.1,0.0,0.48,0.16,0.0,0.65,0.0,0.23,0.26,0.1,14.16,84.74,6.03,42.86,0.0,0.1,0.0,0.0,0.81,0.1,0.0,0.0,53.33,46.52,0.58,0.81,31,3,4,Inglaterra Premier League,1
Pervis Estupiñán,0.03,0.06,51.35,0.83,0.0,0.0,1.74,1.06,0.03,1.0,0.0,0.71,0.2,0.14,46.31,84.02,10.34,53.23,0.0,0.2,0.0,0.0,1.11,0.11,0.11,,56.25,50.0,0.74,1.2,35,2,2,Inglaterra Premier League,1
Bernardo Silva,0.12,0.03,49.12,0.74,0.0,0.0,1.29,0.47,0.0,0.18,0.0,0.76,0.18,0.15,41.71,89.07,12.32,57.84,0.0,0.09,0.0,0.0,0.56,0.15,0.15,0.0,23.53,41.74,0.44,0.91,34,2,3,Inglaterra Premier League,1
Tosin Adarabioyo,0.04,0.0,71.43,0.64,0.04,0.0,1.2,1.04,0.0,5.52,0.0,0.28,0.0,0.0,51.36,82.4,4.4,48.15,0.0,0.12,0.0,0.0,1.48,0.08,0.16,0.0,69.41,64.29,0.2,0.68,25,2,2,Inglaterra Premier League,1
Marcus Rashford,0.49,0.63,42.52,3.09,0.09,0.0,0.57,0.2,0.0,0.37,0.0,0.43,0.14,0.14,22.26,78.69,8.69,61.36,0.0,0.17,0.0,0.0,0.89,0.23,0.06,0.0,33.33,38.74,0.66,0.43,35,2,3,Inglaterra Premier League,1
Craig Dawson,0.04,0.04,75.0,0.68,0.0,0.0,0.76,0.72,0.04,3.96,0.0,0.2,0.0,0.0,48.96,83.25,3.76,47.89,0.0,0.28,0.0,0.0,1.08,0.16,0.24,0.0,52.75,54.25,0.52,0.68,25,3,2,Inglaterra Premier League,1
Ezri Konsa,0.0,0.03,62.5,0.21,0.0,0.0,1.11,0.68,0.0,3.0,0.0,0.21,0.05,0.0,49.26,88.89,2.55,38.51,0.0,0.29,0.0,0.0,1.08,0.11,0.16,0.0,60.0,71.86,1.68,0.32,38,2,2,Inglaterra Premier League,1
Ollie Watkins,0.41,0.54,33.33,2.32,0.08,0.0,0.51,0.27,0.0,1.05,0.0,0.46,0.11,0.16,14.89,69.87,4.95,71.43,0.0,0.24,0.0,0.0,0.97,0.11,0.11,0.0,41.18,40.11,1.05,0.7,37,2,4,Inglaterra Premier League,1
Jordan Henderson,0.0,0.0,60.0,0.66,0.0,0.0,0.91,0.6,0.0,0.34,0.03,0.6,0.2,0.06,44.14,84.92,11.51,57.97,0.0,0.11,0.0,0.0,0.8,0.06,0.06,0.0,52.38,49.61,0.26,0.51,35,3,3,Inglaterra Premier League,1
Jorginho,0.06,0.0,47.06,0.34,0.0,0.0,1.88,0.94,0.0,0.44,0.0,1.34,0.0,0.03,50.31,86.27,11.59,62.75,0.0,0.25,0.0,0.0,0.59,0.13,0.13,0.0,48.65,54.98,1.28,0.56,32,3,3,Inglaterra Premier League,1
Victor Lindelöf,0.0,0.0,66.67,0.15,0.0,0.0,1.1,1.05,0.0,3.15,0.0,0.4,0.0,0.0,46.4,93.21,2.85,52.08,0.0,0.25,0.0,0.0,0.6,0.2,0.05,0.0,62.26,59.8,0.2,0.5,20,2,2,Inglaterra Premier League,1
Aaron Cresswell,0.0,0.0,33.33,0.32,0.0,0.0,0.75,0.96,0.0,1.89,0.0,0.68,0.14,0.04,39.96,81.5,8.96,50.39,0.0,0.18,0.0,0.0,0.96,0.18,0.11,0.0,50.91,48.0,0.32,0.32,28,3,2,Inglaterra Premier League,1
Dean Henderson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,1.11,0.06,0.0,0.0,0.0,31.22,56.76,1.17,32.39,3.06,0.33,0.28,0.11,1.06,0.67,0.11,0.0,100.0,66.67,0.06,0.06,18,2,1,Inglaterra Premier League,1
Joe Willock,0.09,0.23,46.25,1.66,0.03,0.0,1.46,0.71,0.0,0.43,0.0,0.94,0.34,0.17,25.37,85.14,9.4,63.64,0.0,0.03,0.0,0.0,0.66,0.09,0.03,0.0,50.0,45.2,0.66,1.0,35,1,3,Inglaterra Premier League,1
Tim Ream,0.03,0.03,76.92,0.09,0.0,0.0,0.91,1.24,0.03,3.39,0.0,0.39,0.0,0.0,57.61,86.95,5.39,54.8,0.0,0.24,0.0,0.0,1.21,0.12,0.06,0.0,60.76,57.58,0.21,0.55,33,3,2,Inglaterra Premier League,1
Vitaly Janelt,0.09,0.0,39.13,0.4,0.03,0.0,1.54,0.83,0.0,0.66,0.0,0.8,0.06,0.03,27.91,80.86,5.4,62.04,0.0,0.17,0.0,0.0,0.57,0.23,0.09,0.0,58.93,54.98,0.6,0.63,35,2,3,Inglaterra Premier League,1
Fabinho,0.0,0.0,63.64,0.5,0.0,0.0,1.81,1.03,0.0,1.06,0.0,1.06,0.11,0.06,50.42,88.65,8.06,56.15,0.0,0.25,0.0,0.0,0.86,0.08,0.31,0.0,58.82,49.8,0.67,1.47,36,2,3,Inglaterra Premier League,1
Hakim Ziyech,0.0,0.0,48.28,0.89,0.0,0.0,1.11,0.28,0.0,0.28,0.0,0.28,0.33,0.17,17.56,73.42,5.22,45.16,0.0,0.06,0.0,0.0,0.22,0.17,0.06,0.0,0.0,48.98,0.78,0.67,18,2,3,Inglaterra Premier League,1
Jarrod Bowen,0.16,0.13,39.56,1.97,0.0,0.0,1.03,0.95,0.03,0.47,0.0,1.08,0.24,0.13,18.82,72.73,5.5,40.74,0.0,0.18,0.0,0.0,1.13,0.18,0.05,0.0,33.33,42.58,1.82,0.68,38,2,3,Inglaterra Premier League,1
Evan Ferguson,0.32,0.26,61.54,1.89,0.05,0.0,0.32,0.11,0.0,0.32,0.0,0.32,0.0,0.11,11.68,81.08,3.11,33.33,0.0,0.0,0.0,0.0,0.53,0.11,0.05,0.0,37.5,38.64,0.58,0.47,19,1,4,Inglaterra Premier League,1
Adam Webster,0.0,0.07,42.86,0.67,0.0,0.0,0.81,0.7,0.0,1.89,0.04,0.3,0.04,0.0,62.07,88.6,6.19,58.04,0.0,0.3,0.0,0.0,0.85,0.15,0.07,0.0,68.97,62.76,0.22,0.37,27,2,2,Inglaterra Premier League,1
Kurt Zouma,0.08,0.04,40.0,0.76,0.08,0.0,0.36,1.2,0.0,4.68,0.0,0.12,0.0,0.0,33.0,84.48,1.0,46.3,0.0,0.28,0.0,0.0,1.04,0.12,0.0,0.0,79.71,67.92,0.28,0.56,25,2,2,Inglaterra Premier League,1
Eric Dier,0.06,0.03,60.0,0.52,0.06,0.0,0.91,1.06,0.0,3.3,0.03,0.3,0.09,0.03,59.94,85.95,3.24,45.91,0.0,0.27,0.0,0.0,1.36,0.21,0.09,0.0,69.57,62.12,0.3,0.76,33,2,2,Inglaterra Premier League,1
Raheem Sterling,0.21,0.29,45.88,1.5,0.0,0.0,0.64,0.07,0.0,0.11,0.0,0.21,0.25,0.11,22.5,78.89,8.43,50.0,0.0,0.04,0.0,0.0,0.86,0.11,0.14,0.0,27.78,40.87,1.14,0.75,28,2,4,Inglaterra Premier League,1
Emerson Royal,0.08,0.04,62.5,0.65,0.04,0.0,2.08,0.69,0.0,2.5,0.0,0.5,0.0,0.04,33.15,83.06,7.69,47.89,0.0,0.27,0.0,0.0,0.85,0.15,0.08,0.04,50.91,59.63,1.27,0.81,26,1,2,Inglaterra Premier League,1
Kiernan Dewsbury-Hall,0.06,0.1,60.61,0.84,0.0,0.0,1.71,0.9,0.0,0.68,0.0,0.9,0.1,0.06,35.32,78.54,9.61,47.46,0.0,0.1,0.0,0.0,1.03,0.26,0.1,0.03,53.57,52.0,1.13,1.19,31,2,3,Inglaterra Premier League,1
Andreas Pereira,0.12,0.12,40.48,1.88,0.0,0.0,0.55,0.18,0.03,0.24,0.0,0.76,0.21,0.18,25.88,73.65,8.06,54.74,0.0,0.0,0.0,0.0,1.06,0.15,0.24,0.0,23.68,30.74,0.94,1.24,33,2,3,Inglaterra Premier League,1
Saïd Benrahma,0.17,0.03,48.11,2.09,0.0,0.0,0.71,0.26,0.0,0.31,0.0,0.46,0.14,0.09,20.0,82.0,7.26,42.86,0.0,0.06,0.0,0.0,0.8,0.11,0.0,0.0,31.25,41.03,0.43,0.46,35,2,4,Inglaterra Premier League,1
Kaoru Mitoma,0.21,0.36,51.75,1.58,0.06,0.0,1.33,0.52,0.0,0.15,0.0,0.64,0.27,0.15,27.7,83.26,10.55,61.76,0.0,0.09,0.0,0.0,0.97,0.09,0.0,0.0,48.65,49.5,0.82,0.88,33,2,3,Inglaterra Premier League,1
Łukasz Fabiański,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.67,0.03,0.03,0.0,0.0,21.47,58.21,0.86,39.25,3.0,0.22,0.11,0.03,1.14,0.19,0.03,0.0,94.44,91.3,0.11,0.0,36,3,1,Inglaterra Premier League,1
Aaron Ramsdale,0.0,0.0,100.0,0.0,0.0,0.0,0.03,0.0,0.0,0.89,0.05,0.0,0.0,0.0,24.55,63.34,1.13,29.09,2.5,0.37,0.13,0.0,0.95,0.18,0.03,0.0,100.0,100.0,0.11,0.0,38,2,1,Inglaterra Premier League,1
Ashley Young,0.03,0.0,44.44,0.52,0.0,0.0,1.72,0.72,0.03,2.07,0.0,0.41,0.03,0.0,33.31,77.54,6.21,37.67,0.0,0.28,0.0,0.0,0.9,0.07,0.24,0.0,56.0,62.26,0.97,0.83,29,3,2,Inglaterra Premier League,1
Daniel Amartey,0.0,0.05,50.0,0.3,0.0,0.0,0.95,0.4,0.05,3.5,0.0,0.1,0.05,0.0,55.35,91.33,4.1,55.56,0.0,0.25,0.0,0.0,1.05,0.3,0.05,0.0,56.67,58.59,0.15,0.35,20,2,2,Inglaterra Premier League,1
Jason Steele,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.07,0.07,0.07,32.67,87.96,0.2,55.14,2.47,0.4,0.13,0.07,1.4,0.13,0.07,0.0,100.0,75.0,0.07,0.07,15,3,1,Inglaterra Premier League,1
Marcus Tavernier,0.22,0.04,50.0,1.61,0.0,0.0,1.43,0.39,0.0,0.74,0.0,0.91,0.17,0.17,25.91,77.35,6.78,42.22,0.0,0.09,0.0,0.0,1.48,0.13,0.04,0.0,34.69,43.77,1.22,0.91,23,1,3,Inglaterra Premier League,1
Raphaël Varane,0.0,0.08,60.0,0.33,0.0,0.0,1.0,0.46,0.0,3.71,0.0,0.42,0.0,0.0,45.79,86.53,4.42,48.21,0.0,0.33,0.0,0.0,0.75,0.17,0.04,0.0,72.41,63.56,0.13,0.5,24,2,2,Inglaterra Premier League,1
Manuel Akanji,0.0,0.07,66.67,0.52,0.0,0.0,1.24,0.55,0.0,1.03,0.0,0.45,0.0,0.03,69.69,93.32,8.17,58.26,0.0,0.21,0.0,0.0,0.69,0.1,0.07,0.0,41.38,50.0,0.41,0.83,29,2,2,Inglaterra Premier League,1
Max Kilman,0.0,0.05,76.0,0.38,0.0,0.0,0.97,0.51,0.0,4.41,0.03,0.38,0.0,0.0,56.54,83.41,4.32,37.8,0.0,0.3,0.0,0.0,1.32,0.19,0.08,0.0,67.19,63.22,0.32,0.49,37,2,2,Inglaterra Premier League,1
