Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls,Appearances
Grīgorīs Kastanos,0.07,0,48.15,1.07,0,0,1.39,0.25,0,0.18,0,0.86,0,0.04,19.46,77.8,5.14,48.84,0,0.04,0,0,0.68,0.18,0.14,0,48.94,53.18,1.5,0.79,28
Denso Kasius,0,0,66.67,0.57,0,0,1.71,0.43,0,0.29,0,0.29,0.43,0.29,20.71,71.03,3.86,33.33,0,0,0,0,1,0,0.14,0,20,51.28,0.14,0.43,7
Filippo Terracciano,0,0,66.67,0.24,0,0,1.05,0.48,0,0.57,0,0.24,0.1,0.05,13.1,72.73,2.52,37.84,0,0,0,0,0.29,0.14,0.1,0,41.67,59.41,0.81,0.33,21
Michele Castagnetti,0,0,72.73,0.44,0,0,1.7,0.56,0,0.81,0,1.33,0.04,0.04,28,80.56,6.37,53.42,0,0.04,0,0,0.96,0.11,0.07,0,39.13,51.02,0.44,0.59,27
Weston McKennie,0.07,0,77.78,0.53,0.07,0,0.93,0.73,0,0.87,0,0.2,0.2,0.07,25.13,81.7,5.53,64,0,0.13,0,0,0.87,0,0,0,42.86,47.06,0.47,0.87,15
Ola Aina,0.05,0.05,53.49,0.42,0,0,0.89,0.58,0.05,1,0,0.32,0.21,0.05,21.47,76.47,5.68,32.56,0,0.11,0,0,0.37,0,0.26,0,54.55,53.54,0.84,0.84,19
Beto,0.3,0.21,44.44,1.85,0.03,0,0.48,0.18,0,0.91,0,0.39,0.12,0.03,8.76,65.74,2.61,60,0,0.06,0,0,0.85,0.09,0.06,0,52.59,42.6,0.79,1.09,33
Manuel Lazzari,0,0,47.37,0.21,0,0,1.18,0.64,0,1,0,0.5,0,0,34.57,89.46,6.11,67.5,0,0.18,0,0,0.5,0.07,0.29,0,39.13,60,1.39,0.54,28
Luca Caldirola,0.06,0.1,50,0.32,0.03,0,0.84,0.81,0,2.1,0,0.42,0.03,0,45.87,88.26,2.9,46.72,0,0.23,0,0,1,0.03,0.16,0,51.52,53.05,0.84,0.97,31
Riccardo Saponara,0.14,0.1,48.65,1.28,0,0,0.34,0.17,0,0.28,0,0.14,0.17,0.1,14.45,75.66,5,55.56,0,0,0,0,0.59,0,0.14,0,50,48.33,0.76,0.48,29
Alexis Saelemaekers,0.07,0.07,48.44,1.17,0,0,1.03,0.63,0.03,0.2,0,0.73,0.2,0.1,17.83,81.31,5.8,63.64,0,0,0,0,0.53,0,0.03,0,64.29,47.69,0.73,0.77,30
Krzysztof Piątek,0.12,0.24,50,1.76,0,0,0.55,0.03,0,1.18,0,0.48,0.09,0.15,16.24,70.15,4.09,50,0,0.09,0,0,1.12,0.21,0.15,0,43.9,43.4,1.3,1.18,33
Zlatan Ibrahimović,0.25,0,0,1.5,0,0,0,0,0,0.5,0,0,0,0,12.75,70.59,3.5,100,0,0,0,0,1,0,0,0,66.67,47.37,0.25,0.5,4
Diego Llorente,0,0,50,0.44,0,0,1.11,1.22,0,2.11,0,0.78,0,0,33.11,88.59,2.33,62.96,0,0.33,0,0,0.78,0,0,0,66.67,54.17,0.33,1,9
Lassana Coulibaly,0.09,0,55.17,0.46,0,0,2.4,0.71,0,0.86,0,1.23,0.09,0.09,33.11,84.04,6.2,53.97,0,0.17,0,0,1.37,0.26,0.34,0,44.12,50.84,1.43,1.51,35
Emanuel Aiwu,0,0,37.5,0.13,0,0,2.39,1.09,0,2.13,0.04,0.61,0,0,32.35,81.99,3,31.4,0,0.17,0,0,1.26,0.04,0.13,0,60.87,62.73,0.65,0.91,23
Ilija Nestorovski,0.1,0,75,0.67,0,0,0.33,0.1,0,0.48,0,0.29,0.05,0.05,7.71,71.6,1.62,62.5,0,0.05,0,0,0.33,0.05,0.14,0,25.53,40.95,1,0.86,21
Isaac Success,0.03,0.1,50.85,1.17,0,0,0.27,0.13,0,0.6,0,0.17,0.17,0.2,18.33,67.45,6.07,60.61,0,0.03,0,0,0.73,0,0.13,0,44.71,49.51,2.57,1.13,30
Luca Zanimacchia,0,0,38.46,1.27,0,0,1.4,0.6,0,0.27,0,0.87,0,0,17.53,74.9,4.4,40,0,0,0,0,1.07,0.07,0.13,0,23.08,43.82,0.67,0.6,15
Gary Medel,0,0,66.67,0.07,0,0,0.86,0.97,0,1.07,0,0.28,0.03,0.03,37.79,89.78,3.28,55.93,0,0.03,0,0,0.76,0.1,0.17,0,50,56.07,0.55,0.66,29
Matías Vecino,0.06,0.06,50,0.81,0.03,0,1.47,0.5,0,1.19,0.03,0.78,0,0,30.19,85.92,5.41,47.17,0,0.22,0,0,0.41,0.09,0.19,0,57.41,53.22,0.31,0.84,32
Georginio Wijnaldum,0.14,0.07,52.38,1.43,0.07,0,0.29,0.14,0,0.21,0,0.14,0.07,0,14.21,83.92,3.29,50,0,0.14,0,0,0.64,0,0,0,72.22,58.73,0.64,0.21,14
Milan Škriniar,0,0.05,100,0.43,0,0,1.38,0.62,0,2.19,0,0.67,0,0,65.14,91.74,5.71,59.26,0,0.38,0,0,1,0.1,0.14,0.05,48.57,47.73,0.67,1.67,21
Paweł Dawidowicz,0.04,0.04,20,0.54,0,0,2.08,1,0,2.92,0,0.38,0.04,0.04,33.17,76.51,3.04,37.21,0,0.13,0,0,0.88,0.29,0.29,0.04,62.5,57.07,0.54,1.63,24
Elseid Hysaj,0.03,0,37.5,0.12,0,0,1.15,0.59,0.03,0.94,0,0.53,0.06,0.03,35.74,85.43,6.38,51.72,0,0.35,0,0,0.29,0.21,0.09,0,50,50,0.41,0.56,34
Flavius Daniliuc,0,0,40,0.37,0,0,2.07,1.07,0,2.63,0,0.74,0.04,0.07,41.26,86.09,2.93,55.2,0,0.15,0,0,1.3,0.15,0.37,0,58.21,53.72,0.15,1.22,27
Yann Karamoh,0.19,0.05,50.98,0.95,0,0,0.24,0,0,0.05,0,0.19,0.05,0,9.48,79.4,2.62,50,0,0,0,0,0.33,0.05,0.1,0,22.58,40.48,0.62,0.52,21
Giacomo Raspadori,0.08,0.08,44.44,1.58,0,0,0.38,0.15,0,0.08,0,0.23,0.08,0.08,16.54,81.16,4.73,57.58,0,0.04,0,0,0.31,0.04,0.04,0,27.27,42.31,0.46,0.27,26
Omar Colley,0.06,0.13,100,0.38,0,0,1.06,1.38,0,4.25,0,0.19,0,0,44.38,86.2,2.75,46.43,0,0.13,0,0,1.44,0.13,0.31,0,46.67,56.14,1.13,0.94,16
Andrea Cambiaso,0,0.03,56.36,0.53,0,0,1.78,0.81,0,0.78,0,1.16,0.16,0.09,39.13,85.7,6.16,53.75,0,0.16,0,0,0.88,0,0.06,0,11.11,48.4,0.94,0.81,32
Gaetano Castrovilli,0.13,0,58.33,1.2,0,0,0.67,0.53,0,0.33,0,0.47,0.07,0.07,15.13,81.06,3.87,54.55,0,0.07,0,0,0.47,0.07,0.2,0,26.67,42.86,0.8,0.8,15
Tommaso Pobega,0.11,0.05,40,1.05,0,0,1.42,0.47,0,0.58,0,0.37,0,0,20.74,77.16,3.89,48,0,0.05,0,0,0.58,0.11,0.21,0,39.39,42.73,0.26,1.58,19
Marcos Antônio,0.06,0.06,100,0.19,0,0,0.56,0.69,0,1,0,0.69,0.06,0.06,26.25,90.48,4.56,55,0,0,0,0,0.25,0.13,0.13,0,0,50.91,0.94,0.56,16
Danilo D'Ambrosio,0,0.07,25,0.2,0,0,1.67,0.67,0,1.07,0,0.8,0.07,0.13,35.6,89.7,3.6,51.22,0,0.07,0,0,0.67,0.13,0.2,0.07,47.06,51.72,0.73,1.07,15
Marco Sportiello,0,0,0,0,0,0,0.07,0,0,0.73,0,0.13,0,0,25.13,73.74,0.33,40,2.87,0.07,0.07,0,1,0.4,0,0,100,70,0.13,0,15
M'Bala Nzola,0.41,0.41,40.26,2.06,0.03,0,0.38,0.22,0,0.66,0,0.19,0.06,0.06,18.38,80.27,7.53,60,0,0.19,0,0,1.19,0.25,0.25,0,34.13,33.59,1.34,1.88,32
Alex Ferrari,0,0,50,0.18,0,0,1.75,1.57,0.04,2.39,0,0.64,0.04,0,31.32,80.05,2.29,44,0,0.04,0,0,1.29,0.11,0.21,0,63.16,61.88,0.71,0.71,28
Duván Zapata,0.08,0.12,55.56,1.64,0,0,0.32,0.16,0,0.64,0,0.08,0,0.08,14.88,72.31,5.24,71.43,0,0.04,0,0,0.68,0.12,0.04,0,49.41,46.72,1.48,0.68,25
Jean-Daniel Akpa Akpro,0.04,0.04,62,0.58,0,0,2.21,0.54,0,0.88,0,0.75,0.13,0.04,16.33,76.28,2.79,51.72,0,0,0,0,0.75,0.08,0.29,0.08,47.06,54.13,0.75,1.29,24
Daniel Ciofani,0.25,0.06,0,1,0.03,0,0.19,0.06,0,0.31,0,0.09,0.03,0,6,62.5,1.75,62.5,0,0,0,0,0.63,0,0.03,0,34.31,37.84,0.47,0.28,32
Harry Winks,0,0,78.26,0.7,0,0,1.35,1.2,0,1,0,1.45,0.05,0,45.65,85.43,7.9,61.8,0,0.1,0,0,1.7,0.1,0.1,0,33.33,46.38,0.65,0.75,20
Jeroen Zoet,0,0,100,0,0,0,0.2,0,0,0.4,0,0,0,0,24,51.67,1.4,30.86,2,0,0.2,0,0.6,0.2,0.2,0,0,100,0,0,5
Jonathan Ikoné,0.12,0.09,61.54,1.55,0,0,0.48,0.12,0,0.03,0,0.27,0.21,0.12,18.85,84.08,6.67,77.55,0,0.03,0,0,0.64,0.06,0.12,0,33.33,42.56,0.76,0.85,33
Filippo Ranocchia,0.07,0.07,72.73,1.36,0,1.43,0.79,0.29,0,0.5,0,0.57,0,0,17.14,81.25,3.29,55.56,0,0,0,0,0.5,0.14,0.07,0,25,49.25,0.86,0.5,14
Samuele Perisan,0,0,0,0,0,0,0,0,0,0.57,0,0,0,0,27,71.43,0.57,40.7,2.14,0.29,0,0,1.29,0,0,0,50,66.67,0.14,0,7
Assan Ceesay,0.18,0.15,64.71,1.24,0,0,0.68,0.09,0,0.65,0,0.24,0.03,0,10.85,58.81,2.26,35.71,0,0,0,0,0.62,0.18,0.06,0,43.75,46.08,0.79,1.06,34
Alberto Grassi,0,0,50,0.4,0,0,1.04,1.08,0,1.8,0,0.36,0,0,22.28,81.33,2.56,46.94,0,0,0,0,0.64,0,0.12,0,70.27,54.33,0.52,0.88,25
Federico Fazio,0.07,0.07,50,0.79,0,0,1.07,2,0.21,4.29,0,0.5,0,0,36.93,76.98,3.07,36.99,0,0.21,0,0,0.86,0.5,0.14,0.07,73.47,60.4,0.43,0.79,14
Ondrej Duda,0,0.07,71.43,0.87,0,0,1.47,0.87,0,0.47,0,0.47,0.07,0,27.6,77.29,5.8,58.7,0,0,0,0,0.87,0.13,0.27,0,44,56.43,1.73,1.13,15
Giorgio Scalvini,0.06,0.03,52.17,0.53,0.03,0,1.69,1.75,0,1.69,0,0.88,0.03,0.06,45.75,81.49,7.66,42.86,0,0.03,0,0,0.81,0.28,0.22,0,56.98,47.08,0.19,1.72,32
Cyriel Dessers,0.23,0.19,37.14,1.92,0,0,0.42,0.12,0,0.19,0,0.15,0.08,0.08,10.31,65.3,2.92,50,0,0,0,0,1.27,0.12,0.12,0,25,29.67,0.54,1.31,26
Koffi Djidji,0.03,0.06,80,0.24,0.03,0,1.47,1,0.06,1.97,0,0.41,0,0,41.5,87.38,3.59,38.28,0,0.15,0,0,0.76,0.12,0.09,0,48.45,52,0.09,0.79,34
Janis Antiste,0.5,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,9,72.22,2,0,0,0,0,0,0.5,0,0,0,66.67,33.33,0,2,2
Samuele Vignato,0,0,75,0.2,0,0,0,0,0,0,0,0,0.2,0.2,6.6,87.88,2.2,100,0,0,0,0,0.2,0,0,0,33.33,57.14,0,0,5
Jaime Báez,0,0,100,1,0,0,2,0,0,1,0,1.5,0,0,19.5,71.79,4.5,50,0,0,0,0,1,0,0,0,100,63.64,0.5,0.5,2
Brian Bayeye,0,0,100,0,0,0,1.5,0.5,0,1,0,0,0,0,18,55.56,1.5,37.5,0,0,0,0,0.5,0.5,0,0,0,66.67,0.5,0.5,2
Tommaso Augello,0.05,0.03,59.65,0.3,0,0,0.46,0.46,0.03,1.32,0,0.3,0.14,0.14,35.35,77.52,6.16,51.28,0,0.03,0,0,1.62,0.11,0.08,0,54.29,54.5,0.7,0.38,37
Kristjan Asllani,0,0,40,0.55,0,0,0.55,0.3,0,0.2,0,0.15,0,0,21.7,90.09,3.1,55.17,0,0,0,0,0.4,0.1,0.1,0,0,57.14,0.35,0.25,20
Sam Lammers,0.06,0.15,50,1.55,0.03,0,0.97,0.27,0,0.55,0,0.39,0.06,0.06,14.36,66.03,3.58,40,0,0.03,0,0,0.94,0.12,0.03,0,46.67,47.89,0.94,0.76,33
Matías Soulé,0.08,0.08,52.17,0.77,0.08,0,0.54,0.23,0,0.15,0,0.15,0,0,11.77,83.66,3.31,72.73,0,0,0,0,0,0,0,0,17.65,42.19,0.38,0.23,13
Federico Bonazzoli,0.08,0.04,57.14,1.33,0,0,0.21,0.13,0,0,0,0.38,0.08,0.04,14.54,75.36,4.42,63.16,0,0.04,0,0,0.5,0.08,0.04,0,27.27,47.01,1.33,0.75,24
Luca Ranieri,0,0,50,0.11,0,0,1,1.22,0,1.67,0,0.33,0,0,36.33,84.1,2.44,43.48,0,0.22,0,0,0.56,0,0.11,0,44,50,0.22,0.67,9
Isak Hien,0,0.03,59.26,0.09,0,0,2.3,0.97,0,2.91,0,0.73,0,0,31.03,75,1.67,39.74,0,0.18,0,0,1.03,0.27,0.3,0,60.84,57.06,0.82,1.64,33
Mehdi Bourabia,0.03,0.05,50,0.89,0,0,1.11,0.84,0,1.55,0,0.61,0.18,0.08,33,80.06,7.03,46.94,0,0,0,0,1.11,0.29,0.08,0,38.6,43.02,0.47,0.89,38
Luka Lochoshvili,0.04,0.04,66.67,0.32,0,0,1.8,0.88,0.04,3.44,0,0.36,0.04,0.08,31.12,79.95,2.52,26.79,0,0.08,0,0,1.24,0.08,0.16,0,53.52,56.65,0.36,1.08,25
Alessandro Zanoli,0.09,0.17,69.23,0.7,0,0,1,0.52,0,1.57,0,0.39,0,0.09,25.3,79.55,3.61,32,0,0.04,0,0,1.39,0.09,0.13,0,33.33,56.45,0.43,0.17,23
Rui Patrício,0,0,0,0,0,0,0.03,0.06,0.03,0.26,0.09,0,0,0,21.8,72.87,0.46,45.87,2.11,0.37,0.09,0.03,0.89,0.11,0.03,0,100,75,0,0.03,35
Zeki Çelik,0,0,37.5,0.21,0,0,1.75,0.58,0,1.04,0,0.71,0.21,0.04,29.29,76.39,6.25,40.7,0,0.17,0,0,0.63,0.08,0.21,0.04,45.83,45.77,0.25,1.08,24
Enzo Barrenechea,0,0,0,0.67,0,0,2.67,0.67,0,1,0,0.67,0,0,38,85.09,3.67,42.86,0,0,0,0,1.33,0,0,0,66.67,55.56,0.33,1,3
Pietro Terracciano,0,0,100,0,0,0,0.07,0.03,0.07,0.83,0,0.03,0,0,32.97,73.54,1.1,49.38,2.14,0.17,0.24,0.03,1.24,0.07,0.03,0,100,75,0,0.07,29
Rasmus Højlund,0.28,0.34,47.46,1.69,0,0,0.13,0.03,0,0.16,0,0.16,0.03,0.06,13.25,74.29,5.44,83.33,0,0,0,0,0.63,0.28,0.03,0,36.67,36.6,1,0.66,32
Federico Di Francesco,0.06,0.08,39.13,1.08,0,0,0.78,0.22,0,0.36,0,0.28,0.14,0.06,12.56,72.35,4.72,35.29,0,0.03,0,0,0.58,0.08,0.17,0,25,40.48,0.89,1.19,36
Samuel Iling Junior,0.08,0,50,0.33,0,0,0.58,0.17,0,0.5,0,0.42,0,0.08,9.17,84.55,3.58,50,0,0,0,0,0,0,0.08,0,25,37.5,0.17,0.75,12
Nicola Zalewski,0.06,0.06,49.15,0.88,0,0,1.36,0.94,0,0.64,0,1.55,0.06,0.03,28.7,79.09,4.58,44.08,0,0.09,0,0,0.7,0.03,0.09,0,20,49.24,1.55,0.67,33
Daniel Maldini,0.11,0.06,56.1,0.83,0,0,0.67,0.06,0,0.44,0,0.39,0.06,0,9.22,72.89,2.33,30,0,0,0,0,0.56,0.06,0.06,0,41.38,51.18,1,0.72,18
Gian Marco Ferrari,0.03,0,0,0.24,0,0,0.7,0.7,0.06,2.45,0.09,0.21,0,0,38.79,86.33,3.42,56.67,0,0.18,0,0,1.06,0.15,0.15,0,64.86,63.52,0.94,0.73,33
Koni De Winter,0,0,50,0,0,0,1,0.43,0,4.5,0,0.57,0,0,35.21,85.8,1.21,43.48,0,0.21,0,0,1.07,0.14,0.21,0,59.26,47.83,0.14,0.93,14
Giangiacomo Magnani,0,0,60,0.28,0,0,1.4,0.88,0,3.4,0,0.24,0,0.04,20.16,74.01,1.56,41.74,0,0.08,0,0,0.8,0.2,0.28,0.04,60.71,60,0.4,0.92,25
Dodô,0.03,0,61.82,0.33,0,0,1.21,0.76,0.03,0.82,0,0.73,0.06,0.09,37.33,84.17,8.58,52.53,0,0.18,0,0,0.82,0.03,0.09,0.03,55.88,57.58,1.21,0.85,33
Nadir Zortea,0.05,0,45.71,0.47,0,0,1.32,0.21,0,1.05,0,0.32,0.11,0.05,20.47,76.35,3.79,43.18,0,0.11,0,0,0.68,0.05,0.26,0,55,51.33,0.32,0.79,19
Viktor Kovalenko,0,0.05,80,0.58,0,0,0.53,0.21,0,0.37,0,0.21,0.05,0,12.16,82.25,2.63,52.94,0,0,0,0,0.37,0.16,0.05,0,33.33,53.13,0.68,0.47,19
Dimitris Nikolaou,0.03,0,83.33,0.27,0.03,0,1.27,0.76,0,2.14,0,0.35,0.03,0,44.05,82.39,4.68,41.34,0,0.16,0,0,1.24,0.27,0.24,0.03,50,56.41,0.57,0.73,37
Kingsley Ehizibue,0.07,0.04,42.42,0.48,0,0,1.74,0.37,0,1.26,0,0.59,0.07,0,16.96,75.55,3.52,50,0,0.04,0,0,0.81,0.07,0.26,0,46.88,50.26,0.74,1.22,27
Domen Črnigoj,0,0,50,0.14,0,0,1.14,1.29,0,0.86,0,0.14,0,0,15.86,71.17,2.43,40,0,0,0,0,0.43,0,0.14,0,41.67,50,0.29,0.86,7
Matteo Bianchetti,0.04,0,66.67,0.28,0,0,1.28,0.8,0.04,4.28,0,0.48,0.04,0,37.08,78.32,2.52,38.31,0,0.08,0,0,1.72,0.16,0.2,0,61.17,59.12,0.4,0.72,25
Pasquale Mazzocchi,0.07,0.04,61.7,0.67,0,0,1.19,0.37,0,1.04,0,0.74,0.04,0.11,24.81,79.85,5.26,48.39,0,0.07,0,0,1.04,0.22,0.07,0,46.15,48.37,0.63,1,27
David Zima,0,0.11,100,0.44,0,0,1,1,0,1.22,0.11,0.11,0,0,21.89,78.17,1,44.44,0,0.11,0,0,0.33,0.22,0,0,62.5,62.79,0.22,0.44,9
Karol Linetty,0.03,0.03,38.1,0.5,0.03,0,1,0.59,0.03,0.69,0,0.38,0,0,29.38,87.34,6,60.71,0,0.09,0,0,0.69,0.13,0.25,0,48,43.65,0.69,1.56,32
Giovanni Simeone,0.16,0.08,58.33,0.56,0.08,0,0.48,0.04,0,0.16,0,0.2,0.12,0.04,4.16,73.08,1.2,75,0,0,0,0,0.28,0,0.04,0,24,41.46,0.36,0.28,25
Jean-Victor Makengo,0,0,91.67,0.44,0,0,1,0.56,0,0.19,0,0.25,0,0.06,19.38,84.84,5.25,60,0,0,0,0,0.63,0.06,0.13,0,83.33,64.29,0.81,0.56,16
Tonny Vilhena,0.12,0.03,47.22,0.94,0,0,1.33,0.55,0.03,0.58,0,0.91,0.06,0.03,24.18,79.82,5.58,46.48,0,0.06,0,0,1.06,0.27,0.15,0,22.73,43.03,1.03,1.03,33
Mattia Caldara,0,0.05,50,0.55,0,0,1.15,0.85,0.05,4.3,0.1,0.55,0,0,29.4,77.04,2.05,35.29,0,0.1,0,0,0.95,0.15,0.3,0,58.33,55.56,0.5,0.8,20
Leonardo Spinazzola,0.04,0,47.17,0.38,0,0,0.58,0.35,0,0.81,0,0.58,0.15,0.15,29.35,77.06,5.35,46.6,0,0.19,0,0,0.65,0.15,0.12,0,52.94,45.59,0.5,0.5,26
Mario Pašalić,0.16,0.16,34.78,1,0,0,0.69,0.66,0,0.38,0,0.53,0.06,0.06,21.63,80.92,6.09,60,0,0.03,0,0,0.66,0.09,0.09,0,50.68,41.71,0.5,0.75,32
Andrea Pinamonti,0.16,0.03,37.04,2.09,0,0,0.31,0.06,0,0.34,0,0.13,0.09,0,15.03,66.94,3.63,54.55,0,0.03,0,0,0.81,0.19,0.09,0.03,31.3,33.21,0.97,0.66,32
Tommaso Baldanzi,0.15,0.04,43.4,1.27,0,0,0.96,0.08,0,0.15,0,0.92,0.04,0,23.85,85.48,7.38,46.43,0,0,0,0,0.88,0,0.08,0,25,49.72,1.42,0.46,26
Nicolò Fagioli,0.12,0.08,50,0.5,0,0,1.12,0.31,0,0.15,0.04,0.73,0.04,0.12,21.96,85.46,4.96,58.49,0,0.19,0,0,0.58,0.04,0.12,0,12.5,44.53,0.88,0.77,26
Abdelhamid Sabiri,0.11,0.11,45.16,1.83,0,0,1,0.11,0,0.28,0,0.5,0.11,0,22.33,74.13,6.67,60.98,0,0.06,0,0,1.06,0.06,0.28,0,50.85,48.1,2.17,1.56,18
Ola Solbakken,0.07,0.07,45.45,0.64,0,0,0.14,0.14,0,0.57,0,0.36,0.14,0.14,10.36,72.41,3.29,30,0,0,0,0,0.29,0,0.14,0,26.67,30.51,0.5,0.43,14
Arkadiusz Reca,0.03,0,34.55,0.74,0,0,1.45,0.81,0.03,1.71,0,0.45,0.06,0.03,28.61,71.59,5.81,40,0,0.16,0,0,1.03,0.29,0.19,0,45.45,46.3,0.52,1.06,31
Marvin Zeegelaar,0.14,0,88.89,0.43,0,0,1.14,0.43,0,0.71,0,0.14,0,0,23.43,83.54,2.71,36.36,0,0,0,0,0.43,0.43,0.14,0.14,80,54.35,0.14,1.86,7
Samuele Birindelli,0,0.06,57.89,0.45,0,0,1.13,0.52,0,0.81,0,0.35,0.03,0.03,19.13,75.72,4.13,35.19,0,0,0,0,0.74,0.06,0.26,0,40,53.66,0.45,0.48,31
Junior Sambia,0,0,37.04,0.59,0,0,0.55,0.36,0,0.5,0,0.18,0.14,0.05,13.27,84.25,3.23,66.67,0,0,0,0,0.41,0.05,0.14,0,60,51.43,0.77,0.5,22
Paul Pogba,0,0.17,85.71,0.83,0,0,0,0,0,0.33,0,0.17,0.17,0,10.83,73.85,2.5,50,0,0,0,0,0,0,0,0,70,64.52,1.17,0.33,6
Kevin Bonifazi,0,0,71.43,0.15,0,0,1,0.92,0,2.85,0,0.46,0,0,55.23,89.42,3.38,60.98,0,0.08,0,0,1.31,0,0.15,0,32,42.86,0.08,0.46,13
Pietro Ceccaroni,0,0,0,1,0,0,0,1.5,0,1,0,0,0,0,5.5,72.73,0,33.33,0,0,0,0,0.5,0,0,0,0,0,0,0,2
Alessandro Tuia,0,0,66.67,0.29,0,0,1.43,2.14,0,4,0,0.86,0,0,29,69.95,2.43,39.29,0,0,0,0,0.86,0,0.14,0,41.67,44.44,0.29,1.29,7
Alberto Basso,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,100,1,0,0,0,0,0,0,0,0,0,100,50,0,0,1
Francesco Rossi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Soualiho Meïté,0,0,60.87,0.55,0,0,1.52,0.87,0,1.13,0,0.81,0,0.06,32.58,84.95,4.97,55.95,0,0.13,0,0,1.39,0.13,0.16,0,62.22,56.39,1.52,0.87,31
Joaquín Correa,0.12,0.04,51.85,0.85,0,0,0.46,0.12,0,0,0,0.42,0.08,0.04,10.58,80.36,3.88,90,0,0,0,0,0.46,0,0.04,0,25,43.24,0.69,0.46,26
Valerio Verre,0,0,52.63,0.78,0,0,0.78,0.5,0,0.17,0,0.5,0.06,0,19.83,75.91,4.17,60.47,0,0,0,0,0.56,0.11,0.28,0,50,43.75,0.72,0.78,18
Francesco Caputo,0.17,0.28,23.53,1.69,0,0,0.14,0.08,0,0.31,0,0.11,0.11,0.11,15.42,71.89,4.47,83.33,0,0.06,0,0,1.11,0.06,0.03,0,31.51,39.2,1.28,0.5,36
Filip Đuričić,0.09,0.06,50,0.81,0.06,0,1.31,0.22,0,0.22,0,0.59,0.06,0,22.09,79.92,6.38,61.9,0,0.03,0,0,1.41,0.06,0.28,0,34.09,45.12,1.5,1.19,32
Mërgim Vojvoda,0,0.07,60,0.79,0,0,0.76,0.34,0,0.79,0.03,0.45,0.21,0.17,32.59,78.73,8.79,54.12,0,0.24,0,0,0.52,0.21,0.1,0,35.71,40.48,0.24,0.66,29
Kevin Agudelo,0,0,49.5,0.83,0,0,2.03,0.29,0,0.17,0,0.97,0.11,0.03,19.77,75.72,6.83,57.58,0,0,0,0,0.94,0.17,0.14,0,38.64,46.38,1,0.97,35
Adolfo Gaich,0.12,0.24,68.42,1.47,0,0,0.29,0.18,0,0.47,0,0.29,0,0,9.82,57.49,2,0,0,0,0,0,0.59,0.18,0.12,0,34.18,39.31,0.82,1.06,17
Filippo Bandinelli,0.06,0,41.67,0.69,0.03,0,1.57,0.51,0.03,1.11,0,0.77,0.06,0,26,78.35,5,41.49,0,0.03,0,0,0.69,0.09,0.29,0,34.48,43.98,1.06,1.51,35
Adam Masina,0.14,0,100,0.14,0.14,0,0.71,0.71,0.07,1.86,0.07,0.64,0,0,27.79,79.18,2.43,48.19,0,0.14,0,0,0.93,0.07,0.14,0,70.27,55.56,0.07,0.79,14
Gianluca Gaetano,0.13,0.25,100,0.88,0,0,0.63,0.13,0,0,0,0,0,0.13,7.5,80,2.5,100,0,0,0,0,0,0,0,0,0,61.54,0.13,0.25,8
Emil Bohinen,0,0,53.33,0.17,0,0,1.04,0.71,0.04,0.79,0,0.46,0,0,19.79,84.84,3.33,50,0,0,0,0,0.5,0.04,0,0,44.44,50.88,0.54,0.63,24
Riccardo Sottil,0,0,38.24,1.17,0,0,0.22,0,0,0,0,0.17,0.06,0.11,13,87.61,7.11,81.82,0,0,0,0,0.33,0,0.06,0,37.5,51.09,1.5,0.22,18
Pedro Obiang,0,0,42.86,0.41,0,0,1.53,0.47,0,0.76,0,0.47,0,0.06,25.59,83.45,3.47,55.17,0,0,0,0,0.82,0.18,0.12,0,45.95,51.92,0.47,0.94,17
Joakim Mæhle,0.09,0.09,35.29,0.76,0.03,0,0.94,0.71,0,0.62,0,0.5,0.06,0.09,34.74,81.63,10.88,40.58,0,0.06,0,0,0.79,0.18,0.15,0.03,23.53,41.95,0.56,0.47,34
José Machín,0,0,38.89,0.4,0,0,1.12,0.52,0,0.6,0,0.72,0.12,0.08,26.04,84.18,5.44,51.16,0,0,0,0,0.72,0.04,0.16,0,46.15,44.17,0.48,0.76,25
Ignacio Pussetto,0,0,33.33,0.4,0,0,1.2,0,0,0.6,0,0.2,0.2,0,10.2,66.67,3.2,0,0,0,0,0,0,0.4,0.2,0,44.44,42.86,0.2,1.4,5
Simone Romagnoli,0,0,0,0.14,0,0,0.86,0.14,0,1.43,0,0,0,0,10.57,82.43,0.14,16.67,0,0,0,0,0.43,0.14,0,0,55.56,59.26,0,0.43,7
Kaan Ayhan,0,0,0,0.1,0,0,1,0.5,0,2.5,0.1,0,0,0,32.9,86.93,2.4,54.39,0,0.1,0,0,0.8,0.3,0.1,0,30,62.5,0.8,0.4,10
