Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls,Appearances
Rafael Tolói,0.06,0.09,40,0.91,0,0,2.16,1.78,0.06,2.66,0,0.91,0,0.03,50.97,81.3,8.31,39.29,0,0.22,0,0,0.84,0.28,0.25,0,56.58,55.42,0.63,1.19,32
Marko Arnautović,0.48,0.38,54.17,1.48,0.1,0,0.43,0.1,0,0.48,0,0.24,0.19,0,21.29,72.26,4.9,55.56,0,0.05,0,0,1.05,0.1,0.24,0,45.45,43.7,0.95,1.05,21
Patrick Ciurria,0.17,0.06,40.43,1.39,0,0,0.86,0.19,0,0.69,0,0.44,0.25,0.14,30.25,82.46,6.61,46.91,0,0.14,0,0,0.89,0.08,0.11,0,48,49.76,1.11,0.89,36
Musa Barrow,0.09,0,36.92,2.03,0,0,0.66,0.03,0,0.16,0,0.19,0.28,0.25,21.22,79.82,6.19,50.85,0,0.06,0,0,0.88,0.09,0.09,0,26.09,36.71,0.59,0.63,32
Jhon Lucumí,0,0,66.67,0.33,0,0,1.61,1.06,0.12,2.85,0,0.58,0,0.03,58.94,88.84,3.61,60.66,0,0.18,0,0,1.06,0.12,0.24,0,57.75,57.71,0.55,0.88,33
Davide Calabria,0.04,0,27.27,0.64,0.04,0,2.84,1,0.04,1.2,0,0.92,0.12,0.16,42.32,82.51,7.16,30.65,0,0.08,0,0,0.92,0.08,0.24,0,52,60.71,0.6,0.64,25
Nikola Vlašić,0.15,0.18,53.57,1.56,0,0,0.94,0.29,0,0.32,0,0.65,0.06,0.18,27.24,81.75,10.5,64.29,0,0.18,0,0,0.74,0.15,0.03,0,34.67,41.95,1.12,0.94,34
Norbert Gyömbér,0,0.04,66.67,0.3,0,0,1.19,1.26,0.04,3.3,0,0.3,0.04,0.04,27.3,83.72,1.41,42.68,0,0.07,0,0,0.56,0.15,0.19,0,63.38,59.72,0.26,0.81,27
Saša Lukić,0.13,0.06,20,1,0,0,1.31,0.81,0,0.63,0,0.38,0.13,0,43.75,88.14,9.5,70.18,0,0.06,0,0,0.94,0.19,0.25,0,50,45.76,0.63,1.63,16
Aleksa Terzić,0.05,0,66.67,0.45,0,0,0.73,0.23,0,0.68,0,0.45,0.09,0.05,24.14,85.88,4.59,54.9,0,0,0,0,0.36,0,0.09,0,43.75,57.95,0.55,0.18,22
Rade Krunić,0,0.04,82.61,0.61,0,0,1.74,0.7,0,0.83,0,1.48,0.09,0.04,41.22,85.86,6.61,67.57,0,0.22,0,0,0.7,0.04,0.35,0,53.85,55.21,0.83,0.7,23
Christian Kouamé,0.14,0.21,36.84,1.5,0.07,0,0.96,0.43,0,0.21,0,0.25,0.18,0.14,21.04,73.34,7.68,48.28,0,0.04,0,0,0.93,0.04,0.18,0,53.45,49.85,2,1.14,28
Luis Muriel,0.1,0.03,50.75,1.17,0,0,0.31,0.07,0,0.07,0,0.38,0.21,0.1,15.28,72.01,6.14,58.14,0,0,0,0,0.45,0.07,0,0.07,28.95,37.7,0.52,0.62,29
Marten de Roon,0.09,0,55.56,0.54,0.03,0,2.2,1.03,0,1.57,0,1.31,0.06,0.03,53.66,83.6,10.71,53.45,0,0.23,0,0,0.91,0.23,0.2,0,62.65,52.68,0.69,1.31,35
Hirving Lozano,0.09,0.16,53.73,1.31,0,0,0.75,0.47,0,0.09,0,0.38,0.16,0.09,15.84,81.66,5.91,46.67,0,0.03,0,0,0.16,0.09,0.09,0,38.1,51.56,0.97,0.84,32
Federico Baschirotto,0.08,0.03,75,0.57,0.08,0,1.08,0.97,0.03,5.03,0,0.38,0.03,0,37.03,74.09,2.89,41,0,0.16,0,0,1,0.19,0.16,0,58.71,55.34,0.3,1,37
Brahim Díaz,0.18,0.18,49.37,1.06,0,0,0.97,0.21,0,0.12,0,0.3,0.33,0.21,20.76,82.19,7.48,58.62,0,0,0,0,0.58,0.06,0.09,0,14.29,45.79,1.52,0.88,33
Ethan Ampadu,0.03,0.13,90,0.63,0,0,2.06,1.16,0.06,3,0,0.78,0.06,0.03,48.81,81.82,5.25,45.58,0,0.16,0,0,1.13,0.28,0.25,0.03,60.95,57.4,0.63,1.44,32
Nemanja Matić,0.06,0.03,82.76,0.31,0,0,1.34,0.71,0,0.49,0.03,0.4,0.11,0.06,36.4,86.66,7.49,63.91,0,0.14,0,0,0.54,0.11,0.14,0,58.82,60.45,0.49,0.54,35
Gianluca Mancini,0.03,0.06,64.29,0.63,0,0,1.06,1.31,0.03,1.83,0,0.46,0.06,0.06,45.11,82.08,4,43.19,0,0.34,0,0,0.69,0.11,0.2,0,68.24,58.64,0.71,1.11,35
Łukasz Skorupski,0,0,0,0,0,0,0.05,0,0.03,0.89,0.05,0.03,0,0,27.16,74.83,0.62,44.99,3.14,0.19,0.24,0.05,1.22,0.11,0.11,0,80,83.33,0.19,0.03,37
Lazar Samardžić,0.14,0,45.16,1.35,0,0,0.89,0.3,0,0.38,0,0.7,0.14,0.11,21.43,85.37,6.05,70.25,0,0,0,0,0.65,0.08,0.03,0,31.25,39.71,0.35,0.7,37
Matteo Darmian,0.03,0.03,50,0.23,0,0,1.81,0.68,0,1.1,0,0.52,0.13,0.06,39.87,86.97,5.35,48.31,0,0.16,0,0,0.61,0.1,0.1,0,39.47,55.87,0.65,0.68,31
Ruslan Malinovskyi,0.07,0,47.37,1.27,0,0,0.93,0.33,0,0.13,0,0.73,0.27,0.13,20.13,79.47,6.53,63.41,0,0,0,0,0.47,0.07,0.13,0,41.67,45.35,0.73,0.67,15
Jerdy Schouten,0,0,67.5,0.24,0,0,1.91,1.21,0,1.24,0,0.67,0.09,0.06,45.21,87.06,6.91,62.16,0,0.09,0,0,1.03,0.09,0.09,0,50,57.59,0.91,0.76,33
Santiago Ascacíbar,0,0,50,1.08,0,0,2.23,1,0,0.62,0,1.62,0.08,0,32.54,82.51,7,50,0,0.08,0,0,0.77,0.08,0.08,0,35.48,46.85,0.69,0.85,13
Tommaso De Nipoti,0,0,100,0,0,0,1,0,0,0,0,0,0,0,5,60,1,100,0,0,0,0,0,0,0,0,100,100,0,0,1
Tommaso Cassandro,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,100,1,100,0,0,0,0,0,0,0,0,0,50,0,1,1
Denis Zakaria,0,0,0,0,0,0,3,1,0,0.5,0,0,0,0,17,94.12,2,100,0,0.5,0,0,0.5,0,0,0,0,85.71,0,0,2
Davide Frattesi,0.19,0.14,55.74,1.78,0.06,0,1.75,0.44,0,1.08,0,0.53,0.08,0,27.67,80.52,7.56,64.52,0,0.08,0,0,1.08,0.22,0.11,0,48.94,53.78,1.61,1.08,36
Stephan El Shaarawy,0.24,0.1,39.39,1.45,0,0,0.72,0.52,0,0.34,0,0.55,0,0.07,24.45,80.54,5.86,65.22,0,0.03,0,0,0.55,0,0.1,0,47.06,45,0.62,0.55,29
Leandro Paredes,0.04,0,80,0.64,0,1,0.76,0.68,0.04,0.8,0,0.48,0.08,0,28.88,91.41,5.44,72.46,0,0.04,0,0,0.48,0,0.28,0.04,57.14,50,0.4,0.8,25
Giacomo Bonaventura,0.17,0.1,54.76,1.63,0.03,0,1.17,0.53,0,0.1,0,0.43,0.1,0.03,28.73,85.61,9.1,65.45,0,0.1,0,0,0.8,0.03,0.13,0.03,38.89,51.14,1.33,0.8,30
Milan Đurić,0.03,0.03,40,0.55,0.03,0,0.07,0.03,0,0.86,0,0.07,0.07,0.07,18.83,50.92,3.76,28.57,0,0.03,0,0,0.59,0.24,0.1,0,77.45,69.49,1.03,0.9,29
Nikola Moro,0.04,0,72,0.81,0,0,1.23,0.31,0,0.65,0,0.85,0.15,0.19,29.88,81.6,6,68.42,0,0,0,0,0.58,0.04,0.04,0,65.63,55.86,0.42,0.58,26
Mike Maignan,0,0,0,0,0,0,0.05,0.05,0,0.64,0,0,0,0.05,31.41,80.61,0.91,46.84,1.91,0.36,0.14,0.05,0.86,0.09,0,0,100,100,0.14,0,22
Simone Bastoni,0.11,0,41.18,1.16,0,0,2.47,0.42,0,0.68,0,0.95,0.16,0.21,23.63,69.27,5.42,33.33,0,0.05,0,0,0.74,0.42,0.37,0,57.14,49.37,0.63,1.53,19
Simone Verdi,0.2,0,63.79,1.2,0.04,0,0.6,0,0,0.08,0,0.48,0.16,0,13.32,75.38,3.92,60.47,0,0,0,0,0.64,0.16,0.12,0,39.13,48.35,1.08,0.64,25
Bram Nuytinck,0,0,50,0.2,0,0,2.44,1.12,0.04,4.12,0,0.6,0.04,0.04,31.24,85.02,1.16,48.45,0,0.04,0,0,1.4,0.08,0.2,0,46.75,56.25,0.4,1.08,25
Alessandro Buongiorno,0.03,0.03,46.15,0.59,0.03,0,1.12,1.76,0,2.91,0.03,0.44,0.09,0.06,45.71,85.2,3.06,34.91,0,0.26,0,0,0.71,0.18,0.24,0,65.56,56.04,1.12,1.88,34
Henrikh Mkhitaryan,0.1,0.03,46.67,1.13,0,0,1.32,0.68,0,0.48,0,0.87,0.1,0.06,33.13,88.41,9.58,79.66,0,0.03,0,0,0.52,0.06,0.13,0,45.45,47.18,0.9,0.9,31
Juan Musso,0,0,0,0,0,0,0.04,0,0,0.54,0.04,0,0,0,23,65.94,0.38,40.26,2.67,0.29,0.08,0,0.96,0.17,0.04,0,100,100,0.21,0,24
Destiny Udogie,0.09,0.06,50.5,0.82,0,0,2.15,1.09,0.06,0.55,0,0.76,0.06,0.12,29.21,82.99,8.52,75,0,0.24,0,0,0.91,0.09,0.15,0,53.13,54.72,1.76,1.12,33
Nicolò Cambiaghi,0.21,0.04,51.22,1.29,0.04,0,1.07,0.32,0,0.21,0,0.68,0,0.04,13.64,80.63,4.64,64.29,0,0,0,0,0.32,0.11,0.11,0.04,16.67,53.77,2.14,0.89,28
Samuele Ricci,0.07,0.11,40,0.75,0,0,1.14,0.61,0,0.93,0,0.18,0.11,0.04,40.89,89.52,7.61,64.79,0,0.21,0,0,0.61,0.18,0.21,0,42.31,60.89,2.07,0.79,28
Marin Pongračić,0,0,100,0.11,0,0,1.78,1.78,0,3.33,0,0.22,0,0,40.11,81.99,2,54.72,0,0,0,0,0.78,0.22,0.22,0,47.37,50,0,1.67,9
Roberto Pereyra,0.15,0.12,43.33,1.24,0,0,1.06,0.47,0.03,0.59,0,0.82,0.24,0.21,33.68,84.54,9.44,62.07,0,0.06,0,0,1.12,0.12,0.21,0,25,44.96,1.38,0.91,34
Samuel Umtiti,0,0.04,54.55,0.48,0,0,2.08,1.04,0,3.08,0,0.32,0,0,34.32,83.92,2.6,43.59,0,0.24,0,0,0.96,0.16,0.32,0,56.67,61.03,1.08,1.28,25
Arkadiusz Milik,0.26,0.26,55,1.63,0,1.85,0.44,0.04,0.04,0.52,0,0.22,0.15,0.04,16.26,78.59,3.48,62.5,0,0.15,0,0,0.48,0,0.04,0.04,39.13,44.44,1.07,1,27
Perr Schuurs,0,0.07,76.92,0.47,0,0,1.7,0.93,0.03,3.23,0,0.4,0.03,0.07,39.8,88.19,2.07,59.18,0,0.13,0,0,0.87,0.1,0.17,0,55.05,55.11,0.1,1.03,30
Éderson,0.03,0.03,60.66,1.03,0,0,1.91,1.03,0.03,0.74,0,1.06,0.11,0.03,30.63,81.9,7.14,65.31,0,0.03,0,0,0.69,0.2,0.11,0,48.78,54.58,1.23,0.8,35
Bartłomiej Drągowski,0,0,0,0,0,0,0.03,0.03,0,0.83,0.06,0.11,0.03,0.03,29.83,64.37,1.23,35.19,3.34,0.17,0.17,0.03,1.34,0.29,0.03,0,90,75,0.17,0,35
Arthur Cabral,0.29,0.07,46.88,1.93,0.04,0,0.32,0.04,0.04,0.39,0,0.14,0,0.04,9.36,69.08,2.79,55.56,0,0.04,0,0,0.57,0.04,0.14,0,50,43.54,0.64,0.93,28
Davide Zappacosta,0.19,0.05,34,1.19,0,0,1.62,0.43,0,0.71,0,0.33,0.14,0.1,32.19,87.13,8,45.83,0,0.05,0,0,0.76,0.29,0.19,0,20,45.52,0.62,0.86,21
Andrea Colpani,0.15,0.07,60.61,0.93,0,0,0.52,0.11,0,0.22,0,0.15,0.19,0.04,13.63,83.15,4.37,64,0,0,0,0,0.44,0,0.04,0,37.5,50.77,0.96,0.81,27
Georgios Kyriakopoulos,0.04,0.04,56.82,0.83,0,0,1.42,0.63,0,0.79,0,0.71,0.13,0.13,26.92,81.73,6.71,50,0,0.08,0,0,0.67,0.17,0.21,0,33.33,48.73,1.04,0.75,24
Pierre Kalulu,0.03,0.09,66.67,0.32,0.03,0,1.68,1.21,0.03,1.41,0.03,0.41,0.06,0,50.09,88.67,4.97,54.32,0,0.18,0,0,1.09,0.12,0.12,0,52.86,61.17,0.68,0.71,34
Pablo Marí,0.03,0,50,0.33,0,0,1.23,1.03,0,3.63,0.03,0.3,0,0,53.53,88.79,3.27,58.22,0,0.23,0,0,1.13,0.1,0.13,0,68.6,59.12,0.3,1.03,30
Pedro,0.11,0.03,53.45,1.17,0,0,0.97,0.17,0,0.08,0,0.53,0.14,0.08,24.97,84.32,6.28,48.89,0,0,0,0,0.42,0.14,0.03,0,16.67,48.99,0.83,0.72,36
Luca D'Andrea,0,0,40,1.4,0,0,0.8,0.2,0,0,0,0.6,0,0.2,15.2,76.32,4,100,0,0,0,0,0.6,0.2,0,0,40,46.34,1.8,0.8,5
Sofyan Amrabat,0,0,75,0.45,0,0,1.34,0.72,0.07,0.62,0.03,0.45,0.03,0.03,50.07,89.81,10.14,79.76,0,0.14,0,0,0.9,0.03,0.38,0,45.83,48.13,0.97,1.86,29
Cristian Volpato,0.14,0,54.55,0.57,0,0,0.43,0.29,0,0,0,0.29,0.14,0.14,13.57,82.11,4.71,66.67,0,0,0,0,0,0,0,0,50,44.44,0.86,1,7
Leonardo Bonucci,0.06,0.06,100,0.31,0,0,0.31,0.81,0,1.81,0,0.13,0,0,36.13,87.72,2.19,51.85,0,0.25,0,0,0.44,0.06,0.13,0,46.51,46.27,0.31,0.69,16
Junior Messias,0.2,0.08,61.82,1.28,0,4,0.96,0.28,0,1.04,0,0.56,0.16,0.08,20.52,79.14,6.76,54.29,0,0.08,0,0,0.68,0.08,0.12,0,37.88,48.86,0.96,0.96,25
Adam Marušić,0,0.06,76.92,0.48,0,0,1.24,1.15,0,1.64,0,0.42,0.06,0.06,48,87.56,6.52,55.75,0,0.36,0,0,0.61,0.15,0.24,0.03,53.7,55.29,0.42,0.67,33
Daniele Verde,0.12,0.04,46.15,1.35,0.04,0,0.15,0.31,0,0.12,0,0.19,0.08,0,14.38,77.54,4.62,42.42,0,0,0,0,0.69,0.08,0.04,0,0,48.15,0.62,0.08,26
Alessandro Florenzi,0,0.17,0,0.83,0,0,1,0.67,0,0.17,0,0.5,0,0,21.17,77.17,4.5,22.73,0,0,0,0,0.17,0,0.17,0,100,57.14,0.17,0.33,6
Panagiotis Retsos,0,0,100,0.5,0,0,2.5,1,0,1.5,0,0,0,0,23,84.78,2,71.43,0,0,0,0,1.5,0,0,0,50,57.89,1,2,2
Mouhamadou Sarr,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,35.5,71.83,2,50,2.5,0.5,0,0,1.5,0,0,0,100,100,0,0,2
Martin Erlić,0,0,50,0.14,0,0,0.96,1.11,0,4.11,0.04,0.46,0.04,0,45.96,86.09,1.96,57.81,0,0.25,0,0,1.04,0.25,0.07,0,55.06,53.94,0.43,0.75,28
Federico Chiesa,0.1,0.05,55.81,1.24,0,0,1.05,0,0,0.05,0,0.43,0.19,0.24,13.1,78.55,4.9,50,0,0,0,0,0.48,0,0.1,0,16.67,47.58,0.57,0.62,21
Eljif Elmas,0.17,0,51.11,0.92,0,0,0.67,0.31,0,0.08,0,0.33,0.08,0.08,26.86,88.21,7.69,58.82,0,0.03,0,0,0.22,0.06,0.14,0,26.32,42.31,0.39,0.61,36
Cyril Ngonge,0.33,0.07,38.24,1.93,0.07,0,0.6,0.47,0.07,0.27,0,0.53,0,0.07,11.07,58.43,2.2,25,0,0,0,0,0.4,0.27,0.2,0,32.14,35.17,0.73,1.07,15
Lewis Ferguson,0.22,0.19,42.86,1.34,0.06,0,1.38,0.59,0,0.78,0,0.63,0,0,37.19,86.13,8.09,36.96,0,0.09,0,0,0.84,0.09,0.13,0,43.28,47.83,1.28,1.56,32
Ciprian Tătărușanu,0,0,0,0,0,0,0,0.06,0,0.5,0,0,0.06,0.06,30.06,75.47,1,52.05,2.56,0.25,0.13,0,1.25,0.13,0,0,50,80,0.19,0,16
Danilo Cataldi,0,0,42.86,0.24,0,0,0.86,0.83,0,1.07,0,0.9,0.03,0.03,43.93,88.62,6.03,64.37,0,0.14,0,0,0.45,0.07,0.17,0,28.57,46.85,0.69,0.41,29
Mathías Olivera,0.07,0,43.48,0.3,0.07,0,1.3,0.73,0,0.8,0,0.7,0.07,0.07,39.5,87.26,9.6,49.28,0,0.23,0,0,0.3,0.07,0.07,0,44,46.93,0.83,0.7,30
Igor Júlio,0,0.04,81.82,0.26,0,0,1.59,0.93,0,1.96,0.04,0.26,0,0,48.59,88.03,3.67,55.09,0,0.15,0,0,0.81,0.07,0.3,0.04,58.21,57.22,0.48,1.07,27
Denzel Dumfries,0.03,0.18,45.24,0.97,0,0,1.03,0.35,0.03,0.59,0,0.35,0.32,0.12,22.26,79.13,5.03,48,0,0.06,0,0,0.68,0.09,0.12,0,50.6,51.74,1.15,0.91,34
Hans Hateboer,0.06,0.06,57.14,0.71,0,0,1.24,0.71,0,1.29,0,1,0.12,0.06,32.41,81.67,8.47,45.95,0,0.35,0,0,0.76,0.18,0.41,0,63.16,47.27,0.18,1.12,17
Berat Djimsiti,0,0.04,66.67,0.21,0,0,1.42,1.5,0,3.08,0,0.33,0,0.04,44.88,87.09,3.5,43.82,0,0.17,0,0,0.83,0.13,0.13,0,58.42,59.32,0.33,0.63,24
Tyronne Ebuehi,0.08,0.08,55,0.73,0.04,0,0.85,0.46,0,2.54,0,0.15,0.12,0.15,25.5,80.54,3.15,41.67,0,0.19,0,0,0.85,0.08,0,0,37.25,50,0.65,0.46,26
Marco Silvestri,0,0,0,0,0,0,0.05,0.03,0,0.82,0,0.03,0,0,27.16,75,0.5,41.12,2.39,0.26,0.18,0,1.16,0.11,0,0,100,93.75,0.11,0,38
Frank Tsadjout,0.15,0.1,85.71,1.3,0,0,0.5,0.4,0,0.45,0,0.3,0,0.05,13.25,69.43,3.65,40,0,0,0,0,1.2,0.15,0.05,0,49.58,50,0.9,1.1,20
Sebastian Walukiewicz,0,0,100,0.18,0,0,0.82,0.64,0,2.73,0,0.18,0,0,35.82,87.56,1.27,49.02,0,0.09,0,0,0.73,0.09,0,0,36.36,55.88,0.18,0.45,11
Walace,0,0,45.83,0.86,0,0,2.22,1.38,0.03,1.22,0,1.32,0.05,0.03,46.95,84.74,7.22,64.64,0,0.27,0,0,1.14,0.05,0.16,0,44.23,49.36,1.05,1.08,37
Jakub Kiwior,0,0.06,71.43,0.59,0,0,1.29,1.41,0,4,0,1.06,0.06,0,43.88,85.25,2.29,50.45,0,0.06,0,0,1.24,0.35,0.18,0,64.71,51.43,0.29,0.94,17
Simon Kjær,0,0,0,0,0,0,0.88,0.53,0,2,0,0.24,0,0,40,86.76,2.94,55.75,0,0.12,0,0,0.35,0.06,0.24,0,57.58,57.38,0.06,0.47,17
Lorenzo Pirola,0.08,0.04,62.5,0.5,0.08,0,1.31,1.15,0,3.23,0.04,0.31,0,0,37.5,80.62,2.38,35.64,0,0.12,0,0,1.27,0.19,0.15,0,55.81,55.49,0.35,1.08,26
Adama Soumaoro,0,0,100,0.09,0,0,1.09,0.65,0,3.13,0,0.09,0,0,46.43,93.26,1.61,68.42,0,0.17,0,0,0.91,0.17,0.13,0.04,67.39,64.81,0.52,0.91,23
Gianluca Caprari,0.14,0.05,48.19,1.38,0,0,0.43,0.22,0,0.08,0,0.49,0.03,0.05,26.84,83.18,7.54,80.43,0,0.03,0,0,1.03,0.11,0.19,0,22.22,43.24,1.35,0.92,37
Matteo Ruggeri,0,0,44.44,0.67,0,0,1.13,0.8,0,0.93,0,0.6,0.2,0.07,33,84.24,8.13,47.06,0,0.07,0,0,0.67,0.2,0.2,0,68.42,54.17,0.33,0.67,15
Miguel Veloso,0,0.05,66.67,0.73,0,0,1.5,0.27,0,0.55,0,0.45,0.09,0,24.05,76.18,4.82,41.41,0,0,0,0,0.68,0.05,0.27,0,50,52.68,0.36,0.91,22
Charalampos Lykogiannis,0.1,0,41.67,0.9,0.05,0,0.76,0.71,0,1.14,0,0.38,0.05,0,26.43,75.32,4.95,37.5,0,0.05,0,0,0.76,0.14,0.14,0,52.94,52.08,0.52,0.67,21
Dany Mota,0.17,0.14,58.33,0.97,0,0,0.28,0.21,0,0.86,0,0.28,0.03,0.03,19.24,74.19,4.45,75,0,0.07,0,0,0.76,0,0.07,0,35.48,42.25,1.14,0.69,29
Tammy Abraham,0.21,0.45,37.29,1.63,0.11,0,0.45,0.08,0,0.37,0,0.34,0.24,0.08,13.11,68.27,3.16,59.26,0,0.05,0,0,0.58,0.08,0.05,0,51.61,47.58,1.26,0.87,38
Salvatore Esposito,0.06,0,60,0.94,0,0.52,1,0.69,0,1.06,0,1,0.13,0,40.19,81.96,7.13,39.39,0,0.13,0,0,1.19,0.19,0.25,0.06,53.85,56.25,1.56,0.75,16
Valentin Gendrey,0,0.03,45.16,0.27,0,0,2.38,1,0.03,2.11,0,0.81,0.11,0.05,27.49,73.65,4.95,30.84,0,0.11,0,0,0.97,0.16,0.11,0,52.75,58.61,0.73,0.62,37
Valentino Lazaro,0,0,56.67,0.3,0,0,0.43,0.13,0.04,1,0,0.39,0.26,0.13,29.13,78.06,8.43,37.88,0,0,0,0,0.61,0.13,0.17,0,51.85,45.36,0.13,0.61,23
Merih Demiral,0.04,0.04,28.57,0.21,0.04,0,1.46,0.86,0,1.93,0,0.36,0.04,0,23.18,85.82,0.96,51.39,0,0.18,0,0,0.64,0.18,0.18,0,63.41,65.06,0.46,0.46,28
Wilfried Singo,0.06,0.13,69.77,1.1,0,0,0.9,0.39,0,0.9,0,0.23,0.06,0.03,28.61,76.78,4.97,44.76,0,0.1,0,0,0.74,0.13,0.26,0,69.74,58.87,1.13,1.35,31
Robin Gosens,0.09,0,46.67,0.81,0,0,1.06,0.72,0,0.38,0,0.34,0.03,0,16.5,80.68,4.13,35.56,0,0,0,0,0.41,0.06,0.06,0,62.5,56.14,0.09,0.53,32
Fabiano Parisi,0.06,0,57.66,0.64,0,0,1.97,1.24,0.03,2.06,0,1.24,0.06,0,38.73,78.95,7.39,45.86,0,0.27,0,0,1.06,0.06,0.3,0.03,69.77,57.53,2.24,1.03,33
Roberto Soriano,0.04,0.04,54.55,0.48,0,0,1.11,0.22,0,0.52,0,0.48,0.15,0.11,21.78,81.12,5.52,59.38,0,0.04,0,0,0.44,0.04,0.04,0,40.74,53.69,1.22,0.74,27
Matheus Henrique,0.13,0.17,77.27,0.83,0.07,0,0.87,0.4,0,0.3,0,0.4,0.03,0.03,28.23,86.78,9.13,69.84,0,0.03,0,0,0.9,0.4,0.13,0,36.67,58.1,1.1,0.73,30
Andrea Petagna,0.13,0.13,64.52,1.16,0,0,0.23,0.1,0.03,0.58,0,0.1,0.19,0.16,13.68,74.29,3.45,77.78,0,0,0,0,0.9,0.13,0.06,0,52,44.86,0.97,0.94,31
Alexis Blin,0.03,0.14,45.45,0.63,0.03,0,1.97,0.97,0,1.89,0,1.03,0.03,0,26.09,81.27,5.69,45.9,0,0.09,0,0,0.71,0.11,0.23,0,44.35,48.48,0.89,1.34,35
Rogério,0,0,67.65,0.42,0,0,1.03,1.03,0,1.67,0,0.5,0.08,0.08,44.08,82.99,8.56,51.39,0,0.22,0,0,1.22,0.31,0.14,0.03,39.62,55.09,1.06,0.83,36
Ante Rebić,0.13,0.17,51.72,1.17,0,0,0.43,0.04,0,0.22,0,0.35,0.17,0.09,12.52,62.15,4.35,42.86,0,0.04,0,0,0.39,0.09,0.17,0,44.44,42.62,0.65,0.78,23
Leonardo Sernicola,0.06,0,52.17,0.78,0,0,1.41,1.19,0.03,1.5,0,0.44,0.13,0.06,20.09,72.63,3.97,40.7,0,0.09,0,0,1.41,0.16,0.34,0,56.86,55.29,1.34,1.25,32
Koray Günter,0.04,0.04,80,0.43,0,0,0.87,1.78,0.04,3.91,0,0.26,0.04,0.04,35.48,79.66,3.26,45.53,0,0,0,0,1.74,0.09,0.22,0,60.53,58.04,0.57,1.04,23
Adam Ounas,0,0,100,0.5,0,0,0,0.5,0,0,0,0,0,0,8,81.25,2,100,0,0,0,0,0,0,0,0,100,100,0,0,2
Alessandro Cortinovis,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,80,2,0,0,0,0,0,0,0,0,0,0,25,0,0,1
James Abankwah,0,0,100,0,0,0,0.5,0,0,1.5,0,0,0,0,12.5,76,0,50,0,0,0,0,0,0,0,0,100,62.5,0.5,1,2
Nicola Ravaglia,0,0,0,0,0,0,0,0,0.11,0.78,0,0.11,0,0,31.11,60,1.33,34.15,4.56,0,0.22,0,2.56,0,0,0,100,71.43,0.22,0.11,9
Luka Jović,0.19,0.29,71.43,1.84,0.06,0,0.19,0.06,0,0.32,0,0.19,0.06,0.1,9.45,77.47,3.03,78.95,0,0.06,0,0,0.71,0.03,0.1,0,34.94,35.8,0.26,0.74,31
David Okereke,0.21,0.12,52.7,1.85,0.03,0,0.36,0.3,0.03,0.36,0,0.39,0.03,0,14.24,72.55,4.42,62.5,0,0,0,0,1.18,0.06,0.12,0,36.03,41.69,1,0.64,33
Maxime López,0,0.03,42.31,0.53,0,0,1.4,0.77,0,0.63,0,1.33,0.07,0,54.6,89.13,13.73,67.65,0,0.23,0,0,0.97,0.23,0.37,0,57.14,40.48,0.37,1.03,30
Fodé Ballo-Touré,0.1,0.1,35.71,0.5,0,0,1.4,0.2,0,0.3,0,0.3,0.1,0,20.8,87.5,3.8,33.33,0,0.1,0,0,0.6,0.2,0,0,72.22,61.64,1.3,0.5,10
William Troost-Ekong,0.11,0,0,0.22,0,0,1.22,0.67,0,1.11,0,0.11,0,0,19.78,82.58,0.11,50,0,0,0,0,0.89,0,0.11,0,66.67,63.83,0.11,0.78,9
Nicola Sansone,0.22,0.11,37.5,1.22,0,0,0.67,0,0,0.22,0,0.28,0.11,0.11,10.83,78.97,3.33,66.67,0,0.06,0,0,0.39,0.11,0.11,0,0,39.08,0.89,0.72,18
Marco Benassi,0,0,100,1.12,0,0,1.71,0.76,0,1.12,0,0.59,0,0,23.82,78.77,4.53,61.82,0,0,0,0,1.24,0.12,0.06,0,32,52.48,0.41,0.65,17
Johan Vásquez,0.04,0,78.57,0.48,0.04,0,1.64,1.8,0,3.4,0,0.84,0,0,31,79.1,3.08,32.74,0,0.16,0,0,1.24,0.2,0.28,0,44.3,53.54,0.76,0.84,25
Antonino Gallo,0,0.03,60,0.31,0,0,1.75,0.41,0,2.09,0,0.59,0.03,0.03,28.47,69.15,7.97,28.87,0,0.19,0,0,0.78,0.09,0.09,0.03,46.3,59.16,0.53,0.41,32
Dylan Bronn,0,0.04,66.67,0.33,0,0,1.42,0.83,0.04,2.29,0,0.42,0,0,40.5,85.91,3.29,55.36,0,0.08,0,0,1.08,0.17,0.21,0.04,59.65,55.63,0.42,1.21,24
José Luis Palomino,0.07,0.07,66.67,0.4,0.07,0,1.47,1.87,0,1.13,0,0.6,0.07,0,33.4,82.63,2.8,45.76,0,0,0,0,0.73,0.27,0.27,0,64.86,60.23,0.33,0.6,15
