#,Team,Name,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box
402,,Giulio Donati,0,0,0,0,0.75,0.13
403,,Josip Brekalo,0,0.17,0,0,0.17,0
404,,Tommaso Milanese,0,0,0,0,0,0.5
405,,Lorenzo Colombo,0,0,0,0,0.52,0.03
406,,Tolgay Arslan,0,0,0,0,0.44,0
407,,Charles Pickel,0,0.09,0,0,1.3,0.09
408,,Joshua Zirkzee,0,0.05,0,0,0.58,0
409,,Matteo Gabbia,0,0.08,0,0,1.08,0.08
410,,Demba Seck,0,0,0,0,0.16,0.11
411,,Ronaldo Vieira,0,0,0,0,0.78,0.11
412,,Oliver Abildgaard,0,0.15,0,0,0.62,0.23
413,,Giulio Maggiore,0,0.13,0,0,0.81,0.06
414,,Alessio Zerbin,0,0,0,0,0.3,0
415,,Emil Holm,0,0.05,0,0,0.95,0.25
416,,Brandon Soppy,0,0,0,0,0.75,0.06
417,,Antonín Barák,0,0.06,0,0,0.84,0.03
418,,Fabio Miretti,0,0.04,0,0,0.33,0
419,,Diego Demme,0,0,0,0,0,0
420,,Mady Camara,0,0.07,0,0,0.6,0.07
421,,Ivan Radovanović,0,0.1,0,0,1.1,0.2
422,,Marko Pjaca,0,0,0,0,0.41,0.06
423,,Erik Botheim,0,0,0,0,0.5,0.11
424,,Matteo Cancellieri,0,0,0,0,0.1,0
425,,Michaël Cuisance,0,0,0,0,0.42,0.08
426,,Fabio Depaoli,0,0.14,0,0,1.09,0.2
427,,Moise Kean,0,0,0,0,0.29,0
428,,Simone Pafundi,0,0,0,0,0.25,0
429,,Emirhan İlkhan,0,0,0,0,0.33,0.08
430,,Pablo Rodríguez,0,0,0,0,0,0
431,,Edoardo Bove,0,0.09,0,0,0.59,0
432,,Bruno Amione,0,0.11,0,0,1.48,0.15
433,,Kristian Thorstvedt,0,0,0,0,0.71,0.16
434,,Roberto Piccoli,0,0,0,0,0.5,0
435,,Albin Ekdal,0,0.1,0,0,0.84,0.1
436,,Kristoffer Askildsen,0,0,0,0,0.48,0
437,,Adrien Tameze,0,0.13,0,0,1.13,0.32
