#,Team,Name,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %
400,,Przemysław Wiśniewski,0.07,0,34.93,84.35,2.8,39.71
401,,Toma Bašić,0,0,10.92,77.66,2.2,14.29
402,,Giulio Donati,0,0,35.75,88.11,4.25,65.63
403,,Josip Brekalo,0.33,0,14.83,80.9,7,57.14
404,,Tommaso Milanese,0,0,6,75,3.5,100
405,,Lorenzo Colombo,0.09,0.06,9.61,64.35,2.64,56.25
406,,Tolgay Arslan,0.06,0,15.83,83.16,4.36,65.22
407,,Charles Pickel,0.06,0,28.76,78.29,6,44.44
408,,Joshua Zirkzee,0.11,0.11,13.32,77.87,4.11,50
409,,Matteo Gabbia,0,0,29.67,80.9,1.33,51.43
410,,Demba Seck,0.05,0,8.21,80.13,2.95,0
411,,Ronaldo Vieira,0,0,24.44,87.73,3.72,73.08
412,,Oliver Abildgaard,0.08,0,14.54,59.79,2.08,38.1
413,,Giulio Maggiore,0.13,0,29,75.22,4.81,30.43
414,,Alessio Zerbin,0,0,7.5,74.67,1.5,60
415,,Emil Holm,0.15,0.05,20.7,61.35,4.25,21.05
416,,Brandon Soppy,0.25,0.19,16.44,76.05,4.44,30
417,,Antonín Barák,0.03,0,22.87,83.5,7.39,63.04
418,,Fabio Miretti,0.11,0.07,17.63,73.53,4.63,42.42
419,,Diego Demme,0,0,27.29,94.76,4.43,77.78
420,,Mady Camara,0.07,0,21,79.37,3.93,44.44
421,,Ivan Radovanović,0,0,26.4,81.06,2.5,51.02
422,,Marko Pjaca,0,0,12.88,83.11,4.18,88.89
423,,Erik Botheim,0.11,0.11,8,72.77,1.96,60
424,,Matteo Cancellieri,0.05,0,3.95,75.95,0.85,0
425,,Michaël Cuisance,0.08,0,16.67,85,4.5,52.63
426,,Fabio Depaoli,0.03,0.06,15.11,64.84,3.43,41.05
427,,Moise Kean,0.04,0,6.39,71.51,1.86,40
428,,Simone Pafundi,0,0,7.75,83.87,2.13,71.43
429,,Emirhan İlkhan,0,0,8.5,86.27,1.92,81.82
430,,Pablo Rodríguez,0,0,4,81.25,1.25,100
431,,Edoardo Bove,0.05,0,17.32,77.43,3,30
432,,Bruno Amione,0,0.04,36.63,80.08,2.37,35.58
433,,Kristian Thorstvedt,0.06,0.03,15.23,77.33,3.58,52.17
434,,Roberto Piccoli,0.05,0,5.85,64.1,1.7,16.67
435,,Albin Ekdal,0.06,0.06,24.97,77.78,5,34.55
436,,Kristoffer Askildsen,0.05,0,11.62,63.93,2.38,50
437,,Adrien Tameze,0,0,28.37,78.2,5.58,55
438,,Yacine Adli,0,0,11.5,68.12,3.17,70
439,,Tanguy Ndombélé,0,0,19.03,87.92,4.43,31.25
440,,Benjamin Tahirović,0,0,13.64,86.67,1.55,50
441,,Roberto Gagliardini,0,0,18.16,84.64,4.63,38.89
442,,Diego Coppola,0,0,25.55,73.58,2.45,38.75
443,,Liberato Cacace,0.08,0,26.67,84.69,4.83,52.17
444,,Liam Henderson,0.12,0.04,20.08,83.27,3.44,39.13
445,,Nemanja Radonjić,0.14,0.07,13.93,71.79,5.21,47.06
446,,Paolo Ghiglione,0,0.07,12.73,60.21,1.93,33.33
447,,Jeison Murillo,0,0,26.5,83.4,2.2,40.24
448,,Andrea Barberis,0.11,0.11,17.89,85.71,3.67,62.5
449,,Rick Karsdorp,0.08,0,22.77,77.03,3.77,40.54
450,,Mattia Valoti,0,0,10.19,74.23,1.69,42.86
451,,Warren Bondo,0,0,12.5,88,1.5,0
452,,Marcin Listkowski,0,0,4,75,1.2,25
453,,Lukáš Vorlický,0,0,9.67,62.07,3.67,50
454,,Mert Çetin,0,0,3,66.67,0,0
455,,Axel Guessand,0,0,21,76.19,0,50
456,,Antonio Iervolino,0,0,7,85.71,3,100
457,,Karim Zedadka,0,0,4,66.67,0.33,100
458,,Kevin Lasagna,0.08,0.08,9.08,64.41,2.19,33.33
459,,Joan González,0.06,0.09,21.11,79.03,5.31,47.27
460,,Lorenzo Venuti,0,0.06,28.41,84.89,5.35,41.51
461,,Mattia Destro,0.06,0,4.53,55.84,0.65,20
462,,Pablo Galdames,0.08,0.15,21.31,72.92,4,55.26
463,,Þórir Jóhann Helgason,0.08,0,5.42,76.92,0.83,42.86
464,,Michel Ndary Adopo,0,0,15.67,86.52,1.89,66.67
465,,Charles De Ketelaere,0.13,0.03,11.38,79.4,4.22,85.71
466,,Festy Ebosele,0.06,0.06,7.18,70.49,1.59,33.33
467,,Pietro Pellegri,0.06,0,4.28,79.22,1.78,0
468,,Agustín Álvarez,0.05,0.05,3.64,83.75,1.18,100
469,,Jayden Braaf,0,0,12,83.33,3.67,50
470,,Domagoj Bradarić,0.06,0.1,28.13,78.9,4.81,37.78
471,,Marlon,0.04,0,36.32,92.33,3.54,62.71
472,,Tio Cipot,0,0,5.78,73.08,1.67,0
473,,Eldor Shomurodov,0.09,0.09,11.55,70.87,3.41,25
474,,Vivaldo,0,0,1.4,85.71,0.8,0
475,,Joel Voelkerling Persson,0,0,3.89,68.57,0.78,0
476,,Juan Cabal,0,0,17.5,75.24,1.83,43.75
477,,Kristijan Bistrović,0,0,10.82,76.47,2.36,41.67
478,,Luca Pellegrini,0,0,18.29,85.94,4.14,50
479,,Andreaw Gravillon,0,0,22.43,82.17,1.29,45
480,,Andrea Consigli,0,0,35.37,76.41,0.74,48.92
481,,Martín Satriano,0.03,0.03,11.45,69.01,3.48,50
482,,Gonzalo Escalante,0,0.11,31.78,77.62,5.56,35.71
483,,Lorenzo De Silvestri,0,0,23.4,76.35,3.93,34.48
484,,Emil Konradsen Ceide,0.16,0.05,8.42,74.38,2.63,50
485,,Salvatore Molina,0,0,16.8,80.95,4.6,0
486,,Diego Valencia,0,0,5.33,68.75,0.67,42.86
487,,Ibrahim Sulemana,0,0,11.29,72.4,2.24,34.48
488,,Marios Oikonomou,0,0,13.67,75.61,0.17,31.25
489,,Alessandro Bianco,0,0,11,87.01,2.43,77.78
490,,Gonzalo Villar,0,0,24.87,84.18,4,58.33
491,,Lameck Banda,0.03,0.03,10.28,72.97,3.19,41.67
492,,Giuseppe Pezzella,0.06,0.06,24.38,81.03,6.31,44.19
493,,Nicola Murru,0,0,14.55,80.07,1.5,31.71
494,,Michel Aebischer,0,0,19.91,84.93,4.44,54.05
495,,Szymon Żurkowski,0,0.08,9.92,73.64,2.77,50
496,,Florian Thauvin,0.13,0,11,77.27,3.56,58.82
497,,Grégoire Defrel,0.04,0.04,9.15,85.02,2.89,40
498,,Andrea Belotti,0.03,0.06,7.9,68.16,2.06,66.67
499,,Mato Jajalo,0,0,9.67,79.31,2.33,66.67
500,,Emmanuel Gyasi,0.03,0,20.6,81.55,5.49,37.5
501,,Mario Gila Fuentes,0,0,14.75,91.53,0.75,83.33
502,,Leandro Sanca,0,0,2.5,80,1,0
503,,Valentin Antov,0,0,23.89,89.3,2.22,65
504,,Gerard Yepes,0,0,21,73.33,2.6,33.33
505,,Jacopo Fazzini,0.05,0,14.81,81.03,3,27.78
506,,Flavio Paoletti,0,0,13.58,82.82,2,68.75
507,,Luka Romero,0,0,13,88.46,4.33,50
508,,Sergiño Dest,0,0,18.88,84.11,4.25,35.71
509,,Hamed Junior Traorè,0.27,0.27,19.36,82.63,6.18,76.92
510,,Samuel Di Carmine,0,0,4,75,1.5,0
511,,Jordan Majchrzak,0,0,4,75,2,0
512,,Niccolò Cocetta,0,0,11,90.91,0,0
513,,Jack Hendry,0,0,32.75,87.79,4,70
514,,Youssef Maleh,0,0.04,12.58,77.15,3.08,41.67
515,,Christian Gytkjær,0,0,4.55,69,1.09,66.67
516,,Aster Vranckx,0.11,0,13.78,76.61,1.56,45.45
517,,Marash Kumbulla,0,0,25.71,87.22,0.86,36.84
518,,Petko Hristov,0,0,19.56,79.55,1.89,29.17
519,,Marco D'Alessandro,0,0,11.13,78.65,3,25
520,,Raimonds Krollis,0,0,1.75,71.43,0.5,0
521,,Felix Afena-Gyan,0,0,8,76.63,2.52,42.86
522,,Hans Nicolussi Caviglia,0,0,20.08,76.35,3.58,50
523,,Franco Carboni,0,0,11.33,73.53,2,33.33
524,,Tiemoué Bakayoko,0,0,6.67,85,1,66.67
525,,Lorenzo Malagrida,0,0,6.5,76.92,1.33,0
526,,Nicolò Zaniolo,0.15,0,13.38,69.54,3.85,69.23
527,,Giacomo Quagliata,0,0.05,11.15,74.89,2.25,22.58
528,,Niklas Pyyhtiä,0,0.17,8.67,76.92,1.33,25
529,,Daniele Montevago,0,0,6.17,62.16,2,0
530,,Ajdin Hrustić,0.17,0,14.5,83.91,3.83,66.67
531,,Leonardo Buta,0,0,5,90,1,0
532,,Joaquín Sosa,0,0,37.8,81.22,2.7,46.38
533,,Matteo Lovato,0,0,19.06,84.57,1,51.61
534,,David Strelec,0,0,6.14,58.14,1.29,0
535,,Mikael Ellertsson,0,0,3.36,64.86,0.73,0
536,,Marko Lazetić,0,0,1,100,0,0
537,,Emmanuel Ekong,0,0,2,75,0,100
538,,Gvidas Gineitis,0,0,29.33,82.95,5,75
539,,Julius Beck,0,0,5,100,0,0
540,,Julian Kristoffersen,0,0,2,0,0,0
541,,Jacopo Segre,0,0,9,88.89,0,0
542,,Mert Müldür,0,0,1.5,100,0,0
543,,Antonio Raimondo,0,0,2,75,1,0
544,,Manuel De Luca,0,0,4,62.5,1,0
545,,Tommaso Barbieri,0,0,14.33,81.4,1.67,60
546,,Jacopo Sala,0,0,6.83,82.93,2,50
547,,Valentín Carboni,0,0,3.2,75,1,0
548,,Riccardo Marchizza,0,0.1,13.8,81.88,2.1,20
549,,Gianluca Pegolo,0,0,33.5,80.6,0,52
550,,Luca Marrone,0,0,42,92.86,0,33.33
551,,Kastriot Dermaku,0,0,2,50,0,0
552,,Petar Zovko,0,0,33,57.58,1,33.33
553,,Vincenzo Fiorillo,0,0,21,61.9,0,50
554,,Christian Acella,0,0,9,100,1,0
555,,Mattia Zanotti,0,0,3.5,71.43,1.5,0
556,,Filippo Romagna,0,0,18,94.44,0,0
557,,Salvador Ferrer,0,0,19.67,79.66,2,64.71
558,,Andrea Carboni,0,0,17.75,83.1,2.25,42.86
559,,Filippo Missori,0,0,12,75,1.33,50
560,,Franck Ribéry,0,0,21,90.48,5,0
561,,Andrea Conti,0,0,7,42.86,1,0
562,,Deyovaisio Zeefuik,0,0,5,80,1,0
563,,Samir Ujkani,0,0,2,100,0,0
564,,Federico Marchetti,0,0,16,75,0,42.86
565,,Alessandro Russo,0,0,48,72.92,0,23.53
566,,Lorenzo Tonelli,0,0,7,71.43,0,50
567,,Alessio Cragno,0,0,27,92.59,0,50
568,,Luís Maximiano,0,0,3,66.67,0,66.67
569,,Samuel Ntanda,0,0,1,100,0,0
570,,Antonio Mirante,0,0,4,100,0,100
571,,Telasco Segovia,0,0,3,100,0,0
572,,Ştefan Radu,0,0,6,100,0,0
573,,Niccolò Pisilli,0,0,0,0,0,0
574,,Herculano Nabian,0,0,0,0,0,0
575,,Mihailo Ivanović,0,0,0,0,0,0
576,,Duccio Degli Innocenti,0,0,0,0,0,0
577,,Marco Bertini,0,0,0,0,0,0
