#,Team,Name,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls
414,,Alessio Zerbin,0.1,0,0,46.15,0.6,0.9
415,,Emil Holm,0.2,0,50.78,46.99,0.8,1.1
416,,Brandon Soppy,0.19,0,75,45.74,1.38,1.25
417,,Antonín Barák,0.13,0,36.73,43.43,0.55,0.42
418,,Fabio Miretti,0.07,0,33.33,43.96,1,0.89
419,,Diego Demme,0,0,66.67,47.06,0.43,0.29
420,,Mady Camara,0.2,0,65.22,49.41,0.47,1
421,,Ivan Radovanović,0.1,0.1,40,54,0.7,0.4
422,,Marko Pjaca,0.06,0,50,49.4,0.41,0.12
423,,Erik Botheim,0.07,0,44,42.31,0.39,0.43
424,,Matteo Cancellieri,0.2,0,57.14,51.92,0.5,0.7
425,,Michaël Cuisance,0.08,0,23.53,34.09,0.42,0.67
426,,Fabio Depaoli,0.26,0,38.81,47.28,1.09,1.34
427,,Moise Kean,0.18,0.04,45,37.88,0.64,0.54
428,,Simone Pafundi,0,0,100,63.64,0.38,0
429,,Emirhan İlkhan,0.08,0,25,40.63,0.17,0.42
430,,Pablo Rodríguez,0,0,0,36.36,0.5,0.25
431,,Edoardo Bove,0.09,0,51.85,49.36,1.05,1.09
432,,Bruno Amione,0.33,0.04,61.95,57.68,0.59,1
433,,Kristian Thorstvedt,0.16,0,52.83,54.07,0.71,0.58
434,,Roberto Piccoli,0,0,35,32.48,0.3,0.45
435,,Albin Ekdal,0.13,0.03,63.16,53.3,0.9,1.03
436,,Kristoffer Askildsen,0.14,0,52.5,43.68,0.33,0.95
437,,Adrien Tameze,0.08,0,47.54,47.47,0.84,0.87
438,,Yacine Adli,0.17,0,25,46.15,0.17,0.67
439,,Tanguy Ndombélé,0.17,0,70,55.75,0.77,0.5
440,,Benjamin Tahirović,0.09,0,71.43,48.48,0.18,0.45
441,,Roberto Gagliardini,0.16,0.05,69.57,49.4,0.47,1.05
442,,Diego Coppola,0.25,0,58.02,54.74,0,0.5
443,,Liberato Cacace,0.08,0,25,45.83,0.33,0.75
444,,Liam Henderson,0.36,0,35.29,29.81,0.48,1.4
445,,Nemanja Radonjić,0.04,0,33.33,36.82,0.61,0.61
446,,Paolo Ghiglione,0.27,0,38.46,37.97,0.47,1.07
447,,Jeison Murillo,0.2,0.05,58.33,59.66,0.95,0.9
448,,Andrea Barberis,0,0,50,42.31,0.22,0.11
449,,Rick Karsdorp,0,0,71.43,50,0,0.31
450,,Mattia Valoti,0.06,0,44.74,46.23,0.75,1
451,,Warren Bondo,0.25,0,100,66.67,0.75,0.5
452,,Marcin Listkowski,0,0,100,40,0.2,0.4
453,,Lukáš Vorlický,0,0,50,50,0,0
454,,Mert Çetin,0,0,0,100,1,0
455,,Axel Guessand,0,0,33.33,42.86,0,1
456,,Antonio Iervolino,0,0,0,50,1,0
457,,Karim Zedadka,0,0,50,83.33,1.33,0
458,,Kevin Lasagna,0.08,0,22.73,30.88,0.85,0.92
459,,Joan González,0.23,0,33.33,43.94,1.29,1.03
460,,Lorenzo Venuti,0.12,0,52.63,60.61,0.53,0.41
461,,Mattia Destro,0.18,0,28.57,31.58,0.29,0.71
462,,Pablo Galdames,0.15,0,40,28.92,0.31,1
463,,Þórir Jóhann Helgason,0,0,36.36,38.1,0.17,0.17
464,,Michel Ndary Adopo,0.11,0,60,52.5,0.22,0.67
465,,Charles De Ketelaere,0.06,0,38.78,46.15,0.47,0.59
466,,Festy Ebosele,0.24,0,60,52.81,0.41,0.65
467,,Pietro Pellegri,0.17,0,25,30.09,0.78,0.83
468,,Agustín Álvarez,0.05,0,36.36,36.76,0.18,0.36
469,,Jayden Braaf,0.17,0,0,37.5,0.17,1.33
470,,Domagoj Bradarić,0.16,0,35.9,46.34,0.65,0.55
471,,Marlon,0.25,0.04,65.57,56.55,0.18,0.82
472,,Tio Cipot,0,0,33.33,50,0.22,0.11
473,,Eldor Shomurodov,0.09,0,36.36,34.78,0.55,0.5
474,,Vivaldo,0,0,0,20,0.2,0.2
475,,Joel Voelkerling Persson,0,0,44.44,39.29,0.11,0.33
476,,Juan Cabal,0.25,0,54.55,51.56,0.17,0.58
477,,Kristijan Bistrović,0,0,28.57,38.46,0.36,0.18
478,,Luca Pellegrini,0.43,0,30,27.59,0.14,0.71
479,,Andreaw Gravillon,0.29,0,54.55,40.74,0.14,1.29
480,,Andrea Consigli,0,0,90.91,87.5,0.11,0
481,,Martín Satriano,0.13,0,41.35,39.25,0.94,0.65
482,,Gonzalo Escalante,0,0.11,50,52.54,0.56,0.67
483,,Lorenzo De Silvestri,0.07,0,53.85,47.17,0.4,0.4
484,,Emil Konradsen Ceide,0,0,25,42,0.37,0.21
485,,Salvatore Molina,0.2,0,0,55,0.6,0.8
486,,Diego Valencia,0.08,0,33.33,41.03,0.5,0.67
487,,Ibrahim Sulemana,0.24,0,48.15,44.09,0.24,0.65
488,,Marios Oikonomou,0.5,0,66.67,56.25,0.33,0.5
489,,Alessandro Bianco,0.14,0,50,42.31,0.57,1
490,,Gonzalo Villar,0.13,0,64.29,55.84,1.2,1.13
491,,Lameck Banda,0.17,0,17.95,41.92,1.03,0.86
492,,Giuseppe Pezzella,0.13,0,57.89,49.5,0.69,1
493,,Nicola Murru,0.15,0,50,56.72,0.3,0.75
494,,Michel Aebischer,0.13,0,28.57,36.76,0.69,0.69
495,,Szymon Żurkowski,0.08,0,38.1,44.94,1.15,1.38
496,,Florian Thauvin,0.06,0,50,32.1,0.44,0.56
497,,Grégoire Defrel,0.11,0,20,31.58,0.52,0.52
498,,Andrea Belotti,0,0,37.11,44.17,1.16,0.68
499,,Mato Jajalo,0,0,100,40,0,0.33
500,,Emmanuel Gyasi,0.29,0,25,31.16,1.06,1.34
501,,Mario Gila Fuentes,0,0,0,40,0.25,0.25
502,,Leandro Sanca,0,0,0,44.44,0,0
503,,Valentin Antov,0.22,0,35.29,41.67,0.22,0.44
504,,Gerard Yepes,0.4,0,71.43,51.85,0.8,1.4
505,,Jacopo Fazzini,0.19,0,31.82,40.34,0.62,0.95
506,,Flavio Paoletti,0.08,0,14.29,33.33,0.25,0.42
507,,Luka Romero,0,0,66.67,35.71,1,0.5
508,,Sergiño Dest,0,0,75,56.25,0.5,0.75
509,,Hamed Junior Traorè,0.09,0,37.5,27.78,0.18,0.82
510,,Samuel Di Carmine,0,0,0,33.33,0,0
511,,Jordan Majchrzak,0,0,20,20,0,0
512,,Niccolò Cocetta,0,0,0,0,0,0
513,,Jack Hendry,0.25,0,72.73,56.25,0.25,0.5
514,,Youssef Maleh,0.21,0,47.83,38.21,0.54,1.25
515,,Christian Gytkjær,0,0,33.33,38.46,0.27,0.5
516,,Aster Vranckx,0.11,0,44.44,34.15,0.44,0.67
517,,Marash Kumbulla,0.14,0.14,63.64,66.67,0.71,0.43
518,,Petko Hristov,0,0,66.67,62.5,0.44,0.11
519,,Marco D'Alessandro,0.25,0,50,45.71,1.13,0.75
520,,Raimonds Krollis,0,0,0,11.11,0,0.5
521,,Felix Afena-Gyan,0.17,0,28.33,29.58,0.48,0.78
522,,Hans Nicolussi Caviglia,0.17,0,45,46.58,0.5,1.08
523,,Franco Carboni,0,0,50,35.71,0,0.67
524,,Tiemoué Bakayoko,0,0,50,53.33,0.33,1
525,,Lorenzo Malagrida,0.33,0,66.67,42.86,0.17,0.67
526,,Nicolò Zaniolo,0.31,0,38.46,36,2.46,1.69
527,,Giacomo Quagliata,0,0.05,12.5,40.96,0.6,0.65
528,,Niklas Pyyhtiä,0,0,14.29,16.67,0,0
529,,Daniele Montevago,0.17,0,37.84,32.76,0.67,1.33
530,,Ajdin Hrustić,0,0,25,29.03,0.33,1.17
531,,Leonardo Buta,0,0,0,100,0,0
532,,Joaquín Sosa,0.2,0,53.85,41.67,0.7,1.6
533,,Matteo Lovato,0.12,0,46.88,47.37,0.24,0.35
534,,David Strelec,0,0,45.45,32,0.14,0.57
535,,Mikael Ellertsson,0.27,0,50,41.67,0.27,0.55
536,,Marko Lazetić,1,0,0,0,0,0
537,,Emmanuel Ekong,0,0,0,0,0,0
538,,Gvidas Gineitis,0.67,0,0,25,0.33,2
539,,Julius Beck,0,0,0,40,0,1
540,,Julian Kristoffersen,0,0,20,16.67,0,2
541,,Jacopo Segre,0,0,50,50,0,0
542,,Mert Müldür,0,0,0,0,0,0.5
543,,Antonio Raimondo,0,0,0,0,0,0
544,,Manuel De Luca,0,0,0,20,1,1.5
545,,Tommaso Barbieri,0,0,0,38.1,1.33,1.67
546,,Jacopo Sala,0.17,0,100,41.67,0.5,0.5
547,,Valentín Carboni,0,0,0,38.46,0.6,0
548,,Riccardo Marchizza,0.1,0,71.43,33.33,0,0.7
549,,Gianluca Pegolo,0,0,0,50,0.5,0
550,,Luca Marrone,0,0,44.44,46.15,1,0.5
551,,Kastriot Dermaku,0,0,0,0,0,0
552,,Petar Zovko,0,0,0,100,0,0
553,,Vincenzo Fiorillo,0,0,0,0,0,0
554,,Christian Acella,0,0,0,33.33,0,0
555,,Mattia Zanotti,0,0,0,0,0,1
556,,Filippo Romagna,0,0,100,100,0,0
557,,Salvador Ferrer,0,0,46.67,53.33,0.83,0.33
558,,Andrea Carboni,0,0,0,35.71,0.25,0.25
559,,Filippo Missori,0.33,0,50,33.33,0,1.33
560,,Franck Ribéry,0,0,0,20,1,0
561,,Andrea Conti,0,0,0,50,1,0
562,,Deyovaisio Zeefuik,0,0,0,50,0,0
563,,Samir Ujkani,0,0,0,0,0,0
564,,Federico Marchetti,0,1,0,0,0,0
565,,Alessandro Russo,0,0,0,100,1,0
566,,Lorenzo Tonelli,0,1,0,0,0,0
567,,Alessio Cragno,0,0,0,0,0,0
568,,Luís Maximiano,0,1,0,0,0,1
569,,Samuel Ntanda,0,0,0,100,0,0
570,,Antonio Mirante,0,0,0,0,0,0
571,,Telasco Segovia,0,0,0,0,0,0
572,,Ştefan Radu,1,0,0,0,0,0
573,,Niccolò Pisilli,0,0,0,0,0,0
574,,Herculano Nabian,0,0,0,0,0,0
575,,Mihailo Ivanović,0,0,0,0,0,0
576,,Duccio Degli Innocenti,0,0,0,0,0,0
577,,Marco Bertini,0,0,0,0,0,0
