#,Team,Name,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past
341,,Ola Solbakken,0.14,0.14,0,0.57,0,0.36
342,,Arkadiusz Reca,1.45,0.81,0.03,1.71,0,0.45
343,,Marvin Zeegelaar,1.14,0.43,0,0.71,0,0.14
344,,Samuele Birindelli,1.13,0.52,0,0.81,0,0.35
345,,Junior Sambia,0.55,0.36,0,0.5,0,0.18
346,,Paul Pogba,0,0,0,0.33,0,0.17
347,,Kevin Bonifazi,1,0.92,0,2.85,0,0.46
348,,Pietro Ceccaroni,0,1.5,0,1,0,0
349,,Alessandro Tuia,1.43,2.14,0,4,0,0.86
350,,Alberto Basso,0,0,0,0,0,0
351,,Francesco Rossi,0,0,0,0,0,0
352,,Soualiho Meïté,1.52,0.87,0,1.13,0,0.81
353,,Joaquín Correa,0.46,0.12,0,0,0,0.42
354,,Valerio Verre,0.78,0.5,0,0.17,0,0.5
355,,Francesco Caputo,0.14,0.08,0,0.31,0,0.11
356,,Filip Đuričić,1.31,0.22,0,0.22,0,0.59
357,,Mërgim Vojvoda,0.76,0.34,0,0.79,0.03,0.45
358,,Kevin Agudelo,2.03,0.29,0,0.17,0,0.97
359,,Adolfo Gaich,0.29,0.18,0,0.47,0,0.29
360,,Filippo Bandinelli,1.57,0.51,0.03,1.11,0,0.77
361,,Adam Masina,0.71,0.71,0.07,1.86,0.07,0.64
362,,Gianluca Gaetano,0.63,0.13,0,0,0,0
363,,Emil Bohinen,1.04,0.71,0.04,0.79,0,0.46
364,,Riccardo Sottil,0.22,0,0,0,0,0.17
365,,Pedro Obiang,1.53,0.47,0,0.76,0,0.47
366,,Joakim Mæhle,0.94,0.71,0,0.62,0,0.5
367,,José Machín,1.12,0.52,0,0.6,0,0.72
368,,Ignacio Pussetto,1.2,0,0,0.6,0,0.2
369,,Simone Romagnoli,0.86,0.14,0,1.43,0,0
370,,Kaan Ayhan,1,0.5,0,2.5,0.1,0
371,,Mattia De Sciglio,0.82,0.24,0,1,0,0.29
372,,Nedim Bajrami,0.54,0.38,0,0.22,0,0.22
373,,Davide Faraoni,1.42,0.63,0.04,1.46,0,1.08
374,,Cristian Buonaiuto,0.86,0.48,0,0.24,0,0.52
375,,Caleb Okoli,1.24,1.76,0,2.59,0.06,0.88
376,,Kelvin Amian,1.8,0.73,0.07,2.5,0,0.23
377,,Emanuele Valeri,1.43,0.59,0,0.95,0,1.11
378,,Petar Stojanović,1.56,0.41,0,1.78,0,0.63
379,,Enzo Ebosse,0.75,0.55,0,1.2,0,0.2
380,,Divock Origi,0.37,0,0,0.48,0,0.19
381,,Emanuel Vignato,0.46,0.23,0,0.08,0,0.15
382,,Thomas Henry,0.31,0,0,0.88,0,0.25
383,,Yayah Kallon,0.64,0.36,0,0.14,0,0.23
384,,Bartosz Bereszyński,1.72,1.33,0,1.33,0,0.5
385,,Mile Svilar,0,0,0,0.33,0,0
386,,João Moutinho,1.75,0,0,0,0,0.25
387,,Federico Ceccherini,1.14,0.86,0,2.36,0,0.45
388,,Ruan,1.65,1.04,0.04,3.35,0.04,0.43
389,,Martin Hongla,0.89,0.67,0,0.89,0,0
390,,Jeremy Toljan,1.16,0.58,0.03,1.13,0,0.35
391,,Fabio Quagliarella,0.09,0,0,0.39,0,0.26
392,,Jesé Rodríguez,0.18,0.09,0,0.18,0,0.09
393,,Mehdi Léris,1.97,0.84,0,0.91,0,1
394,,Abdou Harroui,0.74,0.09,0,0.39,0,0.22
395,,Raoul Bellanova,0.78,0.22,0,0.56,0,0.28
396,,Alfred Duncan,0.72,0.32,0,0.24,0,0.44
397,,Tomás Rincón,1.65,0.88,0,0.5,0,0.94
398,,Josh Doig,0.86,0.5,0,0.55,0,0.45
399,,Nicolas Haas,1.13,0.33,0,1,0,0.5
400,,Przemysław Wiśniewski,0.87,0.8,0,4.53,0,0.87
401,,Toma Bašić,0.24,0.28,0,0.28,0,0.2
402,,Giulio Donati,0.5,0.5,0,1.13,0,0.38
403,,Josip Brekalo,0.33,0.17,0,0.17,0,0.5
404,,Tommaso Milanese,0,0,0,0,0,0
405,,Lorenzo Colombo,0.52,0.06,0,0.18,0,0.24
406,,Tolgay Arslan,0.81,0.33,0,0.22,0,0.69
407,,Charles Pickel,1.67,0.73,0,0.91,0.03,0.82
408,,Joshua Zirkzee,0.21,0.21,0,0.21,0,0.26
409,,Matteo Gabbia,1.42,0.42,0,2.42,0,0.17
410,,Demba Seck,0.26,0.05,0,0.05,0,0
411,,Ronaldo Vieira,1.06,0.72,0.06,0.67,0,0.17
412,,Oliver Abildgaard,0.77,0.38,0,1.31,0,0.69
413,,Giulio Maggiore,1.25,0.5,0.06,0.63,0,0.69
414,,Alessio Zerbin,1,0.2,0,0.2,0,0.4
415,,Emil Holm,1.3,0.45,0,1.65,0,0.75
416,,Brandon Soppy,0.56,0.25,0.06,0.31,0,0.38
417,,Antonín Barák,0.68,0.1,0.03,0.39,0,0.32
418,,Fabio Miretti,0.89,0.15,0,0.26,0,0.63
419,,Diego Demme,0.14,0,0,0.14,0,0.57
420,,Mady Camara,0.87,0.67,0,0.53,0,0.67
421,,Ivan Radovanović,1.2,0.7,0,0.9,0,0.6
422,,Marko Pjaca,0.24,0.18,0,0.18,0,0.12
423,,Erik Botheim,0.39,0,0,0.14,0,0.25
424,,Matteo Cancellieri,0.5,0.05,0,0.1,0,0.2
425,,Michaël Cuisance,1.08,0.42,0,0.25,0,1.58
426,,Fabio Depaoli,1.71,0.57,0,0.97,0.03,0.57
427,,Moise Kean,0.29,0.18,0,0.07,0,0.14
428,,Simone Pafundi,1,0.13,0,0,0,0.25
