#,Team,Name,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls
421,,Nkosi Tafari,0.04,0,51.22,59.49,0.22,0.33
422,,Quentin Westberg,0.1,0,100,100,0.2,0
423,,Alec Kann,0.29,0,100,100,0,0
424,,Caleb Wiley,0.04,0,50,52.48,0.35,0.69
425,,Rodrigo Schlegel,0.2,0.03,45,52.31,0.8,1.33
426,,Luís Martins,0.08,0,62.5,48.15,0.25,0.42
427,,Ola Kamara,0,0.03,36.05,39.08,0.8,0.6
428,,Carlos Salcedo,0.38,0.08,66.67,57.65,0.77,0.77
429,,Brian Rodríguez,0.07,0,20,38.73,1.5,0.93
430,,Lukas MacNaughton,0.24,0,62.34,56.69,0.2,0.76
431,,Eric Remedi,0.36,0,46.15,54.35,2.52,1.28
432,,Darwin Cerén,0.26,0.04,25,47.27,0.41,0.78
433,,Raheem Edwards,0.19,0,62.07,50.46,1.03,1.75
434,,Taylor Washington,0.21,0,66.67,47.06,0.21,0.36
435,,Jon Gallagher,0.09,0,65,54.87,0.89,0.74
436,,Calvin Harris,0.13,0,0,50,0.88,0.38
437,,Christopher McVey,0.11,0,58.82,49.32,0.23,1.43
438,,Sam Nicholson,0,0,40,51.32,1.07,0.47
439,,Latif Blessing,0.03,0,56.67,53.3,1,0.83
440,,Andy Najar,0.26,0,50,51.47,1.04,0.91
441,,Kadin Chung,0.13,0,41.18,60.38,0.75,0.25
442,,Kevin Molino,0,0,16.67,45.24,0.73,0.27
443,,Obed Vargas,0.46,0,55.56,62.37,2.08,0.77
444,,Kortne Ford,0.29,0,57.45,57.5,0.43,0.79
445,,Sam Junqua,0,0,76.47,75.47,0.53,0.2
446,,Jasper Loffelsend,0.23,0,29.41,48.11,1.19,0.97
447,,Sacha Kljestan,0,0,73.68,50.98,0.29,0.24
448,,Zeca,0.15,0,31.25,54.74,0.45,0.3
449,,Andre Shinyashiki,0.14,0,27.78,36.41,0.52,0.69
450,,Edwin Cerrillo,0.24,0,45.45,46.41,0.42,1.06
451,,Jonathan Lewis,0.12,0,42.31,50.67,1.18,0.76
452,,Brandon Servania,0.12,0.08,30.77,50.35,0.88,0.84
453,,Serge Ngoma,0,0,12.5,35.29,0.63,1
454,,Ronald Matarrita,0.11,0,0,36,0.11,0.33
455,,Dantouma Toure,0.2,0,100,20,0,0.6
456,,Wilfrid Kaptoum,0.14,0,38.89,48.25,0.43,0.95
457,,Iván Angulo,0.2,0,12.5,36,0.5,0.6
458,,Žan Kolmanič,0.09,0,23.53,42.47,0.27,0.45
459,,Jojea Kwizera,0.11,0,60,48.48,0.22,0.44
460,,Alan Franco,0.2,0,36.84,41.67,0.9,1.1
461,,Handwalla Bwana,0,0,0,100,0,0
462,,Micael,1,0,100,66.67,0,1
463,,Azaad Liadi,0,0,0,100,0,0
464,,Mango Mbongue,0,0,0,100,1,0
465,,Emiliano Brienza,0,0,0,0,0,0
466,,Siad Haji,0,0,0,66.67,0,0
467,,Matt Bersano,0,0,0,0,0,0
468,,Ashley Fletcher,0.29,0,52.63,45.24,0.43,1.14
469,,Nick Marsman,0.29,0,100,75,0.14,0.14
470,,John Pulskamp,0,0,66.67,71.43,0.17,0.08
471,,Ethan Finlay,0,0,39.68,40.54,0.41,0.57
472,,Pedro Gallese,0.09,0,100,83.33,0.03,0.03
473,,Franco Jara,0.06,0,34.78,39.16,0.69,0.94
474,,Joseph Mora,0.09,0,40.48,51.63,0.43,0.65
475,,Aníbal Godoy,0.25,0,30,45.92,0.95,1.1
476,,Sebastien Ibeagha,0.26,0,64.81,59.41,0.53,0.68
477,,Mauricio Pineda,0.19,0,72.41,47.65,0.52,0.96
478,,Andres Reyes,0,0,65.63,55.95,0.77,1.62
479,,Alan Benítez,0.25,0,40,41.51,0,0.67
480,,Corey Baird,0.04,0,33.33,41.88,0.61,0.43
481,,Daniel Aguirre,0,0,55.56,48.28,0.18,0.36
482,,Benjamin Kikanović,0.17,0,42.19,44.44,0.83,0.6
483,,Shane O'Neill,0.15,0,59.57,62.67,0.96,1
484,,Cameron Harper,0.29,0,38.1,44.78,0.94,0.76
485,,Jahkeele Marshall-Rutty,0.06,0,43.75,62.32,0.82,0.24
486,,Fabian Herbers,0.2,0,54.84,49.67,0.84,0.6
487,,Bongokuhle Hlongwane,0,0,39.58,40.21,0.93,0.83
488,,Jonathan Gonzalez,0,0,50,56.25,0.25,0.38
489,,Rafael Romo,0.07,0,100,45.45,0.14,0.07
490,,Tommy Thompson,0.07,0,44.44,57.94,0.7,0.33
491,,Cade Cowell,0.06,0,25.81,37.62,0.19,0.58
492,,Dru Yearwood,0.16,0.04,56.52,45.66,0.44,1
493,,Mohamed Farsi,0,0,100,63.64,0.29,0.29
494,,Tosaint Ricketts,0,0,45.83,44.74,0.26,0.26
495,,Collen Warner,0.17,0,66.67,56.41,0.39,0.67
496,,Aiden McFadden,0.18,0,48,48.84,0.64,0.91
497,,Brendan Hines-Ike,0.25,0,49.18,54.97,1.25,1
498,,Yordy Reyna,0.05,0,33.33,38.02,1.26,0.58
499,,Thiago Andrade,0.03,0,38.89,40.31,0.51,0.83
500,,Ruan,0.09,0,20,58.82,1.03,0.28
501,,Tesho Akindele,0,0,53.85,45.54,0.14,0.36
502,,Anderson Julio,0.05,0,31.58,34.38,0.3,0.55
503,,Jader Obrian,0.16,0,20,41.71,0.59,0.69
504,,Ben Sweat,0.2,0,50,42.04,0.45,1.1
505,,Vuk Latinovich,0.2,0,50,50,0,0.4
506,,Jan Sobociński,0,0,62.5,58.33,0.44,0.56
507,,Eric Miller,0.13,0,65.38,55.84,0.42,0.63
508,,DeAndre Yedlin,0.2,0,50,50.23,0.51,1.03
509,,Andrés Perea,0.04,0,58.7,58.54,0.54,0.33
510,,Anton Walkes,0.04,0,45.28,51,0.13,0.26
511,,Max,0.18,0,44,47.79,0.29,0.75
512,,Marvin Loría,0,0,26.09,42.11,0.5,0.29
513,,Kelvin Leerdam,0.1,0,41.67,55.26,0.3,0.7
514,,Abdoulaye Cissoko,0,0,36.36,55,0.4,0.5
515,,Rocco Rios Novo,0.06,0,33.33,60,0.06,0
516,,Christopher Hegardt,0.33,0,50,60,0.33,0.33
517,,Emerson Hyndman,0,0,16.67,47.62,0.22,0.44
518,,Yaw Yeboah,0.05,0,38.46,48.11,0.74,0.42
519,,Anton Tinnerholm,0.15,0,50,50,0.62,0.62
520,,Luke Haakenson,0.12,0,15,47.37,0.69,0.46
521,,Nanú,0.03,0,46.15,51.52,0.31,0.59
522,,Jimmy Medranda,0.05,0,25,41.77,0.14,0.62
523,,Nathan Byrne,0,0,45.45,57.58,1.4,0.6
524,,Tyler Pasher,0,0,28.57,40.74,0.41,0.24
525,,Ema Twumasi,0.18,0,42.5,51.23,0.3,0.88
526,,Jhegson Méndez,0.08,0,25,46.03,0.38,0.46
527,,Þorleifur Úlfarsson,0.1,0,32.08,43.59,0.48,0.29
528,,Nikola Vujnović,0,0,33.33,40.82,0.44,0.33
529,,Doneil Henry,0.25,0,72.73,62.5,0.08,0.25
530,,Griffin Dorsey,0.26,0,34.21,46.95,0.48,0.7
531,,Jozy Altidore,0.06,0,54.17,50,0.35,0.41
532,,Daniel Musovski,0.11,0,32,41.49,0.68,0.79
533,,Jake Mulraney,0.08,0,50,58.04,1.12,0.44
534,,Ethan Zubak,0.18,0,33.33,36.36,0.18,0.45
535,,Franco Ibarra,0.25,0,50,50.57,1.35,1.25
536,,John Nelson,0.04,0,33.33,54.55,0.08,0.13
537,,Moses Nyeman,0,0.5,50,72.22,3,0.5
538,,Kelyn Rowe,0.14,0.07,46.43,51.02,0.61,0.71
539,,Khiry Shelton,0.04,0,43.94,40,0.63,0.92
540,,Christian Makoun,0.14,0,42.31,45.95,0.19,0.81
541,,Maciel,0,0,50,41.03,0.13,0.75
542,,Kemar Lawrence,0.11,0,64.15,57.48,0.46,0.46
543,,Ian Murphy,0,0,36.36,43.9,0.14,0.36
544,,Jacob Shaffelburg,0.05,0,34.78,46.36,0.55,0.32
545,,Braian Ojeda,0,0,75,55.56,0.57,1.14
546,,Rodrigues,0.29,0,50,48.57,0.43,1.57
547,,Arnór Traustason,0.07,0,36.84,34.48,0.27,0.47
548,,Edison Flores,0.08,0,38.89,37.08,0.75,1.5
549,,Ronald Hernández,0.15,0,33.33,48.33,0.69,0.69
550,,Kayden Pierre,0.05,0,43.48,63.55,0.95,0.26
551,,Lucas Esteves,0.17,0.03,55.81,47.44,0.67,1.4
552,,Niko Tsakiris,0.1,0,66.67,58.62,0.3,0.3
553,,Omar Gonzalez,0.12,0,66.67,65.52,0.18,0.29
554,,Ousseni Bouda,0.22,0,0,40,0.22,0.44
555,,Quinn McNeill,0.18,0,33.33,47.89,1.09,1
556,,Jhojan Valencia,0.36,0,45.45,42.25,0.36,1.64
557,,Nigel Robertha,0.12,0,33.33,31.76,0.53,0.29
558,,Steven Beitashour,0.11,0,56.25,65.43,1.05,0.74
559,,Adrien Perez,0.33,0,14.29,30.77,1,0.33
560,,Ibrahim Sunusi,0,0,40,42.11,0.67,0
561,,Darren Yapi,0.18,0,64.71,48.84,0.18,0.55
562,,Paxten Aaronson,0.04,0,33.33,45,0.33,0.46
563,,Kimarni Smith,0.06,0,46.15,45.59,0.53,0.47
564,,Ifunanyachi Achara,0.07,0,50,42.86,0.27,0.47
565,,Griffin Yow,0.14,0,0,42.86,1.14,1.43
566,,Joevin Jones,0,0,25,56.25,0.25,0
567,,Russell Canouse,0.22,0,24.24,43.33,1.11,1.33
568,,Edwin Mosquera,0.25,0,25,33.96,0.42,1
569,,Jalil Anibaba,0.4,0,85.71,66.67,0.2,0.8
570,,Dario Župarić,0.2,0,50.56,55.19,0.63,0.6
571,,Deandre Kerr,0.08,0,37.8,45.3,1.42,0.65
572,,Justin Rasmussen,0.11,0,50,58.54,0.22,0.78
573,,Danny Hoesen,0,0,30.43,28.26,0,0.27
574,,Sofiane Djeffal,0.11,0,44.83,42.86,0.54,1.29
575,,Jonathan Bell,0,0,52.17,50,0.4,0.67
576,,Justin Haak,0.18,0,47.37,50,0.53,0.65
577,,Felipe Mora,0,0,0,36.36,0.43,0.14
578,,Nick DePuy,0.33,0,61.11,52.22,0.11,1.06
579,,Ralph Priso,0.25,0.06,75,63.08,0.56,0.81
580,,Orrin McKinze Gaines II.,0.13,0,25,35.51,0.63,0.67
581,,Luca Petrasso,0,0,48.57,50.93,0.7,0.61
582,,Marcus Godinho,0.04,0,45,58.88,0.91,0.43
583,,Christopher Durkin,0.14,0.03,58.82,45.91,1.28,1.17
584,,Will Bruin,0.08,0,33.33,35.48,0.54,0.46
585,,Marinos Tzionis,0,0,20,53.79,1.11,0.33
586,,Oriol Rosell,0.17,0.06,12.5,44.59,0.39,1.22
587,,Victor Ulloa,0,0,50,53.49,0.37,0.37
588,,Jonathan Bornstein,0,0,63.04,51.89,0.27,0.55
589,,Dominique Badji,0.12,0,40.38,40.14,0.6,0.84
590,,Kevin Cabral,0.03,0.03,21.43,43.6,0.83,0.77
591,,Chris Gloster,0,0,73.33,38.1,0.18,0.64
592,,Javier López,0,0,0,50,1,0.25
593,,Christian Benteke,0.29,0,61.11,41.75,0.57,2.43
594,,Moon-hwan Kim,1,0,0,33.33,0,0
595,,Kobe Franklin,0,0,0,50,1,0
596,,Ryan Meara,0,0,0,0,0,0
597,,Diego Gutiérrez,0,0,0,0,0,0
598,,Wikelman Carmona,0,0,100,60,0.5,0
599,,Samuel Adeniran,0,0,60,40,0,1
600,,Ali Ahmed,0,0,100,71.43,2,0
601,,Hassan Ndam,0,0,0,25,0,0.5
602,,Jon Kempin,0,0,0,100,0,0
603,,Harrison Robledo,0,0,0,66.67,2,0
604,,George Fochive,0.5,0,0,40,0,1.5
605,,Daniel Trejo,0,0,0,30,0,0
606,,Cristian Tello,0,0,0,16.67,0.2,0.2
607,,Machop Chol,0,0,100,64.29,0.33,0.17
608,,Arquimides Ordonez,0,0,22.22,37.5,0,0.75
609,,Joshue Quinonez,0,0,50,50,0.25,0.38
610,,Ethan Bartlow,0.13,0,58.82,48.72,0.13,0.33
611,,Aké Arnaud Loba,0,0,40,43.86,0.19,0.43
612,,Kieran Gibbs,0,0,76.92,55.77,0.06,0.44
613,,Scott Caldwell,0.22,0,47.83,51.33,0.7,0.96
614,,Paul Marie,0.16,0,41.38,42.6,0.78,1.16
615,,Noble Okello,0,0,75,60.98,0.5,0.13
616,,Raymon Gaddis,0.08,0,21.43,49.46,0.25,0.5
617,,Tah Anunga,0.24,0,75,48.96,0.08,0.96
618,,Quinn Sullivan,0.06,0,30,37.14,0.06,0.41
619,,Andres Jasson,0.13,0,37.5,48.53,0.87,0.4
620,,Jacori Hayes,0.13,0,0,40,0.13,0.25
621,,Drew Skundrich,0.11,0,53.33,43.37,0.26,1.05
622,,Francisco Ginella,0.13,0,20,45.76,0.33,0.6
623,,Sebastian Breza,0.09,0,85.71,81.82,0.13,0.09
624,,Dylan Teves,0,0,0,30,0,0.33
625,,Tom Barlow,0.06,0,42.61,36,0.15,1.03
626,,Dom Dwyer,0.27,0.05,27.78,40.3,0.73,0.68
627,,Russell Teibert,0.17,0,32.14,37.6,0.28,0.79
628,,Indiana Vassilev,0.12,0,18.18,39.31,1.04,0.68
629,,Eriq Zavaleta,0.25,0,50,41.67,0,0.25
630,,Diego Luna,0.08,0,25,48.65,0.46,0.38
631,,Logan Ndenbe,0.14,0,50,50.63,1.27,1.09
632,,Ryan Spaulding,0,0,66.67,63.33,1,0.43
633,,Chris Donovan,0,0,64.29,51.16,0.14,0.57
634,,Jakob Nerwiński,0,0.04,55.88,53.45,0.42,0.58
635,,Zorhan Bassong,0.1,0,45.45,31.58,0,0.4
636,,Nick Besler,0.17,0,100,58.62,0.08,0.5
637,,Michael Baldisimo,0.15,0,33.33,39.44,0.31,1.15
638,,Leonard Owusu,0.05,0,27.27,50,0.89,0.37
639,,Bode Davis,0,0,50,39.13,0.29,0.57
640,,Miguel Trauco,0,0,100,36.36,0.33,1
641,,Rodney Redes,0.08,0,37.5,62.5,0.5,0.08
642,,Rubio Rubin,0.04,0.04,43.94,42.2,0.58,0.42
643,,Mender García,0,0,16.67,34.85,1.2,1
644,,Shea Salinas,0.08,0,16.67,50,0.23,0.15
645,,Cody Cropper,0.07,0,75,57.14,0.07,0.07
646,,Matt Turner,0,0,100,100,0,0
647,,Benji Michel,0.13,0,50.77,46.11,0.53,0.63
648,,Abu Danladi,0.05,0,38.89,35.58,0.42,0.63
649,,Tate Schmitt,0.27,0,44,48.86,0.4,0.6
650,,Róbert Orri Þorkelsson,0,0,71.43,70.83,0.45,0.27
651,,Jordan Perruzza,0,0,60,42.11,0.38,0.38
652,,Tyler Blackett,0.4,0,68.29,50,0.1,1.05
653,,Miguel Berry,0,0,28.45,30.8,0.77,0.83
654,,Felipe Martins,0.16,0,14.29,37.5,0.48,0.58
655,,Justin Rennicks,0,0,17.39,35.23,0.94,1
656,,Léo Chú,0.04,0,44.44,40.19,0.36,0.56
657,,Owen Wolff,0.04,0,18.18,35.65,0.62,0.73
658,,Jimmy Maurer,0,0,0,100,0.5,0
659,,William Richmond,0,0,0,44.44,0.5,0.5
660,,Silvester van der Water,0,0,0,25,0,0.5
661,,Jairo Quinteros,0.25,0.25,57.14,54.17,0.75,1
662,,Alexandru Mățan,0,0,0,42.86,0.17,0
663,,Kevin O'Toole,0.17,0,28.57,31.82,0,0.33
664,,Mason Toye,0.05,0,42.86,34.38,0.3,0.45
665,,Ayo Akinola,0.08,0,48.15,38.81,0.35,1.08
666,,Jayden Nelson,0.23,0,50,41.39,0.65,0.94
667,,Ahmed Hamdi,0.22,0,80,44.68,0.22,0.67
668,,Timothy Melia,0.05,0,100,75,0.1,0
669,,Damian Rivera,0.08,0,33.33,44.68,0.38,0.31
670,,Jackson Hopkins,0.24,0,18.18,33.64,0.67,0.76
671,,Allan Cruz,0.18,0.09,36.36,38.46,0.18,1
672,,Anthony Markanich,0,0,55.56,53.33,1,1
673,,Nick Markanich,0,0,50,72.73,0.56,0
674,,Everton Luiz,0.25,0,0,36.84,0.33,0.67
675,,Oniel Fisher,0.08,0,40,45.61,1.17,0.75
676,,Kyle Duncan,0.2,0.1,64.29,48.54,0.4,2.1
677,,Adrien Hunou,0.11,0,57.14,44.44,0.22,0.44
678,,A.J. DeLaGarza,0,0,33.33,50,0.75,0.75
679,,Tyler Wolff,0,0,100,52.17,1,0.4
680,,Victor Bezerra,0.2,0,25,50,0.4,0.2
681,,Noah Allen,0,0,33.33,53.85,0.25,0.13
682,,Andre Reynolds,0.08,0,28.57,50,0.33,0.58
683,,Bradley Smith,0.13,0,27.27,39.81,0.25,1.06
684,,Raúl Gudiño,0,0,100,66.67,0,0.17
685,,Caden Clark,0.13,0,29.41,34.41,0.44,1.19
686,,Nelson Quiñones,0,0,33.33,39.47,0.5,0.5
687,,Florian Jungwirth,0.23,0,67.86,49.35,0.69,0.62
688,,Josecarlos van Rankin,0.25,0.08,54.29,41.9,0.38,1.46
689,,Kristian Fletcher,0.5,0,0,12.5,0,0
690,,Nnamdi Chinonso Offor,0.14,0,65,37.04,0.43,1.57
691,,Edison Azcona,1,0,0,16.67,0,3
692,,Jonathan Perez,0,0,0,0,0,0
693,,Jesus Bueno,0,0,50,33.33,0,1
694,,José Mauri,1,0,0,0,0,1
695,,Brooklyn Raines,0,0,0,66.67,0,0
696,,Samuel Kwaku Owusu,0,0,0,0,0,0
697,,Jake Davis,0,0,0,0,0,0
698,,Pierre Reedy,0,0,0,25,0,0
699,,Daniel Crisostomo,0.5,0,100,25,0,1.5
700,,Thiaguinho,0,0,0,0,0,0
701,,Zico Bailey,0,0,0,45.45,0,0
702,,Jack Lynn,0,0,0,0,0,0
703,,Caio Alexandre,0.5,0,0,27.27,0.25,1
704,,Rida Zouhir,0.2,0,0,42.86,0,0.4
705,,Ethan Dobbelaere,0,0,50,39.39,0.13,0.38
706,,Drew Moor,0,0,58.33,61.11,0.11,0.11
707,,Theodore Ku-DiPietro,0,0,14.29,54.05,0.7,0.1
708,,Jason Pendant,0,0,100,58.33,0,0.4
709,,Stanislav Ivanov,0,0,21.43,33.64,1.07,0.87
710,,Alessandro Schöpf,0.14,0,42.86,34.38,0.86,1.29
711,,Chris Odoi-Atsem,0.2,0,38.46,42.39,0.2,0.95
712,,Nicholas Gioacchini,0,0,55.56,42.86,0.83,0.17
713,,Chase Gasper,0.29,0,55,46.48,0.41,0.94
714,,Tony Alfaro,0.06,0,66.67,52.43,0.56,1.11
715,,Mason Stajduhar,0,0,0,0,0,0.5
716,,Mikey Ambrose,0,0,0,25,0,0.5
717,,Earl Edwards Jr.,0,0,100,66.67,0.25,0
718,,Kendall Burks,0,0,66.67,54.55,0.5,0.75
719,,Brad Knighton,0,0,100,100,0,0
720,,Emerson Rodríguez,0.09,0,44.44,44.04,0.45,0.23
721,,Roberto Avila,0.38,0,20,38.24,0.88,0.75
722,,Esmir Bajraktarevic,0,0,0,50,0,0
723,,Jackson Conway,0.33,0,20,22.22,0.33,0.67
724,,Kipp Keller,0.33,0.17,50,28.57,0.33,2
725,,Giacomo Vrioni,0.14,0,15.38,30.56,1,1.14
726,,Jhon Espinoza,0.16,0,40,38.78,0.11,0.58
727,,Jaziel Orozco,0,0,50,59.09,0.5,1.25
728,,Benjamin Redzic,0,0,33.33,20,0,0.33
729,,Jairo Torres,0.07,0,23.08,36.79,1.14,0.5
730,,Romain Metanire,0,0,0,0,0,0
731,,Sergio Oregel,0,0,0,0,0,0
732,,Adam Saldana,0,0,0,0,0,0
733,,Sebastian Anderson,0,0,0,50,0.5,0
734,,Tega Ikoba,0,0,66.67,50,0.5,0
735,,Chris Kablan,0,0,100,50,0.5,0
736,,Steffen Yeates,0,0,100,50,0.5,0.5
737,,Cal Jennings,0,0,50,25,0,0
738,,Edwin Munjoma,0,0,0,41.67,0.67,1
739,,Blake Bodily,0.33,0,0,0,0,0.33
740,,Kalil ElMedkhar,0,0,0,0,0,0.6
741,,Jared Stroud,0,0,50,38.46,0.4,1
742,,Michael Halliday,0.14,0,0,25,0.14,0.14
743,,Bobby Shuttleworth,0,0,100,100,0,0
744,,Javier Casas,0.2,0,0,25,0.2,0.6
745,,Jonathan Menéndez,0,0,0,41.18,1,1
746,,Exon Gustavo Vallecilla,0.17,0.17,71.43,52.5,0.17,1.08
747,,Cameron Duke,0.12,0.04,25,42.05,1.35,0.92
748,,Pablo Bonilla,0,0.17,44.44,56.25,1.33,0.67
749,,Steven Sserwadda,0,0,0,0,0,0
750,,Niko Hansen,0,0,25,22.22,0.2,0.2
751,,Spencer Richey,0,0,100,100,0,0
752,,George Acosta,0,0,0,25,0,0
753,,Easton Ongaro,0,0,0,0,0,0
754,,Julio Benitez,0,0,0,0,0,1
755,,Max Anchor,0,0,100,100,0,0
756,,Clement Diop,0,0,100,100,0,0
757,,Elliot Panicco,0,0,100,50,0,0.5
758,,Koa Santos,0,0,0,42.86,1,2
759,,Matai Akinmboni,0.5,0,0,50,0,0.5
760,,Gaoussou Samake,0.33,0,33.33,35.71,0.67,0.67
761,,Thomas Williams,0.25,0,36.36,30.77,0,1.75
762,,George Marks,0,0,0,100,1,0
763,,Brek Shea,0,0.25,25,27.27,0.5,0.75
764,,Abraham Rodriguez,0,0,0,0,0,0
765,,Michael Nelson,0,0,0,0,0,0
766,,Brandan Craig,0,0,0,0,0,0
767,,Joey DeZart,0,0,0,0,0,0
768,,Abdoul Zanne,0,0,0,50,0,0
769,,Ben Reveno,0,0,100,100,0,0
770,,Jacob Davis,0,0,0,0,0,1.5
771,,Christopher Garcia,0,0,0,50,0.5,0.5
