#,Team,Name,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box
200,,Sean Davis,0,0.09,0,0,0.89,0.2
201,,Nicolás Acevedo,0,0.15,0,0,0.76,0.18
202,,Steve Birnbaum,0,0.16,0,0,1.78,0.22
203,,Mamadou Fall,0,0.19,0,0,0.88,0.06
204,,Rayan Raveloson,0,0.27,0,0,0.91,0.18
205,,Emiliano Rigoni,0,0,0,0,0.9,0
206,,Zac MacMath,3.17,0.29,0.29,0.09,1.2,0.14
207,,Mark-Anthony Kaye,0,0.08,0,0,1.28,0.12
208,,Sebastián Ferreira,0,0.06,0,0,1.16,0.06
209,,Aimé Mabika,0,0.13,0,0,1.06,0.13
210,,Zachary Brault Guillard,0,0,0,0,0.37,0.11
211,,Dylan Borrero,0,0,0,0,0.83,0.08
212,,Ismael Tajouri-Shradi,0,0,0,0,0.33,0
213,,Alfredo Morales,0,0.25,0,0,1,0.17
214,,Sergio Córdova,0,0.06,0,0,0.82,0.09
215,,Yuya Kubo,0,0,0,0,0.82,0.11
216,,Luquinhas,0,0.1,0,0,0.84,0.06
217,,Kamal Miller,0,0.21,0,0,1.17,0.28
218,,Kervin Arriaga,0,0.12,0,0,1,0.24
219,,Derrick Etienne Junior,0,0.09,0,0,0.73,0.09
220,,Franco Fragapane,0,0,0,0,0.94,0.16
221,,Adalberto Carrasquilla,0,0.1,0,0,1.39,0.1
222,,Fredy Montero,0,0,0,0,0.46,0.04
223,,Miguel Navarro,0,0.32,0,0,1.44,0.12
224,,Tommy McNamara,0,0.12,0,0,0.97,0.18
225,,Keegan Rosenberry,0,0.26,0,0,1.44,0.18
226,,Fafà Picault,0,0.1,0,0,1.43,0.07
227,,Kwadwo Opoku,0,0,0,0,0.54,0.11
228,,Bryan Oviedo,0,0,0,0,0.86,0.14
229,,Paxton Pomykal,0,0.06,0,0,0.63,0.14
230,,Róger Espinoza,0,0.07,0,0,0.83,0.1
231,,Nouhou Tolo,0,0.17,0,0,1.17,0.23
232,,Kerwin Calderón Vargas,0,0,0,0,0.69,0.23
233,,Julian Araujo,0,0.2,0,0,1.17,0.11
234,,Jack McGlynn,0,0.19,0,0,0.27,0.12
235,,Erik Godoy,0,0.17,0,0,1.67,0
236,,Washington Corozo,0,0,0,0,0,0
237,,Isaac Boehmer,2.67,0,0.33,0,1,0.33
238,,Sebastian Berhalter,0,0,0,0,1,0.11
239,,César Araújo,0,0.22,0,0,1,0.25
240,,Sebastian Lletget,0,0.06,0,0,1.03,0.19
241,,Cory Burke,0,0.03,0,0,0.28,0.06
242,,Josh Williams,0,0.17,0,0,0.74,0.13
243,,D.J. Taylor,0,0.11,0,0,1.11,0.26
244,,Lucas Cavallini,0,0.13,0,0,0.92,0.21
245,,Zac McGraw,0,0.09,0,0,0.59,0.18
246,,Dejan Joveljić,0,0,0,0,0.65,0.09
247,,Jarosław Niezgoda,0,0,0,0,0.9,0.2
248,,Zarek Valentin,0,0.2,0,0,0.8,0
249,,Javain Brown,0,0.22,0,0,1.11,0.3
250,,DeJuan Jones,0,0.29,0,0,1.23,0.16
251,,Andrew Farrell,0,0.28,0,0,1.09,0.16
252,,Jaylin Lindsey,0,0.15,0,0,0.96,0.15
253,,Matko Miljevic,0,0,0,0,0.55,0.18
254,,Roman Celentano,3.31,0.17,0.24,0.07,1.21,0.31
255,,José Antonio Martinez,0,0.21,0,0,0.76,0.18
256,,Martín Cáceres,0,0.13,0,0,1.13,0
257,,Stuart Findlay,0,0.5,0,0,0.25,0.25
258,,George Campbell,0,0.15,0,0,0.85,0.15
259,,Ismael Koné,0,0,0,0,1.04,0.11
260,,Jesús Jiménez,0,0,0,0,1.3,0.21
261,,Tom Edwards,0,0.2,0,0,0.85,0.25
262,,Cristhian Paredes,0,0.04,0,0,0.78,0.15
263,,Xavier Arreaga,0,0.15,0,0,0.85,0.19
264,,Boris Sekulić,0,0.3,0,0,1.12,0.15
265,,Miloš Degenek,0,0.14,0,0,0.89,0.21
266,,Amar Sejdic,0,0,0,0,0.7,0.13
267,,Nicolas Isimat-Mirin,0,0.18,0,0,1.29,0.14
268,,Dax McCarty,0,0.13,0,0,0.63,0.1
269,,Cristián Dájome,0,0,0,0,1.11,0.14
270,,Sami Guediri,0,0,0,0,1.38,0.15
271,,Efrain Alvarez,0,0.03,0,0,0.76,0.14
272,,Leon Flach,0,0.32,0,0,0.65,0.14
273,,Mohammed Adams,0,0,0,0,0.88,0.13
274,,Daniel Pereira,0,0.12,0,0,1.09,0.09
275,,Sean Nealis,0,0.21,0,0,1.03,0.21
276,,Alexander Ring,0,0.14,0,0,1.27,0.11
277,,Juan Mosquera,0,0,0,0,1,0.67
278,,Miles Robinson,0,0.11,0,0,1.22,0.11
279,,Marcos López,0,0.06,0,0,1.65,0.29
280,,Pedro Vite,0,0.04,0,0,0.88,0.21
281,,Júnior Urso,0,0.2,0,0,0.94,0.2
282,,Steven Moreira,0,0.22,0,0,1,0.19
283,,Michael Boxall,0,0.16,0,0,1.13,0.25
284,,Cristián Gutiérrez,0,0.09,0,0,1,0.18
285,,Aaron Long,0,0.2,0,0,0.83,0.17
286,,Malte Amundsen,0,0.22,0,0,0.93,0.19
287,,Franco Escobar,0,0.1,0,0,0.4,0.15
288,,Samuel Piette,0,0.11,0,0,0.68,0.07
289,,Donovan Pines,0,0.14,0,0,1.29,0.14
290,,Maikel Chang,0,0.03,0,0,0.47,0.03
291,,Marco Farfan,0,0.18,0,0,0.74,0.24
292,,Danny Wilson,0,0.12,0,0,1.42,0.19
293,,Benjamin Bender,0,0.07,0,0,0.82,0.14
294,,Alex Muyl,0,0.14,0,0,0.83,0.17
295,,Ercan Kara,0,0,0,0,0.83,0.17
296,,Héctor Herrera,0,0,0,0,1.9,0.1
297,,Brent Kallman,0,0.14,0,0,1.19,0.29
298,,Stefan Frei,3.15,0.19,0.26,0.04,1.19,0.22
299,,Nick Hagglund,0,0.15,0,0,1.09,0.24
300,,Rudy Camacho,0,0.2,0,0,1.27,0.23
301,,Bakaye Dibassy,0,0.12,0,0,1.15,0.23
302,,Drake Callender,3.36,0.16,0.12,0,1.44,0.16
