#,Team,Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %
341,,Joaquín Torres,0.11,0.07,52.7,0.96,0.04,0
342,,Luis Díaz,0.12,0.12,42.25,0.69,0,0
343,,Michael Barrios,0.06,0.18,43.06,1.35,0,0
344,,Thomas Hasal,0,0,100,0,0,0
345,,William Yarbrough,0,0,100,0,0,0
346,,Christian Ortíz,0.07,0,42.86,0.8,0,0
347,,Geoff Cameron,0,0,62.5,0.3,0,0
348,,Moussa Djitté,0.25,0,42.11,0.9,0,0
349,,Aidan Morris,0,0,37.04,0.48,0,0
350,,Jonathan Bond,0,0,100,0,0,0
351,,Brandt Bronico,0.03,0.03,55.88,0.65,0,0
352,,Jack Maher,0.07,0,0,0.18,0.07,0
353,,Michael Estrada,0.25,0.06,44.44,0.94,0.06,0
354,,Christian Fuchs,0.12,0,75,0.69,0,0
355,,Danny Leyva,0,0,50,0.42,0,0
356,,Teal Bunbury,0.28,0.17,42.86,1.67,0.11,0
357,,Emmanuel Boateng,0.07,0.07,61.11,0.52,0,0
358,,Larrys Mabiala,0,0,75,0.24,0,0
359,,Kyle Smith,0.07,0,50,0.28,0.03,0
360,,James Marcinkowski,0,0,0,0,0,0
361,,Tristan Blackmon,0.04,0,58.33,0.5,0,0
362,,Matheus Rossetto,0,0,73.33,0.54,0,0
363,,Osvaldo Alonso,0,0,100,0.25,0,0
364,,Jhohan Romaña,0,0,0,0.2,0,0
365,,Richie Laryea,0,0,56.25,0.1,0,0
366,,Victor Pálsson,0,0,100,1.5,0,0
367,,Brian Gutierrez,0.06,0.03,55.56,0.82,0,0
368,,Carlos Coronel,0,0,0,0,0,0
369,,Felipe Hernández,0.06,0.03,41.67,1.03,0,0.34
370,,Johan Kappelhof,0.17,0.17,0,0.83,0.17,0
371,,Jacen Russell-Rowe,0,0.17,40,0.67,0,0
372,,Corentin Jean,0,0,100,0.67,0,0
373,,Tyler Miller,0,0,100,0,0,0
374,,Jackson Ragen,0,0.09,80,0.26,0,0
375,,Dairon Asprilla,0.34,0.14,33.33,1.72,0.1,0
376,,Ravel Morrison,0.14,0.07,45.45,1.14,0,0
