#,Team,Name
1,,Kai Wagner
2,,Brooks Lennon
3,,Domenico Criscito
4,,Matthew Miazga
5,,Brandon Bye
6,,Jack Elliott
7,,Alexander Callens
8,,Teenage Hadebe
9,,Jakob Glesnes
10,,John Tolkin
11,,Walker Zimmerman
12,,Diego Palacios
13,,Claudio Bravo
14,,Rafael Czichos
15,,Yeimar Gómez Andrade
16,,Bill Tuiloma
17,,Alex Roldán
18,,Juan Sánchez Purata
19,,Wyatt Omsberg
20,,Alex De John
21,,Nathan Harriel
22,,Francisco Calvo
23,,Julio Cascante
24,,Daniel Lovitz
25,,Alan Franco
26,,Oskar Ågren
27,,Nathan Cardoso
28,,Graham Zusi
29,,Jesús Murillo
30,,Jonathan Mensah
31,,Matt Hedges
32,,Dave Romney
33,,Justen Glad
34,,Henry Kessler
35,,Antônio Carlos
36,,Marcelo Silva
37,,Shaq Moore
38,,Giorgio Chiellini
39,,Andrew Brody
40,,Olivier Mbaizo
41,,Lalas Abubakar
42,,João Moutinho
43,,Daniel Steres
44,,Maxime Chanot
45,,Robin Jansson
46,,Guzmán Corujo
47,,Damion Lowe
48,,Adilson Malanda
49,,Alistair Johnston
50,,Gabriele Corbo
51,,Sean Zawadzki
52,,Carlos Teran
53,,Thiago Martins
54,,Andrew Gutman
55,,Ranko Veselinović
56,,Harvey Neville
57,,Andreu Fontàs
58,,Steve Birnbaum
59,,Mamadou Fall
60,,Rayan Raveloson
61,,Aimé Mabika
62,,Kamal Miller
63,,Miguel Navarro
64,,Keegan Rosenberry
65,,Bryan Oviedo
66,,Nouhou Tolo
67,,Julian Araujo
68,,Erik Godoy
69,,Josh Williams
70,,D.J. Taylor
71,,Zac McGraw
72,,Zarek Valentin
73,,Javain Brown
74,,DeJuan Jones
75,,Andrew Farrell
76,,Jaylin Lindsey
77,,José Antonio Martinez
78,,Martín Cáceres
79,,Stuart Findlay
80,,George Campbell
81,,Tom Edwards
82,,Xavier Arreaga
83,,Boris Sekulić
84,,Miloš Degenek
85,,Nicolas Isimat-Mirin
86,,Sami Guediri
87,,Sean Nealis
88,,Alexander Ring
89,,Juan Mosquera
90,,Miles Robinson
91,,Marcos López
92,,Steven Moreira
93,,Michael Boxall
94,,Aaron Long
95,,Malte Amundsen
96,,Franco Escobar
97,,Donovan Pines
98,,Marco Farfan
99,,Danny Wilson
100,,Brent Kallman
101,,Nick Hagglund
102,,Rudy Camacho
103,,Bakaye Dibassy
104,,Tayvon Gray
105,,Sega Coulibaly
106,,Tim Parker
107,,Derrick Williams
108,,Joel Waterman
109,,Ruben Gabrielsen
110,,Matthew Real
111,,Héctor Jimenez
112,,Nabilai Kibunguchy
113,,Nick Lima
114,,Adam Lundqvist
115,,Dylan Nealis
116,,Tanner Beason
117,,Geoff Cameron
118,,Jack Maher
119,,Christian Fuchs
120,,Larrys Mabiala
121,,Kyle Smith
122,,Tristan Blackmon
123,,Jhohan Romaña
124,,Richie Laryea
125,,Victor Pálsson
126,,Johan Kappelhof
127,,Jackson Ragen
128,,Erik Holt
129,,Harrison Afful
130,,Robert Voloder
131,,Eddie Segura
132,,William Sands
133,,Adam Armour
134,,Auston Trusty
135,,Chris Mavinga
136,,Ryan Hollingshead
137,,Ryan Sailor
138,,Alvas Powell
139,,Nkosi Tafari
140,,Rodrigo Schlegel
141,,Luís Martins
142,,Carlos Salcedo
