Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls,Appearances
Ion Gaztañaga,0,0.08,57.14,1.08,0,0,1.92,0.92,0,1.46,0,0.38,0.15,0.08,37.38,80.86,4.15,50.82,0,0.08,0,0,1.92,0.08,0.46,0,33.33,50,0.77,1.54,13
Victor Mongil Adeva,0,0,0,0.17,0,0,0.44,1,0,1.11,0,0.17,0,0,29.28,84.63,2.5,51.58,0,0.06,0,0,0.78,0.06,0.06,0,62.5,64.86,0.33,0.22,18
Aaren D'Silva,0.07,0.07,66.67,0.36,0,0,0.29,0.07,0,0.21,0,0.07,0,0,4.43,72.58,1.64,40,0,0,0,0,0.07,0,0.07,0,54.55,53.85,0.21,0.14,14
Kiyan Nassiri,0,0,20,0.56,0,0,0.44,0.13,0,0.25,0,0,0,0,6.13,69.39,2.44,66.67,0,0,0,0,0.13,0.06,0.06,0,30,45.24,0.44,0.38,16
Carlos Delgado,0,0,66.67,0.62,0,0,1.29,1.9,0,3.52,0,0.33,0,0,40.95,77.21,3.14,36.65,0,0.1,0,0,1.57,0.05,0.05,0,60,59.09,0.48,0.81,21
Ritwik Kumar Das,0.33,0.11,46.94,1.39,0.11,0,1,0.61,0,0.06,0,0.56,0.11,0,17.28,82.32,7.06,55.56,0,0,0,0,0.72,0.33,0.06,0,40.91,40.99,0.89,0.28,18
Rowllin Borges,0,0.06,0,0.56,0,0,0.63,0.44,0,0.25,0,0.63,0,0,24.06,87.79,6.31,68.42,0,0,0,0,0.19,0.06,0.13,0,33.33,36.11,0.13,0.31,16
Hernán,0,0,50,1,0,0,0.5,0.75,0,0,0,0,0,0,28,83.04,4,57.14,0,0,0,0,1,0,0,0,100,80,1,0,4
Víctor Rodríguez,0.07,0,41.67,0.64,0,0,0.36,0.21,0,0.07,0,0.5,0.07,0.07,22.79,82.45,7,63.33,0,0,0,0,0.86,0.07,0,0,33.33,46.3,0.93,0.07,14
Fallou Diagne,0,0,0,0.68,0,0,1.05,1.26,0,3.11,0,0.16,0,0,44.89,81.13,3.32,51.5,0,0.16,0,0,1.32,0.37,0.26,0,59.52,55.06,0.21,0.84,19
Yumkhaibam Jiteshwor Singh,0,0.06,28.57,0.5,0,0,1.69,1.44,0,0.19,0,0.88,0.06,0.06,30.31,77.94,6.25,55.7,0,0.13,0,0,0.81,0.25,0.13,0,0,39.39,0.5,1.13,16
Parag Srivas,0,0,55.56,0.58,0,0,0.79,1.05,0,1.89,0,0.53,0.05,0.05,23.32,68.4,3.26,34.55,0,0.16,0,0,0.37,0.21,0.21,0,60,49.46,0.26,0.68,19
Jerry Mawihmingthanga,0.15,0.05,19.05,1.2,0.05,0,1.1,0.35,0,0.25,0,0.35,0,0.1,16.9,67.16,4.85,22.58,0,0.1,0,0,1.2,0.05,0.05,0,20.59,37.98,0.8,0.65,20
Pablo Pérez,0.14,0.14,64.29,1.07,0,0,0.86,0.36,0.07,0,0,0.5,0.07,0,10.57,78.38,3.14,71.43,0,0,0,0,0.21,0.07,0.14,0,33.33,44.71,0.57,0.43,14
Vikram Pratap Singh,0.11,0,26.67,0.58,0.05,0,0.74,0.26,0,0.11,0,0.21,0.05,0,7.32,82.73,3.16,80,0,0,0,0,0.26,0.05,0.16,0,23.08,40,0.58,0.47,19
Saviour Gama,0,0,0,0.13,0,0,1.5,0.5,0,0.75,0,0.25,0,0.13,16.5,68.94,2.13,37.5,0,0,0,0,0.88,0,0,0,70,70,0.25,0.25,8
Vafa Hakhamaneshi,0.06,0,100,0.39,0.06,0,0.89,1.17,0.06,3.83,0,0.44,0,0,37.33,78.57,1.89,55.7,0,0.06,0,0,1,0.39,0.06,0.06,65.57,57.66,0.44,0.94,18
Makan Winkle Chote,0,0,50,0.7,0,0,0.8,0.3,0,0.2,0,0.1,0,0.2,7.4,72.97,1.9,40,0,0,0,0,0.4,0,0,0,50,51.61,0.2,0.2,10
Aleksandar Jovanović,0,0,100,0.13,0,0,0.75,1.06,0,3.19,0,0.44,0,0.06,32.31,81.04,2.63,47.87,0,0.13,0,0,0.75,0.25,0,0,63.64,57.14,0.13,0.38,16
Raynier Fernandes,0,0,62.5,1.25,0,0,0.55,0.65,0,0.4,0,0.55,0.05,0.15,24,73.33,7.2,40.91,0,0.1,0,0,0.9,0.05,0.05,0,27.5,30.84,0.3,0.8,20
Joel Chianese,0.1,0.05,36.36,0.7,0,0,0.6,0.2,0,0.2,0,0.25,0.05,0,14.95,80.27,5.6,70,0,0.1,0,0,0.3,0.05,0.15,0,23.81,37.01,0.85,0.8,20
Germanpreet Singh,0,0,0,1.2,0,0,0.8,1.8,0,0,0,0.4,0.2,0.2,16.2,74.07,5.4,53.33,0,0,0,0,0.6,0.8,0,0,33.33,47.06,0.6,0.4,5
Sylvester Igboun,0,0,75,1,0,0,0,0,0,0,0,0,0,0,13,92.31,4,100,0,0,0,0,1,0,0,0,0,60,0,0,1
Michael Soosairaj,0,0,100,0,0,0,0,0,0,0,0,0,0,0,6,100,3,0,0,0,0,0,1,0,0,0,0,100,0,0,1
Lalruatthara,0,0,100,0,0,0,0.75,1,0,1.5,0,0.75,0.25,0,11.25,64.44,3,46.67,0,0,0,0,0.25,0,0,0,0,40,0,0.5,4
Ayush Chhikara,0,0,0,1,0,0,0.75,0,0,0.25,0,0,0,0,2.5,90,1.5,0,0,0,0,0,0,0,0,0,60,40,0,1,4
Ajith Kumar,0,0,37.5,0.13,0,0,3.47,2.4,0,1.13,0,0.87,0,0,28.07,66.98,4.6,33.33,0,0.13,0,0,1.07,0.33,0.27,0.07,36.84,55.19,1.13,1.33,15
Sahil Tavora,0,0,0,0.48,0,0,1.38,0.52,0,0.62,0,0.24,0,0,17.05,81.01,3.05,52.27,0,0.05,0,0,0.38,0.05,0.14,0,29.17,54.02,0.52,0.57,21
Charis Kyriakou,0.06,0,100,0.39,0,0,1.06,1,0,1.94,0,0.22,0,0,28,78.17,4.11,48.75,0,0.17,0,0,1.11,0.22,0.11,0,69.7,67.57,0.39,0.39,18
Mobashir Rahman,0,0,80,0.46,0,0,0.92,1.38,0,1,0,1.08,0,0.08,25.23,73.48,3.69,49.15,0,0.08,0,0,1.08,0.23,0.08,0.08,31.25,41.43,0.31,0.92,13
Amrinder Singh,0,0,0,0,0,0,0.14,0.1,0,1.71,0.1,0,0,0.05,32.43,57.86,1.48,34.64,2.67,0.1,0.1,0,1.57,0.05,0.14,0,85.71,91.67,0.1,0,21
V.P. Suhair,0.11,0.22,52,1.56,0.11,0,1.72,0.61,0,0.61,0,0.61,0.11,0.17,19.89,62.01,4.33,29.41,0,0,0,0,0.94,0.11,0.44,0,33.33,39.81,1.06,2.17,18
Narender Gahlot,0,0,37.5,0.5,0,0,2.06,1.28,0,2.28,0,0.56,0.06,0,29.67,70.79,3.72,37.18,0,0.06,0,0,1.44,0.06,0.28,0,55.56,56.06,0.5,0.67,18
Ishan Pandita,0.12,0.06,33.33,1.47,0,0,0.35,0.18,0,0.29,0,0,0,0,5.18,73.86,1.35,25,0,0,0,0,0.53,0.12,0,0,23.53,37.04,0.29,0.24,17
Romain Philippoteaux,0.11,0.06,55.26,1.06,0,2.78,0.28,0.72,0,0.17,0,0.11,0.11,0.11,19.33,75.86,5.22,33.33,0,0.06,0,0,2,0.28,0.06,0,0,44.79,0.94,0.33,18
Udanta Singh Kumam,0,0,33.33,0.35,0,0,0.35,0.24,0,0.18,0,0.29,0.18,0.12,7.65,69.23,2.53,25,0,0.06,0,0,0.29,0.06,0.06,0,20,36.84,0.41,0.24,17
Redeem Tlang,0.17,0.11,42.11,1,0.06,0,1.56,0.44,0,0.17,0,0.56,0,0.11,14.22,74.22,3.61,52.63,0,0,0,0,0.56,0.11,0.11,0,40.74,44.62,0.61,0.72,18
Eli Sabiá,0,0,50,0.53,0,0,1.33,0.8,0,2.27,0,0.2,0,0,33.87,80.31,2.53,55.93,0,0.13,0,0,1.07,0.47,0.2,0.07,60.71,58.82,0.13,1,15
Jitendra Singh,0,0,100,0.31,0,0,1.31,1,0,0.62,0,0.77,0.08,0,19.38,79.76,2.92,51.72,0,0.15,0,0,0.85,0.23,0.15,0,40,53.7,0.46,0.31,13
Parthib Gogoi,0.17,0.06,37.04,1.11,0,0,0.44,0.56,0,0.33,0,0.5,0.11,0.06,9.17,66.67,1.78,22.22,0,0,0,0,1.44,0.06,0.11,0,25,32.29,0.33,0.44,18
Nikhil Prabhu,0,0,0,0.4,0,0,1.2,1.2,0,1,0,0.2,0,0,21,82.86,0.2,37.5,0,0,0,0,0.8,0,0.2,0,83.33,80,0.2,0.2,5
Ayush Adhikari,0,0,66.67,0.33,0,0,0.33,0.17,0,0,0,0.17,0.17,0,13,92.31,2.5,57.14,0,0,0,0,0.17,0,0,0,0,37.5,0.33,0,6
Suresh Wangjam Singh,0,0,44.44,0.48,0,0,1.52,1.38,0,1.05,0,0.67,0,0,36,82.54,5.57,39.68,0,0.14,0,0,0.95,0.19,0.24,0,55.56,45.1,0.9,1.81,21
Rehnesh Paramba,0,0,100,0,0,0,0,0,0,1,0,0,0,0,25.27,56.83,2.09,44.81,2.36,0.27,0,0,1.18,0.36,0,0,100,100,0,0,11
Devendra Dhaku Murgaokar,0,0,66.67,0.25,0,0,0.92,0.17,0,0.17,0,0.08,0,0.08,7.58,75.82,1.42,57.14,0,0,0,0,0.92,0.17,0,0,30,57.45,0.75,0.42,12
Ricky Lallawmawma,0,0,76.92,0.1,0,0,1.6,1,0.05,1.85,0,0.4,0.05,0.05,30.25,65.79,5.6,29.01,0,0.15,0,0,1.25,0.35,0.05,0,37.93,52.21,0.3,0.9,20
Sourav Das,0,0,0,0.29,0,0,1.57,0.86,0,1.29,0,0.29,0,0,20.14,77.3,2.43,55.56,0,0,0,0,1,0.43,0.14,0,57.14,53.13,0.29,1.14,7
Lalthathanga Khawlhring,0,0,30,0.71,0,0,0.93,0.93,0,0.43,0,0.5,0.07,0,20.29,83.1,3.14,51.85,0,0,0,0,0.64,0.07,0.07,0,40,36.23,0.21,0.93,14
Prasanth Karuthadathkuni,0.07,0.07,31.25,0.67,0,0,1.53,0.27,0.13,0.27,0,0.53,0.07,0.07,12,77.22,3.67,28.57,0,0,0,0,1.2,0.2,0,0,53.33,48.24,0.33,0.6,15
Jake Jervis,0.2,0.6,33.33,2.4,0,0,0.8,0,0,0.4,0,0.6,0,0,20,66,4.6,60,0,0.2,0,0,1.2,0.2,0,0,61.29,51.61,1.4,1.6,5
Joseba Beitia,0,0,75,0.4,0,0,0.8,1,0,0.6,0,0.6,0,0,58.6,87.37,8,59.09,0,0,0,0,2.6,0.2,0,0,40,50,1.8,0.8,5
Rahul Kannoly,0.11,0.17,43.9,1.33,0,0,1.61,1,0,0.22,0,0.44,0.06,0.06,21.67,70.51,6.44,20.83,0,0.17,0,0,1,0.06,0.33,0.06,43.86,41.71,0.67,1.61,18
Manoj Mohammed,0,0,0,0.67,0,0,2.33,1,0,1,0,0.33,0,0,32,66.67,6,40.91,0,0.33,0,0,1.67,0.33,0,0,100,71.43,0.33,0.67,3
Emanuel Lalchhanchhuaha,0,0,75,0.22,0,0,1.78,0.33,0,0.44,0,0.56,0,0,12.33,84.68,2,60,0,0,0,0,0.78,0.11,0,0,22.22,54.72,0.89,0.44,9
Emil Benny,0,0,53.13,0.69,0,0,0.75,0.25,0,0.63,0,0.25,0.13,0.19,19.63,73.57,3.75,60,0,0.06,0,0,1.5,0.25,0,0,100,46.75,0.31,0.5,16
Abdul Rabeeh,0,0,27.27,0.28,0,0,0.83,0.06,0,0.06,0,0.11,0.17,0.17,6.83,73.98,2.11,0,0,0,0,0,0.28,0.06,0,0,25,43.64,0.28,0.22,18
Harmanjot Singh Khabra,0.14,0,100,0.43,0.14,0,1,1.14,0,1.14,0,0.29,0.14,0.14,36.71,74.32,4.29,33.33,0,0,0,0,1.71,0,0.43,0,40,50,0.14,0.57,7
Ashique Kuruniyan,0,0.06,27.66,1,0,0,1.44,0.83,0,0.17,0,0.28,0.06,0.06,21.44,70.21,5.06,39.29,0,0.22,0,0,0.39,0.17,0.22,0.06,21.43,42.86,1.5,1.11,18
Seriton Fernandes,0,0,60,0.13,0,0,1.73,1.07,0,1,0,0.33,0.07,0.07,38.8,80.76,4.4,42.42,0,0.2,0,0,1.4,0.33,0,0,66.67,58.82,0.4,1,15
Chungnunga Lal,0,0,100,0.26,0,0,1.32,1.05,0.05,4.47,0,0.42,0,0,27.26,72.59,1.47,38.97,0,0.11,0,0,1.63,0.37,0.21,0,48.89,48,0.05,0.95,19
Jithin MS,0.06,0.13,60,0.69,0,0,1.56,0.31,0,0.13,0,0.69,0.13,0,16.56,67.92,3.63,27.27,0,0,0,0,1.81,0.38,0,0,35.71,51.28,0.75,0.69,16
Michael Jakobsen,0,0,0,0.1,0,0,0.6,0.8,0,2.5,0,0.1,0,0,42.9,79.72,3.2,60.78,0,0,0,0,2.2,0.3,0.2,0,70.59,68.89,1.3,0.5,10
Hitesh Sharma,0.05,0.05,28.57,0.42,0,0,0.89,0.53,0,0.42,0,0.79,0.05,0.05,23.58,72.77,4.74,46.94,0,0,0,0,0.32,0.05,0.11,0,54.84,42.98,0.68,1.21,19
Sahil Panwar,0,0,16.67,0.11,0,0,1.83,1,0,1.5,0,0.83,0,0.06,27.06,66.94,3.61,36.96,0,0.11,0,0,1.22,0.06,0.11,0.06,64.29,51.61,0.17,1.22,18
Rochharzela,0.14,0.07,22.22,0.5,0,0,1.07,0.21,0.07,0.07,0,0.57,0.07,0,8.29,61.21,1.21,15.38,0,0,0,0,1.07,0.21,0.21,0,0,34.43,0.29,0.71,14
Matt Derbyshire,0.13,0.25,0,1.5,0.13,0,0.63,0.13,0,0.75,0,0.25,0,0,11.75,64.89,1.88,33.33,0,0,0,0,1.75,0.13,0,0,27.5,39.34,1,0.25,8
Denechandra Meitei,0,0,66.67,0,0,0,1.14,1,0,0.5,0,0.43,0.07,0.07,12.86,72.22,1.5,29.41,0,0,0,0,0.86,0,0.07,0,16.67,50,0.36,0.43,14
Gursimrat Gill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,83.33,2,50,0,0,0,0,0,0,0,0,0,50,1,0,1
P C Rohlupuia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,1
Hardik Bhatt,0,0,0,0,0,0,1,1,0,3,0,0,0,0,39,74.36,7,40,0,0,0,0,1,0,0,0,0,20,0,2,1
Arshdeep Singh,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25.5,60.78,0.5,28,1,0,0,0,0.5,0,0,0,100,100,0,0,2
Syed Suhail Pasha,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.5,45.45,1,50,0,0,0,0,1,0,0,0,0,66.67,0,0,2
Princeton Rebello,0,0,0,0,0,0,0.67,1,0,0.33,0,1,0,0,23,92.75,4.67,75,0,0,0,0,0.67,0,0,0,75,46.15,0.33,1,3
Narayan Das,0,0,50,0.17,0,0,0.83,1.17,0,1.33,0.17,0.5,0,0,19.83,76.47,1.83,52.17,0,0,0,0,0.5,0.17,0.17,0,37.5,47.62,0,0.33,6
Jockson Das A,0,0,50,0.33,0,0,0.5,0,0,0.17,0,0,0,0,4.33,42.31,0.33,25,0,0,0,0,0.33,0.17,0,0,40,60,0.5,0.33,6
Tuhin Das,0,0,0,0.38,0,0,0.75,0,0,0.63,0,0.25,0,0,8.88,80.28,1.75,40,0,0,0,0,0.38,0,0.13,0,33.33,47.06,0.13,0.25,8
Seminlen Doungel,0,0,80,0.1,0,0,1.1,0.5,0,0.3,0,0.3,0,0,5.4,64.81,1.1,35.71,0,0,0,0,0.6,0.1,0.1,0,28.57,51.22,0.4,0.7,10
Rohit Danu,0,0.08,50,0.46,0,0,0.77,0.31,0,0.23,0,0,0,0,9.92,75.19,2.69,37.5,0,0,0,0,0.31,0.08,0,0,25,43.48,0.92,0.54,13
Prabhsukhan Gill,0,0,0,0,0,0,0.06,0.06,0.06,1.11,0.06,0.11,0,0,22,50,1.17,33.78,2.17,0.22,0.11,0,1.44,0.06,0.17,0,50,54.55,0.17,0.11,18
Prabir Das,0,0,15.38,0.47,0,0,1.21,1.11,0,2.16,0.05,0.47,0.11,0.05,23.79,62.83,3.26,31.4,0,0.16,0,0,0.74,0.16,0.11,0,67.57,48.72,0.37,0.84,19
Pedro Martin,0.15,0.2,31.25,0.85,0.05,0,0.2,0.05,0,0.2,0,0.15,0,0.05,13.1,70.61,3.3,28.57,0,0,0,0,0.35,0.05,0.15,0,44.19,35.78,0.55,0.95,20
Samik Mitra,0,0,0,0,0,0,0,0,0,0.9,0.2,0,0,0,25.1,58.96,1.2,38.04,2.7,0.2,0.1,0,1.2,0.4,0.3,0,100,100,0.2,0,10
Jayesh Rane,0,0,42.86,0.33,0,0,0.56,0.67,0,0.11,0,0.22,0,0,9.67,77.01,2.22,85.71,0,0,0,0,0,0.11,0.11,0,62.5,45.45,0.22,0.56,9
Lalrinliana Hnamte,0,0,66.67,0.23,0,0,0.69,0.54,0,0.15,0,0.46,0,0,9.54,77.42,1.85,50,0,0,0,0,0.08,0.08,0.08,0,55.56,52.78,0.23,0.15,13
Boris Thangjam,0.1,0.25,41.89,1.15,0,0,2.25,0.25,0.05,0.1,0,1.05,0.1,0.05,14.95,67.89,3.9,33.33,0,0,0,0,1.1,0.25,0.15,0,29.41,47.01,1.45,0.8,20
Aiban Dohling,0.05,0,40,0.26,0,0,1.63,1,0,1.37,0,0.63,0.05,0,40.95,80.08,3.95,40.43,0,0.16,0,0,1.11,0.21,0.11,0,59.57,52.67,0.63,0.32,19
Nishu Kumar,0,0.06,81.82,0.56,0,0,0.94,0.56,0,1.19,0,0.63,0,0.06,29,74.57,5.25,37.5,0,0.06,0,0,0.81,0.06,0.19,0,67.86,52.81,0.25,0.56,16
Marc Valiente,0,0,0,0.13,0,0,0.25,0.5,0,1.63,0,0.13,0.13,0,40,88.75,1.13,48.65,0,0,0,0,1.13,0.25,0.13,0,54.55,47.06,0,0.25,8
Ninthoinganba Meetei,0,0,38.1,0.75,0,0,1.33,0.17,0,0.17,0,0.67,0,0.08,10.58,74.02,3.42,33.33,0,0,0,0,0.5,0.42,0,0,33.33,50,0.33,0,12
Imran Khan,0.07,0,42.86,0.79,0,0,0.29,0.07,0,0.07,0,0.21,0,0.07,12.29,79.07,3.36,66.67,0,0,0,0,1,0,0.07,0,0,38.24,0.43,0.14,14
Sahal Abdul Samad,0.16,0.05,37.21,1.63,0,0,0.74,0.37,0,0.21,0,0.26,0.16,0.11,17.11,74.77,5.26,30,0,0,0,0,1.11,0.05,0.05,0,34.78,34.78,0.53,0.74,19
Jerry Lalrinzuala,0,0,31.25,0.26,0,0,2.05,1.68,0.05,1.37,0,0.42,0.05,0.05,25.42,68.53,3.58,30.21,0,0.11,0,0,1.32,0.37,0.16,0,15.79,51.91,1.11,0.79,19
Thongkhosem Haokip,0.07,0,33.33,0.47,0,0,0.2,0.13,0,0.4,0,0.27,0.07,0,11.27,69.23,2.6,20,0,0.07,0,0,0.87,0.2,0.07,0,29.85,31.48,0.67,0.4,15
Pragyan Sundar Gogoi,0,0,46.15,0.88,0,0,0.88,1,0.06,0.88,0,0.5,0.06,0.06,20.5,75.3,2.94,47.37,0,0.06,0,0,1.81,0.19,0.25,0,31.82,39.77,0.5,0.94,16
Gurmukh Singh,0,0,0,0.1,0,0,0.3,0.6,0,2.7,0,0.3,0,0,23,80.43,1,50,0,0,0,0,0.6,0.4,0,0,40,44.44,0.1,0.2,10
Peter Hartley,0.13,0,50,1.25,0,0,0.63,1,0.13,2.88,0,0.5,0,0,38.88,68.49,2.13,46.25,0,0.13,0,0,1.38,0.38,0.5,0.13,66.67,50.98,0.25,1.5,8
Reagan Singh,0,0,50,0.13,0,0,0.75,0,0,1,0,0,0,0,15.88,85.04,3.5,59.09,0,0,0,0,0.5,0.13,0,0,25,52.17,0.5,0.38,8
Fardin Ali Molla,0,0,0,0.3,0,0,0.2,0,0,0,0,0.1,0,0,1.5,73.33,0.5,0,0,0,0,0,0.2,0,0,0,100,42.86,0.3,0.2,10
Eliandro,0,0,50,0.14,0,0,0.29,0,0,0.14,0,0,0,0,5.43,68.42,1.14,100,0,0,0,0,0.43,0.29,0,0,50,53.85,0,0.14,7
Laldinpuia PC,0,0,0,0,0,0,0.25,0.63,0,0.63,0,0.13,0,0,13.25,69.81,1.75,62.5,0,0,0,0,0.75,0.13,0,0,50,52.63,0.5,0.38,8
Saurav Mandal,0,0,50,0.23,0,0,0.46,0.23,0.08,0,0,0.23,0.08,0.08,6.77,72.73,1.62,62.5,0,0,0,0,0.23,0,0.08,0,50,41.67,0.31,0.31,13
Muhammed Uvais,0,0,100,0.67,0,0,1,0.67,0,2,0,0.17,0,0,17.67,60.38,1,25,0,0,0,0,1,0.17,0.17,0,44.44,55,0,0.33,6
Sanjeev Stalin,0,0,50,0,0,0,1.09,0.73,0,0.55,0,0.45,0,0,30.64,81.01,6.64,34.38,0,0.09,0,0,0.64,0,0.09,0,44.44,44.23,0.18,1.09,11
Jobby Justin,0,0,0,0.4,0,0,0,0,0,0,0,0.2,0,0,3.2,75,0.6,0,0,0,0,0,0.6,0.2,0,0,30.77,35,0.6,0.2,5
Souvik Chakraborty,0,0,100,0.2,0,0,0.4,0.8,0,0,0,0.8,0,0,28,80.71,5.8,46.67,0,0,0,0,1,0.4,0.2,0,55.56,50,0.8,1,5
Ankit Mukherjee,0,0,33.33,0.2,0,0,1.3,1.7,0,2.4,0,0.8,0,0,22,55.45,2.3,26.39,0,0.1,0,0,1.2,0.3,0.2,0,50,45.16,0.2,0.9,10
Arindam Bhattacharya,0,0,0,0,0,0,0.1,0,0,1.7,0,0,0,0,25.8,51.94,1.1,33.71,3.4,0,0.3,0.1,2.6,0.4,0.2,0,66.67,66.67,0.1,0.1,10
Dheeraj Singh,0,0,0,0,0,0,0.11,0,0.11,1.42,0.05,0.05,0,0,28.11,71.16,0.47,45.19,1.84,0.16,0.37,0,1.47,0.32,0.11,0,92.86,74.07,0.26,0.21,19
Sajal Bag,0.2,0.2,14.29,1.2,0,0,1,0.2,0,0.4,0,0,0,0,7.6,65.79,1,44.44,0,0,0,0,0.6,0.4,0,0,0,28,0.2,0.8,5
Bijoy Varghese,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sumit Rathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,66.67,0,0,0,0,0,0,0,0,0,0,100,100,0,0,1
Ravi Bamadur Rana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ricky John Shabong,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Harmanpreet Singh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Athul Unnikrishnan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mark Zothanpuia,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,11,72.73,2.5,50,0,0,0,0,0,0,0,0,0,50,0,0,2
Phijam Vikash Singh,0,0,0,0.5,0,0,1.75,0.25,0,0.25,0,0.75,0,0,16.75,77.61,3,40,0,0,0,0,1.25,0,0,0,0,50,0,0,4
Mohammad Rakip,0,0,50,0.17,0,0,1,0.5,0,1.5,0,0.17,0,0,14,61.9,1.5,30.77,0,0,0,0,0.83,0.17,0.33,0,60,61.9,0,0.17,6
Moirangthem Thoiba Singh,0,0,57.14,0.71,0,0,0.95,0.62,0,1.67,0.05,0.86,0.05,0,25.76,67.28,3.86,40.34,0,0.05,0,0,1.48,0.05,0.14,0,46.15,43.55,0.81,1.1,21
Sanson Pereira,0,0,66.67,0.33,0,0,1.42,0.5,0,0.67,0,0.92,0.08,0.08,26.5,78.93,4.42,23.08,0,0,0,0,0.92,0.33,0.08,0,35.71,45.59,0.25,0.92,12
Mandar Rao Desai,0,0,20,0.4,0,0,1,0.8,0,1.1,0,0.7,0,0,25.9,83.4,4.4,47.37,0,0.1,0,0,1.1,0,0,0,0,40,0.3,0.5,10
Himanshu Jangra,0,0,28.57,0.5,0,0,0.83,0.5,0,0.17,0,0,0,0,5.5,60.61,1.33,50,0,0,0,0,0.67,0,0,0,42.86,39.29,0.17,0.17,6
Aaron Evans,0.11,0,66.67,0.16,0.05,0,0.68,0.79,0,3.68,0,0.37,0,0,27.89,79.43,0.63,31.25,0,0.05,0,0,2,0.37,0.16,0,32,43.08,0.26,0.63,19
Farukh Choudhary,0,0,40,0.69,0,0,0.44,0.5,0,0.31,0,0.56,0,0,10.75,68.02,1.94,30.43,0,0.06,0,0,0.5,0.19,0.06,0,50,38.36,0.5,0.38,16
Sumeet Passi,0,0.09,0,0.45,0,0,0.36,0.36,0,0.55,0,0.27,0,0.09,11.36,55.2,1.91,33.33,0,0,0,0,1.09,0.27,0.36,0,51.16,43.08,0.18,0.45,11
Florentin Pogba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,77.78,1,0,0,0,0,0,0,0.5,0,0,50,33.33,0,0.5,2
Mashoor Shereef Thangalakath,0,0,0,0,0,0,1.38,1.38,0,1.75,0,0.25,0,0,31.5,73.02,0.88,37.7,0,0,0,0,2,0.25,0.63,0,8.33,43.24,0.5,0.5,8
Aniket Jadhav,0,0,37.5,0.25,0,0,0.58,0.25,0,0,0,0.42,0.08,0,6.92,68.67,1.75,100,0,0,0,0,0.5,0.17,0,0,0,31.91,0.17,0.5,12
Debjit Majumder,0,0,0,0,0,0,0.22,0,0.11,1.89,0,0.11,0,0,19.22,63.58,0.22,35.79,2.67,0.11,0.33,0,1.56,0.56,0.11,0.11,100,70,0.11,0.22,9
Suvam Sen,0,0,0,0,0,0,0,0,0,1,0.33,0,0,0,19.67,33.9,1,29.63,3.67,0,0,0,1.67,0.33,0.33,0,0,0,0,0,3
Kule Mbombo,0,0.33,25,1.17,0,0,0.33,0,0,0.5,0,0,0,0,14.83,76.4,3,50,0,0,0,0,2,0.5,0,0,45.45,44.44,1.33,1,6
Sheikh Sahil,0,0,0,0,0,0,2,0,0,0,0,0,0,0,22,68.18,1,33.33,0,0,0,0,3,0,0,0,0,66.67,0,1,1
Amarjit Kiyam Singh,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,100,4,100,0,0,0,0,1,1,0,0,0,50,1,0,1
Lalbiakhlua Jongte,0,0,0,0,0,0,0,0,0,2,0,0,0,0,19,57.89,0,42.86,4,0,1,0,2,1,0,0,0,0,0,0,1
Gurkirat Singh,0,0.11,42.86,0.67,0,0,0.22,0,0,0,0,0,0,0,3.44,67.74,1,60,0,0,0,0,0.22,0,0,0,28.57,38.24,0.67,0.78,9
Gaurav Bora,0,0,0,0.21,0,0,1.5,2.21,0.07,3.43,0.07,0.5,0,0,33.64,69.64,1.43,35.43,0,0.07,0,0,1.93,0.43,0.14,0,46.43,51.19,0.64,0.93,14
Nihal Sudheesh,0,0.2,40,0.6,0,0,0.8,0,0,0,0,0,0,0,6.2,67.74,1.6,50,0,0,0,0,0.4,0,0,0,33.33,42.86,0.4,0.2,5
