#,Team,Name,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past
169,,Emanuel Lalchhanchhuaha,1.78,0.33,0,0.44,0,0.56
170,,Emil Benny,0.75,0.25,0,0.63,0,0.25
171,,Abdul Rabeeh,0.83,0.06,0,0.06,0,0.11
172,,Harmanjot Singh Khabra,1,1.14,0,1.14,0,0.29
173,,Ashique Kuruniyan,1.44,0.83,0,0.17,0,0.28
174,,Seriton Fernandes,1.73,1.07,0,1,0,0.33
175,,Chungnunga Lal,1.32,1.05,0.05,4.47,0,0.42
176,,Jithin MS,1.56,0.31,0,0.13,0,0.69
177,,Michael Jakobsen,0.6,0.8,0,2.5,0,0.1
178,,Hitesh Sharma,0.89,0.53,0,0.42,0,0.79
179,,Sahil Panwar,1.83,1,0,1.5,0,0.83
180,,Rochharzela,1.07,0.21,0.07,0.07,0,0.57
181,,Matt Derbyshire,0.63,0.13,0,0.75,0,0.25
182,,Denechandra Meitei,1.14,1,0,0.5,0,0.43
183,,Gursimrat Gill,0,0,0,0,0,0
184,,P C Rohlupuia,0,0,0,0,0,0
185,,Hardik Bhatt,1,1,0,3,0,0
186,,Arshdeep Singh,0,0,0,1,0,0
187,,Syed Suhail Pasha,1,0,0,0,0,0
188,,Princeton Rebello,0.67,1,0,0.33,0,1
189,,Narayan Das,0.83,1.17,0,1.33,0.17,0.5
190,,Jockson Das A,0.5,0,0,0.17,0,0
191,,Tuhin Das,0.75,0,0,0.63,0,0.25
192,,Seminlen Doungel,1.1,0.5,0,0.3,0,0.3
193,,Rohit Danu,0.77,0.31,0,0.23,0,0
194,,Prabhsukhan Gill,0.06,0.06,0.06,1.11,0.06,0.11
195,,Prabir Das,1.21,1.11,0,2.16,0.05,0.47
196,,Pedro Martin,0.2,0.05,0,0.2,0,0.15
197,,Samik Mitra,0,0,0,0.9,0.2,0
198,,Jayesh Rane,0.56,0.67,0,0.11,0,0.22
199,,Lalrinliana Hnamte,0.69,0.54,0,0.15,0,0.46
200,,Boris Thangjam,2.25,0.25,0.05,0.1,0,1.05
201,,Aiban Dohling,1.63,1,0,1.37,0,0.63
202,,Nishu Kumar,0.94,0.56,0,1.19,0,0.63
203,,Marc Valiente,0.25,0.5,0,1.63,0,0.13
204,,Ninthoinganba Meetei,1.33,0.17,0,0.17,0,0.67
205,,Imran Khan,0.29,0.07,0,0.07,0,0.21
206,,Sahal Abdul Samad,0.74,0.37,0,0.21,0,0.26
207,,Jerry Lalrinzuala,2.05,1.68,0.05,1.37,0,0.42
208,,Thongkhosem Haokip,0.2,0.13,0,0.4,0,0.27
209,,Pragyan Sundar Gogoi,0.88,1,0.06,0.88,0,0.5
210,,Gurmukh Singh,0.3,0.6,0,2.7,0,0.3
211,,Peter Hartley,0.63,1,0.13,2.88,0,0.5
212,,Reagan Singh,0.75,0,0,1,0,0
213,,Fardin Ali Molla,0.2,0,0,0,0,0.1
214,,Eliandro,0.29,0,0,0.14,0,0
215,,Laldinpuia PC,0.25,0.63,0,0.63,0,0.13
216,,Saurav Mandal,0.46,0.23,0.08,0,0,0.23
217,,Muhammed Uvais,1,0.67,0,2,0,0.17
218,,Sanjeev Stalin,1.09,0.73,0,0.55,0,0.45
219,,Jobby Justin,0,0,0,0,0,0.2
220,,Souvik Chakraborty,0.4,0.8,0,0,0,0.8
221,,Ankit Mukherjee,1.3,1.7,0,2.4,0,0.8
222,,Arindam Bhattacharya,0.1,0,0,1.7,0,0
223,,Dheeraj Singh,0.11,0,0.11,1.42,0.05,0.05
