#,Team,Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %
459,,Maxime Busi,0,0,33.33,0.14,0,0
460,,Stéphane Diarra,0.07,0.07,34.78,0.71,0,0
461,,Cyrille Bayala,0.03,0.03,39.68,0.67,0.03,0
462,,Ayoub Amraoui,0,0,66.67,0.14,0,0
463,,Bradley Locko,0,0,53.33,0.23,0,0
464,,Kaj Sierhuis,0,0,50,0.36,0,0
465,,Theo Sainte Luce,0.11,0,61.54,0.33,0,0
466,,Amin Sarr,0.08,0.15,33.33,0.46,0,0
467,,M'Baye Niang,0.2,0.13,25,1.3,0.03,0
468,,Mamadou Sakho,0.07,0.13,50,0.2,0.07,0
469,,Sébastien Corchia,0,0,60,0.23,0,0
470,,Paul Bernardoni,0,0,0,0,0,0
471,,Jim Allevinah,0.03,0.06,43.04,0.83,0,0
472,,Ruben Aguilar,0,0.05,53.85,0.2,0,0
473,,Cheick Konate,0,0.11,83.33,0.33,0,0
474,,Ibrahim Diakité,0,0.33,50,0.33,0,0
475,,Kyliane Dong,0,0,55.56,0.33,0,0
476,,Ismail Jakobs,0,0,45.45,0.44,0,0
477,,Islam Slimani,0.06,0.25,33.33,0.94,0,0
478,,Eliot Matazo,0.04,0,30.77,0.17,0,0
479,,Enzo Tchato Mbiayi,0.05,0,36.36,0.19,0,0
480,,Tristan Dingomé,0,0,50,0.38,0,0
481,,Ike Ugbo,0.08,0.08,35.29,0.6,0.04,0
482,,Warren Zaïre-Emery,0.08,0.04,59.26,0.35,0,0
483,,Sada Thioub,0.04,0.04,50,0.33,0,0
484,,Jean-Mattéo Bahoya,0,0.1,40,0.4,0,0
485,,Souleymane Cissé,0,0,0,0.5,0,0
486,,Théo Pellenard,0,0,0,0.5,0,0
487,,Marcin Bułka,0,0,0,0,0,0
488,,Yoann Cathline,0.04,0.04,42.59,1.13,0,0
489,,Lorenz Assignon,0,0.17,25,0.25,0,0
490,,Pierrick Capelle,0,0.08,50,0.62,0,0
491,,Irvin Cardona,0,0,25,0.4,0,0
492,,Riad Nouri,0.03,0.09,38.24,0.52,0.03,0
493,,Andreas Bruus,0,0.04,47.06,0.41,0,0
494,,Cedric Avinel,0.04,0.04,0,0.13,0,0
495,,Yanis Massolin,0,0,0,0.17,0,0
496,,Yanis Begraoui,0,0,50,0,0,0
497,,Adil Aouchiche,0,0,40,0.73,0,0
498,,Abdoulaye Bamba,0,0,50,0,0,0
499,,Remy Labeau Lascary,0,0.1,28.57,0.3,0,0
500,,Moussa Soumano,0.07,0.07,71.43,0.43,0,0
501,,Souleyman Doumbia,0,0.08,41.54,0.29,0,0
502,,Halid Šabanović,0.13,0,33.33,0.33,0,0
503,,Baïla Diallo,0,0,0,0.17,0,0
504,,El Chadaille Bitshiabu,0,0,50,0,0,0
505,,Jean Fiacre Kouamé Botué,0,0.13,20,0.88,0,0
506,,Ismaël Diallo,0,0,50,0.11,0,0
507,,Yasser Larouci,0.03,0,47.5,0.33,0,0
508,,Noah Jean Holm,0,0.13,33.33,0.25,0,0
509,,Adrian Grbić,0,0,0,1.5,0,0
510,,Moussa Djitté,0,0,0,0.33,0,0
511,,Félix Lemaréchal,0,0,33.33,0.15,0,0
512,,Karol Fila,0,0,0,0.5,0,0
513,,Valentin Atangana Edoa,0,0,0,0.14,0,0
514,,Guéla Doué,0,0,0,0.5,0,0
515,,Oliver Zandén,0,0,60,0.4,0,0
516,,Ilyes Housni,0,0,0,0,0,0
517,,Alexandre Letellier,0,0,0,0,0,0
518,,Marvin Senaya,0,0,0,0,0,0
519,,Steven Fortes,0,0,0,0,0,0
520,,Thibault Tamas,0,0,0,0,0,0
521,,Jason Mbock,0,0,0,0,0,0
522,,Mohamed Toure,0,0,50,0,0,0
523,,Alan Do Marcolino,0,0,0,0,0,0
524,,Tony Strata,0,0,0,0,0,0
525,,Axel Gueguin,0,0,0,0,0,0
526,,Kevin Spadanuda,0,0.05,57.5,0.32,0,0
527,,Benjamin Leroy,0,0,0,0,0,0
528,,Veljko Birmančević,0,0.04,29.41,0.52,0,0
529,,Loïs Diony,0.09,0.45,33.33,1.09,0,0
530,,Axel Camblan,0,0.14,25,0.14,0,0
531,,Tairyk Arconte,0,0.25,60,0.5,0,0
532,,Florian Chabrolle,0,0,0,0.29,0,0
533,,Said Hamulić,0,0,60,0.17,0,0
534,,Alberth Elis,0,0,22.22,0.4,0,0
535,,Béni Makouana,0,0.13,22.22,0.75,0,0
536,,Abdoul Kader Bamba,0,0,0,0.25,0,0
537,,Ivane Chegra,0,0,42.86,0.17,0,0
538,,Martin Adeline,0,0,33.33,0.2,0,0
539,,Adam Buksa,0,0,0,0,0,0
540,,Ousmane Camara,0,0,66.67,0.11,0,0
541,,Ben Touré,0,0.25,75,0.5,0,0
542,,Farid El Melali,0,0.06,54.17,0.65,0,0
543,,Dennis Appiah,0,0,37.5,0.33,0,0
544,,Alan Virginius,0.07,0.33,0,0.8,0,0
545,,Rares Ilie,0,0,83.33,1,0,0
546,,Serhou Guirassy,0,1,0,2,0,0
547,,El Bilal Touré,0,0.33,50,0.33,0,0
548,,François Régis Mughe,0,0,0,0,0,0
549,,Amar Ahmed,0,0,100,0,0,0
550,,Lebas da Silva,0,0,100,0,0,0
551,,Serigne Faye,0,0,0,0,0,0
552,,Ilyes Chetti,0,0,0,0,0,0
553,,Darlin Yongwa,0.07,0,28.89,0.64,0,0
554,,Zinédine Ould Khaled,0,0,0,0.25,0,0
555,,Patrick Pentz,0,0,0,0,0,0
556,,Kévin Keben Biakolo,0,0,12.5,0.09,0,0
557,,Doğan Alemdar,0,0,0,0,0,0
558,,Patrick Berg,0,0,0,0,0,0
559,,Yoann Touzghar,0,0,40,0.27,0,0
560,,Pedro Mendes,0,0,0,0,0,0
561,,Jean-Louis Leca,0,0,0,0,0,0
562,,Ouparine Djoco,0,0,0,0,0,0
563,,Derek Mazou-Sacko,0,0,0,0,0,0
564,,Dany Jean,0,0,0,0,0,0
565,,Anthony Khelifa,0,0,0,0,0,0
566,,Danel Dongmo,0,0,0,0,0,0
567,,Franci Bouebari,0,0,100,0,0,0
568,,Fábio,0,0.17,25,0.5,0,0
569,,Mohamed Achi,0,0,0,0.5,0,0
570,,Justin-Noel Kalumba,0,0,61.11,0.29,0,0
571,,Francois-Joseph Sollacaro,0,0,0,0,0,0
572,,Marlos Moreno,0,0,0,0,0,0
573,,Brayann Pereira,0,0,54.55,0,0,0
574,,Léo Jardim,0,0,0,0,0,0
575,,Mathis Hamdi,0,0,0,0,0,0
576,,Christian Mawissa,0,0,0,0,0,0
577,,Mohamed El Arouch,0,0,0,0,0,0
578,,Salim Ben Seghir,0,0,0,0,0,0
579,,Rafik Guitane,0,0,0,0,0,0
580,,Amine Messoussa,0,0,0,0,0,0
581,,Simon Ramet,0,0,0,0,0,0
582,,Kévin Danois,0,0,0,0,0,0
583,,Samuel Koeberle,0,0,50,0,0,0
584,,Andrea Dacourt,0,0,0,0,0,0
585,,Théo Trinker,0,0,0,0,0,0
