#,Team,Name,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls
420,,Arial Mendy,0,0,55.56,64,1.4,0.2
421,,Fernand Mayembo,0.09,0,75,66.67,1.36,0.82
422,,Siriki Dembélé,0.08,0,20,44.94,0.75,0.67
423,,Arnaud Souquet,0.08,0,47.37,61.54,0.58,0.58
424,,Benoît Costil,0,0,100,71.43,0,0
425,,Karamoko Dembélé,0,0,0,41.94,0.6,0.33
426,,Mickaël Alphonse,0.08,0.04,53.33,53.8,0.58,0.73
427,,Birger Meling,0.11,0.04,44.83,44.53,0.59,0.74
428,,Batista Mendy,0.17,0.03,67.5,56.15,1.2,1.91
429,,Lebo Mothiba,0,0,30.3,37.14,0.63,0.63
430,,Mickaël Barreto,0.05,0,58.82,40.22,0.4,1
431,,Moussa Sissoko,0.1,0,51.06,46.2,0.47,0.9
432,,Julien Ponceau,0.03,0,22.86,40.8,0.81,0.68
433,,Oumar Gonzalez,0.33,0,57.41,58.01,1.47,1.5
434,,Moussa Dembélé,0.04,0,56.86,41.12,0.13,0.74
435,,Ibrahima Niane,0.25,0,31.51,37.65,1.69,0.75
436,,Akim Zedadka,0.21,0,50.88,49.56,1.25,1
437,,Thierno Baldé,0.03,0,28.57,57.46,1.1,0.26
438,,João Victor,0.38,0,64.71,56.1,0.85,0.69
439,,Bonke Innocent,0.2,0,31.03,38.57,0.44,1.52
440,,Gelson Martins,0,0,22.22,42.37,0.36,0.55
441,,Arkadiusz Milik,0.5,0,20,23.53,0.5,2
442,,Marin Jakoliš,0,0,0,16.67,0,1
443,,Jonas Martin,0.17,0,72.73,46.81,0.42,0.75
444,,Kenji Van Boto,0,0,33.33,57.14,2,1
445,,Mamadou Diakhon,0,0,0,60,0,0
446,,Joe Bryan,0.5,0,0,44.44,0.5,0.67
447,,Duje Ćaleta-Car,0,0,100,100,0,0
448,,Mamadou Sarr,0,0,0,0,0,0
449,,Theocharis Tsingaras,0,0,0,0,0,0
450,,Jason Berthomier,0,0,0,0,0,0
451,,Hianga'a M'Bock,0,0,50,33.33,0,0.5
452,,Mehdi Puch-Herrantz,0,0,0,44.44,0.25,0.25
453,,Wilson Odobert,0,0,25,37.25,0.5,0.28
454,,Clement Vidal,0.19,0.04,65.38,56.29,0.69,0.85
455,,Carlos Baleba,0.16,0.05,46.67,50.48,0.95,0.68
456,,Papa Ndiaga Yade,0.07,0.07,41.67,38.75,0.71,1
457,,Erik Palmer-Brown,0.13,0,63.64,55.71,0.32,0.76
458,,Myron Boadu,0,0,55,36.73,0.25,0.58
459,,Maxime Busi,0.19,0,46.67,41.03,0.29,0.9
460,,Stéphane Diarra,0.04,0,38.46,44.91,0.75,0.25
461,,Cyrille Bayala,0.09,0.03,41.84,44.55,0.85,0.88
462,,Ayoub Amraoui,0.14,0,0,47.62,0.29,0.71
463,,Bradley Locko,0.14,0,60,54.49,0.5,0.45
464,,Kaj Sierhuis,0,0,20,32.35,0.29,0.36
465,,Theo Sainte Luce,0,0,35.29,42.42,0.11,1.44
466,,Amin Sarr,0,0,35.71,36,0.31,1.08
467,,M'Baye Niang,0.07,0.07,51.09,45.36,1.4,1.43
468,,Mamadou Sakho,0.13,0,55,58.73,0.33,0.4
469,,Sébastien Corchia,0.14,0,54.55,51.58,0.82,0.73
470,,Paul Bernardoni,0,0,87.5,71.43,0.07,0.04
471,,Jim Allevinah,0.06,0,41.38,45.54,1.47,0.61
472,,Ruben Aguilar,0.15,0,46.15,49.52,0.7,0.75
473,,Cheick Konate,0.22,0,37.5,58.62,0.44,1
474,,Ibrahim Diakité,0.33,0,33.33,46.67,0.67,1
475,,Kyliane Dong,0,0,0,43.48,0.33,0.17
476,,Ismail Jakobs,0.09,0,65.79,55.97,0.28,0.44
477,,Islam Slimani,0.31,0,44.9,38.79,0.88,1.13
478,,Eliot Matazo,0.09,0,35.71,41.94,0.52,0.78
479,,Enzo Tchato Mbiayi,0.05,0,51.52,50.94,0.33,0.62
480,,Tristan Dingomé,0,0,25,33.33,0.13,0.13
481,,Ike Ugbo,0,0,18,27.27,0.4,0.52
482,,Warren Zaïre-Emery,0.04,0,20,38.68,0.19,0.35
483,,Sada Thioub,0.11,0,26.32,38.14,0.22,0.52
484,,Jean-Mattéo Bahoya,0,0,28.57,48.72,0.7,0.3
485,,Souleymane Cissé,0,0,33.33,42.86,0.5,1
486,,Théo Pellenard,0,0,100,66.67,0,0.5
487,,Marcin Bułka,0,0,0,0,0,0
488,,Yoann Cathline,0,0,20,46.45,1.22,0.48
489,,Lorenz Assignon,0.25,0,66.67,55.88,0.33,0.33
490,,Pierrick Capelle,0.31,0,35.14,36.51,0.23,1.23
491,,Irvin Cardona,0,0,44.44,32.14,0.2,0.5
492,,Riad Nouri,0.09,0,41.94,41.61,0.45,0.48
493,,Andreas Bruus,0.07,0,15.79,38.78,0.26,0.41
494,,Cedric Avinel,0.08,0.04,72.22,63.86,0.08,0.5
495,,Yanis Massolin,0,0,50,45.45,0.17,0
496,,Yanis Begraoui,0,0,0,50,0,0
497,,Adil Aouchiche,0,0,0,31.58,0.45,0.36
498,,Abdoulaye Bamba,0.1,0,54.84,62.22,0.62,0.48
499,,Remy Labeau Lascary,0,0,50,37.5,0,0.4
500,,Moussa Soumano,0.21,0,25.81,28.36,0.29,0.71
501,,Souleyman Doumbia,0.08,0.04,56.25,52.13,0.83,1.13
502,,Halid Šabanović,0.07,0.07,50,40.91,0.13,0.67
503,,Baïla Diallo,0,0,50,40,0.17,0.5
504,,El Chadaille Bitshiabu,0.15,0,60,45.95,0,0.31
505,,Jean Fiacre Kouamé Botué,0,0,37.04,42.86,0.75,0.63
506,,Ismaël Diallo,0.32,0.04,52,51.07,1.18,1.46
507,,Yasser Larouci,0.03,0,58.82,49.56,1.03,0.47
508,,Noah Jean Holm,0.13,0,25,40,1.13,0.75
509,,Adrian Grbić,0,0,0,0,0,1.5
510,,Moussa Djitté,0,0,45.45,37.5,0.5,0.67
511,,Félix Lemaréchal,0.15,0,66.67,33.33,0,0.46
512,,Karol Fila,0,0,0,0,0,0
513,,Valentin Atangana Edoa,0,0,100,52.78,1.14,1
514,,Guéla Doué,0,0,100,100,0,0
515,,Oliver Zandén,0,0,50,57.14,1.2,0.6
516,,Ilyes Housni,0,0,0,50,1,0
517,,Alexandre Letellier,0,0,0,0,0,0
518,,Marvin Senaya,0,0,50,33.33,0,0
519,,Steven Fortes,0,0,50,50,0,0
520,,Thibault Tamas,0,0,0,0,0,2
521,,Jason Mbock,0,0,0,0,0,0
522,,Mohamed Toure,0,0,16.67,30,0,0.33
523,,Alan Do Marcolino,0,0,0,0,0,0.33
524,,Tony Strata,0.33,0,0,62.5,0.33,1
525,,Axel Gueguin,0,0,0,0,0,0
526,,Kevin Spadanuda,0.14,0,20.83,44.83,0.95,0.91
527,,Benjamin Leroy,0.03,0,100,75,0.13,0
528,,Veljko Birmančević,0,0,20,39.73,0.32,0.2
529,,Loïs Diony,0.09,0,47.5,36.49,0.36,0.91
530,,Axel Camblan,0,0,70,44,0.14,0.57
531,,Tairyk Arconte,0,0,50,45,0.5,0.25
532,,Florian Chabrolle,0.14,0,25,40,0.14,0.29
533,,Said Hamulić,0.17,0,0,28.57,0.17,0.33
534,,Alberth Elis,0,0,20,26.92,0.5,0.8
535,,Béni Makouana,0.13,0,30,22.58,0.13,0.38
536,,Abdoul Kader Bamba,0,0.25,100,30.77,0.5,0.75
537,,Ivane Chegra,0,0,50,43.24,0.5,0.5
538,,Martin Adeline,0.4,0,54.55,41.67,0,1
539,,Adam Buksa,0,0,16.67,16.67,0.13,0.63
540,,Ousmane Camara,0.22,0,71.43,57.14,0.22,0.56
541,,Ben Touré,0,0,11.76,33.33,1.25,1.75
542,,Farid El Melali,0.06,0,25,48.85,0.88,0.76
543,,Dennis Appiah,0.07,0,50,38.94,0.07,1.07
544,,Alan Virginius,0.07,0,8.33,15.79,0.13,0.4
545,,Rares Ilie,0,0,66.67,41.67,0,0
546,,Serhou Guirassy,0,0,0,0,0,0
547,,El Bilal Touré,0,0,33.33,29.41,0.33,1
548,,François Régis Mughe,0,0,0,0,0,0
549,,Amar Ahmed,0,0,0,33.33,1,1
550,,Lebas da Silva,0,0,0,25,0,3
551,,Serigne Faye,0,0,100,50,0.5,0
552,,Ilyes Chetti,0.17,0,0,41.18,0.17,0.67
553,,Darlin Yongwa,0.14,0,27.27,38.14,1.14,1
554,,Zinédine Ould Khaled,0,0,33.33,20,0,0.25
555,,Patrick Pentz,0.14,0,0,100,0.29,0
556,,Kévin Keben Biakolo,0.09,0,27.27,31.58,0.45,0.18
557,,Doğan Alemdar,0.17,0,100,100,0,0
558,,Patrick Berg,0,0,0,0,0,0.33
559,,Yoann Touzghar,0,0.09,30,37.74,0.55,0.45
560,,Pedro Mendes,0,0,50,66.67,1,0
561,,Jean-Louis Leca,0,0,100,100,0,0
562,,Ouparine Djoco,0,0,0,0,0,0
563,,Derek Mazou-Sacko,0,0,100,20,0,2
564,,Dany Jean,0,0,0,0,0,0
565,,Anthony Khelifa,0,0,0,0,0,0
566,,Danel Dongmo,0,0,0,40,0.5,0
567,,Franci Bouebari,0,0,50,41.67,0,1
568,,Fábio,0.17,0.17,50,45.45,0.17,0.5
569,,Mohamed Achi,0,0,0,20,0,1
570,,Justin-Noel Kalumba,0,0,0,46.67,1.29,0.43
571,,Francois-Joseph Sollacaro,0.17,0,0,0,0,0
572,,Marlos Moreno,0,0,50,50,0.5,0.5
573,,Brayann Pereira,0,0,100,65.52,2,0.5
574,,Léo Jardim,0,0,100,50,0,0.17
575,,Mathis Hamdi,0,0,0,20,0.5,0.5
576,,Christian Mawissa,0.5,0,50,45.45,1,1
577,,Mohamed El Arouch,0,0,0,50,0,0
578,,Salim Ben Seghir,0,0,0,0,0,0
579,,Rafik Guitane,0,0,0,0,0,1
580,,Amine Messoussa,0,0,0,0,0,0
581,,Simon Ramet,0,0,0,0,0,0
582,,Kévin Danois,0,0,0,100,0,0
583,,Samuel Koeberle,0,0,0,50,0,0
584,,Andrea Dacourt,0,0,0,0,0,0
585,,Théo Trinker,0,0,0,0,0,0
