Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls,Appearances
Mathias Autret,0.09,0.13,41.67,1.04,0,0,0.96,0.52,0,0.43,0,0.39,0.04,0.09,22.57,81.12,6.35,75.31,0,0,0,0,1,0.13,0,0,27.78,46.59,0.17,0.3,23
Frédéric Guilbert,0,0.06,48.39,0.67,0,0,2.61,2.39,0.06,1.72,0,1,0,0.06,36.39,76.64,6,39.39,0,0.11,0,0,1.28,0.11,0.17,0,54.9,55.33,1.06,1.56,18
Brendan Chardonnet,0,0.03,100,0.53,0,0,1.5,2.1,0.03,2.83,0,0.6,0,0,43.53,80.78,3.77,48.84,0,0.2,0,0,1.17,0.07,0.2,0,68.89,62.17,0.87,1.3,30
Guillermo Maripán,0.12,0.08,20,0.62,0.12,0,1.77,1.46,0.12,3.23,0,0.62,0,0,44.62,87.5,2.81,61.24,0,0.19,0,0,1.15,0.08,0.15,0.04,53.93,52.58,0.27,1,26
Jean-Clair Todibo,0,0.03,77.78,0.41,0,0,2.21,1.21,0.06,3.09,0.03,0.44,0,0,63.85,88.85,4.74,43.93,0,0.26,0,0,0.74,0.12,0.06,0.06,56.52,64.94,0.44,0.62,34
Sofiane Diop,0.09,0.17,46,1.3,0.04,0,1,0.74,0,0.13,0,0.57,0.09,0.17,29.43,81.98,8.65,74.29,0,0.04,0,0,0.3,0.17,0.04,0,63.16,52.73,1.26,0.39,23
Alexander Nübel,0,0,0,0,0,0,0,0.03,0,0.37,0.05,0.03,0,0,24.68,69.4,0.55,47.95,3.68,0.24,0.13,0,1.42,0.11,0.05,0,87.5,81.82,0.05,0,38
Vanderson,0.03,0.06,45.76,0.84,0,0,2.71,1.55,0,1.03,0.03,1,0.19,0.13,35.19,77.91,8.58,49.63,0,0.1,0,0,1.13,0,0.1,0.03,50,51.83,0.58,1.16,31
Nordi Mukiele,0,0.05,33.33,0.58,0,0,1.63,0.74,0,0.79,0,0.53,0.21,0.16,31.68,88.37,4.37,54.55,0,0.26,0,0,0.53,0.05,0,0,67.74,54.96,0.74,0.84,19
Lucien Agoumé,0,0.07,50,0.6,0,0,2.8,1.8,0,1.33,0,1.07,0.07,0.07,48.67,83.7,9,55.07,0,0,0,0,1.53,0.4,0.4,0,62,52.44,0.53,2,15
Julien Laporte,0,0,100,0.3,0,0,1.1,0.9,0,5.3,0.05,0.3,0,0,39.75,85.41,2.9,48,0,0.15,0,0,1.2,0.1,0.05,0,60.38,64.22,0.8,0.5,20
Marshall Munetsi,0.21,0.32,51.28,2,0.03,0,1.71,0.76,0,1.15,0,0.82,0.09,0.09,25.32,75.26,5.71,43.9,0,0.18,0,0,0.94,0.21,0.18,0,54.13,50.29,1.12,1.88,34
Leonardo Balerdi,0,0.06,69.23,0.31,0,0,1.63,1.8,0.03,2.54,0.03,0.37,0,0.03,46.94,84.11,4.83,52.4,0,0.2,0,0,0.74,0.14,0.26,0.03,63.06,57.93,0.6,1.51,35
Axel Disasi,0.08,0.05,72.41,0.76,0,0,0.79,1.47,0,2.87,0,0.37,0.05,0.08,50.47,83.79,7.37,52.42,0,0.24,0,0,1.37,0.11,0.08,0,70.29,59.04,0.32,0.82,38
Alexsandro Ribeiro,0.14,0.05,70,0.81,0.14,0,1.52,1.19,0,2.67,0.05,0.43,0,0,60.14,90.82,4.19,54.64,0,0.14,0,0,1.05,0.14,0.19,0,52.46,59.76,0.95,0.86,21
Breel Embolo,0.38,0.25,47.76,1.28,0.16,0,0.47,0.16,0.03,0.38,0,0.16,0.28,0.06,13.59,70.11,4.75,80,0,0.16,0,0,0.97,0.03,0.09,0,41.46,42.77,1.75,1.56,32
Laurent Abergel,0,0,62.16,0.45,0,0,3.17,1.17,0,1.21,0,1.83,0.07,0.03,50.79,88.73,7.72,58.93,0,0.14,0,0,1.03,0.17,0.17,0.03,34.78,54.29,1,0.97,29
Folarin Balogun,0.57,0.7,43.21,3.46,0.05,0,0.24,0.08,0,0.38,0,0.49,0.22,0.05,14.84,72.5,4.59,64.71,0,0.14,0,0,0.84,0.16,0.14,0,19.72,32.56,1.46,1.03,37
Quentin Merlin,0.04,0,61.11,0.63,0,0,1.29,1,0,1.04,0,0.83,0.29,0.08,37.33,77.9,7.46,46.27,0,0.08,0,0,1.08,0.08,0.08,0,51.61,54.25,0.58,0.5,24
Jubal,0.08,0.08,50,0.51,0.03,0,1.11,1.43,0,5.14,0,0.51,0.03,0.03,36.19,81.85,2.35,53.56,0,0.19,0,0,1.41,0.16,0.19,0,57.58,54.79,0.65,1.03,37
Achraf Hakimi,0.18,0.11,46.77,0.64,0,0,1.93,0.57,0,0.54,0,1,0.18,0.11,49.82,90.18,15.54,68.42,0,0.29,0,0,0.61,0.07,0.18,0.07,53.33,48.23,0.68,1.04,28
Mikkel Desler,0.04,0.04,62.79,0.41,0,0,2.63,1.33,0,1.67,0,0.89,0.19,0.07,48.78,86.18,11.44,45,0,0.19,0,0,1.15,0.15,0.15,0.04,71.88,62.2,1.19,1.04,27
Samuel Gigot,0.08,0.12,50,0.46,0.04,0,1.77,1.73,0.04,3.12,0,0.12,0.04,0.08,43.12,87.33,4.42,37.97,0,0.12,0,0,0.62,0.15,0.12,0.08,76.71,63.16,0.54,1.69,26
Lovro Majer,0.06,0.03,68.29,1.06,0,0,1.06,0.66,0,0.13,0,0.66,0.16,0.16,27.97,82.12,9.38,53.13,0,0.13,0,0,0.41,0.09,0.09,0,46.67,45.62,0.94,1.5,32
Warmed Omari,0,0.06,100,0.19,0,0,1.25,1.06,0,2.69,0.06,0.88,0,0,61.31,92.86,3.5,73.75,0,0.44,0,0,0.69,0.13,0.13,0.06,66.07,59.46,0.38,0.5,16
Aaron Ramsey,0.04,0.11,73.68,0.81,0,0,1.74,0.63,0,0.63,0,0.85,0.11,0.04,37.7,87.82,9.37,71.58,0,0.11,0,0,0.33,0.04,0.11,0,33.33,47.22,0.67,0.85,27
Marco Bizot,0,0,0,0,0,0,0,0,0,1,0.11,0.03,0,0,25.19,68.24,0.7,43.85,3.38,0.22,0.24,0.05,1.35,0.11,0.11,0,83.33,81.82,0.11,0,37
Lilian Raolisoa,0.14,0,75,0.43,0,0,1.57,0.43,0,0.71,0,0.43,0.29,0,13.86,87.63,3.86,55.56,0,0,0,0,0.57,0,0,0,100,64.29,0.43,0.14,7
Rominigue Kouamé,0.03,0,76.92,0.75,0,0,1.38,1.53,0,1.44,0,0.75,0.09,0.03,43.56,89.1,8.13,80,0,0.03,0,0,1.59,0.31,0.28,0,50,55.07,1.5,1.63,32
Muhammed Cham-Saračević,0.18,0.11,54.39,1.39,0,0,0.79,0.18,0.03,0.13,0,0.58,0.08,0.11,25,83.05,6.89,65.52,0,0,0,0,0.82,0.03,0.05,0,30,44.58,1.05,0.45,38
Youcef Atal,0.06,0.11,46.34,0.67,0,0,2.11,0.78,0,0.67,0,0.5,0.17,0,22.39,83.62,5.11,56.76,0,0,0,0,0.22,0.11,0.06,0,56.25,60.9,0.83,0.5,18
Mateusz Lis,0,0,0,0,0,0,0,0,0,0.78,0,0.11,0,0,30.22,63.24,1.11,33.57,3.89,0.11,0.33,0.11,1.56,0.22,0.11,0,100,60,0.22,0.11,9
Alidu Seidu,0,0,78.05,0.21,0,0,1.86,1.86,0.04,1.68,0,0.71,0.07,0,43.71,86.76,3.79,45.99,0,0.25,0,0,1.14,0.04,0.36,0.04,74.29,67.67,2.5,1.18,28
Joris Chotard,0,0.03,59.09,0.34,0,0,1.83,1.14,0,1.03,0,1.09,0.17,0.17,30.06,81.27,4.09,57.14,0,0.17,0,0,1.2,0.06,0.11,0,39.39,49.09,0.54,0.94,35
Facundo Medina,0.06,0.09,72.73,0.56,0,0,0.97,0.81,0,1.75,0,0.69,0.09,0.13,76.81,90.76,11.31,54.8,0,0.28,0,0,0.66,0.13,0.22,0,46.25,46.41,0.56,1.06,32
Xavier Chavalerin,0.12,0,64.29,0.79,0.03,0,2.41,1.21,0,0.56,0,1.29,0.09,0.06,30,83.73,4.74,53.66,0,0.03,0,0,1.44,0.24,0.09,0,53.33,53.13,0.35,0.91,34
Arthur Theate,0.11,0.11,50,0.89,0.06,0,0.83,0.86,0.03,3.17,0.06,0.37,0.03,0,73.03,89.59,8.17,53.56,0,0.29,0,0,0.97,0.11,0.14,0,64.81,57.77,0.37,0.69,35
Ross Barkley,0.15,0.19,60,1.41,0,0,0.59,0.3,0,0.19,0,0.22,0.11,0.07,16.48,83.6,4.44,67.74,0,0,0,0,0.37,0.15,0.04,0,25,42.34,0.56,0.52,27
Mattéo Guendouzi,0.06,0.09,56,0.76,0.03,0,1.18,0.64,0,0.55,0,0.73,0.18,0.12,37.33,87.91,12.03,73.27,0,0.12,0,0,0.64,0.09,0.09,0,44.23,52.56,1.12,0.76,33
Neto Borges,0.09,0.12,54.02,0.7,0.06,0,2.27,1.24,0.03,1.52,0,0.85,0.12,0.03,34.94,79.44,7.58,36.99,0,0.27,0,0,1.27,0.03,0.06,0.06,61.02,60.71,1.39,0.64,33
Tiago Djaló,0.08,0.12,45.45,0.6,0.04,0,1.24,0.92,0.04,2.12,0.04,0.28,0,0,62.88,93.07,3.68,64.71,0,0.24,0,0,0.88,0.08,0.28,0,47.46,53.59,0.72,0.76,25
Yuito Suzuki,0.33,0,75,0.67,0,0,0,0,0,0,0,0,0,0,4.33,84.62,2,100,0,0,0,0,0.33,0,0,0,100,75,0.67,0.33,3
Ruan Potó,0,0,100,0.67,0,0,0.67,0.67,0,0,0,0,0,0,4.67,92.86,1,0,0,0,0,0,0.33,0.33,0,0,0,55.56,0.33,0.67,3
Jean Claude Billong,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33,100,0,100,0,0,0,0,0,0,0,0,50,50,0,0,1
Flavius Daniliuc,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,25,92,4,0,0,0,0,0,0.5,0,0,0,100,60,0,1,2
Bamo Meïté,0.06,0.06,80,0.18,0,0,1.06,0.94,0,4.06,0,0.53,0,0,54.94,89.51,1.82,30.16,0,0.29,0,0,0.94,0.35,0.29,0,46.15,51.52,0.71,0.94,17
Elye Wahi,0.58,0.36,43.94,1.91,0.09,0,0.27,0.09,0,0.09,0,0.27,0.21,0.15,12.61,70.67,3.3,66.67,0,0.03,0,0,1.24,0.06,0.24,0.03,20.41,32.89,1.21,0.97,33
Sanjin Prcić,0.03,0,73.68,0.97,0,0,0.93,0.86,0,0.72,0,0.41,0.03,0.03,35.38,86.06,7.38,68.09,0,0.03,0,0,1.17,0.1,0.1,0.03,69.57,61.79,0.66,0.55,29
Karl Toko Ekambi,0.19,0.25,57.58,1.75,0,0,0.33,0.5,0,0.25,0,0.47,0.14,0.11,23.78,79.44,7.67,74.36,0,0.06,0,0,0.58,0.11,0.03,0,36.96,39.15,0.47,0.42,36
Krépin Diatta,0.13,0.1,64,1.29,0,0,0.97,0.55,0,0.35,0,0.61,0.19,0.06,22.35,79.37,9.35,48,0,0.03,0,0,1.06,0.1,0.1,0,50.62,52.87,0.84,0.65,31
Thiago Mendes,0.03,0,54.55,0.45,0,1.61,1.55,1.52,0.03,1.61,0.1,0.32,0,0.03,53.32,86.99,8.61,49.5,0,0.1,0,0,0.74,0.06,0.1,0,63.64,60.54,0.77,0.77,31
Pedro Chirivella,0,0,57.14,0.62,0,0,1.27,0.77,0,0.23,0,1.04,0.15,0.04,51.5,86.56,11.35,61.93,0,0.12,0,0,1.04,0.08,0.04,0,52.94,51.13,0.69,0.77,26
Joe Rodon,0.06,0,100,0.44,0.06,0,0.69,0.56,0,3.38,0.06,0.38,0,0,65.56,90.09,3,52.38,0,0.25,0,0,1,0.06,0.13,0.06,59.46,60.8,1.13,0.69,16
Rafael Ratão,0.17,0.13,50.67,1.03,0,0,1.73,0.7,0,0.17,0,1.53,0.37,0.13,24.23,77.72,7.97,67.65,0,0,0,0,0.97,0.13,0.07,0,43.48,46.34,1.1,0.93,30
Ruslan Malinovskyi,0.05,0.05,67.5,1.75,0,0,1.05,0.15,0,0.45,0,0.8,0.2,0.05,24.7,79.76,9.6,68.75,0,0.05,0,0,0.8,0.05,0.2,0,37.5,44.51,0.9,1.45,20
Anthony Rouault,0.05,0.11,37.5,0.51,0,0,1.78,1.51,0,3.38,0.05,0.76,0.03,0,55.38,87.46,3.51,50.19,0,0.22,0,0,1.27,0.22,0.05,0.03,57.62,58.84,0.46,0.57,37
Farès Chaïbi,0.14,0.19,36.36,1.75,0,0,0.86,0.53,0,0.81,0,0.92,0.19,0.14,26.14,76.51,7.17,53.75,0,0.08,0,0,0.69,0.14,0.06,0,38.27,36.86,0.58,0.94,36
Steve Mandanda,0,0,100,0,0,0,0,0,0.06,0.35,0.06,0.06,0.03,0.03,30.82,71.95,0.74,43.75,2.35,0.35,0.09,0.03,0.85,0.06,0.03,0,87.5,66.67,0.09,0.06,34
Bradley Barcola,0.19,0.23,50.63,1.04,0,0,0.96,0.73,0,0.35,0,1.19,0.38,0.31,16.88,72.44,6.08,41.67,0,0.04,0,0,0.69,0,0.12,0,33.33,40.37,0.27,0.92,26
Lucas Chevalier,0,0,0,0,0,0,0.06,0.06,0,0.38,0.06,0,0.03,0,27.66,74.24,0.78,33.43,2.44,0.31,0.09,0.03,0.88,0.09,0.03,0,100,100,0.16,0,32
Dimitri Liénard,0,0.04,40,0.46,0,0,1.64,0.57,0,0.82,0,0.82,0,0,27.11,78.52,5.14,51.26,0,0.04,0,0,0.82,0.04,0.14,0,54.29,53.29,0.54,0.57,28
Han-Noah Massengo,0,0.07,54.84,0.93,0,0,1.93,1,0,0.43,0,0.64,0,0,31.71,86.04,7,68.18,0,0.21,0,0,0.79,0.14,0.21,0,27.27,54.07,1.64,1.14,14
Morgan Sanson,0.06,0.22,47.22,1.78,0,0,2,1.22,0,0.33,0,2.17,0.28,0.11,32.06,81.8,9.11,52.73,0,0.11,0,0,1.11,0.11,0.06,0,51.85,47.42,1.89,1.17,18
Jordan Lotomba,0,0.06,59.38,0.39,0,0,1.97,0.97,0.03,1.36,0,0.52,0,0.06,34.67,85.23,6.76,42.22,0,0.24,0,0,0.61,0.18,0.12,0,53.19,59.11,0.94,0.7,33
David Pereira da Costa,0.03,0.1,62.79,0.84,0,0,0.42,0.35,0,0.1,0,0.39,0.19,0.1,22.58,86,8.71,70.83,0,0,0,0,0.19,0.06,0.06,0,21.43,41.61,0.45,0.45,31
Sinaly Diomandé,0,0.04,66.67,0.42,0,0,1.75,2.04,0.04,2.88,0,0.75,0,0,58.83,85.55,6.33,47.15,0,0.17,0,0,1.13,0.08,0.08,0.04,69.14,63.11,0.92,0.96,24
Ludovic Ajorque,0.08,0.08,60,1.77,0,0,0.38,0.15,0,0.54,0,0.46,0.15,0,19.38,70.63,4.38,77.78,0,0,0,0,1.15,0.23,0.08,0,60.24,50.77,0.62,1.08,13
Anthony Lopes,0,0,0,0,0,0,0.03,0.09,0.06,0.56,0,0.09,0,0,27.72,74.3,0.47,40.8,3,0.22,0.22,0,1.13,0.09,0.06,0.03,100,58.82,0.19,0.06,32
Rayan Raveloson,0.06,0.06,44.44,0.85,0,0.98,1.15,1.15,0,1.88,0.03,0.29,0.03,0.03,28.85,83.38,4.76,59.48,0,0.15,0,0,1.09,0.09,0,0,56.86,58.12,1.03,0.65,34
Youssouf Fofana,0.06,0,53.49,1.17,0,0,2.25,1.56,0,0.89,0.03,1,0.17,0.06,47.69,82.47,10.81,61.04,0,0.25,0,0,1.22,0.11,0.03,0.06,54.76,50.53,1.08,1.39,36
Eliesse Ben Seghir,0.21,0.11,50,1.11,0,0,0.95,0.21,0,0,0,0.42,0.11,0.05,22.47,79.63,7.37,64.29,0,0,0,0,0.89,0.05,0.05,0,34.62,49.34,1.79,0.89,19
Melvin Bard,0,0,47.92,0.21,0,0,2.91,1.94,0.03,1,0,0.91,0.03,0,37.27,82.36,6.36,54.29,0,0.15,0,0,0.76,0.21,0.18,0,58.93,58.11,0.61,0.91,33
Mostafa Mohamed,0.22,0.17,58.33,1.61,0.11,0,0.5,0.28,0,0.86,0,0.31,0.08,0.06,9.44,62.65,2.42,46.15,0,0,0,0,0.89,0.03,0.03,0,46.34,45.11,0.78,1.19,36
Djed Spence,0,0.13,62.5,0.38,0,0,1.75,0.5,0,1.38,0,0.88,0,0,33.5,88.81,7.13,33.33,0,0.25,0,0,0.63,0,0,0,80,60.87,1.13,0.88,8
Jonas Omlin,0,0,0,0,0,0,0.07,0,0,0.86,0.07,0,0,0,24.14,65.09,0.64,35.59,3.57,0.14,0.29,0.07,1.79,0.07,0.07,0.07,100,77.78,0.21,0.07,14
Vitinha,0.06,0.08,64.58,0.86,0,0,1.61,0.69,0,0.36,0,1.56,0.08,0.08,53.44,92.41,13.44,78.33,0,0.08,0,0,0.72,0.06,0.08,0,55.56,44.49,0.53,0.86,36
Christopher Jullien,0,0,100,0.57,0,0,1.53,1.43,0.07,3.67,0,0.77,0.07,0.07,35.33,83.11,1.43,56.43,0,0.3,0,0,1.43,0.07,0.17,0,68.25,59.09,0.2,1.1,30
Mahdi Camara,0.06,0.1,60,0.77,0.06,0,2,1.29,0,0.48,0,0.58,0,0,21.81,84.17,4.39,51.85,0,0.1,0,0,0.84,0.06,0.13,0.03,44.19,59.05,1.03,0.74,31
Cheick Keita,0,0,100,0.33,0,0,1.33,0.56,0,2.67,0,0.56,0,0,33.44,87.38,2.11,45.45,0,0.11,0,0,0.56,0.11,0.11,0,42.86,54.55,0.78,0.78,9
Florent Mollet,0.05,0,43.48,1.16,0,0,0.74,0.53,0,0.47,0,0.89,0.11,0.11,25.32,87.32,6.42,68,0,0.05,0,0,1.05,0.05,0.16,0,36,40.63,1.05,0.95,19
Jonathan Bamba,0.18,0.38,39.33,2.09,0.03,0,1.09,0.65,0.03,0.35,0,0.91,0.26,0.21,37.71,83.78,13.38,62,0,0.12,0,0,1.09,0.12,0.18,0,36.36,41.71,1.74,0.97,34
Arnaud Nordin,0.25,0.22,55.88,1.64,0.03,0,0.72,0.39,0,0.17,0,0.44,0.17,0.08,16.56,78.02,4.75,69.23,0,0.08,0,0,1.08,0.06,0.11,0,26.25,50.3,2.28,0.58,36
José Fonte,0.03,0.06,100,0.45,0,0,0.74,0.77,0.03,3.52,0.03,0.35,0,0,63.52,90.25,5.1,56.67,0,0.26,0,0,0.9,0.06,0.23,0,67.03,58.54,0.29,0.84,31
Thijs Dallinga,0.33,0.36,52.63,1.69,0.06,0,0.22,0.08,0,0.56,0,0.33,0.11,0.03,13.89,65,3.36,75,0,0.06,0,0,0.92,0.08,0.11,0,45.24,39.74,0.53,0.97,36
Sead Kolašinac,0.12,0.15,30,0.67,0.06,0,1.58,1.3,0,1.06,0,0.39,0.03,0.03,38.3,86.31,7.61,48.15,0,0.12,0,0,0.61,0.06,0.09,0,50.67,50.48,0.45,1.27,33
Sacha Delaye,0.33,0,0,0.67,0,0,0.33,0,0,0,0,0,0,0,4,50,0,0,0,0,0,0,0.33,0,0,0,50,50,0,0.33,3
André Gomes,0.12,0,74.36,0.69,0,0,1.42,0.35,0,0.62,0,1.31,0.08,0.08,50.5,89.19,10.58,63.73,0,0.08,0,0,0.69,0.08,0.23,0,60,43.91,0.65,1.88,26
Gideon Mensah,0,0,48.15,0.19,0,0,3.08,1.46,0.04,1.5,0,1.27,0.12,0,44.23,79.57,8.35,45.14,0,0.15,0,0,1.54,0.19,0.19,0,51.22,54.31,0.69,1.12,26
Paul Joly,0,0.1,61.9,0.7,0,0,3.3,2.4,0,2,0,1.6,0,0,53.4,81.09,10,55.1,0,0.1,0,0,1.9,0.1,0.2,0,35.29,53.04,0.9,0.7,10
Mateusz Wieteska,0,0.11,100,0.46,0,0,1.17,1.6,0.03,2.63,0.06,0.4,0.03,0.03,45.77,82.83,2.86,39.68,0,0.23,0,0,1.31,0.03,0.2,0.03,65,64.26,0.86,0.83,35
Christopher Wooh,0,0.14,100,0.36,0,0,1.14,0.43,0,3.5,0,0.21,0.07,0,44.14,92.39,1.86,50,0,0.29,0,0,0.79,0.07,0.29,0,64.71,60.49,0.71,1.21,14
Nicolas Pallois,0.04,0.08,77.78,0.35,0.04,0,2.65,1.15,0.04,4.88,0.04,1.08,0,0,44.46,83.82,3.92,47.47,0,0.15,0,0,1.46,0.08,0.08,0.04,58.33,58.79,0.23,0.77,26
Lilian Brassier,0,0,52,0.56,0,0,1.17,1.47,0,3.36,0,0.25,0.08,0,41.47,78.3,4.17,46.02,0,0.22,0,0,1.28,0.08,0.14,0,60.4,53.88,0.44,1.17,36
Souleymane Isaak Touré,0.04,0.13,50,0.33,0,0,1.33,1.04,0.04,2.38,0,0.21,0,0,34,87.25,2.79,55.56,0,0.13,0,0,0.88,0.13,0.17,0.04,71.43,62.9,0.54,0.92,24
Mohamed Camara,0,0.03,60.53,0.93,0,0,2.86,0.93,0,0.45,0,1.52,0.17,0.1,43.83,87.65,7.62,70,0,0.21,0,0,1.28,0.1,0.21,0.03,56,55.8,2,1.55,29
Kevin Volland,0.18,0.06,25,0.88,0,0,0.47,0.12,0,0,0,0.35,0.12,0.12,11.18,58.42,3.24,46.67,0,0,0,0,0.53,0.18,0.06,0,44,40.24,0.76,1.18,17
Julien Le Cardinal,0,0,66.67,0.63,0,0,0.75,0.25,0,0.5,0,0.25,0.13,0,11.5,78.26,2.88,71.43,0,0,0,0,0.25,0,0,0,56.25,54.29,0.25,0.63,8
Maxime Le Marchand,0,0,93.75,0.31,0,0,1.5,1.42,0.08,2.73,0,0.46,0.04,0,45.35,79.9,4.04,42.33,0,0.15,0,0,1.12,0.08,0.15,0.04,67.05,61.62,0.35,1.19,26
Mounaim El Idrissy,0.19,0.16,47.83,1.56,0.03,0,1,0.41,0,0.63,0,0.81,0.03,0,18.63,69.13,4.53,73.33,0,0.09,0,0,1.19,0.25,0.31,0,37.74,40.59,2.5,2.53,32
Matz Sels,0,0,0,0,0,0,0.11,0.11,0,0.92,0,0,0.03,0,22.11,60.12,0.79,37.31,3.03,0.16,0.29,0,1.42,0.13,0.05,0,100,100,0.08,0,38
Mama Baldé,0.35,0.32,50.45,2.21,0,0,1.35,0.29,0,0.38,0,0.44,0.06,0.09,16.71,68.13,4.24,66.67,0,0,0,0,1.71,0.29,0.12,0.06,35.83,43.21,1.35,1.12,34
Jean-Charles Castelletto,0,0.03,68.75,0.28,0,0,1.34,1.81,0.06,2.69,0,0.44,0,0,41.47,82.82,4.19,43.48,0,0.28,0,0,1.22,0.06,0.09,0,64.46,61.57,0.56,0.88,32
Quentin Bernard,0,0,50,0,0,0,1.29,2.14,0,2.29,0,1.14,0.29,0.14,49,81.92,9.14,46.67,0,0.14,0,0,1.43,0.29,0,0,27.27,40,0.43,0.86,7
Ismaily,0.09,0.04,48.57,0.57,0,0,1.78,0.91,0,1.43,0,0.65,0.13,0.04,42.52,80.98,10.09,28.95,0,0.26,0,0,0.91,0.09,0,0,62.07,54.72,0.96,0.61,23
Andy Delort,0.23,0.23,52.63,1.69,0,0,0.27,0.04,0,0.35,0,0.19,0.12,0.04,12.73,61.93,3.23,54.17,0,0,0,0,0.58,0.12,0,0,45.45,43.21,0.5,0.65,26
Alexis Claude-Maurice,0.23,0.05,46.15,0.73,0,0,0.77,0.18,0,0.09,0,0.45,0.09,0.14,11.64,85.94,3.32,40,0,0,0,0,0.27,0.14,0,0,75,52.48,0.82,0.32,22
Presnel Kimpembe,0,0.18,100,0.36,0,0,1.55,1.18,0.09,0.82,0,0.36,0,0,43.82,93.98,5.45,66.67,0,0.18,0,0,0.82,0,0.27,0,61.9,51.25,0.82,2,11
Désiré Doué,0.12,0,67.61,0.81,0,0,1.42,0.5,0,0.08,0,0.73,0.04,0.04,16.19,81.24,4.88,82.14,0,0,0,0,0.5,0.04,0.19,0,43.48,50.2,1.08,1.42,26
Massadio Haïdara,0,0.08,57.14,0.36,0,0,0.67,1,0.03,0.94,0,0.33,0.08,0.03,24.61,87.13,4.39,58.33,0,0.25,0,0,0.22,0.03,0.14,0,71.7,63.16,0.72,0.53,36
Jean Onana,0,0.05,100,0.38,0,0,1.33,0.86,0,0.95,0,0.57,0,0,22.43,87.05,3.38,58.06,0,0,0,0,0.33,0.05,0.14,0,56.25,60.67,0.48,0.33,21
Loïc Badé,0,0,0,2,0,0,1,1,0,3,0,0,0,1,59,88.14,2,25,0,0,0,0,1,0,1,0,50,44.44,1,3,1
Antonin Bobichon,0,0,0,0.33,0,0,0,0,0,0,0,0,0.33,0,6,66.67,3.33,100,0,0,0,0,0,0,0,0,0,0,0,0,3
Kays Ruiz-Atil,0,0,100,0,0,0,1,3,0,0,0,1,0,0,29,89.66,3,0,0,0,0,0,1,0,1,0,0,55.56,3,2,1
Eli Junior Kroupi,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,100,0,0,0,0,0,0,0,0,0,0,0,50,1,0,1
Fallou Fall,0,0,0,0,0,0,0,0,0,4,0,1,0,0,13,92.31,1,100,0,0,0,0,0,1,1,0,0,33.33,1,1,1
Nathan Zeze,0,0,0,0,0,0,3,0,0,1,0,0,0,0,26,69.23,1,33.33,0,0,0,0,0,0,0,0,50,83.33,1,0,1
Grejohn Kyei,0.27,0.3,55.71,1.62,0.03,0,0.43,0.16,0,0.59,0,0.24,0.11,0.08,13.92,72.62,3.03,73.08,0,0.03,0,0,0.73,0,0.08,0,42.11,41.43,1.14,1.57,37
Habib Diarra,0.1,0,50,0.79,0,0,0.83,0.38,0,0.45,0,0.48,0.21,0.07,20.41,80.57,5.28,43.9,0,0.03,0,0,0.83,0.1,0.14,0,32.43,43.46,0.76,0.79,29
Bafodé Diakité,0.09,0.03,70.37,0.58,0.06,0,1.64,0.52,0,1.58,0,0.76,0.03,0,51.09,89.8,9.27,54.55,0,0.24,0,0,0.91,0.09,0.18,0,49.4,48.66,0.39,1.36,33
Antoine Mendy,0,0,75,0.73,0,0,2,0.18,0,0.82,0,0.55,0,0.09,24.73,83.82,3.18,21.43,0,0.09,0,0,0.45,0,0,0,38.89,52.24,0.27,0.82,11
Jens Cajuste,0.1,0.03,56.52,0.87,0,0,1.48,0.58,0,0.71,0,0.74,0.03,0.03,23.48,82.83,5.52,63.01,0,0,0,0,0.52,0.1,0.23,0.03,41.94,50.8,0.94,1.06,31
Flavien Tait,0.07,0.07,56.41,0.83,0,0,1,0.67,0,0.33,0,0.77,0.17,0.07,35.77,86.49,9.5,71.72,0,0.03,0,0,0.63,0.03,0.07,0,41.18,46.07,0.97,0.83,30
Jaouen Hadjam,0,0,70.73,0.46,0,0,2.08,0.92,0,0.62,0,0.69,0,0.08,28.92,81.12,5.46,48.15,0,0.08,0,0,0.77,0.08,0.08,0,36.84,57.25,0.92,0.77,13
Andreaw Gravillon,0,0.08,70,0.62,0,0,1.23,1.62,0,2.46,0,0.38,0.08,0,29.77,75.97,3.46,42.86,0,0.15,0,0,1.15,0.23,0.23,0,51.85,54.35,1.08,1.38,13
Carlos Soler,0.12,0,55.56,0.38,0.04,0,0.77,0.15,0,0.19,0,0.35,0.08,0.08,23.54,87.42,6.73,68.42,0,0,0,0,0.54,0.08,0,0,14.29,44.44,0.54,0.69,26
Billal Brahimi,0.12,0.04,58.06,0.77,0,0,0.31,0.15,0,0,0,0.23,0.08,0.08,11.54,83,3.77,55.56,0,0,0,0,0.27,0.04,0,0,33.33,48.65,0.31,0.12,26
