#,Team,Name,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %
403,,Jérémie Bela,0.05,0.05,10.21,72.16,3.05,40
404,,Denis Genreau,0.05,0.05,15.15,78.22,3.55,38.89
405,,Yan Valery,0.13,0,33.53,78.33,5.83,40.77
406,,Saël Kumbedi,0.1,0.1,30.85,83.63,5.15,39.53
407,,Henrique,0,0.14,26.14,86.34,3.57,50
408,,Mohamed Youssouf,0,0,30.6,73.53,5.17,36.84
409,,Renaud Ripart,0.08,0.04,16.65,69.98,4.23,33.33
410,,Kamaldeen Sulemana,0.14,0,10,85.71,4.21,55.56
411,,Waniss Taibi,0,0,13.45,89.86,3.09,100
412,,Ibrahim Amadou,0,0,27,85.19,1,42.86
413,,Romain Hamouma,0.11,0.11,15.84,81.73,6.11,60
414,,Mattia Viti,0,0,39.67,84.03,2,27.27
415,,Valère Germain,0,0,6.65,69.42,1.68,0
416,,Ado Onaiwu,0.06,0.03,9.65,76.22,2.76,50
417,,Gerzino Nyamsi,0,0.05,41.95,84.51,3.6,49.57
418,,Timothée Pembélé,0,0.2,13.4,80.6,2.6,0
419,,Jean-Victor Makengo,0,0,35.6,88.58,5.33,52.94
420,,Arial Mendy,0,0,18.6,73.12,3.4,44.44
421,,Fernand Mayembo,0,0,29.09,85.94,1,47.06
422,,Siriki Dembélé,0.08,0,7.5,84.44,3.42,66.67
423,,Arnaud Souquet,0.08,0,8.92,75.7,1.42,50
424,,Benoît Costil,0,0,27.32,66.47,1.32,48.33
425,,Karamoko Dembélé,0,0,4.73,73.24,1.53,50
426,,Mickaël Alphonse,0,0,19.54,71.06,3.12,30.95
427,,Birger Meling,0.07,0.04,23.81,86.16,5.93,68.29
428,,Batista Mendy,0.03,0,40.4,86.78,8.69,58.26
429,,Lebo Mothiba,0,0,4.84,79.35,1.37,0
430,,Mickaël Barreto,0.1,0.05,30,74.5,7.05,50
431,,Moussa Sissoko,0,0,25.1,81.01,6.07,55.32
432,,Julien Ponceau,0.1,0.13,26.29,83.68,7.71,64.1
433,,Oumar Gonzalez,0,0,36.53,81.84,1.3,36.15
434,,Moussa Dembélé,0,0,8.17,72.87,2.3,50
435,,Ibrahima Niane,0,0,14,77.23,3.88,80
436,,Akim Zedadka,0.07,0,25.79,80.33,4.89,45.45
437,,Thierno Baldé,0,0.03,23.81,83.06,4.94,68.18
438,,João Victor,0.08,0.08,29.15,80.47,3.46,37.21
439,,Bonke Innocent,0,0.04,23.04,89.24,2.16,48.57
440,,Gelson Martins,0.09,0,13.55,79.87,5.91,25
441,,Arkadiusz Milik,0.5,0,18.5,75.68,2.5,0
442,,Marin Jakoliš,0,0,5,80,4,0
443,,Jonas Martin,0,0,18.67,84.38,3,76.47
444,,Kenji Van Boto,0,0,26.5,71.7,3.5,20
445,,Mamadou Diakhon,0,0,1,100,0.5,0
446,,Joe Bryan,0,0,13.83,80.72,2.83,0
447,,Duje Ćaleta-Car,0,0,2,100,0,0
448,,Mamadou Sarr,0,0,8,100,0,0
449,,Theocharis Tsingaras,0,0,5,80,0,0
450,,Jason Berthomier,0,0,9.5,100,2.5,0
451,,Hianga'a M'Bock,0,0,4.5,88.89,1.5,0
452,,Mehdi Puch-Herrantz,0,0,7,78.57,2,100
453,,Wilson Odobert,0.09,0.06,15.44,79.76,5.13,76.47
454,,Clement Vidal,0.04,0,29.5,77.44,2.58,51.39
455,,Carlos Baleba,0,0,15.68,83.56,2.89,75.76
456,,Papa Ndiaga Yade,0.21,0.14,19.5,77.29,4.5,42.86
457,,Erik Palmer-Brown,0,0,37.53,84.71,2.26,41.38
458,,Myron Boadu,0.08,0,4.67,67.86,1.25,0
459,,Maxime Busi,0.1,0.05,22.9,75.26,4.62,48.39
460,,Stéphane Diarra,0.11,0,10.82,75.25,2.68,33.33
461,,Cyrille Bayala,0.12,0.03,17.3,64.97,4.73,28.33
462,,Ayoub Amraoui,0,0,22.86,89.38,4.71,36.36
463,,Bradley Locko,0,0,20.32,81.43,4.45,51.22
464,,Kaj Sierhuis,0,0,3.93,56.36,1.21,80
465,,Theo Sainte Luce,0,0.11,22.11,84.42,3.44,12.5
466,,Amin Sarr,0,0.08,10.62,75.36,3.08,100
467,,M'Baye Niang,0.07,0,9.53,63.99,1.8,64.29
468,,Mamadou Sakho,0.07,0,30.4,86.84,1.27,45.71
469,,Sébastien Corchia,0,0.05,12.18,76.87,2.41,52
470,,Paul Bernardoni,0,0,20,58.33,0.74,32.52
471,,Jim Allevinah,0.14,0.03,20.33,82.38,4.5,29.73
472,,Ruben Aguilar,0.05,0,33.75,84.44,9.85,47.37
473,,Cheick Konate,0.11,0,30.33,73.63,2.89,33.33
474,,Ibrahim Diakité,0,0,14,71.43,2,33.33
475,,Kyliane Dong,0.17,0,7.83,72.34,1.83,50
476,,Ismail Jakobs,0.03,0.06,16.06,69.07,4.25,17.5
477,,Islam Slimani,0.13,0.06,22.31,72.55,4.69,66.67
478,,Eliot Matazo,0,0,21.22,81.76,3.52,61.82
479,,Enzo Tchato Mbiayi,0.05,0.05,20,76.43,4.33,23.53
480,,Tristan Dingomé,0,0,8.75,75.71,2.75,50
481,,Ike Ugbo,0.04,0.04,5.44,70.59,1.08,0
482,,Warren Zaïre-Emery,0,0,22.73,92.05,5.42,75
483,,Sada Thioub,0.22,0.07,16.89,82.46,5.19,50
484,,Jean-Mattéo Bahoya,0,0,8,86.25,3.1,0
485,,Souleymane Cissé,0,0,5.5,72.73,0,0
486,,Théo Pellenard,0,0,9.5,57.89,2,28.57
487,,Marcin Bułka,0,0,28,76.79,0.5,50
488,,Yoann Cathline,0.04,0.04,12.7,72.95,3.78,38.46
489,,Lorenz Assignon,0.08,0.08,10.67,83.59,1.42,37.5
490,,Pierrick Capelle,0.08,0.12,24.88,86.55,5.31,58.7
491,,Irvin Cardona,0.1,0,5.6,58.93,1.1,33.33
492,,Riad Nouri,0.06,0.03,15.94,73.95,3.76,35.56
493,,Andreas Bruus,0.04,0.07,17.37,72.28,3.89,33.33
494,,Cedric Avinel,0,0,29.83,84.78,0.67,44.83
495,,Yanis Massolin,0,0,6.5,76.92,0.83,50
496,,Yanis Begraoui,0,0,6.33,73.68,1.33,50
497,,Adil Aouchiche,0,0,12.18,83.58,3,76.92
498,,Abdoulaye Bamba,0,0,30.95,88.92,3.38,50
499,,Remy Labeau Lascary,0,0,2.6,88.46,0.9,100
500,,Moussa Soumano,0,0,4.57,65.63,0.64,50
501,,Souleyman Doumbia,0.08,0,31.29,80.43,5.54,41.51
502,,Halid Šabanović,0,0,15.2,82.46,3.2,56.25
503,,Baïla Diallo,0,0,4.5,77.78,1,100
504,,El Chadaille Bitshiabu,0,0,35,92.75,2.92,62.96
505,,Jean Fiacre Kouamé Botué,0,0,5.88,70.21,2,0
506,,Ismaël Diallo,0,0,30.71,76.05,4.21,47.26
507,,Yasser Larouci,0.03,0.03,20.77,77.05,4.27,28.26
508,,Noah Jean Holm,0,0,5.38,62.79,1.13,20
509,,Adrian Grbić,0,0,1,50,0,0
510,,Moussa Djitté,0,0,5.33,75,1.83,50
511,,Félix Lemaréchal,0.08,0,8.08,81.9,2.23,75
512,,Karol Fila,0,0,18,86.11,9,0
513,,Valentin Atangana Edoa,0.14,0,6.71,85.11,2,33.33
514,,Guéla Doué,0,0,5,90,0.5,0
515,,Oliver Zandén,0,0,10.8,68.52,2.8,33.33
516,,Ilyes Housni,0,0,3,100,1,0
517,,Alexandre Letellier,0,0,4,100,0,0
518,,Marvin Senaya,0,0,4,100,1,100
519,,Steven Fortes,0,0,3,33.33,0,0
520,,Thibault Tamas,0,0,6,83.33,1,0
521,,Jason Mbock,0,0,2.5,80,0,0
522,,Mohamed Toure,0,0,2,50,0.67,0
523,,Alan Do Marcolino,0,0,0.67,100,0,0
524,,Tony Strata,0,0,10,76.67,0.33,33.33
525,,Axel Gueguin,0,0,2,70,1,0
526,,Kevin Spadanuda,0.05,0.05,11.27,81.45,3.5,57.14
527,,Benjamin Leroy,0,0,24.75,57.58,1.28,41.37
528,,Veljko Birmančević,0.04,0,5.96,69.8,1.72,20
529,,Loïs Diony,0,0,12.45,77.37,4.27,0
530,,Axel Camblan,0,0,3.57,76,1.29,0
531,,Tairyk Arconte,0,0,3.75,60,1,0
532,,Florian Chabrolle,0,0,19.57,87.59,4,14.29
533,,Said Hamulić,0,0,1.5,66.67,0.5,50
534,,Alberth Elis,0,0,4.2,76.19,1.1,0
535,,Béni Makouana,0,0,3.88,48.39,0.63,0
536,,Abdoul Kader Bamba,0,0,9.75,87.18,2.25,0
537,,Ivane Chegra,0,0,6,55.56,1.33,75
538,,Martin Adeline,0,0,8,70,1.4,33.33
539,,Adam Buksa,0,0,2.88,65.22,0.63,0
540,,Ousmane Camara,0,0,40.33,91.46,1.78,69.7
541,,Ben Touré,0,0,9,77.78,2.25,0
542,,Farid El Melali,0,0,13.53,70.87,2.59,40.91
543,,Dennis Appiah,0,0,25.13,75.86,4.33,26.47
544,,Alan Virginius,0,0,4.8,79.17,2.07,100
545,,Rares Ilie,0,0,14.75,79.66,4.25,66.67
546,,Serhou Guirassy,0,0,8,100,4,0
547,,El Bilal Touré,0,0,6.67,80,2.33,0
548,,François Régis Mughe,0,0,0,0,0,0
549,,Amar Ahmed,0,0,10,60,0,0
550,,Lebas da Silva,0,0,16,75,4,0
551,,Serigne Faye,0,0,4,62.5,0.5,100
552,,Ilyes Chetti,0.17,0,15.67,86.17,1.83,42.86
553,,Darlin Yongwa,0.14,0.07,18.36,82.1,4.86,27.27
554,,Zinédine Ould Khaled,0,0,9,94.44,1.25,100
555,,Patrick Pentz,0,0,26.57,63.44,0.71,31.63
556,,Kévin Keben Biakolo,0,0,9.73,82.24,1.45,80
557,,Doğan Alemdar,0,0,21.67,62.31,0.67,35.53
558,,Patrick Berg,0,0,6.67,85,1.33,100
559,,Yoann Touzghar,0,0,10,72.73,2.36,100
560,,Pedro Mendes,0,0,3,33.33,0,0
561,,Jean-Louis Leca,0,0,34,79.41,1,64.71
562,,Ouparine Djoco,0,0,36,61.11,0,22.22
563,,Derek Mazou-Sacko,0,0,5,80,0,100
564,,Dany Jean,0,0,4.5,44.44,1,0
565,,Anthony Khelifa,0,0,6,91.67,0.5,100
566,,Danel Dongmo,0,0,5,90,1.5,0
567,,Franci Bouebari,0,0,7,57.14,0.5,0
568,,Fábio,0.17,0,14.83,76.4,3.67,23.08
569,,Mohamed Achi,0,0,10,90,2.5,50
570,,Justin-Noel Kalumba,0,0,20,84.29,4.71,0
571,,Francois-Joseph Sollacaro,0,0,21.83,43.51,0.17,21.74
572,,Marlos Moreno,0,0,2,75,0.5,0
573,,Brayann Pereira,0,0,27,81.48,5,33.33
574,,Léo Jardim,0,0,21,75.4,0,26.19
575,,Mathis Hamdi,0,0,12.5,60,2,0
576,,Christian Mawissa,0,0,20.5,87.8,2,100
577,,Mohamed El Arouch,0,0,1,100,1,0
578,,Salim Ben Seghir,0,0,2,100,1,0
579,,Rafik Guitane,0,0,0,0,0,0
580,,Amine Messoussa,0,0,0,0,0,0
581,,Simon Ramet,0,0,0,0,0,0
582,,Kévin Danois,0,0,1,100,0,0
583,,Samuel Koeberle,0,0,5,100,0,0
584,,Andrea Dacourt,0,0,0,0,0,0
585,,Théo Trinker,0,0,0,0,0,0
