#,Team,Name,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box
202,,Luiyi de Lucas,0,0,0,0,1.4,0.1
203,,Nathaniel Atkinson,0,0,0,0,0.83,0.11
204,,David Marshall,2.21,0.29,0.32,0.05,1.39,0.16
205,,Allan McGregor,1.46,0.33,0,0,0.88,0.21
206,,Declan Gallagher,0,0.19,0,0,0.96,0.11
207,,Aiden McGeady,0,0,0,0,0.44,0.11
208,,Richard Taylor,0,0,0,0,1,0.45
209,,Aziz Behich,0,0.13,0,0,1.52,0.1
210,,Scott Tanser,0,0.07,0,0,1,0.2
211,,Alexander Gogić,0,0.07,0,0,1.3,0.2
212,,Alan Power,0,0.13,0,0,1.09,0.16
213,,Lewis Miller,0,0,0,0,0.42,0
214,,Kerr Mcinroy,0,0,0,0,0.75,0.25
215,,Ben Paton,0,0,0,0,0.86,0
216,,Shane Blaney,0,0,0,0,0.63,0
217,,Alex Lowry,0,0,0,0,0.4,0
218,,Rocky Bushiri Kiranga,0,0.13,0,0,1.8,0.07
219,,Ethan Erhahon,0,0.15,0,0,1.2,0.2
220,,Joel Nouble,0,0.17,0,0,1.27,0.2
221,,Melker Hallberg,0,0.07,0,0,0.83,0.33
222,,Ross Callachan,0,0.08,0,0,0.71,0.17
223,,Shamal George,2.34,0.22,0.28,0.03,1.28,0.19
224,,Marcus Fraser,0,0.29,0,0,1.26,0.21
225,,Victor Loturi,0,0.11,0,0,0.85,0.3
226,,Garang Kuol,0,0,0,0,0.38,0
227,,Calum Waters,0,0,0,0,2.5,0.5
228,,Scott Robinson,0,0,0,0,0.44,0
229,,Stephane Omeonga,0,0.13,0,0,0.83,0.1
230,,Oli Shaw,0,0,0,0,1.08,0.25
231,,Toby Sibbick,0,0.09,0,0,1.22,0.13
232,,Jonathan Obika,0,0.22,0,0,0.44,0
233,,Louis Moult,0,0,0,0,0.57,0
234,,Orestis Kiomourtzoglou,0,0.09,0,0,1.04,0.04
235,,Ross Tierney,0,0,0,0,0.5,0.06
236,,Jonah Ayunga,0,0,0,0,0.84,0.16
237,,Stephen Humphrys,0,0,0,0,0.74,0
238,,Ayo Obileye,0,0.16,0,0,1.28,0.16
239,,Scott Wright,0,0.04,0,0,0.22,0.04
240,,Yutaro Oda,0,0,0,0,0.5,0.17
241,,Demetri Mitchell,0,0,0,0,0.33,0
242,,Callum Johnson,0,0.17,0,0,1.17,0.22
243,,Adam Montgomery,0,0.21,0,0,0.86,0.36
244,,James Jeggo,0,0.25,0,0,0.94,0.31
245,,Matthew Hoppe,0,0,0,0,0.89,0.22
246,,Bevis Mugabi,0,0,0,0,0.92,0
247,,Remi Matthews,2.65,0.18,0.12,0,1.24,0.35
248,,Innes Cameron,0,0.06,0,0,0.44,0.13
249,,Richard Tait,0,0.25,0,0,0.67,0.08
250,,Gary Mackay-Steven,0,0,0,0,1,0.25
251,,Christian Ramirez,0,0,0,0,0.11,0.22
252,,Dylan Smith,0,0.08,0,0,0.77,0.31
253,,Daniel Phillips,0,0.09,0,0,1.09,0.22
254,,Alex Greive,0,0,0,0,0.5,0.11
255,,Jordan Tillson,0,0.11,0,0,1.07,0.14
256,,James Brown,0,0.12,0,0,1.15,0.35
257,,Jack Fitzwater,0,0.14,0,0,1.32,0.18
258,,Morgan Boyes,0,0.14,0,0,0.86,0.14
259,,Liam Smith,0,0.21,0,0,1.54,0.25
260,,Simon Murray,0,0,0,0,0.64,0.29
261,,Matt Penney,0,0.19,0,0,1.44,0.19
262,,Ben Purrington,0,0.27,0,0,1.45,0.18
263,,Jason Holt,0,0.09,0,0,1.03,0.14
264,,Christopher Stokes,0,0.13,0,0,0.8,0.13
265,,Toyosi Olusanya,0,0,0,0,0,0
266,,Steven Warnock,0,0,0,0,0,0
267,,Ayodeji Sotona,0,0,0,0,0.5,0
268,,Rolando Aarons,0,0,0,0,0,0
269,,Dylan Reid,0,0,0,0,0,0
270,,Ben Summers,0,0,0,0,0,0
271,,Kazeem Olaigbe,0,0,0,0,0.42,0.05
272,,Josh Sims,0,0,0,0,0.75,0.3
273,,Alan Forrest,0,0.03,0,0,0.51,0.06
274,,Stephen O'Donnell,0,0.07,0,0,0.85,0.04
275,,Rory Macleod,0,0,0,0,0.47,0.13
276,,Ilmari Niskanen,0,0.05,0,0,0.75,0.1
277,,Josh Stones,0,0,0,0,0.17,0.17
278,,Harry McKirdy,0,0,0,0,0.36,0.09
279,,Connor McLennan,0,0,0,0,0.54,0.19
280,,Barry Maguire,0,0.1,0,0,0.6,0.1
281,,Blair Alston,0,0,0,0,0.5,0.13
282,,Lewis Stevenson,0,0.14,0,0,1.11,0.18
283,,Thelonius Bair,0,0,0,0,0.33,0.07
284,,Connor Shields,0,0.05,0,0,0.79,0.11
285,,Fraser Murray,0,0,0,0,0.47,0.11
286,,Lewis Neilson,0,0.1,0,0,1,0.1
287,,Rory McKenzie,0,0.14,0,0,0.86,0.19
288,,Owura Edwards,0,0,0,0,0.72,0.21
289,,Marley Watkins,0,0,0,0,0.5,0.04
290,,Liam Boyce,0,0,0,0,0.4,0.2
291,,Ross Graham,0,0.2,0,0,1.6,0.27
292,,Peter Pawlett,0,0,0,0,0.42,0
293,,Alexandro Bernabei,0,0.07,0,0,0.93,0.07
294,,Jack Aitchison,0,0,0,0,0.3,0
295,,Hayden Coulson,0,0.11,0,0,0.82,0.07
296,,Josh Morris,0,0,0,0,0.67,0
297,,William Akio,0,0,0,0,0.58,0
298,,Euan Henderson,0,0,0,0,0,0
299,,Cameron Ballantyne,0,0,0,0,0.33,0
300,,Lewis Jamieson,0,0,0,0,0.29,0.14
301,,Shayden Morris,0,0,0,0,0.62,0.08
302,,Kurtis Guthrie,0,0,0,0,0.75,0.06
303,,Ryan Duncan,0,0.13,0,0,0.43,0.09
304,,Elias Hoff Melkersen,0,0,0,0,0.54,0
305,,Charles Dunne,0,0.27,0,0,1.18,0.12
306,,Dean Cornelius,0,0,0,0,0.81,0.06
307,,Jordy Hiwula,0,0,0,0,0.81,0.19
308,,James Penrice,0,0.07,0,0,0.83,0.1
309,,Mathew Anim Cudjoe,0,0,0,0,0.33,0.17
310,,Ryan Flynn,0,0.05,0,0,0.25,0.1
311,,Dominic Samuel,0,0,0,0,0.45,0.09
312,,Jamie Brandon,0,0,0,0,0.13,0.13
313,,Zak Rudden,0,0,0,0,0.42,0.25
314,,Kai Fotheringham,0,0,0,0,0.82,0.09
315,,Dylan Bahamboula,0,0,0,0,0.55,0
316,,Robert Mahon,0,0,0,0,1,0
317,,Jack Milne,0,0,0,0,0,0
318,,James McCarthy,0,0,0,0,0.5,0
319,,Scott Romeni Bitsindou,0,0,0,0,0,0
320,,Jack Mackenzie,0,0.06,0,0,1.28,0.11
321,,Ross McCrorie,0,0.39,0,0,1.3,0.12
322,,Connor Smith,0,0,0,0,0.29,0
323,,Ryan Alebiosu,0,0,0,0,1.13,0.26
324,,Sadat Anaku,0,0,0,0,0.57,0
325,,Kieran Freeman,0,0.17,0,0,1.54,0.13
326,,Harrison Paton,0,0,0,0,0.14,0.14
327,,Jayden Richardson,0,0.16,0,0,1.37,0.11
328,,Alex Samuel,0,0,0,0,0.6,0
329,,Michael O'Halloran,0,0,0,0,0.5,0
330,,Momodou Bojang,0,0,0,0,0,0
331,,Archie Meekison,0,0,0,0,0.86,0.29
332,,David Watson,0,0.2,0,0,0.9,0.1
333,,Scott Pitman,0,0.15,0,0,1.18,0.15
334,,Thierry Small,0,0,0,0,0.57,0.07
335,,Phillip Čančar,0,0,0,0,1,0.33
336,,Lennon Miller,0,0,0,0,0.5,0
337,,Jack Newman,2.75,0,0,0,2.25,0.25
338,,Jair Tavares,0,0,0,0,0.38,0
339,,Michael Devlin,0,0,0,0,0,0
340,,Kian Speirs,0,0,0,0,0,0
341,,Dilan Markanday,0,0,0,0,0.33,0
342,,Riku Danzaki,0,0,0,0,0.67,0
343,,Zachary Hemming,2.5,0.2,0.2,0,1.4,0.5
344,,Tony Gallacher,0,0,0,0,1,0.2
345,,Fraser Taylor,0,0,0,0,0.33,0
346,,Oliver Crankshaw,0,0,0,0,1,0
347,,Bobby Wales,0,0,0,0,0.4,0.1
348,,Callum Roberts,0,0,0,0,1,0.33
349,,Alfie Bavidge,0,0,0,0,0,0
350,,Esmael Goncalves,0,0,0,0,0,0.13
351,,Kieran Offord,0,0,0,0,0.22,0
352,,Kyle McClelland,0,0,0,0,1,0
353,,Jack Hamilton,1.33,0,0.67,0,1.33,0.33
354,,Patrik Myslovič,0,0,0,0,0.75,0
355,,Scott Bain,5,0,1,0,3,1
356,,Charlie McCann,0,0,0,0,1,0
357,,Peter Urminsky,0,0,0,0,2,1
358,,Joe Lewis,1.67,0,0.67,0,4.67,0
359,,Zak Lovelace,0,0,0,0,0,0
360,,Ross McCausland,0,0,0,0,1,0
361,,Bailey Rice,0,0,0,0,0,0
362,,Arron Lyall,0,0,0,0,1,0
363,,Robbie Ure,0,0,0,0,0.5,0
