#,Team,Name,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past
361,,Ángel Rodado,0,0,0,0,0,0
362,,Paul Anton,0,0,0,0,0,0
363,,Moussa Diarra,2,1,0,3,0,0
364,,Andrés García,0,0,0,0,0,0
365,,Luis Roldán,3,1,0,0,0,0
366,,Chema,1,0.4,0,1.6,0,0.6
367,,Diego Alende,0.82,0.55,0.05,2.09,0.05,0.41
368,,Jaume Grau,1.34,0.89,0,1.03,0,1.03
369,,Sergio Molina,1.21,0.41,0,0.55,0,0.62
370,,Jony,0.71,0.18,0,0.24,0,0.35
371,,Víctor Mollejo,0.75,0.25,0,0.36,0,0.36
372,,Haissem Hassan,0.78,0.11,0,0.15,0,0.37
373,,Pablo Chavarría,1,0.17,0,0.58,0,0.38
374,,Carlos Martinez Rodriguez,0.14,0.09,0,0.31,0,0
375,,Daniel Alonso Aceves Patiño,2.2,0.9,0,0.7,0,0.1
376,,Jonas Ramalho,0.96,0.89,0,2.59,0,0.26
377,,Paris Barandiaran,1.64,0.89,0,2.03,0,0.86
378,,Nico Serrano,0.69,0.06,0,0.19,0,0.63
379,,José Manuel Arnáiz,0.71,0.42,0,0.24,0,0.79
380,,Unai Medina,0.6,0.8,0.07,1.4,0,0.53
381,,Luca Sangalli,1.23,0.27,0,0.32,0,0.41
382,,Nolito,1,0.22,0,0.07,0,0.41
383,,Aitor García,0.75,0.5,0.03,0.31,0,0.47
384,,Raúl Navarro,1.24,0.79,0,0.71,0,0.53
385,,Álex Martín,1.59,1.46,0.03,3.7,0.03,0.89
386,,José Naranjo,0.97,0.17,0.03,0.56,0,0.69
387,,Sergio Maestre,0.71,0.21,0,1.21,0,0.36
388,,Fran Sol,0.19,0,0,0.38,0,0.16
389,,Yanis Rahmani,0.94,0.19,0,0.56,0,0.59
390,,Álvaro Ratón,0,0,0,0.4,0,0
391,,David Timor,0.77,0.86,0,1.74,0,0.6
392,,Diego Collado,1.24,0.32,0,0.24,0,0.47
393,,Alberto Zapater,0.97,0.41,0,0.62,0,0.69
394,,Jose Salinas,1.41,0.73,0,1,0,0.46
395,,Stoichkov,0.75,0.18,0,0.48,0,0.88
396,,Fede Vico,0.95,0.4,0,0.18,0,0.38
397,,Wesley Moraes,0.39,0.03,0,0.42,0,0.11
398,,Coke,1.87,0.65,0,1.61,0,0.61
399,,Sergio Castel Martínez,0.73,0.04,0,0.35,0,0.08
400,,Mateusz Bogusz,0.91,0.09,0,0.14,0,0.68
401,,Agus Medina,1.79,0.52,0,0.55,0,1.45
402,,Borja Garcés,0.47,0.11,0,0.53,0,0.39
403,,Quique,0.13,0.17,0,0.1,0,0.17
404,,Jordan Lukaku,1.14,0.57,0,1.86,0,0
405,,Juan María Alcedo,1.04,0.7,0,1.13,0,0.7
406,,Miguel Azeez,1.3,0.9,0,1.2,0,0.4
407,,Hector Hevel,0.74,0.26,0,0.41,0,0.56
408,,Julián Delmás,1.19,0.5,0,0.85,0,0.62
409,,Ignasi Vilarrasa,0.59,0.31,0.03,1.07,0,0.24
410,,Derik Lacerda,0.61,0.13,0,0.61,0,0.34
411,,Ivan Azón Monzón,0.16,0.11,0,0.42,0,0.11
412,,Erik Morán,1.2,0.68,0,0.64,0,0.68
413,,Eduardo Espiau,0.38,0.28,0,0.6,0,0.45
414,,Cristo González,0.59,0.15,0,0.18,0,0.59
415,,Daniel Lorenzo,0.29,0.43,0,0.29,0,0.57
416,,Rodrigo Alonso,1,0.42,0,0.42,0,0.37
417,,Ignacio Méndez,0.67,0,0,0.33,0,0
418,,Manu Garrido,0.33,0,0,0,0,0
419,,Marcos Luna,1.67,0.17,0,0.83,0,0.5
420,,Pablo Clavería,1.06,0.82,0,1.24,0,0.73
421,,José Antonio Ríos,0.67,0.42,0,0.92,0,0.5
422,,Jozabed Sánchez,1,0.36,0,0.41,0.05,0.86
423,,Sergio Carreira,0.94,0.35,0.03,0.97,0,0.45
424,,Iván Morante,1.66,0.44,0,0.5,0,1.22
425,,Iván Martos,1.69,1.31,0,1.69,0,1.44
426,,Hugo Vallejo,1.03,0.34,0,0.17,0,0.41
427,,Marc Carbo,1.38,0.62,0,0.48,0,0.41
428,,Williams Alarcón,0.17,0.33,0,0.58,0,0.42
429,,Eneko Satrustegui,1.24,0.76,0.04,1.96,0,0.44
430,,Jordi Mboula,0.57,0.49,0,0.31,0,0.46
431,,Róber,0.77,0.92,0,1.54,0,0.62
432,,Jason,0.78,0.31,0,0.38,0,0.66
433,,Ricard Pujol,1.5,2,0,1,0,2
434,,Marino Illescas,0.5,0,0,0,0,0
435,,Airam Guzmán,0,0,0,0,0,0.5
436,,Dani Vidal,0,0.67,0,0,0,0
437,,Gerard Fernández,0.48,0,0,0.09,0,0.61
438,,Jon Karrikaburu,0.63,0,0,0.42,0,0.42
439,,Abderrahman Rebbach,0.79,0.21,0,0.11,0,0.53
440,,Míchel Zabaco,0.73,0.4,0,3.93,0.07,0.27
