#,Team,Name,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls
418,,Manu Garrido,0,0,33.33,60,0.33,0
419,,Marcos Luna,0.33,0,30.77,44.44,0.17,0.5
420,,Pablo Clavería,0.24,0,29.41,43.06,0.42,0.76
421,,José Antonio Ríos,0,0,55.56,51.28,0.58,0.17
422,,Jozabed Sánchez,0.05,0,18.18,41.11,0.41,0.36
423,,Sergio Carreira,0.03,0,37.04,52.87,0.52,0.39
424,,Iván Morante,0.28,0.03,49.12,52.19,0.69,0.72
425,,Iván Martos,0.13,0,46.15,49.59,1.06,0.94
426,,Hugo Vallejo,0.14,0,37.84,47.83,0.83,0.52
427,,Marc Carbo,0.1,0,46.34,53.47,0.41,0.9
428,,Williams Alarcón,0,0,14.29,26.32,0.08,0.08
429,,Eneko Satrustegui,0.12,0,48.98,55.56,0.6,0.88
430,,Jordi Mboula,0,0,46.05,46.04,1.34,1.11
431,,Róber,0.38,0.08,58.33,51.47,0.92,0.77
432,,Jason,0.09,0,54.35,47.58,1.41,0.75
433,,Ricard Pujol,0,0,80,43.75,0,2
434,,Marino Illescas,0,0,0,100,0,0
435,,Airam Guzmán,0,0,0,33.33,0,0.5
436,,Dani Vidal,0,0,0,25,0.33,0.33
437,,Gerard Fernández,0.13,0,26.92,41.26,0.78,0.57
438,,Jon Karrikaburu,0.16,0,38.89,43.09,1.26,1.11
439,,Abderrahman Rebbach,0.11,0,17.39,36.36,0.89,1
440,,Míchel Zabaco,0.07,0,51.43,53.13,0.33,0.47
441,,Pablo Hervías,0.15,0,30.77,45.61,1.08,0.23
442,,Josep Señé,0.18,0,74.19,52.5,1.15,1.12
443,,Bruno González,0.17,0,48,42.86,0.33,1.33
444,,Juan Antonio Ros,0,0,60.87,58.11,0.25,0.5
445,,Roberto Soldado,0.32,0,27.27,34.88,0.56,0.76
446,,Dani Escriche,0.09,0,40.91,42.91,1.41,1.03
447,,Gonzalo Escobar,0.22,0.04,42.86,52.53,0.65,1.04
448,,Luis Muñoz,0.2,0.03,53.57,52.87,0.9,0.83
449,,Gaizka Larrazabal,0.06,0,65,57.32,0.61,0.39
450,,Darío Poveda,0.06,0,59.18,48.28,0.45,0.61
451,,Abraham Rando,0.08,0,68.29,61.04,0.08,1.33
452,,Javier Alonso,0.06,0,46.43,48.1,0.28,0.72
453,,Juan Narváez,0.07,0,36.36,55.56,1.27,0.07
454,,Javi Martínez,0.11,0,15,41.25,0.42,0.63
455,,Dani Queipo,0.03,0,41.46,46.63,0.74,0.87
456,,Manolo Reina,0.38,0.08,50,50,0.08,0.08
457,,Miguel de la Fuente,0.15,0,30.95,38.89,1.76,1.58
458,,Cedric Omoigui,0,0,64.29,54.55,0,0.25
459,,Marcos Mauro,0.25,0.13,38.89,60,0.13,0.25
460,,David Goldar,0.28,0,59.85,56.1,0.66,1.1
461,,Genaro,0.26,0.05,44.12,42.45,0.11,1.26
462,,Patrick Soko,0.14,0,59.26,44.44,0.36,0.41
463,,Mourad El Ghezouani,0.14,0.03,50,43.14,0.49,1.29
464,,Andy Kawaya,0,0,50,30.43,0.57,0.43
465,,Jonathan Silva,0.08,0,44.44,50,0.33,0.58
466,,Rubén Martínez,0.08,0,30.77,47.17,0.69,0.69
467,,Raúl Parra,0.05,0,37.5,45.31,0.42,0.84
468,,Enric Franquesa,0,0,26.53,40.99,0.63,0.79
469,,Fran Álvarez,0.08,0,18.18,50.75,0.35,0.35
470,,Jordan Carrillo,0.05,0,17.65,49.72,1.95,0.62
471,,Loren Morón,0.18,0,28,50.75,1.55,0.73
472,,José Menargues,0.18,0,52.17,47.37,0.64,1.27
473,,Álvaro Vadillo,0.18,0.05,20,45.45,0.73,0.36
474,,Jaume Cuéllar,0.16,0,23.53,41.61,0.92,0.95
475,,Jaime Romero,0,0,75,40,0,0.17
476,,Diego Mariño,0,0,75,62.5,0.12,0
477,,Javier Serrano,0.17,0,62.79,45.69,0.13,1.08
478,,Rober Ibáñez,0.13,0,46.15,54.66,1.58,0.71
479,,Marco Sangalli,0.16,0,48.48,46.43,0.68,0.88
480,,Yvan Neyou,0.1,0.05,66.67,58.33,0.9,0.76
481,,Suleiman Camara,0.22,0,16,53.23,1.46,0.95
482,,Javier Muñoz,0.16,0.08,25,39.58,0.38,0.84
483,,Alex Balboa,0.09,0,60,63.16,0.18,0.27
484,,Ignacio Martín,0.19,0,10,44.9,0.38,0.63
485,,Arvin Appiah,0,0,83.33,50,0.67,0.38
486,,Samuel Shashoua,0.08,0,0,43.84,1.23,0.23
487,,Miguel Villar Miki,0.07,0,40,43.4,0,0.4
488,,Gerard Valentín,0.29,0,46.43,43.31,1.03,0.97
489,,Álex Forés,0.03,0,57.14,43.21,0.34,0.34
490,,José Corpas,0.2,0,38.37,37.58,1.02,1.07
491,,Teto,0.11,0,22.86,41.74,0.97,0.81
492,,Leonardo Sequeira,0,0,54.76,45.68,0.67,0.5
493,,Taichi Hara,0.13,0,39.29,42.7,0.67,0.4
494,,Arturo Molina Tornero,0.09,0,31.25,50,0.91,0.45
495,,Marcelo Flores,0,0,38.46,43.04,0.46,0.69
496,,Heriberto Tavares,0.21,0.05,54.55,37.68,0.16,0.58
497,,Bilal Ouacharaf,1,0,0,66.67,1,1
498,,Dorian Hanza,0,0,100,100,0,0
499,,Daniel Requena,0,0,0,75,2,0
500,,Ethyan González,0,0,0,0,0,0
501,,Carlos Sánchez,0,0,100,44.44,1,0
502,,Juan Aspra,0,0,0,100,0,0
503,,Lumor Agbenyenu,0,0,66.67,55.56,0,0
504,,Kuki Zalazar,0,0,33.33,50,0,0
505,,Ayoub Jabbari,0,0,100,75,0.67,0.33
506,,Pepe Sánchez,0,0,50,36.36,0,1.33
507,,Miguelón,0.33,0,33.33,48.57,0.33,0.67
508,,Alex Valle,0,0,20,36.11,0.57,0.57
509,,Jordi Calavera,0.15,0.05,61.54,52.69,0.6,1
510,,Pablo Larrea,0,0,55.56,51.52,0.86,0.62
511,,El Hacen,0.16,0.03,41.41,47.67,0.69,0.66
512,,Aitor Buñuel,0.12,0,50,50,0.32,0.84
513,,Manu García,0.24,0.04,46.3,43.48,0.48,0.6
514,,Carlos Romero,0.13,0,40.91,49.12,0.21,0.33
515,,Pablo Vázquez,0.11,0.11,57.73,51.41,0.17,1
516,,Raúl Moro,0.19,0,0,31.51,0.31,0.25
517,,Dani Jiménez,0,0,0,33.33,0,0
518,,Sergio Ruiz Alonso,0.11,0.05,39.13,37.72,0.58,1.42
519,,Neyder Lozano,0.56,0,60,56.67,0.56,0.78
520,,Juan Carlos Arana,0.24,0,23.08,37.5,0.53,0.53
521,,Antonio Blanco,0.59,0,55.88,46.41,1.41,2.12
522,,Nikita Iosifov,0,0,33.33,45.45,0.38,0.62
523,,David Vicente,0.11,0,50,61.54,0.44,0.33
524,,Miguel Angel Leal,0.2,0,46.51,43.05,0.33,1.13
525,,Matías Arezo,0.11,0,36.84,25.93,0,0.11
526,,Kevin Appin,0.14,0,50,50.9,1.03,0.91
527,,José Marsà,0.08,0.15,45.71,55.56,1.15,0.77
528,,Nacho Castillo,0,0,66.67,55.56,0,0.33
529,,Wilfrid Kaptoum,0.09,0,50,42.86,0.27,0.45
530,,Víctor Campuzano,0.15,0,21.95,32.2,0.6,0.85
531,,Juan Artola,0.06,0.03,22.41,28.19,0.44,0.69
532,,Yacine Qasmi,0.17,0.03,45.9,44.29,0.79,0.76
533,,Javi Jiménez,0.15,0.04,50,46.63,0.54,1.04
534,,Mangel,0.13,0,54.76,55.29,0.47,0.6
535,,Aboubakary Kanté,0.1,0,23.88,28.64,0.52,0.68
536,,Shon Weissman,0.08,0,19.44,35,0.85,0.77
537,,Álejandro Cantero,0.11,0,29.73,32,0.31,1.06
538,,Pablo Valcarce,0.11,0,38.27,39.71,0.62,0.84
539,,Fausto Grillo,0.35,0.06,63.49,55.38,0.71,1.47
540,,Javi Mier,0.2,0,29.17,36.36,0.7,1.3
541,,Miguel Puche,0.08,0,32.26,39.66,0.58,0.58
542,,Saúl Berjón,0,0,50,29.41,0.11,0.22
543,,Álvaro Sanz Catalán,0.13,0.07,50,57.53,1,0.4
544,,Daniel Selma,0,0,66.67,66.67,0.4,0.2
545,,Rober González,0.11,0.04,25,47.16,2.14,0.96
546,,Uroš Đurđević,0.28,0,25,32.31,1.25,1.5
547,,Francisco Grima,0.21,0,15.38,45.45,0.63,0.74
548,,Charly Musonda Jr,0.24,0,66.67,54.55,0.47,0.53
549,,Alejandro Díez Salomón,0.06,0,37.5,39.19,0.24,0.65
550,,Pablo Tomeo,0.21,0,47.62,38.79,0.32,1.26
551,,Roger Brugué,0.05,0.05,45.16,46.76,1.1,0.8
552,,Xeber Alkain,0.03,0.06,37.93,37.37,0.45,0.84
553,,Gonzalo Melero,0,0,100,100,0.5,0
554,,Adri López,0,0,0,0,0,0
555,,Diego Aznar,0,0,66.67,50,0,0.5
556,,Piotr Parzyszek,0.11,0,41.38,34.88,0.22,0.89
557,,Armando Shashoua,0.1,0,0,50,0.5,0.2
558,,Aleksandar Pantić,0.3,0,58.62,46.81,0,0.9
559,,Dani Morer,0.08,0.08,33.33,41.67,0.25,0.92
560,,Isma Ruiz,0.31,0,37.93,49.02,0.63,1.38
561,,Pol Valentín,0.05,0,50,51.72,0.55,0.64
562,,Orest Lebedenko,0,0,52,47.62,0.25,0.42
563,,Marc Fernandez Gracia,0.08,0,38.89,36.21,0.92,0.67
564,,Fausto Tienza,0.15,0.04,44,43.26,0.65,1.46
565,,Sabit Abdulai,0.21,0,26.67,39.5,0.63,1.16
566,,Kaxe,0.08,0,37.84,30.77,0.38,0.69
567,,Thiago Ojeda,0.07,0,30,37.97,0.36,1.14
568,,Javi López,0.07,0,55.56,46.84,0.77,0.6
569,,Óscar Arribas Pasero,0,0,50,40,0.5,0.5
570,,Javi Llabrés,0,0,27.27,26.83,0.14,0.29
571,,Eladio Zorrilla Jiménez,0.33,0,34.38,38.51,0.9,0.9
572,,Dani Barrio,0,0,0,0,0,0
573,,Zé Carlos,0.17,0,50,54,2,1
574,,Víctor Laguardia,0.21,0,45.83,50,0.14,0.36
575,,Sekou Gassama,0.13,0.06,51.19,42.58,0.94,1.75
576,,Oscar Ureña,0.2,0,25,43.4,2.3,1.5
577,,Juan Muñoz,0.23,0.03,38.24,35.98,0.55,1.03
578,,Castrín,0.14,0,53.33,44.12,0.14,0.71
579,,Alassán Gutiérrez,0,0,0,14.29,0,0
580,,Ignacio Jeraldino,0.13,0,42.86,43.94,1,1
581,,Sergio Santos,0,0,50,45,0.17,0.17
582,,Simón Moreno,0.17,0,25,41.67,1,0.5
583,,Marko Šćepović,0,0,45.45,34.78,0.43,0.14
584,,Alberto Soro,0.07,0,27.78,30.77,0.6,1
585,,Ángel Baena,0.03,0,30.77,41.95,0.89,0.63
586,,Masca,0.11,0,46.43,32.76,0.56,0.67
587,,Juan Hernández García,0,0,22.22,29.85,0.23,0.42
588,,Loren Zúñiga,0.17,0,30.43,40.21,0.52,0.7
589,,Lukáš Juliš,0.15,0.08,29.17,30,0.15,0.23
590,,Žiga Frelih,0,0,0,0,0,0
591,,Marc Tenas,0,0,0,0,0,0
592,,Joselu,0,0,0,0,0,0
593,,Mario Sesé,0,0,100,75,0,0
594,,Carlos Gimenez,1,0,0,66.67,0,1
595,,Diego Murillo,0,0,0,0,0,0
596,,Pablo Bobadilla,0,0,0,0,0,0
597,,Marcos Trabanco,1,0,100,42.86,0,3
598,,Enol Rodríguez,0,0,50,37.5,0,1
599,,Andres Palacios,0,0,0,0,0,0
600,,Raúl Torrente,0,0,100,50,0,0
601,,Ale García,0,0,0,0,0,0
602,,Eusebio Monzó,0,0,33.33,33.33,0,0
603,,Abdallahi Mahmoud,0,0,50,25,0,0.33
604,,Hugo Anglada,0,0,14.29,33.33,0,0.67
605,,Jesús Fernández,0,0,62.5,41.18,0.13,1.38
606,,Alfon González,0,0,33.33,44.83,1,0.5
607,,Jofre,0,0.04,12.5,42.72,0.63,0.3
608,,Angel Troncho,0.07,0,20,42.68,0.93,0.64
609,,Uroš Milovanović,0.25,0,62.5,44.83,0.25,1
610,,Cesar Rodriguez,0.25,0,33.33,35.29,0.5,1
611,,David Rodríguez Ramos,0.25,0,25,37.5,0,0.25
612,,Radosav Petrović,0.56,0.11,50,39.29,0.22,1.11
613,,Franchu,0.26,0,20,37.18,0.63,0.74
614,,Famara Diédhiou,0.1,0,65.38,50,0.4,0.5
615,,Marco Camus,0.05,0,28.57,45.38,1.25,0.35
616,,Samuel Mráz,0,0,28.57,31.25,0.27,0.27
617,,Pau Sans,0,0,28.57,42.86,0.43,0.29
618,,Florin Andone,0.26,0,30.43,28.57,0.47,0.89
619,,Djakaria Barro,0,0,0,20,0.5,0.5
620,,Liberman Torres,0,0,0,33.33,0.5,0.5
621,,Manu Rico,0.25,0,14.29,27.27,0.25,1
622,,Dani González,0,0,100,50,0,0.2
623,,Marc Martínez,0,0,100,50,0,0
624,,Leandro Antonetti,0,0,20.83,25,0.6,0.6
625,,Makhtar Gueye,0.05,0,47.17,29.29,0,0.86
626,,Thierno Barry,0,0,0,0,0,1
627,,Jairo Quinteros,1,0,0,50,1,1
628,,David Arguelles,0,0,0,0,0,0
629,,Edgar Alcaniz,0,0,0,0,0,0
630,,Sergio Navarro,0,0,50,25,0.33,0.33
631,,Axel Bamba,0,0,58.33,50,0,0.29
632,,Vitolo,0,0.13,33.33,46.15,0.25,0.38
633,,Aldair,0.13,0,20,50,0.63,0.88
634,,Alejandro Gálvez,0.38,0,81.25,57.14,0.25,1.13
635,,Juan Villar,0.14,0.14,0,22.22,0.29,0.57
636,,Joaquin Panichelli,0,0,0,14.29,0.5,0
637,,Juan Durán,0.5,0,100,53.85,1,1.5
638,,Alejandro Domingo,0,0,0,14.29,0.33,0.33
639,,Gui,0.23,0.08,44.12,38.69,0.69,2.31
640,,Iker Goujón,0,0,0,66.67,1,1
641,,Salifo Caropitche,1,0,0,0,0,2
642,,Xairo Soto,0,0,0,0,0,0
643,,Lalo Aguilar,0,0,0,0,0,1
644,,Adrian Sanmartin,0,0,0,0,0,0
645,,Tomás Alarcón,0.08,0.08,37.5,39.29,0.42,1
646,,Rafa Rodriguez,1,0,0,0,0,2
647,,Leonel Miguel,0,0,0,33.33,0,0
648,,Raúl Arias,0,0,100,25,0,0
649,,Daniel Lasure,0.33,0,0,10,0,1.67
650,,Emmanuel Attipoe,0,0,0,100,0,0
651,,Alejandro Ramos,0,0,0,0,0,0
652,,Víctor Olmo,0,0,0,16.67,0,0.67
653,,Farru,0,0,63.64,61.9,0.25,0.75
654,,Dani Clavijo,0,0,0,50,0,2
655,,Sergi García,0,0,0,0,0,0
656,,Guillermo De Amores,0,0,0,0,0,0
657,,Andres Caro,0.5,0,33.33,44.44,0.5,1
658,,Iker Alday,0,0,0,0,0,0
659,,Jorge Delgado,0,0,0,0,0,0
660,,Hugo Redón,0,0,0,0,0,0
661,,Ignacio Pais,0,0,0,0,0,0
662,,Karim Chaban,0,0,0,20,0,1.5
663,,Javi López-Pinto,0,0,0,0,0,0.5
