#,Team,Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %
235,,Valentín Vada,0.11,0.16,45.45,0.89,0,0
236,,Gaku Shibasaki,0,0,72.73,0.33,0,0
237,,Cristian Glauder,0,0,57.14,0.41,0,0
238,,Carlos Benavídez,0.03,0.03,50,0.38,0.03,0
239,,Fernando Niño,0.1,0.1,41.86,0.9,0.03,0
240,,Adrián Castellano,0.06,0,66.67,0.12,0.06,0
241,,Jorge Molina,0.12,0.24,50,1.08,0,0
242,,Mohammed Djetei,0.03,0,69.23,0.55,0,0
243,,Josema,0,0,50,0.08,0,0
244,,Miquel Parera,0,0,0,0,0,0
245,,Mohamed Bouldini,0.22,0.28,52.54,1.47,0.08,0
246,,Sergio González,0,0.04,50,0.19,0,0
247,,Carlos Ruiz,0,0.08,66.67,0.69,0,0
248,,Manu Molina,0,0,66.67,0.28,0,0
249,,Álex Pérez,0,0,100,0,0,0
250,,Jairo Izquierdo,0.05,0.03,62.9,0.79,0,0
251,,Raúl Navas,0.04,0,70,0.37,0,0
252,,Florian Miguel,0.03,0.05,33.33,0.68,0.03,0
253,,Germán Sánchez,0.05,0,0,0.52,0.05,0
254,,Ramón Enríquez,0,0,75,0.25,0,0
255,,Roko Baturina,0.29,0.14,33.33,1.14,0,0
256,,Sebas Moyano,0.12,0.17,46.72,1.76,0.02,0
257,,Tiago Geralnik,0.08,0,70,0.77,0,0
258,,Jandro Orellana,0,0,63.33,0.65,0,0
259,,Alberto Perea,0.1,0,58.82,0.71,0,1.19
260,,Álvaro Lemos,0.04,0,61.9,0.79,0,0
261,,Beñat Prados,0,0,47.06,0.33,0,0
262,,Diego Sanchez,0.05,0,50,0.1,0.05,0
263,,Yeray Cabanzon,0.18,0,71.43,1,0.09,0
264,,Kevin Omoruyi,0.09,0,80,1.45,0.09,0
265,,Víctor Meseguer,0,0.04,66.67,0.39,0,0
266,,Yann Bodiger,0,0,54.55,0.56,0,0
267,,Esteban Burgos,0.03,0,71.43,0.19,0,0
268,,Juan Otero,0.15,0.1,41.91,2,0,0
269,,Maikel Mesa,0.22,0.16,62,1.76,0,0
270,,Yayo,0,0,0,0,0,0
271,,Kike Salas,0,0,60,0.29,0,0
272,,Ramón Juan,0,0,0,0,0,0
273,,Enrique Clemente,0,0,50,0.14,0,0
274,,Álvaro Jiménez,0.12,0.04,51.22,0.92,0,0
275,,Armando Sadiku,0.26,0.06,50,1.23,0.03,0
276,,Lago Júnior,0.24,0.12,44.19,1.71,0.12,0
277,,Oscar Sielva,0.09,0,28.57,0.52,0,1.09
278,,Alejandro Francés,0,0,80,0.26,0,0
279,,Álex Corredera,0,0,36,0.76,0,0
280,,Miguel San Román,0,0,0,0,0,0
281,,Naim García,0.1,0.03,63.64,1.32,0,0
282,,Adrián Diéguez,0,0,45.45,0.5,0,0
283,,Francho Serrano,0.03,0.03,50,0.64,0,0
284,,Rubén Rochina,0,0.13,75,1.25,0,0
285,,Asier Villalibre,0.25,0.31,50,1.81,0.19,0
286,,Sergi Enrich,0.21,0.18,50,0.91,0.09,0
287,,Isak Jansson,0.07,0,44.83,0.78,0,0
288,,Alfonso Herrero,0,0,100,0,0,0
289,,Cristian Herrera,0.26,0.17,46.48,1.89,0.03,0.41
290,,Quini,0,0,64.52,0.65,0,0
291,,Jonathan Varane,0,0,63.64,0.29,0,0
292,,Adrià Altimira,0.03,0,54.95,0.53,0,0
