#,Team,Name,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past
102,,Nando Pijnaker,1.34,1.28,0.03,2.94,0,0.28
103,,Luke McNicholas,0,0,0,0.92,0.04,0
104,,Gary Deegan,2.03,1.71,0,1.12,0.03,0.85
105,,Cameron Dummigan,2.06,0.88,0,0.44,0,0.44
106,,Darragh Nugent,1.89,0.26,0,0.42,0,0.16
107,,Barry Coffey,1.54,0.43,0,0.54,0,0.32
108,,Ben McCormack,0.45,0.18,0,0.32,0,0.14
109,,Hayden Muller,1.06,0.88,0,1.94,0.03,0.06
110,,Ronan Finn,1.35,0.35,0,0.35,0,0.47
111,,Andriy Kravchuk,1.78,0.78,0,1,0,1
112,,Danny Mullen,0.25,0.17,0,0.08,0,0.08
113,,Evan Caffrey,0.61,0.69,0,0.42,0,0.31
114,,Nathan Shepperd,0.08,0,0,0.92,0,0.17
115,,Declan McDaid,0.71,0.19,0,0.32,0,0.29
116,,John Ross Wilson,0.85,0.63,0,1.44,0,0.37
117,,Daniel Kelly,0.52,0.33,0.04,0.19,0,0.41
118,,Mark Doyle,1.06,0.44,0,0.38,0,0.47
119,,Johan Brannefalk,0.91,1.06,0.03,0.91,0,0.22
120,,Jay Benn,1.63,1,0,1.88,0,0.75
121,,Sam Todd,0.6,0,0,1.4,0,0
122,,Ronan Boyce,1.29,0.87,0,0.87,0,0.29
123,,James Talbot,0.06,0.03,0,0.67,0.06,0
124,,Ryan O'Kane,0.68,0.21,0,0.12,0,0.21
125,,Tyreke Wilson,1.09,0.3,0,0.91,0,0.33
126,,Sean Gannon,1.8,0.6,0,1.2,0,0.1
127,,Kyle Robinson,0.29,0.04,0,0.29,0,0.14
128,,Joe O'Brien Whitmarsh,1.04,0.35,0,0.17,0.04,0.43
129,,Conor Carty,0.32,0.15,0,0.18,0,0.32
130,,Elicha Ahui,1.7,1.55,0,1.95,0,0.45
131,,Sadou Diallo,1.07,1.27,0.03,0.63,0,0.57
132,,Ryan Graydon,0.7,0.48,0,0.7,0,0.48
133,,John Martin,0.69,0.22,0,0.22,0,0.38
134,,Jamie McGonigle,0.25,0.13,0.04,0.13,0,0.17
135,,Kian Leavy,0.9,0.2,0,0.3,0,0.4
136,,Johannes Yli-Kokko,1.39,0.43,0,0.39,0,0.54
137,,Robert McCourt,0.77,0.54,0,0.54,0,0.23
138,,Robbie Benson,1.79,0.71,0,0.57,0,0.36
139,,James Corcoran,0.1,0,0,0.75,0,0
140,,Jad Hakiki,0.81,0.48,0,0.19,0,0.24
141,,Paddy Kirk,1.07,0.73,0,1.27,0,0.47
142,,Sam Durrant,0.6,0,0,0,0,0.1
143,,Simon Power,1,0,0,0,0,0
144,,Shane Griffin,1,0.85,0,1.38,0,0.46
145,,Cian Coleman,1.23,1.03,0,4.26,0.03,0.19
146,,Reece Hutchinson,1.36,0.89,0,1.07,0,0.46
147,,Niall Morahan,1.42,1.36,0.03,1.27,0,0.64
148,,James Akintunde,0.53,0.05,0,0.16,0,0.05
149,,Anto Breslin,1.36,0.92,0.03,1.72,0,0.47
150,,Adam O'Reilly,1.39,0.93,0,0.68,0,0.43
151,,Stefan Radosavljević,0.65,0.13,0,0.19,0,0.42
152,,Rokas Stanulevicius,1.2,1.6,0,0.6,0,0.2
153,,Conor Kane,1.27,1.64,0,1.64,0,0.36
154,,Cameron Elliott,0.43,0.13,0,0.3,0,0.13
155,,Pedro Martelo,0,0,0,0.17,0,0.17
156,,Mark Dignam,1.82,0.64,0,1.09,0,0.55
157,,Ciaran Behan,1.23,0.97,0,0.73,0,0.87
158,,Johnny Kenny,0.43,0.07,0,0.43,0,0.2
159,,Shane Farrell,0.73,0.3,0,0.55,0,0.36
160,,Tom Lonergan,0.42,0.1,0,0.19,0,0.16
161,,Naj Razi,1,0,0,0.67,0,0.33
162,,Oran Crowe,1.33,0.67,0,0.33,0,0.67
163,,Jamie Egan,0.4,1.4,0,5,0,0
164,,John O'Sullivan,0.42,0.16,0,0.05,0,0
165,,Mason Melia,0.3,0.1,0,0,0,0.4
166,,Ola Williams,1,0.73,0,2.36,0,0.27
167,,Colin McCabe,0,0.06,0,0.67,0.11,0.06
168,,Sean Kavanagh,0.84,0.32,0,0.64,0,0.32
169,,Adam Murphy,1.21,0.72,0,0.34,0,0.62
170,,Andrew Wogan,0,0,0.06,0.83,0,0
171,,Lukas Browning Lagerfeldt,1.22,0.48,0,0.67,0.04,0.67
172,,Gregory Sloggett,1.26,0.63,0.04,1.15,0,0.59
173,,Dean Williams,0.5,0,0,0,0,0.19
174,,Kevin Custovic,1.13,0.79,0,1.83,0,0.46
175,,Alfie Lewis,0.84,0.28,0,0.24,0,0.12
176,,Danu Kinsella Bishop,0.23,0.13,0,0.13,0,0.13
177,,Andrew Quinn,0.81,0.81,0.06,2,0,0.44
178,,Thijs Timmermans,0.83,0.5,0,0.39,0,0.22
179,,Cian Bargary,1,0.44,0,0.64,0,0.76
180,,Sami Clarke,0.42,0.17,0,0,0,0.42
181,,Eoin Doyle,0.24,0.19,0,0.29,0,0.24
182,,Aaron McNally,0.91,0.95,0,1.14,0,0.77
183,,Albin Winbo,1.14,1.14,0,0.71,0,0.57
184,,Cian Kavanagh,0.19,0.04,0,0.19,0,0.15
185,,Rayhaan Tulloch,0.89,0.11,0.05,0.16,0,0.63
186,,Warren Davis,0.42,0.16,0,0.05,0,0.26
187,,Joshua Honohan,1.3,0.76,0,3.06,0.03,0.18
188,,Rhys Bartley,0,0,0,0,0,0
189,,Bogdan Vastsuk,0.38,0.25,0,0.75,0,0
190,,Jaden Umeh,0,0,0,0,0,0
191,,Evan McLaughlin,0.67,0,0,0.33,0,0
192,,Aaron Bolger,1.71,1.23,0,0.84,0,0.61
193,,John Mahon,1.41,1.52,0.07,2.67,0,0.33
194,,Ethon Varian,0.69,0.62,0.08,0.23,0,0.85
195,,Tunde Owolabi,0.54,0,0,0.04,0,0.11
196,,Dara Keane,1.68,0.56,0,1.92,0,0.96
197,,Cian Murphy,0.67,0.05,0,0.05,0,0.14
198,,Kristopher Twardek,0.42,0.21,0,0.53,0,0.32
199,,Colin Bolton,1.6,0.2,0,0,0,0
200,,Jack Keaney,1.03,1.26,0,4.29,0,0.47
201,,Adam Verdon,1.43,1.14,0.07,0.71,0,1.07
202,,Daniel Krezić,0.17,0.06,0,0.11,0,0.44
203,,Jaze Kabia,0.44,0.11,0,0,0,0.22
204,,Evan Weir,0.92,1.29,0,1.63,0,0.67
205,,Dylan Connolly,0.61,0.39,0,0.04,0,0.46
206,,Tom Grivosti,0.75,0.63,0.13,2.13,0,0.13
207,,Oliver O'Neill,1.32,0.32,0.05,0.11,0,0.32
208,,Luke Heeney,1.89,1.07,0,1.25,0,0.96
209,,David Toure,1.33,0.33,0,1.33,0,1
210,,Kameron Ledwidge,0.44,0.32,0,0.92,0,0.08
211,,Dylan Grimes,0.63,0.26,0,0.16,0,0.26
212,,Gbemi Arubi,0.25,0,0,0,0,0
213,,Kian Moore,0,0,0.09,0.65,0,0
