#,Team,Name,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box
461,,Marko Rog,0,0.05,0,0,0.33,0.05
462,,Nicola Bellomo,0,0,0,0,0.36,0.12
463,,Luca Zanimacchia,0,0.13,0,0,0.63,0.13
464,,Mirko Carretta,0,0,0,0,0.32,0.11
465,,Bruno Martella,0,0,0,0,0.6,0.2
466,,Alfredo Donnarumma,0,0,0,0,0.43,0
467,,Romeo Giovannini,0,0,0,0,0.14,0.05
468,,Fran Karačić,0,0.18,0,0,1.14,0.23
469,,Giuseppe Loiacono,0,0.08,0,0,0.77,0.08
470,,Christian Pastina,0,0.06,0,0,0.94,0.13
471,,Paolo Faragò,0,0.06,0,0,0.65,0.12
472,,Facundo Zabala,0,0,0,0,1,0
473,,Federico Accornero,0,0,0,0,0,0
474,,Alessandro Arioli,0,0,0,0,0,0
475,,Demba Thiam,1.5,0,0,0,0,0.5
476,,Kalifa Kujabi,0,0,0,0,0,0
477,,Harvey St Clair,0,0,0,0,0,0
478,,Warren Bondo,0,0,0,0,0.33,0
479,,Lennart Czyborra,0,0,0,0,1.33,0
480,,Manuel Scavone,0,0,0,0,0.33,0
481,,Pablo Galdames,0,0,0,0,0,0
482,,Federico Ravaglia,1.25,0,0,0,0.75,0.5
483,,Thomas Battistella,0,0,0,0,0.25,0
484,,Lorenzo Carfora,0,0,0,0,1,0.13
485,,Paolo Gozzi Iweru,0,0,0,0,0.25,0
486,,Luka Bogdan,0,0,0,0,1.46,0.23
487,,Simone Rabbi,0,0,0,0,0.48,0.04
488,,Alessio Buttaro,0,0.18,0,0,1.18,0.24
489,,Mattia Finotto,0,0.03,0,0,0.31,0.1
490,,Antonio Candela,0,0.07,0,0,0.72,0.14
491,,Davide Merola,0,0,0,0,0.93,0
492,,Christophe Lungoyi,0,0,0,0,0.48,0
493,,Emanuele Terranova,0,0.05,0,0,0.8,0.3
494,,Ádám Nagy,0,0.24,0,0,0.71,0.12
495,,Stefano Pettinari,0,0,0,0,0.68,0.08
496,,Adryan,0,0,0,0,0.63,0
497,,Mamadou Tounkara,0,0,0,0,0.53,0.07
498,,Gabriel Lunetta,0,0,0,0,0,0
499,,Emanuele Zuelli,0,0,0,0,0.2,0
500,,Simon Graves Jensen,0,0,0,0,1,0
501,,Marino Defendi,0,0.05,0,0,0.6,0.2
502,,Roko Jureškin,0,0,0,0,0.9,0.2
503,,Alessandro Murgia,0,0.06,0,0,0.83,0.06
504,,Ivan Delić,0,0,0,0,0.31,0
505,,Jérémie Broh,0,0.17,0,0,0.5,0.17
506,,Andrea Magrassi,0,0.04,0,0,0.42,0
507,,Franco Carboni,0,0,0,0,0.25,0
508,,Edoardo Iannoni,0,0.04,0,0,0.61,0.25
509,,Alessandro Fiordaliso,0,0,0,0,0.27,0.07
510,,Güven Yalçın,0,0,0,0,0.18,0
511,,Ilario Monterisi,0,0.09,0,0,0.64,0.09
512,,Andrija Novakovich,0,0,0,0,0.4,0.06
513,,Massimo Zilli,0,0,0,0,0.45,0.1
514,,Andrey Gălăbinov,0,0,0,0,0,0
515,,Alberto Pomini,2.33,0,0.33,0,1.33,0
516,,Patrick Amiamo Nuamah,0,0,0,0,0.17,0
517,,Ciro Panico,0,0,0,0,1.33,0.11
518,,Enrico Brignola,0,0,0,0,0.9,0.1
519,,Alessandro Mattioli,0,0,0,0,0.86,0.07
520,,Fabrizio Paghera,0,0,0,0,0.42,0.17
521,,Andrea Oliveri,0,0,0,0,0.13,0
522,,Giuseppe Bellusci,0,0.22,0,0,1.11,0
523,,Jacopo Da Riva,0,0,0,0,0.2,0.1
524,,Andrea Vallocchia,0,0.09,0,0,0.64,0.09
525,,Antoine Hainaut,0,0,0,0,0.31,0
526,,Krzysztof Kubica,0,0,0,0,0.29,0.07
527,,Ryder Matos,0,0,0,0,0.07,0.07
528,,Artur Ioniță,0,0,0,0,0.65,0.19
529,,Alessandro Cortinovis,0,0,0,0,0.42,0.08
530,,Niki Mäenpää,1.5,0,0,0,1,0
531,,Federico Mazzarani,0,0,0,0,1,0.5
532,,Cristian Galano,0,0,0,0,0,0
533,,Nikita Contini,1.88,0.13,0.38,0.13,1.38,0.13
534,,Nicola Rauti,0,0,0,0,0.53,0.12
535,,Mateusz Praszelik,0,0,0,0,0.33,0.11
536,,Roberto Crivello,0,0,0,0,1,0.17
537,,Alessandro Mallamo,0,0,0,0,0.48,0.07
538,,Simone Giordano,0,0.06,0,0,1.06,0
539,,Antonio Barreca,0,0,0,0,0.41,0.09
540,,Francesco Cassata,0,0.07,0,0,0.52,0.19
541,,Salvatore Dario La Vardera,0,0,0,0,0.5,0.25
542,,Moustapha Cissé,0,0,0,0,0.33,0
543,,Nicholas Siega,0,0,0,0,0.21,0
544,,Simy,0,0,0,0,0.36,0.05
545,,Davide Mazzocco,0,0,0,0,0.3,0
546,,Nicola Mosti,0,0,0,0,0.29,0.06
547,,Yeferson Paz,0,0.04,0,0,0.85,0.08
548,,Pablo Rodríguez,0,0,0,0,1.33,0.07
549,,Carlos Embalo,0,0,0,0,0.22,0.11
550,,Damir Ceter,0,0,0,0,0.17,0.08
551,,Isaías Delpupo,0,0,0,0,1,0
552,,Andrea Ghion,0,0,0,0,0,0
553,,Jay Enem,0,0,0,0,0,0
554,,Filippo Puletto,0,0,0,0,0,0
555,,Mattia Minesso,0,0,0,0,1,0
556,,Emanuele Agnello,0,0,0,0,0,0
557,,Samuele Righetti,0,0,0,0,1,0
558,,Alassane Sidibe,0,0,0,0,1.5,0
559,,Emmanuele Matino,0,0,0,0,0.5,0
560,,Agostino Camigliano,0,0,0,0,0,0
561,,Alberto Almici,0,0,0,0,0.4,0
562,,Marcello Falzerano,0,0.09,0,0,0.64,0.05
563,,Devid Eugene Bouah,0,0,0,0,1.22,0
564,,Gabriel Charpentier,0,0,0,0,0.13,0.13
565,,Denis Drăguş,0,0,0,0,0,0
566,,Edoardo Pierozzi,0,0,0,0,0.2,0.2
567,,Samuel Giovane,0,0,0,0,0.57,0.04
568,,Kelvin Yeboah,0,0,0,0,0.27,0
569,,Edoardo Bovolon,0,0,0,0,1,0
570,,Reuven Niemeijer,0,0,0,0,0.4,0
571,,Emmanuel Ekong,0,0,0,0,0.33,0.11
572,,Samuele Spalluto,0,0,0,0,0,0
573,,Pietro Rovaglia,0,0,0,0,0,0
574,,Simone Davì,0,0,0,0,0.36,0.27
575,,Joel Obi,0,0,0,0,0,0
576,,Yonatan Cohen,0,0,0,0,0,0
577,,Jacopo Desogus,0,0,0,0,1,0
578,,Alexandre Coeff,0,0,0,0,4,0
579,,Shaka Mawuli Eklu,0,0,0,0,0,0
580,,Adam Griger,0,0,0,0,0,0
581,,Matteo Piacentini,0,0,0,0,1,0
582,,Brayan Boci,0,0,0,0,0.5,0
583,,Edoardo Lancini,0,0,0,0,1,0.33
584,,Dejan Vokić,0,0,0,0,0.5,0.5
585,,Andrea Danzi,0,0,0,0,0.15,0
586,,Alessandro Seghetti,0,0,0,0,0,0
587,,Davide Voltan,0,0,0,0,1,0
588,,Davide Bertoncini,0,0,0,0,0,1
589,,Alessio Abibi,3,0,0,0,1.5,1
590,,Jack De Vries,0,0,0,0,0.33,0
591,,Leonardo Loria,1,0,0,0,2,0
592,,Pape Samba Thiam,0,0,0,0,1,0
593,,Renzo Orihuela,0,0,0,0,0,0
594,,Pierluigi Frattali,4,0,1,0,2,2
595,,Gabriel Brazão,1,0,0,0,2,1
596,,Marco Bosisio,0,0,0,0,0,0
597,,Giuseppe Agostino,0,0,0,0,0,0
