#,Team,Name,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %
401,,Andrea Schiavone,0.07,0,7.73,65.52,1.53,33.33
402,,Riccardo Improta,0,0.03,21.2,70.49,6.17,17.65
403,,Daniele Liotti,0.14,0.03,9.48,66.18,2.28,29.41
404,,Davide Marsura,0.04,0.04,8.91,80,3.74,85.71
405,,Riccardo Ciervo,0.16,0.16,9.32,74.58,2.53,52.94
406,,Frédéric Veseli,0.1,0.1,36.67,82.73,4.38,43.65
407,,Soufiane Bidaoui,0,0.05,13.63,81.85,4.42,50
408,,Ahmad Benali,0.04,0,26.56,84.94,5.64,58.75
409,,George Pușcaș,0.16,0.04,9,67.11,3.12,60
410,,Antonio Mazzotta,0,0,43.2,82.75,7.2,40.74
411,,Marco Pompetti,0,0,15.88,83.7,3.65,56.52
412,,Dario Šarić,0.03,0.03,18.93,77.96,4.24,59.18
413,,Maximilian Ullmann,0,0.2,21.8,64.22,3.6,31.25
414,,Gian Filippo Felicioli,0,0,8.17,69.39,3,50
415,,Dario Del Fabro,0,0,33.9,71.98,2.2,40
416,,Tomás Esteves,0.04,0.04,21.7,73.55,4.65,40.3
417,,Luca Ghiringhelli,0.08,0,16.85,65.3,4.31,31.71
418,,Aldo Florenzi,0.05,0,24.05,80.79,6.33,60
419,,Ilias Koutsoupias,0,0,14.68,81.72,3.74,52.63
420,,Filippo Sgarbi,0.03,0.06,29.09,67.14,3.68,36.36
421,,Andrea Poli,0,0.09,16,86.93,4.27,66.67
422,,Alan Matturro,0,0,23.5,87.23,0,55.56
423,,Vittorio Agostinelli,0,0,5,80,2.5,0
424,,Marin Šverko,0,0,14.25,82.46,2,37.5
425,,Damiano Cancellieri,0,0,9.83,71.19,2.33,55.56
426,,Alessandro Circati,0,0,28.71,83.33,1,53.49
427,,Marco Nasti,0,0,10.52,79.09,2,53.33
428,,Botond Balogh,0,0,28.07,85.04,1.27,40.82
429,,Andrea Cagnano,0,0.08,23.23,73.18,4.15,40.98
430,,Aljaž Struna,0,0,23.21,69.23,2.29,29.69
431,,Roberto Inglese,0.04,0.04,10.29,67.61,3.08,56.25
432,,Maxime Leverbe,0,0,42.83,79.9,4.28,45.65
433,,Danilo Quaranta,0,0,27.33,82.52,1.61,54.1
434,,Marco Armellino,0,0.04,25.39,80.31,8.54,38.64
435,,Raúl Moro,0,0,7.17,66.28,1.75,25
436,,Roberto Floriano,0.17,0.08,11.08,62.41,3.83,43.75
437,,Flavio Bianchi,0,0,8.88,76.49,3.38,82.35
438,,Nunzio Lella,0,0,12.28,77.38,3.33,47.37
439,,Aaron Connolly,0.2,0,4.8,70.83,1.8,50
440,,Diego Falcinelli,0.09,0.12,17.64,74.74,6.27,63.16
441,,Simone Ghidotti,0,0,23.78,68.93,1.17,50.19
442,,Leonardo Capezzi,0,0,20.62,75.75,4.92,43.33
443,,Andrea Rispoli,0.03,0.03,31.73,70.48,6.33,41.28
444,,Karlo Butić,0,0,7.85,72.55,2.62,100
445,,Antonino La Gumina,0,0,8.3,71.43,2.52,54.55
446,,Emil Kornvig,0,0,12.57,78.98,2.5,50
447,,Alin Toșca,0.06,0,43.88,78.35,3.63,40.27
448,,Simone Mazzocchi,0,0,13.82,69.08,3.27,44
449,,Fabio Ponsi,0.04,0.04,28.88,73.27,6.88,34.02
450,,Stefano Sturaro,0.06,0.06,13.22,68.91,3.06,38.89
451,,Davide Agazzi,0.07,0.07,27,85.85,7.36,64.29
452,,Vincenzo Millico,0.13,0.2,5.93,73.03,1.73,58.82
453,,Lisandru Tramoni,0,0,6,60,2.6,0
454,,Paulo Azzi,0.1,0.06,28.13,70.99,6.48,41.28
455,,Giuseppe Carriero,0.06,0,8.45,63.44,2.03,25.81
456,,Gabriele Capanni,0.06,0,7.82,87.22,3.29,75
457,,Stipe Vulikić,0,0,11.33,58.82,1.5,37.5
458,,Mladen Devetak,0.17,0,12.67,72.37,2.33,42.86
459,,Francesco Donati,0,0,25.6,72.07,4.8,41.46
460,,Álex Blanco,0.1,0.1,9.76,75.62,2.41,37.5
461,,Marko Rog,0,0.05,24.38,84.18,6.33,72
462,,Nicola Bellomo,0.2,0.16,14.48,76.52,4.08,43.4
463,,Luca Zanimacchia,0.13,0.06,23.31,83.65,8.13,66.67
464,,Mirko Carretta,0.05,0.05,6.47,58.54,1.58,16.67
465,,Bruno Martella,0,0,19.25,69.61,3.5,38.3
466,,Alfredo Donnarumma,0.05,0.14,4.67,61.22,1.43,75
467,,Romeo Giovannini,0.14,0.05,13.36,73.81,5.41,57.14
468,,Fran Karačić,0.23,0.14,37.59,69.17,6.32,39.9
469,,Giuseppe Loiacono,0,0,26.62,78.32,1.85,45.59
470,,Christian Pastina,0,0,31.44,85.49,3.31,58.02
471,,Paolo Faragò,0,0,12.94,73.18,2.71,43.48
472,,Facundo Zabala,0,0,30,66.67,4,50
473,,Federico Accornero,0,0,7,100,2,0
474,,Alessandro Arioli,0,0,3,66.67,0,0
475,,Demba Thiam,0,0,11,81.82,0.5,50
476,,Kalifa Kujabi,0,0,9,88.89,0,0
477,,Harvey St Clair,0,0,4,75,0.5,0
478,,Warren Bondo,0,0,4,66.67,0.67,0
479,,Lennart Czyborra,0,0,25,72,2,30
480,,Manuel Scavone,0,0,3.67,54.55,1,0
481,,Pablo Galdames,0,0,15,68.33,3.25,40
482,,Federico Ravaglia,0,0,26.75,56.07,1.5,40.51
483,,Thomas Battistella,0,0,6.5,69.23,1.5,50
484,,Lorenzo Carfora,0,0,9.5,75,2.88,0
485,,Paolo Gozzi Iweru,0,0,13.67,73.17,1.58,33.33
486,,Luka Bogdan,0,0,27.85,81.22,2.23,49.15
487,,Simone Rabbi,0,0,7.09,66.87,1.91,25
488,,Alessio Buttaro,0.06,0,23.71,67.49,4.76,22.39
489,,Mattia Finotto,0.03,0.03,6.38,64.86,1.69,50
490,,Antonio Candela,0.07,0.1,28.62,79.04,5.41,46.97
491,,Davide Merola,0.07,0.07,11.14,78.85,3.64,68.42
492,,Christophe Lungoyi,0,0.04,5.07,62.77,1.33,66.67
493,,Emanuele Terranova,0,0,25.45,86.25,0.6,42.42
494,,Ádám Nagy,0.03,0.06,33.91,77.97,6.38,44.92
495,,Stefano Pettinari,0.04,0.04,10.76,62.83,3.24,54.55
496,,Adryan,0,0,12.5,83,5.25,0
497,,Mamadou Tounkara,0,0.07,8.07,56.2,3.33,0
498,,Gabriel Lunetta,0,0,7.5,64.44,2,41.67
499,,Emanuele Zuelli,0,0,15.8,74.68,2.4,26.67
500,,Simon Graves Jensen,0,0,31.6,84.18,3.2,40
501,,Marino Defendi,0,0.05,18.85,73.47,4.7,30.77
502,,Roko Jureškin,0.1,0,16.5,64.85,3,44.12
503,,Alessandro Murgia,0,0,34.67,86.06,5.78,54.55
504,,Ivan Delić,0.15,0.15,6.54,64.71,1.62,0
505,,Jérémie Broh,0.03,0,23.07,81.21,5.37,48.72
506,,Andrea Magrassi,0,0.04,9.96,55.6,3.31,50
507,,Franco Carboni,0.08,0.08,18.08,74.19,1.83,33.33
508,,Edoardo Iannoni,0,0,15.29,67.99,3.71,48.28
509,,Alessandro Fiordaliso,0,0,17.27,80.31,3.4,44.44
510,,Güven Yalçın,0.09,0.05,9.68,73.24,3.82,62.5
511,,Ilario Monterisi,0,0,29,78.37,6.27,28.95
512,,Andrija Novakovich,0.03,0.03,6.09,66.2,2.17,60
513,,Massimo Zilli,0.03,0.07,6.59,62.3,2,50
514,,Andrey Gălăbinov,0,0.25,2.75,54.55,1,100
515,,Alberto Pomini,0,0,33.67,72.28,1.67,42.55
516,,Patrick Amiamo Nuamah,0,0,1.83,81.82,1,0
517,,Ciro Panico,0,0,15.44,66.91,2.11,23.08
518,,Enrico Brignola,0,0,18.1,79.56,4.9,50
519,,Alessandro Mattioli,0,0,17.36,56.38,3.29,27.59
520,,Fabrizio Paghera,0.08,0.08,11.42,81.02,2.5,41.67
521,,Andrea Oliveri,0,0,7,73.21,0.75,40
522,,Giuseppe Bellusci,0,0,39.94,79.97,3.22,46.58
523,,Jacopo Da Riva,0,0,13.1,78.24,2.85,30.77
524,,Andrea Vallocchia,0.09,0.09,10.82,60.5,2.27,31.03
525,,Antoine Hainaut,0.08,0,10.62,74.64,2.38,36.36
526,,Krzysztof Kubica,0,0,8.07,69.91,1.93,12.5
527,,Ryder Matos,0,0.07,6.2,74.19,3.33,100
528,,Artur Ioniță,0,0.04,13.62,78.25,3.27,41.67
529,,Alessandro Cortinovis,0.17,0.08,11.17,77.61,2.5,66.67
530,,Niki Mäenpää,0,0,37,79.73,0,46.43
531,,Federico Mazzarani,0,0,16.5,72.73,0.5,33.33
532,,Cristian Galano,0,0,10.5,90.48,3.25,50
533,,Nikita Contini,0,0,26.25,61.43,1.25,38.46
534,,Nicola Rauti,0,0,6.06,78.64,2,75
535,,Mateusz Praszelik,0,0,12.89,81.03,2.56,50
536,,Roberto Crivello,0,0,19.5,74.36,3.83,33.33
537,,Alessandro Mallamo,0,0,12.44,88.39,2.44,45
538,,Simone Giordano,0,0,27.61,79.07,4.67,41.89
539,,Antonio Barreca,0,0,15.95,80.06,3.09,34.78
540,,Francesco Cassata,0.07,0.07,17.63,70.59,4.19,42.11
541,,Salvatore Dario La Vardera,0,0,13.38,67.29,2.13,35.29
542,,Moustapha Cissé,0,0,5.94,65.42,2,55.56
543,,Nicholas Siega,0.07,0.07,5.07,57.75,1.21,30
544,,Simy,0,0,7.91,60.92,1.91,57.14
545,,Davide Mazzocco,0,0,8.9,61.8,2.8,50
546,,Nicola Mosti,0.06,0,11.82,84.58,4.59,33.33
547,,Yeferson Paz,0.08,0,14.58,59.37,3.15,34.83
548,,Pablo Rodríguez,0,0.07,13.8,68.6,4.93,85.71
549,,Carlos Embalo,0.06,0,5.89,76.42,2.67,44.44
550,,Damir Ceter,0,0.08,6.17,64.86,1.92,0
551,,Isaías Delpupo,0,0,7,57.14,1,0
552,,Andrea Ghion,0,0,4,50,1,0
553,,Jay Enem,0,0,3,66.67,2,0
554,,Filippo Puletto,0,0,4,75,0,0
555,,Mattia Minesso,0,0,2,50,0,0
556,,Emanuele Agnello,0,0,11,100,4,0
557,,Samuele Righetti,0,0,8,37.5,0,0
558,,Alassane Sidibe,0,0,8,87.5,0.5,100
559,,Emmanuele Matino,0,0,6,100,0,100
560,,Agostino Camigliano,0,0,4,37.5,0,0
561,,Alberto Almici,0,0,8.8,79.55,1.8,33.33
562,,Marcello Falzerano,0.05,0,18.73,72.33,4.73,33.33
563,,Devid Eugene Bouah,0,0,15.67,75.18,2.78,40
564,,Gabriel Charpentier,0,0,3.88,64.52,1,0
565,,Denis Drăguş,0,0,4.8,95.83,2.8,100
566,,Edoardo Pierozzi,0,0,12,65,2.4,66.67
567,,Samuel Giovane,0.04,0.04,12.65,77.66,2.43,29.17
568,,Kelvin Yeboah,0.09,0.09,4.27,63.83,1.91,0
569,,Edoardo Bovolon,0,0,18.5,67.57,1.5,22.22
570,,Reuven Niemeijer,0,0,4.27,73.44,1.27,50
571,,Emmanuel Ekong,0,0.11,5.33,60.42,2,0
572,,Samuele Spalluto,0,0,0.67,0,0,0
573,,Pietro Rovaglia,0,0,2.67,62.5,0.33,0
574,,Simone Davì,0,0,9.27,71.57,1.36,25
575,,Joel Obi,0,0,6,100,2,0
576,,Yonatan Cohen,0,0,4,50,2,50
577,,Jacopo Desogus,0,0,18,77.78,3,0
578,,Alexandre Coeff,0,0,33,66.67,3,50
579,,Shaka Mawuli Eklu,0,0,3,33.33,0,0
580,,Adam Griger,0,0,1,100,0,0
581,,Matteo Piacentini,0,0,5,100,0,100
582,,Brayan Boci,0,0,7.5,53.33,1.5,33.33
583,,Edoardo Lancini,0,0,23,86.96,1.67,25
584,,Dejan Vokić,0,0,7,78.57,3.5,0
585,,Andrea Danzi,0.08,0.08,16,72.12,3.77,44.83
586,,Alessandro Seghetti,0,0,2,50,1,0
587,,Davide Voltan,0,0,2,100,0,0
588,,Davide Bertoncini,0,0,2,100,0,0
589,,Alessio Abibi,0,0,23,50,1,36.11
590,,Jack De Vries,0,0,12.33,89.19,4.33,100
591,,Leonardo Loria,0,0,32,93.75,0,66.67
592,,Pape Samba Thiam,0,0,9,77.78,5,0
593,,Renzo Orihuela,0,0,1,100,0,0
594,,Pierluigi Frattali,0,0,23,86.96,0,57.14
595,,Gabriel Brazão,0,0,6,50,0,50
596,,Marco Bosisio,0,0,0,0,0,0
597,,Giuseppe Agostino,0,0,1,100,0,100
