#,Team,Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %
460,,Álex Blanco,0.07,0.07,45.45,0.72,0,0
461,,Marko Rog,0.05,0.1,61.11,0.76,0.05,0
462,,Nicola Bellomo,0.08,0,42.31,0.68,0.04,0
463,,Luca Zanimacchia,0.06,0.06,47.62,1.25,0,0
464,,Mirko Carretta,0.05,0.11,43.75,0.42,0,0
465,,Bruno Martella,0,0,37.5,0.15,0,0
466,,Alfredo Donnarumma,0.05,0.14,62.5,0.67,0,0
467,,Romeo Giovannini,0.05,0.05,50,0.77,0,0
468,,Fran Karačić,0,0,48.78,0.73,0,0
469,,Giuseppe Loiacono,0,0.15,0,0.46,0,0
470,,Christian Pastina,0,0.06,75,0.31,0,0
471,,Paolo Faragò,0,0,40,0.35,0,0
472,,Facundo Zabala,0,0,50,0,0,0
473,,Federico Accornero,0,0,0,0,0,0
474,,Alessandro Arioli,0,0,0,0,0,0
475,,Demba Thiam,0,0,0,0,0,0
476,,Kalifa Kujabi,0,0,0,0,0,0
477,,Harvey St Clair,0,0,0,0,0,0
478,,Warren Bondo,0,0,100,0,0,0
479,,Lennart Czyborra,0,0,0,0,0,0
480,,Manuel Scavone,0,0,0,0,0,0
481,,Pablo Galdames,0,0,0,0.5,0,0
482,,Federico Ravaglia,0,0,0,0,0,0
483,,Thomas Battistella,0,0,60,0.5,0,0
484,,Lorenzo Carfora,0,0,44.44,1.38,0,0
485,,Paolo Gozzi Iweru,0,0,25,0.17,0,0
486,,Luka Bogdan,0,0.08,0,0.31,0,0
487,,Simone Rabbi,0.09,0.22,55.56,0.7,0,0
488,,Alessio Buttaro,0.06,0.18,58.33,0.47,0,0
489,,Mattia Finotto,0.03,0.1,38.46,0.55,0,0
490,,Antonio Candela,0.07,0.03,39.29,0.59,0,0
491,,Davide Merola,0.07,0.07,42.86,1.36,0,0
492,,Christophe Lungoyi,0.04,0.07,36.59,0.81,0,0
493,,Emanuele Terranova,0,0,50,0.15,0,0
494,,Ádám Nagy,0,0,55.56,0.26,0,0
495,,Stefano Pettinari,0.12,0.24,33.33,1.16,0.04,0
496,,Adryan,0.13,0.13,28.57,1,0,0
497,,Mamadou Tounkara,0,0.27,33.33,1,0,0
498,,Gabriel Lunetta,0,0.08,52.63,0.75,0,0
499,,Emanuele Zuelli,0,0,50,0.2,0,0
500,,Simon Graves Jensen,0,0,0,0,0,0
501,,Marino Defendi,0,0.05,66.67,0.2,0,0
502,,Roko Jureškin,0,0.2,50,1.3,0,0
503,,Alessandro Murgia,0,0.06,36.36,0.39,0,0
504,,Ivan Delić,0,0.15,23.08,0.62,0,0
505,,Jérémie Broh,0,0,50,0.13,0,0
506,,Andrea Magrassi,0.04,0.15,28.57,0.77,0,0
507,,Franco Carboni,0,0,50,0.33,0,0
508,,Edoardo Iannoni,0,0.04,45.45,0.57,0,0
509,,Alessandro Fiordaliso,0,0.07,50,0.07,0,0
510,,Güven Yalçın,0,0.18,44.12,1.23,0,0
511,,Ilario Monterisi,0.09,0,14.29,0.09,0,0
512,,Andrija Novakovich,0.03,0.14,47.83,0.71,0,0
513,,Massimo Zilli,0,0.07,47.06,0.48,0,0
514,,Andrey Gălăbinov,0,0,0,0.25,0,0
515,,Alberto Pomini,0,0,0,0,0,0
516,,Patrick Amiamo Nuamah,0,0,0,0.17,0,0
517,,Ciro Panico,0,0,37.5,0.33,0,0
518,,Enrico Brignola,0.1,0.15,39.29,0.95,0,2.5
519,,Alessandro Mattioli,0,0,57.14,0.64,0,0
520,,Fabrizio Paghera,0,0,100,0.17,0,0
521,,Andrea Oliveri,0,0,57.14,0.25,0,0
522,,Giuseppe Bellusci,0,0,100,0.28,0,0
523,,Jacopo Da Riva,0.05,0,55,0.85,0.05,0
524,,Andrea Vallocchia,0,0,50,0.36,0,0
525,,Antoine Hainaut,0,0,41.67,0.46,0,0
526,,Krzysztof Kubica,0,0.07,0,0.21,0,0
527,,Ryder Matos,0,0,54.55,0.33,0,0
528,,Artur Ioniță,0.04,0.04,31.58,0.77,0.04,0
529,,Alessandro Cortinovis,0,0,66.67,0.17,0,0
530,,Niki Mäenpää,0,0,0,0,0,0
531,,Federico Mazzarani,0,0,75,0.5,0,0
532,,Cristian Galano,0,0,60,1,0,0
533,,Nikita Contini,0,0,100,0,0,0
534,,Nicola Rauti,0,0.12,23.08,1,0,0
535,,Mateusz Praszelik,0,0,37.5,0.67,0,0
536,,Roberto Crivello,0,0,0,0.33,0,0
537,,Alessandro Mallamo,0,0.04,30.77,0.44,0,0
538,,Simone Giordano,0,0,47.37,0.5,0,0
539,,Antonio Barreca,0,0,36.36,0.09,0,0
540,,Francesco Cassata,0,0.04,61.9,0.41,0,0
541,,Salvatore Dario La Vardera,0,0,40,0.38,0,0
542,,Moustapha Cissé,0.11,0.11,42.11,0.67,0,0
543,,Nicholas Siega,0,0,10,0.21,0,0
544,,Simy,0,0.23,71.43,0.64,0,0
545,,Davide Mazzocco,0,0,0,0.4,0,0
546,,Nicola Mosti,0,0,10,0.53,0,0
547,,Yeferson Paz,0,0,26.67,0.69,0,0
548,,Pablo Rodríguez,0.2,0.27,43.18,1.33,0,0
549,,Carlos Embalo,0,0.11,32.14,0.61,0,0
550,,Damir Ceter,0,0.25,50,0.58,0,0
551,,Isaías Delpupo,0,0,50,0,0,0
552,,Andrea Ghion,0,0,0,0,0,0
553,,Jay Enem,0,0,0,0,0,0
554,,Filippo Puletto,0,0,0,0,0,0
555,,Mattia Minesso,0,0,0,0,0,0
556,,Emanuele Agnello,0,0,50,0,0,0
557,,Samuele Righetti,0,0,0,0,0,0
558,,Alassane Sidibe,0,0,100,0,0,0
559,,Emmanuele Matino,0,0,0,0,0,0
560,,Agostino Camigliano,0,0,0,0,0,0
561,,Alberto Almici,0,0,100,0,0,0
562,,Marcello Falzerano,0,0,40,0.32,0,0
563,,Devid Eugene Bouah,0.11,0.11,68.42,0.67,0,0
564,,Gabriel Charpentier,0,0.13,0,0.75,0,0
565,,Denis Drăguş,0,0.2,20,1,0,0
566,,Edoardo Pierozzi,0,0,20,0.2,0,0
567,,Samuel Giovane,0,0,27.27,0,0,0
568,,Kelvin Yeboah,0.09,0.09,8.33,0.91,0.09,0
569,,Edoardo Bovolon,0,0,0,0,0,0
570,,Reuven Niemeijer,0,0,25,0.4,0,0
571,,Emmanuel Ekong,0,0,37.5,0.11,0,0
572,,Samuele Spalluto,0,0,0,0,0,0
573,,Pietro Rovaglia,0,0,0,0,0,0
574,,Simone Davì,0,0,33.33,0.09,0,0
575,,Joel Obi,0,0,0,0,0,0
576,,Yonatan Cohen,0,0,0,0,0,0
577,,Jacopo Desogus,0,0,33.33,1,0,0
578,,Alexandre Coeff,0,0,0,0,0,0
579,,Shaka Mawuli Eklu,0,0,0,0,0,0
580,,Adam Griger,0,0,0,1,0,0
581,,Matteo Piacentini,0,0,0,0,0,0
582,,Brayan Boci,0,0,0,0.5,0,0
583,,Edoardo Lancini,0,0,0,0,0,0
584,,Dejan Vokić,0,0,0,0.5,0,0
585,,Andrea Danzi,0,0,75,0.31,0,0
586,,Alessandro Seghetti,0,0,0,0,0,0
587,,Davide Voltan,0,0,0,0,0,0
588,,Davide Bertoncini,0,0,0,0,0,0
589,,Alessio Abibi,0,0,0,0,0,0
590,,Jack De Vries,0,0,33.33,0,0,0
591,,Leonardo Loria,0,0,0,0,0,0
592,,Pape Samba Thiam,0,0,0,0,0,0
593,,Renzo Orihuela,0,0,0,0,0,0
594,,Pierluigi Frattali,0,0,0,0,0,0
595,,Gabriel Brazão,0,0,0,0,0,0
596,,Marco Bosisio,0,0,0,0,0,0
597,,Giuseppe Agostino,0,0,0,0,0,0
