#,Team,Name,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls
416,,Ezequiel,0,0,100,39.02,0.11,0.33
417,,Takahiro Sekine,0.07,0,40,41.18,0.57,1.03
418,,Shinji Ono,0,0,0,0,0,1
419,,Shuto Nakano,0,0,0,40,0,1
420,,Talla Ndao,0,0,0,50,0,1
421,,Manato Shinada,0,0,0,33.33,0,0
422,,Manabu Saito,0,0,0,50,0,0
423,,Yuji Kajikawa,0,0,0,0,0,0
424,,Keisuke Shimizu,0,0,100,100,0,0
425,,Kohei Tezuka,0.25,0,50,33.33,0.25,0.5
426,,Hisashi Jogo,0,0,14.29,25,0,0
427,,Jiro Nakamura,0.11,0,0,39.53,0.44,0.56
428,,Yago Pikachu,0,0,38.89,53.33,1.08,0.42
429,,Yuya Asano,0,0,22.22,38.6,0.33,0.17
430,,Kyohei Noborizato,0.08,0,36.84,59.02,1.17,0.33
431,,Yuki Honda,0.13,0,60.61,55,0.4,0.47
432,,Yuto Iwasaki,0,0,45.74,41.25,0.75,1.31
433,,Alex Schalk,0.08,0,25,37.29,0.67,0.67
434,,Benjamin Kololli,0.05,0,44.12,38.46,0.85,1
435,,Shunta Araki,0,0,88.89,51.85,0.17,0.5
436,,Rodrigo Angelotti,0.15,0,40.91,35.48,0.38,0.85
437,,Daiki Watari,0.18,0,36.84,34.04,0.27,0.73
438,,Yutaka Yoshida,0.07,0.07,37.5,47.46,0.4,0.53
439,,Daiki Ogawa,0.05,0,55,51.06,0.59,0.59
440,,Kennedy Mikuni,0.2,0,50,50,0.4,0.2
441,,Daigo Nishi,0,0,71.43,73.08,0.69,0.15
442,,Katsuhiro Nakayama,0,0,52.63,44.54,0.42,0.58
443,,Yuta Fujiwara,0,0,0,25,0.38,0.38
444,,Bueno,0.14,0,23.53,40,0.43,0.71
445,,Yutaro Oda,0.05,0,16.67,40.78,0.57,0.81
446,,Ryo Nagai,0,0,25,34.29,0.63,0.63
447,,Akira Silvano Disaro,0,0,0,33.33,0.33,0.67
448,,Noriaki Fujimoto,0,0,28.57,37.5,0.33,0.33
449,,Masatoshi Mihara,0.25,0,50,45.45,0.5,0.5
450,,Milan Tučič,0.07,0,27.66,27.16,0.29,1
451,,Sota Kitano,0.05,0,33.33,48.48,0.53,0.32
452,,Akito Suzuki,0,0,75,63.64,0.5,0.5
453,,Taishi Semba,0,0,20,46.67,1,0
454,,Hayato Fukushima,0,0,66.67,66.67,0,0.25
455,,Takahiro Iida,0,0,33.33,52.63,0.17,0.5
456,,Lincoln,0.13,0,50,46.51,0.63,0.38
457,,Naldo,0,0,30.3,35.29,0.67,0.78
458,,Douglas,0.14,0,38.46,37.14,0.43,0.57
459,,Kazuma Nagai,0,0,21.05,36.84,0.2,0.2
460,,Takeshi Kanamori,0,0,42.86,43.86,0.5,0.38
461,,Pieros Sotiriou,0,0,20,21.43,0.57,1.57
462,,Ryonosuke Kabayama,0,0,0,38.89,0.29,0.14
463,,Takeru Kishimoto,0,0,45.45,46.15,0.3,0.6
464,,Kohei Okuno,0.08,0.04,46.15,52.94,0.29,0.58
465,,Kyo Sato,0.1,0,8.33,30.23,0.2,0.6
466,,Daigo Araki,0.2,0,50,40.85,0.53,0.6
467,,Bryan Linssen,0.33,0,30,23.81,0,2.33
468,,Taichi Fukui,0,0,0,50,1,1
469,,Nelson Ishiwatari,0,0,0,66.67,0,1
470,,Naoki Hayashi,0,0,0,0,0,0
471,,Yoshiki Narahara,0,0,0,0,0,0
472,,Hiromu Tanaka,0,0,0,100,0,0
473,,Kensuke Fujiwara,0,0,0,0,0,0
474,,Kazuki Tanaka,0,0,50,50,0,0
475,,Yuya Oki,0,0,0,0,0,0
476,,Yohei Takeda,0,0,0,0,0,0
477,,Ibrahim Junior Kuribara,0,0,100,33.33,0,0.5
478,,Yutaro Hakamata,0,0,0,0,0,0
479,,Geon-woo Park,0.5,0,0,100,0,0
480,,Ryo Tanada,0,0,40,30,0,0.25
481,,Kaito Yasui,0,0,16.67,33.33,0,0.33
482,,Toya Nakamura,0.17,0,82.35,60.47,0.17,0.75
483,,Yuta Goke,0.06,0,32.14,48.39,0.78,0.44
484,,Hiroki Fujiharu,0,0,52.94,56.52,0.5,0.22
485,,Yugo Masukake,0,0,16.67,31.25,0.5,0.5
486,,Yudai Kimura,0.29,0,27.27,32,1,0.71
487,,Daigo Takahashi,0,0,100,26.67,0.17,0.5
488,,Kenta Tanno,0,0,100,100,0,0
489,,Taro Sugimoto,0,0,33.33,37.5,0.5,0.75
490,,Harumi Minamino,0,0,0,20,0,0
491,,Yuya Nakasaka,0,0,25,28.57,0.5,0.63
492,,Mu Kanazaki,0,0,22.22,17.14,0.43,1
493,,Jelani Reshaun Sumiyoshi,0.13,0,81.82,68.75,0.63,0.63
494,,Ryotaro Ishida,0.13,0,25,30.43,0.25,0.13
495,,Se-jong Ju,0,0,50,50,0,0.6
496,,Makoto Okazaki,0,0,42.86,42.11,0,0.4
497,,Ko Matsubara,0.13,0,66.67,46.15,0.5,0.38
498,,Zion Suzuki,0,0,0,0,0,0
499,,Ryunosuke Sagara,0,0,0,40,0,0
500,,John Mary,0.11,0,28.13,20.97,0.22,1.22
501,,Yuta Kumamoto,0.4,0,41.18,37.04,0.2,1
502,,Akinari Kawazura,0,0,25,14.29,0,1
503,,Dudu,0,0,0,33.33,1,0
504,,Yuya Tsuboi,0,0,50,50,0.5,0
505,,Naoki Wako,0,0,0,16.67,0,0
506,,Yuta Someya,0,0,100,55.56,1,3
507,,Takumi Tsuchiya,0,0,63.64,50,1.33,1.33
508,,Hidemasa Koda,0,0,0,25,0.43,0
509,,Goro Kawanami,0,0,0,100,1,0
510,,Taichi Kato,0,0,0,0,0,0
511,,Sere Matsumura,0,0,0,25,0,1
512,,Dai Hirase,0,0,0,0,0,0
513,,Akira Ibayashi,0,0,80,60,0,0.25
514,,Kodai Minoda,0,0,0,0,0,1
515,,Koki Otani,0,0,50,33.33,0,0.25
516,,Kojiro Nakano,0,0,100,100,0,0
517,,Naoto Misawa,0,0,66.67,27.27,0,3
518,,Takuo Okubo,0,0,0,100,0.5,0
519,,Yuta Imazu,0,0.2,54.55,53.33,0.2,0.2
520,,Yamato Wakatsuki,0,0,0,0,0,1
521,,Joan Oumari,0,0,0,0,0,0
522,,Haruki Yoshida,0,0,0,0,0,0
