#,Team,Name,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box
199,,Kei Chinen,0,0,0,0,0.3,0.11
200,,Kazuki Fukai,0,0,0,0,0.91,0.13
201,,Patric,0,0.18,0,0,0.82,0.07
202,,Seok Ho Hwang,0,0.2,0,0,1.36,0.12
203,,Min Tae Kim,0,0.24,0,0,0.81,0.1
204,,Hisashi Appiah Tawiah,0,0.18,0,0,0.76,0.24
205,,Douglas Vieira,0,0,0,0,0.36,0
206,,Koki Tsukagawa,0,0,0,0,0.52,0.1
207,,Kazuaki Mawatari,0,0.05,0,0,0.68,0.11
208,,Temma Matsuda,0,0.12,0,0,0.5,0.27
209,,Takuya Kida,0,0.13,0,0,0.96,0
210,,Diego Oliveira,0,0.1,0,0,0.73,0.17
211,,Takumi Nagaishi,1.63,0.38,0,0,0.75,0.13
212,,Taishi Matsumoto,0,0.09,0,0,0.7,0.09
213,,Ryohei Shirasaki,0,0.13,0,0,1.29,0.26
214,,Daiya Tono,0,0,0,0,0.48,0.13
215,,Rikito Inoue,0,0.18,0,0,0.64,0.18
216,,Keigo Higashi,0,0.17,0,0,0.79,0.21
217,,Rikuto Hirose,0,0.05,0,0,0.6,0.2
218,,Yan Matheus,0,0,0,0,0,0
219,,Eiichi Katayama,0,0.16,0,0,1,0.13
220,,Masaya Matsumoto,0,0.1,0,0,1.06,0.26
221,,Tomoya Koyamatsu,0,0.09,0,0,0.7,0.12
222,,Tomoaki Okubo,0,0.09,0,0,0.7,0.04
223,,Fuchi Honda,0,0,0,0,0.83,0.04
224,,Tetsuya Chinen,0,0,0,0,0.67,0
225,,Tomoya Fujii,0,0.22,0,0,0.93,0.11
226,,Mao Hosoya,0,0.09,0,0,0.82,0.18
227,,Wataru Harada,0,0.3,0,0,0.93,0.07
228,,Yoshiaki Komai,0,0.16,0,0,1.03,0.26
229,,Leandro Pereira,0,0.04,0,0,0.52,0
230,,Leo Osaki,0,0.28,0,0,0.96,0.12
231,,Takahiro Yanagi,0,0,0,0,0.46,0
232,,Seiya Maikuma,0,0.04,0,0,0.64,0.07
233,,Takuma Arano,0,0.14,0,0,0.9,0.17
234,,Shuto Abe,0,0.27,0,0,0.7,0.2
235,,Tarik Elyounoussi,0,0,0,0,0.48,0.1
236,,Kamiya Yuta,0,0,0,0,0.81,0.14
237,,Ricardo Graça,0,0.14,0,0,0.95,0.09
238,,Yuki Nogami,0,0.16,0,0,0.96,0.08
239,,Ryuya Nishio,0,0.21,0,0,1.08,0.13
240,,Koki Tachi,0,0.32,0,0,0.76,0.12
241,,Sun Tae Kwoun,2.48,0.3,0.15,0,1.04,0.22
242,,David Moberg Karlsson,0,0.1,0,0,0.25,0
243,,Jun Nishikawa,0,0,0,0,0.64,0.14
244,,Yuta Koike,0,0.13,0,0,0.38,0
245,,Tetsushi Yamakawa,0,0.32,0,0,0.68,0.14
246,,Shun Ayukawa,0,0,0,0,0.33,0
247,,Musashi Suzuki,0,0,0,0,1.22,0
248,,Alan Cariús,0,0,0,0,1,0
249,,Keita Nakano,0,0,0,0,0,0
250,,Junya Suzuki,0,0,0,0,0.25,0
251,,Kei Ishikawa,3.6,0.2,0,0,1.4,0.4
252,,Yoshinori Muto,0,0.23,0,0,0.73,0.08
253,,Yuji Ono,0,0,0,0,0.65,0.08
254,,Takuji Yonemoto,0,0.11,0,0,0.67,0.11
255,,Leandro Damião,0,0.09,0,0,0.78,0.22
256,,Ryo Takeuchi,0,0,0,0,0.82,0.27
257,,Hiroto Yamami,0,0,0,0,0.81,0.05
258,,Takahiro Akimoto,0,0.23,0,0,0.61,0.03
259,,Hiroki Sakai,0,0.2,0,0,0.85,0.1
260,,Takaaki Shichi,0,0.24,0,0,0.88,0.18
261,,Teruki Hara,0,0.16,0,0,1.08,0.24
262,,Shinzo Koroki,0,0,0,0,0.52,0.29
263,,Kaito Mori,0,0,0,0,0.07,0.07
264,,Masato Sasaki,2.6,0.3,0.1,0,1.25,0.3
265,,Hiroki Miyazawa,0,0.16,0,0,1,0.36
266,,Kai Shibato,0,0.13,0,0,0.67,0.04
267,,Yuki Kakita,0,0.07,0,0,0.43,0
268,,Satoki Uejo,0,0,0,0,0.39,0.06
269,,Kaina Yoshio,0,0,0,0,0.56,0
270,,Ryota Nagaki,0,0,0,0,0.5,0.17
271,,Shinnosuke Hatanaka,0,0.13,0,0,0.88,0.06
272,,Kosuke Yamamoto,0,0.04,0,0,1.14,0.29
273,,Fumiya Unoki,0,0,0,0,0.5,0
274,,Chanathip Songkrasin,0,0,0,0,0.69,0.13
275,,Hotaka Nakamura,0,0.14,0,0,0.36,0.14
276,,Kazuki Oiwa,0,0.39,0,0,0.78,0.17
277,,Kenyu Sugimoto,0,0,0,0,0.87,0.2
278,,Ryo Miyaichi,0,0,0,0,0.6,0
279,,Se-hun Oh,0,0,0,0,0.23,0.08
