#,Team,Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %
384,,Fabián González,0.33,0.22,42.31,2.11,0.06,0
385,,Kazuya Miyahara,0,0,0,0.14,0,0
386,,Mendes,0,0,66.67,0.35,0,0
387,,Ryotaro Nakamura,0,0,66.67,0.17,0,0
388,,Ryotaro Meshino,0.15,0,39.13,1.69,0,0
389,,Yuto Hiratsuka,0.25,0,0,0.25,0,0
390,,Rihito Yamamoto,0,0.5,0,0.5,0,0
391,,Daiki Matsuoka,0,0,25,0.41,0,0
392,,Fuki Yamada,0.14,0.07,50,1,0,0
393,,Ryo Germain,0.1,0.1,33.33,1.03,0,0
394,,Yoshihiro Nakano,0,0,59.09,0.53,0,0
395,,Taika Nakashima,0.07,0,40,0.8,0.07,0
396,,Takuya Okamoto,0,0,50,0.73,0,0
397,,Quenten Martinus,0,0,33.33,0.33,0,0
398,,Yojiro Takahagi,0,0,0,0,0,0
399,,Wataru Iwashita,0,0,50,0,0,0
400,,Kai Matsuzaki,0.09,0.18,58.33,1.18,0,0
401,,Noriyoshi Sakai,0.12,0.35,61.54,1.35,0.12,0
402,,Kazunari Ono,0,0,75,0.37,0,0
403,,Hayato Tanaka,0,0,100,0,0,0
404,,Atsushi Kurokawa,0,0.13,50,0.63,0,0
405,,Kosei Shibasaki,0.03,0.03,87.5,0.17,0.03,0
406,,Gabriel Xavier,0.12,0.23,37.04,0.92,0.04,0
407,,Ryotaro Araki,0.08,0.08,30,0.69,0,0
408,,Keita Yamashita,0,0,75,0.73,0,0
409,,Tatsuki Seko,0,0,33.33,0.31,0,0
410,,Yuto Nagatomo,0,0.03,55.56,0.1,0,0
411,,Shota Kobayashi,0,0,50,0.33,0,0
412,,Ko Yanagisawa,0,0,66.67,0.85,0,0
413,,Supachok Sarachart,0,0.29,80,0.43,0,0
414,,Origbaajo Ismaila,0,0,50,0.4,0,0
415,,Kashif Bangnagande,0.06,0.06,50,0.35,0,0
416,,Ezequiel,0.11,0,38.89,0.78,0,0
417,,Takahiro Sekine,0.03,0.03,38.46,1.1,0,0
418,,Shinji Ono,0,0,0,1,0,0
419,,Shuto Nakano,0,0,50,0,0,0
420,,Talla Ndao,0,0,100,1,0,0
421,,Manato Shinada,0,0,0,0,0,0
422,,Manabu Saito,0,0,0,0.67,0,0
423,,Yuji Kajikawa,0,0,0,0,0,0
424,,Keisuke Shimizu,0,0,0,0,0,0
425,,Kohei Tezuka,0,0,50,0.25,0,0
426,,Hisashi Jogo,0,0,100,0.33,0,0
427,,Jiro Nakamura,0,0,42.11,0.67,0,0
428,,Yago Pikachu,0,0.17,25,0.75,0,0
429,,Yuya Asano,0,0.17,52.38,1.08,0,0
430,,Kyohei Noborizato,0,0,60,0.08,0,0
431,,Yuki Honda,0,0,100,0.13,0,0
432,,Yuto Iwasaki,0.06,0.16,38.36,1.13,0,0
433,,Alex Schalk,0.08,0.17,36.36,1.5,0,0
434,,Benjamin Kololli,0.15,0.2,40,0.8,0.05,0
435,,Shunta Araki,0,0,0,0,0,0
436,,Rodrigo Angelotti,0,0,44.44,0.77,0,0
437,,Daiki Watari,0.09,0,33.33,0.64,0.09,0
438,,Yutaka Yoshida,0,0,50,0.2,0,0
439,,Daiki Ogawa,0,0.05,68.75,0.27,0,0
440,,Kennedy Mikuni,0,0,0,0.2,0,0
441,,Daigo Nishi,0,0,66.67,0.15,0,0
442,,Katsuhiro Nakayama,0.11,0.16,30.77,0.79,0,0
443,,Yuta Fujiwara,0.13,0.25,33.33,1.13,0,0
444,,Bueno,0,0,100,0.14,0,0
445,,Yutaro Oda,0,0.24,46.67,1.14,0,0
446,,Ryo Nagai,0,0.25,0,0.5,0,0
447,,Akira Silvano Disaro,0,0,0,0.67,0,0
448,,Noriaki Fujimoto,0,0,0,0,0,0
449,,Masatoshi Mihara,0,0,100,0.25,0,0
450,,Milan Tučič,0,0,40,0.5,0,0
451,,Sota Kitano,0,0.16,66.67,1.05,0,0
452,,Akito Suzuki,0,0,0,0.5,0,0
453,,Taishi Semba,0,0,100,0.5,0,0
454,,Hayato Fukushima,0,0,0,0.25,0,0
455,,Takahiro Iida,0,0,100,0,0,0
456,,Lincoln,0,0.13,38.46,0.75,0,0
457,,Naldo,0,0,58.33,0.78,0,0
458,,Douglas,0.14,0.43,28.57,1.29,0,0
459,,Kazuma Nagai,0,0,42.86,0.4,0,0
