#,Team,Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %
308,,Hatim Far,0.08,0.08,50,0.67,0,0
309,,Amir Richardson,0.09,0.21,48.33,0.97,0,0
310,,Wilitty Younoussa,0.04,0.04,60.47,0.85,0,0
311,,Migouel Alfarela,0.09,0.19,42.86,1.88,0,0
312,,Marley Aké,0.21,0.21,21.05,1.29,0.07,0
313,,Loum Tchaouna,0.04,0.21,60.47,1.04,0,0
314,,Ayman Aiki,0.14,0,60,0.43,0,0
315,,Baptiste Isola,0.11,0.11,61.54,0.56,0,0
316,,Nadjib Cisse,0.08,0,56.52,0.23,0,0
317,,Mihai Alexandru Dobre,0,0,0,0.67,0,0
318,,Matthieu Dreyer,0,0,0,0,0,0
319,,Quentin Daubin,0,0.03,45.45,0.61,0,0
320,,Aliou Badji,0.13,0.39,50,1.55,0.03,0
321,,Nolan Mbemba,0,0,58.33,0.3,0,0
322,,Jordan Marié,0.03,0,42.11,0.41,0,0
323,,Lenny Vallier,0.04,0,63.04,0.26,0,0
324,,Nicolas Benezet,0.1,0.24,73.08,0.57,0,0
325,,Nassim Innocenti,0,0,50,0,0,0
326,,Scotty Sadzoute,0,0,71.43,0.21,0,0
327,,Thibault Vargas,0.04,0.04,54.55,0.6,0,0
328,,Kevin Schur,0.1,0.1,66.67,1.1,0,0
329,,Lenny Pirringuel,0.13,0,33.33,0.38,0,0
330,,Jordan Tell,0.14,0.1,37.14,1.48,0,0
331,,Yassine Kechta,0.04,0.04,59.46,0.46,0,0
332,,Yoan Koré,0.11,0.11,66.67,0.56,0,0
333,,Joris Correa,0.12,0.12,50,0.62,0,0
334,,Yoann Cathline,0,0.2,73.33,1.4,0,0
335,,Patrick Burner,0,0,50,0.45,0,0
336,,Maxime Barthelmé,0.07,0.03,31.43,0.73,0,0
337,,Junior Olaitan,0.09,0.12,72.5,1.06,0,0
338,,Jamal Thiaré,0.17,0.29,40,1.21,0.08,0
339,,Alexi Pitu,0,0.06,40.91,0.5,0,0
340,,Jaouen Hadjam,0,0.09,63.64,0.73,0,0
341,,Kévin N'Doram,0.05,0,53.85,0.36,0,0
342,,Benjamin Santelli,0.17,0.11,51.02,1.22,0,0
343,,Vincent Manceau,0,0,33.33,0.12,0,0
344,,Abdourahmane Barry,0,0,75,0.35,0,0
345,,Quentin Bernard,0,0,40,0.24,0,0
346,,Caleb Zady Sery,0,0,60,0.43,0,0
347,,Erwin Koffi,0.03,0.05,44.94,0.89,0,0
348,,Jordan Adeoti,0.06,0.03,46.67,0.7,0,0
349,,Dylan Tavares,0.06,0,40.28,0.28,0,0
350,,Samir Sophian Chergui,0.03,0,78.26,0.31,0,0
351,,Guessouma Fofana,0.08,0,81.82,0.25,0,0
352,,Louis Mouton,0.07,0,71.43,0.73,0,0
353,,Lamine Camara,0,0.25,66.67,0.5,0,0
354,,Mahdi Camara,0,0.25,42.86,0.5,0,0
355,,Abdoullah Ba,0,0,50,1,0,0
356,,Ibrahim Fofana,0,0,50,0.17,0,0
357,,Samy Faraj,0,0,100,0,0,0
358,,Amjhad Nazih,0,0,0,0,0,0
359,,Steve Ngoura,0,0,0,1,0,0
360,,Antoine Gauthier,0,0,0,1,0,0
361,,Ilian Boudaché,0,0,0,0,0,0
362,,Matteo Pezard,0,0,100,0,0,0
363,,Ui-Jo Hwang,0,0,0,0.5,0,0
364,,Anas Namri,0,0,57.14,0.25,0,0
365,,Thomas Secchi,0,0,0,0,0,0
366,,Félix Eboa Eboa,0,0.11,25,0.67,0,0
367,,Joris Chougrani,0,0,88.89,0.44,0,0
368,,Jean Lambert Evan's Allan,0.04,0,41.43,0.23,0,0
369,,Charles Kabore,0,0,61.54,0.13,0,0
370,,Ibrahima Niane,0.15,0.46,45.83,2.38,0,0
371,,Ugo Bonnet,0.08,0.11,26.09,0.86,0,0
372,,Yohan Bai,0.21,0.21,62.5,0.93,0.07,0
373,,Abdel Hakim Abdallah,0,0,42.86,0.26,0,0
374,,Maxime Bastian,0,0,44.64,0.13,0,0
375,,Taylor Luvambo,0.1,0,33.33,0.7,0.1,0
376,,Junior Flemmings,0.13,0.13,61.54,1.13,0,0
377,,Yassine Haouari,0,0.14,80,0.57,0,0
378,,Elies Mahmoud,0,0.03,45.28,0.42,0,0
379,,Ryan Bakayoko,0,0.18,66.67,0.95,0,0
380,,Alexandre Philiponeau,0,0,54.55,0.36,0,0
381,,Florian Martin,0,0,0,0.57,0,0
382,,Aldo Kalulu,0.16,0.19,47.83,0.97,0,0
383,,Mamadou Camara,0,0,50,0.17,0,0
384,,Mehdi Baaloudj,0,0,66.67,0.44,0,0
385,,Amadou Dia Ndiaye,0.25,0,33.33,1.25,0,0
386,,Oussama Targhalline,0.08,0,22.22,0.42,0,0
387,,Amine Bassi,0,0,0,0.25,0,0
388,,Jovan Nišić,0,0,80,0.17,0,0
389,,Loris Mouyokolo,0,0.06,50,0.19,0,0
390,,Mattheo Xantippe,0,0,50,0.25,0,0
391,,Mons Bassouamina,0.18,0.26,48.39,1.53,0.03,0
392,,Alexy Bosetti,0.14,0.28,20,0.89,0,0
393,,Norman Bassette,0.08,0,0,0.5,0.08,0
394,,Cyril Mandouki,0.03,0.03,56.25,0.28,0.03,0
395,,Mehdi Zerkane,0,0,50,0.11,0,0
396,,Alpha Sissoko,0,0,60,0.12,0,0
397,,Alimami Gory,0,0.12,47.62,1.31,0,0
398,,Sambou Soumano,0.11,0.33,53.85,1.78,0,0
399,,Vagner Dias,0,0,100,0,0,0
400,,Gabriel Silva,0,0.17,0,0.33,0,0
401,,Godson Kyeremeh,0.16,0.08,40.58,0.92,0,0
402,,Nassim Ouammou,0.06,0,36.84,0.56,0,0
403,,Benjamin Bouchouari,0.03,0.03,61.29,0.65,0,0
404,,Hugo Picard,0.09,0.05,60.78,0.77,0,0
405,,Noé Sow,0,0,50,0.04,0,0
406,,Jacques Siwe,0.09,0,66.67,0.27,0,0
407,,Gaby Jean,0,0.03,57.14,0.27,0,0
408,,Matteo Ahlinvi,0.1,0.05,55.17,0.62,0,0
409,,Damien Le Tallec,0,0,100,0.1,0,0
410,,Samuel Renel,0.08,0,42.11,0.46,0,0
411,,Andrew Jung,0.07,0.19,62.5,0.7,0,0
412,,Sergi Palencia,0,0,36.36,0.22,0,0
413,,Mohamed Hafid,0,0,30,0.6,0,0
414,,Alexandre Bonnet,0,0.03,27.27,0.31,0,0
415,,Mickael Nade,0.06,0.06,25,0.19,0,0
416,,Lucas Buades,0.06,0,57.14,0.29,0,0
417,,Madyen El Jaouhari,0,0,41.67,0.5,0,0
418,,Louis Torres,0,0,33.33,0.11,0,0
419,,Floyd Ayité,0.07,0,52.63,0.53,0,0
420,,Edson Seidou,0.03,0.13,61.07,0.68,0,0
421,,Christophe Vincent,0.03,0.07,54.24,0.8,0,0
422,,Kevin Rocheteau,0.06,0.11,45.45,0.89,0,0
423,,Hassane Bandé,0.05,0,40,0.63,0,0
424,,Clement Billemaz,0.05,0,35.48,0.77,0,0
425,,Samy Benchama,0.03,0,36.36,0.37,0,0
426,,Ahmad Toure Ngouyamsa,0,0,71.43,0.27,0,0
427,,Xande Silva,0.19,0.16,41.18,1.41,0,0
428,,Ousseynou Thioune,0,0,71.43,0.39,0,0
429,,Samuel Grandsir,0.14,0.21,33.33,1.5,0,0
430,,Kelyan Guessoum,0.03,0,43.48,0.17,0,0
431,,Steve Ambri,0,0.14,44.44,0.57,0,0
432,,Moussa Koné,0.17,0.17,71.43,0.92,0,0
433,,Nesta Elphege,0.17,0.33,66.67,1.33,0.17,0
434,,Lenny Pintor,0.05,0.14,41.67,0.67,0,0
435,,Yassine Benrahou,0,0.11,47.37,0.89,0,0
436,,Check Oumar Diakité,0,0,87.5,0,0,0
437,,Nguyễn Quang Hải,0.08,0,25,0.17,0,0
438,,Joris Sainati,0,0.05,0,0.23,0,0
439,,Dembo Sylla,0,0.1,50,0.4,0,0
440,,Antoine Joujou,0.06,0.12,53.66,0.71,0,0
441,,Lebogang Phiri,0,0,72.73,0.35,0,0
442,,Sofiane Boudraa,0,0,37.5,0.57,0,0
443,,Youssouf Assogba,0.08,0,57.14,0.75,0,0
444,,Mathis Picouleau,0.04,0,57.14,0.35,0,0
445,,Mohamed Yattara,0.05,0.1,0,1,0,0
446,,Dylan Durivaux,0,0,36.36,0.32,0,0
447,,Joris Moutachy,0,0.04,53.49,0.33,0,0
448,,George Ilenikhena,0.12,0.24,66.67,1.12,0,0
449,,Amine Talal,0.1,0.2,50,0.7,0.1,0
450,,Saël Kumbedi,0,0,28.57,0.25,0,0
451,,Jason Pendant,0,0,53.57,0.22,0,0
452,,Abdoulie Sanyang,0.23,0.03,47.01,1.17,0,0
453,,Sessi D'Almeida,0,0,50,0.43,0,0
454,,Mohamed Amine Sbai,0,0.11,45.21,0.96,0,0
455,,Roger Assalé,0.06,0,36.84,0.29,0,0
