#,Team,Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %
456,,Warren Caddy,0.05,0.35,61.11,1.15,0.05,0
457,,Antoine Valerio,0,0,50,0.12,0,0
458,,Francois Lajugie,0,0,45.21,0.11,0,0
459,,Amadou Sagna,0.11,0.24,47.71,1.11,0,0
460,,Yann Boé-Kane,0.05,0,20,0.32,0,0
461,,Aeron Zinga,0.07,0.13,25,1.2,0,0
462,,Arthur Atta,0.06,0,60,0.44,0,0
463,,Boubacar Fall,0,0,0,0,0,0
464,,Yohan Cassubie,0,0,100,0,0,0
465,,Martin Lecolier,0,0,50,1,0,0
466,,Abdoulaye Sidibe,0,0,25,1,0,0
467,,Malick Mbaye,0,0,100,0.5,0,0
468,,Maidine Douane,0,0.5,50,0.5,0,0
469,,Tyron Tormin,0,0,62.5,0.25,0,0
470,,Noe Lebreton,0,0,33.33,0,0,0
471,,Setigui Karamoko,0,0,0,0,0,0
472,,Sébastien Cibois,0,0,0,0,0,0
473,,Xhuliano Skuka,0,0.33,60,0.44,0,0
474,,Hermann Tebily,0,0.09,61.54,0.27,0,0
475,,Anthony Roncaglia,0,0.07,0,0.33,0,0
476,,Gaëtan Paquiez,0,0,55.56,0,0,0
477,,Samuel Essende,0.14,0.25,25,1.07,0,0
478,,Owen Gene,0,0,66.67,0.08,0,0
479,,Joseph Mendes,0.09,0.23,46.15,0.91,0.09,0
480,,Warren Tchimbembé,0.05,0,75,0.18,0,0
481,,Landry Nomel,0,0,36.36,0.8,0,0
482,,Pape Ibnou Ba,0.11,0.56,16.67,1.44,0.11,0
483,,Yanis Merdji,0.04,0.25,25.93,1.39,0,0
484,,Yoël Armougom,0,0,50,0.45,0,0
485,,Abzi Diyaeddine,0.03,0,42.31,0.31,0,0
486,,Saikou Touray,0,0.08,38.89,0.46,0,0
487,,Elías Már Ómarsson,0.08,0.17,50,1.08,0,0
488,,Loris Néry,0,0,50,0,0,0
489,,Alexis Sauvage,0,0,0,0,0,0
490,,Kassoum Ouattara,0,0,28.57,0.27,0,0
491,,Alois Confais,0,0.09,50,0.09,0,0
492,,Ilyes Hamache,0.09,0.13,42.86,0.84,0,0
493,,Marius Noubissi,0.11,0.17,53.85,1.17,0.06,0
494,,Abdoulaye Bakayoko,0,0.22,42.86,0.44,0,0
495,,Kader N'Chobi,0,0.07,57.69,0.62,0,0
496,,Yann Kitala,0.06,0.19,33.33,0.97,0.03,0
497,,Andy Pembélé,0.06,0.06,44.44,0.39,0,0
498,,Eliezer Mayenda,0.07,0.13,50,0.4,0,0
499,,David Gomis,0,0,50,1,0,0
500,,Jérôme Prior,0,0,0,0,0,0
501,,Roli Pereira de Sa,0,0,25,0.2,0,0
502,,Ange Chibozo,0,0.04,17.65,0.83,0,0
503,,Fabien Centonze,0,0,37.5,0.67,0,0
504,,Hamza Mouali,0,0,60,0.5,0,0
505,,Grégory Coelho,0,0,16.67,0.13,0,0
506,,Joseph N'Duquidi,0,0,100,0.21,0,0
507,,Alberth Elis,0.06,0.19,19.05,1.19,0,0
508,,Lenny Joseph,0.1,0.07,45.71,0.45,0,0
509,,Ibrahima Baldé,0.1,0.2,29.73,1,0.05,0
510,,Anthony Robic,0,0.13,28.57,0.5,0,0
511,,Jodel Dossou,0.14,0.14,33.33,0.29,0,0
512,,Jung-Bin Park,0,0,33.33,0.29,0,0
513,,Steven Nsimba,0,0,25,0.43,0,0
514,,Ryan Ferhaoui,0,0,46.67,0.57,0,0
515,,Rayan Nasraoui,0,0,33.33,0,0,0
516,,Andy Logbo,0,0,57.14,0,0,0
517,,Lucas Rocrou,0,0,0,0.67,0,0
518,,Nathan Monzango,0,0,50,0.25,0,0
519,,Aboubacar Lô,0,0,0,0,0,0
520,,Walid Jarmouni,0,0,0,0.5,0,0
521,,Godwin Bentil,0,0,50,0.8,0,0
522,,Kevin Farade,0,0.4,50,1,0,0
523,,Idrissa Camara,0.05,0.14,18.18,0.95,0,0
524,,Ylan Gomes,0,0,0,0.4,0,0
525,,Théo Le Normand,0,0,50,0.25,0,0
526,,Emeric Depussay,0,0,33.33,0.08,0,0
527,,Sebastian Ring,0,0,35.29,0.12,0,0
528,,Rémy Duterte,0,0,46.15,0.27,0,0
529,,Arnold Temanfo,0.03,0.15,31.82,0.65,0,0
530,,Justin Smith,0,0,0,0,0,0
531,,Martin Adeline,0,0,27.78,0.43,0,0
532,,Yohann Thuram,0,0,0,0,0,0
533,,Walid Nassi,0,0.18,30.77,0.68,0,0
534,,Jean-Jacques Rocchi,0,0,60,0.08,0,0
535,,Bradley Matufueni M'bondo,0,0,100,0.29,0,0
536,,Zaydou Youssouf,0,1,0,3,0,0
537,,Sanasi Sy,0,0,100,0,0,0
538,,Mathis Touho,0,0,0,1,0,0
539,,Edson Ceita,0,0,0,0,0,0
540,,Matteo D'Antona,0,0,0,0,0,0
541,,Sambou Yatabaré,0,0,0,0,0,0
542,,Darnell Bile,0,0,0,0.5,0,0
543,,Marius Zampa,0,0,0,0,0,0
544,,Jean Onana,0,0,20,1,0,0
545,,Papa Ndiaga Yade,0,0,0,0.33,0,0
546,,Mokrane Bentoumi,0,0,60,0.33,0,0
547,,Madou Toure,0,0,0,0.33,0,0
548,,Isaac Tshipamba,0,0,100,0,0,0
549,,Christ Makosso,0,0,50,0.4,0,0
550,,Antoine Batisse,0,0,50,0.45,0,0
551,,Leon Delpech,0,0,44.44,0.4,0,0
552,,Cheick Traoré,0,0,50,0.24,0,0
553,,Abiezer Jeno,0,0,53.33,0.25,0,0
554,,Kevin Tapoko,0,0.05,53.33,0.55,0,0
555,,Samuel Ntamack Ndimba,0.11,0.22,15.38,1.11,0,0
556,,Sebastien Da Silva,0,0.13,60,0.5,0,0
557,,Stefan Bajić,0,0,0,0,0,0
558,,Nolan Galves,0,0,57.14,0.25,0,0
559,,Logan Delaurier-Chaubet,0.1,0.14,40.63,0.62,0,0
560,,Nacim El Hassani,0,0,100,0,0,0
561,,Theo Bouchlarhem,0,0,50,0,0,0
562,,Souleymane Diarra,0,0,100,0.36,0,0
563,,Lys Mousset,0.09,0.27,54.55,1.09,0,0
564,,Jibril Othman,0,0,0,0,0,0
565,,Sidi Cissé,0,0,0,0,0,0
566,,Marius Ros,0,0,0,0,0,0
567,,Matteo Rabuel,0,0,0,0,0,0
568,,Mathys Saban,0,0,16.67,0.67,0,0
569,,Vicky Kiankaulua,0,0,33.33,0.25,0,0
570,,Florian Michel,0,0,53.85,0.13,0,0
571,,Yacine El Amri,0,0,0,0.14,0,0
572,,Redda Benchaa,0,0,0,0,0,0
573,,Salifou Soumah,0,0,0,0,0,0
574,,Simon Ebonog,0,0,0,0,0,0
575,,Théo Pionnier,0,0,0,0,0,0
576,,David Tebili,0,0,0,0,0,0
577,,Loick Lespinasse,0,0,0,0,0,0
578,,Iyad Mohamed,0,0,0,0,0,0
579,,Hady Camara,0,0,0,0.33,0,0
580,,Sofiane Alakouch,0,0,50,0,0,0
581,,Salim Ben Seghir,0,0,28,0.33,0,0
582,,Oumar Ngom,0.13,0,50,1.13,0,0
583,,Ousmane Ba,0,0,0,0,0,0
584,,Anthony Musaba,0,0.14,40,1,0,0
585,,Andreas Hountondji,0,0.29,55,1.71,0,0
586,,Noa Savignac,0,0,0,0,0,0
587,,Damon Bansais,0,0,0,0,0,0
588,,Kevin Perrot,0,0,0,0,0,0
589,,Guilain Zrankeon,0,0,0,0,0,0
590,,Hamza Sbai,0,0,50,0,0,0
591,,Marc Paget,0,0,0,0,0,0
592,,Boubacar Diakhaby,0,0,0,0,0,0
593,,Florian Bianchini,0,0,0,0.33,0,0
594,,Jonathan Gonçalves,0,0,50,0,0,0
595,,Marc-Aurele Caillard,0,0,0,0,0,0
596,,Pierrick Cros,0,0,100,0,0,0
597,,Naomichi Ueda,0,0,0,0,0,0
598,,Etienne Green,0,0,0,0,0,0
599,,Hillel Konaté,0,0,0,0,0,0
600,,Dongo Da,0,0,0,0.5,0,0
601,,Daylam Meddah,0,0,50,0.33,0,0
602,,Pape Diallo,0,0,0,0,0,0
603,,Cheikh Fall,0,0,0,0,0,0
604,,Julien Megier,0,0,0,0,0,0
605,,Jonathan Ruque,0,0,100,0,0,0
606,,Bachirou Yaméogo,0,0,0,0,0,0
607,,Noah Raveyre,0,0,0,0,0,0
608,,Pierre Bardy,0,0,0,0,0,0
609,,Nobel Mendy,0,0,0,0,0,0
610,,Mathieu Cachbach,0,0,0,0,0,0
611,,Florian David,0,0,0,0,0,0
612,,Yanis Lhéry,0,0,0,1,0,0
613,,Maguette Diongue,0,0,100,0,0,0
614,,Zakaria Bengueddoudj,0,0,0,0,0,0
615,,Francois-Xavier Fumu Tamuzo,0,0,100,1,0,0
616,,Amadou Samoura,0,0,0,1,0,0
617,,Junior Mendes,0,0,0,0,0,0
618,,Allan Nengoue,0,0,0,0,0,0
619,,Lilian Raillot,0,0,0,0,0,0
