#,Team,Name,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %
406,,Jacques Siwe,0,0,3.09,64.71,0.82,0
407,,Gaby Jean,0.05,0,47.68,72.96,4.54,27.95
408,,Matteo Ahlinvi,0,0,23.43,86.79,4.29,45.45
409,,Damien Le Tallec,0,0,32.4,79.94,2.6,30.56
410,,Samuel Renel,0.21,0.04,22.92,85.64,3.71,62.22
411,,Andrew Jung,0.04,0,7.67,74.4,1.7,80
412,,Sergi Palencia,0.22,0.11,26.33,78.9,5.33,47.06
413,,Mohamed Hafid,0,0,11.4,78.07,3.6,16.67
414,,Alexandre Bonnet,0.07,0.03,15.97,77.97,4.59,48.48
415,,Mickael Nade,0,0,31.19,86.37,1.38,50
416,,Lucas Buades,0,0,7.47,72.44,1.88,80
417,,Madyen El Jaouhari,0.3,0.1,15.9,67.3,4.5,47.06
418,,Louis Torres,0,0,7.33,71.21,1.67,28.57
419,,Floyd Ayité,0,0,9.6,77.78,3.2,71.43
420,,Edson Seidou,0.08,0.03,29.03,78.97,4.58,44.17
421,,Christophe Vincent,0.03,0.07,24.1,79.81,5.8,28.95
422,,Kevin Rocheteau,0,0,10.44,73.94,3,100
423,,Hassane Bandé,0,0,5.26,80,2.21,50
424,,Clement Billemaz,0.09,0.09,16.5,60.88,4.23,33.33
425,,Samy Benchama,0.03,0,28.37,79.76,4,51.82
426,,Ahmad Toure Ngouyamsa,0,0,11.09,71.31,1.27,43.48
427,,Xande Silva,0.09,0.09,16.63,72.56,4.69,43.75
428,,Ousseynou Thioune,0.04,0.04,34.29,82.29,5.71,39.33
429,,Samuel Grandsir,0,0,24.21,81.71,7.36,46.15
430,,Kelyan Guessoum,0.03,0.03,32.86,82.9,3.79,39.6
431,,Steve Ambri,0.07,0.07,12.43,75.86,2.29,33.33
432,,Moussa Koné,0,0,6.33,76.97,1.42,30.77
433,,Nesta Elphege,0,0,17,71.57,5.33,0
434,,Lenny Pintor,0.1,0,9.95,77.51,2.24,75
435,,Yassine Benrahou,0.11,0.11,20.78,74.87,4.78,28.57
436,,Check Oumar Diakité,0.09,0,15.45,76.47,3.18,27.27
437,,Nguyễn Quang Hải,0.08,0,5.17,62.9,1.42,22.22
438,,Joris Sainati,0,0,38.73,75.7,2.86,35.14
439,,Dembo Sylla,0,0.03,16.67,77,3.33,52.94
440,,Antoine Joujou,0.06,0.06,8.94,73.03,2.35,71.43
441,,Lebogang Phiri,0.06,0,22.47,89.53,5.18,68.42
442,,Sofiane Boudraa,0.14,0.14,12.57,73.86,3.29,44.44
443,,Youssouf Assogba,0,0,25.08,82.72,2.67,37.14
444,,Mathis Picouleau,0.04,0.04,26.35,78.39,4.27,40.58
445,,Mohamed Yattara,0.05,0,13.05,72.41,3.35,63.64
446,,Dylan Durivaux,0,0,39.53,81.36,4.68,38.6
447,,Joris Moutachy,0.11,0,34.3,80.56,4.78,42.57
448,,George Ilenikhena,0,0,4.82,73.17,1.53,50
449,,Amine Talal,0,0,12.4,75,3.9,100
450,,Saël Kumbedi,0.25,0.25,17.25,86.96,2,50
451,,Jason Pendant,0.06,0.03,34.75,76.35,6.09,37.13
452,,Abdoulie Sanyang,0.03,0.03,14.17,72.47,4.27,61.11
453,,Sessi D'Almeida,0,0,25.91,82.8,3.57,52.83
454,,Mohamed Amine Sbai,0.15,0.11,16,69.91,4.93,47.92
455,,Roger Assalé,0.06,0,5.24,74.16,1.47,50
456,,Warren Caddy,0,0.05,13.1,69.85,3.9,50
457,,Antoine Valerio,0.2,0.12,11.8,69.49,1.88,29.09
458,,Francois Lajugie,0,0,37.51,70.22,5.43,27.1
459,,Amadou Sagna,0.16,0.14,17.57,73.85,5.27,60
460,,Yann Boé-Kane,0,0.05,15.14,80.48,2.59,71.88
461,,Aeron Zinga,0.07,0.07,6.93,68.27,1.93,50
462,,Arthur Atta,0.13,0,17.31,78.34,3,68.75
463,,Boubacar Fall,0,0,23,73.91,0,25
464,,Yohan Cassubie,0,0,6,83.33,3,0
465,,Martin Lecolier,1,0,11,81.82,3,0
466,,Abdoulaye Sidibe,0,0,7,57.14,3,0
467,,Malick Mbaye,0,0,2,75,0.5,0
468,,Maidine Douane,0,0,11,100,4.5,100
469,,Tyron Tormin,0,0,9,88.89,3.75,0
470,,Noe Lebreton,0,0,6,91.67,1.83,0
471,,Setigui Karamoko,0,0,11.43,85,0.29,33.33
472,,Sébastien Cibois,0,0,24.5,58.67,2.38,42.96
473,,Xhuliano Skuka,0,0,1.89,52.94,0.22,0
474,,Hermann Tebily,0.09,0,2.18,66.67,0.55,0
475,,Anthony Roncaglia,0,0,11.73,76.7,1.2,72.22
476,,Gaëtan Paquiez,0.05,0,30,74.55,4.45,33.33
477,,Samuel Essende,0.04,0.04,11.96,76.42,3.39,66.67
478,,Owen Gene,0,0,20.71,87.93,4.08,57.69
479,,Joseph Mendes,0,0.05,7.5,66.06,1.77,66.67
480,,Warren Tchimbembé,0,0.05,9.36,80.1,1.86,46.15
481,,Landry Nomel,0.07,0,10.13,74.34,2.47,75
482,,Pape Ibnou Ba,0,0,14.89,67.16,3.11,50
483,,Yanis Merdji,0,0,11.61,71.08,1.96,71.43
484,,Yoël Armougom,0.1,0.05,28.7,81.53,5.05,46.15
485,,Abzi Diyaeddine,0.07,0.03,20.66,69.28,2.72,35.63
486,,Saikou Touray,0.04,0.08,26.5,81.57,4.96,49.23
487,,Elías Már Ómarsson,0,0.08,4.25,76.47,1.58,0
488,,Loris Néry,0,0,19.67,79.66,2.67,64.29
489,,Alexis Sauvage,0,0,27.29,59.79,1.06,38.61
490,,Kassoum Ouattara,0,0,33.64,75.14,6.27,35.9
491,,Alois Confais,0,0,14.55,83.75,3.09,33.33
492,,Ilyes Hamache,0.06,0,19.06,76.56,6.09,36.84
493,,Marius Noubissi,0,0,11.22,67.33,3.17,60
494,,Abdoulaye Bakayoko,0,0,35.22,81.7,2.67,25
495,,Kader N'Chobi,0.1,0.14,5.17,76,1.52,100
496,,Yann Kitala,0.03,0.13,4.81,67.53,1.06,0
497,,Andy Pembélé,0.17,0.06,4.89,80.68,1.78,50
498,,Eliezer Mayenda,0,0,3.53,69.81,1.2,100
499,,David Gomis,0.08,0.08,9.75,86.32,2.42,80
500,,Jérôme Prior,0,0,24.91,50.73,0.91,35.1
501,,Roli Pereira de Sa,0,0,12.13,87.91,2.33,66.67
502,,Ange Chibozo,0.17,0.13,9.04,81.25,3.57,69.23
503,,Fabien Centonze,0,0,26,76.92,4,22.22
504,,Hamza Mouali,0,0,12.83,84.42,1.83,57.14
505,,Grégory Coelho,0,0,11.88,73.68,2,36.36
506,,Joseph N'Duquidi,0,0,8.93,78.4,1,64.29
507,,Alberth Elis,0.13,0.06,9.88,73.42,4.06,28.57
508,,Lenny Joseph,0.03,0,6.07,71.02,1.17,71.43
509,,Ibrahima Baldé,0.1,0.1,11.15,68.16,3.6,50
510,,Anthony Robic,0.06,0,6.75,78.7,1.81,80
511,,Jodel Dossou,0,0,9.86,77.54,3.93,60
512,,Jung-Bin Park,0,0,4.71,72.73,1.43,100
513,,Steven Nsimba,0,0,4.71,75.76,2,33.33
514,,Ryan Ferhaoui,0,0.07,10,75.71,2.79,66.67
515,,Rayan Nasraoui,0,0,5,80,1,0
516,,Andy Logbo,0,0,5,60,1.5,0
517,,Lucas Rocrou,0,0,0.67,100,0.33,0
518,,Nathan Monzango,0,0,16.5,75.76,3,0
519,,Aboubacar Lô,0,0,1,80,0,0
520,,Walid Jarmouni,0,0,8.67,67.31,2.5,0
521,,Godwin Bentil,0,0,8.7,65.52,1.3,0
522,,Kevin Farade,0.2,0.1,6.2,64.52,1.8,100
523,,Idrissa Camara,0.05,0,6.73,65.54,1.64,37.5
524,,Ylan Gomes,0,0,2.6,84.62,0.6,0
525,,Théo Le Normand,0,0,5,70,0.5,40
526,,Emeric Depussay,0.08,0,6,68.06,0.92,37.5
527,,Sebastian Ring,0.04,0.04,20.19,82.29,4.65,46.34
528,,Rémy Duterte,0,0.09,12.36,75,2,41.18
529,,Arnold Temanfo,0.03,0,22.12,71.14,3.18,34.62
530,,Justin Smith,0,0,5.67,76.47,1.17,25
531,,Martin Adeline,0,0,23.57,78.79,6.86,45.45
532,,Yohann Thuram,0,0,20.71,63.45,0.43,44.21
533,,Walid Nassi,0,0,6.86,72.19,1.77,14.29
534,,Jean-Jacques Rocchi,0.04,0,9.62,66,2.42,32.26
535,,Bradley Matufueni M'bondo,0,0,29.71,87.98,1.64,38.46
536,,Zaydou Youssouf,0,0,25,84,5,100
537,,Sanasi Sy,0,0,4,100,0,0
538,,Mathis Touho,0,0,0,0,0,0
539,,Edson Ceita,0,0,3,100,0,0
540,,Matteo D'Antona,0,0,7,85.71,2,0
541,,Sambou Yatabaré,0,0,4,62.5,1,0
542,,Darnell Bile,0,0,1.5,100,1,0
543,,Marius Zampa,0,0,3,100,1,0
544,,Jean Onana,0,0,27,81.48,3.67,76.92
545,,Papa Ndiaga Yade,0,0,4.33,69.23,1.33,100
546,,Mokrane Bentoumi,0.33,0,8.67,80.77,2.33,50
547,,Madou Toure,0,0,10,83.33,0.33,100
548,,Isaac Tshipamba,0,0,5.67,70.59,1.33,0
549,,Christ Makosso,0,0,41,83.41,2,34.38
550,,Antoine Batisse,0,0,31.82,79.43,2,29.63
551,,Leon Delpech,0.07,0,10.4,80.77,2.13,33.33
552,,Cheick Traoré,0.03,0,28.55,75.72,5.38,29.91
553,,Abiezer Jeno,0,0,16.25,73.46,2.5,56
554,,Kevin Tapoko,0,0,14.3,76.57,2.2,58.33
555,,Samuel Ntamack Ndimba,0.11,0,7.89,71.83,2.22,25
556,,Sebastien Da Silva,0,0,3.5,50,1,50
557,,Stefan Bajić,0,0,31.27,47.97,1.18,29.08
558,,Nolan Galves,0,0,47.75,83.25,9.25,47.62
559,,Logan Delaurier-Chaubet,0.05,0,9.19,76.17,2.86,28.57
560,,Nacim El Hassani,0,0,16.67,86,2,50
561,,Theo Bouchlarhem,0,0,1.67,80,0.33,0
562,,Souleymane Diarra,0,0,21,82.25,3.27,64.29
563,,Lys Mousset,0,0.18,15.45,71.76,5.27,75
564,,Jibril Othman,0,0,5.5,72.73,2.5,0
565,,Sidi Cissé,0,0,1.5,100,1,0
566,,Marius Ros,0,0,20,85,6.5,42.86
567,,Matteo Rabuel,0,0,18.4,79.89,0.9,34.48
568,,Mathys Saban,0,0,10,73.33,4,0
569,,Vicky Kiankaulua,0,0,4.5,88.89,3,0
570,,Florian Michel,0,0,16.5,72.73,2,56.25
571,,Yacine El Amri,0,0,6.14,53.49,1.29,0
572,,Redda Benchaa,0,0,69,92.75,2,42.86
573,,Salifou Soumah,0,0,8,87.5,2,0
574,,Simon Ebonog,0,0,2,50,1,0
575,,Théo Pionnier,0,0,4,100,1,0
576,,David Tebili,0,0,0,0,0,0
577,,Loick Lespinasse,0,0,5,80,1,0
578,,Iyad Mohamed,0,0,3.67,90.91,1,0
579,,Hady Camara,0,0,26,82.05,1,55.56
580,,Sofiane Alakouch,0,0,3.2,75,1.4,0
581,,Salim Ben Seghir,0.06,0.06,10.5,67.72,2.83,58.33
582,,Oumar Ngom,0,0,18.63,76.51,3,50
583,,Ousmane Ba,0,0,16,61.25,0.4,37.5
584,,Anthony Musaba,0,0,6.57,80.43,2.57,0
585,,Andreas Hountondji,0,0,9.29,70.77,2.86,50
586,,Noa Savignac,0,0,2.33,42.86,0.67,0
587,,Damon Bansais,0.2,0.2,21.6,64.81,2,17.65
588,,Kevin Perrot,0,0,6.4,71.88,1.4,66.67
589,,Guilain Zrankeon,0,0,4,50,0,0
590,,Hamza Sbai,0,0,38,81.58,4,57.14
591,,Marc Paget,0,0,24,79.17,3,0
592,,Boubacar Diakhaby,0,0,2,50,1,0
593,,Florian Bianchini,0,0,7.67,82.61,4,100
594,,Jonathan Gonçalves,0,0,5.33,50,0.17,12.5
595,,Marc-Aurele Caillard,0,0,9.5,68.42,1,37.5
596,,Pierrick Cros,0,0,49.5,85.86,3,38.46
597,,Naomichi Ueda,0,0,17,52.94,0,40
598,,Etienne Green,0,0,17.13,74.45,0.38,41.38
599,,Hillel Konaté,0,0,34,64.71,0.5,34.29
600,,Dongo Da,0,0,46,90.22,4.5,46.15
601,,Daylam Meddah,0,0,30.17,93.37,3,81.25
602,,Pape Diallo,0,0,5,60,1,0
603,,Cheikh Fall,0,0,3,66.67,0,0
604,,Julien Megier,0,0,63,92.06,0,33.33
605,,Jonathan Ruque,0,0,22.33,58.21,4.33,36.36
606,,Bachirou Yaméogo,1,1,2,50,1,50
607,,Noah Raveyre,0,0,7,28.57,0,28.57
608,,Pierre Bardy,0,0,5,80,0,0
609,,Nobel Mendy,0,0,1,100,1,0
610,,Mathieu Cachbach,0,0,1,100,0,0
611,,Florian David,0,0,0,0,0,0
612,,Yanis Lhéry,0,0,0,0,0,0
613,,Maguette Diongue,0,0,3,33.33,0,0
614,,Zakaria Bengueddoudj,0,0,1,0,0,0
615,,Francois-Xavier Fumu Tamuzo,0,0,32,62.5,7,0
616,,Amadou Samoura,0,0,1,100,0,0
617,,Junior Mendes,0,0,1,100,1,0
618,,Allan Nengoue,0,0,4,100,1,0
619,,Lilian Raillot,0,0,0.5,0,0,0
