Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls,Appearances,Age Range,Position
Richard Mina,0,0,0,0.08,0,0,1,0.69,0,3.08,0,0.46,0,0,41.08,85.77,2.31,46.24,0,0.31,0,0,0.54,0.23,0.54,0,62.5,44.87,0.15,1.85,13,1,2
Jimmy Evans,0.07,0.11,35.71,1.15,0,0,0.63,0.22,0,0.07,0,0.26,0.11,0.15,9.74,77.19,2.93,60,0,0.04,0,0,0.89,0.15,0.26,0.04,37.5,48.56,2.11,1.37,27,1,3
Kevin Velasco,0,0,0,0.17,0,0,0.83,0,0,0,0,0,0,0,4.33,69.23,1.83,33.33,0,0,0,0,0.33,0,0,0,0,72.73,0.5,0.17,6,1,3
Enzo López,0.15,0.12,100,0.88,0,0,0.15,0.15,0,0.08,0,0.12,0,0.04,7.12,65.95,1.15,50,0,0,0,0,0.54,0.12,0.08,0,41.3,39.29,0.27,0.69,26,2,4
Jean Carlos Estacio,0,0,43.75,1,0,0,0.91,0.52,0.04,0.48,0,0.48,0,0,30,81.3,6,61.45,0,0.22,0,0,0.65,0.13,0.17,0,35.71,41.73,0.87,1.22,23,2,3
Jose Caicedo,0,0,50,0,0,0,0.57,0.29,0,1.43,0,0.14,0.14,0.14,9.57,70.15,1.29,18.18,0,0,0,0,0.43,0,0,0,85.71,61.54,0.57,0.29,7,1,3
Henry Patta,0.04,0.15,55,1.3,0,0,0.81,0.37,0,0.22,0,0.33,0.07,0,17.48,78.18,4.33,58.73,0,0,0,0,0.81,0.07,0.15,0,20,47.06,0.74,0.78,27,3,3
Darwin Torres,0,0,50,0,0,0,1.14,1.5,0,3,0.07,0.29,0.14,0.07,57.5,87.7,2.71,60.28,0,0.07,0,0,1.57,0.21,0.14,0.07,52.78,62.86,0.57,0.21,14,3,2
Michael Rangel,0,0.14,50,1.57,0,0,0,0.14,0,0.29,0,0,0.14,0,7.86,67.27,2.71,50,0,0,0,0,0.71,0,0,0,50,48.78,0.43,0.57,7,3,4
José Hernández,0,0,50,0.07,0,0,2.21,1.5,0.07,1.43,0,0.57,0,0,22.29,78.53,3.71,29.03,0,0.14,0,0,1.21,0.14,0.14,0,66.67,61.95,1.07,0.71,14,2,2
Jorge Pinos,0,0,66.67,0.05,0,0,0,0,0,0.68,0.05,0,0,0,25.5,66.67,2.14,43.96,3,0.27,0.27,0,1.23,0.18,0.14,0.05,50,62.5,0.09,0.05,22,3,1
Alejandro Gabriel Quintana,0.13,0,25,0.75,0.13,0,0.38,0,0,0.13,0,0.13,0.25,0.13,5.25,64.29,1.75,66.67,0,0,0,0,0.13,0,0.13,0,28.57,26.32,0.25,1.25,8,3,4
John Medina,0,0,66.67,0.38,0,0,2.13,0.63,0,2.63,0,0.38,0,0,21.75,73.56,3.25,52.78,0,0.25,0,0,1,0.25,0.38,0,71.43,54.55,0.13,1.75,8,3,4
Ariel Almagro,0.06,0.12,30,0.94,0,0,1.82,0.76,0,0.88,0,0.82,0,0,18.53,74.92,3.35,48.28,0,0.06,0,0,0.88,0.06,0.06,0,18.18,50.39,1.47,0.94,17,1,3
Walter Chavez,0,0,100,0,0,0,0.04,0,0.07,0.39,0,0.04,0,0,25.11,58.32,1.71,38.41,2.32,0.32,0.29,0,0.89,0.11,0.29,0,57.14,60,0.11,0.07,28,2,1
Diego Hurtado,0.07,0.07,100,0.36,0.07,0,0.21,0,0,0.07,0,0.07,0,0,3.07,76.74,1.07,100,0,0,0,0,0.14,0,0,0,46.67,56.67,0.43,0.21,14,2,4
Wilker Ángel,0,0,0,0.27,0,0,0.64,1.09,0,4.36,0,0.09,0,0,32.27,80.85,0.82,52.33,0,0.36,0,0,0.91,0.27,0.18,0.09,60.87,52,0.55,1.27,11,2,2
Cristian Martínez,0.12,0.04,31.58,0.92,0.08,0,0.5,0.04,0,0.19,0,0.08,0.08,0.12,14.04,81.64,4.85,56.25,0,0.04,0,0,0.69,0.04,0.19,0,29.17,31.93,0.46,1.19,26,3,4
Marco Alexander Carrasco Bonilla,0.14,0,50,0.29,0,0,1.5,0.5,0,0.71,0,0.5,0,0,15.64,75.8,3.36,41.94,0,0,0,0,0.79,0.07,0.21,0,42.86,60.94,0.93,0.21,14,2,2
Ronny Biojo,0,0,88.89,0.18,0,0,0.47,1.18,0.12,3.18,0,0.24,0,0,27.65,80.64,2.18,53.15,0,0.12,0,0,0.71,0.29,0,0,54.55,53.42,0.65,0.94,17,1,2
Darwin Estuardo Quilumba Diaz,0,0,25,0.11,0,0,0.61,1,0,3.5,0,0.22,0.06,0,26.33,79.54,1.67,53.78,0,0.17,0,0,1,0.11,0.39,0,61.54,52.56,0.72,1,18,3,2
Marco Montaño,0,0,42.86,0.63,0,0,1.59,0.52,0,1.22,0,1.04,0.04,0,27.33,77.91,4.85,51.67,0,0.22,0,0,0.96,0.19,0.3,0.04,36.84,50.61,1,1.04,27,3,2
Adonis Preciado,0.14,0.05,41.46,0.95,0,0,0.86,0.45,0,0.05,0,0.09,0.09,0.14,12.18,72.01,3.23,63.64,0,0.05,0,0,0.55,0.05,0.23,0.09,71.43,55.97,1.5,1.27,22,2,3
Alex Rangel,0.05,0,33.33,0.41,0.05,0,2.68,0.64,0,2.55,0,0.64,0,0,21.86,71.1,2.68,33.61,0,0.14,0,0,0.91,0.14,0.36,0,48.28,57.14,0.77,1.45,22,1,2
Romario Caicedo,0,0,46.15,0.62,0,0,0.96,0.81,0.04,0.92,0,0.19,0.08,0.08,32.23,77.8,6.81,46.99,0,0.42,0,0,0.77,0.12,0.15,0,55.26,52.94,1.23,1.27,26,3,2
Patrickson Delgado,0,0.33,33.33,1.33,0,0,0.83,0.5,0,0.5,0,0.17,0.17,0.17,16.83,89.11,5.5,42.86,0,0,0,0,0.17,0.33,0.17,0,33.33,47.83,0.5,0.67,6,1,3
Bryan Elian Vinan Rodriguez,0,0,0,0.78,0,0,0.67,0,0,0.11,0,0.11,0.11,0.11,5.78,75,1.33,60,0,0,0,0,0.11,0,0,0,80,45.16,0.44,0.44,9,1,3
Derlis Mereles,0,0,100,1,0,0,0,0,0,0,0,0,0,0,4,50,0,0,0,0,0,0,0,0,0,0,100,75,1,0,1,2,3
Álvaro Preciado,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,55.56,2,0,0,0,0,0,0,0,1,0,0,66.67,1,1,1,2,1
Guillermo Rendón,0,0,100,0,0,0,1,0,0,0,0,0,0,0,8,75,1,0,0,0,0,0,0,0,0,0,0,66.67,0,0,1,1,2
Marcos Olmedo,0,0,100,0,0,0,1.5,0.5,0,0,0,1,0,0,32.5,92.31,6,50,0,0,0,0,0.5,0,0,0,0,50,0.5,0.5,2,1,3
Jeremy Mina,0,0,0,0,0,0,0.5,1.5,0,1,0,0.5,0,0,9,77.78,1,50,0,0,0,0,0.5,0,0,0,0,33.33,0,0.5,2,1,3
Ronal de Jesus,0,0,0,0.33,0,0,0,0.67,0,0,0,0,0,0,2.67,62.5,0.67,0,0,0,0,0,0,0,0,0,0,100,0.33,0,3,3,3
Ariel Aguas,0,0,0,0.14,0,0,0.71,0.86,0,2,0,0.14,0,0,16.57,68.97,2.43,39.13,0,0.14,0,0,0.71,0.14,0.29,0,100,65.38,0.86,1,7,1,3
Ivan Becker,0,0,66.67,0.22,0,0,0.67,0.56,0,0.56,0,0.56,0.11,0,16.11,71.72,3.11,59.09,0,0,0,0,0.33,0,0.11,0,50,42.5,0.67,1.22,9,2,3
Keny Arroyo,0,0,100,0,0,0,0,0,0,0,0,0,0,0,15,86.67,4,0,0,0,0,0,1,1,0,0,0,100,1,0,1,1,4
Jairo Reyes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,81.82,4,100,0,0,0,0,1,0,0,0,0,50,1,1,1,1,3
Jackson Rodríguez,0,0,0,0.25,0,0,0.25,0.63,0,0.88,0,0.38,0.13,0,21.13,77.51,3.88,38.1,0,0.13,0,0,0.13,0,0.25,0,54.55,45.71,1,0.88,8,2,3
Maikel Valencia,0,0,70,0.95,0,0,0.91,0.41,0,0.23,0,0.23,0.05,0,21.32,80.81,5.18,55.77,0,0,0,0,0.64,0.18,0.14,0,30.77,51.35,1.18,1.05,22,1,3
Mauricio Alonso,0.03,0,55.56,1.17,0,0,0.62,0.21,0,0.28,0,0.48,0.03,0,18.21,81.25,4.62,68,0,0,0,0,1.03,0.17,0.24,0,43.75,49.25,1.31,1,29,2,3
Cristian Pellerano,0.05,0,66.67,0.62,0,0,0.76,0.29,0,0.24,0,0.62,0,0,31.38,86.49,7.05,70.27,0,0.05,0,0,0.57,0.05,0.48,0,0,45.45,0.33,0.48,21,3,3
Marlon Medranda,0,0.05,42.86,0.5,0,0,1.68,0.95,0.05,1.5,0,0.36,0,0,23.09,72.83,2.86,38.32,0,0.14,0,0,0.68,0.09,0.27,0.05,62.79,60,0.91,1.18,22,1,2
Bryan Carabalí,0,0,72.73,0.82,0,0,1,1.06,0,0.71,0,0.76,0.06,0.06,19,79.88,5.06,47.06,0,0.24,0,0,0.35,0.12,0.24,0,40,48.11,1.06,1.06,17,2,2
Ronny Borja,0.08,0,60,1.67,0,0,1.5,0.33,0,0.17,0,1.58,0,0,19.25,72.73,4.75,47.27,0,0.08,0,0,1,0.08,0.25,0,50,42.53,0.75,1.5,12,1,3
Carlos Feraud,0,0,50,0.79,0,0,0.43,0.14,0,0,0,0.21,0,0,15.64,78.54,5,44.12,0,0.07,0,0,0.57,0,0,0,33.33,55.56,0.5,0.43,14,3,3
Rodrigo Rivas González,0.13,0.17,35.29,1.52,0.04,0,0.22,0.04,0,0.22,0,0.09,0.13,0.09,8.09,75.27,2.83,50,0,0,0,0,0.48,0.22,0.17,0,41.67,35.42,0.87,1.22,23,2,4
Ariel Garcia,0,0,57.14,0.08,0,0,0.5,1.17,0,2.33,0,0.25,0,0,21.5,71.32,3,39.34,0,0.25,0,0,0.58,0.08,0.08,0,68.75,54.76,0.17,0.5,12,2,2
Bruno Téliz,0.05,0.05,60,0.71,0.05,0,1.29,0.57,0,0.81,0,0.86,0.05,0.05,23.71,82.93,5.62,64.29,0,0.05,0,0,1.24,0.1,0.1,0.05,64.71,47.52,1.1,1.67,21,3,3
Andres Campas,0.1,0.1,0,0.2,0.1,0,1.2,1.9,0.1,2.2,0,0.6,0,0,32.3,78.64,2.2,45.21,0,0,0,0,1.4,0.2,0.1,0,45,45.65,0,0.7,10,3,2
Mario Pineida,0,0,45.16,0.55,0,0,1.55,0.7,0.05,1.05,0,0.65,0.05,0,30.85,78.61,6.1,56.32,0,0.25,0,0,0.7,0.05,0.45,0,59.26,52.2,1.1,1.3,20,3,2
Pablo Cifuentes,0.04,0.04,100,0.22,0,0,0.89,1,0.04,5.3,0.04,0.48,0,0,24.19,75.04,1.52,46.71,0,0.22,0,0,1.04,0.19,0.33,0,58.49,51.82,0.56,1.15,27,3,2
José Luis Angulo,0,0,100,0,0,0,0,0,0.13,1.06,0,0,0,0.06,22.81,54.79,2.19,33.04,2.94,0.19,0.25,0,1.38,0.19,0.19,0.06,75,70,0.25,0.13,16,2,1
Erick Castillo,0.13,0.17,58.33,1.57,0,0,0.48,0,0.04,0.22,0,0.26,0.04,0,13.35,75.57,4.04,48,0,0,0,0,0.65,0.04,0.17,0.09,35,46.02,0.57,0.57,23,2,4
Bryan Tana,0.05,0,42.86,1.11,0,2.63,1,0.74,0,0.32,0,1.11,0.16,0.11,24.05,68.71,5.79,49.5,0,0.05,0,0,1.21,0.11,0.11,0.05,64.29,42.61,0.95,1.79,19,2,3
Enson Rodriguez,0.07,0,71.43,0.36,0,0,0.14,0,0,0.21,0,0,0.07,0.07,5.57,60.26,1.79,47.37,0,0,0,0,0.14,0.07,0.14,0,50,45,0.71,0.64,14,3,3
Henry Mercado,0,0,71.43,0.5,0,0,1.67,0.67,0,1.33,0,0.5,0,0,16,72.92,1.67,40,0,0.17,0,0,1,0,0.33,0,50,66.67,1.17,0.83,6,2,2
Janus Vivar,0,0,36.36,1,0,0,0.88,0.38,0,0.13,0,0.25,0,0,12.88,86.41,4.25,85.71,0,0,0,0,0.38,0,0,0,0,36.84,0.38,0.63,8,2,4
Rodrigo Melo,0,0.04,61.11,0.52,0,0,1.85,1.44,0,1.63,0,0.81,0,0,46.52,80.73,6.07,49.45,0,0.22,0,0,1.04,0.22,0.22,0.07,52.27,47.83,0.56,1.48,27,2,3
Jonathan Borja,0.07,0,65,1.2,0,0,0.33,0.13,0,0,0,0.4,0,0,13.07,81.63,4.73,50,0,0,0,0,0.4,0.07,0.13,0,33.33,47.83,0.8,0.73,15,2,3
Enzo Ariel Fernandez,0,0.14,100,0.29,0,0,0.57,0,0,0.14,0,0.14,0,0.14,6.71,61.7,1.43,58.33,0,0,0,0,0.57,0,0,0,0,62.5,0.43,0.29,7,3,4
Roberto Garcés,0.19,0.04,40,0.81,0.04,0,0.85,0.81,0,1.26,0,0.26,0.04,0,34.41,81.7,6.74,55.91,0,0.15,0,0,1.11,0.15,0.22,0.04,29.03,41.48,0.74,1.22,27,2,3
Fidel Martínez,0.2,0.1,50,0.3,0,0,0.3,0,0,0.1,0,0.2,0,0.1,9.1,80.22,2.3,72.73,0,0,0,0,0,0,0.3,0,40,39.13,0.3,0.4,10,3,3
Leonardo Villagra,0.11,0,33.33,0.67,0,0,0,0.11,0,0.22,0,0.11,0,0,2.56,73.91,0.89,0,0,0,0,0,0,0,0,0,75,35.71,0.11,0.44,9,3,4
Patrik Mercado,0.09,0,81.25,0.7,0,0,0.52,0.13,0,0.09,0,0.39,0,0,16.57,91.6,5.13,73.81,0,0.04,0,0,0.3,0.09,0.22,0.04,50,46.39,0.61,1.22,23,1,3
Diego Ávila,0.14,0.07,0,1,0.07,0,0.07,0,0,0,0,0.14,0,0,4.07,71.93,1.21,50,0,0,0,0,0.29,0.07,0.07,0,37.5,29.73,0.29,0.64,14,2,4
Rommel Tapia,0.08,0,58.33,0.65,0,0,1.08,0.46,0,0.23,0,0.81,0,0,27.77,82.69,4.69,52.08,0,0,0,0,0.77,0.12,0.08,0,33.33,45.86,0.81,0.85,26,3,3
Jhon Narvaez,0,0,54.55,0.17,0,0,2.35,0.74,0.09,2.22,0.04,0.43,0,0,21.13,76.54,1.43,44,0,0.09,0,0,1,0.09,0.17,0,21.05,55.47,0.52,1.13,23,3,2
Charles Vélez,0.04,0.04,44.44,1.69,0,0,0.69,0.58,0.04,0.81,0,0.35,0.08,0.12,32.42,78.41,6.73,55.96,0,0.19,0,0,1.23,0.12,0.27,0.04,56.25,41.78,0.65,1.38,26,2,3
Óscar Quiñónez,0.04,0,64.29,0.52,0.04,0,0.92,1.24,0,2.92,0,0.16,0.08,0.04,34.44,67.25,3.72,35,0,0.24,0,0,0.76,0.28,0.16,0.08,75.93,63.4,1,1.28,25,1,2
Glendys Mina,0,0,33.33,0.28,0,0,1.36,0.64,0.04,1.4,0,0.4,0.12,0,27.96,76.39,5.12,37.35,0,0.2,0,0,0.92,0.24,0.16,0.04,55.26,54.41,0.52,0.72,25,2,2
Dany Coronel,0.12,0.2,28.57,1.28,0,0,0.2,0.16,0,0.24,0,0.16,0,0,10.84,73.8,3.56,59.09,0,0.08,0,0,0.52,0.2,0,0,28.3,34.85,0.8,0.92,25,1,4
Angelo Mina,0,0,40,0.16,0,0,1.42,0.68,0,0.42,0,0.74,0.05,0,20.95,84.92,3.58,59.09,0,0.16,0,0,0.32,0,0.26,0,59.09,50,1,1.32,19,1,3
Orlin Quinonez,0,0,37.5,0.22,0,0,1.44,1.06,0,1.11,0,0.61,0.06,0.06,21.5,63.31,4.44,31.97,0,0.17,0,0,1,0,0.17,0,48.39,48.57,0.39,1.17,18,2,2
Stalin Morocho,0.08,0.08,25,0.73,0.08,0,0.69,0.31,0,0.31,0,0.42,0.08,0,17,74.43,3.85,54.41,0,0.04,0,0,0.96,0.08,0,0,70,55.48,1.38,0.54,26,2,3
Bryan Rivera,0,0,64.29,0.19,0,0,1.23,1,0,1.5,0,0.38,0.08,0.08,26.88,71.24,4.38,32.74,0,0.23,0,0,0.85,0.12,0.38,0,62.5,52.21,0.38,1.23,26,2,2
Pedro Perlaza,0,0,53.13,0.38,0,0,1.05,0.71,0,1.05,0,0.52,0.1,0.1,22.05,76.46,4,42.86,0,0.24,0,0,0.86,0.05,0.14,0.1,42.11,52.45,1.33,0.76,21,3,2
Jhon Sánchez,0.09,0.09,62.5,1,0,0,0.23,0.27,0.05,0.09,0,0.27,0.09,0.14,12.05,76.6,3.14,38.89,0,0,0,0,0.45,0.09,0.18,0.05,25,40,0.59,0.73,22,1,4
Jhoanner Chávez,0.13,0.13,57.14,1.13,0,0,0.53,0.27,0,0.33,0,0.33,0.07,0,20.4,86.6,5.13,58.82,0,0.13,0,0,0.27,0.07,0.33,0,42.86,35.48,0.47,1.53,15,1,2
Allen Obando,0.17,0,0,0.83,0.17,0,0,0,0,0.33,0,0,0,0,6.83,60.98,1.33,50,0,0,0,0,0.17,0,0.33,0,50,33.33,0.17,0.67,6,1,4
Jairon Charcopa,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,3.33,80,2.33,0,0,0,0,0,0,0,0,0,100,33.33,0.33,0.33,3,1,4
Kevin Mercado,0,0.17,50,1.5,0,0,0,0,0,0,0,0.17,0.17,0,7.33,61.36,1.83,0,0,0,0,0,0.5,0,0,0,66.67,41.67,0.83,0.67,6,2,3
Robinson Requene,0,0,47.06,0.47,0,0,1.59,0.41,0,1.24,0,0.35,0,0,16.76,74.39,3.12,36.84,0,0.18,0,0,0.71,0.12,0.24,0,25,51.14,0.53,0.88,17,3,2
Daniel Patino,0,0,20,0.39,0,0,1.74,1.04,0,0.96,0,0.52,0.13,0,13.91,62.81,3.39,29.33,0,0.09,0,0,0.96,0.04,0.22,0,38.46,47.86,0.65,1.35,23,2,2
Carlos Cuero,0.08,0.04,46.15,0.46,0,0,1.08,0.63,0.04,1.17,0,0.42,0.13,0.04,25.92,74.76,5.58,43.02,0,0.29,0,0,0.92,0.04,0.42,0,54.29,45.51,1,2,24,2,2
Ronald Briones,0,0,40,0.45,0,0,0.55,0.45,0,0.36,0,0.27,0,0,12,79.55,2.64,53.85,0,0,0,0,0.45,0.09,0.27,0.09,10,48.94,1.09,0.45,11,1,3
Jonathan Bauman,0.08,0.12,57.14,0.72,0.04,0,0.24,0.04,0,0.04,0,0.04,0,0.04,6.32,69.62,2.2,78.57,0,0,0,0,0.24,0.08,0.16,0,41.18,57.14,1.08,0.44,25,3,4
Luis Gustavino,0,0,80,0.37,0,0,1.21,0.58,0,1.74,0,0.84,0,0,23.89,77.09,4.58,29.17,0,0.26,0,0,0.53,0.05,0.32,0.05,54.55,50.43,0.58,1.26,19,1,3
Rommel Cabezas,0,0,100,0.25,0,0,1,1,0,2.5,0,0.75,0,0,12.25,61.22,1,30.77,0,0.5,0,0,0.75,0,0.25,0,85.71,60,0.25,1,4,1,2
Gregori Anangonó,0.05,0.05,34.62,1.18,0,0.41,1.36,0.73,0.09,1.27,0,0.36,0.14,0.05,30.55,77.38,5.86,44.44,0,0.23,0,0,0.91,0.05,0.45,0.09,65.38,49.68,1,1.45,22,2,2
Jesús Preciado,0.07,0.1,37.5,1.14,0.03,0,1.28,0.31,0,0.48,0,0.59,0,0,20.38,76.99,3.97,53.33,0,0.03,0,0,1.45,0.14,0.38,0,40.32,56.18,2.72,1.1,29,2,3
Milton Bolaños,0,0,37.5,0.65,0,0,0.59,1,0,1.06,0,0.65,0,0.06,26.59,75.66,5.18,65.63,0,0.12,0,0,1.12,0.18,0.24,0,42.86,45.59,0.88,0.71,17,3,2
Cristian Enciso,0.05,0,100,0.55,0,0,0.32,1,0.09,3.73,0,0.32,0,0,26.36,69.14,1.55,42.93,0,0.14,0.05,0,1.32,0.14,0.14,0,57.81,53.28,0.82,0.95,22,3,2
Eddie Guevara,0,0,100,0.15,0,0,0.7,1.1,0,3.8,0,0.4,0.05,0,31.9,79.31,2.5,56.79,0,0.25,0,0,1.3,0.15,0.2,0.05,64.15,54.63,0.5,1.1,20,3,2
Edwin Mesa,0,0,48.28,0.36,0,0,1.64,0.92,0.04,1.72,0,0.52,0.04,0,17.8,64.49,2.96,35.29,0,0.12,0,0,1.16,0.2,0.12,0,57.14,60.69,0.68,0.48,25,2,2
José Carabalí,0.04,0.04,34.78,0.65,0,0,1.04,0.83,0.04,0.3,0,0.57,0.04,0,23.43,72.91,7.13,59.52,0,0.13,0,0,0.83,0.13,0.3,0.04,63.16,48.51,1.48,1.35,23,2,3
Segundo Portocarrero,0.04,0.04,58.62,0.42,0.04,0,0.58,0.88,0,0.69,0,0.35,0.08,0.08,18.69,75.51,3.19,31.94,0,0.12,0,0,0.81,0.12,0.12,0.04,68.42,56.74,1.65,1.23,26,2,2
Luis Romero,0,0,0,0.38,0,0,0.88,0.38,0,3.5,0,0.38,0,0,21,76.79,1.13,45.24,0,0,0,0,1,0,0.38,0,66.67,65.12,1.25,0.75,8,3,2
Jostin Alman,0.14,0.33,21.05,1.38,0,0,0.19,0.14,0,0.19,0,0.33,0.14,0,9.95,72.73,3.29,50,0,0,0,0,0.57,0.1,0.1,0,40,39.58,1.29,0.95,21,2,4
Bruno Piñatares,0,0,0,0.17,0,0,0.33,0.39,0,0.56,0,0.06,0.06,0,13.94,76.89,2.11,60,0,0.06,0,0,0.5,0.06,0.22,0,70.59,51.11,0.28,0.83,18,3,3
Carlos Villalba,0.05,0,66.67,0.4,0.05,0,0.8,0.4,0,0.5,0,0.55,0,0,25.95,82.66,3.15,48.08,0,0.15,0,0,0.45,0.1,0.15,0.05,54.17,40.5,0.8,2.05,20,2,3
Federico Vietto,0.1,0.1,100,0.6,0,0,0,0,0,0.4,0,0,0,0,2.9,75.86,0.7,100,0,0,0,0,0.6,0.2,0.1,0,0,28.57,0.1,0.2,10,2,4
Yardely Rodriguez,0,0,37.5,0.32,0,0,1.5,1.14,0.14,3.59,0,0.27,0.05,0,31.18,77.26,2.14,40.83,0,0.14,0,0,1.36,0.27,0.45,0,65.28,62.11,0.77,1.05,22,2,2
Juan Diego Rojas Caicedo,0.06,0,60,0.81,0,0,0.56,0.13,0,0.13,0,0.25,0,0,8.13,77.69,1.5,0,0,0.06,0,0,0.63,0,0,0,50,49.3,1,0.63,16,2,4
Beder Caicedo,0.07,0.07,62.5,0.53,0,0,1.33,0.27,0.07,1.13,0,0.33,0,0,26.73,81.8,5.07,37.5,0,0.13,0,0,0.8,0,0.27,0,66.67,52.11,0.4,1.13,15,3,2
Juan Alvacete,0,0,66.67,0.2,0,0,1.07,0.73,0,3.07,0,0.4,0,0,26.73,75.31,2.53,29.89,0,0.2,0,0,1,0.07,0.13,0,52.94,53.45,0.13,0.67,15,3,2
Klebinho,0.04,0.11,50,0.78,0,0,0.56,0.37,0.04,0.44,0,0.37,0.07,0.07,20.04,82.81,4.22,54.1,0,0.04,0,0,0.85,0.11,0.04,0.04,66.67,61.72,1.56,0.44,27,2,3
Luis Aldair Arroyo Cabeza,0.25,0,0,1,0.25,0,0,0,0,0,0,0,0,0,8.25,75.76,2.5,66.67,0,0,0,0,0.5,0,0,0,33.33,40,1.25,0.5,4,2,4
Jefferson Montero,0,0,36.36,0.31,0,0,0.38,0.08,0.08,0,0,0.38,0.31,0.31,7.46,81.44,2.15,14.29,0,0,0,0,0.62,0.08,0.08,0,0,35.29,0.23,0.46,13,3,3
Erick Zambrano,0,0.25,100,0.5,0,0,1,0.25,0,0.25,0,0.5,0,0,17.75,80.28,4.5,42.86,0,0,0,0,0.25,0.25,0,0,50,57.14,0.5,0.75,4,1,3
Kleber Pinargote Lara,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,37,81.08,0.75,44.19,2.25,0.25,0.25,0,1.25,0,0,0.25,0,50,0.25,0.25,4,1,1
Bleiner Agrón,0,0,80,0,0,0,1.33,0.56,0.11,2,0,0.22,0,0,24.89,73.66,0.78,30.56,0,0.11,0,0,0.89,0,0,0,53.85,60.98,0.22,0.44,9,1,2
Óscar Villalba,0,0,0,1,0,0,0,0,0,0.4,0,0.1,0.1,0,6,63.33,1.7,0,0,0,0,0,0.8,0,0.1,0,47.37,42.86,0.3,0.1,10,3,4
Gustavo Asprilla,0.1,0.3,23.81,1.55,0,0,0.2,0.1,0,0.15,0,0.1,0.15,0.15,6.65,66.17,2.4,25,0,0,0,0,0.7,0.05,0.15,0,29.82,36.29,0.95,0.6,20,2,4
Cristhian Valencia,0,0,33.33,0.62,0,0,1.38,0.76,0.05,0.24,0.05,0.48,0,0,24.24,81.73,4.24,66.15,0,0.14,0,0,0.52,0.1,0.29,0.1,62.5,57.58,1.43,1.24,21,1,3
Wiston Fernández,0,0,32,0.53,0,0,1.03,0.67,0.03,0.93,0.03,0.73,0.07,0.1,32.4,81.48,5.23,48,0,0.13,0,0,1,0.13,0.17,0,72.73,42.19,0.9,1.47,30,2,3
Sergio Quintero,0,0,66.67,0.8,0,0,0.6,0.4,0,0.87,0,0.33,0,0,14.2,82.16,1.4,55.88,0,0,0,0,0.73,0.13,0.2,0,43.75,48.33,0.47,0.67,15,1,3
Davis Camacho,0,0,50,0.1,0,0,0.7,0.6,0,0.1,0,0.5,0,0,6.6,74.24,1.7,55.56,0,0,0,0,0.2,0.1,0.2,0,50,53.33,0.6,0.5,10,2,3
Andres Arroyo,0.13,0,100,0.78,0.13,0,1.26,1.43,0.13,3.7,0,0.57,0,0.04,21.78,57.88,2.22,32.94,0,0.17,0,0,1.43,0.04,0.3,0.17,59.8,53.33,0.7,1.83,23,1,2
Roberto Ordóñez,0.07,0.33,50,0.87,0.07,0,0.2,0.07,0,0.33,0,0.07,0,0,3.93,72.88,1.13,60,0,0,0,0,0.2,0,0,0,45.45,46.81,0.47,0.53,15,3,4
Walberto Caicedo,0.11,0.11,0,1,0.11,0,0.22,0,0,0,0,0,0,0.11,4.67,61.9,0.89,50,0,0,0,0,0.33,0,0,0,27.78,25.81,0.11,0.44,9,3,3
Franco Costa,0.14,0,46.15,0.14,0,0,0.29,0.14,0,0.14,0,0.14,0,0,8,82.14,2.86,20,0,0,0,0,0.29,0,0,0,0,37.5,0.14,0.29,7,3,4
Jose Klinger,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,100,2,0,0,0,0,0,1,0,0,0,0,0,0,0.5,2,1,3
Michael Mieles,0,0,0,1,0,0,0.5,0.5,0,0,0,0,0,0,12.5,76,2,66.67,0,0,0,0,0.5,0,0,0,0,60,1,0,2,1,3
Mathías Solís,0,0,0,0,0,0,0.67,0,0,0.33,0,0.67,0,0,7,80.95,2.67,100,0,0,0,0,0.67,0.33,0.33,0,0,27.27,0.33,1.67,3,1,3
Silvano Estacio,0,0,0,0.33,0,0,0,0,0,0,0,0.67,0,0,6.33,89.47,1,0,0,0,0,0,0,0,0,0,0,0,0,0.67,3,1,3
Armando Calle,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,66.67,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1,1,4
Ariel Fernando Alcivar,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,76.92,4,50,0,0,0,0,1,0,0,0,0,100,0,0,1,1,3
Adrián Bone,0,0,0,0,0,0,0,0,0,2,0,0,0,0,27,62.96,4,45.95,3.5,0,0,0,2,0,0,0,0,0,0,0,2,3,1
Piero Guzmán,0,0,100,0,0,0,0,0.5,0,0,0,0,0,0,4.5,77.78,2.5,0,0,0,0,0,0,0,0,0,0,42.86,1,1,2,1,3
