Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls,Appearances,Age Range,Position
Riccardo Gagno,0,0,100,0,0,0,0.05,0.03,0.05,0.7,0.03,0.08,0,0,29.32,58.62,1.78,38.71,3.27,0.24,0.22,0.03,1.27,0.14,0.05,0,76.92,70.37,0.22,0.05,37,2,1
Riccardo Gagliolo,0.07,0,0,0.57,0.07,0,1.23,1.1,0.07,4.2,0,0.57,0,0,52.63,79.42,3.83,46.3,0,0.3,0,0,0.87,0.13,0.27,0,48.98,54.39,1.3,1.07,30,3,2
Žan Majer,0.03,0,66.67,0.81,0,0,1.74,0.87,0,0.71,0,0.94,0.1,0.1,36.68,83.11,7.84,65.82,0,0.19,0,0,0.81,0.16,0.32,0.03,38.89,47.83,0.65,1.1,31,3,3
Leonardo Pavoletti,0.26,0.26,50,1.65,0.09,0,0.13,0.04,0,0.43,0,0.17,0.04,0,13,64.88,3.61,72.73,0,0,0,0,0.52,0.04,0.13,0,71.19,59.2,0.61,1.48,23,3,4
Andrea Cistana,0.12,0.06,83.33,0.47,0.06,0,1.12,1.41,0,2.88,0,0.47,0,0,46.71,81.86,4.41,50.75,0,0.18,0,0,0.88,0.12,0.12,0,30.61,41.44,0.41,1.06,17,2,2
Filippo Scaglia,0,0,50,0.08,0,0,0.88,1.15,0,5.38,0.04,0.19,0.12,0,44.62,81.47,2.65,53.4,0,0.27,0,0,0.85,0.27,0.08,0.04,61.11,60.92,0.15,0.42,26,3,2
Sauli Väisänen,0.04,0.04,0,0.7,0,0,1.04,1.11,0.04,4.96,0.04,0.15,0,0,40.59,85.13,2.07,48.44,0,0.22,0,0,1.26,0.15,0.22,0.04,63.39,63.16,0.81,0.89,27,2,2
Matteo Cotali,0,0,45.45,0.26,0,0,1.52,1.48,0,1.41,0,0.41,0.07,0.07,39.19,82.51,7.26,27.71,0,0.3,0,0,0.52,0.11,0.26,0,53.33,54.97,1.33,1.67,27,2,2
Manuel Marras,0.07,0.2,55.77,1.27,0,0,3.13,0.93,0,0.93,0,2.13,0.27,0.2,29.4,74.83,9.33,43.48,0,0.27,0,0,0.8,0.2,0.4,0.07,37.04,50.49,1.27,1.13,15,2,3
Elio Capradossi,0,0.06,0,0.63,0,0,1.5,1.31,0,2.63,0.06,0.19,0.06,0.06,43.44,87.19,3.31,63.46,0,0.06,0,0,1,0.13,0.13,0,48.33,53.77,0.25,0.88,16,2,2
Fabian Tait,0.09,0,62.5,0.94,0.03,0,1.65,1.41,0,2.21,0,1.12,0.06,0.03,28.47,76.55,6.47,33.71,0,0.38,0,0,0.56,0.15,0.15,0,67.78,54.21,1.03,1.41,34,2,3
Milan Badelj,0.12,0.04,48.15,0.77,0,0,1.5,1.85,0,1.42,0,1.23,0.04,0.04,56.92,82.57,10.96,52.66,0,0.35,0,0,0.5,0.19,0.15,0.04,58.62,42.29,0.62,1.85,26,3,3
Alessandro Deiola,0.12,0.04,50,1.5,0,0,0.92,0.62,0,1,0,0.62,0.08,0.08,26.15,75.59,4.96,63.78,0,0.12,0,0,0.73,0.04,0.12,0,51.25,50,0.42,0.46,26,2,3
Santiago Visentin,0,0.08,100,0.92,0,0,1.23,1.08,0,3.92,0,0.31,0.08,0,45.23,73.13,2.54,38.76,0,0.46,0,0,0.69,0.23,0.38,0,54.74,53.59,1,1.92,13,1,2
Francesco Di Mariano,0.15,0.3,25.93,1.67,0,0,1.11,0.41,0,0.15,0,0.52,0.26,0.11,17.26,77.25,5.56,44.44,0,0,0,0,0.85,0.11,0.11,0,43.24,54.39,2.63,0.96,27,2,4
Filip Jagiełło,0.12,0,67.65,0.82,0,0,0.71,0.15,0,0.32,0,0.38,0.12,0.06,21.29,81.35,7.41,47.73,0,0,0,0,0.24,0.12,0.03,0,52.78,51.27,0.5,0.38,34,2,3
Pietro Ceccaroni,0.05,0.05,50,0.85,0.05,0,1.2,0.95,0.05,3.5,0,0.3,0.1,0,65.2,85.05,7.45,46.36,0,0.1,0,0,1.15,0.15,0.15,0.05,52.38,51.97,0.4,1.15,20,2,2
Yordan Osorio,0,0,84.62,0.14,0,0,0.89,1.32,0,3.57,0.04,0.29,0,0,49.64,84.46,2.21,41.21,0,0.36,0,0,0.75,0.07,0.11,0,57.48,59.41,0.43,0.57,28,2,2
Tommaso Arrigoni,0.1,0,80,0.63,0,0.48,1.07,0.33,0.03,0.77,0,0.47,0.1,0.07,24.47,80.93,5.27,44.83,0,0.1,0,0,0.6,0.1,0.13,0.03,43.59,53.02,0.73,0.83,30,2,3
Valerio Di Cesare,0.09,0,66.67,0.5,0.03,0,0.62,1.35,0,2.71,0,0.09,0,0,38.03,89.56,0.88,37.35,0,0.32,0,0,0.59,0.18,0.35,0,57.85,57.87,0.53,0.71,34,3,2
Valerio Verre,0.14,0,42.11,1.79,0,0,1.5,0.29,0,0.43,0,1.14,0.14,0.14,35.29,79.55,9.93,58.18,0,0,0,0,1.21,0.14,0.21,0,33.33,41.35,0.79,1.07,14,2,3
Alessio Re,0,0,100,0.5,0,0,0.5,0,0,0,0,0,0,0,5.5,81.82,2.5,0,0,0,0,0,0,0,0.5,0,0,60,0.5,0.5,2,1,4
Romano Perticone,0,0,80,0.17,0,0,1.48,1.22,0,3.91,0,0.13,0.04,0,41.17,75.92,3.3,48.15,0,0.35,0,0,0.87,0.04,0.43,0.04,60.42,63.48,0.74,0.91,23,3,2
Mirko Pigliacelli,0,0,0,0,0,0,0.03,0.05,0,0.61,0.05,0,0,0,32.87,67.89,1.79,43.74,2.97,0.26,0.11,0,1.11,0.18,0,0,92.31,95.24,0.26,0,38,2,1
Matteo Rover,0.14,0.08,47.37,1.5,0,0,1.19,0.72,0,0.83,0,0.67,0.14,0.14,16.69,68.55,4.56,42.65,0,0,0,0,0.5,0.17,0.11,0,43.1,48.28,0.61,0.75,36,1,4
Nicola Pavan,0,0.03,42.86,0.54,0,0,1.31,1.26,0,1.89,0,0.4,0.11,0,31.94,74.06,5.14,45.7,0,0.2,0,0,0.74,0.06,0.23,0,58.87,61.97,1.29,0.8,35,2,2
Luca Strizzolo,0.25,0.03,50,1.25,0.09,0,0.5,0.22,0,0.5,0,0.22,0.13,0,13.38,56.54,3.66,41.67,0,0,0,0,0.75,0.03,0.09,0,49.72,46.64,0.78,1.25,32,3,4
Ivan Marconi,0.1,0.1,83.33,0.55,0.07,0,1.24,1.34,0,3.14,0,0.34,0.03,0.03,44.48,82.95,3.17,44.97,0,0.21,0,0,0.79,0.14,0.28,0.07,63.36,60.09,0.34,1.03,29,3,2
Alessio Vita,0.03,0.03,36,1.03,0,0,1.63,1.09,0,0.91,0,1.43,0.11,0.09,25.74,67.7,6.77,31.52,0,0.17,0,0,0.83,0.06,0.11,0,38.89,50.94,1.94,1.09,35,2,3
Luca Garritano,0.09,0.15,44.83,1.12,0,0,1.09,0.29,0,0.26,0,0.71,0.12,0.15,24.32,76.66,6.59,47.75,0,0,0,0,0.38,0,0.12,0,24.14,42.16,0.65,0.71,34,2,3
Fabrizio Caligara,0.06,0,46.43,1.76,0,0,2.24,1.21,0,1.09,0,1.27,0.12,0.15,28.39,73,5.88,51.92,0,0.09,0,0,0.97,0,0.18,0.03,60.27,53.07,1.67,1.67,33,1,3
Nahitan Nández,0,0.06,45.45,0.94,0,0,1.58,0.48,0.03,0.55,0,1.18,0.24,0.12,32.21,76.58,9.21,49.57,0,0.18,0,0,0.7,0.06,0.27,0,48.68,50.55,2,1.12,33,2,3
Nícolas,0,0,0,0,0,0,0.11,0,0,0.46,0,0,0,0,26.36,62.2,1.21,36.49,2.61,0.21,0.39,0.11,1.14,0.11,0.11,0,88.89,94.12,0.29,0,28,3,1
Lautaro Valenti,0.04,0.04,50,0.75,0,0,1.58,1.46,0,3.04,0.04,0.58,0.04,0.13,52.67,73.81,5.75,33.96,0,0.29,0,0,0.96,0.08,0.25,0.04,58.33,57.38,0.5,0.92,24,1,2
Edoardo Goldaniga,0,0,50,0.44,0,0,0.78,1.83,0,3.39,0,0.44,0,0,44.06,84.24,3.94,61.38,0,0.28,0,0,0.67,0,0.22,0,56.14,53.15,0.67,0.94,18,2,2
Gastón Pereiro,0.11,0,71.43,0.89,0,0,0.22,0,0,0.22,0,0.11,0.11,0.11,12.22,80.91,4.33,70,0,0,0,0,0.33,0,0,0,42.86,50,0.22,0.22,9,2,3
Adrian Šemper,0,0,0,0,0,0,0,0.13,0,0.25,0,0,0,0,31.88,69.02,1.25,41.73,1.88,0.38,0.25,0.13,0.75,0,0,0,100,100,0.38,0,8,2,1
Matteo Solini,0,0,0,0.63,0,0,1.63,0.75,0,4.38,0,0.25,0,0,38.88,76.21,1.5,37.78,0,0.25,0,0,1.25,0,0.13,0,58.62,65.52,1.13,0.88,8,2,2
Dennis Man,0.21,0.21,52.94,1.46,0,0,0.54,0.18,0,0.18,0,0.64,0.14,0.07,24.21,83.92,10.07,67.74,0,0,0,0,0.68,0.07,0.04,0,29.03,42.18,0.71,0.54,28,2,3
Christian Dalle Mura,0,0,66.67,0.22,0,0,1.11,1.52,0,2.56,0,0.15,0.04,0.04,46.15,85.47,5.85,44.97,0,0.15,0,0,0.81,0.19,0.26,0,45.59,52.76,0.15,0.59,27,1,2
Amato Ciciretti,0.15,0,66.67,1.69,0,0,0.69,0.31,0.08,0.08,0,0.62,0.15,0.08,14.92,77.84,3.38,52.17,0,0,0,0,0.54,0,0.23,0,50,50,0.46,0.54,13,2,3
Lorenco Šimić,0.08,0.08,55.56,0.58,0.04,0,0.88,2.31,0.12,3.38,0,0.27,0,0,35.65,75.94,2.58,47.96,0,0.15,0,0,1.08,0.04,0.23,0.04,66.67,59.85,0.42,1.38,26,2,2
Tanner Tessmann,0.09,0,46.81,1.31,0,0.63,1.66,0.69,0.06,1.53,0,0.69,0.13,0.06,41.59,81.07,8.66,53.88,0,0.13,0,0,0.84,0.13,0.16,0.03,55,51.87,0.97,0.94,32,1,3
Jayden Oosterwolde,0.06,0.06,51.61,0.44,0,0,2.44,1.33,0,1.11,0,0.28,0.06,0,36.5,79.45,8.33,41.94,0,0.22,0,0,1.11,0.11,0.22,0.06,44.83,53.33,0.44,1.17,18,1,2
Patrick Cutrone,0.26,0.09,48.48,1.91,0,0,0.57,0.37,0,0.31,0,0.34,0.09,0.06,12.2,73.77,4.06,68.42,0,0.03,0,0,0.86,0.14,0.09,0,24.69,37.33,0.8,0.8,35,2,4
Niccolò Pierozzi,0.12,0.06,40.82,0.76,0,0,2,1.47,0.06,2,0,0.59,0.06,0.06,33.91,74.85,5.29,33.53,0,0.24,0,0,0.91,0.18,0.24,0.03,59.05,56.65,1.35,1.44,34,1,2
Simone Santoro,0.06,0,55.88,1.09,0,0,2.09,0.97,0,1.21,0,1.15,0,0,28.44,73.11,7.76,49.29,0,0.18,0,0,0.76,0.26,0.26,0.03,45.21,55.94,2.09,1.44,34,1,3
Mario Sampirisi,0,0,66.67,0.36,0,0,0.89,0.79,0,1.54,0,0.36,0.14,0,40.43,79.33,6.04,40.59,0,0.46,0,0,0.43,0.14,0.07,0,70.59,64.55,0.64,0.57,28,3,2
Adam Obert,0,0.03,68.75,0.72,0,0,0.69,0.83,0.03,2.48,0,0.38,0.07,0.03,41.86,82.7,4.31,65.16,0,0.17,0,0,0.72,0.07,0.03,0.03,62.96,55.56,0.38,0.76,29,1,2
Kamil Glik,0,0,0,0.67,0,0,0.78,1.28,0,4.5,0,0.39,0.06,0.06,38,80.41,1.5,40.21,0,0.22,0,0,0.83,0.17,0.33,0.06,66.28,63.38,1.06,0.89,18,3,2
Przemysław Wiśniewski,0,0,54.55,0.21,0,0,1.47,1.63,0.05,3.37,0,0.42,0.05,0,52.68,85.11,4,60.77,0,0.11,0,0,1.11,0.26,0.26,0,72,59.49,0.32,1.37,19,2,2
Lucas Da Cunha,0.14,0.07,45,1.29,0,2.38,1,0.21,0,0.21,0,1,0.07,0.14,17.14,84.17,5.93,70.83,0,0,0,0,0.5,0.07,0.07,0,26.67,36.47,0.29,0.64,14,1,4
Arturo Calabresi,0,0.04,47.37,0.38,0,0,2.12,1.12,0.04,2.19,0,0.5,0.08,0.08,33.35,73.59,6.81,41.49,0,0.23,0,0,0.69,0.12,0.27,0.04,46.48,51.14,0.58,1.62,26,2,2
Samuele Mulattieri,0.41,0.1,38.1,1.45,0.07,0,0.41,0.1,0,0.21,0,0.17,0.07,0.14,10.1,77.13,3.34,66.67,0,0.03,0,0,0.28,0.1,0.1,0,26.79,29.27,0.48,1,29,1,4
Gabriele Zappa,0.1,0,32.26,0.38,0,0,1.76,1.14,0.07,1.62,0,0.9,0.14,0.03,43.69,79.16,9.48,37.87,0,0.34,0,0,0.66,0.03,0.28,0,37.04,46.12,0.69,1.07,29,1,2
Leonardo Benedetti,0.1,0.13,59.57,0.77,0.06,0,1.42,0.94,0,1,0,0.58,0.1,0.06,29.74,84.71,6.65,46.81,0,0.06,0,0,0.48,0.16,0.1,0,50.82,53.28,1.13,0.81,31,1,3
Pietro Beruatto,0.03,0,44.12,0.97,0,0,1.71,0.97,0,2.21,0,0.47,0.03,0,29.79,70.68,4.74,28.19,0,0.24,0,0,0.88,0.12,0.35,0,47.46,53.01,0.91,1.26,34,2,2
Federico Melchiorri,0.17,0.17,50,1.28,0,0,0.61,0.17,0,0.44,0,0.22,0.11,0.06,9.22,38.55,2.11,11.11,0,0,0,0,0.33,0,0.22,0,53.41,51.66,0.78,1.06,18,3,4
Gianluca Frabotta,0,0.05,44.44,0.64,0,0,1.23,1.18,0.09,1.68,0,0.68,0.05,0.14,23.23,72.8,4.82,42.25,0,0.18,0,0,0.32,0.05,0.23,0,52.63,48.09,0.36,1.09,22,1,2
Jacopo Furlan,0,0,0,0,0,0,0,0,0,0.5,0.17,0.17,0,0,19.83,53.78,1.67,36.05,3,0.17,0.17,0,1,0.17,0,0,100,50,0,0,6,2,1
Jaime Báez,0.06,0.06,61.9,0.76,0,0,0.29,0.24,0,0.35,0,0.29,0.12,0.12,15.82,77.32,5.59,63.64,0,0.06,0,0,0.06,0.12,0,0,33.33,44.44,0.65,0.47,17,2,4
Jérémy Ménez,0.15,0.12,54.41,1.24,0,0,1,0.09,0,0.18,0,0.36,0.15,0.09,22.91,81.22,7.33,60.32,0,0,0,0,0.79,0.09,0.27,0.03,12.5,49.82,1.94,0.85,33,3,4
Salvatore Elia,0.3,0.1,36.36,1.3,0,0,1,1.1,0,0.5,0,0.8,0,0,17.7,63.84,5.3,33.33,0,0.1,0,0,1,0.3,0.2,0,33.33,44.95,2.7,1.4,10,1,3
Michele Rigione,0.07,0.07,50,0.67,0,0,1,1.04,0.15,3.7,0.04,0.15,0.04,0,41.26,82.41,2.44,55.14,0,0.26,0,0,1.3,0.19,0.19,0,54.17,63.04,0.74,0.56,27,3,2
Salim Diakite,0.03,0.06,55.81,0.41,0,0,1.56,1.56,0,1.75,0,0.34,0,0,30.84,75.38,4.91,39.19,0,0.22,0,0,0.94,0.09,0.19,0.03,71.62,65.97,2,0.97,32,1,2
Francesco Renzetti,0,0,50,0.11,0,0,1.72,0.56,0,1,0,0.22,0.06,0,21.28,72.58,5.06,44.12,0,0,0,0,0.5,0.06,0.11,0,25,59.3,0.61,0.61,18,3,2
Cesc Fàbregas,0,0,40,0.29,0,0,1,0.24,0.06,0.35,0,0.65,0.06,0.12,32.53,83.36,7.82,55,0,0,0,0,0.76,0.12,0.35,0,25,48.05,0.82,0.76,17,3,3
Alessio Iovine,0,0,50,0.67,0,0,1,0.61,0,0.67,0,0.44,0.06,0,19.5,74.07,4.11,51.61,0,0,0,0,0.61,0.17,0.17,0,38.71,51.46,1,0.78,18,3,3
Nicholas Ioannou,0.09,0,32.79,0.63,0,0,1.28,0.78,0,1.78,0,0.38,0.06,0.09,21.53,65.17,3.72,39.29,0,0.16,0,0,0.84,0.22,0.19,0,45.16,51.22,1.16,0.69,32,2,3
Stefano Sabelli,0.03,0.03,35.42,0.53,0,0,1.57,0.97,0.07,1.27,0,0.9,0.2,0.13,37.5,69.96,9.7,35.66,0,0.33,0,0,0.63,0.1,0.33,0,54.55,51.03,1.83,1.43,30,2,3
Marcel Büchel,0.04,0.04,68.42,0.96,0,0,0.75,1.54,0,1.36,0,0.64,0,0.04,40.04,79.48,7.57,58.05,0,0.04,0,0,0.89,0,0.29,0,54.05,48.89,0.82,1.18,28,3,3
Magnus Kofod Andersen,0,0.04,23.08,0.62,0,0,1.15,0.5,0,0.65,0,0.46,0.15,0.15,17.77,82.47,3.85,58.97,0,0.04,0,0,0.5,0.08,0.04,0,28.57,47.66,0.54,0.65,26,1,3
Giuseppe Caso,0.26,0.17,47.79,2.31,0,0,0.14,0.03,0,0.11,0,0.2,0.14,0.09,13.29,81.29,5.03,64.71,0,0.03,0,0,0.34,0.09,0.14,0,37.5,49.78,1.49,0.37,35,2,4
Aleš Matějů,0,0.03,52.17,0.15,0,0,1.73,1.21,0,2.64,0.03,0.55,0,0.06,51.52,84.59,9.15,40.15,0,0.24,0,0,1.09,0.18,0.24,0,65.06,59.69,0.94,1.39,33,2,2
Thiago Cionek,0,0,70,0.42,0,0,1.23,1.55,0.06,2.94,0,0.45,0.03,0.03,35.1,78.68,3.19,49.74,0,0.23,0,0,0.74,0.13,0.23,0.06,48.43,52.32,1.16,1.42,31,3,2
Denis Cheryshev,0.17,0.04,58.33,1.04,0,0,0.61,0.22,0,0.09,0,0.52,0.13,0.09,12.3,70.67,4,52.38,0,0,0,0,0.7,0.09,0.04,0,25,41.58,0.39,0.43,23,3,3
Drissa Camara,0.18,0.05,50,1.05,0.05,0,1.05,0.23,0,0.23,0,0.32,0.09,0.05,14,77.27,5.27,44,0,0,0,0,0.27,0.05,0.23,0.05,26.92,48.84,1.5,1.45,22,1,3
Cristian Ansaldi,0.05,0,41.94,0.52,0,0,1.29,0.43,0,0.67,0,0.57,0.14,0.1,19.71,78.26,6.1,50,0,0.05,0,0,0.48,0.1,0.14,0,50,49.15,0.48,0.81,21,3,2
Antonio Caracciolo,0,0,100,0.09,0,0,1.73,1.73,0.18,5.09,0,0.45,0,0,32.18,74.86,2.27,47.89,0,0.27,0,0,1,0.09,0.27,0.09,68.57,57.3,0.55,2,11,3,2
Shady Oukhadda,0,0,64.44,0.86,0,0,1.52,0.66,0,2.03,0.03,0.34,0,0.07,35.76,73.77,7.59,40.56,0,0.24,0,0,1.03,0.14,0.14,0.03,47.37,62.04,1.52,0.79,29,1,2
Nahuel Estévez,0.03,0.03,55.56,0.97,0,0,0.78,0.94,0.03,1.42,0,0.72,0.14,0.06,39.92,82.12,8.36,40.88,0,0.28,0,0,0.67,0.08,0.19,0.03,53.61,46.02,0.53,1.19,36,2,3
Marcus Rohdén,0.09,0.06,40,1.27,0.03,0,1.03,0.61,0,0.91,0,0.7,0.21,0.18,26.09,76.19,7.03,33.33,0,0.12,0,0,0.45,0.06,0.24,0,41.07,43.81,1.03,1.45,33,3,3
Simone Colombi,0,0,0,0,0,0,0,0,0,0.81,0,0.04,0,0,24.31,69.46,0.88,44.08,2.38,0.38,0.15,0,0.96,0.12,0.08,0,100,93.33,0.23,0,26,3,1
Anthony Partipilo,0.19,0.36,42.11,2.47,0,0,0.89,0.44,0,0.75,0,0.61,0.19,0.08,17.58,70.77,6.14,59.26,0,0.11,0,0,0.89,0.19,0.19,0,32.14,41.45,1.69,1.22,36,2,4
Leandro Chichizola,0,0,0,0,0,0,0,0,0,0.71,0.06,0.12,0,0,28.18,61.38,2.29,40.13,1.94,0.41,0.12,0,0.65,0.12,0.12,0,83.33,72.73,0.24,0,17,3,1
Patryk Peda,0.05,0,58.33,0.33,0.05,0,1.62,1.67,0,2.38,0,0.52,0,0,48.86,84.8,4.67,45.22,0,0.19,0,0,0.9,0.05,0.1,0.1,54.84,56.77,0.62,0.95,21,1,2
Nicolo Contiliano,0,0,75,0.63,0,0,1.13,0.63,0,1.38,0,1,0.13,0.13,31,83.06,6.88,43.75,0,0.13,0,0,1,0.13,0.25,0,25,50.91,1.38,0.88,8,1,3
Antoine Makoumbou,0.03,0,77.55,0.28,0,0,1.19,0.86,0.06,0.78,0,0.44,0.06,0,45.83,88.79,10.25,66.44,0,0.31,0,0,0.78,0.06,0.11,0,32.5,51.09,1.28,1.22,36,2,3
Alessandro Bellemo,0.03,0.03,78.26,0.65,0,0,2.32,1,0.06,1.87,0,1.26,0.03,0.06,33.19,81.63,6.16,50.44,0,0.29,0,0,0.9,0.19,0.29,0,50,56,1.35,1.16,31,2,3
Daniele Baselli,0.06,0,60,0.83,0,0,1.44,0.61,0,0.78,0,0.67,0,0,30.33,83.15,5.94,52.86,0,0,0,0,0.78,0.11,0.22,0,62.5,61.8,0.72,0.44,18,3,3
Andrés Tello,0.18,0.04,57.58,1,0.07,0,1.18,0.61,0,0.64,0.04,1.32,0.07,0.07,28.11,76.87,7,54.67,0,0.11,0,0,0.64,0.21,0.25,0.04,59.18,45.33,0.75,1.46,28,2,3
Nicholas Pierini,0.11,0.06,46.34,0.8,0,1.43,0.66,0.2,0,0.17,0,0.29,0.03,0,11,78.7,4.34,69.57,0,0,0,0,0.49,0.06,0.03,0,37.5,51.61,1.03,0.4,35,2,4
Mehdi Dorval,0,0,40,0.12,0,0,1.12,1.35,0,2.06,0,0.29,0.06,0.06,30.94,79.28,3.59,43.1,0,0.18,0,0,0.47,0.18,0,0,46.43,54.46,1,0.76,17,1,2
Ernesto Torregrossa,0.25,0.04,50,0.96,0,0,0.13,0.04,0,0.42,0,0.42,0.13,0.08,8.92,56.54,2.17,55,0,0,0,0,0.29,0.04,0.04,0,39.24,41.33,1.54,1,24,3,4
Matteo Prati,0.1,0,68.75,1.25,0,0,1.65,0.9,0,1,0,1.2,0.05,0.05,39.45,80.1,6.3,41.94,0,0.05,0,0,1.15,0.15,0.2,0,58.33,50.7,0.7,0.9,20,1,3
Liam Kerrigan,0.25,0.25,40,1.5,0,0,0.5,1,0,0.75,0,0.75,0.5,0,19.25,80.52,5.25,0,0,0,0,0,1,0.25,0,0,20,38.46,1.25,0.75,4,1,3
Andrea La Mantia,0.15,0.29,25,1.85,0.03,0,0.38,0.24,0,0.65,0,0.03,0.06,0.06,12.94,58.18,2.82,50,0,0.09,0,0,0.76,0.18,0.24,0,61.84,55.81,1.41,1.41,34,3,4
Marcos Curado,0,0.03,50,0.73,0,0,1.43,1.93,0,4.17,0,0.43,0,0.03,31.57,70.86,2.2,41.1,0,0.27,0,0,1.17,0.3,0.43,0,66.12,60.71,0.73,1.37,30,2,2
Mattia Aramu,0.08,0.12,34.62,1.31,0.04,0,0.65,0.23,0,0.04,0,0.46,0.12,0.08,19.31,78.69,6.88,38.89,0,0.08,0,0,0.5,0.04,0.15,0,25,43.98,2,1.15,26,2,4
Massimo Bertagnoli,0.08,0.08,66.67,0.54,0,0,1.54,0.54,0,0.54,0,0.62,0,0.08,25.54,80.42,6.46,66.67,0,0.15,0,0,1,0.08,0.15,0,52.63,54.37,1.38,1.38,13,1,3
Gregorio Luperini,0.14,0.03,53.33,1.2,0,0,1.77,0.43,0,0.57,0,0.86,0.11,0,15.97,61.54,4.86,37.25,0,0.11,0,0,0.91,0.17,0.03,0,36.41,44.2,0.97,1.17,35,2,3
Gennaro Borrelli,0.26,0.04,25,1.17,0.13,0,0.26,0,0,0.57,0,0.13,0.09,0.04,4.17,62.5,1.52,44.44,0,0,0,0,0.13,0.04,0.26,0,47.89,39.53,0.43,0.96,23,1,4
Tommy Maistrello,0.21,0.11,46.15,0.95,0.05,0,0.42,0.16,0,0.47,0,0.37,0,0,13.53,48.64,3.53,28.57,0,0,0,0,0.68,0,0,0,57.24,53.51,1.11,1,19,2,4
Cedric Gondo,0.21,0.09,50,1.59,0,0,0.62,0.21,0,0.47,0,0.29,0.03,0,12.44,60.05,3.03,66.67,0,0.03,0,0,0.68,0.03,0.18,0.06,46.09,44.89,1.82,1.88,34,2,4
Marco Sala,0.04,0,37.5,0.42,0,0,1.77,0.58,0.04,1.58,0,0.5,0.19,0.04,27.04,71.83,5.5,28.72,0,0.08,0,0,0.73,0.04,0.15,0,42.42,50.97,0.27,0.62,26,1,3
Kristjan Matošević,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,23.2,57.76,1.9,38.61,3.2,0.1,0.2,0,1.5,0.1,0,0,100,100,0.1,0,10,2,1
Francesco Zampano,0.03,0,41.25,0.82,0,0,1.52,0.88,0,1.21,0.03,0.61,0.15,0.06,36.82,79.18,7.97,51.02,0,0.12,0,0,1.06,0.12,0.18,0,47.73,48.05,1.33,1.45,33,2,3
Lorenzo Dickmann,0.08,0.03,30,0.92,0.06,0,1.44,1.11,0,1.33,0,1,0.03,0.06,34.53,77.39,6.06,42.42,0,0.11,0,0,1.03,0.19,0.19,0,36.36,47.98,0.94,0.64,36,2,3
Ionuț Nedelcearu,0,0.03,50,0.25,0,0,0.69,1.31,0.03,3.78,0,0.22,0.08,0.08,48.72,87.91,1.81,44.69,0,0.28,0,0,1.06,0.19,0.25,0,61.44,56.07,0.39,1.03,36,2,2
Davide Adorni,0,0.03,50,0.31,0,0,1.81,1.28,0,3.25,0,0.31,0,0,44.47,82.99,2.88,54.36,0,0.19,0,0,1.25,0.16,0.19,0.03,62.5,57.96,0.41,1.56,32,3,2
Stefan Ilsanker,0,0,0,0.25,0,0,1.44,0.5,0,1.06,0,0.31,0.06,0,15.25,81.97,1.06,45.16,0,0,0,0,0.19,0,0.13,0,45.45,59.09,0.38,0.75,16,3,2
Jesse Joronen,0,0,0,0,0,0,0.03,0,0.03,0.79,0,0.06,0,0,29.68,67.89,1.24,40.11,2.88,0.15,0.24,0.03,1.12,0.18,0.09,0.03,100,63.64,0.09,0.06,34,2,1
Stefano Moreo,0.11,0.25,44.74,1.5,0.06,0,0.94,0.31,0,1.31,0,0.33,0.03,0.03,16.78,58.28,4,36.36,0,0.06,0,0,0.89,0.08,0.08,0,53.6,51,0.89,1.31,36,2,4
Florian Ayé,0.22,0.14,53.33,1.7,0.14,0,0.49,0.03,0,0.57,0,0.22,0.05,0.05,14.97,62.45,4.08,50,0,0.05,0,0,0.97,0.11,0,0,41.87,43.53,0.81,0.92,37,2,4
Daniele Casiraghi,0.06,0.03,43.1,1.03,0,0,0.59,0.5,0,0.06,0,0.72,0.28,0.19,16.66,73.73,5.13,67.8,0,0.03,0,0,0.25,0.06,0.16,0,16.67,50.43,2.19,0.66,32,2,3
Giuseppe Ambrosino,0.11,0.11,53.85,1.58,0,0,0.11,0.05,0,0.32,0,0.21,0,0.11,7.58,73.61,3.42,42.86,0,0,0,0,0.37,0,0.11,0,33.33,41.23,1.05,1.11,19,1,4
Tommaso D'Orazio,0.06,0.13,48.39,1.13,0.06,0,1.94,1.06,0,1.35,0,0.39,0,0,27.32,71.9,4.03,38.79,0,0.13,0,0,0.74,0.19,0.19,0,45.61,57.38,1.13,1.03,31,3,2
Petko Hristov,0,0,25,0.36,0,0,1.36,0.73,0.09,3.36,0,0.09,0,0,41.64,81,2.82,40.54,0,0.09,0,0,0.91,0.09,0.45,0.09,61.11,60.81,0.64,1,11,1,2
Niccolò Zanellato,0,0.04,69.57,0.57,0,0,1.11,0.68,0,0.68,0.04,0.36,0,0.04,29,80.17,6.93,57.95,0,0.07,0,0,0.79,0.21,0.18,0,65.22,62.21,1.54,1.14,28,2,3
