Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls,Appearances,Age Range,Position
Evan Caffrey,0.06,0.06,63.64,0.83,0,0.31,0.61,0.69,0,0.42,0,0.31,0,0.06,24.11,76.96,5.36,40,0,0.17,0,0,0.39,0.14,0.08,0,46.67,49.61,0.78,0.64,36,1,3
Nathan Shepperd,0,0,0,0,0,0,0.08,0,0,0.92,0,0.17,0,0,34.39,55.65,2.31,38.75,2.28,0.28,0.11,0.03,1.08,0.14,0.06,0,83.33,69.57,0.25,0,36,1,1
Declan McDaid,0.13,0.03,53.85,1,0.03,0,0.71,0.19,0,0.32,0,0.29,0.13,0.13,11.84,76.57,4.06,36.67,0,0,0,0,0.48,0.13,0.03,0,0,41.18,0.65,0.77,31,2,3
John Ross Wilson,0.07,0,62.5,0.41,0,0,0.85,0.63,0,1.44,0,0.37,0.04,0.04,28.07,70.98,4.26,34.25,0,0.33,0,0,0.44,0.07,0.11,0,65.31,60.47,0.7,0.59,27,2,3
Daniel Kelly,0.3,0.11,30.77,1,0.04,0,0.52,0.33,0.04,0.19,0,0.41,0.04,0.07,14.67,75.76,4.04,58.06,0,0.04,0,0,0.81,0.04,0.26,0,25.71,34.27,0.67,0.85,27,2,3
Mark Doyle,0.22,0.13,46.15,1.22,0.06,0,1.06,0.44,0,0.38,0,0.47,0.03,0,13.22,65.96,2.94,43.75,0,0.09,0,0,0.53,0.06,0.06,0,47.73,47.39,0.84,0.72,32,2,4
Johan Brannefalk,0,0,54.55,0.44,0,0,0.91,1.06,0.03,0.91,0,0.22,0.13,0.13,31.09,64.82,7.03,36.32,0,0.03,0,0,0.91,0.22,0.28,0,54.55,52.23,0.97,1.03,32,2,2
Jay Benn,0,0,0,0,0,0,1.63,1,0,1.88,0,0.75,0,0,29.5,70.34,7.25,45.28,0,0.13,0,0,0.38,0.13,0.25,0,50,46.34,0.38,1,8,1,2
Sam Todd,0,0,0,0.4,0,0,0.6,0,0,1.4,0,0,0,0,13.2,81.82,1.8,62.5,0,0,0,0,0,0,0,0,60,66.67,0,0.2,5,2,2
Ronan Boyce,0.06,0.06,40,0.42,0.03,0,1.29,0.87,0,0.87,0,0.29,0.03,0,27.06,74.73,5.32,34.78,0,0.29,0,0,0.48,0.1,0.19,0.03,50.91,56.37,1.26,1,31,1,2
James Talbot,0,0,0,0,0,0,0.06,0.03,0,0.67,0.06,0,0,0,26.06,59.7,1.97,30.48,2.14,0.33,0.03,0,0.92,0.19,0.06,0,75,83.33,0.22,0,36,2,1
Ryan O'Kane,0.09,0.06,64.58,0.85,0,0,0.68,0.21,0,0.12,0,0.21,0.09,0,10.47,75.28,3.21,53.33,0,0.06,0,0,0.53,0.12,0,0,36.84,50,0.59,0.35,34,1,4
Tyreke Wilson,0,0.03,38.89,0.55,0,0,1.09,0.3,0,0.91,0,0.33,0.03,0.09,33.12,78.32,6.52,45.16,0,0.18,0,0,0.36,0.18,0.27,0,47.5,56.74,1.18,0.79,33,1,3
Sean Gannon,0,0,75,0.4,0,0,1.8,0.6,0,1.2,0,0.1,0,0,17.8,72.47,3,28.57,0,0,0,0,0.5,0.1,0.3,0,55.56,57.69,0.4,1.4,10,3,2
Kyle Robinson,0.14,0.07,42.86,0.82,0,0,0.29,0.04,0,0.29,0,0.14,0.07,0,6.14,58.72,1.61,55.56,0,0,0,0,0.57,0.04,0.32,0,32.65,33.64,0.36,0.79,28,1,4
Joe O'Brien Whitmarsh,0.17,0.09,50,0.87,0.04,0,1.04,0.35,0,0.17,0.04,0.43,0.04,0.04,12.17,68.21,2.61,44.74,0,0.04,0,0,0.65,0.13,0.04,0,30.77,48.6,0.7,0.39,23,1,3
Conor Carty,0.15,0.06,70.59,1.09,0.03,0,0.32,0.15,0,0.18,0,0.32,0.12,0.03,7.41,68.65,2.53,33.33,0,0,0,0,0.41,0.15,0.12,0,41.94,38.2,0.56,1.18,34,1,4
Elicha Ahui,0.05,0,53.57,0.35,0,0,1.7,1.55,0,1.95,0,0.45,0.05,0,28.15,54.17,4.9,25.4,0,0.2,0,0,1.05,0.15,0.2,0,47.5,57.78,1.8,1.1,20,1,2
Sadou Diallo,0,0,73.08,0.63,0,0,1.07,1.27,0.03,0.63,0,0.57,0,0,45.57,85.08,9.2,69.54,0,0.17,0,0,0.4,0.1,0.33,0.03,52.94,48.37,0.67,1,30,1,3
Ryan Graydon,0.09,0.04,46.75,0.83,0,0,0.7,0.48,0,0.7,0,0.48,0.17,0.17,17.22,64.9,5.7,26.09,0,0.17,0,0,0.52,0.13,0.17,0,63.16,47.58,0.78,1.39,23,1,3
John Martin,0.19,0.13,47.83,1.13,0.06,3.13,0.69,0.22,0,0.22,0,0.38,0.03,0,11.63,64.25,3.75,45.45,0,0.03,0,0,0.41,0.13,0.06,0,50,43.75,0.63,1.16,32,1,4
Jamie McGonigle,0.21,0.08,25,1.83,0.04,0,0.25,0.13,0.04,0.13,0,0.17,0.04,0,8.67,69.23,2.5,80,0,0.04,0,0,0.33,0.08,0.08,0,38.71,36.61,0.79,0.92,24,2,4
Kian Leavy,0.1,0,70.27,0.4,0,0,0.9,0.2,0,0.3,0,0.4,0.1,0,17.8,82.02,5.55,53.57,0,0.1,0,0,0.3,0,0,0,12.5,45.64,1.1,0.75,20,1,3
Johannes Yli-Kokko,0.11,0.04,55.56,0.82,0,0,1.39,0.43,0,0.39,0,0.54,0,0,21,81.97,5.18,44.68,0,0,0,0,0.75,0.11,0.14,0,25.93,49.49,1.5,1,28,1,3
Robert McCourt,0,0,80,0.31,0,0,0.77,0.54,0,0.54,0,0.23,0.23,0.23,23.23,70.86,3.77,41.86,0,0,0,0,0.69,0.08,0.15,0,53.33,47.17,0.23,0.85,13,2,2
Robbie Benson,0.07,0.07,50,0.71,0.07,0,1.79,0.71,0,0.57,0,0.36,0,0,23.07,81.73,6.21,68.18,0,0.07,0,0,0.64,0.07,0.21,0.14,66.67,58.89,1.07,1.21,14,3,3
James Corcoran,0,0,0,0,0,0,0.1,0,0,0.75,0,0,0,0,29.1,42.61,2.05,29.03,2.65,0.25,0.05,0,1.35,0.2,0,0,100,100,0.2,0,20,1,1
Jad Hakiki,0,0,61.54,0.76,0,0,0.81,0.48,0,0.19,0,0.24,0.05,0.1,11.81,82.26,3.19,38.46,0,0.05,0,0,0.1,0.05,0.14,0,41.18,52.76,1.29,0.43,21,1,3
Paddy Kirk,0.07,0,64.29,0.7,0,0,1.07,0.73,0,1.27,0,0.47,0.03,0.03,36.83,68.33,6.6,44.62,0,0.27,0,0,0.73,0.2,0.23,0,44.83,49.54,0.73,0.73,30,2,2
Sam Durrant,0.2,0.2,40,0.7,0,0,0.6,0,0,0,0,0.1,0,0,10,78,4,50,0,0.1,0,0,0.6,0,0.1,0,33.33,45.16,0.3,0.7,10,1,3
Simon Power,0.2,0.2,0,2.2,0,0,1,0,0,0,0,0,0,0,10.2,74.51,4.6,100,0,0.2,0,0,0.2,0,0,0,25,31.82,0.2,1,5,2,3
Shane Griffin,0.08,0.04,77.78,0.15,0,0,1,0.85,0,1.38,0,0.46,0,0,44.38,80.33,5.12,46.41,0,0.23,0,0,0.42,0.31,0.23,0,59.09,54.11,0.77,0.69,26,2,2
Cian Coleman,0,0.06,80,0.74,0,0,1.23,1.03,0,4.26,0.03,0.19,0.03,0.03,33.19,70.07,1.77,37.8,0,0.16,0,0,1.42,0.32,0.13,0.03,56.2,58.09,0.97,1.13,31,2,2
Reece Hutchinson,0.04,0,57.5,0.5,0,0,1.36,0.89,0,1.07,0,0.46,0.11,0.07,39.18,74.57,8.57,46.82,0,0.18,0,0,1.07,0.21,0.21,0,65.38,53.48,0.82,0.82,28,1,2
Niall Morahan,0.03,0,47.06,0.45,0,0,1.42,1.36,0.03,1.27,0,0.64,0,0.03,32.88,76.13,5.39,41.98,0,0.12,0,0,0.82,0.21,0.21,0,56,49.32,0.79,1.55,33,1,3
James Akintunde,0.05,0.05,59.26,0.84,0,0,0.53,0.05,0,0.16,0,0.05,0.05,0,14.47,78.91,5.63,75,0,0.05,0,0,0.26,0.21,0.11,0,40,48.15,1.05,0.95,19,2,4
Anto Breslin,0,0,69.57,0.08,0,0,1.36,0.92,0.03,1.72,0,0.47,0.08,0.06,34.67,71.39,6.72,32.34,0,0.36,0,0,0.92,0.22,0.08,0,50,56.78,0.86,0.64,36,2,2
Adam O'Reilly,0.04,0.04,62.07,0.75,0,0,1.39,0.93,0,0.68,0,0.43,0.04,0.04,30.68,78.93,7.21,39.56,0,0.29,0,0,0.57,0.07,0.25,0.04,31.25,50.96,1.39,1.14,28,1,3
Stefan Radosavljević,0.16,0.06,41.18,0.81,0,0,0.65,0.13,0,0.19,0,0.42,0.03,0,15.06,80.94,4.1,66.67,0,0.03,0,0,0.68,0.16,0.1,0,52.94,44.35,0.48,0.55,31,1,4
Rokas Stanulevicius,0,0,60,1.2,0,0,1.2,1.6,0,0.6,0,0.2,0,0,25,79.2,2.8,65.22,0,0,0,0,0.8,0.4,0.2,0,75,43.33,0.2,2.6,5,2,3
Conor Kane,0,0,58.33,0.27,0,0,1.27,1.64,0,1.64,0,0.36,0.18,0,32,67.9,5.09,34.29,0,0.36,0,0,1.27,0.18,0,0,50,64.29,0.73,0.09,11,2,2
Cameron Elliott,0.04,0.22,33.33,0.91,0,0,0.43,0.13,0,0.3,0,0.13,0.04,0.17,8.57,70.05,3.17,71.43,0,0,0,0,0.3,0,0.04,0,26.53,36.29,0.83,1.04,23,1,4
Pedro Martelo,0.08,0.17,50,1.92,0,0,0,0,0,0.17,0,0.17,0,0,13,66.03,3.42,54.55,0,0.17,0,0,0.92,0.08,0.08,0,57.69,39.47,0.92,1.83,12,1,4
Mark Dignam,0.09,0,71.43,0.82,0,0,1.82,0.64,0,1.09,0,0.55,0,0.09,22.27,73.47,5.27,44.44,0,0.18,0,0,1.18,0.45,0,0,37.5,51.9,0.64,0.36,11,1,3
Ciaran Behan,0.07,0,58.54,0.93,0,0.42,1.23,0.97,0,0.73,0,0.87,0.03,0.07,17.77,62.85,3.33,34.69,0,0.1,0,0,1.83,0.33,0.03,0,26.67,46.21,1.5,0.8,30,1,3
Johnny Kenny,0.17,0.2,71.43,2.1,0.03,0,0.43,0.07,0,0.43,0,0.2,0.07,0.03,6.67,73.5,2.2,54.55,0,0.03,0,0,0.33,0.13,0.13,0.03,42.31,43.57,0.7,0.7,30,1,4
Shane Farrell,0,0.09,50,0.39,0,0,0.73,0.3,0,0.55,0,0.36,0.12,0.12,19.58,72.45,4.55,48.51,0,0.12,0,0,0.3,0.18,0.12,0.03,30.77,62.5,1.79,0.42,33,1,4
Tom Lonergan,0.13,0.1,33.33,0.9,0.03,0,0.42,0.1,0,0.19,0,0.16,0.03,0.06,6.39,60.1,1.48,66.67,0,0,0,0,0.45,0.06,0.03,0.03,35,43.92,1.03,0.9,31,1,4
Naj Razi,0,0,50,0.33,0,0,1,0,0,0.67,0,0.33,0,0,33.67,89.11,7,50,0,0.33,0,0,0,0,0,0,0,45.45,1.67,0.67,3,1,3
Oran Crowe,0,0,0,0.67,0,0,1.33,0.67,0,0.33,0,0.67,0,0,12,69.44,0.67,100,0,0,0,0,1,0.67,0,0,50,52.94,0.67,1,3,1,4
Jamie Egan,0.2,0,0,0.4,0,0,0.4,1.4,0,5,0,0,0,0,16.6,60.24,1.2,41.67,0,0,0,0,2.2,0.4,0,0,75,83.33,0.4,0,5,1,2
John O'Sullivan,0.05,0,50,0.63,0,0,0.42,0.16,0,0.05,0,0,0.05,0,7.32,71.94,2.63,30.77,0,0,0,0,0.16,0.05,0.05,0,33.33,52.17,0.11,0.37,19,2,3
Mason Melia,0.2,0.1,60,0.3,0,0,0.3,0.1,0,0,0,0.4,0,0,4.9,69.39,1.2,100,0,0,0,0,0.3,0.1,0.1,0,40,40.63,0.5,0.5,10,1,4
Ola Williams,0,0,100,0.36,0,0,1,0.73,0,2.36,0,0.27,0,0,42.55,71.58,3.18,37.5,0,0.27,0,0,1.18,0.09,0.36,0.09,75,66.18,1,0.91,11,1,2
Colin McCabe,0,0,100,0,0,0,0,0.06,0,0.67,0.11,0.06,0,0,33.72,35.42,3.61,31.92,2.72,0.22,0.06,0,1.06,0.22,0.06,0,100,83.33,0.11,0,18,2,1
Sean Kavanagh,0,0,45.45,0.44,0,0,0.84,0.32,0,0.64,0,0.32,0.08,0.08,37.4,77.22,7.52,44.38,0,0.16,0,0,0.44,0.12,0.32,0,37.5,44.68,0.4,0.72,25,2,3
Adam Murphy,0.03,0.03,55,0.38,0,0,1.21,0.72,0,0.34,0,0.62,0.03,0.1,15.66,74.01,4.07,41.46,0,0.1,0,0,0.41,0.14,0.21,0,32,44.74,0.48,0.55,29,1,3
Andrew Wogan,0,0,100,0,0,0,0,0,0.06,0.83,0,0,0,0,29.06,31.36,3.17,26.24,2.56,0.28,0.17,0,1.61,0.11,0.06,0,100,66.67,0.06,0.06,18,1,1
Lukas Browning Lagerfeldt,0.04,0,66.67,0.74,0,0,1.22,0.48,0,0.67,0.04,0.67,0.04,0,33.89,79.02,6,55.17,0,0.04,0,0,0.96,0.19,0.3,0,68.18,45.65,0.41,1.44,27,1,3
Gregory Sloggett,0,0.04,76.92,0.74,0,0,1.26,0.63,0.04,1.15,0,0.59,0.04,0.04,39,73.6,6.67,46.25,0,0.22,0,0,0.85,0.15,0.22,0,60,53.25,1.41,1.7,27,2,3
Dean Williams,0.19,0.06,0,0.44,0,0,0.5,0,0,0,0,0.19,0,0,6.88,69.09,2.38,33.33,0,0,0,0,0.19,0.25,0.06,0,0,43.9,0.63,0.25,16,1,4
Kevin Custovic,0.08,0,66.67,0.46,0.04,0,1.13,0.79,0,1.83,0,0.46,0.04,0.04,34.79,70.42,3.38,36.08,0,0.17,0,0,1.08,0.29,0.08,0,46.34,49.22,0.54,0.67,24,1,2
Alfie Lewis,0,0,68.75,0.2,0,0,0.84,0.28,0,0.24,0,0.12,0,0.04,23.8,79.33,6.36,66.67,0,0.08,0,0,0.52,0.12,0.04,0,40,46.72,0.68,0.8,25,1,3
Danu Kinsella Bishop,0.19,0.13,44.44,1.1,0,0,0.23,0.13,0,0.13,0,0.13,0,0.03,6.29,70.77,1.42,30.77,0,0,0,0,1.16,0.23,0.16,0,19.23,28.7,0.39,0.45,31,1,4
Andrew Quinn,0,0,62.5,0.06,0,0,0.81,0.81,0.06,2,0,0.44,0,0,38.31,82.54,2.5,43.18,0,0.19,0,0,0.44,0.31,0.19,0,56.52,55.95,0.69,0.5,16,1,2
Thijs Timmermans,0,0,75,0.33,0,0,0.83,0.5,0,0.39,0,0.22,0,0.06,12.89,78.02,2.89,64.71,0,0,0,0,0.44,0.17,0.17,0,33.33,35.29,0.17,1.11,18,2,3
Cian Bargary,0.04,0.08,44.19,0.84,0,0,1,0.44,0,0.64,0,0.76,0.08,0.08,16.36,64.79,3.76,34.21,0,0.08,0,0,1.28,0.24,0.12,0,38.3,42.49,0.8,0.56,25,1,3
Sami Clarke,0.08,0,71.43,0.42,0,0,0.42,0.17,0,0,0,0.42,0,0,8.75,72.38,2.33,71.43,0,0,0,0,1.08,0.33,0,0,25,42.86,0.17,0,12,1,4
Eoin Doyle,0.19,0.14,21.43,1.19,0,0,0.24,0.19,0,0.29,0,0.24,0.05,0,7.48,57.32,1.95,27.27,0,0,0,0,0.67,0.24,0.1,0.05,38.71,29.55,0.33,0.86,21,3,4
Aaron McNally,0.09,0,53.85,0.5,0,0,0.91,0.95,0,1.14,0,0.77,0.05,0.09,19.27,65.09,3.23,32.31,0,0.05,0,0,1.09,0.18,0.09,0,57.14,48.91,0.41,0.5,22,1,2
Albin Winbo,0,0,0,0.43,0,0,1.14,1.14,0,0.71,0,0.57,0,0,12.43,71.26,2.14,43.75,0,0,0,0,1,0.43,0,0,0,34.48,0.29,1.29,7,2,3
Cian Kavanagh,0.07,0.11,0,0.74,0.04,0,0.19,0.04,0,0.19,0,0.15,0,0.04,5.63,57.89,1.44,50,0,0,0,0,0.33,0.04,0.07,0,40.91,43.97,1.04,0.7,27,1,4
Rayhaan Tulloch,0.26,0.16,46.34,1.63,0.11,0,0.89,0.11,0.05,0.16,0,0.63,0,0.05,20.89,82.37,7.95,61.11,0,0,0,0,0.74,0,0.21,0.05,0,38.04,1.37,1.26,19,1,4
Warren Davis,0.05,0.11,33.33,0.53,0,0,0.42,0.16,0,0.05,0,0.26,0.05,0.05,8.63,70.73,1.74,41.67,0,0,0,0,0.68,0.05,0.16,0,26.32,41.79,0.63,0.53,19,1,4
Joshua Honohan,0,0.03,66.67,0.33,0,0,1.3,0.76,0,3.06,0.03,0.18,0.06,0.03,32.91,68.78,2.48,33.49,0,0.18,0,0,1.24,0.36,0.18,0.03,70.13,58.85,0.55,1.06,33,1,2
Rhys Bartley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,92.31,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3
Bogdan Vastsuk,0,0,40,1.63,0,0,0.38,0.25,0,0.75,0,0,0,0,7.75,58.06,2.13,0,0,0,0,0,0.75,0,0.25,0,27.27,28.57,0,0.75,8,2,3
Jaden Umeh,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4
Evan McLaughlin,0,0,0,0.33,0,0,0.67,0,0,0.33,0,0,0,0,4,75,0.67,100,0,0,0,0,0,0,0,0,0,66.67,0,0,3,1,3
Aaron Bolger,0,0.03,50,0.39,0,0,1.71,1.23,0,0.84,0,0.61,0.1,0.1,34.29,72.44,5.71,46.33,0,0.26,0,0,1.06,0.35,0.45,0,30.95,44.41,1.52,1.94,31,1,3
John Mahon,0,0,0,0.15,0,0,1.41,1.52,0.07,2.67,0,0.33,0,0,28.89,70.9,1.63,45.79,0,0.11,0,0,0.7,0.19,0.3,0.07,69.77,62.86,0.81,0.96,27,1,2
Ethon Varian,0.08,0,60,0.31,0.08,0,0.69,0.62,0.08,0.23,0,0.85,0.23,0.23,9.85,52.34,1.69,23.53,0,0,0,0,1,0.15,0,0,25.93,30.26,0.31,1,13,1,4
Tunde Owolabi,0.14,0.14,36.84,1.07,0,0,0.54,0,0,0.04,0,0.11,0,0,5.75,75.16,1.39,92.31,0,0.04,0,0,0.61,0.29,0.14,0,15.63,28.57,0.75,1.64,28,2,4
Dara Keane,0,0,55.56,0.68,0,0,1.68,0.56,0,1.92,0,0.96,0.04,0,31.24,60.56,5.44,32.39,0,0.12,0,0,1.92,0.36,0.12,0,48.73,51.88,2.6,0.76,25,1,3
Cian Murphy,0.05,0.1,50,0.52,0,0,0.67,0.05,0,0.05,0,0.14,0.05,0.05,6.24,63.36,1.52,60,0,0,0,0,0.81,0.29,0.05,0,35.14,38.14,0.29,0.86,21,1,4
Kristopher Twardek,0,0.11,58.82,0.58,0,0,0.42,0.21,0,0.53,0,0.32,0.05,0.11,11.58,61.36,3.53,40.91,0,0.21,0,0,0.53,0.11,0,0,31.03,34.34,0.37,0.79,19,2,3
Colin Bolton,0,0,0,0.4,0,0,1.6,0.2,0,0,0,0,0,0,9,55.56,1,0,0,0,0,0,1.4,0,0,0,42.86,50,0.2,0.6,5,1,3
Jack Keaney,0,0,83.33,0.62,0,0,1.03,1.26,0,4.29,0,0.47,0,0,44.15,68.89,3.56,40.78,0,0.09,0,0,2.24,0.32,0.21,0.03,62.77,60.73,1.06,0.76,34,1,2
Adam Verdon,0,0,60,0.71,0,0,1.43,1.14,0.07,0.71,0,1.07,0,0,33.07,73.22,6,31.34,0,0,0,0,2.07,0.36,0.43,0,60,47.62,0.79,1.14,14,3,3
Daniel Krezić,0.06,0.06,55.56,0.72,0,0,0.17,0.06,0,0.11,0,0.44,0,0,8.83,66.04,2.39,47.37,0,0,0,0,0.67,0.17,0.11,0,56.52,38.24,0.28,0.67,18,2,4
Jaze Kabia,0,0,50,0.56,0,0,0.44,0.11,0,0,0,0.22,0,0,9.44,67.06,2.67,50,0,0,0,0,0.56,0.44,0.22,0,25,34,1.11,2.22,9,1,4
Evan Weir,0.04,0.08,50,0.5,0.04,0,0.92,1.29,0,1.63,0,0.67,0,0,30.96,62.72,6.5,35.71,0,0.33,0,0,1.13,0.08,0.21,0.04,59.38,46.83,0.5,0.92,24,1,2
Dylan Connolly,0,0.07,34.62,0.68,0,0,0.61,0.39,0,0.04,0,0.46,0.14,0.11,14.89,74.82,5.25,68.75,0,0.04,0,0,0.79,0.11,0.25,0.04,42.31,46.12,2.07,1.11,28,2,3
Tom Grivosti,0,0,100,0.38,0,0,0.75,0.63,0.13,2.13,0,0.13,0,0,38.5,77.6,3.5,44.26,0,0.13,0,0,0.88,0,0.25,0,45,41.46,0,1.13,8,1,2
Oliver O'Neill,0.05,0.05,15,1.37,0,0,1.32,0.32,0.05,0.11,0,0.32,0.05,0,14.79,67.26,5.16,35,0,0.05,0,0,0.42,0.05,0.11,0,32.14,35.56,0.58,1.68,19,1,3
Luke Heeney,0,0.04,46.15,0.29,0,0,1.89,1.07,0,1.25,0,0.96,0.04,0.07,22.54,60.54,3.39,32.58,0,0.21,0,0,1.07,0.11,0.32,0.04,46.43,53.51,0.96,0.89,28,1,2
David Toure,0,0,100,0,0,0,1.33,0.33,0,1.33,0,1,0,0,14.33,65.12,2.67,28.57,0,0,0,0,0,0.33,0,0,100,63.64,0.33,0.33,3,1,3
Kameron Ledwidge,0,0,14.29,0.16,0,0,0.44,0.32,0,0.92,0,0.08,0,0,22.52,76.02,2.96,40.2,0,0.12,0,0,0.32,0.04,0.08,0,66.67,51.56,0.28,0.36,25,1,2
Dylan Grimes,0.11,0.11,50,0.74,0,0,0.63,0.26,0,0.16,0,0.26,0.11,0,15.47,74.83,4.32,33.33,0,0.05,0,0,0.74,0.11,0.11,0,31.82,35.8,0.42,0.68,19,2,3
Gbemi Arubi,0,0,0,0.13,0,0,0.25,0,0,0,0,0,0,0,3,83.33,1,0,0,0,0,0,0,0,0,0,66.67,55.56,0.13,0.13,8,1,4
Kian Moore,0,0,0,0,0,0,0,0,0.09,0.65,0,0,0,0,36.09,41.57,1.65,26.43,3.87,0.13,0.26,0,2.26,0.35,0.09,0,0,77.78,0.3,0.09,23,1,1
Jake Doyle,0.1,0,57.14,0.52,0.03,0,0.45,0.07,0,0,0,0.17,0.03,0.03,6.14,68.54,1.72,50,0,0,0,0,1.48,0.07,0.1,0,22.92,36.23,0.62,0.62,29,1,4
Eanna Clancy,0.06,0.06,66.67,0.53,0,0,0.76,0.47,0.06,4.47,0.06,0.29,0,0,37.53,72.57,3.65,40.31,0,0.06,0,0,1.47,0.24,0.41,0,51.22,51.61,0.71,0.82,17,1,2
Ryan McLaughlin,0,0,0,0,0,0,1,0,0,1.5,0,0,0,0,37,86.49,14,33.33,0,0.5,0,0,1,0,0,0,44.44,42.86,0,2,2,2,2
Ally Gilchrist,0,0.1,100,0.43,0,0,1.14,1.62,0,2.52,0,0.43,0,0.05,35.24,68.11,2.1,30.72,0,0.14,0,0,1.33,0.33,0.1,0.05,63.89,59.33,0.67,1.19,21,2,2
David Cawley,0,0.04,60,0.61,0,0,0.91,0.52,0,0.22,0,0.48,0,0,18.3,78.38,3.91,43.48,0,0.13,0,0,0.57,0.13,0.26,0,46.67,36.19,0.3,1.7,23,3,3
Darren Brownlie,0,0.14,0,0.14,0,0,0.57,0.29,0,3.43,0,0.57,0,0,49.71,79.31,3.71,48.39,0,0.14,0,0,0.71,0,0.29,0,50,37.5,0.14,0.71,7,2,2
Axel Sjoberg,0,0,90,0,0,0,0.57,0.71,0,1,0,0.57,0,0,19.71,63.77,2.57,38.71,0,0,0,0,0.43,0,0.29,0,55.56,48.84,0.43,1.29,7,1,2
Brian McManus,0,0,33.33,0.18,0,0,0.82,0.35,0,0.12,0,0.35,0,0,5.82,72.73,1.29,50,0,0,0,0,0.18,0.12,0.12,0,50,46.94,0.18,0.41,17,1,3
Michael Leddy,0,0,0,0.21,0,0,0,0,0,0.14,0,0.14,0,0,2.86,57.5,0.36,0,0,0,0,0,0.36,0.07,0.07,0,44.44,29.41,0.07,0.07,14,1,4
Matthew O'Brien,0,0,66.67,0.78,0,0,1.22,0.33,0,0.89,0,0.67,0,0,24.78,73.99,4.89,31.03,0,0.33,0,0,1.33,0.11,0.11,0,36.36,50,1,0.56,9,1,3
Ryan Bowden,0,0,100,0.33,0,0,0.17,0.67,0,3.17,0,0.5,0,0,10.5,65.08,0.5,14.29,0,0,0,0,0.83,0,0,0,75,60,0.67,0.33,6,1,2
Joshua Fitzpatrick,0,0,100,0,0,0,0,0,0,0,0,0,0,0,4.67,57.14,0.33,0,0,0,0,0,0,0,0,0,0,33.33,0,0.33,3,2,4
Luke O'Regan,0,0,42.86,0,0,0,1.57,0.86,0,1.29,0,0.57,0,0,19.36,74.54,2.21,28.13,0,0.07,0,0,1.86,0.14,0,0,75,66.67,0.79,0.14,14,1,3
Matthew Alonge,0.2,0,0,0.4,0,0,0.2,0.2,0,0.2,0,0.2,0,0,3,73.33,0.6,0,0,0,0,0,1,0,0.2,0,50,30,0.2,0.4,5,2,3
Frank Liivak,0,0.06,46,1.03,0,0,0.91,0.48,0,0.24,0,0.61,0.03,0.06,17.36,71.73,4.64,44.74,0,0.06,0,0,0.94,0.12,0.12,0,41.67,38.71,0.64,1.24,33,2,4
Adam Wells,0.06,0,68.75,0.23,0,0,1.23,1.23,0,2.9,0,0.68,0.06,0.03,36.94,70.39,4.19,36.05,0,0.03,0,0,2.16,0.29,0.19,0.03,48.08,53.89,0.52,0.48,31,1,2
Grant Horton,0.05,0,66.67,0.5,0.05,0,0.8,1,0,1.85,0,0.1,0.1,0.05,36.5,68.22,5.15,37.84,0,0.25,0,0,0.65,0.3,0.1,0.05,58.33,60.18,1.2,0.55,20,1,2
Sean Brennan,0,0,36.84,1.23,0,0,1.92,0.23,0,1,0,0.77,0.08,0.08,29.08,79.37,5.62,31.03,0,0.08,0,0,2.08,0.31,0.23,0,25,45.53,1.77,1.46,13,1,3
Jarlath Jones,0,0,50,0.29,0,0,1.71,0.86,0.14,2.43,0,0.29,0,0,24,60.71,3.71,22.5,0,0.14,0,0,1.57,0,0,0,11.11,52.94,0.43,0.57,7,2,2
Serge Atakayi,0,0.1,66.67,0.3,0,0,0.1,0.2,0,0.1,0,0.1,0,0,5.6,75,1.8,0,0,0,0,0,0.5,0,0,0,100,42.86,0.2,0.2,10,1,4
Gordon Walker,0,0.05,77.78,0.3,0,0,0.6,0.35,0,0.75,0,0.2,0,0,15.9,63.21,1.3,25.81,0,0.05,0,0,0.7,0.2,0.15,0,38.89,60.56,0.85,0.55,20,1,2
Oliver Byrne,0,0,0,0.1,0,0,0,0,0,1.3,0,0,0,0,39.9,40.1,4.4,30.03,2.5,0.2,0.1,0,1.6,0.4,0.1,0,0,100,0.1,0,10,2,1
Mikey Raggett,0.1,0.1,40,1,0,0,0.4,0,0,0.2,0,0.4,0.1,0.1,10.6,68.87,2.3,25,0,0,0,0,1.3,0.2,0.1,0,4.35,21.88,0.7,0.9,10,1,4
Callum McKay,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,100,3,100,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3
Sean Patton,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,60,1,0,0,0,0,0,1,0,0,0,0,50,1,1,1,1,4
