Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls,Appearances,Age Range,Position
Takumi Kamijima,0,0.04,0,0.29,0,0,1.79,2,0.04,4,0.04,0.29,0.08,0.04,42.21,83.22,2.46,52.08,0,0.29,0,0,1.13,0.21,0.17,0.04,70.3,62.31,0.42,1.67,24,2,2
Kei Koizumi,0.03,0,60.98,0.53,0,0,2.2,1.4,0,0.4,0.03,0.9,0.03,0.07,56.83,90.62,11.5,55.56,0,0.3,0,0,1.2,0.1,0.17,0,33.33,54.04,1.67,1.67,30,2,3
Taisei Miyashiro,0.36,0.23,58.14,1.64,0,0,0.68,0.05,0,0.32,0,0.23,0.05,0.14,17.05,79.73,4.73,46.67,0,0,0,0,0.86,0.09,0.09,0,32,40.91,0.73,1.27,22,1,4
Dawhan,0.11,0.11,58.82,1.07,0,0,1.19,1.22,0,1.74,0,0.74,0.04,0.04,30.44,81.75,5.93,58.23,0,0.15,0,0,0.78,0.04,0.22,0,73.02,56.77,0.81,1.15,27,2,3
Hotaru Yamaguchi,0.06,0.09,66.67,1.18,0,0,1.24,2.03,0,1.21,0,1,0.09,0.06,49.06,85.05,10.3,49.69,0,0.3,0,0,1.06,0.15,0,0,62.96,53.29,0.64,0.42,33,3,3
Masaya Tashiro,0.14,0.05,100,0.29,0.1,0,1.24,1.43,0.1,3.62,0,0.29,0,0,58.05,85.23,3.1,44.14,0,0.33,0,0,1.33,0,0.19,0,59.79,58.38,0.81,1.05,21,2,2
Takashi Usami,0,0,50,1.29,0,0,1,0.29,0,0.71,0,0.43,0,0,29,82.27,10.29,62.5,0,0.43,0,0,0.43,0,0,0,28.57,47.06,1.14,0.29,7,3,4
Arthur Caíke,0.31,0.31,48.72,2.31,0.21,0,0.79,0.41,0,1.03,0,0.41,0.07,0.1,18.55,69.52,5.48,26.67,0,0.03,0,0,0.76,0.21,0.07,0,49.4,47.62,0.97,0.83,29,3,3
Akito Fukuta,0.06,0.06,47.83,0.39,0,0,1.03,1.15,0,0.97,0.03,0.55,0.18,0.21,55.76,84.78,11.36,51.28,0,0.18,0,0,1.12,0.06,0.06,0,40.85,48.85,1.03,0.61,33,3,3
Ronaldo,0.05,0.05,81.82,0.79,0,0,2.47,1.21,0,0.79,0,0.84,0,0.05,24.53,83.05,4.42,79.17,0,0.05,0,0,0.84,0.05,0.11,0,54.55,59.06,1.05,1.37,19,2,3
Koji Toriumi,0,0,0,0.21,0,0,0.79,1.58,0,3.89,0,0.11,0.05,0,48.37,88.14,1.21,51.19,0,0.26,0,0,0.84,0.11,0.21,0,57.53,59.13,0.58,0.79,19,2,2
Léo Ceará,0.35,0.29,35.71,1.87,0.06,0,0.19,0.06,0,0.26,0,0.16,0.06,0.1,12.03,70.24,4.26,69.57,0,0.06,0,0,0.65,0.03,0.03,0,28.13,33.15,0.87,0.9,31,2,4
Juanma Delgado,0.13,0.03,48.15,1.35,0.06,0,0.39,0.13,0,0.48,0,0.35,0.23,0.13,14.52,60.22,4.29,64,0,0.03,0,0,0.39,0.1,0.23,0,56.91,49.29,1.32,2.03,31,3,4
Yuki Yamamoto,0.06,0,40,0.38,0,0,1.69,1.25,0,0.25,0,0.63,0.19,0.06,27.75,81.31,6.94,40,0,0.25,0,0,0.5,0.06,0.06,0,36.36,50,0.38,0.75,16,2,3
Yuichi Maruyama,0,0,0,0.2,0,0,1.16,1.56,0,2.76,0,0.28,0.04,0,48.12,80.55,5.6,45.69,0,0.4,0,0,0.64,0.2,0,0,48,56.76,0.48,0.56,25,3,2
Yoshinori Suzuki,0.03,0.03,50,0.27,0,0,0.91,1.52,0,3.85,0,0.09,0,0.03,48.88,88.34,2.33,56.65,0,0.21,0,0,1.3,0.24,0.03,0,55.3,58.37,0.82,0.79,33,3,2
Paulinho Bóia,0.17,0.17,71.43,1,0,0,0.17,0,0,0,0,0,0.17,0,10.83,86.15,4.67,80,0,0,0,0,0.33,0,0.17,0,20,48.28,0.33,1,6,2,4
Shunta Tanaka,0.03,0,73.33,0.44,0.03,0,1.75,1.91,0.03,2.31,0,0.38,0.09,0.03,51.84,81.92,9.06,40,0,0.31,0,0,1.16,0.25,0.09,0,51.52,56.92,0.81,1.06,32,2,2
Makito Ito,0.03,0.09,75,0.45,0.03,0,1.48,1.85,0,3.97,0.03,0.3,0.03,0,46.73,80.09,3.79,39,0,0.15,0,0,1.36,0.24,0.15,0,64.08,62.27,0.58,0.91,33,3,2
Yuto Yamada,0,0,62.5,0.89,0,0,1.33,0.89,0,0.78,0,0.56,0,0,15.56,66.43,4.89,6.25,0,0,0,0,0.11,0,0.11,0,40,55.93,1.33,0.56,9,1,3
Ataru Esaka,0.07,0.2,55.17,1.6,0,0,0.7,0.2,0,0.6,0.03,0.63,0.37,0.03,25.7,71.6,7.67,56.25,0,0.17,0,0,0.8,0.1,0.03,0,47.37,45.54,0.63,0.43,30,3,3
Hiromu Mitsumaru,0.03,0.06,44.83,0.58,0,0,2,1.77,0,1.55,0,0.45,0.19,0.03,36.35,70.36,7.87,29.48,0,0.35,0,0,0.9,0.23,0.1,0,49.02,50.7,0.26,1.42,31,2,2
Taiyo Koga,0,0,44.44,0.03,0,0,1.03,2.03,0,3.41,0,0.28,0.09,0.06,62.22,83.98,6.75,44.88,0,0.31,0,0,1.13,0.22,0.06,0,55.46,58.33,0.31,0.34,32,2,2
Daiya Maekawa,0,0,0,0,0,0,0,0.11,0,1.11,0.06,0.06,0,0,41.89,72.68,1.89,43.84,2.61,0.33,0.06,0,1.06,0.17,0,0,100,90,0.17,0,18,2,1
Kosuke Onose,0.12,0.12,60,1.31,0,0,1.38,0.92,0,0.62,0,0.58,0.08,0,30.04,69.78,8.19,44.68,0,0.12,0,0,1.08,0.12,0.12,0,58.62,54.1,0.96,0.96,26,2,3
Yugo Tatsuta,0,0.04,81.82,0.5,0,0,0.81,1.19,0.04,4.85,0.04,0.15,0.12,0,45.73,85.62,3.54,45.02,0,0.15,0,0,1.19,0.27,0.12,0,64.1,66.44,0.77,0.46,26,2,2
Gun-hee Kim,0.25,0.13,36.36,1,0.13,0,0.25,0.13,0,0.25,0,0.13,0.25,0.25,8.13,69.23,2.5,0,0,0,0,0,0.88,0,0.13,0,47.06,43.33,0.5,0.63,8,2,4
Tomoaki Makino,0.06,0,100,0.5,0.06,0,0.63,0.56,0,2.25,0,0.13,0,0,28.69,82.14,1.94,40.68,0,0.13,0,0,0.81,0.06,0,0,74.42,70.83,0.44,0.5,16,3,2
Marcos Júnior,0,0.09,66.67,0.96,0,0,0.48,0.13,0,0.09,0,0.43,0.22,0.13,25.48,76.96,9.91,48.48,0,0,0,0,0.61,0,0.09,0,15,48.28,1.57,0.74,23,2,4
Yasuhito Endo,0,0.03,43.75,0.42,0,0,0.77,0.77,0,0.65,0,0.77,0.1,0.1,51.52,86.98,10.84,63.5,0,0.03,0,0,1.23,0.19,0.06,0,45,41.32,0.35,0.45,31,3,3
Kota Watanabe,0,0,50,0.5,0,0,1.33,1.25,0,0.38,0,0.83,0.21,0.04,42,89.58,11.96,62.79,0,0.21,0,0,0.63,0,0.08,0,52.94,52.99,0.79,0.67,24,2,3
Riku Matsuda,0,0,69.23,1,0,0,1.55,0.91,0,1.48,0,1.03,0.03,0.03,43.55,78.01,9.73,54.44,0,0.27,0,0,0.91,0.09,0.15,0,45.16,53.03,0.67,0.76,33,3,2
Yusuke Maruhashi,0,0,0,0.8,0,0,1,0.2,0,2.6,0,0.4,0,0,32.2,67.08,4.8,48,0,0.2,0,0,0.8,0.2,0,0,69.23,66.67,1.2,0.4,5,3,2
Tiago Pagnussat,0,0,0,0.36,0,0,0.93,2,0,3.5,0,0.14,0,0,26,75.82,1.36,42.19,0,0.21,0,0,0.71,0,0.07,0.07,74.58,71.76,0.29,0.5,14,3,2
Nassim Ben Khalifa,0.16,0.16,55.17,1.92,0.08,0,1.2,0.36,0,0.4,0,0.44,0.04,0.04,17.16,71.1,6.12,25,0,0.04,0,0,0.6,0.08,0.12,0,38.04,41.85,1.28,1.96,25,3,4
Satoshi Tanaka,0,0.06,63.64,0.35,0,0,1.94,1.65,0,0.35,0,0.82,0.12,0.06,38.53,80.61,8,47.06,0,0.24,0,0,0.94,0.12,0.18,0,57.14,60.26,1.88,0.59,17,1,3
Ryota Aoki,0.26,0.23,51.22,1.94,0,0,0.84,0.58,0,0.45,0,0.52,0.1,0.1,25.97,80.25,6.61,45.65,0,0,0,0,1,0.19,0.06,0,27.59,47.59,0.77,0.48,31,2,4
Peter Utaka,0.31,0.31,50,2.59,0.03,0,0.14,0.21,0,0.79,0,0.28,0.21,0.07,17.38,71.03,6.41,52,0,0.1,0,0,0.69,0.24,0.07,0,37.93,36.82,0.79,0.79,29,3,4
Takumu Kawamura,0.19,0.06,20,1.13,0,0,1,0.81,0,0.31,0,0.63,0.06,0.06,13.56,78.8,2.88,61.11,0,0,0,0,0.63,0.06,0,0,66.67,45.07,0.44,0.88,16,1,3
Takuro Kaneko,0.07,0.11,55.56,2,0,0,0.89,0.67,0,0.59,0,0.3,0.3,0.15,28.37,73.76,9.63,43.24,0,0.15,0,0,1.26,0.26,0.15,0,33.8,43.6,0.96,0.89,27,2,3
Naoyuki Fujita,0.08,0,57.14,0.65,0,1.92,0.85,0.62,0,0.88,0,0.5,0,0.08,28.5,87.58,5.46,61.7,0,0.04,0,0,0.46,0.04,0.04,0,40.91,47.25,0.31,0.58,26,3,3
Jesiel,0.08,0,100,0.67,0.08,0,0.67,1.67,0.08,3.92,0,0.25,0,0,41.08,86.41,2.75,46.67,0,0.08,0,0,0.92,0.17,0.17,0,60,57.38,0.42,0.58,12,2,2
Riku Morioka,0,0.15,66.67,0.46,0,0,0.77,2.15,0,1.77,0,0.15,0,0,28.31,85.87,1.54,62.5,0,0.08,0,0,0.77,0.08,0,0,51.28,53.03,0.23,0.77,13,2,2
Kensuke Nagai,0.12,0.24,33.33,1.12,0,0,1.06,0.45,0,0.55,0,0.36,0.24,0.12,14.88,62.93,4.39,43.48,0,0,0,0,0.58,0.09,0.06,0,33.85,46.38,0.97,0.67,33,3,4
Koya Yuruki,0.16,0.13,44.71,1.28,0,0,0.41,0.28,0,0.22,0,0.13,0.19,0.16,27.06,80.6,9.38,52.17,0,0.03,0,0,0.72,0.06,0.03,0,23.68,39.59,0.56,0.5,32,2,4
Leandro,0.25,0.2,40,1.95,0,0,0.5,0.15,0,0.05,0,0.3,0.1,0,23.35,78.16,8.05,81.25,0,0,0,0,0.85,0.05,0.1,0,50,48.46,1.6,0.5,20,2,4
Yuji Takahashi,0.03,0,100,0.45,0,0,1.1,2.48,0,3.62,0,0.34,0,0,43.86,75.79,3.66,29.66,0,0.38,0,0,0.66,0.21,0.24,0,65.35,58.72,0.41,1.17,29,2,2
Yoshio Koizumi,0.11,0.07,60.78,0.81,0,0,1.15,0.59,0,0.15,0,0.56,0.11,0.07,32.22,79.43,9.07,60.24,0,0.04,0,0,0.7,0.07,0.07,0,30.77,51.08,1.07,0.67,27,2,3
Kento Hashimoto,0.11,0.22,66.67,0.78,0,0,2.11,1,0,1.11,0,0.22,0,0,40.67,85.52,6,52.63,0,0.22,0,0,0.67,0.22,0.11,0,59.09,51.43,0,2,9,2,3
Leo Silva,0.03,0,76.92,0.67,0,0,1.73,1.06,0,0.45,0,0.85,0.03,0.03,32.39,83.35,5.45,65.32,0,0.12,0,0,0.7,0.09,0.03,0,28.57,56.76,1.33,0.94,33,3,3
Takashi Inui,0.27,0.07,47.06,1.6,0,0,0.8,0.4,0,0.33,0,0.27,0.13,0.07,24.13,79.83,8.13,64.71,0,0,0,0,0.6,0.2,0.27,0,10,40,1.13,0.93,15,3,3
Kasper Junker,0.33,0.38,40,2,0,0,0.38,0,0,0.19,0,0.38,0.19,0,9.67,67,2.57,50,0,0.05,0,0,0.81,0.1,0,0,43.24,41.75,0.57,0.43,21,2,4
Yuito Suzuki,0.15,0.2,36.73,1.7,0,0,0.65,0.65,0,0.05,0,0.4,0.35,0.1,18.7,79.68,5.9,78.95,0,0.05,0,0,0.9,0.15,0,0,38.1,38.24,0.65,0.8,20,1,4
Genki Omae,0.15,0,83.33,0.54,0.08,0,0.08,0.23,0,0.23,0,0.23,0.08,0.08,12.23,72.96,2.92,52.94,0,0,0,0,0.38,0.08,0,0,66.67,51.85,0.31,0.15,13,3,4
Ryo Hatsuse,0.06,0,75,0.59,0,0,1.06,0.88,0,0.65,0.06,0.53,0.24,0,31.29,79.89,5.76,51.69,0,0.06,0,0,1,0.06,0.06,0,40,57.47,0.41,0.18,17,2,2
Hiroki Ilkura,0,0,100,0,0,0,0,0.07,0,0.64,0.14,0,0,0,46.93,73.52,1.57,40,2.29,0.36,0,0,0.86,0.14,0.07,0,100,100,0.29,0,14,3,1
Carlinhos Junior,0.14,0.27,44.12,1.68,0.05,0,1.14,0.77,0,0.68,0,0.45,0.09,0.27,20.55,73.67,6.36,39.13,0,0,0,0,0.68,0.14,0.09,0,57.45,47.02,0.59,1.09,22,2,4
Takuma Ominami,0.08,0.04,43.48,0.54,0,0,1.88,1.31,0,1.96,0,0.85,0.12,0.08,36.81,74.82,7.77,36.79,0,0.19,0,0,1.15,0.19,0.19,0,59.26,53.77,0.27,0.81,26,2,2
Tsukasa Shiotani,0,0.15,56.52,1,0,0,1.81,1.27,0,1.5,0,0.62,0.08,0.15,51.88,79.39,11.58,40.21,0,0.35,0,0,0.92,0.12,0.12,0.04,55,56.63,0.46,0.46,26,3,2
Yu Kobayashi,0.17,0.1,33.33,1.37,0,0,0.4,0.03,0,0.37,0,0.17,0.2,0.1,10.03,75.75,3.63,60,0,0.03,0,0,0.43,0.1,0.03,0,48.53,49.59,0.37,0.33,30,3,4
Shusaku Nishikawa,0,0,100,0,0,0,0,0,0,0.88,0.03,0,0,0,32.34,70.82,0.66,33.56,2.44,0.31,0.09,0.03,1.03,0.09,0,0,88.24,91.67,0.19,0,32,3,1
Yuki Muto,0.37,0.26,33.33,2.16,0.16,0,0.16,0.05,0,0.05,0,0.16,0.16,0.11,10.05,76.44,3.05,42.86,0,0,0,0,0.63,0.21,0,0,4.55,26.67,0.42,0.32,19,3,4
Takuya Shigehiro,0.09,0.18,60,0.45,0,0,1.45,0.45,0,0.73,0,0.64,0.09,0.09,17.55,74.09,3.82,50,0,0,0,0,0.36,0,0.09,0,31.25,47.76,0.55,0.82,11,2,4
Daiki Suga,0.13,0.03,69.57,1.74,0,0,0.81,0.77,0.03,1.58,0,0.45,0,0,28.58,73.7,6,35.96,0,0.19,0,0,1.19,0.26,0.16,0,66.1,57.14,0.97,0.81,31,2,3
Kazuya Yamamura,0.04,0,83.33,0.17,0.04,0,0.48,1.26,0,2.09,0,0.09,0.04,0.04,33.61,83.57,5.22,48.54,0,0.17,0,0,0.7,0.17,0.04,0,56.86,58.23,0.04,0.43,23,3,2
Mutsuki Kato,0.23,0.15,33.33,2.08,0.08,0,0.54,0.31,0,0.46,0,0.38,0.08,0.08,10.81,68.68,3.62,28.57,0,0,0,0,0.54,0.04,0,0,37.5,42.05,0.85,0.27,26,2,4
Yusuke Matsuo,0.16,0.28,53.06,1.88,0,0,0.52,0.04,0,0.2,0,0.2,0.16,0.12,13.92,77.59,6.12,44.44,0,0.04,0,0,0.64,0.08,0,0,17.39,47.41,0.84,0.56,25,2,4
Tomoya Inukai,0.17,0,100,0.33,0.17,0,0.5,1,0,2,0,0.17,0,0,31.67,86.32,2.5,45.45,0,0,0,0,0.67,0,0,0,81.82,66.67,0.5,0.33,6,2,2
Shun Nakamura,0.04,0,57.14,0.58,0,3.85,1.15,1.62,0.04,1.38,0,0.54,0.04,0.04,35.38,74.02,9.27,44.62,0,0.35,0,0,0.62,0.19,0.12,0,51.22,45.21,0.27,1.12,26,2,3
Ryosuke Yamanaka,0,0,36.36,0.78,0,0,1.13,0.57,0.04,0.83,0,0.65,0.26,0.17,31.61,76.07,6.96,46.51,0,0.17,0,0,0.65,0.09,0.09,0.04,22.22,41,0.3,0.57,23,2,2
Naoki Kanuma,0.18,0,33.33,0.36,0.09,0,1.55,1.45,0,1,0,0.64,0.09,0.09,30.82,76.4,4,30.43,0,0,0,0,0.64,0.09,0.18,0.09,78.57,56.6,0.09,0.36,11,2,3
Ryota Oshima,0.09,0,66.67,0.64,0,0,0.82,0.73,0,0.82,0.09,0.55,0.18,0,40.18,84.39,10.55,52.5,0,0.09,0,0,0.73,0.18,0,0,50,50.98,0.55,0.55,11,2,3
Jin Hyeon Kim,0,0,100,0,0,0,0.03,0,0,0.64,0,0.03,0,0,36.85,69,1.12,42.67,2.64,0.27,0.09,0.03,1,0.12,0.03,0.03,100,91.67,0.21,0.03,33,3,1
Shuto Yamamoto,0.1,0.05,80,0.43,0.1,0,0.86,1.81,0.05,2.19,0,0.24,0,0,40.67,77.05,5.71,41.13,0,0.14,0,0,0.81,0.1,0.05,0,58.33,57.94,0.48,0.67,21,3,2
Tatsuki Nara,0,0.05,100,0.41,0,0,1.32,1.77,0,3.95,0,0.45,0,0,31.68,70.16,4.41,39.46,0,0.32,0,0,0.86,0.23,0.23,0,62.2,58.62,0.91,1.18,22,2,2
Akito Fukumori,0.03,0.03,71.43,0.69,0,0.34,0.97,1.28,0.07,1.86,0,0.45,0.1,0.14,40.38,76.26,6,47.49,0,0.1,0,0,0.86,0.1,0.07,0.03,62.5,53.33,0.41,1.07,29,3,2
Hiroki Yamada,0,0,50,1.14,0,0,0.57,0.29,0,0.29,0,0.29,0.14,0.29,22.86,80.63,8.43,30,0,0,0,0,0.86,0.14,0,0,25,40.91,1.14,1.14,7,3,3
Shohei Takeda,0.03,0,62.5,0.74,0,0,1.42,1.1,0,1.16,0,0.97,0.03,0,36.35,74.45,9.68,46.15,0,0.26,0,0,0.65,0.23,0.16,0,55.1,48.31,0.84,1.26,31,2,3
Kazuki Kozuka,0,0,50,0.25,0,0,0.92,0.42,0,0.17,0,0.33,0,0.17,20.5,85.77,6.67,66.67,0,0,0,0,0.17,0.08,0,0,100,50,0.67,0.75,12,2,3
Toshio Shimakawa,0,0,0,0,0,0,1,1.22,0,1.44,0,0.11,0,0,68.11,91.68,7.89,56.52,0,0.11,0,0,1,0.11,0.11,0,45.45,55.81,0.56,0.56,9,3,2
Keisuke Kurokawa,0.07,0.03,48.48,0.55,0,0,1.1,0.55,0,1.79,0,0.41,0.07,0.07,29.86,81.06,6.55,32.97,0,0.24,0,0,0.62,0.07,0.14,0,42.86,51.45,0.59,0.45,29,2,2
Takuya Ogiwara,0.1,0,55.77,0.86,0,0,0.81,1.38,0,0.86,0,0.62,0.19,0.05,23.48,67.95,5.19,33.9,0,0.1,0,0,0.62,0.19,0.19,0,25.93,46.2,0.95,0.48,21,1,2
Masaki Ikeda,0.14,0,57.14,1.09,0.05,0,0.41,0.32,0,0.14,0,0.5,0.09,0.05,16.09,81.07,5.68,57.14,0,0,0,0,0.41,0.05,0.09,0,35.29,33.33,0.23,0.77,22,1,3
Mitchell Langerak,0,0,0,0,0,0,0,0,0,0.64,0,0.06,0,0,20.64,54.63,0.52,29.82,2.24,0.39,0.03,0.03,0.82,0.12,0,0,100,75,0.06,0.03,33,3,1
Matej Jonjić,0.04,0,100,0.42,0.04,0,0.46,1.27,0.04,5,0,0.27,0,0,52.12,81.7,3.08,38.07,0,0.27,0,0,1.04,0.12,0,0,70.53,66.67,0.73,0.58,26,3,2
Haruki Arai,0,0,0,1,0,0,1,0,0,0,0,0,0,0,10.5,61.9,4.5,100,0,0,0,0,0,0,0,0,50,75,1,0,2,2,3
Henrique Trevisan,0,0.17,100,1.17,0,0,1,1.5,0,3.33,0,0.67,0,0,38.17,73.8,1.67,28.57,0,0.33,0,0,0.5,0,0.17,0,64.52,56.6,0.5,1.17,6,2,2
Seiji Kimura,0,0,0,0,0,0,0.17,0.33,0,1.17,0,0,0,0,15.17,76.92,0.83,38.46,0,0.17,0,0,0,0,0,0,71.43,75,0,0,6,1,2
Douglas Grolli,0,0.04,100,0.46,0,0,1.69,1.54,0.04,3.73,0,0.5,0.04,0,23.92,68.81,2.54,35.33,0,0.31,0,0,0.85,0.12,0.19,0.04,67.74,61.54,1.04,1.58,26,3,2
Yuki Ohashi,0.09,0.17,28.57,1.61,0.09,0,0.87,0.17,0,0.39,0,0.17,0.13,0.09,11.13,68.75,2.91,70,0,0,0,0,0.48,0.04,0,0,34.15,38.33,0.74,1.17,23,2,4
Yuki Horigome,0.12,0,46.15,1,0,1.28,0.42,0.23,0,0.12,0,0.19,0.15,0.08,21.85,80.11,7.77,30.77,0,0,0,0,0.69,0.04,0.08,0,18.75,31.18,0.12,0.62,26,3,3
Jakub Słowik,0,0,100,0,0,0,0,0.03,0,0.7,0.03,0.06,0,0,35.24,77.9,0.33,42.28,2.45,0.42,0.03,0,1.06,0.21,0.09,0,80,72.73,0.06,0.03,33,3,1
Kosei Tani,0,0,100,0,0,0,0.03,0.06,0,1.19,0.1,0.06,0,0,24.32,56.1,1.55,34.88,2.48,0.32,0.16,0.03,0.94,0.19,0,0,100,92.59,0.32,0,31,1,1
Kei Chinen,0.26,0.11,53.33,1.63,0.11,0,0.67,0.41,0,0.33,0,0.3,0.04,0.04,17.26,79.18,5.93,46.15,0,0,0,0,0.3,0.11,0.11,0,46.88,44.54,0.81,1,27,2,4
Kazuki Fukai,0.09,0.04,58.33,0.43,0,0,0.83,1.52,0,1.09,0,0.35,0,0,36.61,88.48,4.96,62.38,0,0,0,0,0.91,0.13,0.09,0,75,52.54,0.13,1,23,2,3
Patric,0.18,0.29,11.11,1.14,0,0,0.25,0.18,0,1.18,0,0.32,0.11,0.07,19.96,52.42,5.32,18.18,0,0.18,0,0,0.82,0.07,0.11,0.04,59.94,53.21,1,1.54,28,3,4
Seok Ho Hwang,0.16,0.04,63.64,0.28,0.12,0,0.88,1.68,0,2.96,0,0.44,0.04,0.04,62.64,86.08,7,43.14,0,0.2,0,0,1.36,0.12,0.16,0,58.54,52.53,0.24,0.88,25,3,2
Min Tae Kim,0.05,0,0,0.38,0.05,0,0.76,0.9,0,2.81,0,0.14,0.05,0,34,80.39,3.19,52.86,0,0.24,0,0,0.81,0.1,0,0.05,71.62,67.59,0.19,0.43,21,2,2
Hisashi Appiah Tawiah,0,0,71.43,0.35,0,0,1.12,1.59,0.06,3.47,0,0.41,0,0,40,79.26,2.94,39.08,0,0.18,0,0,0.76,0.24,0.41,0,66.2,53.9,0.47,1.88,17,2,2
Douglas Vieira,0.27,0.27,42.86,1.45,0,0,0.18,0.09,0,0.45,0,0,0,0.18,11.64,63.28,4.45,50,0,0,0,0,0.36,0,0,0,40.82,43.02,1.27,0.91,11,3,4
Koki Tsukagawa,0.1,0.05,53.85,0.52,0.05,0,1.1,0.67,0,0.57,0,0.24,0.05,0.05,29.95,82.99,7,41.67,0,0,0,0,0.52,0.1,0.1,0,50,50.42,0.67,1,21,2,3
Kazuaki Mawatari,0.05,0.05,56.25,0.84,0,0,0.84,0.79,0,1.37,0,0.16,0,0.05,22.74,83.33,4.05,37.84,0,0.05,0,0,0.68,0.11,0,0,46.15,58.57,0.53,0.47,19,3,2
Temma Matsuda,0.04,0.08,61.11,0.42,0,0,0.92,0.5,0,0.42,0,0.58,0.15,0.08,20.81,76.89,7.42,41.94,0,0.12,0,0,0.5,0.27,0.08,0,38.89,48.03,0.92,0.77,26,2,3
Takuya Kida,0,0.04,50,0.65,0,0,1.43,1,0,0.7,0,1.04,0.04,0.09,53.96,88.15,12.61,47.37,0,0.13,0,0,0.96,0,0.13,0,40,55.12,2.74,1.22,23,2,3
Diego Oliveira,0.1,0.1,48.98,1.13,0,0,0.6,0.1,0,0.8,0,0.17,0.17,0.17,21.37,76.29,5.93,68.42,0,0.1,0,0,0.73,0.17,0,0,30,40.47,1.73,1.23,30,3,4
Takumi Nagaishi,0,0,0,0,0,0,0,0,0,1.38,0,0,0,0,19.75,37.34,1.38,31.25,1.63,0.38,0,0,0.75,0.13,0,0,100,100,0.38,0,8,2,1
Taishi Matsumoto,0.13,0,0,0.65,0,0,1.26,0.52,0,0.48,0,0.43,0.09,0,27.3,88.06,5.3,51.92,0,0.09,0,0,0.7,0.09,0.04,0,10,53.85,0.52,0.35,23,2,3
Ryohei Shirasaki,0.1,0.06,39.29,0.84,0,0,1.32,1.45,0,1.1,0,0.58,0,0.03,36.48,83.29,6.84,62.28,0,0.13,0,0,1.29,0.26,0.03,0,63.64,51.5,0.97,1.19,31,2,3
Daiya Tono,0.06,0.03,60,1.03,0,0,0.87,0.48,0,0.35,0,0.19,0.03,0.03,20.1,83.79,6.77,43.75,0,0,0,0,0.48,0.13,0.03,0,52.5,51.57,0.84,0.9,31,1,4
Rikito Inoue,0.04,0.04,66.67,0.46,0.04,0,1.25,1.57,0,2.68,0,0.43,0,0,33.75,71.53,2.75,28.49,0,0.18,0,0,0.64,0.18,0.04,0,45.78,56.97,0.68,0.36,28,2,2
Keigo Higashi,0,0,77.78,0.21,0,0,1.17,1.63,0,1.21,0,0.58,0.04,0,43.33,91.06,5.92,72.37,0,0.17,0,0,0.79,0.21,0.13,0,40.74,46.34,0.46,1.08,24,3,3
Rikuto Hirose,0,0,48.28,0.25,0,0,1.6,0.55,0,1.7,0,0.35,0.1,0.15,31.1,74.28,6.3,42.27,0,0.05,0,0,0.6,0.2,0.2,0,60,56.64,0.75,0.9,20,2,2
Yan Matheus,0.2,0,50,0.4,0,0,0.2,0.2,0,0,0,0.2,0.2,0,10.6,75.47,5.8,50,0,0,0,0,0,0,0,0,0,40,0.6,0.2,5,2,4
Eiichi Katayama,0.06,0.06,58.62,0.74,0,0,1.42,0.97,0,1.77,0,0.42,0.06,0,29.68,74.13,4.13,41.22,0,0.16,0,0,1,0.13,0.13,0,67.33,59.58,0.45,0.94,31,3,2
Masaya Matsumoto,0,0,56.25,0.61,0,0,1.29,1.52,0,1.23,0,0.61,0.03,0.06,31.16,79.4,7.29,39.47,0,0.1,0,0,1.06,0.26,0,0,36.36,48.08,0.58,0.32,31,2,3
Tomoya Koyamatsu,0.12,0.21,44.68,1.12,0.03,0,0.58,0.27,0,0.15,0,0.21,0.12,0.18,20.91,86.67,7.21,70.27,0,0.09,0,0,0.7,0.12,0,0,17.95,38.13,0.42,0.36,33,2,3
Tomoaki Okubo,0.04,0.09,58.73,1.17,0,0,0.52,0.22,0,0.13,0,0.3,0.3,0.22,19.74,77.75,6.26,34.29,0,0.09,0,0,0.7,0.04,0,0,27.78,49.36,1.04,0.61,23,2,3
Fuchi Honda,0.21,0.13,56,1.46,0.08,0,0.46,0.5,0,0.38,0,0.25,0.04,0.08,19.71,83.3,6,55.56,0,0,0,0,0.83,0.04,0,0,32.14,39.42,0.29,0.33,24,1,3
Tetsuya Chinen,0.11,0.11,0,0.44,0,0,0.22,1,0,1.22,0.11,0,0,0,36.89,90.36,1.56,70.27,0,0,0,0,0.67,0,0,0,58.82,56,0.33,0.33,9,2,2
Tomoya Fujii,0.04,0,47.62,0.96,0,0,1.44,0.37,0,0.26,0,0.81,0.15,0.04,32.89,78.6,10.78,14.89,0,0.22,0,0,0.93,0.11,0.11,0,30.77,46.86,1.15,1.11,27,2,3
Mao Hosoya,0.24,0.21,45.83,1.55,0,0,0.85,0.12,0,0.33,0,0.76,0.12,0.12,13.09,73.38,4.03,50,0,0.09,0,0,0.82,0.18,0.09,0,28.46,37.06,0.91,0.64,33,1,4
